year,method,deletion_fraction,n_scenarios,n_reconstruction_failures,mean_nrmse,median_nrmse,mean_absolute_global_peak_timing_error_days,median_absolute_global_peak_timing_error_days,global_peak_success_fraction_10d,mean_event_recovery_fraction_10d,median_event_recovery_fraction_10d,mean_absolute_integral_error,mean_pearson_correlation,fraction_scenarios_with_negative_values
2021,timesat_smoothing_spline,0.29999999999999988,100,0,0.17325680278170627,0.16573795201414981,11.41,3,0.93000000000000005,0.97999999999999998,1,189.19273465612875,0.8607171370883101,0
2021,timesat_smoothing_spline,0.5,100,0,0.21394372868953679,0.20144307655674246,32.789999999999999,4,0.76000000000000001,0.87,1,252.30027896282883,0.77272747095646621,0
2022,linear_interpolation,0.10000000000000001,100,0,0.27840130757830467,0.27387152092372652,7.0800000000000001,6,0.91000000000000003,0.84999999999999998,1,152.87050805000018,0.82870242285859352,0
2022,linear_interpolation,0.20000000000000001,100,0,0.28223178345879352,0.28287991015683733,8.0099999999999998,6,0.83999999999999997,0.68500000000000005,0.5,152.95549620000017,0.81922084919471561,0
2022,linear_interpolation,0.29999999999999988,100,0,0.28397645398994753,0.28110095215786685,8.5399999999999991,6,0.79000000000000004,0.65500000000000003,0.5,149.80306680000021,0.81184641225448173,0
2022,linear_interpolation,0.5,100,0,0.30131935463795761,0.29458402230951636,11.470000000000001,6,0.68999999999999995,0.55500000000000005,0.5,140.67398620000014,0.76379613342734476,0
2022,timesat_double_logistic,0.10000000000000001,100,0,0.33564021347153372,0.33357124607630229,1.2,1,1,0.5,0.5,59.99897933942426,0.68328941018442901,0
2022,timesat_double_logistic,0.20000000000000001,100,0,0.33800562948381441,0.33648817303776291,1.47,1,1,0.5,0.5,85.154973017415571,0.67119463228432918,0
2022,timesat_double_logistic,0.29999999999999988,100,0,0.33793932535397209,0.33668582617464271,1.6799999999999999,1,1,0.5,0.5,99.793074337708561,0.66721633187961571,0
2022,timesat_double_logistic,0.5,100,0,0.35023238596553286,0.34373168230278417,7.46,4,0.90000000000000002,0.46000000000000002,0.5,144.29738554346645,0.62585598825597732,0
2022,timesat_smoothing_spline,0.10000000000000001,100,0,0.28023130583100236,0.27805073543335168,11.130000000000001,13,0.17999999999999999,0.42999999999999999,0.5,172.90893391468069,0.8201725739632667,0
2022,timesat_smoothing_spline,0.20000000000000001,100,0,0.27918143014558139,0.27578722940797351,9.6099999999999994,12,0.35999999999999999,0.41499999999999998,0.5,174.9984169378219,0.81898963544205061,0
2022,timesat_smoothing_spline,0.29999999999999988,100,0,0.277409951295013,0.273157794737379,8.6600000000000001,11,0.46999999999999997,0.38,0.5,169.67511180297413,0.81714407460582061,0
2022,timesat_smoothing_spline,0.5,100,0,0.29685578162197535,0.28549205523467636,7.6399999999999997,7,0.63,0.35999999999999999,0.5,175.63521178298194,0.77302295038373414,0
2023,linear_interpolation,0.10000000000000001,100,0,0.1737748534778375,0.17203417138240973,0.28000000000000003,0,1,0.56666666666666654,0.66666666666666663,95.945653944999833,0.88030049195721449,0
2023,linear_interpolation,0.20000000000000001,100,0,0.17534401876261169,0.17339911529878616,0.59999999999999998,0,1,0.47666666666666663,0.33333333333333331,94.844111854999852,0.87618230977131717,0
2023,linear_interpolation,0.29999999999999988,100,0,0.18550855153462695,0.17674938097524975,0.5,0,1,0.47666666666666663,0.33333333333333331,94.554410349999884,0.85558585609018523,0
2023,linear_interpolation,0.5,100,0,0.19767374749589045,0.18458369543601227,1.1000000000000001,2,1,0.3133333333333333,0.33333333333333331,116.04310439999996,0.83307373790702843,0
2023,timesat_double_logistic,0.10000000000000001,100,0,0.1838808866259653,0.18140509755573131,2,2,1,0.28666666666666663,0.33333333333333331,78.829077514237355,0.85646322674268904,0
2023,timesat_double_logistic,0.20000000000000001,100,0,0.19111032973133382,0.18394249905265075,3.1499999999999999,2,0.98999999999999999,0.26666666666666661,0.33333333333333331,95.352646863744269,0.85051378596704241,0
2023,timesat_double_logistic,0.29999999999999988,100,0,0.2214612922231457,0.19043476317297894,2,2,1,0.21999999999999997,0.33333333333333331,138.03199804675754,0.78758188812520613,0
2023,timesat_double_logistic,0.5,100,0,0.28017922080396818,0.22001546184974297,9.0199999999999996,2,0.93999999999999995,0.17333333333333331,0.33333333333333331,277.00377089291811,0.70822969430725347,0
2023,timesat_smoothing_spline,0.10000000000000001,100,0,0.19486530938684088,0.19508292974564009,1.1299999999999999,1,1,0.67333333333333356,0.66666666666666663,122.21234474610961,0.85798873883833326,0
2023,timesat_smoothing_spline,0.20000000000000001,100,0,0.19732693145651151,0.19525984629614701,1.27,1,1,0.59999999999999998,0.66666666666666663,114.63405919235858,0.85372924731878685,0
2023,timesat_smoothing_spline,0.29999999999999988,100,0,0.20317092357286232,0.19747655697165839,1.24,1,1,0.57333333333333325,0.66666666666666663,108.45703188223499,0.83865629416084087,0
2023,timesat_smoothing_spline,0.5,100,0,0.23129652752562374,0.21113497823418448,8.9100000000000001,2,0.93999999999999995,0.43999999999999995,0.33333333333333331,156.86165951851973,0.81301346640934924,0
2024,linear_interpolation,0.10000000000000001,100,0,0.22277629268041821,0.21739996462872685,4.7000000000000002,4,0.93000000000000005,0.93000000000000005,1,51.28310419999999,0.83038128259128097,0
2024,linear_interpolation,0.20000000000000001,100,0,0.23502478280387509,0.22509421250346934,5.9000000000000004,4,0.80000000000000004,0.82499999999999996,1,79.715027690000028,0.81193394707275768,0
2024,linear_interpolation,0.29999999999999988,100,0,0.24127426789084866,0.2282490354715366,7.25,4,0.66000000000000003,0.78500000000000003,1,89.502535710000032,0.79670185858560871,0
2024,linear_interpolation,0.5,100,0,0.26419143586885119,0.25674704398741088,8.0800000000000001,5.5,0.56999999999999995,0.495,0.5,159.99401850000001,0.76354437468667324,0
2024,timesat_double_logistic,0.10000000000000001,100,0,0.22787696354845852,0.22511716414782451,2.1899999999999999,2,0.98999999999999999,0.495,0.5,59.641975746302307,0.79151626480977444,0
2024,timesat_double_logistic,0.20000000000000001,100,0,0.23229878943120214,0.22889976205269313,3.0800000000000001,2,0.95999999999999996,0.47999999999999998,0.5,78.258832362051905,0.78877184667301337,0
2024,timesat_double_logistic,0.29999999999999988,100,0,0.23548031487267751,0.23169455041148002,3.9100000000000001,2,0.93000000000000005,0.46500000000000002,0.5,96.667046707171082,0.78323089342167163,0
2024,timesat_double_logistic,0.5,100,0,0.2542165562245034,0.2463356746280766,6.0599999999999996,4.5,0.82999999999999996,0.41499999999999998,0.5,165.62859904811606,0.76580673592395399,0
2024,timesat_smoothing_spline,0.10000000000000001,100,0,0.24805100594320426,0.23583611689941414,5.9000000000000004,3,0.76000000000000001,0.96999999999999997,1,94.824355062676787,0.79189401561390638,0
2024,timesat_smoothing_spline,0.20000000000000001,100,0,0.27018101035003916,0.25456290538800752,7.4800000000000004,4,0.62,0.91000000000000003,1,102.98068645070769,0.76226851976160248,0
2024,timesat_smoothing_spline,0.29999999999999988,100,0,0.28516385198596084,0.2577873438997943,8.1799999999999997,6,0.59999999999999998,0.91000000000000003,1,126.13654409093772,0.72363085980807085,0
2024,timesat_smoothing_spline,0.5,100,0,0.34834445529771574,0.31935931740851453,9.2699999999999996,9,0.60999999999999999,0.68000000000000005,0.5,229.21717482248087,0.6589805083753224,0
2025,linear_interpolation,0.10000000000000001,100,0,0.26246059336887956,0.26268643205334047,198.87,200,0,0.98499999999999999,1,192.72705784000013,0.76097486664608571,0
2025,linear_interpolation,0.20000000000000001,100,0,0.26117333950891131,0.26012138897840287,191.55000000000001,200,0,0.93999999999999995,1,181.5445017700001,0.75645411388328043,0
2025,linear_interpolation,0.29999999999999988,100,0,0.26112753131672117,0.25762518572794485,184.84999999999999,200,0,0.86499999999999999,1,173.24748015,0.74858609396784614,0
2025,linear_interpolation,0.5,100,0,0.26483831133471125,0.26060301299969452,170.27000000000001,200,0,0.66749999999999998,0.75,199.73859219000005,0.72439415622503955,0
2025,timesat_double_logistic,0.10000000000000001,100,0,0.27752368907182062,0.27731510565769324,204.06,207,0,0.017500000000000002,0,98.857528523405691,0.66884715066031641,0
2025,timesat_double_logistic,0.20000000000000001,100,0,0.27912637802420248,0.27785527722500281,196.62,207,0,0.042500000000000003,0,122.07928392240515,0.66353723024252576,0
2025,timesat_double_logistic,0.29999999999999988,100,0,0.2832831863994732,0.2784992096612382,190.78,207,0,0.087499999999999994,0,164.36151958846688,0.6508958768391494,0
2025,timesat_double_logistic,0.5,100,0,0.29212843714777664,0.28493923546481714,184.56999999999999,207,0,0.092499999999999999,0,229.91090584694442,0.62643615556141152,0
2025,timesat_smoothing_spline,0.10000000000000001,100,0,0.26537596916618933,0.26515713436751143,186.75,202,0,0.90000000000000002,1,216.89447924050353,0.7558897403743905,0
2025,timesat_smoothing_spline,0.20000000000000001,100,0,0.26428639463709075,0.2628960348790933,173.13999999999999,202,0,0.79000000000000004,0.75,198.05284493242479,0.75135936974102024,0
2025,timesat_smoothing_spline,0.29999999999999988,100,0,0.26873361161400916,0.263124816465936,164.75,202,0,0.70750000000000002,0.75,186.84701968125788,0.73871116865383879,0
2025,timesat_smoothing_spline,0.5,100,0,0.27998487044780851,0.27360889130311028,138.90000000000001,201,0,0.58750000000000002,0.5,231.50461454225007,0.70319023945525072,0
