year,method,deletion_fraction,n_scenarios,n_reconstruction_failures,mean_nrmse,median_nrmse,mean_absolute_global_peak_timing_error_days,median_absolute_global_peak_timing_error_days,global_peak_success_fraction_10d,mean_event_recovery_fraction_10d,median_event_recovery_fraction_10d,mean_absolute_integral_error,mean_pearson_correlation,fraction_scenarios_with_negative_values
2019,linear_interpolation,0.10000000000000001,100,0,0.26050550678943191,0.26100634858800176,1.24,1,1,0.94499999999999995,1,378.10058487000003,0.81586518501307348,0
2019,linear_interpolation,0.20000000000000001,100,0,0.25821693206059948,0.25804229707620263,2.0800000000000001,1,0.96999999999999997,0.875,1,379.85307331999996,0.81867690172176155,0
2019,linear_interpolation,0.29999999999999988,100,0,0.25538674669361489,0.25683986040317425,2.5800000000000001,1,0.95999999999999996,0.79000000000000004,1,364.06728146999995,0.81957808554588207,0
2019,linear_interpolation,0.5,100,0,0.25690423521073824,0.25550398900018789,4.4800000000000004,1,0.84999999999999998,0.65000000000000002,0.5,374.39396617999989,0.82171849006448039,0
2019,timesat_double_logistic,0.10000000000000001,100,0,0.2727582714077792,0.2714564876234592,4.54,4.5,1,0.5,0.5,528.09752473038327,0.79391492550543885,0
2019,timesat_double_logistic,0.20000000000000001,100,0,0.27552370271547955,0.27356019536997372,4.5949999999999998,5,1,0.5,0.5,493.39063854229346,0.78037268593194076,0
2019,timesat_double_logistic,0.29999999999999988,100,0,0.27713321843513578,0.27513198966233732,4.8550000000000004,5,1,0.5,0.5,449.47538822275311,0.76822924551503458,0
2019,timesat_double_logistic,0.5,100,0,0.28450470885299201,0.28302922210232073,4.3499999999999996,4,0.97999999999999998,0.48999999999999999,0.5,392.04316531231075,0.74091620156384186,0
2019,timesat_smoothing_spline,0.10000000000000001,100,0,0.26020688362674393,0.26012665269844598,8.3000000000000007,9,1,1,1,366.82934341323283,0.80357170192329008,0
2019,timesat_smoothing_spline,0.20000000000000001,100,0,0.25843786576882832,0.25812656687809155,7.7000000000000002,8,0.96999999999999997,0.95999999999999996,1,377.41236306135266,0.80517002113384717,0
2019,timesat_smoothing_spline,0.29999999999999988,100,0,0.25574549182470407,0.25642100779649413,7.21,8,0.97999999999999998,0.92000000000000004,1,377.62510241767114,0.8068153882479886,0
2019,timesat_smoothing_spline,0.5,100,0,0.25720493112308895,0.25457062541237585,6.04,6,0.90000000000000002,0.745,1,418.02700278727059,0.80739306112923392,0
2020,linear_interpolation,0.10000000000000001,100,0,0.16309729641037218,0.15314283865564984,41.259999999999998,31,0.02,0.95333333333333325,1,107.27873176749979,0.9024831978138359,0
2020,linear_interpolation,0.20000000000000001,100,0,0.18428559877479761,0.167491354270867,44.590000000000003,31,0.029999999999999999,0.8866666666666666,1,109.78363075518533,0.87038224409052944,0
2020,linear_interpolation,0.29999999999999988,100,0,0.21211486462265394,0.20235636281847169,55.869999999999997,31,0.10000000000000001,0.85666666666666669,1,149.04345821514701,0.82338584625228695,0
2020,linear_interpolation,0.5,100,0,0.25697393726068596,0.25543092986474347,58.770000000000003,31,0.17000000000000001,0.80000000000000016,0.66666666666666663,268.84735614863939,0.7426765509843779,0
2020,timesat_double_logistic,0.10000000000000001,100,0,0.25896677200264906,0.25513810925465236,139.49000000000001,151,0.029999999999999999,0.13999999999999999,0,63.748230865645859,0.65804973272173328,0
2020,timesat_double_logistic,0.20000000000000001,100,0,0.26489778173347567,0.25950640034065697,117.61,151,0.080000000000000002,0.16333333333333333,0,122.29505090809641,0.64630010213814981,0
2020,timesat_double_logistic,0.29999999999999988,100,0,0.27274224340778713,0.26573001135334756,93.870000000000005,151,0.14999999999999999,0.22333333333333333,0.33333333333333331,131.89770092133557,0.63281401205102927,0
2020,timesat_double_logistic,0.5,100,0,0.30107480948238208,0.29055884734183446,87.209999999999994,146,0.16,0.32666666666666672,0.33333333333333331,293.91364534326624,0.58155502492635947,0
2020,timesat_smoothing_spline,0.10000000000000001,100,0,0.20186841283420162,0.19680789084752487,115.92,151,0.17999999999999999,0.67000000000000026,0.66666666666666663,129.03500801740435,0.82043160794472014,0
2020,timesat_smoothing_spline,0.20000000000000001,100,0,0.22126212644828613,0.20812508876546904,88.760000000000005,151,0.27000000000000002,0.67333333333333356,0.66666666666666663,142.63787965612812,0.78537921886612339,0
2020,timesat_smoothing_spline,0.29999999999999988,100,0,0.23983597790570624,0.2220771017187359,69.400000000000006,32,0.32000000000000001,0.69666666666666688,0.66666666666666663,182.40756778476941,0.754264597564275,0
2020,timesat_smoothing_spline,0.5,100,0,0.29478200671810811,0.27216354550647015,63.5,32,0.23000000000000001,0.65000000000000002,0.66666666666666663,328.95022696646811,0.66200924760073865,0
2021,linear_interpolation,0.10000000000000001,100,0,0.1012547174998667,0.098926002793157192,0.5,0,1,1,1,99.31794708000001,0.95903938845584424,0
2021,linear_interpolation,0.20000000000000001,100,0,0.12135380543479794,0.1122008403589085,4.9400000000000004,0,0.96999999999999997,0.995,1,126.05571549999999,0.93717128312454068,0
2021,linear_interpolation,0.29999999999999988,100,0,0.13555553365258585,0.13079944409093192,9.4499999999999993,0,0.93000000000000005,0.97999999999999998,1,159.78621666999999,0.91885966457084967,0
2021,linear_interpolation,0.5,100,0,0.18676596454444336,0.17589931835503014,30.57,5,0.77000000000000002,0.81999999999999995,1,231.97937848999999,0.81665156322483412,0
2021,timesat_double_logistic,0.10000000000000001,100,0,0.21581262270313073,0.21123978493995366,58.469999999999999,15,0.02,0.505,0.5,139.95425895532918,0.69962507314945199,0
2021,timesat_double_logistic,0.20000000000000001,100,0,0.22561574857738023,0.22108183357793432,82.469999999999999,127,0.02,0.56000000000000005,0.5,162.60513007710009,0.68401019343376657,0
2021,timesat_double_logistic,0.29999999999999988,100,0,0.22950139782481649,0.22442115980107652,78.189999999999998,125,0.080000000000000002,0.58999999999999997,0.5,177.54041359958509,0.67271314440940211,0
2021,timesat_double_logistic,0.5,100,0,0.25110507755858857,0.24812915077714476,83.019999999999996,125,0.14999999999999999,0.57999999999999996,0.5,252.07074325333932,0.62173577026957261,0
2021,timesat_smoothing_spline,0.10000000000000001,100,0,0.14426207445170561,0.13948243054248405,2.96,3,1,1,1,141.91140570345198,0.90017773960118996,0
2021,timesat_smoothing_spline,0.20000000000000001,100,0,0.16011574845837021,0.15202894261947586,9.1600000000000001,3,0.94999999999999996,0.995,1,157.20276408802079,0.87960564808002417,0
