year,method,duration_days,contains_reference_global_peak,n_scenarios,n_reconstruction_failures,mean_nrmse,median_nrmse,mean_absolute_global_peak_timing_error_days,median_absolute_global_peak_timing_error_days,global_peak_success_fraction_10d,mean_event_recovery_fraction_10d,median_event_recovery_fraction_10d,mean_absolute_integral_error,mean_pearson_correlation,fraction_scenarios_with_negative_values
2019,timesat_double_logistic,20,True,20,0,0.31117173247943136,0.30795920930110671,7.6500000000000004,7,0.75,0.375,0.5,715.27802681666503,0.75910442207363105,0
2019,timesat_double_logistic,30,False,172,0,0.27478765035426933,0.27460567110353934,5.1279069767441863,4.5,0.98255813953488369,0.49127906976744184,0.5,446.23573078745369,0.77703033986173564,0
2019,timesat_double_logistic,30,True,30,0,0.32373445477908774,0.3336639924735792,7.2000000000000002,9,0.5,0.25,0.25,773.12783572566445,0.74849404131865227,0
2019,timesat_double_logistic,45,False,142,0,0.28318444147739874,0.28276268638372398,5.806338028169014,6,0.8380281690140845,0.41901408450704225,0.5,334.60351352919082,0.74497557995895336,0
2019,timesat_double_logistic,45,True,45,0,0.34242222105423309,0.3247862939609707,13.155555555555555,11,0.40000000000000002,0.20000000000000001,0,707.7260105581089,0.69595110477753108,0
2019,timesat_smoothing_spline,10,False,164,0,0.26125924498842107,0.26114323533499528,8.6158536585365848,9,0.99390243902439024,0.98780487804878048,1,367.9643016100822,0.80458283542362574,0
2019,timesat_smoothing_spline,10,True,10,0,0.25978034683395934,0.25861167286939551,8.8000000000000007,9,0.90000000000000002,0.94999999999999996,1,365.89591354024316,0.80542910587168692,0
2019,timesat_smoothing_spline,20,False,187,0,0.26079782561782255,0.26070866707801499,8.4919786096256686,9,1,0.95187165775401072,1,359.33645472282114,0.80365661826416523,0
2019,timesat_smoothing_spline,20,True,20,0,0.25063606392731119,0.25654932127676999,8.0500000000000007,8.5,1,1,1,307.99303389382277,0.81390327996413792,0
2019,timesat_smoothing_spline,30,False,172,0,0.2613243649959282,0.26040570967020016,8.6511627906976738,9,1,0.88372093023255816,1,342.17616293336374,0.7981172821776088,0
2019,timesat_smoothing_spline,30,True,30,0,0.25593368382497828,0.23371208844744279,5.166666666666667,7,1,1,1,342.63239894997969,0.82462827668229255,0
2019,timesat_smoothing_spline,45,False,142,0,0.26531240374596704,0.25979125921623858,9.056338028169014,9,0.94366197183098588,0.79929577464788737,1,347.54690142025879,0.7882078690790697,0
2019,timesat_smoothing_spline,45,True,45,0,0.30897087388195599,0.27668717897060557,11.355555555555556,8,0.71111111111111114,0.78888888888888886,1,513.55057941597499,0.65403750468142641,0
2020,linear_interpolation,10,False,232,0,0.15474858634489144,0.14374999470680275,36.172413793103445,31,0,0.98706896551724133,1,113.31537894719804,0.91528853949341571,0
2020,linear_interpolation,10,True,10,0,0.18222102941845014,0.1918712075017584,31,31,0,0.96666666666666656,1,157.52583079999999,0.88503891795710088,0
2020,linear_interpolation,20,False,241,0,0.16304337972164121,0.14436074641537461,40.95850622406639,31,0,0.98063623789764875,1,122.31191733817411,0.90335072500314462,0
2020,linear_interpolation,20,True,20,0,0.19748581144481103,0.21103969872075609,31,31,0,0.81666666666666665,0.66666666666666663,220.43803827499988,0.86447807906729712,0
2020,linear_interpolation,30,False,213,0,0.17443741553932987,0.14504746632072321,47.901408450704224,31,0,0.95774647887323938,1,137.3151714304644,0.88671261322232231,0
2020,linear_interpolation,30,True,30,0,0.21503876307142866,0.21103969872075609,31,31,0,0.74444444444444469,0.66666666666666663,274.35378938333326,0.84322599507664575,0
2020,linear_interpolation,45,False,168,0,0.1894524147863392,0.15105225165266481,53.142857142857146,31,0,0.93452380952380953,1,164.09914385021733,0.86525498163070058,0
2020,linear_interpolation,45,True,45,0,0.24428456563673701,0.22420589985727959,68.333333333333329,31,0,0.66666666666666674,0.66666666666666663,322.84237369444429,0.78740502727319783,0
2020,timesat_double_logistic,10,False,232,0,0.25675863539507449,0.25407236790750271,144.6594827586207,151,0,0.09339080459770116,0,44.78586731092782,0.66055747616813121,0
2020,timesat_double_logistic,10,True,10,0,0.26438222545933565,0.26948088289996158,151,151,0,0.23333333333333331,0.33333333333333331,143.17387699167557,0.65772631516991631,0
2020,timesat_double_logistic,20,False,241,0,0.25931563593312673,0.25489920237065589,142.25311203319501,151,0.029045643153526972,0.1230982019363762,0,67.993482232019062,0.65611554401030592,0
2020,timesat_double_logistic,20,True,20,0,0.26685314765396961,0.26948088289996158,143.69999999999999,151,0.050000000000000003,0.28333333333333327,0.33333333333333331,176.93447536215655,0.65585129889349314,0
2020,timesat_double_logistic,30,False,213,0,0.26359464088891837,0.25684469733007331,138.72300469483568,151,0.061032863849765258,0.14553990610328638,0,97.924265189985277,0.64588004270074484,0
2020,timesat_double_logistic,30,True,30,0,0.2727251656821072,0.26888385351338701,123.7,151,0,0.26666666666666661,0.33333333333333331,201.87840544663123,0.65814671907493749,0
2020,timesat_double_logistic,45,False,168,0,0.27474418478072227,0.26551054676729641,134.01785714285714,151,0.065476190476190479,0.17857142857142855,0.33333333333333331,179.64212307840103,0.62162115485244873,0
2020,timesat_double_logistic,45,True,45,0,0.30195361089939798,0.26955315133506891,115.88888888888889,151,0.20000000000000001,0.2592592592592593,0.33333333333333331,296.61085798264509,0.6372130182993877,0
2020,timesat_smoothing_spline,10,False,232,0,0.19963634942102745,0.190069820405222,142.18103448275863,151,0.043103448275862072,0.66954022988505735,0.66666666666666663,139.28354233899873,0.82419941105775185,0
2020,timesat_smoothing_spline,10,True,10,0,0.22013838943536782,0.22868484155831731,91,151,0.40000000000000002,0.6333333333333333,0.66666666666666663,192.83878557061934,0.79857898683788942,0
2020,timesat_smoothing_spline,20,False,241,0,0.20762578809855167,0.1941667524891183,140.15352697095435,151,0.041493775933609957,0.66390041493775931,0.66666666666666663,152.08859697769233,0.81036495040027101,0
2020,timesat_smoothing_spline,20,True,20,0,0.23274252794163591,0.2440788690767037,120.95,151,0.20000000000000001,0.48333333333333339,0.33333333333333331,251.17077935015951,0.77787679173329116,0
2020,timesat_smoothing_spline,30,False,213,0,0.22222958280373389,0.19537805092942631,140.23474178403757,151,0.028169014084507043,0.63536776212832546,0.66666666666666663,199.11010166129478,0.78910697160963184,0
2020,timesat_smoothing_spline,30,True,30,0,0.27214134342451651,0.24420743926139576,132.30000000000001,151,0.10000000000000001,0.35555555555555568,0.33333333333333331,355.61832566442342,0.72218194600192831,0
2020,timesat_smoothing_spline,45,False,168,0,0.24489880449580434,0.20144279443677979,135.16071428571428,151,0.011904761904761904,0.58730158730158744,0.66666666666666663,279.81813170237399,0.75619072931845854,0
2020,timesat_smoothing_spline,45,True,45,0,0.29847641214311471,0.27537771484865481,132.22222222222223,151,0.088888888888888892,0.29629629629629634,0.33333333333333331,419.89158160498215,0.68408550469626261,0
2021,linear_interpolation,10,False,225,0,0.098262195826319801,0.092218052636745998,0,0,1,0.98888888888888893,1,97.340258777777777,0.96209604331974108,0
2021,linear_interpolation,10,True,10,0,0.16499886166688049,0.16499886166688049,64,64,0.5,1,1,107.94082000000003,0.8747034569012897,0
2021,linear_interpolation,20,False,220,0,0.107024773890136,0.092612777008143701,0,0,1,0.96590909090909094,1,111.76309809090907,0.95336317091230516,0
2021,linear_interpolation,20,True,20,0,0.23611393427505484,0.24003738297048705,93.5,123,0.25,0.75,0.75,282.23298925000006,0.69965734781815558,0
2021,linear_interpolation,30,False,210,0,0.11312193907456375,0.093640835222756805,0,0,1,0.94047619047619047,1,122.97610648571427,0.94655020007227164,0
2021,linear_interpolation,30,True,20,0,0.2601650197237621,0.28905208864739262,93.5,123,0.25,0.625,0.5,333.52817500000009,0.62282875968526907,0
2021,linear_interpolation,45,False,195,0,0.12792877976862851,0.1082641036785614,0,0,1,0.89743589743589747,1,173.60086472820507,0.92974882695473149,0
2021,linear_interpolation,45,True,20,0,0.27952340110042556,0.2884129901711574,93.5,123,0.25,0.625,0.5,400.53538125000011,0.59394904593966225,0
2021,timesat_double_logistic,10,False,225,0,0.21269389200643526,0.20985863781729111,43.191111111111113,14,0.044444444444444446,0.50666666666666671,0.5,145.89956612635942,0.70422768019073778,0
2021,timesat_double_logistic,10,True,10,0,0.26074043202706526,0.26074043202706526,129,129,0,0.75,0.75,144.20487933163076,0.59161893948447308,0
2021,timesat_double_logistic,20,False,220,0,0.21401752711761382,0.2093941116930412,54.268181818181816,14,0.05909090909090909,0.49545454545454548,0.5,154.64045627465734,0.70186137193715292,0
2021,timesat_double_logistic,20,True,20,0,0.27927114700878919,0.29092711076041011,128.5,128.5,0,0.75,0.75,201.22676928343489,0.52955381488597286,0
2021,timesat_double_logistic,30,False,210,0,0.21761269975612124,0.2092982073589858,54.709523809523809,14.5,0.061904761904761907,0.4642857142857143,0.5,167.90820126229207,0.6962251453689573,0
2021,timesat_double_logistic,30,True,20,0,0.28668307540037097,0.3040079310465662,128.25,128,0,0.625,0.5,225.15841964783385,0.49893064527673625,0
2021,timesat_double_logistic,45,False,195,0,0.23108813141071427,0.2135887357499606,48.358974358974358,14,0.041025641025641026,0.40256410256410258,0.5,244.60851286298379,0.67415183185957273,0
2021,timesat_double_logistic,45,True,20,0,0.29216244175007311,0.30246665208601942,128.15000000000001,128,0,0.625,0.5,274.47899734379962,0.48353916039568257,0
2021,timesat_smoothing_spline,10,False,225,0,0.14283604752555637,0.13670082648485721,2.9333333333333331,3,1,0.98888888888888893,1,145.04397283006998,0.90218124282582846,0
2021,timesat_smoothing_spline,10,True,10,0,0.17762046660583364,0.17762046660583361,63.5,63.5,0.5,1,1,84.546963304281235,0.83968513780420762,0
2021,timesat_smoothing_spline,20,False,220,0,0.1522349769332563,0.13803444790424366,2.9772727272727271,3,1,0.96590909090909094,1,155.05016860776442,0.89147351790201079,0
2021,timesat_smoothing_spline,20,True,20,0,0.25512061440784789,0.26168014728720768,91.75,122,0.25,0.875,1,288.8095622778149,0.65849858894219859,0
2021,timesat_smoothing_spline,30,False,210,0,0.16003014632842719,0.14040703501797255,3,3,1,0.94047619047619047,1,164.49635835494513,0.88234239312378926,0
2021,timesat_smoothing_spline,30,True,20,0,0.27837355843767886,0.29112263353659845,91.75,122,0.25,0.75,0.75,341.56533471049977,0.58082476516593906,0
2021,timesat_smoothing_spline,45,False,195,0,0.17983784110048884,0.1523875020895204,3.1025641025641026,3,1,0.89743589743589747,1,222.99767383384773,0.85919526527937584,0
2021,timesat_smoothing_spline,45,True,20,0,0.32439010293561521,0.29203422103252097,93.25,122,0.25,0.875,1,469.80057643058024,0.52528501366334091,0
2022,linear_interpolation,10,False,181,0,0.27703809994856882,0.27465273171698229,6.3977900552486187,6,0.96685082872928174,0.96408839779005528,1,154.95552991712731,0.83264603763277012,0
2022,linear_interpolation,10,True,7,0,0.28610992749382902,0.29740284422786423,12.857142857142858,18,0.42857142857142855,0.7142857142857143,0.5,168.32820357142887,0.81690917750639913,0
2022,linear_interpolation,20,False,195,0,0.27893368729164741,0.2738365031205417,6.1846153846153848,6,0.96923076923076923,0.94102564102564101,1,149.56985248717967,0.82726971785056869,0
2022,linear_interpolation,20,True,20,0,0.29495490374370875,0.29157444145055339,13.800000000000001,18,0.29999999999999999,0.65000000000000002,0.5,198.29584050000022,0.80764125980783186,0
2022,linear_interpolation,30,False,175,0,0.28085730491109689,0.27343106839558928,6.2057142857142855,6,0.96571428571428575,0.9028571428571428,1,132.00988831428586,0.81968598065646836,0
2022,linear_interpolation,30,True,30,0,0.32358622403928405,0.31294773299018852,13.199999999999999,12,0.20000000000000001,0.59999999999999998,0.5,273.32741350000015,0.77144260259177244,0
2022,linear_interpolation,45,False,145,0,0.28553222611608636,0.27649399127013058,6.2482758620689651,6,0.95862068965517244,0.83103448275862069,1,116.3674959310346,0.80487885604102039,0
2022,linear_interpolation,45,True,45,0,0.37280213494255643,0.36013114876508978,44.799999999999997,18,0.13333333333333333,0.56666666666666665,0.5,342.56149844444462,0.59370358757584141,0
2022,timesat_double_logistic,10,False,181,0,0.33507968841007313,0.33380505764687601,1.1436464088397791,1,1,0.5,0.5,54.08359867529645,0.68643925930155358,0
2022,timesat_double_logistic,10,True,7,0,0.34145492541044314,0.3443160586422111,1.2857142857142858,1,1,0.5,0.5,92.698018878479161,0.68359816280337615,0
2022,timesat_double_logistic,20,False,195,0,0.33559412685325773,0.3334644680857109,1.405128205128205,1,1,0.5,0.5,56.71899510042045,0.68225784054437144,0
2022,timesat_double_logistic,20,True,20,0,0.34867311896615222,0.35203731220716461,1.3999999999999999,2,1,0.5,0.5,131.03648071267145,0.67593616178896254,0
2022,timesat_double_logistic,30,False,175,0,0.3385917153794335,0.33828823506745848,2.4399999999999999,1,0.95428571428571429,0.47714285714285715,0.5,75.456640871719387,0.66999206191746019,0
2022,timesat_double_logistic,30,True,30,0,0.3654259066735665,0.37343942482395254,1.9666666666666666,0.75,1,0.5,0.5,208.9320776003394,0.65894745254986498,0
2022,timesat_double_logistic,45,False,145,0,0.35146315123509975,0.34579184738113211,4.7379310344827585,3,0.89655172413793105,0.44827586206896552,0.5,101.15013229500117,0.62657381260945644,0
2022,timesat_double_logistic,45,True,45,0,0.39789969888876725,0.37653300127965122,38.93333333333333,4,0.66666666666666663,0.36666666666666664,0.5,332.1666380808,0.51527344696980515,0
2022,timesat_smoothing_spline,10,False,181,0,0.27903507000160777,0.2790896175767788,12.044198895027625,13,0.1270718232044199,0.5,0.5,171.16982104331566,0.82267090016083222,0
2022,timesat_smoothing_spline,10,True,7,0,0.2769923436918974,0.26832885402006201,7.8571428571428568,10,0.7142857142857143,0.35714285714285715,0.5,162.70530842435579,0.81956946617171678,0
2022,timesat_smoothing_spline,20,False,195,0,0.28204667882660334,0.27816903129971948,11.882051282051282,13,0.14358974358974358,0.50512820512820511,0.5,172.91790202646928,0.81597234460451629,0
2022,timesat_smoothing_spline,20,True,20,0,0.27155084374117999,0.26634238392151049,7.3499999999999996,7,0.90000000000000002,0.45000000000000001,0.5,152.42349877931611,0.82459397744911844,0
2022,timesat_smoothing_spline,30,False,175,0,0.284177548758904,0.27871893713648582,11.668571428571429,13,0.16,0.5,0.5,165.18623009870407,0.8083904784585515,0
2022,timesat_smoothing_spline,30,True,30,0,0.30044643981355129,0.26998232279043072,5.333333333333333,3,0.93333333333333335,0.46666666666666667,0.5,222.82868235302612,0.79800247576767025,0
2022,timesat_smoothing_spline,45,False,145,0,0.29140513259252743,0.28310322550183797,11.703448275862069,13,0.15862068965517243,0.49310344827586206,0.5,168.74654500799565,0.78903751031943203,0
2022,timesat_smoothing_spline,45,True,45,0,0.37142923592563243,0.34882546031888051,28.31111111111111,9,0.62222222222222223,0.31111111111111112,0.5,377.17308965451474,0.68856849568018363,0
2023,linear_interpolation,10,False,127,0,0.17412810547674459,0.171754060203126,0,0,1,0.64829396325459332,0.66666666666666663,98.309369653543186,0.88073782989140692,0
2023,linear_interpolation,10,True,2,0,0.1715793794781352,0.1715793794781352,2,2,1,0.33333333333333331,0.33333333333333331,90.434417999999823,0.88090272122932023,0
2023,linear_interpolation,20,False,165,0,0.17923693036563934,0.1725901895607326,0,0,1,0.64242424242424234,0.66666666666666663,107.97209489393927,0.87364165517717085,0
2023,linear_interpolation,20,True,2,0,0.17263376140511391,0.17263376140511391,2,2,1,0.33333333333333331,0.33333333333333331,84.804667999999765,0.87536975979035814,0
2023,linear_interpolation,30,False,178,0,0.18763074054406376,0.17779450751572151,0,0,1,0.62546816479400758,0.66666666666666663,120.08004308426956,0.86071957804198151,0
2023,linear_interpolation,30,True,2,0,0.17625284731402091,0.17625284731402091,2,2,1,0.33333333333333331,0.33333333333333331,114.42308799999978,0.87307561177105442,0
2023,linear_interpolation,45,False,175,0,0.20543666204536995,0.19094687731405671,0,0,1,0.60571428571428576,0.66666666666666663,143.17846168285706,0.83239733325958598,0
2023,linear_interpolation,45,True,2,0,0.1924369271373626,0.1924369271373626,2,2,1,0.33333333333333331,0.33333333333333331,165.88486299999977,0.85573638947593333,0
2023,timesat_double_logistic,10,False,127,0,0.18300484920649523,0.17934748891683491,2,2,1,0.30708661417322847,0.33333333333333331,76.383750398361542,0.85711259955761687,0
2023,timesat_double_logistic,10,True,2,0,0.17979170088361879,0.17979170088361879,2,2,1,0.33333333333333331,0.33333333333333331,85.806235721217945,0.86094855336207055,0
2023,timesat_double_logistic,20,False,165,0,0.19027709794769396,0.18185574606499999,2,2,1,0.28282828282828276,0.33333333333333331,91.208843845029193,0.84903207729926933,0
2023,timesat_double_logistic,20,True,2,0,0.17989364283226411,0.17989364283226411,2,2,1,0.33333333333333331,0.33333333333333331,94.757547488319247,0.86140858951910204,0
2023,timesat_double_logistic,30,False,178,0,0.20182387035231539,0.18484286910616185,2,2,1,0.23408239700374531,0.33333333333333331,112.47942718642923,0.8335946278402081,0
2023,timesat_double_logistic,30,True,2,0,0.1796729690801562,0.1796729690801562,2,2,1,0.33333333333333331,0.33333333333333331,106.26200359116729,0.86101463239441367,0
2023,timesat_double_logistic,45,False,175,0,0.2767952162185226,0.22144215101481229,12.257142857142858,2,0.89714285714285713,0.18095238095238089,0.33333333333333331,210.16296081953462,0.74011293523503063,0
2023,timesat_double_logistic,45,True,2,0,0.1808723770108277,0.1808723770108277,2,2,1,0.33333333333333331,0.33333333333333331,123.71673559199508,0.85924529908888936,0
2023,timesat_smoothing_spline,10,False,127,0,0.19757021643416453,0.19631728208726049,0.98425196850393704,1,1,0.67191601049868799,0.66666666666666663,131.97623547018503,0.85422693684875983,0
2023,timesat_smoothing_spline,10,True,2,0,0.19571928657104881,0.19571928657104881,2,2,1,0.33333333333333331,0.33333333333333331,136.88025878916915,0.85225617281286081,0
2023,timesat_smoothing_spline,20,False,165,0,0.20305237620072025,0.1968330565275426,1.0606060606060606,1,1,0.65656565656565657,0.66666666666666663,143.78214835128634,0.84792519474817107,0
2023,timesat_smoothing_spline,20,True,2,0,0.19612723181757449,0.19612723181757449,2,2,1,0.33333333333333331,0.33333333333333331,114.41110297094519,0.84186484629483083,0
2023,timesat_smoothing_spline,30,False,178,0,0.21395194812326065,0.2127918408669609,1.1348314606741574,1,1,0.61985018726591756,0.66666666666666663,152.25865506411171,0.83254147360417197,0
2023,timesat_smoothing_spline,30,True,2,0,0.19539364064331871,0.19539364064331871,2,2,1,0.33333333333333331,0.33333333333333331,137.29921965848143,0.84674626024732191,0
2023,timesat_smoothing_spline,45,False,175,0,0.25026795590108936,0.2162460740647151,10.32,1,0.92571428571428571,0.56571428571428561,0.66666666666666663,188.10791763851597,0.79053368969517157,0
2023,timesat_smoothing_spline,45,True,2,0,0.20574251577047839,0.20574251577047839,2,2,1,0.33333333333333331,0.33333333333333331,186.79304759751497,0.84027187839498518,0
2024,linear_interpolation,10,False,177,0,0.21556019276469299,0.21080917583875519,4.2259887005649714,4,0.97740112994350281,0.96045197740112997,1,38.113326322033878,0.83942268975873069,0
2024,linear_interpolation,10,True,10,0,0.22168406731759388,0.22007519004129231,10,14,0.40000000000000002,0.69999999999999996,0.5,79.335353099999978,0.83889646617084312,0
2024,linear_interpolation,20,False,185,0,0.21902647029756064,0.2105159622820888,4.1513513513513516,4,0.97837837837837838,0.92162162162162165,1,46.482227827027017,0.83363132950861274,0
2024,linear_interpolation,20,True,20,0,0.23050924181861024,0.22424207644577801,11.1,12.5,0.20000000000000001,0.67500000000000004,0.5,129.59270170000005,0.83087144056002971,0
2024,linear_interpolation,30,False,165,0,0.22237044104252018,0.21092787003894711,4.1696969696969699,4,0.97575757575757571,0.89696969696969697,1,55.608289866666638,0.82744009858731593,0
2024,linear_interpolation,30,True,30,0,0.24564528934393781,0.24535618224754419,11.9,12,0.13333333333333333,0.6166666666666667,0.5,184.16400663333334,0.80416966110077426,0
2024,linear_interpolation,45,False,135,0,0.23374740237150063,0.21916760710814229,4.2074074074074073,4,0.97037037037037033,0.83333333333333337,1,95.300399851851836,0.80984179933251932,0
2024,linear_interpolation,45,True,45,0,0.28557240212922191,0.26745632446388218,20.577777777777779,14,0.088888888888888892,0.5,0.5,264.85498164444448,0.70546881960533148,0
2024,timesat_double_logistic,10,False,177,0,0.22625760041755011,0.225060925323427,1.4463276836158192,1,1,0.5,0.5,55.307373007504168,0.79180059655703805,0
2024,timesat_double_logistic,10,True,10,0,0.23059439539131379,0.22848109189076529,2,2,1,0.5,0.5,70.697477090719161,0.79545911332954389,0
2024,timesat_double_logistic,20,False,185,0,0.22970780164198529,0.22491251524328579,2.0594594594594593,2,0.97837837837837838,0.48918918918918919,0.5,54.475012661397741,0.78632144170680285,0
2024,timesat_double_logistic,20,True,20,0,0.23597455836247869,0.2347135543915391,5.2000000000000002,3,0.84999999999999998,0.42499999999999999,0.5,78.550647835171503,0.79519239241320971,0
2024,timesat_double_logistic,30,False,165,0,0.23592501687741502,0.2256113312025112,2.9272727272727272,2,0.96363636363636362,0.48181818181818181,0.5,68.95339194253873,0.77492922166610578,0
2024,timesat_double_logistic,30,True,30,0,0.23970123696531884,0.22585117054979981,6.4666666666666668,5,0.73333333333333328,0.36666666666666664,0.5,102.56283951880951,0.79477566217597029,0
2024,timesat_double_logistic,45,False,135,0,0.2538900722543857,0.22765893229168721,4.8148148148148149,3,0.88148148148148153,0.44074074074074077,0.5,137.2947564426056,0.74744012119379444,0
2024,timesat_double_logistic,45,True,45,0,0.28251340059368829,0.26433861599943559,14.177777777777777,11,0.44444444444444442,0.22222222222222221,0,238.00370676081187,0.7593750087578347,0
2024,timesat_smoothing_spline,10,False,177,0,0.23662240598517459,0.22605989372692059,3.615819209039548,3,0.96045197740112997,1,1,96.634477961310466,0.8013999439599564,0
2024,timesat_smoothing_spline,10,True,10,0,0.26037794713639417,0.27409416442097889,6.4000000000000004,6,0.69999999999999996,1,1,123.69818757040184,0.78932731989146487,0
2024,timesat_smoothing_spline,20,False,185,0,0.25062461641086486,0.22722273843592089,3.7513513513513512,3,0.97297297297297303,0.97297297297297303,1,118.29852180856628,0.78257250804914702,0
2024,timesat_smoothing_spline,20,True,20,0,0.30156709903085466,0.2997584314218642,9.1500000000000004,10,0.59999999999999998,0.94999999999999996,1,231.59889406941346,0.77136862805737938,0
2024,timesat_smoothing_spline,30,False,165,0,0.26918875477622556,0.23144301180794041,4.2424242424242422,3,0.93939393939393945,0.91515151515151516,1,159.30525716174563,0.76142050368219516,0
2024,timesat_smoothing_spline,30,True,30,0,0.33668362093870807,0.31185331193248378,8.0666666666666664,10,0.73333333333333328,0.91666666666666663,1,309.02687524002573,0.65968040627588242,0
2024,timesat_smoothing_spline,45,False,135,0,0.33513976413940472,0.24605746388036279,5.1111111111111107,3,0.90370370370370368,0.80740740740740746,1,309.90157104731321,0.70579726448284985,0
2024,timesat_smoothing_spline,45,True,45,0,0.43531620395492165,0.4647942165415434,18.399999999999999,14,0.44444444444444442,0.67777777777777781,0.5,542.10524615814461,0.4372601920023152,0
2025,linear_interpolation,10,False,214,0,0.26616291242120471,0.26495272850805612,198.68691588785046,200,0,0.98481308411214952,1,230.42366963084126,0.76236135962324625,0
2025,linear_interpolation,10,True,10,0,0.26540948315865054,0.2649591847012861,200,200,0,0.82499999999999996,0.75,223.31339600000015,0.76338999574179933,0
2025,linear_interpolation,20,False,210,0,0.26824890168664606,0.2638434046518785,198.66190476190476,200,0,0.96071428571428574,1,244.33675626666687,0.75706567888589626,0
2025,linear_interpolation,20,True,20,0,0.2670541094074228,0.26854122706682138,200,200,0,0.78749999999999998,0.75,198.88771750000015,0.75829693396055653,0
2025,linear_interpolation,30,False,190,0,0.27213376146654544,0.26322202420443902,198.52105263157895,200,0,0.9263157894736842,1,284.53738889473703,0.74748481815143109,0
2025,linear_interpolation,30,True,30,0,0.26687838619998755,0.26854122706682138,200,200,0,0.79166666666666663,0.75,144.60099166666677,0.75558538232286987,0
2025,linear_interpolation,45,False,162,0,0.28327038073341887,0.26719619505342812,198.26543209876544,200,0,0.86111111111111116,0.75,412.47896710493859,0.72064548600345646,0
2025,linear_interpolation,45,True,43,0,0.28291037444717521,0.2721392942646223,200,200,0,0.76744186046511631,0.75,222.16843283720925,0.73292186812804727,0
2025,timesat_double_logistic,10,False,214,0,0.27840515974811536,0.27681467164879853,203.54205607476635,207,0,0.021028037383177569,0,77.004894975038198,0.67173762892108224,0
2025,timesat_double_logistic,10,True,10,0,0.28133427341724049,0.28089315689658068,207,207,0,0,0,169.2384923874435,0.67070340676566942,0
2025,timesat_double_logistic,20,False,210,0,0.2818929423370013,0.27602087346287435,205.59999999999999,207,0,0.040476190476190478,0,131.73666257099271,0.66162097510659912,0
2025,timesat_double_logistic,20,True,20,0,0.28405174208170458,0.28463680407359371,207,207,0,0,0,206.20458995094867,0.66614410940395774,0
2025,timesat_double_logistic,30,False,190,0,0.2904226305912001,0.27667281600589783,205.45263157894738,207,0,0.046052631578947366,0,193.86465162206599,0.63860628923399121,0
2025,timesat_double_logistic,30,True,30,0,0.28721407150972966,0.28781939434594939,207,207,0,0.041666666666666664,0,252.09834809297305,0.65884175683139368,0
2025,timesat_double_logistic,45,False,162,0,0.31189341741407689,0.31035126548452868,204.96913580246914,207,0,0.054012345679012343,0,353.11631941788102,0.58916279626266799,0
2025,timesat_double_logistic,45,True,43,0,0.30283425207611558,0.29719277664625088,207,207,0,0.11627906976744186,0,400.97969730603756,0.64144408891615701,0
2025,timesat_smoothing_spline,10,False,214,0,0.27017166097708262,0.26704711422132227,192.13084112149534,202,0,0.95443925233644855,1,254.59449030996177,0.75593349142806643,0
2025,timesat_smoothing_spline,10,True,10,0,0.26880517054437919,0.26778868102494091,202,202,0,0.80000000000000004,0.75,259.78969812998201,0.75678516868051837,0
