year,scenario_id,p_seapar,coarse_smoothing,reconstruction_status,mae,rmse,nrmse,pearson_correlation,n_pointwise_evaluation_dates,minimum_reconstructed_value,n_negative_reconstructed_days,fraction_negative_reconstructed_days,reconstruction_failure_reason,actual_internal_coarse_smoothing,base_value,coarse_error_flag,raw_peak_count_full_extended,filtered_peak_count_full_extended,initialized_season_count_full_extended,filtered_peak_count_central_year,filtered_peak_count_common_support,filtered_peak_dates_common_support,final_numseason_output,reference_integral,reconstruction_integral,signed_integral_error,absolute_integral_error,relative_integral_error,n_reference_events,n_matched_events,event_recovery_5d,event_recovery_10d,event_recovery_15d
2021,B2_2021_coarse_100,1,100,ok,2.5957462905433117,4.1275008115628999,0.18629008221869528,0.80205360220563093,215,0.91666638851165771,0,0,,100,0.69021397829055786,0,17,12,12,4,4,2021-04-05;2021-05-19;2021-08-08;2021-09-01,5,1469.9477440000001,1715.3598890900612,245.41214509006113,245.41214509006113,0.16695297237046619,2,2,1,1,1
2021,B2_2021_coarse_30,1,30,ok,2.6216580161933898,4.1818456451702648,0.18874287483657096,0.80558347048588197,215,0.69021397829055786,0,0,,30,0.69021397829055786,0,23,18,18,6,6,2021-04-06;2021-05-16;2021-06-02;2021-07-14;2021-08-08;2021-09-03,5,1469.9477440000001,1674.1889616847038,204.24121768470377,204.24121768470377,0.1389445431093527,2,2,1,1,1
2021,B2_2021_coarse_10,1,10,ok,2.7496942684342138,4.3259558933922184,0.19524712794649554,0.78324550971935636,215,0.69021397829055786,0,0,,10,0.69021397829055786,0,23,20,18,7,6,2021-04-07;2021-05-17;2021-06-02;2021-07-15;2021-08-08;2021-09-03,5,1469.9477440000001,1655.8054260015488,185.85768200154871,185.85768200154871,0.12643829194621267,2,2,0.5,1,1
2021,B2_2021_coarse_3,1,3,ok,2.8345294662912948,3.8361128993710629,0.17313861827041882,0.8596408766733703,215,0.69021397829055786,0,0,,3,0.69021397829055786,0,38,32,32,11,10,2021-04-07;2021-04-24;2021-05-17;2021-06-02;2021-06-18;2021-07-03;2021-07-15;2021-08-08;2021-09-03;2021-09-15,5,1469.9477440000001,1729.8783897459507,259.93064574595064,259.93064574595064,0.17682985453525799,2,2,1,1,1
2021,B2_2021_coarse_1,1,1,ok,2.9094273907998551,4.174974898098764,0.18843277143616263,0.78957137236914909,215,0.69021397829055786,0,0,,1,0.69021397829055786,0,38,35,35,12,11,2021-04-07;2021-04-22;2021-05-17;2021-06-02;2021-06-09;2021-06-18;2021-07-03;2021-07-15;2021-08-08;2021-09-03;2021-09-17,5,1469.9477440000001,1685.6308237314224,215.68307973142237,215.68307973142237,0.14672839943582536,2,2,1,1,1
2021,B2_2021_coarse_0,1,0,ok,2.4640870031615854,3.9148627637685913,0.17669290435855933,0.85871736930204545,215,0.69021397829055786,0,0,,0,0.69021397829055786,0,44,41,38,14,13,2021-04-07;2021-04-21;2021-05-08;2021-05-18;2021-06-01;2021-06-09;2021-06-18;2021-07-02;2021-07-14;2021-08-08;2021-08-21;2021-09-03;2021-09-18,5,1469.9477440000001,1718.5418363809586,248.5940923809585,248.5940923809585,0.16911763931450238,2,2,1,1,1
2022,B2_2022_coarse_1000,1,1000,ok,2.4268103246511457,5.2991367497861681,0.3153344294350261,0.7413905497220209,200,1.4592856168746948,0,0,,1000,1.3725299835205078,0,8,5,5,2,1,2022-08-03,1,1403.2845200000002,1304.2450621128082,-99.039457887191929,99.039457887191929,-0.070576890484897473,2,1,0.5,0.5,0.5
2022,B2_2022_coarse_300,1,300,ok,2.4281332205049515,5.3021695626876371,0.31551490228768581,0.74040576946478132,200,1.4265142679214478,0,0,,300,1.3725299835205078,0,8,5,5,2,1,2022-08-02,1,1403.2845200000002,1299.4066368341446,-103.87788316585556,103.87788316585556,-0.074024819404304096,2,1,0.5,0.5,0.5
2022,B2_2022_coarse_100,1,100,ok,2.4265769313373564,5.2985184399500351,0.31529763582342529,0.74054250442098513,200,1.4042130708694458,0,0,,100,1.3725299835205078,0,8,5,5,2,1,2022-08-01,1,1403.2845200000002,1296.3945186138153,-106.89000138618485,106.89000138618485,-0.076171296599341687,2,1,0.5,0.5,0.5
2022,B2_2022_coarse_30,1,30,ok,2.4358919629135132,5.3128881036346849,0.31615272787202264,0.73855962155249977,200,1.435975193977356,0,0,,30,1.3725299835205078,0,8,5,5,2,1,2022-07-31,1,1403.2845200000002,1299.9599459171295,-103.32457408287064,103.32457408287064,-0.073630523682304022,2,1,0.5,0.5,0.5
2022,B2_2022_coarse_10,1,10,ok,1.6307652582300187,4.6061714360761776,0.2740983126607569,0.84623715300340752,200,1.3725299835205078,0,0,,10,1.3725299835205078,0,18,15,15,5,5,2022-04-19;2022-05-11;2022-05-29;2022-07-25;2022-08-01,1,1403.2845200000002,1201.4738420248032,-201.810677975197,201.810677975197,-0.14381308644037274,2,2,0.5,0.5,1
2022,B2_2022_coarse_3,1,3,ok,1.6366020963911057,4.5447623936621975,0.27044405985202435,0.85150473316333997,200,1.3725299835205078,0,0,,3,1.3725299835205078,0,20,14,14,5,4,2022-04-21;2022-05-31;2022-07-24;2022-08-03,1,1403.2845200000002,1201.225012421608,-202.05950757839219,202.05950757839219,-0.14399040586465828,2,2,0.5,0.5,1
2022,B2_2022_coarse_1,1,1,ok,1.6716103164230347,4.5817618653203835,0.27264577832724629,0.84797243402019384,200,1.3725299835205078,0,0,,1,1.3725299835205078,0,26,17,17,6,5,2022-04-21;2022-05-31;2022-07-23;2022-08-03;2022-08-19,1,1403.2845200000002,1206.3597116470337,-196.92480835296647,196.92480835296647,-0.14033134802411021,2,2,0.5,0.5,1
2022,B2_2022_coarse_0,1,0,ok,1.737048253824234,4.6362728475767652,0.27588954996391002,0.84127053114916039,200,1.3725299835205078,0,0,,0,1.3725299835205078,0,35,20,20,7,6,2022-04-21;2022-05-31;2022-07-15;2022-07-23;2022-08-04;2022-08-20,1,1403.2845200000002,1216.8182426691055,-186.46627733089463,186.46627733089463,-0.13287845385117952,2,2,0.5,0.5,1
2023,B2_2023_coarse_1000,1,1000,ok,1.3423849489468946,1.8976207054507006,0.17797730506965587,0.86293110545045904,196,1.2141717672348022,0,0,,1000,0.90460497140884399,0,5,5,5,2,1,2023-07-29,1,1061.1218505000002,1138.0695337057114,76.947683205711201,76.947683205711201,0.072515407320519767,3,1,0,0.33333333333333331,0.33333333333333331
2023,B2_2023_coarse_300,1,300,ok,1.353376806331362,1.9360530102441542,0.18158185998155535,0.86256213456126019,196,1.4897569417953491,0,0,,300,0.90460497140884399,0,8,5,5,2,1,2023-07-24,1,1061.1218505000002,1169.7097917199135,108.58794121991332,108.58794121991332,0.10233314974029301,3,1,0.33333333333333331,0.33333333333333331,0.33333333333333331
2023,B2_2023_coarse_100,1,100,ok,1.345751621688337,1.9356636040951791,0.18154533768983863,0.86206102711240762,196,1.3726503849029541,0,0,,100,0.90460497140884399,0,8,5,5,2,1,2023-07-22,1,1061.1218505000002,1165.1970158815384,104.07516538153823,104.07516538153823,0.098080315029323031,3,1,0.33333333333333331,0.33333333333333331,0.33333333333333331
2023,B2_2023_coarse_30,1,30,ok,1.3522936657148479,1.9411772538354635,0.18206246132737861,0.86142511934665644,196,1.3781131505966187,0,0,,30,0.90460497140884399,0,11,5,5,2,1,2023-07-22,1,1061.1218505000002,1166.2863222956657,105.16447179566558,105.16447179566558,0.09910687612936453,3,1,0.33333333333333331,0.33333333333333331,0.33333333333333331
2023,B2_2023_coarse_10,1,10,ok,1.3642603229269687,1.9342248427201341,0.18141039667057524,0.86285354925501456,196,1.308429479598999,0,0,,10,0.90460497140884399,0,12,6,6,2,2,2023-04-22;2023-07-21,1,1061.1218505000002,1169.5693583488464,108.44750784884627,108.44750784884627,0.10220080549443578,3,1,0.33333333333333331,0.33333333333333331,0.33333333333333331
2023,B2_2023_coarse_3,1,3,ok,1.4493717852777366,1.9945546769347982,0.18706871462525568,0.86238549907738538,196,1.8703320026397705,0,0,,3,0.90460497140884399,0,15,9,8,3,3,2023-04-23;2023-05-11;2023-07-21,1,1061.1218505000002,1209.746294260025,148.62444376002486,148.62444376002486,0.14006350325364902,3,1,0.33333333333333331,0.33333333333333331,0.33333333333333331
2023,B2_2023_coarse_1,1,1,ok,1.4059615648143147,1.9733420359241816,0.1850791870712849,0.86431736966589223,196,1.8565894365310669,0,0,,1,0.90460497140884399,0,15,9,8,3,3,2023-04-23;2023-05-11;2023-07-21,1,1061.1218505000002,1202.4651094079018,141.3432589079016,141.3432589079016,0.1332017231021119,3,1,0.33333333333333331,0.33333333333333331,0.33333333333333331
2023,B2_2023_coarse_0,1,0,ok,1.5842156110478423,2.2433932936633312,0.21040721755969041,0.82344107763782393,196,0.90460497140884399,0,0,,0,0.90460497140884399,0,27,15,14,5,5,2023-04-24;2023-05-11;2023-05-17;2023-06-10;2023-07-21,1,1061.1218505000002,1017.7683537900448,-43.35349670995538,43.35349670995538,-0.040856284968146903,3,1,0.33333333333333331,0.33333333333333331,0.33333333333333331
2024,B2_2024_coarse_1000,1,1000,ok,2.4816682439582167,3.6165555358314405,0.22163814739531318,0.79371464156444738,186,1.8455990552902222,0,0,,1000,1.0061600208282471,0,5,5,5,2,1,2024-09-02,1,1367.9777779999999,1428.9779959917068,61.000217991706904,61.000217991706904,0.044591526977060959,2,1,0.5,0.5,0.5
2024,B2_2024_coarse_300,1,300,ok,2.4814749975314805,3.6139710377919405,0.22147975818996396,0.7940449605566029,186,1.8697680234909058,0,0,,300,1.0061600208282471,0,8,5,5,2,1,2024-09-04,1,1367.9777779999999,1425.2199368476868,57.242158847686824,57.242158847686824,0.041844363094388527,2,1,0.5,0.5,0.5
2024,B2_2024_coarse_100,1,100,ok,2.3239065810400028,3.4486185016604307,0.21134624042362363,0.81179073124014756,186,1.0061600208282471,0,0,,100,1.0061600208282471,0,15,12,12,4,4,2024-04-23;2024-06-11;2024-07-18;2024-09-05,1,1367.9777779999999,1411.3640841245651,43.386306124565181,43.386306124565181,0.031715651249829863,2,1,0.5,0.5,0.5
2024,B2_2024_coarse_30,1,30,ok,2.6274101947716333,3.7720557388112108,0.23116787162229316,0.7707133234236011,186,1.5201318264007568,0,0,,30,1.0061600208282471,0,26,14,14,5,4,2024-05-08;2024-06-13;2024-07-17;2024-08-20,1,1367.9777779999999,1412.2778576612473,44.30007966124731,44.30007966124731,0.032383625212110217,2,1,0,0.5,0.5
2024,B2_2024_coarse_10,1,10,ok,2.6215892570765913,3.7595379387896601,0.23040072675786247,0.77211767995152014,186,1.5016063451766968,0,0,,10,1.0061600208282471,0,29,14,14,5,4,2024-05-10;2024-06-14;2024-07-17;2024-08-19,1,1367.9777779999999,1413.0488242506981,45.071046250698146,45.071046250698146,0.032947206435321313,2,1,0,0.5,0.5
2024,B2_2024_coarse_3,1,3,ok,2.7029638373089453,3.7495254247498311,0.2297871166416702,0.77269505558120399,186,1.2357925176620483,0,0,,3,1.0061600208282471,0,32,17,17,6,5,2024-05-10;2024-05-21;2024-06-14;2024-07-18;2024-08-20,1,1367.9777779999999,1428.6099541187286,60.632176118728694,60.632176118728694,0.044322486149865441,2,1,0,0.5,0.5
2024,B2_2024_coarse_1,1,1,ok,2.7035932027531286,3.751698433104087,0.22992028798139943,0.77248478040776136,186,1.2474148273468018,0,0,,1,1.0061600208282471,0,35,17,17,6,5,2024-05-10;2024-05-20;2024-06-14;2024-07-18;2024-08-20,1,1367.9777779999999,1428.6288662552834,60.651088255283412,60.651088255283412,0.044336311035663191,2,1,0,0.5,0.5
2024,B2_2024_coarse_0,1,0,ok,2.5139442390761424,3.6532108978457378,0.22388454633719632,0.78062494137684291,186,1.0061600208282471,0,0,,0,1.0061600208282471,0,41,19,19,7,6,2024-05-10;2024-05-18;2024-05-22;2024-06-14;2024-07-18;2024-08-13,1,1367.9777779999999,1397.1240571737289,29.146279173728999,29.146279173728999,0.021306105729539854,2,1,0,0.5,0.5
2025,B2_2025_coarse_1000,1,1000,ok,4.6110320784288987,8.3145871465789654,0.27734450371394792,0.67776288400904383,203,1.1888799667358398,0,0,,1000,1.1888799667358398,0,8,5,5,2,1,2025-08-15,1,2516.302831,2450.682223200798,-65.620607799201935,65.620607799201935,-0.026078183830172678,4,1,0,0,0.25
2025,B2_2025_coarse_300,1,300,ok,4.5963414365435069,8.3203892807070741,0.27753804188750647,0.67793891250427418,203,1.1888799667358398,0,0,,300,1.1888799667358398,0,8,5,5,2,1,2025-08-13,1,2516.302831,2437.0686116218567,-79.23421937814328,79.23421937814328,-0.031488348064471608,4,1,0,0,0.25
2025,B2_2025_coarse_100,1,100,ok,4.4816373130220688,7.7385102791471123,0.25812866652536171,0.73480171791524851,203,1.1888799667358398,0,0,,100,1.1888799667358398,0,14,11,11,4,3,2025-04-24;2025-08-09;2025-08-23,1,2516.302831,2514.2093304395676,-2.0935005604324033,2.0935005604324033,-0.00083197480630756528,4,2,0,0.25,0.5
2025,B2_2025_coarse_30,1,30,ok,4.3341377307265327,7.7157208690154633,0.25736849436870851,0.73692432387367368,203,1.2151894569396973,0,0,,30,1.1888799667358398,0,23,20,20,7,6,2025-03-25;2025-04-23;2025-05-21;2025-06-17;2025-08-07;2025-08-26,1,2516.302831,2562.6987819671631,46.395950967163117,46.395950967163117,0.018438142816349722,4,2,0,0.25,0.5
2025,B2_2025_coarse_10,1,10,ok,4.2451256677151381,7.6637899032229555,0.25563626549417745,0.74031287133171431,203,1.2325712442398071,0,0,,10,1.1888799667358398,0,29,21,21,7,7,2025-03-26;2025-04-23;2025-05-21;2025-06-15;2025-07-15;2025-08-07;2025-08-26,1,2516.302831,2551.7854630947113,35.482632094711335,35.482632094711335,0.014101097712714585,4,2,0,0.25,0.5
2025,B2_2025_coarse_3,1,3,ok,5.23551276004671,8.9519056882253274,0.29860314127761023,0.64983377016513977,203,1.1888799667358398,0,0,,3,1.1888799667358398,0,32,24,24,8,8,2025-03-26;2025-04-24;2025-05-22;2025-06-15;2025-07-16;2025-07-21;2025-08-07;2025-08-26,1,2516.302831,2169.387345790863,-346.91548520913693,346.91548520913693,-0.13786714418282867,4,2,0,0.25,0.5
2025,B2_2025_coarse_1,1,1,ok,5.3643684590708158,9.1091709667981196,0.30384894120348543,0.63589045035119696,203,1.1888799667358398,0,0,,1,1.1888799667358398,0,38,27,27,9,9,2025-03-26;2025-04-12;2025-04-25;2025-05-22;2025-06-14;2025-07-14;2025-07-21;2025-08-08;2025-08-26,1,2516.302831,2118.2908940911293,-398.01193690887067,398.01193690887067,-0.15817330569496571,4,1,0,0,0.25
2025,B2_2025_coarse_0,1,0,ok,5.5037242144938121,9.0829313806821084,0.3029736836758764,0.6290892042683256,203,1.1888799667358398,0,0,,0,1.1888799667358398,0,41,30,30,10,10,2025-03-26;2025-04-11;2025-04-25;2025-05-18;2025-06-13;2025-07-02;2025-07-14;2025-07-21;2025-08-09;2025-08-26,1,2516.302831,2176.4607523679733,-339.84207863202664,339.84207863202664,-0.13505611266072079,4,0,0,0,0
