year,scenario_id,p_seapar,coarse_smoothing,reconstruction_status,mae,rmse,nrmse,pearson_correlation,n_pointwise_evaluation_dates,minimum_reconstructed_value,n_negative_reconstructed_days,fraction_negative_reconstructed_days,reconstruction_failure_reason,actual_internal_coarse_smoothing,base_value,coarse_error_flag,raw_peak_count_full_extended,filtered_peak_count_full_extended,initialized_season_count_full_extended,filtered_peak_count_central_year,filtered_peak_count_common_support,filtered_peak_dates_common_support,final_numseason_output,reference_integral,reconstruction_integral,signed_integral_error,absolute_integral_error,relative_integral_error,n_reference_events,n_matched_events,event_recovery_5d,event_recovery_10d,event_recovery_15d
2019,B2_2019_coarse_1000,1,1000,ok,3.6404100928499243,7.3884622087138965,0.25868563597161831,0.82626369235256036,198,1.645374059677124,0,0,,1000,0.95194399356842041,0,8,5,5,2,1,2019-08-21,1,1870.269949,1415.18137550354,-455.08857349645996,455.08857349645996,-0.2433277472804328,2,1,0.5,0.5,0.5
2019,B2_2019_coarse_300,1,300,ok,3.6388493254349452,7.4036773933005247,0.25921835165588819,0.82575522648761146,198,1.4477099180221558,0,0,,300,0.95194399356842041,0,8,5,5,2,1,2019-08-20,1,1870.269949,1400.4596960544586,-469.81025294554138,469.81025294554138,-0.25119916683510879,2,1,0.5,0.5,0.5
2019,B2_2019_coarse_100,1,100,ok,3.5486165596274173,7.410764454251126,0.25946648459849347,0.81993318775764845,198,1.0894492864608765,0,0,,100,0.95194399356842041,0,11,8,8,3,2,2019-06-20;2019-08-20,1,1870.269949,1431.1745804548264,-439.09536854517364,439.09536854517364,-0.23477646570750393,2,1,0,0.5,0.5
2019,B2_2019_coarse_30,1,30,ok,3.5457226632114378,7.4089670488254233,0.2594035536458118,0.82007326555989091,198,1.0879993438720703,0,0,,30,0.95194399356842041,0,11,8,8,3,2,2019-06-18;2019-08-18,1,1870.269949,1431.5902768373489,-438.67967216265106,438.67967216265106,-0.23455420026248364,2,1,0,0.5,0.5
2019,B2_2019_coarse_10,1,10,ok,3.5448521314869503,7.3923312114347377,0.25882109791229607,0.8225263764380909,198,1.3690823316574097,0,0,,10,0.95194399356842041,0,17,14,14,5,4,2019-05-06;2019-06-18;2019-07-25;2019-08-17,1,1870.269949,1441.8938270807266,-428.37612191927337,428.37612191927337,-0.22904507563109724,2,1,0,0.5,0.5
2019,B2_2019_coarse_3,1,3,ok,4.1381068288480396,7.7445522202583854,0.27115309787335029,0.79433798920380216,198,0.95194399356842041,0,0,,3,0.95194399356842041,0,23,14,14,5,4,2019-05-05;2019-06-18;2019-07-25;2019-08-15,1,1870.269949,1450.4495795369148,-419.82036946308517,419.82036946308517,-0.22447046731813,2,1,0,0.5,0.5
2019,B2_2019_coarse_1,1,1,ok,3.4257685658491508,7.4476738776509146,0.26075876131261932,0.81268897478206925,198,1.2488757371902466,0,0,,1,0.95194399356842041,0,26,17,17,6,5,2019-05-05;2019-06-18;2019-07-25;2019-08-13;2019-08-24,1,1870.269949,1476.3971586227417,-393.8727903772583,393.8727903772583,-0.21059675935436756,2,2,0,0.5,1
2019,B2_2019_coarse_0,1,0,ok,4.2469820487096568,7.7937560401304173,0.27287582732316973,0.79097594822235995,198,0.95194399356842041,0,0,,0,0.95194399356842041,0,33,18,18,6,6,2019-04-19;2019-05-05;2019-06-18;2019-07-25;2019-08-11;2019-08-24,1,1870.269949,1406.3060892820358,-463.96385971796417,463.96385971796417,-0.24807320460131296,2,1,0,0.5,0.5
2020,B2_2020_coarse_1000,1,1000,ok,2.6910484983026297,4.9018290970543541,0.23284985126467267,0.73029560599506693,247,1.6038902997970581,0,0,,1000,0.71256500482559204,0,14,14,14,5,4,2020-04-11;2020-06-05;2020-08-08;2020-09-11,0,1917.1637729999998,1860.137189745903,-57.026583254096749,57.026583254096749,-0.029745285226655885,3,3,0.66666666666666663,1,1
2020,B2_2020_coarse_300,1,300,ok,2.6951252575932862,4.9007170447379611,0.23279702583739975,0.73008547603783935,247,1.5718960762023926,0,0,,300,0.71256500482559204,0,14,14,14,5,4,2020-04-11;2020-06-06;2020-08-07;2020-09-12,0,1917.1637729999998,1858.1873415708542,-58.976431429145578,58.976431429145578,-0.030762333536512941,3,3,0.66666666666666663,1,1
2020,B2_2020_coarse_100,1,100,ok,2.8306888973312376,4.8112864711916359,0.22854883698045045,0.74303042093679861,247,0.71256500482559204,0,0,,100,0.71256500482559204,0,17,17,17,6,4,2020-06-06;2020-08-08;2020-09-12;2020-10-17,0,1917.1637729999998,1841.4391913414001,-75.724581658599618,75.724581658599618,-0.039498233132219542,3,2,0.66666666666666663,0.66666666666666663,0.66666666666666663
2020,B2_2020_coarse_30,1,30,ok,3.0519219659444059,5.0573852140831441,0.24023917839058778,0.71709574035123613,247,0.71256500482559204,0,0,,30,0.71256500482559204,0,29,29,29,10,8,2020-02-21;2020-03-20;2020-05-09;2020-06-06;2020-07-11;2020-08-08;2020-09-12;2020-10-20,0,1917.1637729999998,1797.4680454134941,-119.69572758650565,119.69572758650565,-0.062433752020676046,3,2,0.66666666666666663,0.66666666666666663,0.66666666666666663
2020,B2_2020_coarse_10,1,10,ok,3.130752739937277,4.9945512187874481,0.23725439736920129,0.72174966581443645,247,0.71256500482559204,0,0,,10,0.71256500482559204,0,32,32,32,11,9,2020-02-21;2020-03-20;2020-05-10;2020-06-06;2020-07-11;2020-08-07;2020-08-25;2020-09-12;2020-10-19,0,1917.1637729999998,1870.22396504879,-46.939807951209787,46.939807951209787,-0.024483984421298469,3,3,0.66666666666666663,1,1
2020,B2_2020_coarse_3,1,3,ok,3.1680763198814699,5.1669692010267445,0.24544470770537782,0.6984231940232849,247,0.71256500482559204,0,0,,3,0.71256500482559204,0,35,35,35,12,10,2020-02-08;2020-02-21;2020-03-21;2020-05-10;2020-06-06;2020-07-13;2020-08-07;2020-08-25;2020-09-13;2020-10-17,0,1917.1637729999998,1866.0805782675743,-51.083194732425454,51.083194732425454,-0.02664519090744652,3,2,0.66666666666666663,0.66666666666666663,0.66666666666666663
2020,B2_2020_coarse_1,1,1,ok,3.3287324631026731,5.3766762817507026,0.25540634887827507,0.67601822496906794,247,0.71256500482559204,0,0,,1,0.71256500482559204,0,38,38,38,13,11,2020-02-07;2020-02-21;2020-03-21;2020-04-18;2020-05-10;2020-06-06;2020-07-18;2020-08-07;2020-08-14;2020-08-25;2020-09-13,0,1917.1637729999998,1903.1897939741611,-13.973979025838617,13.973979025838617,-0.0072888812226886458,3,2,0.33333333333333331,0.66666666666666663,0.66666666666666663
2020,B2_2020_coarse_0,1,0,ok,3.2636221746944778,5.1616747198422903,0.24519320584109114,0.71070334226055509,247,0.71256500482559204,0,0,,0,0.71256500482559204,0,53,50,50,17,15,2020-02-07;2020-02-22;2020-03-12;2020-03-21;2020-04-02;2020-04-18;2020-04-28;2020-06-06;2020-06-12;2020-07-19;2020-08-07;2020-08-14;2020-08-24;2020-09-13;2020-09-29,0,1917.1637729999998,1827.9880160093307,-89.175756990669015,89.175756990669015,-0.046514417936828513,3,2,0.33333333333333331,0.66666666666666663,0.66666666666666663
2021,B2_2021_coarse_1000,1,1000,ok,2.6865837047769769,4.1746723364046039,0.18841911565619926,0.7969408791950332,215,0.6940077543258667,0,0,,1000,0.69021397829055786,0,9,6,6,2,2,2021-04-05;2021-08-10,5,1469.9477440000001,1631.4713596701622,161.52361567016214,161.52361567016214,0.10988391684634072,2,2,1,1,1
2021,B2_2021_coarse_300,1,300,ok,2.6725523627199568,4.2118349813564997,0.19009640961678637,0.79449447104965465,215,0.69416898488998413,0,0,,300,0.69021397829055786,0,14,9,9,3,3,2021-04-05;2021-05-24;2021-08-09,5,1469.9477440000001,1659.4194253385067,189.47168133850664,189.47168133850664,0.12889688229522983,2,2,1,1,1
