scenario_id,p_seapar,coarse_smoothing,date,year,CHLF,common_support,s2_openwater_reference_candidate,common_support_segment_id,coarse_prediction
B2_2019_coarse_1000,1,1000,2019-06-01,2019,1.3580099999999999,True,False,2019_segment_1,1.5167835193688295
B2_2019_coarse_1000,1,1000,2019-06-02,2019,1.3697699999999999,True,False,2019_segment_1,1.5254118367008456
B2_2019_coarse_1000,1,1000,2019-06-03,2019,1.62256,True,False,2019_segment_1,1.5378010058541272
B2_2019_coarse_1000,1,1000,2019-06-04,2019,1.75545,True,False,2019_segment_1,1.5538518865668087
B2_2019_coarse_1000,1,1000,2019-06-05,2019,1.4982800000000001,True,False,2019_segment_1,1.5734653385770248
B2_2019_coarse_1000,1,1000,2019-06-06,2019,1.5709599999999999,True,True,2019_segment_1,1.5965422216229095
B2_2019_coarse_1000,1,1000,2019-06-07,2019,2.22506,True,False,2019_segment_1,1.6229791317464699
B2_2019_coarse_1000,1,1000,2019-06-08,2019,1.4647399999999999,True,True,2019_segment_1,1.6526556102052059
B2_2019_coarse_1000,1,1000,2019-06-09,2019,1.0398499999999999,True,False,2019_segment_1,1.6854156152984414
B2_2019_coarse_1000,1,1000,2019-06-10,2019,1.0566199999999999,True,False,2019_segment_1,1.7209778282773094
B2_2019_coarse_1000,1,1000,2019-06-11,2019,1.1684399999999999,True,False,2019_segment_1,1.7590296111308952
B2_2019_coarse_1000,1,1000,2019-06-12,2019,1.6633800000000001,True,False,2019_segment_1,1.7992583258482837
B2_2019_coarse_1000,1,1000,2019-06-13,2019,1.5412999999999999,True,False,2019_segment_1,1.8413513344185604
B2_2019_coarse_1000,1,1000,2019-06-14,2019,1.3581700000000001,True,False,2019_segment_1,1.8849959988308103
B2_2019_coarse_1000,1,1000,2019-06-15,2019,1.6633800000000001,True,False,2019_segment_1,1.9298796810741183
B2_2019_coarse_1000,1,1000,2019-06-16,2019,1.32002,True,False,2019_segment_1,1.97568974313757
B2_2019_coarse_1000,1,1000,2019-06-17,2019,1.7244200000000001,True,False,2019_segment_1,2.0221135470102496
B2_2019_coarse_1000,1,1000,2019-06-18,2019,3.2976000000000001,True,True,2019_segment_1,2.0688384546812433
B2_2019_coarse_1000,1,1000,2019-06-19,2019,3.1624500000000002,True,False,2019_segment_1,2.1157566217356725
B2_2019_coarse_1000,1,1000,2019-06-20,2019,3.06785,True,False,2019_segment_1,2.1635793781428028
B2_2019_coarse_1000,1,1000,2019-06-21,2019,2.59483,True,False,2019_segment_1,2.2132228474679381
B2_2019_coarse_1000,1,1000,2019-06-22,2019,2.5678000000000001,True,False,2019_segment_1,2.265603153276381
B2_2019_coarse_1000,1,1000,2019-06-23,2019,3.0813600000000001,True,False,2019_segment_1,2.3216364191334344
B2_2019_coarse_1000,1,1000,2019-06-24,2019,2.5542899999999999,True,False,2019_segment_1,2.3822387686044011
B2_2019_coarse_1000,1,1000,2019-06-25,2019,2.7935099999999999,True,False,2019_segment_1,2.4483263252545848
B2_2019_coarse_1000,1,1000,2019-06-26,2019,2.4182600000000001,True,False,2019_segment_1,2.5208152126492878
B2_2019_coarse_1000,1,1000,2019-06-27,2019,2.4391099999999999,True,False,2019_segment_1,2.6006215543538129
B2_2019_coarse_1000,1,1000,2019-06-28,2019,1.8970899999999999,True,True,2019_segment_1,2.6886614739334633
B2_2019_coarse_1000,1,1000,2019-06-29,2019,3.4085000000000001,True,False,2019_segment_1,2.7857191663675849
B2_2019_coarse_1000,1,1000,2019-06-30,2019,3.4918900000000002,True,False,2019_segment_1,2.892051112291695
B2_2019_coarse_1000,1,1000,2019-07-01,2019,8.6063299999999998,True,False,2019_segment_1,3.0077818637553539
B2_2019_coarse_1000,1,1000,2019-07-02,2019,2.47038,True,False,2019_segment_1,3.133035972808123
B2_2019_coarse_1000,1,1000,2019-07-03,2019,10.0777,True,False,2019_segment_1,3.267937991499561
B2_2019_coarse_1000,1,1000,2019-07-04,2019,9.5450999999999997,True,False,2019_segment_1,3.4126124718792301
B2_2019_coarse_1000,1,1000,2019-07-05,2019,8.0293600000000005,True,False,2019_segment_1,3.5671839659966897
B2_2019_coarse_1000,1,1000,2019-07-06,2019,8.3570799999999998,True,False,2019_segment_1,3.7317770259014997
B2_2019_coarse_1000,1,1000,2019-07-07,2019,7.6196900000000003,True,False,2019_segment_1,3.9065162036432217
B2_2019_coarse_1000,1,1000,2019-07-08,2019,9.1354399999999991,True,False,2019_segment_1,4.0915260512714147
B2_2019_coarse_1000,1,1000,2019-07-09,2019,4.6271699999999996,True,False,2019_segment_1,4.2869311208356411
B2_2019_coarse_1000,1,1000,2019-07-10,2019,4.3254000000000001,True,False,2019_segment_1,4.4928559643854591
B2_2019_coarse_1000,1,1000,2019-07-11,2019,5.7940199999999997,True,True,2019_segment_1,4.7094251339704316
B2_2019_coarse_1000,1,1000,2019-07-12,2019,6.6188599999999997,True,False,2019_segment_1,4.9369439474804429
B2_2019_coarse_1000,1,1000,2019-07-13,2019,6.8602800000000004,True,False,2019_segment_1,5.176440786166693
B2_2019_coarse_1000,1,1000,2019-07-14,2019,8.1076099999999993,True,False,2019_segment_1,5.4291247971207035
B2_2019_coarse_1000,1,1000,2019-07-15,2019,9.3750499999999999,True,False,2019_segment_1,5.6962051274339984
B2_2019_coarse_1000,1,1000,2019-07-16,2019,5.4650699999999999,True,False,2019_segment_1,5.9788909241981019
B2_2019_coarse_1000,1,1000,2019-07-17,2019,6.5002399999999998,True,False,2019_segment_1,6.2783913345045379
B2_2019_coarse_1000,1,1000,2019-07-18,2019,6.3632299999999997,True,True,2019_segment_1,6.5959155054448315
B2_2019_coarse_1000,1,1000,2019-07-19,2019,6.1348799999999999,True,False,2019_segment_1,6.9326338032310018
B2_2019_coarse_1000,1,1000,2019-07-20,2019,6.5002399999999998,True,False,2019_segment_1,7.2895614705570537
B2_2019_coarse_1000,1,1000,2019-07-21,2019,6.7894699999999997,True,False,2019_segment_1,7.6676749692374928
B2_2019_coarse_1000,1,1000,2019-07-22,2019,7.9532100000000003,True,False,2019_segment_1,8.06795076108682
B2_2019_coarse_1000,1,1000,2019-07-23,2019,8.6321399999999997,True,True,2019_segment_1,8.4913653079195406
B2_2019_coarse_1000,1,1000,2019-07-24,2019,5.8679199999999998,True,False,2019_segment_1,8.9389185340254365
B2_2019_coarse_1000,1,1000,2019-07-25,2019,6.5225999999999997,True,False,2019_segment_1,9.4117042135954172
B2_2019_coarse_1000,1,1000,2019-07-26,2019,9.5777999999999999,True,True,2019_segment_1,9.9108395832956759
B2_2019_coarse_1000,1,1000,2019-07-27,2019,5.4072100000000001,True,False,2019_segment_1,10.437386373161363
B2_2019_coarse_1000,1,1000,2019-07-28,2019,7.0803000000000003,True,True,2019_segment_1,10.992184286703466
B2_2019_coarse_1000,1,1000,2019-07-29,2019,6.6195899999999996,True,False,2019_segment_1,11.575365540063203
B2_2019_coarse_1000,1,1000,2019-07-30,2019,8.2439999999999998,True,False,2019_segment_1,12.184454426426843
B2_2019_coarse_1000,1,1000,2019-07-31,2019,8.1256699999999995,True,False,2019_segment_1,12.816323258241907
B2_2019_coarse_1000,1,1000,2019-08-01,2019,9.2301199999999994,True,False,2019_segment_1,13.467844347955927
B2_2019_coarse_1000,1,1000,2019-08-02,2019,9.5456800000000008,True,True,2019_segment_1,14.13589000801643
B2_2019_coarse_1000,1,1000,2019-08-03,2019,12.346299999999999,True,False,2019_segment_1,14.816567515877287
B2_2019_coarse_1000,1,1000,2019-08-04,2019,11.517899999999999,True,False,2019_segment_1,15.502924009017747
B2_2019_coarse_1000,1,1000,2019-08-05,2019,16.251300000000001,True,True,2019_segment_1,16.187241589923403
B2_2019_coarse_1000,1,1000,2019-08-06,2019,25.572099999999999,True,False,2019_segment_1,16.86181303761682
B2_2019_coarse_1000,1,1000,2019-08-07,2019,22.127300000000002,True,True,2019_segment_1,17.518973837268462
B2_2019_coarse_1000,1,1000,2019-08-08,2019,18.651499999999999,True,False,2019_segment_1,18.151838204989961
B2_2019_coarse_1000,1,1000,2019-08-09,2019,18.7135,True,False,2019_segment_1,18.756592574509739
B2_2019_coarse_1000,1,1000,2019-08-10,2019,22.4376,True,False,2019_segment_1,19.330191433960419
B2_2019_coarse_1000,1,1000,2019-08-11,2019,12.413600000000001,True,False,2019_segment_1,19.869589271474613
B2_2019_coarse_1000,1,1000,2019-08-12,2019,13.4998,True,False,2019_segment_1,20.371740575184951
B2_2019_coarse_1000,1,1000,2019-08-13,2019,30.182500000000001,True,False,2019_segment_1,20.833599833224039
B2_2019_coarse_1000,1,1000,2019-08-14,2019,25.755700000000001,True,False,2019_segment_1,21.252121533724505
B2_2019_coarse_1000,1,1000,2019-08-15,2019,46.883499999999998,True,False,2019_segment_1,21.624260164818963
B2_2019_coarse_1000,1,1000,2019-08-16,2019,24.910599999999999,True,False,2019_segment_1,21.946970214640039
B2_2019_coarse_1000,1,1000,2019-08-17,2019,39.961599999999997,True,False,2019_segment_1,22.217206171320345
B2_2019_coarse_1000,1,1000,2019-08-18,2019,27.647200000000002,True,False,2019_segment_1,22.431922522992501
B2_2019_coarse_1000,1,1000,2019-08-19,2019,35.575099999999999,True,False,2019_segment_1,22.588073757789129
B2_2019_coarse_1000,1,1000,2019-08-20,2019,19.279399999999999,True,False,2019_segment_1,22.682614363842848
B2_2019_coarse_1000,1,1000,2019-08-21,2019,37.045400000000001,True,False,2019_segment_1,22.712498829286275
B2_2019_coarse_1000,1,1000,2019-08-22,2019,25.7562,True,True,2019_segment_1,22.674681642252029
B2_2019_coarse_1000,1,1000,2019-08-23,2019,41.676099999999998,True,False,2019_segment_1,22.566630877397426
B2_2019_coarse_1000,1,1000,2019-08-24,2019,33.353000000000002,True,False,2019_segment_1,22.387868955478538
B2_2019_coarse_1000,1,1000,2019-08-25,2019,29.236799999999999,True,True,2019_segment_1,22.138431883776143
B2_2019_coarse_1000,1,1000,2019-08-26,2019,60.8949,True,False,2019_segment_1,21.819538730797071
B2_2019_coarse_1000,1,1000,2019-08-27,2019,20.134,True,True,2019_segment_1,21.437140809952368
B2_2019_coarse_1000,1,1000,2019-08-28,2019,58.387900000000002,True,False,2019_segment_1,20.998155305873851
B2_2019_coarse_1000,1,1000,2019-08-29,2019,58.5319,True,False,2019_segment_1,20.508630643172172
B2_2019_coarse_1000,1,1000,2019-08-30,2019,58.675800000000002,True,False,2019_segment_1,19.974398056452682
B2_2019_coarse_1000,1,1000,2019-08-31,2019,25.717099999999999,True,False,2019_segment_1,19.401288780320726
B2_2019_coarse_1000,1,1000,2019-09-01,2019,18.253699999999998,True,True,2019_segment_1,18.795134049381669
B2_2019_coarse_1000,1,1000,2019-09-02,2019,10.6745,True,False,2019_segment_1,18.161674859275355
B2_2019_coarse_1000,1,1000,2019-09-03,2019,20.482399999999998,True,False,2019_segment_1,17.506291249779601
B2_2019_coarse_1000,1,1000,2019-09-04,2019,16.172999999999998,True,True,2019_segment_1,16.834273021706736
B2_2019_coarse_1000,1,1000,2019-09-05,2019,44.1081,True,False,2019_segment_1,16.150799763754737
B2_2019_coarse_1000,1,1000,2019-09-06,2019,12.902900000000001,True,True,2019_segment_1,15.460610216164248
B2_2019_coarse_1000,1,1000,2019-09-07,2019,24.8171,True,False,2019_segment_1,14.767906621982569
B2_2019_coarse_1000,1,1000,2019-09-08,2019,11.026999999999999,True,False,2019_segment_1,14.07518608394097
B2_2019_coarse_1000,1,1000,2019-09-09,2019,10.165100000000001,True,False,2019_segment_1,13.384519419691726
B2_2019_coarse_1000,1,1000,2019-09-10,2019,7.6478400000000004,True,False,2019_segment_1,12.697977446887098
B2_2019_coarse_1000,1,1000,2019-09-11,2019,5.1599899999999996,True,False,2019_segment_1,12.017630983179355
B2_2019_coarse_1000,1,1000,2019-09-12,2019,6.6711299999999998,True,False,2019_segment_1,11.345550846220767
B2_2019_coarse_1000,1,1000,2019-09-13,2019,5.2336999999999998,True,False,2019_segment_1,10.683807853663602
B2_2019_coarse_1000,1,1000,2019-09-14,2019,7.0581300000000002,True,False,2019_segment_1,10.034472823160126
B2_2019_coarse_1000,1,1000,2019-09-15,2019,6.4131299999999998,True,False,2019_segment_1,9.3996165723626035
B2_2019_coarse_1000,1,1000,2019-09-16,2019,6.0998400000000004,True,False,2019_segment_1,8.7813099189233057
B2_2019_coarse_1000,1,1000,2019-09-17,2019,16.944500000000001,True,False,2019_segment_1,8.1816236804945017
B2_2019_coarse_1000,1,1000,2019-09-18,2019,17.962199999999999,True,False,2019_segment_1,7.6026286747284564
B2_2019_coarse_1000,1,1000,2019-09-19,2019,20.7608,True,False,2019_segment_1,7.0463957192774389
B2_2019_coarse_1000,1,1000,2019-09-20,2019,19.844899999999999,True,False,2019_segment_1,6.514995631793715
B2_2019_coarse_1000,1,1000,2019-09-21,2019,19.081600000000002,True,False,2019_segment_1,6.0104992299295557
B2_2019_coarse_1000,1,1000,2019-09-22,2019,27.782800000000002,True,False,2019_segment_1,5.5349773313372248
B2_2019_coarse_1000,1,1000,2019-09-23,2019,21.524100000000001,True,False,2019_segment_1,5.0905007536689926
B2_2019_coarse_1000,1,1000,2019-09-24,2019,11.264699999999999,True,False,2019_segment_1,4.6791403145771255
B2_2019_coarse_1000,1,1000,2019-09-25,2019,1.7599199999999999,True,False,2019_segment_1,4.3029668317138938
B2_2019_coarse_1000,1,1000,2019-09-26,2019,0.95194400000000001,True,True,2019_segment_1,3.9640511227315609
B2_2019_coarse_1000,1,1000,2019-09-27,2019,1.05772,True,False,2019_segment_1,3.6639619874275366
B2_2019_coarse_1000,1,1000,2019-09-28,2019,1.0018899999999999,True,False,2019_segment_1,3.4022601541797854
B2_2019_coarse_1000,1,1000,2019-09-29,2019,1.2633799999999999,True,False,2019_segment_1,3.1780043335114123
B2_2019_coarse_1000,1,1000,2019-09-30,2019,2.5561500000000001,True,False,2019_segment_1,2.9902532359455209
B2_2019_coarse_1000,1,1000,2019-10-01,2019,1.1282300000000001,True,True,2019_segment_1,2.8380655720052168
B2_2019_coarse_1000,1,1000,2019-10-02,2019,1.1282300000000001,True,False,2019_segment_1,2.7202150796142197
B2_2019_coarse_1000,1,1000,2019-10-03,2019,1.0488999999999999,True,False,2019_segment_1,2.6343356062987131
B2_2019_coarse_1000,1,1000,2019-10-04,2019,2.6580499999999998,True,True,2019_segment_1,2.5777760269854975
B2_2019_coarse_1000,1,1000,2019-10-05,2019,1.04009,True,False,2019_segment_1,2.5478985956069198
B2_2019_coarse_1000,1,1000,2019-10-06,2019,1.2839499999999999,True,False,2019_segment_1,2.542119082117519
B2_2019_coarse_1000,1,1000,2019-10-07,2019,0.86967700000000003,True,False,2019_segment_1,2.5578666354773807
B2_2019_coarse_1000,1,1000,2019-10-08,2019,0.91668700000000003,True,False,2019_segment_1,2.5925704046465921
B2_2019_coarse_1000,1,1000,2019-10-09,2019,7.9379099999999996,True,False,2019_segment_1,2.6436595385852386
B2_2019_coarse_1000,1,1000,2019-10-10,2019,6.0206999999999997,True,False,2019_segment_1,2.7085631862534072
B2_2019_coarse_1000,1,1000,2019-10-11,2019,6.8111300000000004,True,False,2019_segment_1,2.7847104966111842
B2_2019_coarse_1000,1,1000,2019-10-12,2019,11.507400000000001,True,False,2019_segment_1,2.8695306186186564
B2_2019_coarse_1000,1,1000,2019-10-13,2019,10.8933,True,False,2019_segment_1,2.9604527012359085
B2_2019_coarse_1000,1,1000,2019-10-14,2019,7.0129400000000004,True,False,2019_segment_1,3.0549058934230291
B2_2019_coarse_1000,1,1000,2019-10-15,2019,10.1915,True,False,2019_segment_1,3.1503193441401027
B2_2019_coarse_1000,1,1000,2019-10-16,2019,5.7852600000000001,True,False,2019_segment_1,3.2441222023472176
B2_2019_coarse_1000,1,1000,2019-10-17,2019,7.5342900000000004,True,False,2019_segment_1,3.3337436170044579
B2_2019_coarse_1000,1,1000,2019-10-18,2019,5.2302799999999996,True,False,2019_segment_1,3.4166127370719113
B2_2019_coarse_1000,1,1000,2019-10-19,2019,6.6261400000000004,True,True,2019_segment_1,3.4901587115096637
B2_2019_coarse_1000,1,1000,2019-10-20,2019,6.5588699999999998,True,False,2019_segment_1,3.552333352845491
B2_2019_coarse_1000,1,1000,2019-10-21,2019,5.8188899999999997,True,False,2019_segment_1,3.6031791278779259
B2_2019_coarse_1000,1,1000,2019-10-22,2019,3.19095,True,False,2019_segment_1,3.6432611669731902
B2_2019_coarse_1000,1,1000,2019-10-23,2019,3.0886800000000001,True,False,2019_segment_1,3.6731446004975057
B2_2019_coarse_1000,1,1000,2019-10-24,2019,3.2364999999999999,True,False,2019_segment_1,3.6933945588170949
B2_2019_coarse_1000,1,1000,2019-10-25,2019,3.7227800000000002,True,False,2019_segment_1,3.7045761722981791
B2_2019_coarse_1000,1,1000,2019-10-26,2019,4.1216400000000002,True,False,2019_segment_1,3.7072545713069811
B2_2019_coarse_1000,1,1000,2019-10-27,2019,3.3955000000000002,True,False,2019_segment_1,3.7019948862097216
B2_2019_coarse_1000,1,1000,2019-10-28,2019,3.8148200000000001,True,False,2019_segment_1,3.6893622473726233
B2_2019_coarse_1000,1,1000,2019-10-29,2019,3.18072,True,True,2019_segment_1,3.6699217851619088
B2_2019_coarse_1000,1,1000,2019-10-30,2019,3.7432300000000001,True,False,2019_segment_1,3.6441570963280832
B2_2019_coarse_1000,1,1000,2019-10-31,2019,4.4898300000000004,True,True,2019_segment_1,3.6122256431587889
B2_2019_coarse_1000,1,1000,2019-11-01,2019,3.1284700000000001,True,False,2019_segment_1,3.5743496217216073
B2_2019_coarse_1000,1,1000,2019-11-02,2019,3.11496,True,False,2019_segment_1,3.5313362976667406
B2_2019_coarse_1000,1,1000,2019-11-03,2019,3.1014599999999999,True,True,2019_segment_1,3.4841392040400461
B2_2019_coarse_1000,1,1000,2019-11-04,2019,3.0879500000000002,True,False,2019_segment_1,3.4336480940167098
B2_2019_coarse_1000,1,1000,2019-11-05,2019,3.0060899999999999,True,True,2019_segment_1,3.3804976012892305
B2_2019_coarse_1000,1,1000,2019-11-06,2019,2.9394,True,False,2019_segment_1,3.3251961784001836
B2_2019_coarse_1000,1,1000,2019-11-07,2019,2.8727,True,False,2019_segment_1,3.2680026727751272
B2_2019_coarse_1000,1,1000,2019-11-08,2019,2.8060100000000001,True,False,2019_segment_1,3.2091135305603671
B2_2019_coarse_1000,1,1000,2019-11-09,2019,2.7393100000000001,True,False,2019_segment_1,3.1487251979022077
B2_2019_coarse_1000,1,1000,2019-11-10,2019,2.6726200000000002,True,False,2019_segment_1,3.0870341209469543
B2_2019_coarse_1000,1,1000,2019-11-11,2019,2.6059199999999998,True,False,2019_segment_1,3.024236745840911
B2_2019_coarse_1000,1,1000,2019-11-12,2019,2.5392299999999999,True,False,2019_segment_1,2.9605295187303833
B2_2019_coarse_1000,1,1000,2019-11-13,2019,2.4725299999999999,True,False,2019_segment_1,2.8961088857616772
B2_2019_coarse_1000,1,1000,2019-11-14,2019,2.40584,True,False,2019_segment_1,2.8311712930810966
B2_2019_coarse_1000,1,1000,2019-11-15,2019,2.3391500000000001,True,False,2019_segment_1,2.7659131868349465
B2_2019_coarse_1000,1,1000,2019-11-16,2019,2.2724500000000001,True,False,2019_segment_1,2.7005310131695328
B2_2019_coarse_1000,1,1000,2019-11-17,2019,2.2057600000000002,True,False,2019_segment_1,2.635221218231159
B2_2019_coarse_1000,1,1000,2019-11-18,2019,2.1390600000000002,True,False,2019_segment_1,2.5701802481661309
B2_2019_coarse_1000,1,1000,2019-11-19,2019,2.0723699999999998,True,False,2019_segment_1,2.5056045491207537
B2_2019_coarse_1000,1,1000,2019-11-20,2019,2.0420099999999999,True,False,2019_segment_1,2.4416905672413316
B2_2019_coarse_1000,1,1000,2019-11-21,2019,2.0116499999999999,True,False,2019_segment_1,2.3786347486741706
B2_2019_coarse_1000,1,1000,2019-11-22,2019,1.9812799999999999,True,False,2019_segment_1,2.3166335395655748
B2_2019_coarse_1000,1,1000,2019-11-23,2019,1.95092,True,False,2019_segment_1,2.2558833860618503
B2_2019_coarse_1000,1,1000,2019-11-24,2019,1.92056,True,False,2019_segment_1,2.1965807343093005
B2_2019_coarse_1000,1,1000,2019-11-25,2019,1.8902000000000001,True,False,2019_segment_1,2.1389220304542316
B2_2019_coarse_1000,1,1000,2019-11-26,2019,1.8598399999999999,True,False,2019_segment_1,2.0831037206429484
B2_2019_coarse_1000,1,1000,2019-11-27,2019,1.82948,True,False,2019_segment_1,2.029322251021755
B2_2019_coarse_1000,1,1000,2019-11-28,2019,1.7991200000000001,True,False,2019_segment_1,1.9777740677369577
B2_2019_coarse_1000,1,1000,2019-11-29,2019,1.76875,True,False,2019_segment_1,1.9286556169348603
B2_2019_coarse_1000,1,1000,2019-11-30,2019,1.7383900000000001,True,True,2019_segment_1,1.8821633447617692
B2_2019_coarse_1000,1,1000,2019-12-01,2019,1.7080299999999999,True,False,2019_segment_1,1.8384697351346728
B2_2019_coarse_1000,1,1000,2019-12-02,2019,1.67767,True,False,2019_segment_1,1.7976514230533023
B2_2019_coarse_1000,1,1000,2019-12-03,2019,1.6473100000000001,True,False,2019_segment_1,1.7597610812880726
B2_2019_coarse_1000,1,1000,2019-12-04,2019,1.6169500000000001,True,False,2019_segment_1,1.7248513826093999
B2_2019_coarse_1000,1,1000,2019-12-05,2019,1.5865899999999999,True,True,2019_segment_1,1.6929749997876979
B2_2019_coarse_1000,1,1000,2019-12-06,2019,1.55623,False,False,,1.6641668747686931
B2_2019_coarse_1000,1,1000,2019-12-07,2019,1.52586,False,False,,1.638391026199354
B2_2019_coarse_1000,1,1000,2019-12-08,2019,1.4955000000000001,False,False,,1.6155937419019597
B2_2019_coarse_1000,1,1000,2019-12-09,2019,1.4651400000000001,False,False,,1.5957213096987868
B2_2019_coarse_1000,1,1000,2019-12-10,2019,1.4347799999999999,False,False,,1.5787200174121159
B2_2019_coarse_1000,1,1000,2019-12-11,2019,1.4258200000000001,False,False,,1.5645361528642243
B2_2019_coarse_1000,1,1000,2019-12-12,2019,1.41686,False,False,,1.5531160038773908
B2_2019_coarse_1000,1,1000,2019-12-13,2019,1.4078999999999999,False,False,,1.5444058582738953
B2_2019_coarse_1000,1,1000,2019-12-14,2019,1.3989400000000001,False,False,,1.5383520038760143
B2_2019_coarse_1000,1,1000,2019-12-15,2019,1.38998,False,False,,1.5349007285060274
B2_2019_coarse_1000,1,1000,2019-12-16,2019,1.3810199999999999,False,False,,1.5339983199862139
B2_2019_coarse_1000,1,1000,2019-12-17,2019,1.3720600000000001,False,False,,1.535591066138851
B2_2019_coarse_1000,1,1000,2019-12-18,2019,1.3631,False,False,,1.5396252547862179
