event_id,year,method,p_seapar,coarse_smoothing,common_support_segment_id,reference_event_time,reference_magnitude,yearly_scale_q95_minus_q05,event_status,event_unavailable_reason,matching_window_days,magnitude_used_for_matching,matched_candidate_id,reconstructed_event_time,signed_timing_error_days,absolute_timing_error_days,success_5d,success_10d,success_15d,reconstructed_magnitude,signed_magnitude_error,absolute_magnitude_error,normalized_absolute_magnitude_error,magnitude_metric_status,magnitude_metric_reason,scenario_id
ERK_2023_E02,2023,B2_2023_coarse_1,1,1,2023_segment_1,2023-07-31,15.726699999999999,10.662149899999999,matched,,15,False,REC_2023_P001,2023-07-28,-3,3,True,True,True,10.026676177978516,-5.7000238220214836,5.7000238220214836,0.53460360954233854,ok,,B2_2023_coarse_1
ERK_2023_E03,2023,B2_2023_coarse_1,1,1,2023_segment_1,2023-09-01,10.2285,10.662149899999999,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2023_coarse_1
ERK_2023_E01,2023,B2_2023_coarse_0,1,0,2023_segment_1,2023-04-23,15.9877,10.662149899999999,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2023_coarse_0
ERK_2023_E02,2023,B2_2023_coarse_0,1,0,2023_segment_1,2023-07-31,15.726699999999999,10.662149899999999,matched,,15,False,REC_2023_P001,2023-07-28,-3,3,True,True,True,10.87934398651123,-4.8473560134887688,4.8473560134887688,0.45463213882303127,ok,,B2_2023_coarse_0
ERK_2023_E03,2023,B2_2023_coarse_0,1,0,2023_segment_1,2023-09-01,10.2285,10.662149899999999,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2023_coarse_0
ERK_2024_E01,2024,B2_2024_coarse_1000,1,1000,2024_segment_1,2024-07-19,14.2628,16.317387499999999,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2024_coarse_1000
ERK_2024_E02,2024,B2_2024_coarse_1000,1,1000,2024_segment_1,2024-08-31,35.773899999999998,16.317387499999999,matched,,15,False,REC_2024_P001,2024-08-31,0,0,True,True,True,17.282094955444336,-18.491805044555662,18.491805044555662,1.1332577009987452,ok,,B2_2024_coarse_1000
ERK_2024_E01,2024,B2_2024_coarse_300,1,300,2024_segment_1,2024-07-19,14.2628,16.317387499999999,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2024_coarse_300
ERK_2024_E02,2024,B2_2024_coarse_300,1,300,2024_segment_1,2024-08-31,35.773899999999998,16.317387499999999,matched,,15,False,REC_2024_P001,2024-08-31,0,0,True,True,True,17.348176956176758,-18.42572304382324,18.42572304382324,1.1292079105079316,ok,,B2_2024_coarse_300
ERK_2024_E01,2024,B2_2024_coarse_100,1,100,2024_segment_1,2024-07-19,14.2628,16.317387499999999,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2024_coarse_100
ERK_2024_E02,2024,B2_2024_coarse_100,1,100,2024_segment_1,2024-08-31,35.773899999999998,16.317387499999999,matched,,15,False,REC_2024_P001,2024-09-02,2,2,True,True,True,18.286588668823242,-17.487311331176755,17.487311331176755,1.0716979866523828,ok,,B2_2024_coarse_100
ERK_2024_E01,2024,B2_2024_coarse_30,1,30,2024_segment_1,2024-07-19,14.2628,16.317387499999999,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2024_coarse_30
ERK_2024_E02,2024,B2_2024_coarse_30,1,30,2024_segment_1,2024-08-31,35.773899999999998,16.317387499999999,matched,,15,False,REC_2024_P001,2024-08-21,-10,10,False,True,True,17.156644821166992,-18.617255178833005,18.617255178833005,1.1409458271940289,ok,,B2_2024_coarse_30
ERK_2024_E01,2024,B2_2024_coarse_10,1,10,2024_segment_1,2024-07-19,14.2628,16.317387499999999,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2024_coarse_10
ERK_2024_E02,2024,B2_2024_coarse_10,1,10,2024_segment_1,2024-08-31,35.773899999999998,16.317387499999999,matched,,15,False,REC_2024_P001,2024-08-22,-9,9,False,True,True,17.118227005004883,-18.655672994995115,18.655672994995115,1.1433002369402037,ok,,B2_2024_coarse_10
ERK_2024_E01,2024,B2_2024_coarse_3,1,3,2024_segment_1,2024-07-19,14.2628,16.317387499999999,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2024_coarse_3
ERK_2024_E02,2024,B2_2024_coarse_3,1,3,2024_segment_1,2024-08-31,35.773899999999998,16.317387499999999,matched,,15,False,REC_2024_P002,2024-08-23,-8,8,False,True,True,17.174005508422852,-18.599894491577146,18.599894491577146,1.1398818892777502,ok,,B2_2024_coarse_3
ERK_2024_E01,2024,B2_2024_coarse_1,1,1,2024_segment_1,2024-07-19,14.2628,16.317387499999999,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2024_coarse_1
ERK_2024_E02,2024,B2_2024_coarse_1,1,1,2024_segment_1,2024-08-31,35.773899999999998,16.317387499999999,matched,,15,False,REC_2024_P002,2024-08-23,-8,8,False,True,True,17.171621322631836,-18.602278677368162,18.602278677368162,1.140028002483128,ok,,B2_2024_coarse_1
ERK_2024_E01,2024,B2_2024_coarse_0,1,0,2024_segment_1,2024-07-19,14.2628,16.317387499999999,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2024_coarse_0
ERK_2024_E02,2024,B2_2024_coarse_0,1,0,2024_segment_1,2024-08-31,35.773899999999998,16.317387499999999,matched,,15,False,REC_2024_P003,2024-08-21,-10,10,False,True,True,17.495813369750977,-18.278086630249021,18.278086630249021,1.1201601132686849,ok,,B2_2024_coarse_0
ERK_2025_E01,2025,B2_2025_coarse_1000,1,1000,2025_segment_1,2025-03-30,40.746499999999997,29.979275000000001,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2025_coarse_1000
ERK_2025_E02,2025,B2_2025_coarse_1000,1,1000,2025_segment_1,2025-07-14,27.281199999999998,29.979275000000001,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2025_coarse_1000
ERK_2025_E03,2025,B2_2025_coarse_1000,1,1000,2025_segment_1,2025-08-28,37.697400000000002,29.979275000000001,matched,,15,False,REC_2025_P001,2025-08-14,-14,14,False,False,True,28.130449295043945,-9.5669507049560565,9.5669507049560565,0.31911881474638915,ok,,B2_2025_coarse_1000
ERK_2025_E04,2025,B2_2025_coarse_1000,1,1000,2025_segment_1,2025-10-14,83.4709,29.979275000000001,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2025_coarse_1000
ERK_2025_E01,2025,B2_2025_coarse_300,1,300,2025_segment_1,2025-03-30,40.746499999999997,29.979275000000001,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2025_coarse_300
ERK_2025_E02,2025,B2_2025_coarse_300,1,300,2025_segment_1,2025-07-14,27.281199999999998,29.979275000000001,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2025_coarse_300
ERK_2025_E03,2025,B2_2025_coarse_300,1,300,2025_segment_1,2025-08-28,37.697400000000002,29.979275000000001,matched,,15,False,REC_2025_P001,2025-08-14,-14,14,False,False,True,28.168676376342773,-9.5287236236572284,9.5287236236572284,0.3178436978098112,ok,,B2_2025_coarse_300
ERK_2025_E04,2025,B2_2025_coarse_300,1,300,2025_segment_1,2025-10-14,83.4709,29.979275000000001,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2025_coarse_300
ERK_2025_E01,2025,B2_2025_coarse_100,1,100,2025_segment_1,2025-03-30,40.746499999999997,29.979275000000001,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2025_coarse_100
ERK_2025_E02,2025,B2_2025_coarse_100,1,100,2025_segment_1,2025-07-14,27.281199999999998,29.979275000000001,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2025_coarse_100
ERK_2025_E03,2025,B2_2025_coarse_100,1,100,2025_segment_1,2025-08-28,37.697400000000002,29.979275000000001,matched,,15,False,REC_2025_P002,2025-08-17,-11,11,False,False,True,31.015535354614258,-6.681864645385744,6.681864645385744,0.22288279637802261,ok,,B2_2025_coarse_100
ERK_2025_E04,2025,B2_2025_coarse_100,1,100,2025_segment_1,2025-10-14,83.4709,29.979275000000001,matched,,15,False,REC_2025_P003,2025-10-20,6,6,False,True,True,14.586952209472656,-68.883947790527344,68.883947790527344,2.2977189338477113,ok,,B2_2025_coarse_100
ERK_2025_E01,2025,B2_2025_coarse_30,1,30,2025_segment_1,2025-03-30,40.746499999999997,29.979275000000001,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2025_coarse_30
ERK_2025_E02,2025,B2_2025_coarse_30,1,30,2025_segment_1,2025-07-14,27.281199999999998,29.979275000000001,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2025_coarse_30
ERK_2025_E03,2025,B2_2025_coarse_30,1,30,2025_segment_1,2025-08-28,37.697400000000002,29.979275000000001,matched,,15,False,REC_2025_P003,2025-08-15,-13,13,False,False,True,31.010034561157227,-6.6873654388427752,6.6873654388427752,0.22306628291854205,ok,,B2_2025_coarse_30
ERK_2025_E04,2025,B2_2025_coarse_30,1,30,2025_segment_1,2025-10-14,83.4709,29.979275000000001,matched,,15,False,REC_2025_P004,2025-10-22,8,8,False,True,True,14.641657829284668,-68.829242170715332,68.829242170715332,2.2958941525675765,ok,,B2_2025_coarse_30
ERK_2025_E01,2025,B2_2025_coarse_10,1,10,2025_segment_1,2025-03-30,40.746499999999997,29.979275000000001,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2025_coarse_10
ERK_2025_E02,2025,B2_2025_coarse_10,1,10,2025_segment_1,2025-07-14,27.281199999999998,29.979275000000001,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2025_coarse_10
ERK_2025_E03,2025,B2_2025_coarse_10,1,10,2025_segment_1,2025-08-28,37.697400000000002,29.979275000000001,matched,,15,False,REC_2025_P003,2025-08-15,-13,13,False,False,True,31.097257614135742,-6.6001423858642596,6.6001423858642596,0.22015683787764245,ok,,B2_2025_coarse_10
ERK_2025_E04,2025,B2_2025_coarse_10,1,10,2025_segment_1,2025-10-14,83.4709,29.979275000000001,matched,,15,False,REC_2025_P004,2025-10-20,6,6,False,True,True,13.885102272033691,-69.585797727966309,69.585797727966309,2.3211301049797335,ok,,B2_2025_coarse_10
ERK_2025_E01,2025,B2_2025_coarse_3,1,3,2025_segment_1,2025-03-30,40.746499999999997,29.979275000000001,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2025_coarse_3
ERK_2025_E02,2025,B2_2025_coarse_3,1,3,2025_segment_1,2025-07-14,27.281199999999998,29.979275000000001,matched,,15,False,REC_2025_P002,2025-07-04,-10,10,False,True,True,4.8089370727539062,-22.472262927246092,22.472262927246092,0.74959327492896644,ok,,B2_2025_coarse_3
ERK_2025_E03,2025,B2_2025_coarse_3,1,3,2025_segment_1,2025-08-28,37.697400000000002,29.979275000000001,matched,,15,False,REC_2025_P003,2025-08-16,-12,12,False,False,True,30.452993392944336,-7.2444066070556659,7.2444066070556659,0.24164715814694204,ok,,B2_2025_coarse_3
ERK_2025_E04,2025,B2_2025_coarse_3,1,3,2025_segment_1,2025-10-14,83.4709,29.979275000000001,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2025_coarse_3
ERK_2025_E01,2025,B2_2025_coarse_1,1,1,2025_segment_1,2025-03-30,40.746499999999997,29.979275000000001,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2025_coarse_1
ERK_2025_E02,2025,B2_2025_coarse_1,1,1,2025_segment_1,2025-07-14,27.281199999999998,29.979275000000001,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2025_coarse_1
ERK_2025_E03,2025,B2_2025_coarse_1,1,1,2025_segment_1,2025-08-28,37.697400000000002,29.979275000000001,matched,,15,False,REC_2025_P003,2025-08-15,-13,13,False,False,True,28.298702239990234,-9.3986977600097674,9.3986977600097674,0.31350650607827463,ok,,B2_2025_coarse_1
ERK_2025_E04,2025,B2_2025_coarse_1,1,1,2025_segment_1,2025-10-14,83.4709,29.979275000000001,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2025_coarse_1
ERK_2025_E01,2025,B2_2025_coarse_0,1,0,2025_segment_1,2025-03-30,40.746499999999997,29.979275000000001,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2025_coarse_0
ERK_2025_E02,2025,B2_2025_coarse_0,1,0,2025_segment_1,2025-07-14,27.281199999999998,29.979275000000001,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2025_coarse_0
ERK_2025_E03,2025,B2_2025_coarse_0,1,0,2025_segment_1,2025-08-28,37.697400000000002,29.979275000000001,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2025_coarse_0
ERK_2025_E04,2025,B2_2025_coarse_0,1,0,2025_segment_1,2025-10-14,83.4709,29.979275000000001,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,B2_2025_coarse_0
