scenario_id,p_seapar,mapped_coarse_smoothing,date,year,CHLF,common_support,s2_openwater_reference_candidate,common_support_segment_id,prediction
B1_2019_p_seapar_0.0,0,1000,2019-04-17,2019,4.8965100000000001,True,True,2019_segment_1,3.582953929901123
B1_2019_p_seapar_0.0,0,1000,2019-04-18,2019,6.3200000000000003,True,False,2019_segment_1,3.5355081558227539
B1_2019_p_seapar_0.0,0,1000,2019-04-19,2019,4.9500000000000002,True,False,2019_segment_1,3.4879329204559326
B1_2019_p_seapar_0.0,0,1000,2019-04-20,2019,4.0700000000000003,True,False,2019_segment_1,3.4402682781219482
B1_2019_p_seapar_0.0,0,1000,2019-04-21,2019,4.0899999999999999,True,False,2019_segment_1,3.392554759979248
B1_2019_p_seapar_0.0,0,1000,2019-04-22,2019,3.9399999999999999,True,True,2019_segment_1,3.3448317050933838
B1_2019_p_seapar_0.0,0,1000,2019-04-23,2019,4.4000000000000004,True,False,2019_segment_1,3.2971389293670654
B1_2019_p_seapar_0.0,0,1000,2019-04-24,2019,1.9497,True,True,2019_segment_1,3.2495157718658447
B1_2019_p_seapar_0.0,0,1000,2019-04-25,2019,2.1053500000000001,True,False,2019_segment_1,3.2020008563995361
B1_2019_p_seapar_0.0,0,1000,2019-04-26,2019,2.5600100000000001,True,False,2019_segment_1,3.1546323299407959
B1_2019_p_seapar_0.0,0,1000,2019-04-27,2019,2.29786,True,True,2019_segment_1,3.1074483394622803
B1_2019_p_seapar_0.0,0,1000,2019-04-28,2019,2.7156500000000001,True,False,2019_segment_1,3.0604856014251709
B1_2019_p_seapar_0.0,0,1000,2019-04-29,2019,2.8999700000000002,True,True,2019_segment_1,3.0137808322906494
B1_2019_p_seapar_0.0,0,1000,2019-04-30,2019,1.86066,True,False,2019_segment_1,2.9673700332641602
B1_2019_p_seapar_0.0,0,1000,2019-05-01,2019,1.9510099999999999,True,False,2019_segment_1,2.9212877750396729
B1_2019_p_seapar_0.0,0,1000,2019-05-02,2019,1.7898499999999999,True,False,2019_segment_1,2.8755686283111572
B1_2019_p_seapar_0.0,0,1000,2019-05-03,2019,1.63357,True,False,2019_segment_1,2.8302457332611084
B1_2019_p_seapar_0.0,0,1000,2019-05-04,2019,1.5651999999999999,True,False,2019_segment_1,2.7853517532348633
B1_2019_p_seapar_0.0,0,1000,2019-05-05,2019,1.5090399999999999,True,False,2019_segment_1,2.7409186363220215
B1_2019_p_seapar_0.0,0,1000,2019-05-06,2019,1.4016,True,False,2019_segment_1,2.696976900100708
B1_2019_p_seapar_0.0,0,1000,2019-05-07,2019,1.9534499999999999,True,False,2019_segment_1,2.6535565853118896
B1_2019_p_seapar_0.0,0,1000,2019-05-08,2019,1.78077,True,False,2019_segment_1,2.6106867790222168
B1_2019_p_seapar_0.0,0,1000,2019-05-09,2019,1.83473,True,False,2019_segment_1,2.5683953762054443
B1_2019_p_seapar_0.0,0,1000,2019-05-10,2019,1.8851,True,False,2019_segment_1,2.526710033416748
B1_2019_p_seapar_0.0,0,1000,2019-05-11,2019,1.9822299999999999,True,False,2019_segment_1,2.4856572151184082
B1_2019_p_seapar_0.0,0,1000,2019-05-12,2019,1.8275399999999999,True,False,2019_segment_1,2.4452626705169678
B1_2019_p_seapar_0.0,0,1000,2019-05-13,2019,1.88869,True,False,2019_segment_1,2.4055509567260742
B1_2019_p_seapar_0.0,0,1000,2019-05-14,2019,2.04339,True,False,2019_segment_1,2.366546630859375
B1_2019_p_seapar_0.0,0,1000,2019-05-15,2019,2.25204,True,False,2019_segment_1,2.3282732963562012
B1_2019_p_seapar_0.0,0,1000,2019-05-16,2019,2.39235,True,False,2019_segment_1,2.2907540798187256
B1_2019_p_seapar_0.0,0,1000,2019-05-17,2019,2.24125,True,True,2019_segment_1,2.2540111541748047
B1_2019_p_seapar_0.0,0,1000,2019-05-18,2019,2.0182099999999998,True,False,2019_segment_1,2.218066930770874
B1_2019_p_seapar_0.0,0,1000,2019-05-19,2019,1.8203400000000001,True,False,2019_segment_1,2.1829431056976318
B1_2019_p_seapar_0.0,0,1000,2019-05-20,2019,1.6404700000000001,True,False,2019_segment_1,2.1486613750457764
B1_2019_p_seapar_0.0,0,1000,2019-05-21,2019,1.46394,True,False,2019_segment_1,2.1152431964874268
B1_2019_p_seapar_0.0,0,1000,2019-05-22,2019,1.2332099999999999,True,False,2019_segment_1,2.0827102661132812
B1_2019_p_seapar_0.0,0,1000,2019-05-23,2019,0.78368499999999996,True,False,2019_segment_1,2.0510845184326172
B1_2019_p_seapar_0.0,0,1000,2019-05-24,2019,0.62456100000000003,True,False,2019_segment_1,2.0203876495361328
B1_2019_p_seapar_0.0,0,1000,2019-05-25,2019,0.77175099999999996,True,False,2019_segment_1,1.990642786026001
B1_2019_p_seapar_0.0,0,1000,2019-05-26,2019,0.81550999999999996,True,False,2019_segment_1,1.9618731737136841
B1_2019_p_seapar_0.0,0,1000,2019-05-27,2019,0.80755399999999999,True,False,2019_segment_1,1.93410325050354
B1_2019_p_seapar_0.0,0,1000,2019-05-28,2019,1.3580099999999999,True,False,2019_segment_1,1.9073585271835327
B1_2019_p_seapar_0.0,0,1000,2019-05-29,2019,1.14049,True,True,2019_segment_1,1.881665825843811
B1_2019_p_seapar_0.0,0,1000,2019-05-30,2019,1.24631,True,False,2019_segment_1,1.8570537567138672
B1_2019_p_seapar_0.0,0,1000,2019-05-31,2019,1.1992799999999999,True,False,2019_segment_1,1.8335527181625366
B1_2019_p_seapar_0.0,0,1000,2019-06-01,2019,1.3580099999999999,True,False,2019_segment_1,1.8111956119537354
B1_2019_p_seapar_0.0,0,1000,2019-06-02,2019,1.3697699999999999,True,False,2019_segment_1,1.7900176048278809
B1_2019_p_seapar_0.0,0,1000,2019-06-03,2019,1.62256,True,False,2019_segment_1,1.7700569629669189
B1_2019_p_seapar_0.0,0,1000,2019-06-04,2019,1.75545,True,False,2019_segment_1,1.7513551712036133
