date,year,window_size,window_pixel_count,grid_resolution_m,analysis_status,l1c_product_id,l2a_product_id,l1c_failure_reason,l2a_failure_reason,L1C_B4_reflectance_median,L2A_B4_reflectance_median,L1C_minus_L2A_B4_reflectance_median,L1C_B5_reflectance_median,L2A_B5_reflectance_median,L1C_minus_L2A_B5_reflectance_median,L1C_B6_reflectance_median,L2A_B6_reflectance_median,L1C_minus_L2A_B6_reflectance_median,L1C_NDCI_median,L2A_NDCI_median,L1C_minus_L2A_NDCI_median,L1C_MCI_median,L2A_MCI_median,L1C_minus_L2A_MCI_median,comparison_status
2020-07-02,2020,7,49,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200702T100559_N0500_R022_T34VCM_20230530T180855,S2B_MSIL2A_20200702T100559_N0500_R022_T34VCM_20230531T012547,,,0.050575,0.0314,0.019175000000000005,0.0469,0.0329,0.013999999999999999,0.0516,0.0363,0.015300000000000001,-0.035530507228620396,0.025896414342629466,-0.06142692157124986,-0.004608333333333332,-0.0019066666666666676,-0.0027016666666666647,available
2020-07-02,2020,11,121,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200702T100559_N0500_R022_T34VCM_20230530T180855,S2B_MSIL2A_20200702T100559_N0500_R022_T34VCM_20230531T012547,,,0.049925,0.0305,0.019424999999999998,0.0462,0.0317,0.014499999999999999,0.0514,0.0362,0.015199999999999998,-0.036063740564719025,0.025896414342629466,-0.06196015490734849,-0.004385,-0.0014666666666666682,-0.002918333333333332,available
2020-07-12,2020,1,1,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200712T100559_N0500_R022_T34VCM_20230614T001712,S2B_MSIL2A_20200712T100559_N0500_R022_T34VCM_20230614T061252,,,0.0392,0.0187,0.020499999999999997,0.0348,0.0181,0.016699999999999996,0.0307,0.0121,0.018600000000000002,-0.05945945945945948,-0.016304347826086953,-0.043155111633372524,0.00013333333333333253,0.0029200000000000007,-0.002786666666666668,available
2020-07-12,2020,3,9,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200712T100559_N0500_R022_T34VCM_20230614T001712,S2B_MSIL2A_20200712T100559_N0500_R022_T34VCM_20230614T061252,,,0.039075,0.0186,0.020475,0.0349,0.0182,0.0167,0.0309,0.0121,0.0188,-0.05850706119704102,-0.016304347826086953,-0.04220271337095407,0.0002783333333333318,0.0030466666666666663,-0.0027683333333333345,available
2020-07-12,2020,5,25,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200712T100559_N0500_R022_T34VCM_20230614T001712,S2B_MSIL2A_20200712T100559_N0500_R022_T34VCM_20230614T061252,,,0.0392,0.0187,0.020499999999999997,0.0349,0.0182,0.0167,0.031,0.0125,0.0185,-0.05930750771340423,-0.016483516483516477,-0.04282399122988775,4.666666666666708e-05,0.0028666666666666667,-0.0028199999999999996,available
2020-07-12,2020,7,49,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200712T100559_N0500_R022_T34VCM_20230614T001712,S2B_MSIL2A_20200712T100559_N0500_R022_T34VCM_20230614T061252,,,0.039225,0.0187,0.020525,0.035,0.0184,0.016600000000000004,0.0312,0.0127,0.0185,-0.05850706119704102,-0.016304347826086953,-0.04220271337095407,5.833333333333385e-05,0.002859999999999998,-0.002801666666666664,available
2020-07-12,2020,11,121,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200712T100559_N0500_R022_T34VCM_20230614T001712,S2B_MSIL2A_20200712T100559_N0500_R022_T34VCM_20230614T061252,,,0.03935,0.0189,0.020450000000000003,0.0351,0.0185,0.0166,0.0315,0.0129,0.0186,-0.05945945945945948,-0.018469656992084502,-0.04098980246737498,-0.000151666666666668,0.002673333333333333,-0.002825000000000001,available
2020-07-25,2020,1,1,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200725T101559_N0500_R065_T34VCM_20230429T203729,S2B_MSIL2A_20200725T101559_N0500_R065_T34VCM_20230430T175257,,,0.033,0.0145,0.018500000000000003,0.0333,0.0192,0.014100000000000005,0.0282,0.0127,0.0155,0.004524886877828079,0.1394658753709198,-0.13494098849309175,0.0028600000000000014,0.005659999999999998,-0.002799999999999997,available
2020-07-25,2020,3,9,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200725T101559_N0500_R065_T34VCM_20230429T203729,S2B_MSIL2A_20200725T101559_N0500_R065_T34VCM_20230430T175257,,,0.033675,0.0153,0.018374999999999996,0.0329,0.0188,0.014099999999999998,0.0281,0.0127,0.0154,-0.010123734533183278,0.10526315789473686,-0.11538689242792013,0.0020599999999999993,0.004666666666666668,-0.0026066666666666686,available
2020-07-25,2020,5,25,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200725T101559_N0500_R065_T34VCM_20230429T203729,S2B_MSIL2A_20200725T101559_N0500_R065_T34VCM_20230430T175257,,,0.033625,0.0152,0.018425000000000004,0.0326,0.0183,0.014299999999999997,0.028,0.0124,0.015600000000000001,-0.011502782931354328,0.09883720930232559,-0.11033999223367992,0.002036666666666666,0.004660000000000001,-0.002623333333333335,available
2020-07-25,2020,7,49,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200725T101559_N0500_R065_T34VCM_20230429T203729,S2B_MSIL2A_20200725T101559_N0500_R065_T34VCM_20230430T175257,,,0.033625,0.0153,0.018325,0.0326,0.0183,0.014299999999999997,0.0281,0.0126,0.0155,-0.013740458015267144,0.09620991253644318,-0.10995037055171032,0.002036666666666666,0.004599999999999998,-0.0025633333333333324,available
2020-07-25,2020,11,121,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200725T101559_N0500_R065_T34VCM_20230429T203729,S2B_MSIL2A_20200725T101559_N0500_R065_T34VCM_20230430T175257,,,0.033475,0.015,0.018475,0.0326,0.0183,0.014299999999999997,0.028,0.0125,0.0155,-0.011202389843166552,0.10306406685236774,-0.1142664566955343,0.002078333333333335,0.0047733333333333326,-0.0026949999999999977,available
2020-08-01,2020,1,1,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200801T100559_N0500_R022_T34VCM_20230420T124330,S2B_MSIL2A_20200801T100559_N0500_R022_T34VCM_20230421T101210,,,0.032525,0.0131,0.019424999999999998,0.04,0.0271,0.012900000000000002,0.0476,0.0354,0.012200000000000003,0.10306790761806277,0.34825870646766166,-0.24519079884959888,-0.000565000000000003,0.0021066666666666664,-0.0026716666666666694,available
2020-08-01,2020,3,9,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200801T100559_N0500_R022_T34VCM_20230420T124330,S2B_MSIL2A_20200801T100559_N0500_R022_T34VCM_20230421T101210,,,0.0328,0.0134,0.0194,0.0402,0.0273,0.012899999999999998,0.0476,0.0354,0.012200000000000003,0.10820124052377673,0.3548387096774194,-0.24663746915364265,-0.00015833333333332977,0.002939999999999998,-0.003098333333333328,available
2020-08-01,2020,5,25,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200801T100559_N0500_R022_T34VCM_20230420T124330,S2B_MSIL2A_20200801T100559_N0500_R022_T34VCM_20230421T101210,,,0.03335,0.0142,0.019149999999999997,0.042,0.0296,0.012400000000000001,0.0493,0.0376,0.011699999999999995,0.11359159553512801,0.3518123667377399,-0.2382207712026119,-0.0002149999999999999,0.0025933333333333364,-0.0028083333333333363,available
2020-08-01,2020,7,49,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200801T100559_N0500_R022_T34VCM_20230420T124330,S2B_MSIL2A_20200801T100559_N0500_R022_T34VCM_20230421T101210,,,0.032975,0.0137,0.019274999999999997,0.0415,0.029,0.0125,0.0486,0.0366,0.011999999999999997,0.10820124052377673,0.34825870646766166,-0.24005746594388494,-5.0000000000050004e-06,0.0026666666666666644,-0.0026716666666666694,available
2020-08-01,2020,11,121,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200801T100559_N0500_R022_T34VCM_20230420T124330,S2B_MSIL2A_20200801T100559_N0500_R022_T34VCM_20230421T101210,,,0.03175,0.0123,0.019450000000000002,0.0386,0.0254,0.013200000000000003,0.0436,0.0306,0.013000000000000001,0.08916019237883832,0.33333333333333337,-0.24417314095449505,0.0003383333333333363,0.0027733333333333325,-0.002434999999999996,available
2020-08-09,2020,1,1,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2A_MSIL1C_20200809T102031_N0500_R065_T34VCM_20230420T085814,S2A_MSIL2A_20200809T102031_N0500_R065_T34VCM_20230420T170300,,,0.0443,0.0234,0.0209,0.0405,0.0247,0.0158,0.0415,0.0236,0.017900000000000003,-0.04481132075471696,0.027027027027027004,-0.07183834778174396,-0.002306666666666665,0.0011933333333333344,-0.0034999999999999996,available
2020-08-09,2020,3,9,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2A_MSIL1C_20200809T102031_N0500_R065_T34VCM_20230420T085814,S2A_MSIL2A_20200809T102031_N0500_R065_T34VCM_20230420T170300,,,0.043825,0.0228,0.021025000000000002,0.0402,0.0244,0.015799999999999998,0.0411,0.0229,0.018199999999999997,-0.041136430896714996,0.033898305084745776,-0.07503473598146077,-0.0020483333333333326,0.001386666666666668,-0.0034350000000000006,available
2020-08-09,2020,5,25,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2A_MSIL1C_20200809T102031_N0500_R065_T34VCM_20230420T085814,S2A_MSIL2A_20200809T102031_N0500_R065_T34VCM_20230420T170300,,,0.043775,0.0228,0.020975,0.0402,0.0244,0.015799999999999998,0.0407,0.0223,0.0184,-0.04094955489614246,0.03578947368421053,-0.07673902858035299,-0.0018483333333333338,0.0018066666666666648,-0.0036549999999999985,available
2020-08-09,2020,7,49,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2A_MSIL1C_20200809T102031_N0500_R065_T34VCM_20230420T085814,S2A_MSIL2A_20200809T102031_N0500_R065_T34VCM_20230420T170300,,,0.043525,0.0224,0.021125,0.0402,0.0243,0.0159,0.0405,0.0223,0.0182,-0.041136430896714996,0.03578947368421053,-0.07692590458092552,-0.0018933333333333302,0.0017600000000000011,-0.0036533333333333314,available
2020-08-09,2020,11,121,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2A_MSIL1C_20200809T102031_N0500_R065_T34VCM_20230420T085814,S2A_MSIL2A_20200809T102031_N0500_R065_T34VCM_20230420T170300,,,0.04345,0.0224,0.021050000000000003,0.0399,0.024,0.015899999999999997,0.0406,0.0228,0.017799999999999996,-0.04255319148936169,0.03431372549019612,-0.0768669169795578,-0.0020683333333333387,0.0013933333333333367,-0.0034616666666666754,available
2020-08-11,2020,1,1,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200811T100559_N0500_R022_T34VCM_20230520T144508,S2B_MSIL2A_20200811T100559_N0500_R022_T34VCM_20230520T221430,no_valid_pixels_after_qa_in_1x1_window,no_valid_pixels_after_qa_in_1x1_window,,,,,,,,,,,,,,,,unavailable_missing_level_or_valid_metric
2020-08-11,2020,3,9,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200811T100559_N0500_R022_T34VCM_20230520T144508,S2B_MSIL2A_20200811T100559_N0500_R022_T34VCM_20230520T221430,no_valid_pixels_after_qa_in_frozen_3x3_window,no_valid_pixels_after_qa_in_frozen_3x3_window,,,,,,,,,,,,,,,,unavailable_missing_level_or_valid_metric
2020-08-11,2020,5,25,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200811T100559_N0500_R022_T34VCM_20230520T144508,S2B_MSIL2A_20200811T100559_N0500_R022_T34VCM_20230520T221430,no_valid_pixels_after_qa_in_5x5_window,no_valid_pixels_after_qa_in_5x5_window,,,,,,,,,,,,,,,,unavailable_missing_level_or_valid_metric
2020-08-11,2020,7,49,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200811T100559_N0500_R022_T34VCM_20230520T144508,S2B_MSIL2A_20200811T100559_N0500_R022_T34VCM_20230520T221430,no_valid_pixels_after_qa_in_7x7_window,no_valid_pixels_after_qa_in_7x7_window,,,,,,,,,,,,,,,,unavailable_missing_level_or_valid_metric
2020-08-11,2020,11,121,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200811T100559_N0500_R022_T34VCM_20230520T144508,S2B_MSIL2A_20200811T100559_N0500_R022_T34VCM_20230520T221430,no_valid_pixels_after_qa_in_11x11_window,no_valid_pixels_after_qa_in_11x11_window,,,,,,,,,,,,,,,,unavailable_missing_level_or_valid_metric
2020-08-14,2020,1,1,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200814T101559_N0500_R065_T34VCM_20230418T203343,S2B_MSIL2A_20200814T101559_N0500_R065_T34VCM_20230419T055343,,,0.036,0.013,0.023,0.0315,0.0129,0.0186,0.0299,0.0097,0.0202,-0.06666666666666662,-0.0038610038610038377,-0.06280566280566278,-0.0012466666666666668,0.00166,-0.0029066666666666668,available
2020-08-14,2020,3,9,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200814T101559_N0500_R065_T34VCM_20230418T203343,S2B_MSIL2A_20200814T101559_N0500_R065_T34VCM_20230419T055343,,,0.035775,0.0127,0.023075000000000002,0.0316,0.013,0.018600000000000005,0.0312,0.0113,0.0199,-0.060921248142644865,0.015624999999999974,-0.07654624814264484,-0.0016466666666666643,0.0011466666666666656,-0.00279333333333333,available
2020-08-14,2020,5,25,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200814T101559_N0500_R065_T34VCM_20230418T203343,S2B_MSIL2A_20200814T101559_N0500_R065_T34VCM_20230419T055343,,,0.03575,0.0127,0.023049999999999998,0.0313,0.0126,0.0187,0.0315,0.0118,0.019700000000000002,-0.06408345752608056,0.003773584905660355,-0.06785704243174091,-0.002113333333333342,0.00046000000000000034,-0.0025733333333333424,available
2020-08-14,2020,7,49,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200814T101559_N0500_R065_T34VCM_20230418T203343,S2B_MSIL2A_20200814T101559_N0500_R065_T34VCM_20230419T055343,,,0.035675,0.0125,0.023174999999999998,0.0315,0.0129,0.0186,0.0315,0.0117,0.019799999999999998,-0.06351550960118166,0.011764705882352938,-0.0752802154835346,-0.0019966666666666674,0.0007266666666666671,-0.0027233333333333345,available
2020-08-14,2020,11,121,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200814T101559_N0500_R065_T34VCM_20230418T203343,S2B_MSIL2A_20200814T101559_N0500_R065_T34VCM_20230419T055343,,,0.035675,0.0126,0.023075,0.0314,0.0127,0.018699999999999998,0.0317,0.0118,0.0199,-0.06344410876132933,0.008000000000000021,-0.07144410876132935,-0.0021216666666666606,0.0005333333333333336,-0.002654999999999994,available
2020-08-16,2020,1,1,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2A_MSIL1C_20200816T101031_N0500_R022_T34VCM_20230422T024451,S2A_MSIL2A_20200816T101031_N0500_R022_T34VCM_20230422T120802,,,0.030425,0.0092,0.021225,0.0264,0.0094,0.017,0.0239,0.0069,0.017,-0.07083150021997361,0.01075268817204304,-0.08158418839201666,-0.0005450000000000003,0.001426666666666668,-0.0019716666666666684,available
2020-08-16,2020,3,9,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2A_MSIL1C_20200816T101031_N0500_R022_T34VCM_20230422T024451,S2A_MSIL2A_20200816T101031_N0500_R022_T34VCM_20230422T120802,,,0.029975,0.0087,0.021275000000000002,0.0259,0.0088,0.017099999999999997,0.0236,0.0066,0.017,-0.07136404697380305,0.01075268817204304,-0.0821167351458461,-0.0005450000000000003,0.001360000000000001,-0.0019050000000000013,available
2020-08-16,2020,5,25,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2A_MSIL1C_20200816T101031_N0500_R022_T34VCM_20230422T024451,S2A_MSIL2A_20200816T101031_N0500_R022_T34VCM_20230422T120802,,,0.029875,0.0086,0.021275,0.026,0.0089,0.017099999999999997,0.0233,0.0063,0.017,-0.06884057971014489,0.021978021978021938,-0.09081860168816683,-0.00037500000000000033,0.0015666666666666676,-0.001941666666666668,available
2020-08-16,2020,7,49,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2A_MSIL1C_20200816T101031_N0500_R022_T34VCM_20230422T024451,S2A_MSIL2A_20200816T101031_N0500_R022_T34VCM_20230422T120802,,,0.029975,0.0086,0.021375,0.0261,0.0091,0.017,0.0233,0.0063,0.017,-0.06910387873383861,0.021978021978021938,-0.09108190071186055,-0.0003416666666666672,0.001626666666666666,-0.0019683333333333332,available
2020-08-16,2020,11,121,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2A_MSIL1C_20200816T101031_N0500_R022_T34VCM_20230422T024451,S2A_MSIL2A_20200816T101031_N0500_R022_T34VCM_20230422T120802,,,0.0301,0.0088,0.0213,0.0261,0.0091,0.017,0.0233,0.0064,0.016900000000000002,-0.06884057971014489,0.020833333333333294,-0.08967391304347819,-0.00040000000000000105,0.0015599999999999998,-0.001960000000000001,available
2020-08-19,2020,1,1,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2A_MSIL1C_20200819T102031_N0500_R065_T34VCM_20230407T004653,S2A_MSIL2A_20200819T102031_N0500_R065_T34VCM_20230407T111047,,,0.031175,0.0089,0.022275000000000003,0.0271,0.0092,0.0179,0.0259,0.0076,0.0183,-0.06992706992706997,0.016574585635359112,-0.08650165556242909,-0.0012616666666666679,0.000993333333333334,-0.002255000000000002,available
2020-08-19,2020,3,9,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2A_MSIL1C_20200819T102031_N0500_R065_T34VCM_20230407T004653,S2A_MSIL2A_20200819T102031_N0500_R065_T34VCM_20230407T111047,,,0.03115,0.0089,0.02225,0.0269,0.0089,0.018000000000000002,0.0259,0.0076,0.0183,-0.07440860215053763,0.0,-0.07440860215053763,-0.0015383333333333325,0.000693333333333334,-0.0022316666666666665,available
2020-08-19,2020,5,25,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2A_MSIL1C_20200819T102031_N0500_R065_T34VCM_20230407T004653,S2A_MSIL2A_20200819T102031_N0500_R065_T34VCM_20230407T111047,,,0.031075,0.0087,0.022375,0.0266,0.0085,0.018099999999999998,0.0259,0.0075,0.0184,-0.0761245674740484,-0.0057142857142857785,-0.07041028175976262,-0.0015383333333333325,0.00068,-0.0022183333333333326,available
2020-08-19,2020,7,49,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2A_MSIL1C_20200819T102031_N0500_R065_T34VCM_20230407T004653,S2A_MSIL2A_20200819T102031_N0500_R065_T34VCM_20230407T111047,,,0.031,0.0086,0.0224,0.0265,0.0085,0.018,0.0259,0.0075,0.0184,-0.0761245674740484,-0.0057142857142857785,-0.07041028175976262,-0.0016366666666666682,0.0004199999999999985,-0.0020566666666666667,available
2020-08-19,2020,11,121,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2A_MSIL1C_20200819T102031_N0500_R065_T34VCM_20230407T004653,S2A_MSIL2A_20200819T102031_N0500_R065_T34VCM_20230407T111047,,,0.030925,0.0085,0.022425,0.0265,0.0084,0.018099999999999998,0.0258,0.0075,0.0183,-0.07785993910395825,-0.011904761904761934,-0.06595517719919632,-0.0016266666666666652,0.0004866666666666665,-0.0021133333333333316,available
2020-08-21,2020,1,1,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200821T100559_N0500_R022_T34VCM_20230512T135158,S2B_MSIL2A_20200821T100559_N0500_R022_T34VCM_20230512T235511,,,0.03245,0.0088,0.023649999999999997,0.0274,0.0084,0.019000000000000003,0.0245,0.0051,0.0194,-0.08437761069340015,-0.023255813953488434,-0.061121796739911714,-0.0008099999999999982,0.0015733333333333328,-0.002383333333333331,available
2020-08-21,2020,3,9,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200821T100559_N0500_R022_T34VCM_20230512T135158,S2B_MSIL2A_20200821T100559_N0500_R022_T34VCM_20230512T235511,,,0.0323,0.0085,0.0238,0.0273,0.0083,0.019000000000000003,0.0244,0.0048,0.019600000000000003,-0.0837894736842106,-0.017751479289940825,-0.06603799439426977,-0.0006933333333333305,0.0018133333333333335,-0.002506666666666664,available
2020-08-21,2020,5,25,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200821T100559_N0500_R022_T34VCM_20230512T135158,S2B_MSIL2A_20200821T100559_N0500_R022_T34VCM_20230512T235511,,,0.0323,0.0085,0.0238,0.0272,0.0081,0.0191,0.0244,0.0048,0.019600000000000003,-0.08637873754152824,-0.023255813953488434,-0.06312292358803981,-0.0008816666666666695,0.0015666666666666667,-0.002448333333333336,available
2020-08-21,2020,7,49,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200821T100559_N0500_R022_T34VCM_20230512T135158,S2B_MSIL2A_20200821T100559_N0500_R022_T34VCM_20230512T235511,,,0.0323,0.0085,0.0238,0.0271,0.008,0.0191,0.0244,0.0048,0.019600000000000003,-0.08774904620601949,-0.03105590062111804,-0.05669314558490145,-0.001061666666666669,0.00132,-0.002381666666666669,available
2020-08-21,2020,11,121,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200821T100559_N0500_R022_T34VCM_20230512T135158,S2B_MSIL2A_20200821T100559_N0500_R022_T34VCM_20230512T235511,,,0.0324,0.0086,0.023799999999999998,0.027,0.0079,0.0191,0.0244,0.0051,0.0193,-0.0887329756500206,-0.04294478527607368,-0.04578819037394692,-0.001185000000000002,0.0012199999999999997,-0.0024050000000000018,available
2020-08-24,2020,1,1,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200824T101559_N0500_R065_T34VCM_20230418T053500,S2B_MSIL2A_20200824T101559_N0500_R065_T34VCM_20230419T043339,,,0.0355,0.0133,0.022199999999999998,0.0308,0.0128,0.018000000000000002,0.0264,0.0075,0.0189,-0.07088989441930613,-0.019157088122605317,-0.05173280629670081,0.00015333333333333518,0.0025933333333333346,-0.0024399999999999995,available
2020-08-24,2020,3,9,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200824T101559_N0500_R065_T34VCM_20230418T053500,S2B_MSIL2A_20200824T101559_N0500_R065_T34VCM_20230419T043339,,,0.03585,0.0139,0.02195,0.0303,0.0122,0.018099999999999998,0.026,0.0071,0.0189,-0.08510638297872347,-0.06870229007633585,-0.016404092902387618,-0.00019500000000000073,0.001986666666666668,-0.0021816666666666686,available
2020-08-24,2020,5,25,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200824T101559_N0500_R065_T34VCM_20230418T053500,S2B_MSIL2A_20200824T101559_N0500_R065_T34VCM_20230419T043339,,,0.035925,0.014,0.021925,0.0303,0.0122,0.018099999999999998,0.0257,0.0068,0.0189,-0.08266666666666671,-0.058823529411764684,-0.023843137254902023,-7.83333333333365e-05,0.0021266666666666673,-0.002205000000000004,available
2020-08-24,2020,7,49,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200824T101559_N0500_R065_T34VCM_20230418T053500,S2B_MSIL2A_20200824T101559_N0500_R065_T34VCM_20230419T043339,,,0.035975,0.014,0.021975,0.0308,0.0128,0.018000000000000002,0.0257,0.0069,0.0188,-0.07956667911841608,-0.054687500000000014,-0.02487917911841607,0.00010833333333333181,0.0024333333333333325,-0.0023250000000000007,available
2020-08-24,2020,11,121,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2B_MSIL1C_20200824T101559_N0500_R065_T34VCM_20230418T053500,S2B_MSIL2A_20200824T101559_N0500_R065_T34VCM_20230419T043339,,,0.035975,0.0141,0.021875,0.0307,0.0127,0.018000000000000002,0.0257,0.007,0.0187,-0.08066298342541439,-0.05494505494505494,-0.025717928480359455,1.9999999999999185e-05,0.0023133333333333356,-0.0022933333333333365,available
2020-08-26,2020,1,1,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2A_MSIL1C_20200826T101031_N0500_R022_T34VCM_20230412T174525,S2A_MSIL2A_20200826T101031_N0500_R022_T34VCM_20230413T171700,,,0.040925,0.0166,0.024325000000000003,0.0383,0.0176,0.0207,0.0394,0.0171,0.022299999999999997,-0.03313348059324711,0.02923976608187137,-0.06237324667511848,-0.0018116666666666628,0.0007333333333333324,-0.002544999999999995,available
2020-08-26,2020,3,9,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2A_MSIL1C_20200826T101031_N0500_R022_T34VCM_20230412T174525,S2A_MSIL2A_20200826T101031_N0500_R022_T34VCM_20230413T171700,,,0.041075,0.0169,0.024175000000000002,0.0381,0.0173,0.020800000000000003,0.0391,0.0168,0.022300000000000004,-0.03757499210609408,0.01169590643274857,-0.04927089853884265,-0.0016400000000000026,0.0008933333333333328,-0.0025333333333333354,available
2020-08-26,2020,5,25,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2A_MSIL1C_20200826T101031_N0500_R022_T34VCM_20230412T174525,S2A_MSIL2A_20200826T101031_N0500_R022_T34VCM_20230413T171700,,,0.041225,0.017,0.024224999999999997,0.0383,0.0176,0.0207,0.0391,0.0168,0.022300000000000004,-0.033701163137488825,0.02409638554216874,-0.057797548679657564,-0.0013683333333333325,0.001253333333333332,-0.0026216666666666645,available
2020-08-26,2020,7,49,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2A_MSIL1C_20200826T101031_N0500_R022_T34VCM_20230412T174525,S2A_MSIL2A_20200826T101031_N0500_R022_T34VCM_20230413T171700,,,0.041375,0.0173,0.024075000000000003,0.0387,0.018,0.0207,0.0391,0.0168,0.022300000000000004,-0.033138401559454245,0.02409638554216874,-0.05723478710162298,-0.0014216666666666683,0.0011400000000000021,-0.0025616666666666704,available
2020-08-26,2020,11,121,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2A_MSIL1C_20200826T101031_N0500_R022_T34VCM_20230412T174525,S2A_MSIL2A_20200826T101031_N0500_R022_T34VCM_20230413T171700,,,0.041375,0.0173,0.024075000000000003,0.0386,0.018,0.020600000000000004,0.0391,0.0169,0.022200000000000004,-0.03439490445859865,0.02127659574468083,-0.055671500203279475,-0.0015083333333333268,0.0009933333333333356,-0.0025016666666666625,available
2020-09-05,2020,1,1,20,DESCRIPTIVE_NO_SCIENTIFIC_RANKING,S2A_MSIL1C_20200905T101031_N0500_R022_T34VCM_20230313T151754,S2A_MSIL2A_20200905T101031_N0500_R022_T34VCM_20230314T024637,,,0.033825,0.009,0.024825,0.0284,0.0083,0.0201,0.0256,0.0073,0.0183,-0.08718360787464843,-0.0404624277456647,-0.046721180128983734,-0.001038333333333332,0.0002066666666666675,-0.0012449999999999996,available
