product_level,year,window_size,metric,analysis_status,n_records,n_records_with_valid_fraction,n_records_with_spatial_median,n_records_unavailable,n_records_with_any_valid_pixel,mean_valid_pixel_fraction,median_valid_pixel_fraction,median_of_product_medians,mean_of_product_medians,minimum_product_median,maximum_product_median
L1C,2023,7,B5_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,36,36,34,0,34,0.8866213151927438,1.0,0.03665,0.04856176470588235,0.0235,0.2395
L1C,2023,7,B6_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,36,36,34,0,34,0.8866213151927438,1.0,0.03665,0.04628676470588236,0.02,0.2152
L1C,2023,7,NDCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,36,36,34,0,34,0.8866213151927438,1.0,-0.04959244311899673,-0.05178855408081077,-0.09558466763706935,-0.017112093828110016
L1C,2023,7,MCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,36,36,34,0,34,0.8866213151927438,1.0,-0.0007791666666666676,-0.0009178921568627455,-0.004784166666666666,0.00631000000000001
L1C,2024,1,B4_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,41,41,37,0,37,0.9024390243902439,1.0,0.03825,0.040783108108108104,0.02255,0.083775
L1C,2024,1,B5_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,41,41,37,0,37,0.9024390243902439,1.0,0.0347,0.03636486486486487,0.0188,0.0745
L1C,2024,1,B6_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,41,41,37,0,37,0.9024390243902439,1.0,0.0318,0.034827027027027016,0.0185,0.0723
L1C,2024,1,NDCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,41,41,37,0,37,0.9024390243902439,1.0,-0.058600537039962125,-0.05989236379034332,-0.11370262390670557,-0.008067940552016982
L1C,2024,1,MCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,41,41,37,0,37,0.9024390243902439,1.0,-0.0013749999999999943,-0.0012416666666666667,-0.003331666666666667,0.0019216666666666687
L1C,2024,11,B4_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,41,41,39,0,39,0.89860915138077,1.0,0.038225,0.04183525641025641,0.022775,0.1018
L1C,2024,11,B5_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,41,41,39,0,39,0.89860915138077,1.0,0.0348,0.037399999999999996,0.0192,0.09040000000000001
L1C,2024,11,B6_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,41,41,39,0,39,0.89860915138077,1.0,0.0322,0.0359576923076923,0.0184,0.0895
L1C,2024,11,NDCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,41,41,39,0,39,0.89860915138077,1.0,-0.05926979611190137,-0.05808483189673941,-0.10222729868646487,0.0014852535539995298
L1C,2024,11,MCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,41,41,39,0,39,0.89860915138077,1.0,-0.0010550000000000039,-0.0012561965811965813,-0.0033933333333333385,0.0006816666666666638
L1C,2024,3,B4_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,41,41,38,0,38,0.9078590785907859,1.0,0.038724999999999996,0.041996710526315796,0.022825,0.095925
L1C,2024,3,B5_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,41,41,38,0,38,0.9078590785907859,1.0,0.0349,0.037621052631578944,0.0192,0.0889
L1C,2024,3,B6_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,41,41,38,0,38,0.9078590785907859,1.0,0.032600000000000004,0.036096052631578945,0.0184,0.08785
L1C,2024,3,NDCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,41,41,38,0,38,0.9078590785907859,1.0,-0.05827871978774252,-0.0587365202439881,-0.1078486730660644,-0.0019128586609989035
L1C,2024,3,MCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,41,41,38,0,38,0.9078590785907859,1.0,-0.0013208333333333318,-0.0013281578947368416,-0.0030366666666666667,0.0010550000000000004
L1C,2024,5,B4_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,41,41,38,0,38,0.9082926829268293,1.0,0.038625,0.04185328947368422,0.022725,0.091525
L1C,2024,5,B5_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,41,41,38,0,38,0.9082926829268293,1.0,0.03475,0.03744078947368421,0.0192,0.08385000000000001
L1C,2024,5,B6_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,41,41,38,0,38,0.9082926829268293,1.0,0.03265,0.03600263157894737,0.0184,0.08299999999999999
L1C,2024,5,NDCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,41,41,38,0,38,0.9082926829268293,1.0,-0.05926366192979343,-0.05890720046811947,-0.10738255033557051,0.0
L1C,2024,5,MCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,41,41,38,0,38,0.9082926829268293,1.0,-0.0011999999999999997,-0.0012934210526315791,-0.0033033333333333317,0.0007333333333333289
L1C,2024,7,B4_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,41,41,38,0,38,0.9044300647088103,1.0,0.038625,0.04203717105263158,0.02275,0.1014625
L1C,2024,7,B5_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,41,41,38,0,38,0.9044300647088103,1.0,0.03475,0.0376078947368421,0.0192,0.0915
L1C,2024,7,B6_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,41,41,38,0,38,0.9044300647088103,1.0,0.03275,0.036153947368421056,0.0184,0.08985
L1C,2024,7,NDCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,41,41,38,0,38,0.9044300647088103,1.0,-0.059485552059543756,-0.058559222030494684,-0.10229526778124112,0.0004224757076468224
L1C,2024,7,MCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,41,41,38,0,38,0.9044300647088103,1.0,-0.0010841666666666656,-0.0012845394736842105,-0.0033566666666666675,0.0006933333333333305
L1C,2025,1,B4_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,53,53,48,0,48,0.9056603773584906,1.0,0.0397,0.04747395833333332,0.02785,0.1234
L1C,2025,1,B5_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,53,53,48,0,48,0.9056603773584906,1.0,0.03685,0.04365625,0.0234,0.1356
L1C,2025,1,B6_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,53,53,48,0,48,0.9056603773584906,1.0,0.033949999999999994,0.042147916666666674,0.0217,0.1686
L1C,2025,1,NDCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,53,53,48,0,48,0.9056603773584906,1.0,-0.059089794378071686,-0.050750218513625045,-0.10191082802547771,0.04710424710424711
L1C,2025,1,MCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,53,53,48,0,48,0.9056603773584906,1.0,-0.000986666666666667,-0.0009771527777777777,-0.011906666666666677,0.007821666666666671
L1C,2025,11,B4_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,53,53,49,0,49,0.8864805863090597,1.0,0.039175,0.04692040816326531,0.0278,0.1305625
L1C,2025,11,B5_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,53,53,49,0,49,0.8864805863090597,1.0,0.0351,0.04285,0.0235,0.1354
L1C,2025,11,B6_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,53,53,49,0,49,0.8864805863090597,1.0,0.0331,0.04134285714285714,0.0218,0.1612
L1C,2025,11,NDCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,53,53,49,0,49,0.8864805863090597,1.0,-0.056561085972850644,-0.05210977256349941,-0.0889443059019119,0.04072948328267476
L1C,2025,11,MCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,53,53,49,0,49,0.8864805863090597,1.0,-0.0005700000000000011,-0.0011308843537414957,-0.012168333333333337,0.006399999999999996
L1C,2025,3,B4_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,53,53,48,0,48,0.9056603773584906,1.0,0.0396875,0.04720833333333333,0.02785,0.12705
L1C,2025,3,B5_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,53,53,48,0,48,0.9056603773584906,1.0,0.0365,0.04328958333333333,0.0235,0.1348
L1C,2025,3,B6_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,53,53,48,0,48,0.9056603773584906,1.0,0.0343,0.041897916666666674,0.0214,0.1656
L1C,2025,3,NDCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,53,53,48,0,48,0.9056603773584906,1.0,-0.05696648416599236,-0.05212111881999946,-0.08940527766837342,0.04174830444611907
L1C,2025,3,MCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,53,53,48,0,48,0.9056603773584906,1.0,-0.0008149999999999998,-0.0011126388888888894,-0.013065000000000021,0.007528333333333331
L1C,2025,5,B4_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,53,53,48,0,48,0.8988679245283019,1.0,0.0393,0.04735442708333334,0.027725,0.1306
L1C,2025,5,B5_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,53,53,48,0,48,0.8988679245283019,1.0,0.0358,0.04326666666666667,0.0235,0.1352
L1C,2025,5,B6_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,53,53,48,0,48,0.8988679245283019,1.0,0.03405,0.04179375,0.0217,0.1626
L1C,2025,5,NDCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,53,53,48,0,48,0.8988679245283019,1.0,-0.057507383516555856,-0.05258702190099577,-0.08940527766837342,0.04078847611827139
L1C,2025,5,MCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,53,53,48,0,48,0.8988679245283019,1.0,-0.0008966666666666654,-0.0011164409722222224,-0.012406666666666677,0.007195
L1C,2025,7,B4_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,53,53,48,0,48,0.8933384674624567,1.0,0.039375,0.04738880208333333,0.027825,0.1336625
L1C,2025,7,B5_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,53,53,48,0,48,0.8933384674624567,1.0,0.035750000000000004,0.04326458333333333,0.0235,0.13624999999999998
L1C,2025,7,B6_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,53,53,48,0,48,0.8933384674624567,1.0,0.0338,0.04187812500000001,0.0216,0.1661
L1C,2025,7,NDCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,53,53,48,0,48,0.8933384674624567,1.0,-0.05761614967025566,-0.05236810287223479,-0.08917197452229302,0.04098735334450714
L1C,2025,7,MCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,53,53,48,0,48,0.8933384674624567,1.0,-0.0008958333333333388,-0.001137621527777778,-0.012230833333333316,0.007069999999999993
L2A,2019,1,B4_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,35,35,33,0,33,0.9428571428571428,1.0,0.0139,0.023242424242424238,0.0025,0.1238
L2A,2019,1,B5_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,35,35,33,0,33,0.9428571428571428,1.0,0.0155,0.024236363636363636,0.0015,0.1197
L2A,2019,1,B6_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,35,35,33,0,33,0.9428571428571428,1.0,0.0116,0.02223939393939394,0.0006,0.1346
L2A,2019,1,NDCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,35,35,33,0,33,0.9428571428571428,1.0,0.036144578313253004,0.009657839985902028,-0.28834355828220865,0.22666666666666668
L2A,2019,1,MCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,35,35,33,0,33,0.9428571428571428,1.0,0.0007266666666666671,0.0015288888888888895,-0.0020866666666666672,0.009946666666666666
L2A,2019,11,B4_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,35,35,34,0,34,0.9357733175914993,1.0,0.01395,0.021797058823529412,0.0031,0.1042
L2A,2019,11,B5_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,35,35,34,0,34,0.9357733175914993,1.0,0.0157,0.023136764705882353,0.0018,0.1196
L2A,2019,11,B6_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,35,35,34,0,34,0.9357733175914993,1.0,0.013049999999999999,0.02124264705882353,0.0005,0.1357
L2A,2019,11,NDCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,35,35,34,0,34,0.9357733175914993,1.0,0.014608713607268172,0.012101155221191628,-0.2558139534883721,0.16916488222698073
L2A,2019,11,MCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,35,35,34,0,34,0.9357733175914993,1.0,0.0008200000000000004,0.0016156862745098043,-0.0012466666666666598,0.00936
L2A,2019,3,B4_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,35,35,33,0,33,0.9396825396825396,1.0,0.0137,0.02305757575757576,0.0032,0.1162
L2A,2019,3,B5_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,35,35,33,0,33,0.9396825396825396,1.0,0.0153,0.023998484848484845,0.0018,0.1197
L2A,2019,3,B6_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,35,35,33,0,33,0.9396825396825396,1.0,0.0118,0.02239848484848485,0.0003,0.1362
L2A,2019,3,NDCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,35,35,33,0,33,0.9396825396825396,1.0,0.028248587570621493,0.015800268484710018,-0.18518518518518517,0.16738197424892698
L2A,2019,3,MCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,35,35,33,0,33,0.9396825396825396,1.0,0.0008000000000000021,0.001478282828282828,-0.001926666666666666,0.009080000000000001
L2A,2019,5,B4_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,35,35,33,0,33,0.9348571428571428,1.0,0.0131,0.022378787878787876,0.0032,0.1068
L2A,2019,5,B5_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,35,35,33,0,33,0.9348571428571428,1.0,0.015,0.023733333333333332,0.0018,0.1223
L2A,2019,5,B6_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,35,35,33,0,33,0.9348571428571428,1.0,0.0121,0.02205909090909091,0.0003,0.1365
L2A,2019,5,NDCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,35,35,33,0,33,0.9348571428571428,1.0,0.017142857142857137,0.010499240530492697,-0.25,0.16770186335403728
L2A,2019,5,MCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,35,35,33,0,33,0.9348571428571428,1.0,0.0006866666666666653,0.0014729292929292928,-0.002066666666666668,0.008846666666666666
L2A,2019,7,B4_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,35,35,33,0,33,0.9329446064139942,1.0,0.0132,0.021812121212121213,0.003,0.1068
L2A,2019,7,B5_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,35,35,33,0,33,0.9329446064139942,1.0,0.0148,0.02314393939393939,0.0018,0.122
L2A,2019,7,B6_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,35,35,33,0,33,0.9329446064139942,1.0,0.0122,0.021521212121212118,0.0005,0.1371
L2A,2019,7,NDCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,35,35,33,0,33,0.9329446064139942,1.0,0.012818656550738897,0.010710584500927343,-0.25000000000000006,0.16803278688524598
L2A,2019,7,MCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,35,35,33,0,33,0.9329446064139942,1.0,0.0007133333333333332,0.0014624242424242425,-0.0017000000000000001,0.00926666666666667
L2A,2020,1,B4_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,56,56,53,0,53,0.9464285714285714,1.0,0.0127,0.015277358490566037,0.0006,0.0743
L2A,2020,1,B5_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,56,56,53,0,53,0.9464285714285714,1.0,0.0119,0.015137735849056602,-0.0002,0.0776
L2A,2020,1,B6_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,56,56,53,0,53,0.9464285714285714,1.0,0.0096,0.013520754716981132,-0.0013,0.0756
L2A,2020,1,NDCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,56,56,53,0,53,0.9464285714285714,1.0,-0.016304347826086953,-0.04319616788803901,-1.153846153846154,0.47826086956521735
L2A,2020,1,MCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,56,56,53,0,53,0.9464285714285714,1.0,0.0006333333333333332,0.0007972327044025153,-0.004533333333333335,0.005659999999999998
L2A,2020,11,B4_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,56,56,54,0,54,0.9479043683589138,1.0,0.01145,0.014263888888888888,0.0015,0.06625
L2A,2020,11,B5_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,56,56,54,0,54,0.9479043683589138,1.0,0.0112,0.013962962962962963,-0.0001,0.069
L2A,2020,11,B6_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,56,56,54,0,54,0.9479043683589138,1.0,0.00955,0.01263888888888889,-0.0014,0.07395
L2A,2020,11,NDCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,56,56,54,0,54,0.944952774498229,1.0,-0.023792197291287613,-0.054239743181372826,-1.0,0.33333333333333337
L2A,2020,11,MCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,56,56,54,0,54,0.9479043683589138,1.0,0.00025333333333333284,0.000618395061728395,-0.001826666666666664,0.0047733333333333326
L2A,2020,3,B4_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,56,56,53,0,53,0.9464285714285714,1.0,0.0129,0.015445283018867925,0.0015,0.0776
L2A,2020,3,B5_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,56,56,53,0,53,0.9464285714285714,1.0,0.0121,0.015160377358490565,-0.0002,0.0791
L2A,2020,3,B6_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,56,56,53,0,53,0.9464285714285714,1.0,0.0095,0.013554716981132076,-0.0019,0.0756
L2A,2020,3,NDCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,56,56,53,0,53,0.9464285714285714,1.0,-0.013605442176870744,-0.06096605804439535,-1.153846153846154,0.3548387096774194
L2A,2020,3,MCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,56,56,53,0,53,0.9464285714285714,1.0,0.000693333333333334,0.0007748427672955975,-0.002919999999999999,0.004666666666666668
L2A,2020,5,B4_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,56,56,53,0,53,0.9464285714285714,1.0,0.0127,0.015205660377358491,0.0014,0.0767
L2A,2020,5,B5_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,56,56,53,0,53,0.9464285714285714,1.0,0.0118,0.015050943396226415,-0.0001,0.0776
L2A,2020,5,B6_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,56,56,53,0,53,0.9464285714285714,1.0,0.0096,0.013432075471698115,-0.0017,0.0752
L2A,2020,5,NDCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,56,56,53,0,53,0.9435714285714286,1.0,-0.016483516483516477,-0.05066778146356566,-1.0689655172413792,0.3518123667377399
L2A,2020,5,MCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,56,56,53,0,53,0.9464285714285714,1.0,0.000493333333333333,0.0007444025157232704,-0.0016666666666666653,0.004660000000000001
L2A,2020,7,B4_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,56,56,54,0,54,0.9478862973760932,1.0,0.0122,0.014628703703703705,0.0015,0.067
L2A,2020,7,B5_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,56,56,54,0,54,0.9478862973760932,1.0,0.0115,0.01451111111111111,-0.0001,0.074
L2A,2020,7,B6_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,56,56,54,0,54,0.9478862973760932,1.0,0.00945,0.01301388888888889,-0.0014,0.0756
L2A,2020,7,NDCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,56,56,54,0,54,0.9442419825072886,1.0,-0.019484213520432333,-0.05070801619322355,-1.026315789473684,0.34825870646766166
L2A,2020,7,MCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,56,56,54,0,54,0.9478862973760932,1.0,0.00037666666666666664,0.000692037037037037,-0.0019066666666666676,0.004599999999999998
L2A,2021,1,B4_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,48,48,47,0,47,0.9791666666666666,1.0,0.0128,0.020610638297872342,0.0041,0.1169
L2A,2021,1,B5_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,48,48,47,0,47,0.9791666666666666,1.0,0.0122,0.020225531914893617,0.0005,0.1209
L2A,2021,1,B6_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,48,48,47,0,47,0.9791666666666666,1.0,0.0118,0.019617021276595745,-0.0022,0.1191
L2A,2021,1,NDCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,48,48,47,0,47,0.9791666666666666,1.0,-0.015075376884422106,-0.06167276862938962,-0.7872340425531915,0.221556886227545
L2A,2021,1,MCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,48,48,47,0,47,0.9791666666666666,1.0,0.0003933333333333332,0.0001448226950354609,-0.01034666666666667,0.004393333333333334
L2A,2021,11,B4_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,48,48,47,0,47,0.9628099173553718,1.0,0.0129,0.0204936170212766,0.004,0.11499999999999999
L2A,2021,11,B5_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,48,48,47,0,47,0.9628099173553718,1.0,0.0123,0.02048085106382979,0.0006,0.1258
L2A,2021,11,B6_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,48,48,47,0,47,0.9628099173553718,1.0,0.0116,0.019601063829787237,-0.0017,0.14685
L2A,2021,11,NDCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,48,48,47,0,47,0.9626377410468319,1.0,-0.02405498281786939,-0.053372966819752655,-0.7368421052631579,0.12941176470588228
L2A,2021,11,MCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,48,48,47,0,47,0.9628099173553718,1.0,0.00041333333333333413,0.0004177304964539008,-0.0028799999999999937,0.0039
L2A,2021,3,B4_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,48,48,47,0,47,0.9768518518518517,1.0,0.0127,0.020163829787234043,0.004,0.0985
L2A,2021,3,B5_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,48,48,47,0,47,0.9768518518518517,1.0,0.0122,0.02027340425531915,0.0006,0.11035
L2A,2021,3,B6_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,48,48,47,0,47,0.9768518518518517,1.0,0.0113,0.019163829787234042,-0.0018,0.1221
L2A,2021,3,NDCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,48,48,47,0,47,0.9768518518518517,1.0,-0.02046035805626595,-0.053805665514962984,-0.7333333333333334,0.12941176470588228
L2A,2021,3,MCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,48,48,47,0,47,0.9768518518518517,1.0,0.0004533333333333351,0.0003626950354609935,-0.007846666666666668,0.003713333333333334
L2A,2021,5,B4_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,48,48,47,0,47,0.9775,1.0,0.0129,0.02045425531914894,0.0039,0.1206
L2A,2021,5,B5_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,48,48,47,0,47,0.9775,1.0,0.0117,0.020263829787234042,0.0006,0.12755
L2A,2021,5,B6_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,48,48,47,0,47,0.9775,1.0,0.0111,0.019254255319148934,-0.0017,0.12990000000000002
L2A,2021,5,NDCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,48,48,47,0,47,0.9775,1.0,-0.030303030303030297,-0.052779683486413875,-0.6923076923076924,0.12048192771084332
L2A,2021,5,MCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,48,48,47,0,47,0.9775,1.0,0.00032666666666666695,0.000401914893617021,-0.004506666666666659,0.0037933333333333343
L2A,2021,7,B4_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,48,48,47,0,47,0.9727891156462585,1.0,0.013,0.02032659574468085,0.004,0.11605
L2A,2021,7,B5_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,48,48,47,0,47,0.9727891156462585,1.0,0.012,0.020218085106382983,0.0006,0.12445
L2A,2021,7,B6_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,48,48,47,0,47,0.9727891156462585,1.0,0.0116,0.0194063829787234,-0.0017,0.143
L2A,2021,7,NDCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,48,48,47,0,47,0.9727891156462585,1.0,-0.028037383177570086,-0.054029236832254274,-0.7435897435897436,0.1234567901234568
L2A,2021,7,MCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,48,48,47,0,47,0.9727891156462585,1.0,0.00036000000000000615,0.0004058156028368792,-0.004326666666666673,0.0038199999999999987
L2A,2022,1,B4_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,38,38,36,0,36,0.9473684210526315,1.0,0.012,0.03217777777777778,-0.0003,0.2531
L2A,2022,1,B5_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,38,38,36,0,36,0.9473684210526315,1.0,0.010350000000000002,0.03158888888888889,-0.004,0.2592
L2A,2022,1,B6_reflectance,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,38,38,36,0,36,0.9473684210526315,1.0,0.00865,0.028547222222222217,-0.0034,0.2353
L2A,2022,1,NDCI,SECONDARY_EXPLORATORY_PRIMARY_3X3_UNCHANGED,38,38,34,0,34,0.8947368421052632,1.0,-0.02672352523098789,-0.08529863802929019,-1.6666666666666665,0.0985915492957746
