method,product_id,acolite_scene_id,linked_l1c_product_id,source_relative_path,target_id,target_role,target_latitude,target_longitude,coordinate_provenance,field_date,acquisition_date,year,sensing_datetime_utc,platform,tile_id,relative_orbit,processing_baseline,radiometry_processing_baseline,radiometry_processing_baseline_source,generation_time_utc,grid_resolution_m,window_size,window_pixel_count,support_detail,support_pixel_count,polygon_total_pixel_count,polygon_bbox_rows,polygon_bbox_cols,polygon_enclosing_window_size,polygon_coordinate_path,target_row,target_col,target_inside_raster,eligibility_rule_id,minimum_valid_pixels,minimum_valid_fraction,required_qa_complete,required_qa_incomplete_families,native_qa_incomplete,native_qa_incomplete_families,extraction_successful,observation_available,failure_reason,MCI_valid_pixel_count,MCI_valid_pixel_fraction,MCI_median,MCI_mean,MCI_SD,MCI_IQR,MCI_min,MCI_max,NDCI_valid_pixel_count,NDCI_valid_pixel_fraction,NDCI_median,NDCI_mean,NDCI_SD,NDCI_IQR,NDCI_min,NDCI_max,common_B456_valid_count,B4_reflectance_median,B5_reflectance_median,B6_reflectance_median,qa_whole_window_count_pixel_basis,qa_in_support_count_pixel_basis,qa_support_is_whole_read_window,qa_layer_counts_may_overlap,qa_common_hard_invalid_count_in_support,qa_common_hard_invalid_fraction_in_support,qa_scl_not_water_count_in_support,qa_opaque_cloud_count_in_support,qa_cirrus_count_in_support,qa_snow_ice_count_in_support,qa_B04_hard_invalid_count_in_support,qa_B05_hard_invalid_count_in_support,qa_B06_hard_invalid_count_in_support,qa_acolite_hard_invalid_count_in_support,qa_acolite_hard_invalid_fraction_in_support,mci_observation_eligible,mci_observation_status,ndci_observation_eligible,ndci_observation_status,polygon_observation_eligible,polygon_observation_status,eligibility_rule
ACOLITE,S2A_MSI_2020_07_23_10_35_22_T33UVB,S2A_MSI_2020_07_23_10_35_22_T33UVB,S2A_MSIL1C_20200723T103031_N0500_R108_T33UVB_20230504T051622,S2A_MSIL1C_20200723T103031_N0500_R108_T33UVB_20230504T051622/acolite,vombsjon_fixed_pelagic_hull_v1.1,field_sampling_polygon,55.67640271890664,13.607790548275048,fixed_pelagic_polygon_identical_for_all_dates,2020-07-23,2020-07-23,2020,2020-07-23T10:30:31Z,S2A,T33UVB,108,N0500,,,2023-05-04T05:16:22Z,20,33,1089,polygon_pixel_centre_inclusion_polygon_metric_crs_matches_raster_crs,615,615,28,32,33,polygon_metric_crs_matches_raster_crs,588,602,True,vombsjon_polygon_minfrac_two_thirds_v1.1,,0.6666666666666666,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,1089,615,False,True,,,,,,,,,,615,1.0,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,minimum_valid_fraction
ACOLITE,S2B_MSI_2020_07_28_10_35_20_T33UVB,S2B_MSI_2020_07_28_10_35_20_T33UVB,S2B_MSIL1C_20200728T102559_N0500_R108_T33UVB_20230504T070434,S2B_MSIL1C_20200728T102559_N0500_R108_T33UVB_20230504T070434/acolite,vombsjon_fixed_pelagic_hull_v1.1,field_sampling_polygon,55.67640271890664,13.607790548275048,fixed_pelagic_polygon_identical_for_all_dates,2020-07-28,2020-07-28,2020,2020-07-28T10:25:59Z,S2B,T33UVB,108,N0500,,,2023-05-04T07:04:34Z,20,33,1089,polygon_pixel_centre_inclusion_polygon_metric_crs_matches_raster_crs,615,615,28,32,33,polygon_metric_crs_matches_raster_crs,588,602,True,vombsjon_polygon_minfrac_two_thirds_v1.1,,0.6666666666666666,True,,,,True,True,,70,0.11382113821138211,-6.850957870483537e-05,-6.898389508326861e-05,0.0011238228847188674,0.0012308639163772271,-0.0034286761035521827,0.0037489552050828934,70,0.11382113821138211,-0.016564776930255536,-0.017319778375808326,0.02840997465398219,0.03931035398630159,-0.07981829397046458,0.04539267222070898,70,0.02469659224152565,0.023628062568604946,0.0230860598385334,1089,615,False,True,,,,,,,,,,545,0.8861788617886179,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,minimum_valid_fraction
ACOLITE,S2A_MSI_2020_08_19_10_25_28_T33UVB,S2A_MSI_2020_08_19_10_25_28_T33UVB,S2A_MSIL1C_20200819T102031_N0500_R065_T33UVB_20230407T004653,S2A_MSIL1C_20200819T102031_N0500_R065_T33UVB_20230407T004653/acolite,vombsjon_fixed_pelagic_hull_v1.1,field_sampling_polygon,55.67640271890664,13.607790548275048,fixed_pelagic_polygon_identical_for_all_dates,2020-08-19,2020-08-19,2020,2020-08-19T10:20:31Z,S2A,T33UVB,65,N0500,,,2023-04-07T00:46:53Z,20,33,1089,polygon_pixel_centre_inclusion_polygon_metric_crs_matches_raster_crs,615,615,28,32,33,polygon_metric_crs_matches_raster_crs,588,602,True,vombsjon_polygon_minfrac_two_thirds_v1.1,,0.6666666666666666,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,1089,615,False,True,,,,,,,,,,615,1.0,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,minimum_valid_fraction
ACOLITE,S2A_MSI_2020_09_11_10_35_21_T33UVB,S2A_MSI_2020_09_11_10_35_21_T33UVB,S2A_MSIL1C_20200911T103031_N0500_R108_T33UVB_20230417T010553,S2A_MSIL1C_20200911T103031_N0500_R108_T33UVB_20230417T010553/acolite,vombsjon_fixed_pelagic_hull_v1.1,field_sampling_polygon,55.67640271890664,13.607790548275048,fixed_pelagic_polygon_identical_for_all_dates,2020-09-11,2020-09-11,2020,2020-09-11T10:30:31Z,S2A,T33UVB,108,N0500,,,2023-04-17T01:05:53Z,20,33,1089,polygon_pixel_centre_inclusion_polygon_metric_crs_matches_raster_crs,615,615,28,32,33,polygon_metric_crs_matches_raster_crs,588,602,True,vombsjon_polygon_minfrac_two_thirds_v1.1,,0.6666666666666666,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,1089,615,False,True,,,,,,,,,,615,1.0,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,minimum_valid_fraction
ACOLITE,S2B_MSI_2020_09_16_10_35_19_T33UVB,S2B_MSI_2020_09_16_10_35_19_T33UVB,S2B_MSIL1C_20200916T102649_N0500_R108_T33UVB_20230413T093804,S2B_MSIL1C_20200916T102649_N0500_R108_T33UVB_20230413T093804/acolite,vombsjon_fixed_pelagic_hull_v1.1,field_sampling_polygon,55.67640271890664,13.607790548275048,fixed_pelagic_polygon_identical_for_all_dates,2020-09-16,2020-09-16,2020,2020-09-16T10:26:49Z,S2B,T33UVB,108,N0500,,,2023-04-13T09:38:04Z,20,33,1089,polygon_pixel_centre_inclusion_polygon_metric_crs_matches_raster_crs,615,615,28,32,33,polygon_metric_crs_matches_raster_crs,588,602,True,vombsjon_polygon_minfrac_two_thirds_v1.1,,0.6666666666666666,True,,,,True,True,,615,1.0,0.0011207591742277145,0.0010613118901566115,0.0009512259470747813,0.0012990635819733164,-0.001802417201300463,0.003856408968567848,615,1.0,0.08532617012491663,0.08454070438223435,0.03039621964825539,0.04158618801886965,-0.004987483789563464,0.16843167063716005,615,0.01444257888942957,0.01702689565718174,0.01733735203742981,1089,615,False,True,,,,,,,,,,0,0.0,True,eligible_at_least_0.666667_valid_fraction,True,eligible_at_least_0.666667_valid_fraction,True,eligible_at_least_0.666667_valid_fraction,minimum_valid_fraction
ACOLITE,S2B_MSI_2020_09_23_10_25_25_T33UVB,S2B_MSI_2020_09_23_10_25_25_T33UVB,S2B_MSIL1C_20200923T101649_N0500_R065_T33UVB_20230425T040337,S2B_MSIL1C_20200923T101649_N0500_R065_T33UVB_20230425T040337/acolite,vombsjon_fixed_pelagic_hull_v1.1,field_sampling_polygon,55.67640271890664,13.607790548275048,fixed_pelagic_polygon_identical_for_all_dates,2020-09-23,2020-09-23,2020,2020-09-23T10:16:49Z,S2B,T33UVB,65,N0500,,,2023-04-25T04:03:37Z,20,33,1089,polygon_pixel_centre_inclusion_polygon_metric_crs_matches_raster_crs,615,615,28,32,33,polygon_metric_crs_matches_raster_crs,588,602,True,vombsjon_polygon_minfrac_two_thirds_v1.1,,0.6666666666666666,True,,,,True,True,,615,1.0,0.0032787570108969988,0.0033144073005573864,0.0011972106232788816,0.0016018799816568691,-0.0005305539816617966,0.006935364007949828,615,1.0,0.13945712291946655,0.1400585873284105,0.03254124915781012,0.044417856841625386,0.03867939943201427,0.2313128466095489,615,0.018225111067295074,0.023965930566191673,0.02306145802140236,1089,615,False,True,,,,,,,,,,0,0.0,True,eligible_at_least_0.666667_valid_fraction,True,eligible_at_least_0.666667_valid_fraction,True,eligible_at_least_0.666667_valid_fraction,minimum_valid_fraction
ACOLITE,S2A_MSI_2020_10_08_10_25_29_T33UVB,S2A_MSI_2020_10_08_10_25_29_T33UVB,S2A_MSIL1C_20201008T102031_N0500_R065_T33UVB_20230415T070308,S2A_MSIL1C_20201008T102031_N0500_R065_T33UVB_20230415T070308/acolite,vombsjon_fixed_pelagic_hull_v1.1,field_sampling_polygon,55.67640271890664,13.607790548275048,fixed_pelagic_polygon_identical_for_all_dates,2020-10-08,2020-10-08,2020,2020-10-08T10:20:31Z,S2A,T33UVB,65,N0500,,,2023-04-15T07:03:08Z,20,33,1089,polygon_pixel_centre_inclusion_polygon_metric_crs_matches_raster_crs,615,615,28,32,33,polygon_metric_crs_matches_raster_crs,588,602,True,vombsjon_polygon_minfrac_two_thirds_v1.1,,0.6666666666666666,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,1089,615,False,True,,,,,,,,,,615,1.0,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,minimum_valid_fraction
ACOLITE,S2B_MSI_2020_10_16_10_35_21_T33UVB,S2B_MSI_2020_10_16_10_35_21_T33UVB,S2B_MSIL1C_20201016T102929_N0500_R108_T33UVB_20230307T184829,S2B_MSIL1C_20201016T102929_N0500_R108_T33UVB_20230307T184829/acolite,vombsjon_fixed_pelagic_hull_v1.1,field_sampling_polygon,55.67640271890664,13.607790548275048,fixed_pelagic_polygon_identical_for_all_dates,2020-10-16,2020-10-16,2020,2020-10-16T10:29:29Z,S2B,T33UVB,108,N0500,,,2023-03-07T18:48:29Z,20,33,1089,polygon_pixel_centre_inclusion_polygon_metric_crs_matches_raster_crs,615,615,28,32,33,polygon_metric_crs_matches_raster_crs,588,602,True,vombsjon_polygon_minfrac_two_thirds_v1.1,,0.6666666666666666,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,1089,615,False,True,,,,,,,,,,615,1.0,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,minimum_valid_fraction
ACOLITE,S2A_MSI_2020_10_21_10_35_22_T33UVB,S2A_MSI_2020_10_21_10_35_22_T33UVB,S2A_MSIL1C_20201021T103101_N0500_R108_T33UVB_20230411T072447,S2A_MSIL1C_20201021T103101_N0500_R108_T33UVB_20230411T072447/acolite,vombsjon_fixed_pelagic_hull_v1.1,field_sampling_polygon,55.67640271890664,13.607790548275048,fixed_pelagic_polygon_identical_for_all_dates,2020-10-21,2020-10-21,2020,2020-10-21T10:31:01Z,S2A,T33UVB,108,N0500,,,2023-04-11T07:24:47Z,20,33,1089,polygon_pixel_centre_inclusion_polygon_metric_crs_matches_raster_crs,615,615,28,32,33,polygon_metric_crs_matches_raster_crs,588,602,True,vombsjon_polygon_minfrac_two_thirds_v1.1,,0.6666666666666666,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,1089,615,False,True,,,,,,,,,,615,1.0,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,minimum_valid_fraction
L1C,S2B_MSIL1C_20180709T103019_N0500_R108_T33UVB_20230820T050659,,,S2B_MSIL1C_20180709T103019_N0500_R108_T33UVB_20230820T050659.SAFE,vombsjon_fixed_pelagic_hull_v1.1,field_sampling_polygon,55.67640271890664,13.607790548275048,fixed_pelagic_polygon_identical_for_all_dates,2018-07-09,2018-07-09,2018,2018-07-09T10:30:19Z,S2B,T33UVB,108,N0500,N0500,product_metadata_PROCESSING_BASELINE,2023-08-20T05:06:59Z,20,33,1089,polygon_pixel_centre_inclusion_polygon_metric_crs_matches_raster_crs,615,615,28,32,33,polygon_metric_crs_matches_raster_crs,1454,625,True,vombsjon_polygon_minfrac_two_thirds_v1.1,,0.6666666666666666,True,,False,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,1089,615,False,True,615,1.0,615,615,0,0,615,615,615,,,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,minimum_valid_fraction
L1C,S2A_MSIL1C_20180820T102021_N0500_R065_T33UVB_20230826T133921,,,S2A_MSIL1C_20180820T102021_N0500_R065_T33UVB_20230826T133921.SAFE,vombsjon_fixed_pelagic_hull_v1.1,field_sampling_polygon,55.67640271890664,13.607790548275048,fixed_pelagic_polygon_identical_for_all_dates,2018-08-20,2018-08-20,2018,2018-08-20T10:20:21Z,S2A,T33UVB,65,N0500,N0500,product_metadata_PROCESSING_BASELINE,2023-08-26T13:39:21Z,20,33,1089,polygon_pixel_centre_inclusion_polygon_metric_crs_matches_raster_crs,615,615,28,32,33,polygon_metric_crs_matches_raster_crs,1454,625,True,vombsjon_polygon_minfrac_two_thirds_v1.1,,0.6666666666666666,True,,False,,True,True,,8,0.013008130081300813,-0.00014250000000000373,-0.0012729166666666653,0.0038551577232881938,0.005532916666666672,-0.007288333333333341,0.003688333333333349,8,0.013008130081300813,-0.00047001769518689057,-0.008485666625219058,0.02730375439105026,0.028201953158542625,-0.05916545567780776,0.020356970574047277,8,0.12946249999999998,0.13175,0.13105,1089,615,False,True,607,0.9869918699186991,607,427,0,0,607,607,607,,,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,minimum_valid_fraction
L1C,S2B_MSIL1C_20190515T103029_N0500_R108_T33UVB_20221220T200409,,,S2B_MSIL1C_20190515T103029_N0500_R108_T33UVB_20221220T200409.SAFE,vombsjon_fixed_pelagic_hull_v1.1,field_sampling_polygon,55.67640271890664,13.607790548275048,fixed_pelagic_polygon_identical_for_all_dates,2019-05-15,2019-05-15,2019,2019-05-15T10:30:29Z,S2B,T33UVB,108,N0500,N0500,product_metadata_PROCESSING_BASELINE,2022-12-20T20:04:09Z,20,33,1089,polygon_pixel_centre_inclusion_polygon_metric_crs_matches_raster_crs,615,615,28,32,33,polygon_metric_crs_matches_raster_crs,1454,625,True,vombsjon_polygon_minfrac_two_thirds_v1.1,,0.6666666666666666,True,,False,,True,True,,615,1.0,-0.0011866666666666692,-0.001174338753387534,0.000504280605091315,0.000668333333333335,-0.0026533333333333305,0.0010466666666666645,615,1.0,-0.058599333015721795,-0.0590498000385899,0.009877750931408927,0.01268706934201859,-0.0948905109489051,-0.023080151070079692,615,0.02855,0.0254,0.0248,1089,615,False,True,0,0.0,0,0,0,0,0,0,0,,,True,eligible_at_least_0.666667_valid_fraction,True,eligible_at_least_0.666667_valid_fraction,True,eligible_at_least_0.666667_valid_fraction,minimum_valid_fraction
L1C,S2B_MSIL1C_20190604T103029_N0500_R108_T33UVB_20230604T231017,,,S2B_MSIL1C_20190604T103029_N0500_R108_T33UVB_20230604T231017.SAFE,vombsjon_fixed_pelagic_hull_v1.1,field_sampling_polygon,55.67640271890664,13.607790548275048,fixed_pelagic_polygon_identical_for_all_dates,2019-06-04,2019-06-04,2019,2019-06-04T10:30:29Z,S2B,T33UVB,108,N0500,N0500,product_metadata_PROCESSING_BASELINE,2023-06-04T23:10:17Z,20,33,1089,polygon_pixel_centre_inclusion_polygon_metric_crs_matches_raster_crs,615,615,28,32,33,polygon_metric_crs_matches_raster_crs,1454,625,True,vombsjon_polygon_minfrac_two_thirds_v1.1,,0.6666666666666666,True,,False,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,1089,615,False,True,615,1.0,0,0,615,0,615,615,615,,,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,minimum_valid_fraction
L1C,S2B_MSIL1C_20190611T102029_N0500_R065_T33UVB_20221220T021157,,,S2B_MSIL1C_20190611T102029_N0500_R065_T33UVB_20221220T021157.SAFE,vombsjon_fixed_pelagic_hull_v1.1,field_sampling_polygon,55.67640271890664,13.607790548275048,fixed_pelagic_polygon_identical_for_all_dates,2019-06-11,2019-06-11,2019,2019-06-11T10:20:29Z,S2B,T33UVB,65,N0500,N0500,product_metadata_PROCESSING_BASELINE,2022-12-20T02:11:57Z,20,33,1089,polygon_pixel_centre_inclusion_polygon_metric_crs_matches_raster_crs,615,615,28,32,33,polygon_metric_crs_matches_raster_crs,1454,625,True,vombsjon_polygon_minfrac_two_thirds_v1.1,,0.6666666666666666,True,,False,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,1089,615,False,True,615,1.0,615,0,0,0,615,615,615,,,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,minimum_valid_fraction
L1C,S2A_MSIL1C_20190709T103031_N0500_R108_T33UVB_20230624T102657,,,S2A_MSIL1C_20190709T103031_N0500_R108_T33UVB_20230624T102657.SAFE,vombsjon_fixed_pelagic_hull_v1.1,field_sampling_polygon,55.67640271890664,13.607790548275048,fixed_pelagic_polygon_identical_for_all_dates,2019-07-09,2019-07-09,2019,2019-07-09T10:30:31Z,S2A,T33UVB,108,N0500,N0500,product_metadata_PROCESSING_BASELINE,2023-06-24T10:26:57Z,20,33,1089,polygon_pixel_centre_inclusion_polygon_metric_crs_matches_raster_crs,615,615,28,32,33,polygon_metric_crs_matches_raster_crs,1454,625,True,vombsjon_polygon_minfrac_two_thirds_v1.1,,0.6666666666666666,True,,False,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,1089,615,False,True,615,1.0,615,0,0,0,615,615,615,,,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,minimum_valid_fraction
L1C,S2A_MSIL1C_20190716T102031_N0500_R065_T33UVB_20230604T072225,,,S2A_MSIL1C_20190716T102031_N0500_R065_T33UVB_20230604T072225.SAFE,vombsjon_fixed_pelagic_hull_v1.1,field_sampling_polygon,55.67640271890664,13.607790548275048,fixed_pelagic_polygon_identical_for_all_dates,2019-07-16,2019-07-16,2019,2019-07-16T10:20:31Z,S2A,T33UVB,65,N0500,N0500,product_metadata_PROCESSING_BASELINE,2023-06-04T07:22:25Z,20,33,1089,polygon_pixel_centre_inclusion_polygon_metric_crs_matches_raster_crs,615,615,28,32,33,polygon_metric_crs_matches_raster_crs,1454,625,True,vombsjon_polygon_minfrac_two_thirds_v1.1,,0.6666666666666666,True,,False,,True,True,,615,1.0,-6.499999999999562e-05,-9.943089430894297e-05,0.0007219873517124572,0.0008783333333333351,-0.002981666666666667,0.002303333333333331,615,1.0,-0.04953059242473286,-0.047218234679090275,0.014846880140524528,0.01370103471876459,-0.07992766726943937,0.05065666041275797,615,0.037675,0.0339,0.0306,1089,615,False,True,0,0.0,0,0,0,0,0,0,0,,,True,eligible_at_least_0.666667_valid_fraction,True,eligible_at_least_0.666667_valid_fraction,True,eligible_at_least_0.666667_valid_fraction,minimum_valid_fraction
L1C,S2B_MSIL1C_20190813T103029_N0500_R108_T33UVB_20230720T113929,,,S2B_MSIL1C_20190813T103029_N0500_R108_T33UVB_20230720T113929.SAFE,vombsjon_fixed_pelagic_hull_v1.1,field_sampling_polygon,55.67640271890664,13.607790548275048,fixed_pelagic_polygon_identical_for_all_dates,2019-08-13,2019-08-13,2019,2019-08-13T10:30:29Z,S2B,T33UVB,108,N0500,N0500,product_metadata_PROCESSING_BASELINE,2023-07-20T11:39:29Z,20,33,1089,polygon_pixel_centre_inclusion_polygon_metric_crs_matches_raster_crs,615,615,28,32,33,polygon_metric_crs_matches_raster_crs,1454,625,True,vombsjon_polygon_minfrac_two_thirds_v1.1,,0.6666666666666666,True,,False,,True,True,,485,0.7886178861788617,0.005926666666666677,0.005650525773195875,0.0016820124286097957,0.0015000000000000013,-0.0024883333333333424,0.008793333333333334,485,0.7886178861788617,-0.015638259182931224,-0.014301961570954366,0.007978081906842986,0.007880308006279077,-0.03084112149532708,0.028743256389846972,485,0.110675,0.1069,0.0921,1089,615,False,True,130,0.21138211382113822,75,80,0,0,130,130,130,,,True,eligible_at_least_0.666667_valid_fraction,True,eligible_at_least_0.666667_valid_fraction,True,eligible_at_least_0.666667_valid_fraction,minimum_valid_fraction
L1C,S2B_MSIL1C_20190820T102029_N0500_R065_T33UVB_20230708T225122,,,S2B_MSIL1C_20190820T102029_N0500_R065_T33UVB_20230708T225122.SAFE,vombsjon_fixed_pelagic_hull_v1.1,field_sampling_polygon,55.67640271890664,13.607790548275048,fixed_pelagic_polygon_identical_for_all_dates,2019-08-20,2019-08-20,2019,2019-08-20T10:20:29Z,S2B,T33UVB,65,N0500,N0500,product_metadata_PROCESSING_BASELINE,2023-07-08T22:51:22Z,20,33,1089,polygon_pixel_centre_inclusion_polygon_metric_crs_matches_raster_crs,615,615,28,32,33,polygon_metric_crs_matches_raster_crs,1454,625,True,vombsjon_polygon_minfrac_two_thirds_v1.1,,0.6666666666666666,True,,False,,True,True,,453,0.7365853658536585,0.002939999999999998,0.0029325570272259022,0.0005414417772296385,0.0007916666666666697,0.001093333333333328,0.004559999999999995,453,0.7365853658536585,-0.010752688172043008,-0.010567421874828007,0.005680398954545079,0.007483924265360048,-0.032258064516129024,0.0035971223021583143,453,0.0565,0.0553,0.0489,1089,615,False,True,162,0.2634146341463415,162,0,0,0,162,162,162,,,True,eligible_at_least_0.666667_valid_fraction,True,eligible_at_least_0.666667_valid_fraction,True,eligible_at_least_0.666667_valid_fraction,minimum_valid_fraction
L1C,S2B_MSIL1C_20190919T102019_N0500_R065_T33UVB_20230430T141937,,,S2B_MSIL1C_20190919T102019_N0500_R065_T33UVB_20230430T141937.SAFE,vombsjon_fixed_pelagic_hull_v1.1,field_sampling_polygon,55.67640271890664,13.607790548275048,fixed_pelagic_polygon_identical_for_all_dates,2019-09-19,2019-09-19,2019,2019-09-19T10:20:19Z,S2B,T33UVB,65,N0500,N0500,product_metadata_PROCESSING_BASELINE,2023-04-30T14:19:37Z,20,33,1089,polygon_pixel_centre_inclusion_polygon_metric_crs_matches_raster_crs,615,615,28,32,33,polygon_metric_crs_matches_raster_crs,1454,625,True,vombsjon_polygon_minfrac_two_thirds_v1.1,,0.6666666666666666,True,,False,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,1089,615,False,True,615,1.0,615,0,615,0,615,615,615,,,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,minimum_valid_fraction
L1C,S2A_MSIL1C_20190924T102021_N0500_R065_T33UVB_20230701T123147,,,S2A_MSIL1C_20190924T102021_N0500_R065_T33UVB_20230701T123147.SAFE,vombsjon_fixed_pelagic_hull_v1.1,field_sampling_polygon,55.67640271890664,13.607790548275048,fixed_pelagic_polygon_identical_for_all_dates,2019-09-24,2019-09-24,2019,2019-09-24T10:20:21Z,S2A,T33UVB,65,N0500,N0500,product_metadata_PROCESSING_BASELINE,2023-07-01T12:31:47Z,20,33,1089,polygon_pixel_centre_inclusion_polygon_metric_crs_matches_raster_crs,615,615,28,32,33,polygon_metric_crs_matches_raster_crs,1454,625,True,vombsjon_polygon_minfrac_two_thirds_v1.1,,0.6666666666666666,True,,False,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,1089,615,False,True,615,1.0,615,615,0,0,615,615,615,,,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,minimum_valid_fraction
L1C,S2B_MSIL1C_20191009T102029_N0500_R065_T33UVB_20230709T044521,,,S2B_MSIL1C_20191009T102029_N0500_R065_T33UVB_20230709T044521.SAFE,vombsjon_fixed_pelagic_hull_v1.1,field_sampling_polygon,55.67640271890664,13.607790548275048,fixed_pelagic_polygon_identical_for_all_dates,2019-10-09,2019-10-09,2019,2019-10-09T10:20:29Z,S2B,T33UVB,65,N0500,N0500,product_metadata_PROCESSING_BASELINE,2023-07-09T04:45:21Z,20,33,1089,polygon_pixel_centre_inclusion_polygon_metric_crs_matches_raster_crs,615,615,28,32,33,polygon_metric_crs_matches_raster_crs,1454,625,True,vombsjon_polygon_minfrac_two_thirds_v1.1,,0.6666666666666666,True,,False,,True,True,,615,1.0,0.0029066666666666616,0.002733392953929539,0.0015287391478771381,0.0019308333333333295,-0.002281666666666661,0.007449999999999998,615,1.0,-0.019676214196762118,-0.019955924886668152,0.013900867069254776,0.018403422396704425,-0.06735125339776499,0.02181289384391658,615,0.0498,0.0482,0.0408,1089,615,False,True,0,0.0,0,0,0,0,0,0,0,,,True,eligible_at_least_0.666667_valid_fraction,True,eligible_at_least_0.666667_valid_fraction,True,eligible_at_least_0.666667_valid_fraction,minimum_valid_fraction
L1C,S2B_MSIL1C_20200506T101559_N0500_R065_T33UVB_20230427T143303,,,S2B_MSIL1C_20200506T101559_N0500_R065_T33UVB_20230427T143303.SAFE,vombsjon_fixed_pelagic_hull_v1.1,field_sampling_polygon,55.67640271890664,13.607790548275048,fixed_pelagic_polygon_identical_for_all_dates,2020-05-06,2020-05-06,2020,2020-05-06T10:15:59Z,S2B,T33UVB,65,N0500,N0500,product_metadata_PROCESSING_BASELINE,2023-04-27T14:33:03Z,20,33,1089,polygon_pixel_centre_inclusion_polygon_metric_crs_matches_raster_crs,615,615,28,32,33,polygon_metric_crs_matches_raster_crs,1454,625,True,vombsjon_polygon_minfrac_two_thirds_v1.1,,0.6666666666666666,True,,False,,True,True,,603,0.9804878048780488,-0.0028333333333333335,-0.002935784964068546,0.0008261205524801883,0.0009583333333333388,-0.007266666666666664,-0.001161666666666665,603,0.9804878048780488,-0.02144367260646329,-0.019624019452354965,0.012605814569004038,0.012111242170706256,-0.04830053667262975,0.05263157894736841,603,0.042175,0.0404,0.044,1089,615,False,True,12,0.01951219512195122,12,0,0,0,12,12,12,,,True,eligible_at_least_0.666667_valid_fraction,True,eligible_at_least_0.666667_valid_fraction,True,eligible_at_least_0.666667_valid_fraction,minimum_valid_fraction
L1C,S2A_MSIL1C_20200603T103031_N0500_R108_T33UVB_20230616T212210,,,S2A_MSIL1C_20200603T103031_N0500_R108_T33UVB_20230616T212210.SAFE,vombsjon_fixed_pelagic_hull_v1.1,field_sampling_polygon,55.67640271890664,13.607790548275048,fixed_pelagic_polygon_identical_for_all_dates,2020-06-03,2020-06-03,2020,2020-06-03T10:30:31Z,S2A,T33UVB,108,N0500,N0500,product_metadata_PROCESSING_BASELINE,2023-06-16T21:22:10Z,20,33,1089,polygon_pixel_centre_inclusion_polygon_metric_crs_matches_raster_crs,615,615,28,32,33,polygon_metric_crs_matches_raster_crs,1454,625,True,vombsjon_polygon_minfrac_two_thirds_v1.1,,0.6666666666666666,True,,False,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,1089,615,False,True,615,1.0,615,0,0,0,615,615,615,,,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,False,ineligible_below_0.666667_valid_fraction,minimum_valid_fraction
