acolite_scene_id,acolite_output_relative_dir,acolite_layout_depth,acolite_layout_pattern,acolite_basename_parser,platform,tile_id,sensing_datetime_utc,acquisition_date,year,rhos_geotiff_count,rhos_wavelengths_nm,l2_flags_geotiff_count,l2_flags_relative_path,netcdf_output_count,netcdf_output_names,settings_file_count,settings_relative_paths,settings_sha256,run_json_count,run_json_relative_paths,run_json_sha256,linked_l1c_product_id,l1c_linkage_method,l1c_linkage_status,l1c_processing_baseline,l1c_relative_orbit,acolite_setting_acolite_version,acolite_setting_acolite_version_source,acolite_setting_acolite_version_status,acolite_setting_inputfile,acolite_setting_inputfile_source,acolite_setting_inputfile_status,acolite_setting_output,acolite_setting_output_source,acolite_setting_output_status,acolite_setting_l2w_mask,acolite_setting_l2w_mask_source,acolite_setting_l2w_mask_status,acolite_setting_s2_target_res,acolite_setting_s2_target_res_source,acolite_setting_s2_target_res_status,acolite_setting_polygon,acolite_setting_polygon_source,acolite_setting_polygon_status,acolite_setting_ancillary_data,acolite_setting_ancillary_data_source,acolite_setting_ancillary_data_status,acolite_setting_dsf_aot_estimate,acolite_setting_dsf_aot_estimate_source,acolite_setting_dsf_aot_estimate_status,acolite_setting_l2r_export_geotiff,acolite_setting_l2r_export_geotiff_source,acolite_setting_l2r_export_geotiff_status,acolite_setting_l2w_export_geotiff,acolite_setting_l2w_export_geotiff_source,acolite_setting_l2w_export_geotiff_status
S2A_MSI_2020_04_04_10_35_14_T33UVB,S2A_MSIL1C_20200404T103021_N0500_R108_T33UVB_20230404T150808/acolite,2,<acolite_root>/<l1c_product>/acolite/<files>,acolite_output_basename,S2A,T33UVB,2020-04-04T10:30:21Z,2020-04-04,2020,11,443;492;560;665;704;740;783;833;865;1614;2202,1,S2A_MSIL1C_20200404T103021_N0500_R108_T33UVB_20230404T150808/acolite/S2A_MSI_2020_04_04_10_35_14_T33UVB_L2W_l2_flags.tif,2,S2A_MSI_2020_04_04_10_35_14_T33UVB_L2R.nc;S2A_MSI_2020_04_04_10_35_14_T33UVB_L2W.nc,4,S2A_MSIL1C_20200404T103021_N0500_R108_T33UVB_20230404T150808/acolite/acolite-settings.txt;S2A_MSIL1C_20200404T103021_N0500_R108_T33UVB_20230404T150808/acolite/acolite_run_20260820_075548_l1r_settings.txt;S2A_MSIL1C_20200404T103021_N0500_R108_T33UVB_20230404T150808/acolite/acolite_run_20260820_075548_l1r_settings_user.txt;S2A_MSIL1C_20200404T103021_N0500_R108_T33UVB_20230404T150808/acolite/acolite_run_20260820_075548_l2r_settings.txt,2f5adec0f5288acd3c7ddfa9cfe75a923b61edd9d0df63c246194dc7ee45a2e9;6bf8328e5dd4714d9534a40bc5228a1706e4c5bb07fa8d553827409777d2fc09;da49f5a7998d2f5cffbbd5cb7e88f60ac7815fb1a5aa142595895b6bcb047f4a;e18134ba069374f2a86500a8e95ad939aa43927eab4090130eca4382f8c2975d,1,S2A_MSIL1C_20200404T103021_N0500_R108_T33UVB_20230404T150808/acolite/run.json,086af1cae600dfb75d33362cf20ca5938875c4adffc556f493e3aac4d3a7e961,S2A_MSIL1C_20200404T103021_N0500_R108_T33UVB_20230404T150808,ancestor_directory_l1c_product_name,exact_unique,N0500,108,,,not_declared_unverified,/projects/eko/fs7/pers/ZC/TWIN_water/S2L1C/T33UVB/S2A_MSIL1C_20200404T103021_N0500_R108_T33UVB_20230404T150808.SAFE,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/ACOLITE_VOMBSJON/S2A_MSIL1C_20200404T103021_N0500_R108_T33UVB_20230404T150808/acolite,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,20,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/vombsjon.geojson,acolite_settings_file,declared_in_acolite_run_files,False,acolite_settings_file,declared_in_acolite_run_files,tiled,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files
S2A_MSI_2020_04_11_10_25_21_T33UVB,S2A_MSIL1C_20200411T102021_N0500_R065_T33UVB_20230508T163423/acolite,2,<acolite_root>/<l1c_product>/acolite/<files>,acolite_output_basename,S2A,T33UVB,2020-04-11T10:20:21Z,2020-04-11,2020,11,443;492;560;665;704;740;783;833;865;1614;2202,1,S2A_MSIL1C_20200411T102021_N0500_R065_T33UVB_20230508T163423/acolite/S2A_MSI_2020_04_11_10_25_21_T33UVB_L2W_l2_flags.tif,2,S2A_MSI_2020_04_11_10_25_21_T33UVB_L2R.nc;S2A_MSI_2020_04_11_10_25_21_T33UVB_L2W.nc,4,S2A_MSIL1C_20200411T102021_N0500_R065_T33UVB_20230508T163423/acolite/acolite-settings.txt;S2A_MSIL1C_20200411T102021_N0500_R065_T33UVB_20230508T163423/acolite/acolite_run_20260820_075611_l1r_settings.txt;S2A_MSIL1C_20200411T102021_N0500_R065_T33UVB_20230508T163423/acolite/acolite_run_20260820_075611_l1r_settings_user.txt;S2A_MSIL1C_20200411T102021_N0500_R065_T33UVB_20230508T163423/acolite/acolite_run_20260820_075611_l2r_settings.txt,2f5adec0f5288acd3c7ddfa9cfe75a923b61edd9d0df63c246194dc7ee45a2e9;a1470bb328b537827dd177fbc4292f756a80f4ca66ba47aa9760fbb96ef691c7;ad55795cc1c4cb0e2f2f70a3f1f37fc3ea8e5dcf504c32250f8b834d8faf7876;8ab2f3e5e8d3db5f648865babf22ab45a920a7fa118d0c49502253068a171d2d,1,S2A_MSIL1C_20200411T102021_N0500_R065_T33UVB_20230508T163423/acolite/run.json,4365edaa888618dd1842fba9820cc2423eac788b4a7ddb402107b10e250903a0,S2A_MSIL1C_20200411T102021_N0500_R065_T33UVB_20230508T163423,ancestor_directory_l1c_product_name,exact_unique,N0500,65,,,not_declared_unverified,/projects/eko/fs7/pers/ZC/TWIN_water/S2L1C/T33UVB/S2A_MSIL1C_20200411T102021_N0500_R065_T33UVB_20230508T163423.SAFE,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/ACOLITE_VOMBSJON/S2A_MSIL1C_20200411T102021_N0500_R065_T33UVB_20230508T163423/acolite,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,20,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/vombsjon.geojson,acolite_settings_file,declared_in_acolite_run_files,False,acolite_settings_file,declared_in_acolite_run_files,tiled,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files
S2A_MSI_2020_04_14_10_35_16_T33UVB,S2A_MSIL1C_20200414T103021_N0500_R108_T33UVB_20230417T105628/acolite,2,<acolite_root>/<l1c_product>/acolite/<files>,acolite_output_basename,S2A,T33UVB,2020-04-14T10:30:21Z,2020-04-14,2020,11,443;492;560;665;704;740;783;833;865;1614;2202,1,S2A_MSIL1C_20200414T103021_N0500_R108_T33UVB_20230417T105628/acolite/S2A_MSI_2020_04_14_10_35_16_T33UVB_L2W_l2_flags.tif,2,S2A_MSI_2020_04_14_10_35_16_T33UVB_L2R.nc;S2A_MSI_2020_04_14_10_35_16_T33UVB_L2W.nc,4,S2A_MSIL1C_20200414T103021_N0500_R108_T33UVB_20230417T105628/acolite/acolite-settings.txt;S2A_MSIL1C_20200414T103021_N0500_R108_T33UVB_20230417T105628/acolite/acolite_run_20260820_075636_l1r_settings.txt;S2A_MSIL1C_20200414T103021_N0500_R108_T33UVB_20230417T105628/acolite/acolite_run_20260820_075636_l1r_settings_user.txt;S2A_MSIL1C_20200414T103021_N0500_R108_T33UVB_20230417T105628/acolite/acolite_run_20260820_075636_l2r_settings.txt,2f5adec0f5288acd3c7ddfa9cfe75a923b61edd9d0df63c246194dc7ee45a2e9;3a45b7ff675e39018ebfae4ed9d93748d3fb31b6e87b4dda3b417ab9ce9e24bd;e894704490e56ab87d0fb918ce519a3152290b04e6e235976a9550d850ce35ed;13c8eb56af377a1b738d21a93e075ae95a44734406951709646d688c75942687,1,S2A_MSIL1C_20200414T103021_N0500_R108_T33UVB_20230417T105628/acolite/run.json,c11196eef86a47de65afb1552e6e22f8b315631860bb3a99686ad1ed43df5bb6,S2A_MSIL1C_20200414T103021_N0500_R108_T33UVB_20230417T105628,ancestor_directory_l1c_product_name,exact_unique,N0500,108,,,not_declared_unverified,/projects/eko/fs7/pers/ZC/TWIN_water/S2L1C/T33UVB/S2A_MSIL1C_20200414T103021_N0500_R108_T33UVB_20230417T105628.SAFE,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/ACOLITE_VOMBSJON/S2A_MSIL1C_20200414T103021_N0500_R108_T33UVB_20230417T105628/acolite,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,20,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/vombsjon.geojson,acolite_settings_file,declared_in_acolite_run_files,False,acolite_settings_file,declared_in_acolite_run_files,tiled,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files
S2A_MSI_2020_04_21_10_25_24_T33UVB,S2A_MSIL1C_20200421T102021_N0500_R065_T33UVB_20230418T165644/acolite,2,<acolite_root>/<l1c_product>/acolite/<files>,acolite_output_basename,S2A,T33UVB,2020-04-21T10:20:21Z,2020-04-21,2020,11,443;492;560;665;704;740;783;833;865;1614;2202,1,S2A_MSIL1C_20200421T102021_N0500_R065_T33UVB_20230418T165644/acolite/S2A_MSI_2020_04_21_10_25_24_T33UVB_L2W_l2_flags.tif,2,S2A_MSI_2020_04_21_10_25_24_T33UVB_L2R.nc;S2A_MSI_2020_04_21_10_25_24_T33UVB_L2W.nc,4,S2A_MSIL1C_20200421T102021_N0500_R065_T33UVB_20230418T165644/acolite/acolite-settings.txt;S2A_MSIL1C_20200421T102021_N0500_R065_T33UVB_20230418T165644/acolite/acolite_run_20260820_075659_l1r_settings.txt;S2A_MSIL1C_20200421T102021_N0500_R065_T33UVB_20230418T165644/acolite/acolite_run_20260820_075659_l1r_settings_user.txt;S2A_MSIL1C_20200421T102021_N0500_R065_T33UVB_20230418T165644/acolite/acolite_run_20260820_075659_l2r_settings.txt,2f5adec0f5288acd3c7ddfa9cfe75a923b61edd9d0df63c246194dc7ee45a2e9;eac601c698b11b060e04fc55853aa0cc4d50831061d590533b99e5b00a03df90;49b4f3e0aedc540f7b2072579ca892b0d39d081d8abfa6819b5a5680b402395a;c429bbe7e46d1790bbb2ed4554b1e6899ac76f398a7b11d76f0b5d4fc63213c2,1,S2A_MSIL1C_20200421T102021_N0500_R065_T33UVB_20230418T165644/acolite/run.json,19d411e9bfa7229b7a0c7a9fa8b81c3d79c86fcbcdc8ddcc838daaf7c1279b3d,S2A_MSIL1C_20200421T102021_N0500_R065_T33UVB_20230418T165644,ancestor_directory_l1c_product_name,exact_unique,N0500,65,,,not_declared_unverified,/projects/eko/fs7/pers/ZC/TWIN_water/S2L1C/T33UVB/S2A_MSIL1C_20200421T102021_N0500_R065_T33UVB_20230418T165644.SAFE,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/ACOLITE_VOMBSJON/S2A_MSIL1C_20200421T102021_N0500_R065_T33UVB_20230418T165644/acolite,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,20,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/vombsjon.geojson,acolite_settings_file,declared_in_acolite_run_files,False,acolite_settings_file,declared_in_acolite_run_files,tiled,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files
S2A_MSI_2020_04_24_10_35_19_T33UVB,S2A_MSIL1C_20200424T103021_N0500_R108_T33UVB_20230519T042828/acolite,2,<acolite_root>/<l1c_product>/acolite/<files>,acolite_output_basename,S2A,T33UVB,2020-04-24T10:30:21Z,2020-04-24,2020,11,443;492;560;665;704;740;783;833;865;1614;2202,1,S2A_MSIL1C_20200424T103021_N0500_R108_T33UVB_20230519T042828/acolite/S2A_MSI_2020_04_24_10_35_19_T33UVB_L2W_l2_flags.tif,2,S2A_MSI_2020_04_24_10_35_19_T33UVB_L2R.nc;S2A_MSI_2020_04_24_10_35_19_T33UVB_L2W.nc,4,S2A_MSIL1C_20200424T103021_N0500_R108_T33UVB_20230519T042828/acolite/acolite-settings.txt;S2A_MSIL1C_20200424T103021_N0500_R108_T33UVB_20230519T042828/acolite/acolite_run_20260820_075724_l1r_settings.txt;S2A_MSIL1C_20200424T103021_N0500_R108_T33UVB_20230519T042828/acolite/acolite_run_20260820_075724_l1r_settings_user.txt;S2A_MSIL1C_20200424T103021_N0500_R108_T33UVB_20230519T042828/acolite/acolite_run_20260820_075724_l2r_settings.txt,2f5adec0f5288acd3c7ddfa9cfe75a923b61edd9d0df63c246194dc7ee45a2e9;644f4c2dfce0d25dc3d87a487d17704a7189ff4bbe72f894258ea6c2e0701fbc;b560efa1239c6a9c27dcfe1b93cd549592c2110060f66e105cb1baac58e7fec6;ec14cbf349ac044dcf16a9f99aeb77ac2b7ff860e7083424afb91b14c16483c7,1,S2A_MSIL1C_20200424T103021_N0500_R108_T33UVB_20230519T042828/acolite/run.json,f1b12dfe8f407935f47d0cfd7ba2c1344bd5ec027b3ab402996a21e8347d9c78,S2A_MSIL1C_20200424T103021_N0500_R108_T33UVB_20230519T042828,ancestor_directory_l1c_product_name,exact_unique,N0500,108,,,not_declared_unverified,/projects/eko/fs7/pers/ZC/TWIN_water/S2L1C/T33UVB/S2A_MSIL1C_20200424T103021_N0500_R108_T33UVB_20230519T042828.SAFE,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/ACOLITE_VOMBSJON/S2A_MSIL1C_20200424T103021_N0500_R108_T33UVB_20230519T042828/acolite,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,20,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/vombsjon.geojson,acolite_settings_file,declared_in_acolite_run_files,False,acolite_settings_file,declared_in_acolite_run_files,tiled,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files
S2A_MSI_2020_05_01_10_25_26_T33UVB,S2A_MSIL1C_20200501T102031_N0500_R065_T33UVB_20230508T131833/acolite,2,<acolite_root>/<l1c_product>/acolite/<files>,acolite_output_basename,S2A,T33UVB,2020-05-01T10:20:31Z,2020-05-01,2020,11,443;492;560;665;704;740;783;833;865;1614;2202,1,S2A_MSIL1C_20200501T102031_N0500_R065_T33UVB_20230508T131833/acolite/S2A_MSI_2020_05_01_10_25_26_T33UVB_L2W_l2_flags.tif,2,S2A_MSI_2020_05_01_10_25_26_T33UVB_L2R.nc;S2A_MSI_2020_05_01_10_25_26_T33UVB_L2W.nc,4,S2A_MSIL1C_20200501T102031_N0500_R065_T33UVB_20230508T131833/acolite/acolite-settings.txt;S2A_MSIL1C_20200501T102031_N0500_R065_T33UVB_20230508T131833/acolite/acolite_run_20260820_075747_l1r_settings.txt;S2A_MSIL1C_20200501T102031_N0500_R065_T33UVB_20230508T131833/acolite/acolite_run_20260820_075747_l1r_settings_user.txt;S2A_MSIL1C_20200501T102031_N0500_R065_T33UVB_20230508T131833/acolite/acolite_run_20260820_075747_l2r_settings.txt,2f5adec0f5288acd3c7ddfa9cfe75a923b61edd9d0df63c246194dc7ee45a2e9;0ce1589ca2634b94a46a7e9d07ef8122935eb0ef6bf6d4d6075f11ddfad8e605;42c9f0775e0b805e781a6ca1fdd3ea3f9035d5fc8cc0e603085348330ef57996;48af1228891ad3a294a4030d23f6dcfc1002cd54763d8856633c49bb5b295572,1,S2A_MSIL1C_20200501T102031_N0500_R065_T33UVB_20230508T131833/acolite/run.json,c6804694a2b2d266401db124e1c6aa236f7ced2c3f60d207077677fd7a9a7e73,S2A_MSIL1C_20200501T102031_N0500_R065_T33UVB_20230508T131833,ancestor_directory_l1c_product_name,exact_unique,N0500,65,,,not_declared_unverified,/projects/eko/fs7/pers/ZC/TWIN_water/S2L1C/T33UVB/S2A_MSIL1C_20200501T102031_N0500_R065_T33UVB_20230508T131833.SAFE,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/ACOLITE_VOMBSJON/S2A_MSIL1C_20200501T102031_N0500_R065_T33UVB_20230508T131833/acolite,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,20,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/vombsjon.geojson,acolite_settings_file,declared_in_acolite_run_files,False,acolite_settings_file,declared_in_acolite_run_files,tiled,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files
S2A_MSI_2020_05_04_10_35_21_T33UVB,S2A_MSIL1C_20200504T103031_N0500_R108_T33UVB_20230330T203536/acolite,2,<acolite_root>/<l1c_product>/acolite/<files>,acolite_output_basename,S2A,T33UVB,2020-05-04T10:30:31Z,2020-05-04,2020,11,443;492;560;665;704;740;783;833;865;1614;2202,1,S2A_MSIL1C_20200504T103031_N0500_R108_T33UVB_20230330T203536/acolite/S2A_MSI_2020_05_04_10_35_21_T33UVB_L2W_l2_flags.tif,2,S2A_MSI_2020_05_04_10_35_21_T33UVB_L2R.nc;S2A_MSI_2020_05_04_10_35_21_T33UVB_L2W.nc,4,S2A_MSIL1C_20200504T103031_N0500_R108_T33UVB_20230330T203536/acolite/acolite-settings.txt;S2A_MSIL1C_20200504T103031_N0500_R108_T33UVB_20230330T203536/acolite/acolite_run_20260820_075812_l1r_settings.txt;S2A_MSIL1C_20200504T103031_N0500_R108_T33UVB_20230330T203536/acolite/acolite_run_20260820_075812_l1r_settings_user.txt;S2A_MSIL1C_20200504T103031_N0500_R108_T33UVB_20230330T203536/acolite/acolite_run_20260820_075812_l2r_settings.txt,2f5adec0f5288acd3c7ddfa9cfe75a923b61edd9d0df63c246194dc7ee45a2e9;7f1283943b6e5d07908feb4e29fc0fa11d73a02408cc9616b36947878d0419a3;194b6fab1adb64c19dfea5d749c8535d3c99f7893a273ec2aa9a4f1a3d2fcfa4;dd68ffc1453148950d13fd238256138af786451e1b95f2127b472e80b30c649f,1,S2A_MSIL1C_20200504T103031_N0500_R108_T33UVB_20230330T203536/acolite/run.json,1b787e3ff0a73bc35565c1ab6c3a0787f09156de0b15db293fde5d0129fdb83b,S2A_MSIL1C_20200504T103031_N0500_R108_T33UVB_20230330T203536,ancestor_directory_l1c_product_name,exact_unique,N0500,108,,,not_declared_unverified,/projects/eko/fs7/pers/ZC/TWIN_water/S2L1C/T33UVB/S2A_MSIL1C_20200504T103031_N0500_R108_T33UVB_20230330T203536.SAFE,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/ACOLITE_VOMBSJON/S2A_MSIL1C_20200504T103031_N0500_R108_T33UVB_20230330T203536/acolite,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,20,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/vombsjon.geojson,acolite_settings_file,declared_in_acolite_run_files,False,acolite_settings_file,declared_in_acolite_run_files,tiled,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files
S2A_MSI_2020_05_11_10_25_27_T33UVB,S2A_MSIL1C_20200511T102031_N0500_R065_T33UVB_20230401T161344/acolite,2,<acolite_root>/<l1c_product>/acolite/<files>,acolite_output_basename,S2A,T33UVB,2020-05-11T10:20:31Z,2020-05-11,2020,11,443;492;560;665;704;740;783;833;865;1614;2202,1,S2A_MSIL1C_20200511T102031_N0500_R065_T33UVB_20230401T161344/acolite/S2A_MSI_2020_05_11_10_25_27_T33UVB_L2W_l2_flags.tif,2,S2A_MSI_2020_05_11_10_25_27_T33UVB_L2R.nc;S2A_MSI_2020_05_11_10_25_27_T33UVB_L2W.nc,4,S2A_MSIL1C_20200511T102031_N0500_R065_T33UVB_20230401T161344/acolite/acolite-settings.txt;S2A_MSIL1C_20200511T102031_N0500_R065_T33UVB_20230401T161344/acolite/acolite_run_20260820_075835_l1r_settings.txt;S2A_MSIL1C_20200511T102031_N0500_R065_T33UVB_20230401T161344/acolite/acolite_run_20260820_075835_l1r_settings_user.txt;S2A_MSIL1C_20200511T102031_N0500_R065_T33UVB_20230401T161344/acolite/acolite_run_20260820_075835_l2r_settings.txt,2f5adec0f5288acd3c7ddfa9cfe75a923b61edd9d0df63c246194dc7ee45a2e9;b38f680baddebd09b93fa6ea705cdf70d81cbbf057437c145871bbd4a01ba3ab;85dfa172245537acf48199c3a7dc6610237e15acdb980a497956385e3a61081b;c663fd83fd974a7325b14596fb0f6d40036d1c910a316e9cabb5c15d6074fc32,1,S2A_MSIL1C_20200511T102031_N0500_R065_T33UVB_20230401T161344/acolite/run.json,027fcbe851c518146b7658697cdf21b70821cc2161161a455308bcc007679f3a,S2A_MSIL1C_20200511T102031_N0500_R065_T33UVB_20230401T161344,ancestor_directory_l1c_product_name,exact_unique,N0500,65,,,not_declared_unverified,/projects/eko/fs7/pers/ZC/TWIN_water/S2L1C/T33UVB/S2A_MSIL1C_20200511T102031_N0500_R065_T33UVB_20230401T161344.SAFE,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/ACOLITE_VOMBSJON/S2A_MSIL1C_20200511T102031_N0500_R065_T33UVB_20230401T161344/acolite,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,20,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/vombsjon.geojson,acolite_settings_file,declared_in_acolite_run_files,False,acolite_settings_file,declared_in_acolite_run_files,tiled,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files
S2A_MSI_2020_05_14_10_35_22_T33UVB,S2A_MSIL1C_20200514T103031_N0500_R108_T33UVB_20230401T205449/acolite,2,<acolite_root>/<l1c_product>/acolite/<files>,acolite_output_basename,S2A,T33UVB,2020-05-14T10:30:31Z,2020-05-14,2020,11,443;492;560;665;704;740;783;833;865;1614;2202,1,S2A_MSIL1C_20200514T103031_N0500_R108_T33UVB_20230401T205449/acolite/S2A_MSI_2020_05_14_10_35_22_T33UVB_L2W_l2_flags.tif,2,S2A_MSI_2020_05_14_10_35_22_T33UVB_L2R.nc;S2A_MSI_2020_05_14_10_35_22_T33UVB_L2W.nc,4,S2A_MSIL1C_20200514T103031_N0500_R108_T33UVB_20230401T205449/acolite/acolite-settings.txt;S2A_MSIL1C_20200514T103031_N0500_R108_T33UVB_20230401T205449/acolite/acolite_run_20260820_075901_l1r_settings.txt;S2A_MSIL1C_20200514T103031_N0500_R108_T33UVB_20230401T205449/acolite/acolite_run_20260820_075901_l1r_settings_user.txt;S2A_MSIL1C_20200514T103031_N0500_R108_T33UVB_20230401T205449/acolite/acolite_run_20260820_075901_l2r_settings.txt,2f5adec0f5288acd3c7ddfa9cfe75a923b61edd9d0df63c246194dc7ee45a2e9;4f7276296424d41e42c2694fffe2cb6d477705976e25fa0a2770186b96b739dd;31a9adae502b888efd8ebf2b41e4e2150f9820eb4a193137a647dc3eeccbea2f;4c1c19e05c628e35960af3a588a2436e2efb06dc6076f472da6881b210fd2137,1,S2A_MSIL1C_20200514T103031_N0500_R108_T33UVB_20230401T205449/acolite/run.json,540c67fa2e7ed585be7b055d16a0867f7f5a00a2ca2b838603b9c115fc09dd1c,S2A_MSIL1C_20200514T103031_N0500_R108_T33UVB_20230401T205449,ancestor_directory_l1c_product_name,exact_unique,N0500,108,,,not_declared_unverified,/projects/eko/fs7/pers/ZC/TWIN_water/S2L1C/T33UVB/S2A_MSIL1C_20200514T103031_N0500_R108_T33UVB_20230401T205449.SAFE,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/ACOLITE_VOMBSJON/S2A_MSIL1C_20200514T103031_N0500_R108_T33UVB_20230401T205449/acolite,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,20,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/vombsjon.geojson,acolite_settings_file,declared_in_acolite_run_files,False,acolite_settings_file,declared_in_acolite_run_files,tiled,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files
S2A_MSI_2020_05_21_10_25_28_T33UVB,S2A_MSIL1C_20200521T102031_N0500_R065_T33UVB_20230415T025301/acolite,2,<acolite_root>/<l1c_product>/acolite/<files>,acolite_output_basename,S2A,T33UVB,2020-05-21T10:20:31Z,2020-05-21,2020,11,443;492;560;665;704;740;783;833;865;1614;2202,1,S2A_MSIL1C_20200521T102031_N0500_R065_T33UVB_20230415T025301/acolite/S2A_MSI_2020_05_21_10_25_28_T33UVB_L2W_l2_flags.tif,2,S2A_MSI_2020_05_21_10_25_28_T33UVB_L2R.nc;S2A_MSI_2020_05_21_10_25_28_T33UVB_L2W.nc,4,S2A_MSIL1C_20200521T102031_N0500_R065_T33UVB_20230415T025301/acolite/acolite-settings.txt;S2A_MSIL1C_20200521T102031_N0500_R065_T33UVB_20230415T025301/acolite/acolite_run_20260820_075924_l1r_settings.txt;S2A_MSIL1C_20200521T102031_N0500_R065_T33UVB_20230415T025301/acolite/acolite_run_20260820_075924_l1r_settings_user.txt;S2A_MSIL1C_20200521T102031_N0500_R065_T33UVB_20230415T025301/acolite/acolite_run_20260820_075924_l2r_settings.txt,2f5adec0f5288acd3c7ddfa9cfe75a923b61edd9d0df63c246194dc7ee45a2e9;2daf3f0b9bdf1f2f7b4ccd0734b63588dc884200cb8c3bc9a1129a3fed0d6caf;6d00aace8edfc91a1c9cfacf31cbcd3ed114b8215e7348fcc0bdd384e6f79f3f;f49efcfd5ff01d2b984a944e9c26d801b3a072f56fbb6785f963bc8960b6b0ae,1,S2A_MSIL1C_20200521T102031_N0500_R065_T33UVB_20230415T025301/acolite/run.json,9ae38ec370656b58bdd046f13769e3c1ac365d7b77f3e74a3f1900ae55c4126c,S2A_MSIL1C_20200521T102031_N0500_R065_T33UVB_20230415T025301,ancestor_directory_l1c_product_name,exact_unique,N0500,65,,,not_declared_unverified,/projects/eko/fs7/pers/ZC/TWIN_water/S2L1C/T33UVB/S2A_MSIL1C_20200521T102031_N0500_R065_T33UVB_20230415T025301.SAFE,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/ACOLITE_VOMBSJON/S2A_MSIL1C_20200521T102031_N0500_R065_T33UVB_20230415T025301/acolite,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,20,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/vombsjon.geojson,acolite_settings_file,declared_in_acolite_run_files,False,acolite_settings_file,declared_in_acolite_run_files,tiled,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files
