method,date,year,observation_unit,same_day_reduction,n_products_considered,n_products_mci_eligible,n_products_ndci_eligible,mci_observation_available,MCI_date_median,MCI_observation_median_min,MCI_observation_median_max,MCI_observation_median_spread,ndci_observation_available,NDCI_date_median,contributing_product_ids,contributing_sensing_datetimes_utc,contributing_processing_baselines,contributing_mci_valid_pixel_counts,contributing_mci_valid_pixel_fractions,excluded_product_ids,excluded_product_statuses,reprocessings_counted_as_independent_observations,methods_pooled,support_pixel_count
ACOLITE,2017-01-07,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_01_07_10_25_15_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-01-10,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_01_10_10_35_10_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-01-27,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,0.0012461990118026733,0.0012461990118026733,0.0012461990118026733,0.0,True,-0.0007492446548274106,S2A_MSI_2017_01_27_10_25_16_T33UVB,2017-01-27T10:23:01Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-01-30,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_01_30_10_35_10_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-02-06,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_02_06_10_25_16_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-02-09,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_02_09_10_35_11_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-02-16,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,-0.0014516973868012421,-0.0014516973868012421,-0.0014516973868012421,0.0,True,-0.11787776438095775,S2A_MSI_2017_02_16_10_25_17_T33UVB,2017-02-16T10:21:01Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-02-19,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_02_19_10_35_11_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-02-26,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_02_26_10_25_16_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-03-01,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_03_01_10_35_10_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-03-08,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_03_08_10_25_14_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-03-11,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,0.0021554055313269295,0.0021554055313269295,0.0021554055313269295,0.0,True,-0.008112920675538593,S2A_MSI_2017_03_11_10_35_09_T33UVB,2017-03-11T10:30:11Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-03-18,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_03_18_10_25_14_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-03-20,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_03_20_10_20_05_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-03-21,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_03_21_10_35_10_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-03-23,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,0.009291373193264008,0.009291373193264008,0.009291373193264008,0.0,True,0.1345064413639419,S2B_MSI_2017_03_23_10_25_54_T33UVB,2017-03-23T10:20:59Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-03-26,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_03_26_10_35_27_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-03-28,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_03_28_10_25_17_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-03-31,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_03_31_10_35_13_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-04-02,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_04_02_10_25_19_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-04-05,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_04_05_10_35_14_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-04-07,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_04_07_10_25_20_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-04-10,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_04_10_10_35_15_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-04-12,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_04_12_10_25_20_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-04-15,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_04_15_10_35_14_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-04-17,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_04_17_10_25_23_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-04-20,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_04_20_10_35_18_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-04-22,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,0.0004044714694221817,0.0004044714694221817,0.0004044714694221817,0.0,True,0.001981160065213515,S2B_MSI_2017_04_22_10_25_19_T33UVB,2017-04-22T10:20:19Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-04-25,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_04_25_10_35_14_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-04-27,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,-0.00037566795945167576,-0.00037566795945167576,-0.00037566795945167576,0.0,True,-0.06345507059093033,S2A_MSI_2017_04_27_10_25_24_T33UVB,2017-04-27T10:20:31Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-04-30,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_04_30_10_35_19_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-05-02,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,-0.00060955664763848,-0.00060955664763848,-0.00060955664763848,0.0,True,0.05609660702828121,S2B_MSI_2017_05_02_10_25_18_T33UVB,2017-05-02T10:20:19Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-05-05,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_05_05_10_35_13_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-05-07,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_05_07_10_25_25_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-05-10,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_05_10_10_35_20_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-05-12,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,-0.00021638789524634598,-0.00021638789524634598,-0.00021638789524634598,0.0,True,0.013984820567544009,S2B_MSI_2017_05_12_10_25_18_T33UVB,2017-05-12T10:20:19Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-05-15,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_05_15_10_35_13_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-05-17,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_05_17_10_25_25_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-05-20,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_05_20_10_35_20_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-05-22,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_05_22_10_25_20_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-05-25,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_05_25_10_35_15_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-05-27,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,-0.0014690052407483264,-0.0014690052407483264,-0.0014690052407483264,0.0,True,0.01734494023721452,S2A_MSI_2017_05_27_10_25_25_T33UVB,2017-05-27T10:20:31Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-05-30,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_05_30_10_35_19_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-06-01,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,-0.0009604363391796759,-0.0009604363391796759,-0.0009604363391796759,0.0,True,-0.017518566809235067,S2B_MSI_2017_06_01_10_25_21_T33UVB,2017-06-01T10:20:19Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-06-04,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_06_04_10_35_16_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-06-06,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_06_06_10_25_24_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-06-09,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,-0.0022426191717386246,-0.0022426191717386246,-0.0022426191717386246,0.0,True,0.040709173119084126,S2A_MSI_2017_06_09_10_35_18_T33UVB,2017-06-09T10:30:21Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-06-11,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_06_11_10_25_22_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-06-14,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_06_14_10_35_17_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-06-16,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,-0.0010491730024417244,-0.0010491730024417244,-0.0010491730024417244,0.0,True,-0.016344274450357812,S2A_MSI_2017_06_16_10_25_23_T33UVB,2017-06-16T10:20:21Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-06-19,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,-0.0007153003166119262,-0.0007153003166119262,-0.0007153003166119262,0.0,True,0.0044475512299504485,S2A_MSI_2017_06_19_10_35_17_T33UVB,2017-06-19T10:30:21Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-06-21,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_06_21_10_25_22_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-06-24,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_06_24_10_35_17_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-06-26,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_06_26_10_25_21_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-06-29,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_06_29_10_35_15_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-07-01,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_07_01_10_25_22_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-07-04,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,-0.0009879669795433664,-0.0009879669795433664,-0.0009879669795433664,0.0,True,-0.007681617929000916,S2B_MSI_2017_07_04_10_35_17_T33UVB,2017-07-04T10:30:19Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-07-06,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,0.008911497270067532,0.008911497270067532,0.008911497270067532,0.0,True,0.27338906113022654,S2A_MSI_2017_07_06_10_25_22_T33UVB,2017-07-06T10:20:21Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-07-09,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_07_09_10_35_17_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-07-11,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,0.006942324588696161,0.006942324588696161,0.006942324588696161,0.0,True,0.14334764287008647,S2B_MSI_2017_07_11_10_25_23_T33UVB,2017-07-11T10:20:29Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-07-14,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_07_14_10_35_17_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-07-16,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_07_16_10_25_23_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-07-19,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_07_19_10_35_18_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-07-21,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_07_21_10_25_23_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-07-24,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_07_24_10_35_17_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-07-26,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_07_26_10_25_24_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-07-29,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_07_29_10_35_18_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-07-31,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_07_31_10_25_22_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-08-03,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_08_03_10_35_16_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-08-05,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,0.007644427940249443,0.007644427940249443,0.007644427940249443,0.0,True,0.10184939232264403,S2A_MSI_2017_08_05_10_25_24_T33UVB,2017-08-05T10:20:31Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-08-08,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,0.006013844162225723,0.006013844162225723,0.006013844162225723,0.0,True,0.1152761887363191,S2A_MSI_2017_08_08_10_35_18_T33UVB,2017-08-08T10:30:21Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-08-10,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,0.0080461660400033,0.0080461660400033,0.0080461660400033,0.0,True,0.19715813675514,S2B_MSI_2017_08_10_10_25_21_T33UVB,2017-08-10T10:20:19Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-08-13,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,0.005346316471695901,0.005346316471695901,0.005346316471695901,0.0,True,0.06953931998736806,S2B_MSI_2017_08_13_10_35_15_T33UVB,2017-08-13T10:30:19Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-08-15,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,0.004937107612689336,0.004937107612689336,0.004937107612689336,0.0,True,0.1300199953878806,S2A_MSI_2017_08_15_10_25_24_T33UVB,2017-08-15T10:20:21Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-08-18,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_08_18_10_35_18_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-08-20,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_08_20_10_25_19_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-08-23,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,0.012240103383859002,0.012240103383859002,0.012240103383859002,0.0,True,0.3005949814927527,S2B_MSI_2017_08_23_10_35_13_T33UVB,2017-08-23T10:30:19Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-08-25,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_08_25_10_25_23_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-08-28,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,0.009183420116702715,0.009183420116702715,0.009183420116702715,0.0,True,0.17317138238715332,S2A_MSI_2017_08_28_10_35_17_T33UVB,2017-08-28T10:30:21Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-08-30,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_08_30_10_25_17_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-09-02,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_09_02_10_35_11_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-09-04,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_09_04_10_25_22_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-09-07,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_09_07_10_35_16_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-09-09,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_09_09_10_25_15_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-09-12,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_09_12_10_35_08_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-09-14,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_09_14_10_25_20_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-09-17,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,0.003855768963694571,0.003855768963694571,0.003855768963694571,0.0,True,0.1670285697299211,S2A_MSI_2017_09_17_10_35_13_T33UVB,2017-09-17T10:30:21Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-09-19,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_09_19_10_25_11_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-09-22,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_09_22_10_35_04_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-09-24,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,0.0047447932263215385,0.0047447932263215385,0.0047447932263215385,0.0,True,0.2092659234484456,S2A_MSI_2017_09_24_10_25_18_T33UVB,2017-09-24T10:20:21Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-09-27,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,0.005075774217645327,0.005075774217645327,0.005075774217645327,0.0,True,0.163262130903157,S2A_MSI_2017_09_27_10_35_13_T33UVB,2017-09-27T10:30:21Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-09-29,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,0.005940591047207514,0.005940591047207514,0.005940591047207514,0.0,True,0.133619310466089,S2B_MSI_2017_09_29_10_25_07_T33UVB,2017-09-29T10:20:09Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-10-02,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_10_02_10_35_02_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-10-04,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_10_04_10_25_20_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-10-07,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_10_07_10_35_15_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-10-09,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,0.007509700705607733,0.007509700705607733,0.007509700705607733,0.0,True,0.14171344508964848,S2B_MSI_2017_10_09_10_25_08_T33UVB,2017-10-09T10:20:09Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-10-12,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,0.0024987670903404546,0.0024987670903404546,0.0024987670903404546,0.0,True,0.07822014062880123,S2B_MSI_2017_10_12_10_35_03_T33UVB,2017-10-12T10:30:09Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-10-14,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_10_14_10_25_21_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-10-17,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_10_17_10_35_16_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-10-19,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_10_19_10_25_09_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-10-22,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_10_22_10_35_04_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-10-24,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_10_24_10_25_22_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-10-27,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_10_27_10_35_16_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-10-29,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,0.00047368220984935795,0.00047368220984935795,0.00047368220984935795,0.0,True,0.05230088178896622,S2B_MSI_2017_10_29_10_25_09_T33UVB,2017-10-29T10:21:19Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-11-01,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_11_01_10_35_04_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-11-03,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_11_03_10_25_22_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-11-06,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,0.001111992138127486,0.001111992138127486,0.001111992138127486,0.0,True,0.15903892739508332,S2A_MSI_2017_11_06_10_35_16_T33UVB,2017-11-06T10:32:21Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-11-08,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_11_08_10_25_09_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-11-11,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2B_MSI_2017_11_11_10_35_04_T33UVB,ineligible_below_6_valid_pixels,False,False,9
ACOLITE,2017-11-13,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,1,1,True,0.00361702274531126,0.00361702274531126,0.00361702274531126,0.0,True,0.08730969741147328,S2A_MSI_2017_11_13_10_25_20_T33UVB,2017-11-13T10:22:51Z,N0500,9,1.0,,,False,False,9
ACOLITE,2017-11-16,2017,whole_calendar_date,median_of_eligible_observation_level_medians,1,0,0,False,,,,,False,,,,,,,S2A_MSI_2017_11_16_10_35_14_T33UVB,ineligible_below_6_valid_pixels,False,False,9
