method,product_id,acolite_scene_id,linked_l1c_product_id,source_relative_path,target_id,target_role,target_latitude,target_longitude,coordinate_provenance,field_date,acquisition_date,year,sensing_datetime_utc,platform,tile_id,relative_orbit,processing_baseline,radiometry_processing_baseline,radiometry_processing_baseline_source,generation_time_utc,grid_resolution_m,window_size,window_pixel_count,support_detail,support_pixel_count,polygon_total_pixel_count,polygon_bbox_rows,polygon_bbox_cols,polygon_enclosing_window_size,polygon_coordinate_path,target_row,target_col,target_inside_raster,eligibility_rule_id,minimum_valid_pixels,minimum_valid_fraction,required_qa_complete,required_qa_incomplete_families,native_qa_incomplete,native_qa_incomplete_families,extraction_successful,observation_available,failure_reason,MCI_valid_pixel_count,MCI_valid_pixel_fraction,MCI_median,MCI_mean,MCI_SD,MCI_IQR,MCI_min,MCI_max,NDCI_valid_pixel_count,NDCI_valid_pixel_fraction,NDCI_median,NDCI_mean,NDCI_SD,NDCI_IQR,NDCI_min,NDCI_max,common_B456_valid_count,B4_reflectance_median,B5_reflectance_median,B6_reflectance_median,qa_whole_window_count_pixel_basis,qa_in_support_count_pixel_basis,qa_support_is_whole_read_window,qa_layer_counts_may_overlap,qa_common_hard_invalid_count_in_support,qa_common_hard_invalid_fraction_in_support,qa_scl_not_water_count_in_support,qa_opaque_cloud_count_in_support,qa_cirrus_count_in_support,qa_snow_ice_count_in_support,qa_B04_hard_invalid_count_in_support,qa_B05_hard_invalid_count_in_support,qa_B06_hard_invalid_count_in_support,qa_acolite_hard_invalid_count_in_support,qa_acolite_hard_invalid_fraction_in_support,mci_observation_eligible,mci_observation_status,ndci_observation_eligible,ndci_observation_status,eligibility_rule
ACOLITE,S2C_MSI_2025_02_07_10_35_44_T33UVB,S2C_MSI_2025_02_07_10_35_44_T33UVB,S2C_MSIL1C_20250207T103241_N0511_R108_T33UVB_20250207T123145,S2C_MSIL1C_20250207T103241_N0511_R108_T33UVB_20250207T123145/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2025-02-07,2025,2025-02-07T10:32:41Z,S2C,T33UVB,108,N0511,,,2025-02-07T12:31:45Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2B_MSI_2025_02_09_10_25_25_T33UVB,S2B_MSI_2025_02_09_10_25_25_T33UVB,S2B_MSIL1C_20250209T102059_N0511_R065_T33UVB_20250209T124604,S2B_MSIL1C_20250209T102059_N0511_R065_T33UVB_20250209T124604/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2025-02-09,2025,2025-02-09T10:20:59Z,S2B,T33UVB,65,N0511,,,2025-02-09T12:46:04Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2B_MSI_2025_02_12_10_35_21_T33UVB,S2B_MSI_2025_02_12_10_35_21_T33UVB,S2B_MSIL1C_20250212T103049_N0511_R108_T33UVB_20250212T111330,S2B_MSIL1C_20250212T103049_N0511_R108_T33UVB_20250212T111330/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2025-02-12,2025,2025-02-12T10:30:49Z,S2B,T33UVB,108,N0511,,,2025-02-12T11:13:30Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2C_MSI_2025_02_14_10_25_47_T33UVB,S2C_MSI_2025_02_14_10_25_47_T33UVB,S2C_MSIL1C_20250214T102151_N0511_R065_T33UVB_20250214T123819,S2C_MSIL1C_20250214T102151_N0511_R065_T33UVB_20250214T123819/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2025-02-14,2025,2025-02-14T10:21:51Z,S2C,T33UVB,65,N0511,,,2025-02-14T12:38:19Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,9,1.0,0.0024549338345726326,0.002579869557585981,0.000822260497007697,0.0007844602068265288,0.0008377021799484893,0.0034528031324346856,9,1.0,-0.01950844614361319,-0.02225691257481438,0.035240465081255876,0.0432583671010829,-0.09365793065784855,0.020105540480643534,9,0.012804658152163029,0.012330111116170883,0.006789102219045162,9,9,True,True,,,,,,,,,,0,0.0,True,eligible_at_least_6_of_9_valid_pixels,True,eligible_at_least_6_of_9_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2C_MSI_2025_02_17_10_35_40_T33UVB,S2C_MSI_2025_02_17_10_35_40_T33UVB,S2C_MSIL1C_20250217T103131_N0511_R108_T33UVB_20250217T124828,S2C_MSIL1C_20250217T103131_N0511_R108_T33UVB_20250217T124828/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2025-02-17,2025,2025-02-17T10:31:31Z,S2C,T33UVB,108,N0511,,,2025-02-17T12:48:28Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,9,1.0,0.0024527636667092644,0.002166537057470392,0.0029994979085807296,0.005310915596783162,-0.0028331344326337216,0.005739901773631572,9,1.0,-0.0471490160711559,-0.007682465885451907,0.10852735455447308,0.184300949644382,-0.1454304130564988,0.13563629283672626,9,0.01647276058793068,0.017467310652136803,0.01079354528337717,9,9,True,True,,,,,,,,,,0,0.0,True,eligible_at_least_6_of_9_valid_pixels,True,eligible_at_least_6_of_9_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2B_MSI_2025_02_19_10_25_27_T33UVB,S2B_MSI_2025_02_19_10_25_27_T33UVB,S2B_MSIL1C_20250219T101959_N0511_R065_T33UVB_20250219T135601,S2B_MSIL1C_20250219T101959_N0511_R065_T33UVB_20250219T135601/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2025-02-19,2025,2025-02-19T10:19:59Z,S2B,T33UVB,65,N0511,,,2025-02-19T13:56:01Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,9,1.0,0.0010819027821222932,0.0013989813901759947,0.0070206140642804825,0.00788034697373708,-0.009018069505691534,0.011205552021662402,9,1.0,0.008573343831282165,-0.005765791160519372,0.07861442594345691,0.08444000291375062,-0.11364940883854957,0.11337119792417472,9,0.0653071478009224,0.06779718399047852,0.059924863278865814,9,9,True,True,,,,,,,,,,0,0.0,True,eligible_at_least_6_of_9_valid_pixels,True,eligible_at_least_6_of_9_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2B_MSI_2025_02_22_10_35_21_T33UVB,S2B_MSI_2025_02_22_10_35_21_T33UVB,S2B_MSIL1C_20250222T102939_N0511_R108_T33UVB_20250222T122440,S2B_MSIL1C_20250222T102939_N0511_R108_T33UVB_20250222T122440/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2025-02-22,2025,2025-02-22T10:29:39Z,S2B,T33UVB,108,N0511,,,2025-02-22T12:24:40Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,9,1.0,0.0003460992748538644,0.0003333187558584741,0.0011818877757666928,0.0007103787114222833,-0.0016515623778104779,0.002532858153184256,9,1.0,-0.05143041970469506,-0.06569674168742069,0.04867773691302435,0.05069216514106952,-0.13773443081752523,0.007907940987830157,9,0.0151981757953763,0.01331967394798994,0.011175327934324741,9,9,True,True,,,,,,,,,,0,0.0,True,eligible_at_least_6_of_9_valid_pixels,True,eligible_at_least_6_of_9_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2C_MSI_2025_02_24_10_25_46_T33UVB,S2C_MSI_2025_02_24_10_25_46_T33UVB,S2C_MSIL1C_20250224T102051_N0511_R065_T33UVB_20250224T135922,S2C_MSIL1C_20250224T102051_N0511_R065_T33UVB_20250224T135922/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2025-02-24,2025,2025-02-24T10:20:51Z,S2C,T33UVB,65,N0511,,,2025-02-24T13:59:22Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2C_MSI_2025_02_27_10_35_41_T33UVB,S2C_MSI_2025_02_27_10_35_41_T33UVB,S2C_MSIL1C_20250227T103021_N0511_R108_T33UVB_20250227T140845,S2C_MSIL1C_20250227T103021_N0511_R108_T33UVB_20250227T140845/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2025-02-27,2025,2025-02-27T10:30:21Z,S2C,T33UVB,108,N0511,,,2025-02-27T14:08:45Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2B_MSI_2025_03_01_10_25_26_T33UVB,S2B_MSI_2025_03_01_10_25_26_T33UVB,S2B_MSIL1C_20250301T101849_N0511_R065_T33UVB_20250301T124736,S2B_MSIL1C_20250301T101849_N0511_R065_T33UVB_20250301T124736/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2025-03-01,2025,2025-03-01T10:18:49Z,S2B,T33UVB,65,N0511,,,2025-03-01T12:47:36Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2B_MSI_2025_03_04_10_35_20_T33UVB,S2B_MSI_2025_03_04_10_35_20_T33UVB,S2B_MSIL1C_20250304T102819_N0511_R108_T33UVB_20250304T122604,S2B_MSIL1C_20250304T102819_N0511_R108_T33UVB_20250304T122604/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2025-03-04,2025,2025-03-04T10:28:19Z,S2B,T33UVB,108,N0511,,,2025-03-04T12:26:04Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2C_MSI_2025_03_06_10_25_47_T33UVB,S2C_MSI_2025_03_06_10_25_47_T33UVB,S2C_MSIL1C_20250306T101931_N0511_R065_T33UVB_20250306T135811,S2C_MSIL1C_20250306T101931_N0511_R065_T33UVB_20250306T135811/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2025-03-06,2025,2025-03-06T10:19:31Z,S2C,T33UVB,65,N0511,,,2025-03-06T13:58:11Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,9,1.0,0.002280521082381408,0.00205282833841112,0.0009471239570787869,0.0009625333050886781,3.097845862309184e-05,0.003242907611032327,9,1.0,0.003481315718381474,-0.016951083049713253,0.04822370081769871,0.04589677681016921,-0.10370037135226537,0.04805846006814436,9,0.013416843488812447,0.013152769766747952,0.008709387853741646,9,9,True,True,,,,,,,,,,0,0.0,True,eligible_at_least_6_of_9_valid_pixels,True,eligible_at_least_6_of_9_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2C_MSI_2025_03_09_10_35_41_T33UVB,S2C_MSI_2025_03_09_10_35_41_T33UVB,S2C_MSIL1C_20250309T102911_N0511_R108_T33UVB_20250309T140744,S2C_MSIL1C_20250309T102911_N0511_R108_T33UVB_20250309T140744/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2025-03-09,2025,2025-03-09T10:29:11Z,S2C,T33UVB,108,N0511,,,2025-03-09T14:07:44Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2B_MSI_2025_03_11_10_25_25_T33UVB,S2B_MSI_2025_03_11_10_25_25_T33UVB,S2B_MSIL1C_20250311T101739_N0511_R065_T33UVB_20250311T135421,S2B_MSIL1C_20250311T101739_N0511_R065_T33UVB_20250311T135421/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2025-03-11,2025,2025-03-11T10:17:39Z,S2B,T33UVB,65,N0511,,,2025-03-11T13:54:21Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2B_MSI_2025_03_14_10_35_19_T33UVB,S2B_MSI_2025_03_14_10_35_19_T33UVB,S2B_MSIL1C_20250314T102719_N0511_R108_T33UVB_20250314T154615,S2B_MSIL1C_20250314T102719_N0511_R108_T33UVB_20250314T154615/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2025-03-14,2025,2025-03-14T10:27:19Z,S2B,T33UVB,108,N0511,,,2025-03-14T15:46:15Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2C_MSI_2025_03_16_10_25_46_T33UVB,S2C_MSI_2025_03_16_10_25_46_T33UVB,S2C_MSIL1C_20250316T101821_N0511_R065_T33UVB_20250316T143721,S2C_MSIL1C_20250316T101821_N0511_R065_T33UVB_20250316T143721/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2025-03-16,2025,2025-03-16T10:18:21Z,S2C,T33UVB,65,N0511,,,2025-03-16T14:37:21Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2A_MSI_2025_03_18_10_25_35_T33UVB,S2A_MSI_2025_03_18_10_25_35_T33UVB,S2A_MSIL1C_20250318T101751_N0511_R065_T33UVB_20250318T140212,S2A_MSIL1C_20250318T101751_N0511_R065_T33UVB_20250318T140212/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2025-03-18,2025,2025-03-18T10:17:51Z,S2A,T33UVB,65,N0511,,,2025-03-18T14:02:12Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2C_MSI_2025_03_19_10_35_41_T33UVB,S2C_MSI_2025_03_19_10_35_41_T33UVB,S2C_MSIL1C_20250319T102801_N0511_R108_T33UVB_20250319T140931,S2C_MSIL1C_20250319T102801_N0511_R108_T33UVB_20250319T140931/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2025-03-19,2025,2025-03-19T10:28:01Z,S2C,T33UVB,108,N0511,,,2025-03-19T14:09:31Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,9,1.0,0.0060521329442660005,0.005888431933191088,0.0009290434622841359,0.0014591873933871569,0.00424957157423099,0.007006702510019143,9,1.0,0.15373416263947942,0.15464725143953859,0.031067010648594254,0.03483827524169253,0.1067907317625716,0.21740687814791612,9,0.013029694557189941,0.017927225679159164,0.010667454451322556,9,9,True,True,,,,,,,,,,0,0.0,True,eligible_at_least_6_of_9_valid_pixels,True,eligible_at_least_6_of_9_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2A_MSI_2025_03_21_10_35_29_T33UVB,S2A_MSI_2025_03_21_10_35_29_T33UVB,S2A_MSIL1C_20250321T102731_N0511_R108_T33UVB_20250321T105421,S2A_MSIL1C_20250321T102731_N0511_R108_T33UVB_20250321T105421/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2025-03-21,2025,2025-03-21T10:27:31Z,S2A,T33UVB,108,N0511,,,2025-03-21T10:54:21Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,9,1.0,0.006760046910494566,0.0066711482936861344,0.0009081466292992502,0.0005893807237346959,0.004985244882603487,0.008053639406959216,9,1.0,0.2793405532928799,0.2734461283206895,0.039513815295046474,0.06893653219415219,0.20810471823335577,0.32742605421948967,9,0.008330506272614002,0.014579963870346546,0.007658908609300852,9,9,True,True,,,,,,,,,,0,0.0,True,eligible_at_least_6_of_9_valid_pixels,True,eligible_at_least_6_of_9_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2B_MSI_2025_03_21_10_25_26_T33UVB,S2B_MSI_2025_03_21_10_25_26_T33UVB,S2B_MSIL1C_20250321T101629_N0511_R065_T33UVB_20250321T153322,S2B_MSIL1C_20250321T101629_N0511_R065_T33UVB_20250321T153322/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2025-03-21,2025,2025-03-21T10:16:29Z,S2B,T33UVB,65,N0511,,,2025-03-21T15:33:22Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,9,1.0,0.007445856928825378,0.007201028270301997,0.0010983362479341271,0.0009243616213401151,0.005485599798460802,0.008610786932210127,9,1.0,0.27516761313425325,0.27412584984741417,0.03294487183721973,0.030208776392006143,0.22246134485073626,0.32496488533511286,9,0.00835613813251257,0.01523446012288332,0.007291219662874937,9,9,True,True,,,,,,,,,,0,0.0,True,eligible_at_least_6_of_9_valid_pixels,True,eligible_at_least_6_of_9_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2B_MSI_2025_03_24_10_35_20_T33UVB,S2B_MSI_2025_03_24_10_35_20_T33UVB,S2B_MSIL1C_20250324T102609_N0511_R108_T33UVB_20250324T125608,S2B_MSIL1C_20250324T102609_N0511_R108_T33UVB_20250324T125608/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2025-03-24,2025,2025-03-24T10:26:09Z,S2B,T33UVB,108,N0511,,,2025-03-24T12:56:08Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,9,1.0,0.0071055848151445385,0.007341278399582263,0.0007303864087016136,0.0011614934851725892,0.006487779008845488,0.008481074248751004,9,1.0,0.24338077116006626,0.24889314157359094,0.030170486351413266,0.03700886182420596,0.21717448141315743,0.31498100754396485,9,0.01062025036662817,0.017324909567832947,0.009854263626039028,9,9,True,True,,,,,,,,,,0,0.0,True,eligible_at_least_6_of_9_valid_pixels,True,eligible_at_least_6_of_9_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2C_MSI_2025_03_26_10_25_44_T33UVB,S2C_MSI_2025_03_26_10_25_44_T33UVB,S2C_MSIL1C_20250326T102041_N0511_R065_T33UVB_20250326T143720,S2C_MSIL1C_20250326T102041_N0511_R065_T33UVB_20250326T143720/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2025-03-26,2025,2025-03-26T10:20:41Z,S2C,T33UVB,65,N0511,,,2025-03-26T14:37:20Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2A_MSI_2025_03_28_10_25_31_T33UVB,S2A_MSI_2025_03_28_10_25_31_T33UVB,S2A_MSIL1C_20250328T102031_N0511_R065_T33UVB_20250328T171838,S2A_MSIL1C_20250328T102031_N0511_R065_T33UVB_20250328T171838/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2025-03-28,2025,2025-03-28T10:20:31Z,S2A,T33UVB,65,N0511,,,2025-03-28T17:18:38Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,9,1.0,0.002492481159667175,0.002424404280329192,0.0006922383514027878,0.0008809753383199372,0.0015327041968703266,0.003779998297492662,9,1.0,0.08144040975979028,0.09012503495901139,0.03387342487375907,0.017264103464230726,0.04775421485361144,0.1522201493416495,9,0.009646162390708923,0.011941773816943169,0.008402209728956223,9,9,True,True,,,,,,,,,,0,0.0,True,eligible_at_least_6_of_9_valid_pixels,True,eligible_at_least_6_of_9_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2C_MSI_2025_03_29_10_35_39_T33UVB,S2C_MSI_2025_03_29_10_35_39_T33UVB,S2C_MSIL1C_20250329T103041_N0511_R108_T33UVB_20250329T144625,S2C_MSIL1C_20250329T103041_N0511_R108_T33UVB_20250329T144625/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2025-03-29,2025,2025-03-29T10:30:41Z,S2C,T33UVB,108,N0511,,,2025-03-29T14:46:25Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2A_MSI_2025_03_31_10_35_27_T33UVB,S2A_MSI_2025_03_31_10_35_27_T33UVB,S2A_MSIL1C_20250331T103031_N0511_R108_T33UVB_20250331T190731,S2A_MSIL1C_20250331T103031_N0511_R108_T33UVB_20250331T190731/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2025-03-31,2025,2025-03-31T10:30:31Z,S2A,T33UVB,108,N0511,,,2025-03-31T19:07:31Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2B_MSI_2025_03_31_10_25_23_T33UVB,S2B_MSI_2025_03_31_10_25_23_T33UVB,S2B_MSIL1C_20250331T101559_N0511_R065_T33UVB_20250331T135422,S2B_MSIL1C_20250331T101559_N0511_R065_T33UVB_20250331T135422/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2025-03-31,2025,2025-03-31T10:15:59Z,S2B,T33UVB,65,N0511,,,2025-03-31T13:54:22Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,9,1.0,-0.0006446333602070807,-0.0005594226014282969,0.0005457763421737133,0.0004808254850407444,-0.0014698030737539131,0.00024648985515038184,9,1.0,-0.10451370741917564,-0.09921850449700974,0.048148135706620784,0.03992413367091917,-0.15009991647539264,-0.01657809800494948,9,0.0074880849570035934,0.006491587497293949,0.0058379340916872025,9,9,True,True,,,,,,,,,,0,0.0,True,eligible_at_least_6_of_9_valid_pixels,True,eligible_at_least_6_of_9_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2B_MSI_2025_04_03_10_35_16_T33UVB,S2B_MSI_2025_04_03_10_35_16_T33UVB,S2B_MSIL1C_20250403T102559_N0511_R108_T33UVB_20250403T125524,S2B_MSIL1C_20250403T102559_N0511_R108_T33UVB_20250403T125524/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2025-04-03,2025,2025-04-03T10:25:59Z,S2B,T33UVB,108,N0511,,,2025-04-03T12:55:24Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,9,1.0,-0.00018451027572155033,2.798663314293941e-05,0.0005103784851102929,0.000717303901910782,-0.0006766979893048607,0.0008058062444130584,9,1.0,-0.022412332824138428,-0.042508608300083746,0.05910911690678809,0.0631487059938858,-0.13376419949837423,0.033588504116501404,9,0.0051149786449968815,0.005004760343581438,0.004503980744630098,9,9,True,True,,,,,,,,,,0,0.0,True,eligible_at_least_6_of_9_valid_pixels,True,eligible_at_least_6_of_9_valid_pixels,minimum_valid_pixel_count
