product_id,product_level,source_relative_path,platform,sensing_datetime_utc,acquisition_date,year,tile_id,relative_orbit,processing_baseline,generation_time_utc,product_uri,metadata_tile_id,acquisition_metadata_complete,band_asset_count,qa_asset_count,scl_asset_count,B4_raster_count,B5_raster_count,B6_raster_count,discovery_status
S2A_MSIL2A_20180415T103021_N0500_R108_T33UVB_20230725T131333,L2A,S2A_MSIL2A_20180415T103021_N0500_R108_T33UVB_20230725T131333.SAFE,S2A,2018-04-15T10:30:21Z,2018-04-15,2018,T33UVB,108,N0500,2023-07-25T13:13:33Z,S2A_MSIL2A_20180415T103021_N0500_R108_T33UVB_20230725T131333.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180417T102019_N0500_R065_T33UVB_20230910T103342,L2A,S2B_MSIL2A_20180417T102019_N0500_R065_T33UVB_20230910T103342.SAFE,S2B,2018-04-17T10:20:19Z,2018-04-17,2018,T33UVB,65,N0500,2023-09-10T10:33:42Z,S2B_MSIL2A_20180417T102019_N0500_R065_T33UVB_20230910T103342.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180420T103019_N0500_R108_T33UVB_20230829T044228,L2A,S2B_MSIL2A_20180420T103019_N0500_R108_T33UVB_20230829T044228.SAFE,S2B,2018-04-20T10:30:19Z,2018-04-20,2018,T33UVB,108,N0500,2023-08-29T04:42:28Z,S2B_MSIL2A_20180420T103019_N0500_R108_T33UVB_20230829T044228.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180422T102031_N0500_R065_T33UVB_20230915T161912,L2A,S2A_MSIL2A_20180422T102031_N0500_R065_T33UVB_20230915T161912.SAFE,S2A,2018-04-22T10:20:31Z,2018-04-22,2018,T33UVB,65,N0500,2023-09-15T16:19:12Z,S2A_MSIL2A_20180422T102031_N0500_R065_T33UVB_20230915T161912.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180425T103021_N0500_R108_T33UVB_20230731T002951,L2A,S2A_MSIL2A_20180425T103021_N0500_R108_T33UVB_20230731T002951.SAFE,S2A,2018-04-25T10:30:21Z,2018-04-25,2018,T33UVB,108,N0500,2023-07-31T00:29:51Z,S2A_MSIL2A_20180425T103021_N0500_R108_T33UVB_20230731T002951.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180427T102019_N0500_R065_T33UVB_20230913T234011,L2A,S2B_MSIL2A_20180427T102019_N0500_R065_T33UVB_20230913T234011.SAFE,S2B,2018-04-27T10:20:19Z,2018-04-27,2018,T33UVB,65,N0500,2023-09-13T23:40:11Z,S2B_MSIL2A_20180427T102019_N0500_R065_T33UVB_20230913T234011.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180430T103019_N0500_R108_T33UVB_20230705T141913,L2A,S2B_MSIL2A_20180430T103019_N0500_R108_T33UVB_20230705T141913.SAFE,S2B,2018-04-30T10:30:19Z,2018-04-30,2018,T33UVB,108,N0500,2023-07-05T14:19:13Z,S2B_MSIL2A_20180430T103019_N0500_R108_T33UVB_20230705T141913.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180502T102031_N0500_R065_T33UVB_20230904T142745,L2A,S2A_MSIL2A_20180502T102031_N0500_R065_T33UVB_20230904T142745.SAFE,S2A,2018-05-02T10:20:31Z,2018-05-02,2018,T33UVB,65,N0500,2023-09-04T14:27:45Z,S2A_MSIL2A_20180502T102031_N0500_R065_T33UVB_20230904T142745.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180505T103021_N0500_R108_T33UVB_20230830T221405,L2A,S2A_MSIL2A_20180505T103021_N0500_R108_T33UVB_20230830T221405.SAFE,S2A,2018-05-05T10:30:21Z,2018-05-05,2018,T33UVB,108,N0500,2023-08-30T22:14:05Z,S2A_MSIL2A_20180505T103021_N0500_R108_T33UVB_20230830T221405.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180507T102019_N0500_R065_T33UVB_20230816T213532,L2A,S2B_MSIL2A_20180507T102019_N0500_R065_T33UVB_20230816T213532.SAFE,S2B,2018-05-07T10:20:19Z,2018-05-07,2018,T33UVB,65,N0500,2023-08-16T21:35:32Z,S2B_MSIL2A_20180507T102019_N0500_R065_T33UVB_20230816T213532.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180510T103019_N0500_R108_T33UVB_20230831T074006,L2A,S2B_MSIL2A_20180510T103019_N0500_R108_T33UVB_20230831T074006.SAFE,S2B,2018-05-10T10:30:19Z,2018-05-10,2018,T33UVB,108,N0500,2023-08-31T07:40:06Z,S2B_MSIL2A_20180510T103019_N0500_R108_T33UVB_20230831T074006.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180512T102031_N0500_R065_T33UVB_20230904T174030,L2A,S2A_MSIL2A_20180512T102031_N0500_R065_T33UVB_20230904T174030.SAFE,S2A,2018-05-12T10:20:31Z,2018-05-12,2018,T33UVB,65,N0500,2023-09-04T17:40:30Z,S2A_MSIL2A_20180512T102031_N0500_R065_T33UVB_20230904T174030.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180515T103021_N0500_R108_T33UVB_20230717T092115,L2A,S2A_MSIL2A_20180515T103021_N0500_R108_T33UVB_20230717T092115.SAFE,S2A,2018-05-15T10:30:21Z,2018-05-15,2018,T33UVB,108,N0500,2023-07-17T09:21:15Z,S2A_MSIL2A_20180515T103021_N0500_R108_T33UVB_20230717T092115.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180517T102019_N0500_R065_T33UVB_20230828T221220,L2A,S2B_MSIL2A_20180517T102019_N0500_R065_T33UVB_20230828T221220.SAFE,S2B,2018-05-17T10:20:19Z,2018-05-17,2018,T33UVB,65,N0500,2023-08-28T22:12:20Z,S2B_MSIL2A_20180517T102019_N0500_R065_T33UVB_20230828T221220.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180520T103019_N0500_R108_T33UVB_20230906T023901,L2A,S2B_MSIL2A_20180520T103019_N0500_R108_T33UVB_20230906T023901.SAFE,S2B,2018-05-20T10:30:19Z,2018-05-20,2018,T33UVB,108,N0500,2023-09-06T02:39:01Z,S2B_MSIL2A_20180520T103019_N0500_R108_T33UVB_20230906T023901.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180522T102031_N0500_R065_T33UVB_20230718T121734,L2A,S2A_MSIL2A_20180522T102031_N0500_R065_T33UVB_20230718T121734.SAFE,S2A,2018-05-22T10:20:31Z,2018-05-22,2018,T33UVB,65,N0500,2023-07-18T12:17:34Z,S2A_MSIL2A_20180522T102031_N0500_R065_T33UVB_20230718T121734.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180525T103021_N0500_R108_T33UVB_20230724T054127,L2A,S2A_MSIL2A_20180525T103021_N0500_R108_T33UVB_20230724T054127.SAFE,S2A,2018-05-25T10:30:21Z,2018-05-25,2018,T33UVB,108,N0500,2023-07-24T05:41:27Z,S2A_MSIL2A_20180525T103021_N0500_R108_T33UVB_20230724T054127.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180530T103019_N0500_R108_T33UVB_20230731T184631,L2A,S2B_MSIL2A_20180530T103019_N0500_R108_T33UVB_20230731T184631.SAFE,S2B,2018-05-30T10:30:19Z,2018-05-30,2018,T33UVB,108,N0500,2023-07-31T18:46:31Z,S2B_MSIL2A_20180530T103019_N0500_R108_T33UVB_20230731T184631.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180601T102021_N0500_R065_T33UVB_20230902T045008,L2A,S2A_MSIL2A_20180601T102021_N0500_R065_T33UVB_20230902T045008.SAFE,S2A,2018-06-01T10:20:21Z,2018-06-01,2018,T33UVB,65,N0500,2023-09-02T04:50:08Z,S2A_MSIL2A_20180601T102021_N0500_R065_T33UVB_20230902T045008.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180604T103021_N0500_R108_T33UVB_20230723T023511,L2A,S2A_MSIL2A_20180604T103021_N0500_R108_T33UVB_20230723T023511.SAFE,S2A,2018-06-04T10:30:21Z,2018-06-04,2018,T33UVB,108,N0500,2023-07-23T02:35:11Z,S2A_MSIL2A_20180604T103021_N0500_R108_T33UVB_20230723T023511.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180606T102019_N0500_R065_T33UVB_20230824T062839,L2A,S2B_MSIL2A_20180606T102019_N0500_R065_T33UVB_20230824T062839.SAFE,S2B,2018-06-06T10:20:19Z,2018-06-06,2018,T33UVB,65,N0500,2023-08-24T06:28:39Z,S2B_MSIL2A_20180606T102019_N0500_R065_T33UVB_20230824T062839.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180609T103019_N0500_R108_T33UVB_20230824T011601,L2A,S2B_MSIL2A_20180609T103019_N0500_R108_T33UVB_20230824T011601.SAFE,S2B,2018-06-09T10:30:19Z,2018-06-09,2018,T33UVB,108,N0500,2023-08-24T01:16:01Z,S2B_MSIL2A_20180609T103019_N0500_R108_T33UVB_20230824T011601.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180611T102021_N0500_R065_T33UVB_20230714T225353,L2A,S2A_MSIL2A_20180611T102021_N0500_R065_T33UVB_20230714T225353.SAFE,S2A,2018-06-11T10:20:21Z,2018-06-11,2018,T33UVB,65,N0500,2023-07-14T22:53:53Z,S2A_MSIL2A_20180611T102021_N0500_R065_T33UVB_20230714T225353.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180614T103021_N0500_R108_T33UVB_20230813T122609,L2A,S2A_MSIL2A_20180614T103021_N0500_R108_T33UVB_20230813T122609.SAFE,S2A,2018-06-14T10:30:21Z,2018-06-14,2018,T33UVB,108,N0500,2023-08-13T12:26:09Z,S2A_MSIL2A_20180614T103021_N0500_R108_T33UVB_20230813T122609.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180616T102019_N0500_R065_T33UVB_20230715T133909,L2A,S2B_MSIL2A_20180616T102019_N0500_R065_T33UVB_20230715T133909.SAFE,S2B,2018-06-16T10:20:19Z,2018-06-16,2018,T33UVB,65,N0500,2023-07-15T13:39:09Z,S2B_MSIL2A_20180616T102019_N0500_R065_T33UVB_20230715T133909.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180619T103019_N0500_R108_T33UVB_20230715T214842,L2A,S2B_MSIL2A_20180619T103019_N0500_R108_T33UVB_20230715T214842.SAFE,S2B,2018-06-19T10:30:19Z,2018-06-19,2018,T33UVB,108,N0500,2023-07-15T21:48:42Z,S2B_MSIL2A_20180619T103019_N0500_R108_T33UVB_20230715T214842.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180621T102021_N0500_R065_T33UVB_20230827T073006,L2A,S2A_MSIL2A_20180621T102021_N0500_R065_T33UVB_20230827T073006.SAFE,S2A,2018-06-21T10:20:21Z,2018-06-21,2018,T33UVB,65,N0500,2023-08-27T07:30:06Z,S2A_MSIL2A_20180621T102021_N0500_R065_T33UVB_20230827T073006.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180624T103021_N0500_R108_T33UVB_20230823T154249,L2A,S2A_MSIL2A_20180624T103021_N0500_R108_T33UVB_20230823T154249.SAFE,S2A,2018-06-24T10:30:21Z,2018-06-24,2018,T33UVB,108,N0500,2023-08-23T15:42:49Z,S2A_MSIL2A_20180624T103021_N0500_R108_T33UVB_20230823T154249.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180626T102019_N0500_R065_T33UVB_20230730T044635,L2A,S2B_MSIL2A_20180626T102019_N0500_R065_T33UVB_20230730T044635.SAFE,S2B,2018-06-26T10:20:19Z,2018-06-26,2018,T33UVB,65,N0500,2023-07-30T04:46:35Z,S2B_MSIL2A_20180626T102019_N0500_R065_T33UVB_20230730T044635.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180626T102019_N0500_R065_T33UVB_20230801T142643,L2A,S2B_MSIL2A_20180626T102019_N0500_R065_T33UVB_20230801T142643.SAFE,S2B,2018-06-26T10:20:19Z,2018-06-26,2018,T33UVB,65,N0500,2023-08-01T14:26:43Z,S2B_MSIL2A_20180626T102019_N0500_R065_T33UVB_20230801T142643.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180629T103019_N0500_R108_T33UVB_20230828T040523,L2A,S2B_MSIL2A_20180629T103019_N0500_R108_T33UVB_20230828T040523.SAFE,S2B,2018-06-29T10:30:19Z,2018-06-29,2018,T33UVB,108,N0500,2023-08-28T04:05:23Z,S2B_MSIL2A_20180629T103019_N0500_R108_T33UVB_20230828T040523.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180701T102021_N0500_R065_T33UVB_20230811T042458,L2A,S2A_MSIL2A_20180701T102021_N0500_R065_T33UVB_20230811T042458.SAFE,S2A,2018-07-01T10:20:21Z,2018-07-01,2018,T33UVB,65,N0500,2023-08-11T04:24:58Z,S2A_MSIL2A_20180701T102021_N0500_R065_T33UVB_20230811T042458.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180704T103021_N0500_R108_T33UVB_20230806T114209,L2A,S2A_MSIL2A_20180704T103021_N0500_R108_T33UVB_20230806T114209.SAFE,S2A,2018-07-04T10:30:21Z,2018-07-04,2018,T33UVB,108,N0500,2023-08-06T11:42:09Z,S2A_MSIL2A_20180704T103021_N0500_R108_T33UVB_20230806T114209.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180706T102019_N0500_R065_T33UVB_20230808T233811,L2A,S2B_MSIL2A_20180706T102019_N0500_R065_T33UVB_20230808T233811.SAFE,S2B,2018-07-06T10:20:19Z,2018-07-06,2018,T33UVB,65,N0500,2023-08-08T23:38:11Z,S2B_MSIL2A_20180706T102019_N0500_R065_T33UVB_20230808T233811.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180709T103019_N0500_R108_T33UVB_20230820T142139,L2A,S2B_MSIL2A_20180709T103019_N0500_R108_T33UVB_20230820T142139.SAFE,S2B,2018-07-09T10:30:19Z,2018-07-09,2018,T33UVB,108,N0500,2023-08-20T14:21:39Z,S2B_MSIL2A_20180709T103019_N0500_R108_T33UVB_20230820T142139.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180711T102021_N0500_R065_T33UVB_20230801T122120,L2A,S2A_MSIL2A_20180711T102021_N0500_R065_T33UVB_20230801T122120.SAFE,S2A,2018-07-11T10:20:21Z,2018-07-11,2018,T33UVB,65,N0500,2023-08-01T12:21:20Z,S2A_MSIL2A_20180711T102021_N0500_R065_T33UVB_20230801T122120.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180714T103021_N0500_R108_T33UVB_20230820T095831,L2A,S2A_MSIL2A_20180714T103021_N0500_R108_T33UVB_20230820T095831.SAFE,S2A,2018-07-14T10:30:21Z,2018-07-14,2018,T33UVB,108,N0500,2023-08-20T09:58:31Z,S2A_MSIL2A_20180714T103021_N0500_R108_T33UVB_20230820T095831.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180716T102019_N0500_R065_T33UVB_20230713T152538,L2A,S2B_MSIL2A_20180716T102019_N0500_R065_T33UVB_20230713T152538.SAFE,S2B,2018-07-16T10:20:19Z,2018-07-16,2018,T33UVB,65,N0500,2023-07-13T15:25:38Z,S2B_MSIL2A_20180716T102019_N0500_R065_T33UVB_20230713T152538.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180719T103019_N0500_R108_T33UVB_20230714T110051,L2A,S2B_MSIL2A_20180719T103019_N0500_R108_T33UVB_20230714T110051.SAFE,S2B,2018-07-19T10:30:19Z,2018-07-19,2018,T33UVB,108,N0500,2023-07-14T11:00:51Z,S2B_MSIL2A_20180719T103019_N0500_R108_T33UVB_20230714T110051.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180721T102021_N0500_R065_T33UVB_20230714T085857,L2A,S2A_MSIL2A_20180721T102021_N0500_R065_T33UVB_20230714T085857.SAFE,S2A,2018-07-21T10:20:21Z,2018-07-21,2018,T33UVB,65,N0500,2023-07-14T08:58:57Z,S2A_MSIL2A_20180721T102021_N0500_R065_T33UVB_20230714T085857.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180724T103021_N0500_R108_T33UVB_20230720T023932,L2A,S2A_MSIL2A_20180724T103021_N0500_R108_T33UVB_20230720T023932.SAFE,S2A,2018-07-24T10:30:21Z,2018-07-24,2018,T33UVB,108,N0500,2023-07-20T02:39:32Z,S2A_MSIL2A_20180724T103021_N0500_R108_T33UVB_20230720T023932.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180726T102019_N0500_R065_T33UVB_20230811T184149,L2A,S2B_MSIL2A_20180726T102019_N0500_R065_T33UVB_20230811T184149.SAFE,S2B,2018-07-26T10:20:19Z,2018-07-26,2018,T33UVB,65,N0500,2023-08-11T18:41:49Z,S2B_MSIL2A_20180726T102019_N0500_R065_T33UVB_20230811T184149.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180729T103019_N0500_R108_T33UVB_20230723T090117,L2A,S2B_MSIL2A_20180729T103019_N0500_R108_T33UVB_20230723T090117.SAFE,S2B,2018-07-29T10:30:19Z,2018-07-29,2018,T33UVB,108,N0500,2023-07-23T09:01:17Z,S2B_MSIL2A_20180729T103019_N0500_R108_T33UVB_20230723T090117.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180731T102021_N0500_R065_T33UVB_20230723T061615,L2A,S2A_MSIL2A_20180731T102021_N0500_R065_T33UVB_20230723T061615.SAFE,S2A,2018-07-31T10:20:21Z,2018-07-31,2018,T33UVB,65,N0500,2023-07-23T06:16:15Z,S2A_MSIL2A_20180731T102021_N0500_R065_T33UVB_20230723T061615.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180803T103021_N0500_R108_T33UVB_20230731T171730,L2A,S2A_MSIL2A_20180803T103021_N0500_R108_T33UVB_20230731T171730.SAFE,S2A,2018-08-03T10:30:21Z,2018-08-03,2018,T33UVB,108,N0500,2023-07-31T17:17:30Z,S2A_MSIL2A_20180803T103021_N0500_R108_T33UVB_20230731T171730.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180805T102019_N0500_R065_T33UVB_20230731T140510,L2A,S2B_MSIL2A_20180805T102019_N0500_R065_T33UVB_20230731T140510.SAFE,S2B,2018-08-05T10:20:19Z,2018-08-05,2018,T33UVB,65,N0500,2023-07-31T14:05:10Z,S2B_MSIL2A_20180805T102019_N0500_R065_T33UVB_20230731T140510.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180808T103019_N0500_R108_T33UVB_20230803T132224,L2A,S2B_MSIL2A_20180808T103019_N0500_R108_T33UVB_20230803T132224.SAFE,S2B,2018-08-08T10:30:19Z,2018-08-08,2018,T33UVB,108,N0500,2023-08-03T13:22:24Z,S2B_MSIL2A_20180808T103019_N0500_R108_T33UVB_20230803T132224.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180810T102021_N0500_R065_T33UVB_20230814T232625,L2A,S2A_MSIL2A_20180810T102021_N0500_R065_T33UVB_20230814T232625.SAFE,S2A,2018-08-10T10:20:21Z,2018-08-10,2018,T33UVB,65,N0500,2023-08-14T23:26:25Z,S2A_MSIL2A_20180810T102021_N0500_R065_T33UVB_20230814T232625.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180813T103021_N0500_R108_T33UVB_20230723T191605,L2A,S2A_MSIL2A_20180813T103021_N0500_R108_T33UVB_20230723T191605.SAFE,S2A,2018-08-13T10:30:21Z,2018-08-13,2018,T33UVB,108,N0500,2023-07-23T19:16:05Z,S2A_MSIL2A_20180813T103021_N0500_R108_T33UVB_20230723T191605.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180815T102019_N0500_R065_T33UVB_20230810T132357,L2A,S2B_MSIL2A_20180815T102019_N0500_R065_T33UVB_20230810T132357.SAFE,S2B,2018-08-15T10:20:19Z,2018-08-15,2018,T33UVB,65,N0500,2023-08-10T13:23:57Z,S2B_MSIL2A_20180815T102019_N0500_R065_T33UVB_20230810T132357.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180818T103019_N0500_R108_T33UVB_20230712T031843,L2A,S2B_MSIL2A_20180818T103019_N0500_R108_T33UVB_20230712T031843.SAFE,S2B,2018-08-18T10:30:19Z,2018-08-18,2018,T33UVB,108,N0500,2023-07-12T03:18:43Z,S2B_MSIL2A_20180818T103019_N0500_R108_T33UVB_20230712T031843.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180820T102021_N0500_R065_T33UVB_20230827T103655,L2A,S2A_MSIL2A_20180820T102021_N0500_R065_T33UVB_20230827T103655.SAFE,S2A,2018-08-20T10:20:21Z,2018-08-20,2018,T33UVB,65,N0500,2023-08-27T10:36:55Z,S2A_MSIL2A_20180820T102021_N0500_R065_T33UVB_20230827T103655.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180823T103021_N0500_R108_T33UVB_20230712T014626,L2A,S2A_MSIL2A_20180823T103021_N0500_R108_T33UVB_20230712T014626.SAFE,S2A,2018-08-23T10:30:21Z,2018-08-23,2018,T33UVB,108,N0500,2023-07-12T01:46:26Z,S2A_MSIL2A_20180823T103021_N0500_R108_T33UVB_20230712T014626.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180825T102019_N0500_R065_T33UVB_20230712T102133,L2A,S2B_MSIL2A_20180825T102019_N0500_R065_T33UVB_20230712T102133.SAFE,S2B,2018-08-25T10:20:19Z,2018-08-25,2018,T33UVB,65,N0500,2023-07-12T10:21:33Z,S2B_MSIL2A_20180825T102019_N0500_R065_T33UVB_20230712T102133.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180828T103019_N0500_R108_T33UVB_20230809T071639,L2A,S2B_MSIL2A_20180828T103019_N0500_R108_T33UVB_20230809T071639.SAFE,S2B,2018-08-28T10:30:19Z,2018-08-28,2018,T33UVB,108,N0500,2023-08-09T07:16:39Z,S2B_MSIL2A_20180828T103019_N0500_R108_T33UVB_20230809T071639.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180830T102021_N0500_R065_T33UVB_20230712T135917,L2A,S2A_MSIL2A_20180830T102021_N0500_R065_T33UVB_20230712T135917.SAFE,S2A,2018-08-30T10:20:21Z,2018-08-30,2018,T33UVB,65,N0500,2023-07-12T13:59:17Z,S2A_MSIL2A_20180830T102021_N0500_R065_T33UVB_20230712T135917.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180902T103021_N0500_R108_T33UVB_20230710T085832,L2A,S2A_MSIL2A_20180902T103021_N0500_R108_T33UVB_20230710T085832.SAFE,S2A,2018-09-02T10:30:21Z,2018-09-02,2018,T33UVB,108,N0500,2023-07-10T08:58:32Z,S2A_MSIL2A_20180902T103021_N0500_R108_T33UVB_20230710T085832.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180904T102019_N0500_R065_T33UVB_20230824T235353,L2A,S2B_MSIL2A_20180904T102019_N0500_R065_T33UVB_20230824T235353.SAFE,S2B,2018-09-04T10:20:19Z,2018-09-04,2018,T33UVB,65,N0500,2023-08-24T23:53:53Z,S2B_MSIL2A_20180904T102019_N0500_R065_T33UVB_20230824T235353.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180907T103019_N0500_R108_T33UVB_20230708T092856,L2A,S2B_MSIL2A_20180907T103019_N0500_R108_T33UVB_20230708T092856.SAFE,S2B,2018-09-07T10:30:19Z,2018-09-07,2018,T33UVB,108,N0500,2023-07-08T09:28:56Z,S2B_MSIL2A_20180907T103019_N0500_R108_T33UVB_20230708T092856.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180909T102021_N0500_R065_T33UVB_20230820T204124,L2A,S2A_MSIL2A_20180909T102021_N0500_R065_T33UVB_20230820T204124.SAFE,S2A,2018-09-09T10:20:21Z,2018-09-09,2018,T33UVB,65,N0500,2023-08-20T20:41:24Z,S2A_MSIL2A_20180909T102021_N0500_R065_T33UVB_20230820T204124.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180912T103021_N0500_R108_T33UVB_20230803T144033,L2A,S2A_MSIL2A_20180912T103021_N0500_R108_T33UVB_20230803T144033.SAFE,S2A,2018-09-12T10:30:21Z,2018-09-12,2018,T33UVB,108,N0500,2023-08-03T14:40:33Z,S2A_MSIL2A_20180912T103021_N0500_R108_T33UVB_20230803T144033.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180914T102019_N0500_R065_T33UVB_20230731T052244,L2A,S2B_MSIL2A_20180914T102019_N0500_R065_T33UVB_20230731T052244.SAFE,S2B,2018-09-14T10:20:19Z,2018-09-14,2018,T33UVB,65,N0500,2023-07-31T05:22:44Z,S2B_MSIL2A_20180914T102019_N0500_R065_T33UVB_20230731T052244.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180917T103019_N0500_R108_T33UVB_20230731T235627,L2A,S2B_MSIL2A_20180917T103019_N0500_R108_T33UVB_20230731T235627.SAFE,S2B,2018-09-17T10:30:19Z,2018-09-17,2018,T33UVB,108,N0500,2023-07-31T23:56:27Z,S2B_MSIL2A_20180917T103019_N0500_R108_T33UVB_20230731T235627.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180919T102021_N0500_R065_T33UVB_20230708T120558,L2A,S2A_MSIL2A_20180919T102021_N0500_R065_T33UVB_20230708T120558.SAFE,S2A,2018-09-19T10:20:21Z,2018-09-19,2018,T33UVB,65,N0500,2023-07-08T12:05:58Z,S2A_MSIL2A_20180919T102021_N0500_R065_T33UVB_20230708T120558.SAFE,,True,25,31,2,3,2,2,inventoried
S2A_MSIL2A_20180922T103021_N0500_R108_T33UVB_20230708T092958,L2A,S2A_MSIL2A_20180922T103021_N0500_R108_T33UVB_20230708T092958.SAFE,S2A,2018-09-22T10:30:21Z,2018-09-22,2018,T33UVB,108,N0500,2023-07-08T09:29:58Z,S2A_MSIL2A_20180922T103021_N0500_R108_T33UVB_20230708T092958.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180924T102019_N0500_R065_T33UVB_20230709T055558,L2A,S2B_MSIL2A_20180924T102019_N0500_R065_T33UVB_20230709T055558.SAFE,S2B,2018-09-24T10:20:19Z,2018-09-24,2018,T33UVB,65,N0500,2023-07-09T05:55:58Z,S2B_MSIL2A_20180924T102019_N0500_R065_T33UVB_20230709T055558.SAFE,,True,25,31,2,3,2,2,inventoried
S2B_MSIL2A_20180927T103019_N0500_R108_T33UVB_20230729T202531,L2A,S2B_MSIL2A_20180927T103019_N0500_R108_T33UVB_20230729T202531.SAFE,S2B,2018-09-27T10:30:19Z,2018-09-27,2018,T33UVB,108,N0500,2023-07-29T20:25:31Z,S2B_MSIL2A_20180927T103019_N0500_R108_T33UVB_20230729T202531.SAFE,,True,25,31,2,3,2,2,inventoried
