field_date,field_year,role,coordinate_status,coordinate_source_for_matchup,coordinate_qc,coordinate_note,gps_lat_measured,gps_lon_measured,nominal_fallback_allowed,used_to_tune_polygon,window_size,minimum_valid_pixels,eligibility_rule_id,method,sensitivity_status,product_id,acolite_scene_id,linked_l1c_product_id,source_relative_path,target_id,target_role,target_latitude,target_longitude,coordinate_provenance,acquisition_date,year,sensing_datetime_utc,platform,tile_id,relative_orbit,processing_baseline,radiometry_processing_baseline,radiometry_processing_baseline_source,generation_time_utc,grid_resolution_m,window_pixel_count,support_detail,support_pixel_count,polygon_total_pixel_count,polygon_bbox_rows,polygon_bbox_cols,polygon_enclosing_window_size,polygon_coordinate_path,target_row,target_col,target_inside_raster,minimum_valid_fraction,required_qa_complete,required_qa_incomplete_families,native_qa_incomplete,native_qa_incomplete_families,extraction_successful,observation_available,failure_reason,MCI_valid_pixel_count,MCI_valid_pixel_fraction,MCI_median,MCI_mean,MCI_SD,MCI_IQR,MCI_min,MCI_max,NDCI_valid_pixel_count,NDCI_valid_pixel_fraction,NDCI_median,NDCI_mean,NDCI_SD,NDCI_IQR,NDCI_min,NDCI_max,common_B456_valid_count,B4_reflectance_median,B5_reflectance_median,B6_reflectance_median,qa_whole_window_count_pixel_basis,qa_in_support_count_pixel_basis,qa_support_is_whole_read_window,qa_layer_counts_may_overlap,qa_common_hard_invalid_count_in_support,qa_common_hard_invalid_fraction_in_support,qa_scl_not_water_count_in_support,qa_opaque_cloud_count_in_support,qa_cirrus_count_in_support,qa_snow_ice_count_in_support,qa_B04_hard_invalid_count_in_support,qa_B05_hard_invalid_count_in_support,qa_B06_hard_invalid_count_in_support,qa_acolite_hard_invalid_count_in_support,qa_acolite_hard_invalid_fraction_in_support,mci_observation_eligible,mci_observation_status,ndci_observation_eligible,ndci_observation_status
2020-05-06,2020,secondary_spatial_sensitivity_only,no_measured_gps_recorded,paper_nominal_station,no measured GPS for this date,no measured GPS accepted for this date; the polygon field comparison still applies because the fixed polygon does not depend on the per-date coordinate,,,False,False,3,6,vombsjon_gps3x3_min6_v1.1,,not_extracted_no_accepted_measured_gps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-13,2020,secondary_spatial_sensitivity_only,accepted_measured_gps_qc_ok,measured_GPS,ok,measured GPS with coordinate_qc ok,55.67444444444444,13.609444444444444,False,False,3,6,vombsjon_gps3x3_min6_v1.1,,no_satellite_product_on_field_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-20,2020,secondary_spatial_sensitivity_only,no_measured_gps_recorded,paper_nominal_station,no measured GPS for this date,no measured GPS accepted for this date; the polygon field comparison still applies because the fixed polygon does not depend on the per-date coordinate,,,False,False,3,6,vombsjon_gps3x3_min6_v1.1,,not_extracted_no_accepted_measured_gps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,2020,secondary_spatial_sensitivity_only,accepted_measured_gps_qc_ok,measured_GPS,ok,measured GPS with coordinate_qc ok,55.67583333333333,13.606666666666666,False,False,3,6,vombsjon_gps3x3_min6_v1.1,,no_satellite_product_on_field_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-03,2020,secondary_spatial_sensitivity_only,accepted_measured_gps_qc_ok,measured_GPS,ok,measured GPS with coordinate_qc ok,55.67611111111111,13.605833333333333,False,False,3,6,vombsjon_gps3x3_min6_v1.1,ACOLITE,extracted,S2A_MSI_2020_06_03_10_35_23_T33UVB,S2A_MSI_2020_06_03_10_35_23_T33UVB,S2A_MSIL1C_20200603T103031_N0500_R108_T33UVB_20230616T212210,S2A_MSIL1C_20200603T103031_N0500_R108_T33UVB_20230616T212210/acolite,gps3x3_2020-06-03,field_gps_3x3_sensitivity,55.67611111111111,13.605833333333333,measured_field_gps,2020-06-03,2020,2020-06-03T10:30:31Z,S2A,T33UVB,108,N0500,,,2023-06-16T21:22:10Z,20,9,station_centred_3x3_window,9,,,,,,590,595,True,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels
2020-06-03,2020,secondary_spatial_sensitivity_only,accepted_measured_gps_qc_ok,measured_GPS,ok,measured GPS with coordinate_qc ok,55.67611111111111,13.605833333333333,False,False,3,6,vombsjon_gps3x3_min6_v1.1,L1C,extracted,S2A_MSIL1C_20200603T103031_N0500_R108_T33UVB_20230616T212210,,,S2A_MSIL1C_20200603T103031_N0500_R108_T33UVB_20230616T212210.SAFE,gps3x3_2020-06-03,field_gps_3x3_sensitivity,55.67611111111111,13.605833333333333,measured_field_gps,2020-06-03,2020,2020-06-03T10:30:31Z,S2A,T33UVB,108,N0500,N0500,product_metadata_PROCESSING_BASELINE,2023-06-16T21:22:10Z,20,9,station_centred_3x3_window,9,,,,,,1456,618,True,,True,,False,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,9,1.0,9,0,0,0,9,9,9,,,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels
2020-06-03,2020,secondary_spatial_sensitivity_only,accepted_measured_gps_qc_ok,measured_GPS,ok,measured GPS with coordinate_qc ok,55.67611111111111,13.605833333333333,False,False,3,6,vombsjon_gps3x3_min6_v1.1,L2A,extracted,S2A_MSIL2A_20200603T103031_N0500_R108_T33UVB_20230617T065918,,,S2A_MSIL2A_20200603T103031_N0500_R108_T33UVB_20230617T065918.SAFE,gps3x3_2020-06-03,field_gps_3x3_sensitivity,55.67611111111111,13.605833333333333,measured_field_gps,2020-06-03,2020,2020-06-03T10:30:31Z,S2A,T33UVB,108,N0500,N0500,product_metadata_PROCESSING_BASELINE,2023-06-17T06:59:18Z,20,9,station_centred_3x3_window,9,,,,,,1456,618,True,,True,,False,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,9,1.0,9,0,0,0,9,9,9,,,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels
2020-06-10,2020,secondary_spatial_sensitivity_only,measured_gps_flagged_unresolved,measured_GPS_flagged_unresolved,CHECK: longitude minute is 35 in metadata; confirm whether 35 or 36,"coordinate_qc flag unresolved; the source longitude minute is disputed and is never silently corrected. The row contributes no coordinate to the polygon and receives no GPS 3x3 sensitivity, but it remains in the polygon field comparison.",55.67805555555555,13.592222222222222,False,False,3,6,vombsjon_gps3x3_min6_v1.1,,not_extracted_unresolved_coordinate_flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-17,2020,secondary_spatial_sensitivity_only,accepted_measured_gps_qc_ok,measured_GPS,ok,measured GPS with coordinate_qc ok,55.676944444444445,13.603055555555555,False,False,3,6,vombsjon_gps3x3_min6_v1.1,,no_satellite_product_on_field_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-24,2020,secondary_spatial_sensitivity_only,measured_gps_flagged_unresolved,measured_GPS_flagged_unresolved,CHECK: longitude minute is 35 in metadata; confirm whether 35 or 36,"coordinate_qc flag unresolved; the source longitude minute is disputed and is never silently corrected. The row contributes no coordinate to the polygon and receives no GPS 3x3 sensitivity, but it remains in the polygon field comparison.",55.67833333333333,13.593055555555557,False,False,3,6,vombsjon_gps3x3_min6_v1.1,,not_extracted_unresolved_coordinate_flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-02,2020,secondary_spatial_sensitivity_only,accepted_measured_gps_qc_ok,measured_GPS,ok,measured GPS with coordinate_qc ok,55.678341,13.612293,False,False,3,6,vombsjon_gps3x3_min6_v1.1,,no_satellite_product_on_field_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-08,2020,secondary_spatial_sensitivity_only,accepted_measured_gps_qc_ok,measured_GPS,ok,measured GPS with coordinate_qc ok,55.677205,13.613413,False,False,3,6,vombsjon_gps3x3_min6_v1.1,ACOLITE,extracted,S2B_MSI_2020_07_08_10_35_19_T33UVB,S2B_MSI_2020_07_08_10_35_19_T33UVB,S2B_MSIL1C_20200708T102559_N0500_R108_T33UVB_20230528T041416,S2B_MSIL1C_20200708T102559_N0500_R108_T33UVB_20230528T041416/acolite,gps3x3_2020-07-08,field_gps_3x3_sensitivity,55.677205,13.613413,measured_field_gps,2020-07-08,2020,2020-07-08T10:25:59Z,S2B,T33UVB,108,N0500,,,2023-05-28T04:14:16Z,20,9,station_centred_3x3_window,9,,,,,,584,619,True,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels
2020-07-08,2020,secondary_spatial_sensitivity_only,accepted_measured_gps_qc_ok,measured_GPS,ok,measured GPS with coordinate_qc ok,55.677205,13.613413,False,False,3,6,vombsjon_gps3x3_min6_v1.1,L1C,extracted,S2B_MSIL1C_20200708T102559_N0500_R108_T33UVB_20230528T041416,,,S2B_MSIL1C_20200708T102559_N0500_R108_T33UVB_20230528T041416.SAFE,gps3x3_2020-07-08,field_gps_3x3_sensitivity,55.677205,13.613413,measured_field_gps,2020-07-08,2020,2020-07-08T10:25:59Z,S2B,T33UVB,108,N0500,N0500,product_metadata_PROCESSING_BASELINE,2023-05-28T04:14:16Z,20,9,station_centred_3x3_window,9,,,,,,1450,642,True,,True,,False,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,9,1.0,9,9,0,0,9,9,9,,,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels
2020-07-08,2020,secondary_spatial_sensitivity_only,accepted_measured_gps_qc_ok,measured_GPS,ok,measured GPS with coordinate_qc ok,55.677205,13.613413,False,False,3,6,vombsjon_gps3x3_min6_v1.1,L2A,extracted,S2B_MSIL2A_20200708T102559_N0500_R108_T33UVB_20230528T131050,,,S2B_MSIL2A_20200708T102559_N0500_R108_T33UVB_20230528T131050.SAFE,gps3x3_2020-07-08,field_gps_3x3_sensitivity,55.677205,13.613413,measured_field_gps,2020-07-08,2020,2020-07-08T10:25:59Z,S2B,T33UVB,108,N0500,N0500,product_metadata_PROCESSING_BASELINE,2023-05-28T13:10:50Z,20,9,station_centred_3x3_window,9,,,,,,1450,642,True,,True,,False,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,9,1.0,9,9,0,0,9,9,9,,,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels
2020-07-16,2020,secondary_spatial_sensitivity_only,accepted_measured_gps_qc_ok,measured_GPS,ok,measured GPS with coordinate_qc ok,55.676944444444445,13.609444444444444,False,False,3,6,vombsjon_gps3x3_min6_v1.1,,no_satellite_product_on_field_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-23,2020,secondary_spatial_sensitivity_only,no_measured_gps_recorded,paper_nominal_station,no measured GPS for this date,no measured GPS accepted for this date; the polygon field comparison still applies because the fixed polygon does not depend on the per-date coordinate,,,False,False,3,6,vombsjon_gps3x3_min6_v1.1,,not_extracted_no_accepted_measured_gps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-28,2020,secondary_spatial_sensitivity_only,accepted_measured_gps_qc_ok,measured_GPS,ok,measured GPS with coordinate_qc ok,55.67722222222222,13.608333333333333,False,False,3,6,vombsjon_gps3x3_min6_v1.1,ACOLITE,extracted,S2B_MSI_2020_07_28_10_35_20_T33UVB,S2B_MSI_2020_07_28_10_35_20_T33UVB,S2B_MSIL1C_20200728T102559_N0500_R108_T33UVB_20230504T070434,S2B_MSIL1C_20200728T102559_N0500_R108_T33UVB_20230504T070434/acolite,gps3x3_2020-07-28,field_gps_3x3_sensitivity,55.67722222222222,13.608333333333333,measured_field_gps,2020-07-28,2020,2020-07-28T10:25:59Z,S2B,T33UVB,108,N0500,,,2023-05-04T07:04:34Z,20,9,station_centred_3x3_window,9,,,,,,584,603,True,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels
2020-07-28,2020,secondary_spatial_sensitivity_only,accepted_measured_gps_qc_ok,measured_GPS,ok,measured GPS with coordinate_qc ok,55.67722222222222,13.608333333333333,False,False,3,6,vombsjon_gps3x3_min6_v1.1,L1C,extracted,S2B_MSIL1C_20200728T102559_N0500_R108_T33UVB_20230504T070434,,,S2B_MSIL1C_20200728T102559_N0500_R108_T33UVB_20230504T070434.SAFE,gps3x3_2020-07-28,field_gps_3x3_sensitivity,55.67722222222222,13.608333333333333,measured_field_gps,2020-07-28,2020,2020-07-28T10:25:59Z,S2B,T33UVB,108,N0500,N0500,product_metadata_PROCESSING_BASELINE,2023-05-04T07:04:34Z,20,9,station_centred_3x3_window,9,,,,,,1450,626,True,,True,,False,,True,True,,9,1.0,0.0017666666666666664,0.001599814814814814,0.0006434290971711023,0.0008516666666666672,0.0007666666666666655,0.002751666666666666,9,1.0,-0.027160493827160473,-0.027262178470126956,0.006169445004791879,0.0021408399059328273,-0.03722943722943728,-0.014919435050726095,9,0.06105,0.0582,0.0522,9,9,True,True,0,0.0,0,0,0,0,0,0,0,,,True,eligible_at_least_6_of_9_valid_pixels,True,eligible_at_least_6_of_9_valid_pixels
2020-07-28,2020,secondary_spatial_sensitivity_only,accepted_measured_gps_qc_ok,measured_GPS,ok,measured GPS with coordinate_qc ok,55.67722222222222,13.608333333333333,False,False,3,6,vombsjon_gps3x3_min6_v1.1,L2A,extracted,S2B_MSIL2A_20200728T102559_N0500_R108_T33UVB_20230505T111819,,,S2B_MSIL2A_20200728T102559_N0500_R108_T33UVB_20230505T111819.SAFE,gps3x3_2020-07-28,field_gps_3x3_sensitivity,55.67722222222222,13.608333333333333,measured_field_gps,2020-07-28,2020,2020-07-28T10:25:59Z,S2B,T33UVB,108,N0500,N0500,product_metadata_PROCESSING_BASELINE,2023-05-05T11:18:19Z,20,9,station_centred_3x3_window,9,,,,,,1450,626,True,,True,,False,,True,True,,9,1.0,0.008026666666666668,0.007799259259259259,0.0010137139879584952,0.0007599999999999968,0.0063133333333333305,0.009673333333333332,9,1.0,0.0327683615819209,0.033160827337656996,0.009710885365513879,0.006211497817996545,0.017502917152858826,0.052947052947052944,9,0.0438,0.0474,0.0351,9,9,True,True,0,0.0,0,0,0,0,0,0,0,,,True,eligible_at_least_6_of_9_valid_pixels,True,eligible_at_least_6_of_9_valid_pixels
2020-08-06,2020,secondary_spatial_sensitivity_only,no_measured_gps_recorded,paper_nominal_station,no measured GPS for this date,no measured GPS accepted for this date; the polygon field comparison still applies because the fixed polygon does not depend on the per-date coordinate,,,False,False,3,6,vombsjon_gps3x3_min6_v1.1,,not_extracted_no_accepted_measured_gps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-11,2020,secondary_spatial_sensitivity_only,accepted_measured_gps_qc_ok,measured_GPS,ok,measured GPS with coordinate_qc ok,55.67638888888889,13.608888888888888,False,False,3,6,vombsjon_gps3x3_min6_v1.1,,no_satellite_product_on_field_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-19,2020,secondary_spatial_sensitivity_only,no_measured_gps_recorded,paper_nominal_station,no measured GPS for this date,no measured GPS accepted for this date; the polygon field comparison still applies because the fixed polygon does not depend on the per-date coordinate,,,False,False,3,6,vombsjon_gps3x3_min6_v1.1,,not_extracted_no_accepted_measured_gps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-25,2020,secondary_spatial_sensitivity_only,accepted_measured_gps_qc_ok,measured_GPS,ok,measured GPS with coordinate_qc ok,55.67611111111111,13.609722222222222,False,False,3,6,vombsjon_gps3x3_min6_v1.1,,no_satellite_product_on_field_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-02,2020,secondary_spatial_sensitivity_only,accepted_measured_gps_qc_ok,measured_GPS,ok,measured GPS with coordinate_qc ok,55.677499999999995,13.61,False,False,3,6,vombsjon_gps3x3_min6_v1.1,,no_satellite_product_on_field_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-11,2020,secondary_spatial_sensitivity_only,accepted_measured_gps_qc_ok,measured_GPS,ok,measured GPS with coordinate_qc ok,55.678928,13.608819,False,False,3,6,vombsjon_gps3x3_min6_v1.1,ACOLITE,extracted,S2A_MSI_2020_09_11_10_35_21_T33UVB,S2A_MSI_2020_09_11_10_35_21_T33UVB,S2A_MSIL1C_20200911T103031_N0500_R108_T33UVB_20230417T010553,S2A_MSIL1C_20200911T103031_N0500_R108_T33UVB_20230417T010553/acolite,gps3x3_2020-09-11,field_gps_3x3_sensitivity,55.678928,13.608819,measured_field_gps,2020-09-11,2020,2020-09-11T10:30:31Z,S2A,T33UVB,108,N0500,,,2023-04-17T01:05:53Z,20,9,station_centred_3x3_window,9,,,,,,574,605,True,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels
2020-09-11,2020,secondary_spatial_sensitivity_only,accepted_measured_gps_qc_ok,measured_GPS,ok,measured GPS with coordinate_qc ok,55.678928,13.608819,False,False,3,6,vombsjon_gps3x3_min6_v1.1,L1C,extracted,S2A_MSIL1C_20200911T103031_N0500_R108_T33UVB_20230417T010553,,,S2A_MSIL1C_20200911T103031_N0500_R108_T33UVB_20230417T010553.SAFE,gps3x3_2020-09-11,field_gps_3x3_sensitivity,55.678928,13.608819,measured_field_gps,2020-09-11,2020,2020-09-11T10:30:31Z,S2A,T33UVB,108,N0500,N0500,product_metadata_PROCESSING_BASELINE,2023-04-17T01:05:53Z,20,9,station_centred_3x3_window,9,,,,,,1440,628,True,,True,,False,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,9,1.0,9,0,9,0,9,9,9,,,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels
2020-09-11,2020,secondary_spatial_sensitivity_only,accepted_measured_gps_qc_ok,measured_GPS,ok,measured GPS with coordinate_qc ok,55.678928,13.608819,False,False,3,6,vombsjon_gps3x3_min6_v1.1,L2A,extracted,S2A_MSIL2A_20200911T103031_N0500_R108_T33UVB_20230417T101713,,,S2A_MSIL2A_20200911T103031_N0500_R108_T33UVB_20230417T101713.SAFE,gps3x3_2020-09-11,field_gps_3x3_sensitivity,55.678928,13.608819,measured_field_gps,2020-09-11,2020,2020-09-11T10:30:31Z,S2A,T33UVB,108,N0500,N0500,product_metadata_PROCESSING_BASELINE,2023-04-17T10:17:13Z,20,9,station_centred_3x3_window,9,,,,,,1440,628,True,,True,,False,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,9,1.0,9,0,9,0,9,9,9,,,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels
2020-09-16,2020,secondary_spatial_sensitivity_only,accepted_measured_gps_qc_ok,measured_GPS,ok,measured GPS with coordinate_qc ok,55.676401,13.610208,False,False,3,6,vombsjon_gps3x3_min6_v1.1,ACOLITE,extracted,S2B_MSI_2020_09_16_10_35_19_T33UVB,S2B_MSI_2020_09_16_10_35_19_T33UVB,S2B_MSIL1C_20200916T102649_N0500_R108_T33UVB_20230413T093804,S2B_MSIL1C_20200916T102649_N0500_R108_T33UVB_20230413T093804/acolite,gps3x3_2020-09-16,field_gps_3x3_sensitivity,55.676401,13.610208,measured_field_gps,2020-09-16,2020,2020-09-16T10:26:49Z,S2B,T33UVB,108,N0500,,,2023-04-13T09:38:04Z,20,9,station_centred_3x3_window,9,,,,,,588,609,True,,True,,,,True,True,,9,1.0,0.00034108540664116657,0.0006136195734143255,0.000649214362835961,0.0002326755474011087,-2.9925691584747893e-05,0.002027112493912379,9,1.0,0.07306920292495145,0.07907410083758215,0.03519582294068609,0.02271191924723502,0.022406180061696923,0.15522189615167944,9,0.014684832654893398,0.017000839114189148,0.018387068063020706,9,9,True,True,,,,,,,,,,0,0.0,True,eligible_at_least_6_of_9_valid_pixels,True,eligible_at_least_6_of_9_valid_pixels
2020-09-16,2020,secondary_spatial_sensitivity_only,accepted_measured_gps_qc_ok,measured_GPS,ok,measured GPS with coordinate_qc ok,55.676401,13.610208,False,False,3,6,vombsjon_gps3x3_min6_v1.1,L1C,extracted,S2B_MSIL1C_20200916T102649_N0500_R108_T33UVB_20230413T093804,,,S2B_MSIL1C_20200916T102649_N0500_R108_T33UVB_20230413T093804.SAFE,gps3x3_2020-09-16,field_gps_3x3_sensitivity,55.676401,13.610208,measured_field_gps,2020-09-16,2020,2020-09-16T10:26:49Z,S2B,T33UVB,108,N0500,N0500,product_metadata_PROCESSING_BASELINE,2023-04-13T09:38:04Z,20,9,station_centred_3x3_window,9,,,,,,1454,632,True,,True,,False,,True,True,,9,1.0,-0.00023000000000000104,2.6481481481481495e-05,0.0005647556283500723,0.0010083333333333264,-0.0005766666666666698,0.0008683333333333321,9,1.0,-0.026051070415269533,-0.023991233433759973,0.006382858448360862,0.007475542845034735,-0.030617540217955385,-0.012730579371265231,9,0.049725,0.0472,0.0454,9,9,True,True,0,0.0,0,0,0,0,0,0,0,,,True,eligible_at_least_6_of_9_valid_pixels,True,eligible_at_least_6_of_9_valid_pixels
2020-09-16,2020,secondary_spatial_sensitivity_only,accepted_measured_gps_qc_ok,measured_GPS,ok,measured GPS with coordinate_qc ok,55.676401,13.610208,False,False,3,6,vombsjon_gps3x3_min6_v1.1,L2A,extracted,S2B_MSIL2A_20200916T102649_N0500_R108_T33UVB_20230413T184507,,,S2B_MSIL2A_20200916T102649_N0500_R108_T33UVB_20230413T184507.SAFE,gps3x3_2020-09-16,field_gps_3x3_sensitivity,55.676401,13.610208,measured_field_gps,2020-09-16,2020,2020-09-16T10:26:49Z,S2B,T33UVB,108,N0500,N0500,product_metadata_PROCESSING_BASELINE,2023-04-13T18:45:07Z,20,9,station_centred_3x3_window,9,,,,,,1454,632,True,,True,,False,,True,True,,9,1.0,0.003353333333333333,0.0036844444444444446,0.0007600073099063655,0.0015266666666666658,0.00286666666666667,0.004726666666666667,9,1.0,0.06077348066298344,0.06544448360364556,0.01582640762686721,0.014379978693972319,0.048689138576779055,0.09532710280373832,9,0.0255,0.0289,0.0255,9,9,True,True,0,0.0,0,0,0,0,0,0,0,,,True,eligible_at_least_6_of_9_valid_pixels,True,eligible_at_least_6_of_9_valid_pixels
2020-09-23,2020,secondary_spatial_sensitivity_only,accepted_measured_gps_qc_ok,measured_GPS,ok,measured GPS with coordinate_qc ok,55.67777777777778,13.609722222222222,False,False,3,6,vombsjon_gps3x3_min6_v1.1,ACOLITE,extracted,S2B_MSI_2020_09_23_10_25_25_T33UVB,S2B_MSI_2020_09_23_10_25_25_T33UVB,S2B_MSIL1C_20200923T101649_N0500_R065_T33UVB_20230425T040337,S2B_MSIL1C_20200923T101649_N0500_R065_T33UVB_20230425T040337/acolite,gps3x3_2020-09-23,field_gps_3x3_sensitivity,55.67777777777778,13.609722222222222,measured_field_gps,2020-09-23,2020,2020-09-23T10:16:49Z,S2B,T33UVB,65,N0500,,,2023-04-25T04:03:37Z,20,9,station_centred_3x3_window,9,,,,,,581,607,True,,True,,,,True,True,,9,1.0,0.003595079605778057,0.0035908660127056975,0.0010095203419905596,0.0009431781868139907,0.00156164194146792,0.005209798365831374,9,1.0,0.13319815725944198,0.13691689452357508,0.027638981821771807,0.04392336163118632,0.09541714912121713,0.17063123536933858,9,0.018650302663445473,0.02465478703379631,0.022376010194420815,9,9,True,True,,,,,,,,,,0,0.0,True,eligible_at_least_6_of_9_valid_pixels,True,eligible_at_least_6_of_9_valid_pixels
2020-09-23,2020,secondary_spatial_sensitivity_only,accepted_measured_gps_qc_ok,measured_GPS,ok,measured GPS with coordinate_qc ok,55.67777777777778,13.609722222222222,False,False,3,6,vombsjon_gps3x3_min6_v1.1,L1C,extracted,S2B_MSIL1C_20200923T101649_N0500_R065_T33UVB_20230425T040337,,,S2B_MSIL1C_20200923T101649_N0500_R065_T33UVB_20230425T040337.SAFE,gps3x3_2020-09-23,field_gps_3x3_sensitivity,55.67777777777778,13.609722222222222,measured_field_gps,2020-09-23,2020,2020-09-23T10:16:49Z,S2B,T33UVB,65,N0500,N0500,product_metadata_PROCESSING_BASELINE,2023-04-25T04:03:37Z,20,9,station_centred_3x3_window,9,,,,,,1447,630,True,,True,,False,,True,True,,9,1.0,0.002083333333333333,0.002037592592592594,0.0007327924667890057,0.000596666666666669,0.0005700000000000011,0.003165000000000001,9,1.0,-0.012367491166077726,-0.01290396210782949,0.005571605775416932,0.00528864192678084,-0.02261640798226161,-0.003924989097252499,9,0.057975,0.0567,0.0511,9,9,True,True,0,0.0,0,0,0,0,0,0,0,,,True,eligible_at_least_6_of_9_valid_pixels,True,eligible_at_least_6_of_9_valid_pixels
2020-09-23,2020,secondary_spatial_sensitivity_only,accepted_measured_gps_qc_ok,measured_GPS,ok,measured GPS with coordinate_qc ok,55.67777777777778,13.609722222222222,False,False,3,6,vombsjon_gps3x3_min6_v1.1,L2A,extracted,S2B_MSIL2A_20200923T101649_N0500_R065_T33UVB_20230426T105356,,,S2B_MSIL2A_20200923T101649_N0500_R065_T33UVB_20230426T105356.SAFE,gps3x3_2020-09-23,field_gps_3x3_sensitivity,55.67777777777778,13.609722222222222,measured_field_gps,2020-09-23,2020,2020-09-23T10:16:49Z,S2B,T33UVB,65,N0500,N0500,product_metadata_PROCESSING_BASELINE,2023-04-26T10:53:56Z,20,9,station_centred_3x3_window,9,,,,,,1447,630,True,,True,,False,,True,True,,9,1.0,0.0075,0.007362222222222222,0.0012622114631779316,0.0009666666666666608,0.004786666666666668,0.0093,9,1.0,0.12475247524752475,0.1211093952270903,0.018411439476736655,0.02134361941497917,0.08936170212765962,0.1503006012024048,9,0.0218,0.0282,0.0192,9,9,True,True,0,0.0,0,0,0,0,0,0,0,,,True,eligible_at_least_6_of_9_valid_pixels,True,eligible_at_least_6_of_9_valid_pixels
