product_id,platform,acquisition_datetime,date,processing_baseline,central_scl,water_pixel_count_3x3,bad_pixel_count_3x3,persistent_nonwater_pixel_count_3x3,class2_pixel_count_3x3,water_fraction_3x3,bad_scl_fraction_3x3,persistent_nonwater_fraction_3x3,class2_fraction_3x3,central_is_water,central_is_obvious_bad,central_is_persistent_nonwater,central_is_class2,passes_final_rule,final_rule_failure_reasons,qc_rule_id,mask_version
S2A_MSIL2A_20200819T102031_N0500_R065_T34VCM_20230407T111047,S2A,2020-08-19T10:20:31Z,2020-08-19,N0500,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20200821T100559_N0500_R022_T34VCM_20230512T235511,S2B,2020-08-21T10:05:59Z,2020-08-21,N0500,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20200824T101559_N0500_R065_T34VCM_20230419T043339,S2B,2020-08-24T10:15:59Z,2020-08-24,N0500,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20200826T101031_N0500_R022_T34VCM_20230413T171700,S2A,2020-08-26T10:10:31Z,2020-08-26,N0500,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20200829T102031_N0500_R065_T34VCM_20230417T021212,S2A,2020-08-29T10:20:31Z,2020-08-29,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20200831T100559_N0500_R022_T34VCM_20230426T203046,S2B,2020-08-31T10:05:59Z,2020-08-31,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20200903T101559_N0500_R065_T34VCM_20230414T161415,S2B,2020-09-03T10:15:59Z,2020-09-03,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20200905T101031_N0500_R022_T34VCM_20230314T024637,S2A,2020-09-05T10:10:31Z,2020-09-05,N0500,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20200908T102031_N0500_R065_T34VCM_20230415T212156,S2A,2020-09-08T10:20:31Z,2020-09-08,N0500,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20200910T100559_N0500_R022_T34VCM_20230311T022411,S2B,2020-09-10T10:05:59Z,2020-09-10,N0500,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20200913T101629_N0500_R065_T34VCM_20230418T112835,S2B,2020-09-13T10:16:29Z,2020-09-13,N0500,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20200915T101031_N0500_R022_T34VCM_20230313T143303,S2A,2020-09-15T10:10:31Z,2020-09-15,N0500,10,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20200918T102031_N0500_R065_T34VCM_20230311T043216,S2A,2020-09-18T10:20:31Z,2020-09-18,N0500,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20200920T100649_N0500_R022_T34VCM_20230420T174028,S2B,2020-09-20T10:06:49Z,2020-09-20,N0500,10,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20200923T101649_N0500_R065_T34VCM_20230426T105356,S2B,2020-09-23T10:16:49Z,2020-09-23,N0500,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20200925T101031_N0500_R022_T34VCM_20230311T100208,S2A,2020-09-25T10:10:31Z,2020-09-25,N0500,10,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20200928T102031_N0500_R065_T34VCM_20230404T221341,S2A,2020-09-28T10:20:31Z,2020-09-28,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20200930T100729_N0500_R022_T34VCM_20230420T090422,S2B,2020-09-30T10:07:29Z,2020-09-30,N0500,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20201003T101759_N0500_R065_T34VCM_20230412T082558,S2B,2020-10-03T10:17:59Z,2020-10-03,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20201008T102031_N0500_R065_T34VCM_20230415T153911,S2A,2020-10-08T10:20:31Z,2020-10-08,N0500,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20201010T101029_N0500_R022_T34VCM_20230403T231653,S2B,2020-10-10T10:10:29Z,2020-10-10,N0500,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20201013T101909_N0500_R065_T34VCM_20230408T010251,S2B,2020-10-13T10:19:09Z,2020-10-13,N0500,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20201015T101031_N0500_R022_T34VCM_20230308T002351,S2A,2020-10-15T10:10:31Z,2020-10-15,N0500,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20201018T102041_N0500_R065_T34VCM_20230306T050844,S2A,2020-10-18T10:20:41Z,2020-10-18,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20201020T100949_N0500_R022_T34VCM_20230311T130014,S2B,2020-10-20T10:09:49Z,2020-10-20,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20201023T102029_N0500_R065_T34VCM_20230307T202439,S2B,2020-10-23T10:20:29Z,2020-10-23,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20201025T101121_N0500_R022_T34VCM_20230327T182358,S2A,2020-10-25T10:11:21Z,2020-10-25,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20201028T102141_N0500_R065_T34VCM_20230326T101250,S2A,2020-10-28T10:21:41Z,2020-10-28,N0500,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20201030T101139_N0500_R022_T34VCM_20230311T171954,S2B,2020-10-30T10:11:39Z,2020-10-30,N0500,6,7,2,0,0,0.7777777778,0.2222222222,0,0,True,False,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20201102T102159_N0500_R065_T34VCM_20230317T180540,S2B,2020-11-02T10:21:59Z,2020-11-02,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20201104T101211_N0500_R022_T34VCM_20230319T070226,S2A,2020-11-04T10:12:11Z,2020-11-04,N0500,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20201107T102231_N0500_R065_T34VCM_20230412T040718,S2A,2020-11-07T10:22:31Z,2020-11-07,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20201109T101239_N0500_R022_T34VCM_20230302T145813,S2B,2020-11-09T10:12:39Z,2020-11-09,N0500,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20201112T102259_N0500_R065_T34VCM_20230409T183248,S2B,2020-11-12T10:22:59Z,2020-11-12,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20201114T101301_N0500_R022_T34VCM_20230320T174606,S2A,2020-11-14T10:13:01Z,2020-11-14,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20201117T102321_N0500_R065_T34VCM_20230318T025220,S2A,2020-11-17T10:23:21Z,2020-11-17,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20201119T101319_N0500_R022_T34VCM_20231117T015212,S2B,2020-11-19T10:13:19Z,2020-11-19,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20201122T102339_N0500_R065_T34VCM_20230402T194726,S2B,2020-11-22T10:23:39Z,2020-11-22,N0500,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20201124T101341_N0500_R022_T34VCM_20230321T060842,S2A,2020-11-24T10:13:41Z,2020-11-24,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20201127T102401_N0500_R065_T34VCM_20230321T035651,S2A,2020-11-27T10:24:01Z,2020-11-27,N0500,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20201129T101359_N0500_R022_T34VCM_20230304T164441,S2B,2020-11-29T10:13:59Z,2020-11-29,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20201212T102329_N0500_R065_T34VCM_20230224T165018,S2B,2020-12-12T10:23:29Z,2020-12-12,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20201219T101329_N0500_R022_T34VCM_20230310T022818,S2B,2020-12-19T10:13:29Z,2020-12-19,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20201222T102339_N0500_R065_T34VCM_20230401T015223,S2B,2020-12-22T10:23:39Z,2020-12-22,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20201229T101329_N0500_R022_T34VCM_20230303T213307,S2B,2020-12-29T10:13:29Z,2020-12-29,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20210101T102329_N0500_R065_T34VCM_20230303T150233,S2B,2021-01-01T10:23:29Z,2021-01-01,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20210108T101319_N0500_R022_T34VCM_20230531T013440,S2B,2021-01-08T10:13:19Z,2021-01-08,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20210111T102309_N0500_R065_T34VCM_20230531T054303,S2B,2021-01-11T10:23:09Z,2021-01-11,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20210113T101401_N0500_R022_T34VCM_20230519T203312,S2A,2021-01-13T10:14:01Z,2021-01-13,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20210116T102351_N0500_R065_T34VCM_20230519T212741,S2A,2021-01-16T10:23:51Z,2021-01-16,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20210118T101249_N0500_R022_T34VCM_20230603T144847,S2B,2021-01-18T10:12:49Z,2021-01-18,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20210121T102239_N0500_R065_T34VCM_20230611T160909,S2B,2021-01-21T10:22:39Z,2021-01-21,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20210123T101321_N0500_R022_T34VCM_20230520T013036,S2A,2021-01-23T10:13:21Z,2021-01-23,N0500,10,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20210126T102311_N0500_R065_T34VCM_20230519T205104,S2A,2021-01-26T10:23:11Z,2021-01-26,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20210128T101159_N0500_R022_T34VCM_20230603T105911,S2B,2021-01-28T10:11:59Z,2021-01-28,N0500,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20210131T102149_N0500_R065_T34VCM_20230610T224755,S2B,2021-01-31T10:21:49Z,2021-01-31,N0500,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20210202T101231_N0500_R022_T34VCM_20230518T092429,S2A,2021-02-02T10:12:31Z,2021-02-02,N0500,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20210205T102221_N0500_R065_T34VCM_20230609T200355,S2A,2021-02-05T10:22:21Z,2021-02-05,N0500,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20210207T101109_N0500_R022_T34VCM_20230608T125646,S2B,2021-02-07T10:11:09Z,2021-02-07,N0500,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20210210T102049_N0500_R065_T34VCM_20230608T103136,S2B,2021-02-10T10:20:49Z,2021-02-10,N0500,10,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20210212T101131_N0500_R022_T34VCM_20230531T163920,S2A,2021-02-12T10:11:31Z,2021-02-12,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20210215T102121_N0500_R065_T34VCM_20230519T044454,S2A,2021-02-15T10:21:21Z,2021-02-15,N0500,11,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20210217T101029_N0500_R022_T34VCM_20230521T165636,S2B,2021-02-17T10:10:29Z,2021-02-17,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20210220T101939_N0500_R065_T34VCM_20230521T090113,S2B,2021-02-20T10:19:39Z,2021-02-20,N0500,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20210222T101021_N0500_R022_T34VCM_20230520T055503,S2A,2021-02-22T10:10:21Z,2021-02-22,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20210225T102021_N0500_R065_T34VCM_20230530T040103,S2A,2021-02-25T10:20:21Z,2021-02-25,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20210227T101029_N0500_R022_T34VCM_20230602T214212,S2B,2021-02-27T10:10:29Z,2021-02-27,N0500,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20210302T101839_N0500_R065_T34VCM_20230606T023553,S2B,2021-03-02T10:18:39Z,2021-03-02,N0500,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20210304T101021_N0500_R022_T34VCM_20230525T092000,S2A,2021-03-04T10:10:21Z,2021-03-04,N0500,8,2,7,0,0,0.2222222222,0.7777777778,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20210307T102021_N0500_R065_T34VCM_20230525T123149,S2A,2021-03-07T10:20:21Z,2021-03-07,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20210309T100739_N0500_R022_T34VCM_20230529T132635,S2B,2021-03-09T10:07:39Z,2021-03-09,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20210312T101729_N0500_R065_T34VCM_20230601T004244,S2B,2021-03-12T10:17:29Z,2021-03-12,N0500,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20210314T101021_N0500_R022_T34VCM_20230527T210220,S2A,2021-03-14T10:10:21Z,2021-03-14,N0500,6,5,4,0,0,0.5555555556,0.4444444444,0,0,True,False,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20210317T102021_N0500_R065_T34VCM_20230523T205710,S2A,2021-03-17T10:20:21Z,2021-03-17,N0500,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20210319T100649_N0500_R022_T34VCM_20230520T034739,S2B,2021-03-19T10:06:49Z,2021-03-19,N0500,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20210322T101649_N0500_R065_T34VCM_20230605T043412,S2B,2021-03-22T10:16:49Z,2021-03-22,N0500,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20210324T101021_N0500_R022_T34VCM_20230520T030551,S2A,2021-03-24T10:10:21Z,2021-03-24,N0500,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20210327T102021_N0500_R065_T34VCM_20230511T104611,S2A,2021-03-27T10:20:21Z,2021-03-27,N0500,10,1,8,0,0,0.1111111111,0.8888888889,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20210329T100609_N0500_R022_T34VCM_20230601T085603,S2B,2021-03-29T10:06:09Z,2021-03-29,N0500,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20210401T101559_N0500_R065_T34VCM_20230520T032614,S2B,2021-04-01T10:15:59Z,2021-04-01,N0500,10,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20210403T101021_N0500_R022_T34VCM_20230512T004623,S2A,2021-04-03T10:10:21Z,2021-04-03,N0500,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
