event_id,year,method,mask_id,scenario_family,common_support_segment_id,reference_event_time,reference_magnitude,yearly_scale_q95_minus_q05,event_status,event_unavailable_reason,matching_window_days,magnitude_used_for_matching,matched_candidate_id,reconstructed_event_time,signed_timing_error_days,absolute_timing_error_days,success_5d,success_10d,success_15d,reconstructed_magnitude,signed_magnitude_error,absolute_magnitude_error,normalized_absolute_magnitude_error,magnitude_metric_status,magnitude_metric_reason,selected_p_seapar,p_seapar_selection_source,p_seapar_reselected_within_scenario,reconstruction_status,reconstruction_failure_code
ERK_2019_E01,2019,timesat_double_logistic_cv_seapar,consecutive_2019_10d_20190418,consecutive_internal_gap,2019_segment_1,2019-08-26,60.8949,28.561547999999977,matched,,15,False,REC_2019_P001,2019-08-21,-5,5,True,True,True,26.51887321472168,-34.37602678527832,34.37602678527832,1.2035771585377077,ok,,0,results/phase5/double_logistic_seapar_selection/erken_phase5_seapar_selection.csv,False,ok,
ERK_2019_E02,2019,timesat_double_logistic_cv_seapar,consecutive_2019_10d_20190418,consecutive_internal_gap,2019_segment_1,2019-10-12,11.507400000000001,28.561547999999977,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,0,results/phase5/double_logistic_seapar_selection/erken_phase5_seapar_selection.csv,False,ok,
ERK_2019_E01,2019,timesat_double_logistic_cv_seapar,consecutive_2019_10d_20190419,consecutive_internal_gap,2019_segment_1,2019-08-26,60.8949,28.561547999999977,matched,,15,False,REC_2019_P001,2019-08-21,-5,5,True,True,True,26.51887321472168,-34.37602678527832,34.37602678527832,1.2035771585377077,ok,,0,results/phase5/double_logistic_seapar_selection/erken_phase5_seapar_selection.csv,False,ok,
ERK_2019_E02,2019,timesat_double_logistic_cv_seapar,consecutive_2019_10d_20190419,consecutive_internal_gap,2019_segment_1,2019-10-12,11.507400000000001,28.561547999999977,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,0,results/phase5/double_logistic_seapar_selection/erken_phase5_seapar_selection.csv,False,ok,
ERK_2019_E01,2019,timesat_double_logistic_cv_seapar,consecutive_2019_10d_20190420,consecutive_internal_gap,2019_segment_1,2019-08-26,60.8949,28.561547999999977,matched,,15,False,REC_2019_P001,2019-08-21,-5,5,True,True,True,26.561704635620117,-34.333195364379883,34.333195364379883,1.2020775402082517,ok,,0,results/phase5/double_logistic_seapar_selection/erken_phase5_seapar_selection.csv,False,ok,
ERK_2019_E02,2019,timesat_double_logistic_cv_seapar,consecutive_2019_10d_20190420,consecutive_internal_gap,2019_segment_1,2019-10-12,11.507400000000001,28.561547999999977,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,0,results/phase5/double_logistic_seapar_selection/erken_phase5_seapar_selection.csv,False,ok,
ERK_2019_E01,2019,timesat_double_logistic_cv_seapar,consecutive_2019_10d_20190421,consecutive_internal_gap,2019_segment_1,2019-08-26,60.8949,28.561547999999977,matched,,15,False,REC_2019_P001,2019-08-21,-5,5,True,True,True,26.561704635620117,-34.333195364379883,34.333195364379883,1.2020775402082517,ok,,0,results/phase5/double_logistic_seapar_selection/erken_phase5_seapar_selection.csv,False,ok,
ERK_2019_E02,2019,timesat_double_logistic_cv_seapar,consecutive_2019_10d_20190421,consecutive_internal_gap,2019_segment_1,2019-10-12,11.507400000000001,28.561547999999977,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,0,results/phase5/double_logistic_seapar_selection/erken_phase5_seapar_selection.csv,False,ok,
ERK_2019_E01,2019,timesat_double_logistic_cv_seapar,consecutive_2019_10d_20190422,consecutive_internal_gap,2019_segment_1,2019-08-26,60.8949,28.561547999999977,matched,,15,False,REC_2019_P001,2019-08-21,-5,5,True,True,True,26.561704635620117,-34.333195364379883,34.333195364379883,1.2020775402082517,ok,,0,results/phase5/double_logistic_seapar_selection/erken_phase5_seapar_selection.csv,False,ok,
ERK_2019_E02,2019,timesat_double_logistic_cv_seapar,consecutive_2019_10d_20190422,consecutive_internal_gap,2019_segment_1,2019-10-12,11.507400000000001,28.561547999999977,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,0,results/phase5/double_logistic_seapar_selection/erken_phase5_seapar_selection.csv,False,ok,
ERK_2019_E01,2019,timesat_double_logistic_cv_seapar,consecutive_2019_10d_20190423,consecutive_internal_gap,2019_segment_1,2019-08-26,60.8949,28.561547999999977,matched,,15,False,REC_2019_P001,2019-08-21,-5,5,True,True,True,26.622797012329102,-34.272102987670898,34.272102987670898,1.1999385673238343,ok,,0,results/phase5/double_logistic_seapar_selection/erken_phase5_seapar_selection.csv,False,ok,
ERK_2019_E02,2019,timesat_double_logistic_cv_seapar,consecutive_2019_10d_20190423,consecutive_internal_gap,2019_segment_1,2019-10-12,11.507400000000001,28.561547999999977,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,0,results/phase5/double_logistic_seapar_selection/erken_phase5_seapar_selection.csv,False,ok,
ERK_2019_E01,2019,timesat_double_logistic_cv_seapar,consecutive_2019_10d_20190424,consecutive_internal_gap,2019_segment_1,2019-08-26,60.8949,28.561547999999977,matched,,15,False,REC_2019_P001,2019-08-21,-5,5,True,True,True,26.622797012329102,-34.272102987670898,34.272102987670898,1.1999385673238343,ok,,0,results/phase5/double_logistic_seapar_selection/erken_phase5_seapar_selection.csv,False,ok,
ERK_2019_E02,2019,timesat_double_logistic_cv_seapar,consecutive_2019_10d_20190424,consecutive_internal_gap,2019_segment_1,2019-10-12,11.507400000000001,28.561547999999977,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,0,results/phase5/double_logistic_seapar_selection/erken_phase5_seapar_selection.csv,False,ok,
ERK_2019_E01,2019,timesat_double_logistic_cv_seapar,consecutive_2019_10d_20190425,consecutive_internal_gap,2019_segment_1,2019-08-26,60.8949,28.561547999999977,matched,,15,False,REC_2019_P001,2019-08-21,-5,5,True,True,True,26.515615463256836,-34.379284536743164,34.379284536743164,1.2036912192834643,ok,,0,results/phase5/double_logistic_seapar_selection/erken_phase5_seapar_selection.csv,False,ok,
ERK_2019_E02,2019,timesat_double_logistic_cv_seapar,consecutive_2019_10d_20190425,consecutive_internal_gap,2019_segment_1,2019-10-12,11.507400000000001,28.561547999999977,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,0,results/phase5/double_logistic_seapar_selection/erken_phase5_seapar_selection.csv,False,ok,
ERK_2019_E01,2019,timesat_double_logistic_cv_seapar,consecutive_2019_10d_20190426,consecutive_internal_gap,2019_segment_1,2019-08-26,60.8949,28.561547999999977,matched,,15,False,REC_2019_P001,2019-08-21,-5,5,True,True,True,26.515615463256836,-34.379284536743164,34.379284536743164,1.2036912192834643,ok,,0,results/phase5/double_logistic_seapar_selection/erken_phase5_seapar_selection.csv,False,ok,
ERK_2019_E02,2019,timesat_double_logistic_cv_seapar,consecutive_2019_10d_20190426,consecutive_internal_gap,2019_segment_1,2019-10-12,11.507400000000001,28.561547999999977,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,0,results/phase5/double_logistic_seapar_selection/erken_phase5_seapar_selection.csv,False,ok,
ERK_2019_E01,2019,timesat_double_logistic_cv_seapar,consecutive_2019_10d_20190427,consecutive_internal_gap,2019_segment_1,2019-08-26,60.8949,28.561547999999977,matched,,15,False,REC_2019_P001,2019-08-21,-5,5,True,True,True,26.515615463256836,-34.379284536743164,34.379284536743164,1.2036912192834643,ok,,0,results/phase5/double_logistic_seapar_selection/erken_phase5_seapar_selection.csv,False,ok,
ERK_2019_E02,2019,timesat_double_logistic_cv_seapar,consecutive_2019_10d_20190427,consecutive_internal_gap,2019_segment_1,2019-10-12,11.507400000000001,28.561547999999977,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,0,results/phase5/double_logistic_seapar_selection/erken_phase5_seapar_selection.csv,False,ok,
ERK_2019_E01,2019,timesat_double_logistic_cv_seapar,consecutive_2019_10d_20190428,consecutive_internal_gap,2019_segment_1,2019-08-26,60.8949,28.561547999999977,matched,,15,False,REC_2019_P001,2019-08-21,-5,5,True,True,True,26.481557846069336,-34.413342153930664,34.413342153930664,1.2048836482508123,ok,,0,results/phase5/double_logistic_seapar_selection/erken_phase5_seapar_selection.csv,False,ok,
ERK_2019_E02,2019,timesat_double_logistic_cv_seapar,consecutive_2019_10d_20190428,consecutive_internal_gap,2019_segment_1,2019-10-12,11.507400000000001,28.561547999999977,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,0,results/phase5/double_logistic_seapar_selection/erken_phase5_seapar_selection.csv,False,ok,
ERK_2019_E01,2019,timesat_double_logistic_cv_seapar,consecutive_2019_10d_20190429,consecutive_internal_gap,2019_segment_1,2019-08-26,60.8949,28.561547999999977,matched,,15,False,REC_2019_P001,2019-08-21,-5,5,True,True,True,26.481557846069336,-34.413342153930664,34.413342153930664,1.2048836482508123,ok,,0,results/phase5/double_logistic_seapar_selection/erken_phase5_seapar_selection.csv,False,ok,
ERK_2019_E02,2019,timesat_double_logistic_cv_seapar,consecutive_2019_10d_20190429,consecutive_internal_gap,2019_segment_1,2019-10-12,11.507400000000001,28.561547999999977,missed_no_peak_within_15d,,15,False,,,,,False,False,False,,,,,unavailable,no_matched_reconstruction_event,0,results/phase5/double_logistic_seapar_selection/erken_phase5_seapar_selection.csv,False,ok,
