method,duration_days,observations_removed,analysis_role,metric,metric_label,unit,favorable_direction,equal_year_estimate,cluster_bootstrap_ci_lower,cluster_bootstrap_ci_upper,n_years_in_stratum,n_years_metric_available,n_scenarios_total,n_reconstruction_failures_total,n_metric_available_total,n_metric_unavailable_total,a_gap_observed_minimum,a_gap_observed_maximum,window_midpoint_relative_position_observed_minimum,window_midpoint_relative_position_observed_maximum,observations_removed_observed_minimum,observations_removed_observed_maximum,resulting_maximum_internal_gap_days_observed_minimum,resulting_maximum_internal_gap_days_observed_maximum
linear_interpolation,45,7,primary_controlled_consecutive_gap,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.64834267040149396,0.33683473389355745,0.93405695611577955,7,7,235,0,235,0,0.29296365572549687,16.778283866126596,0.0884615384615383,0.89600000000000002,7,7,47,65
linear_interpolation,45,7,primary_controlled_consecutive_gap,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.48027544351073764,0.14285714285714285,0.78186274509803921,7,7,235,0,235,0,0.29296365572549687,16.778283866126596,0.0884615384615383,0.89600000000000002,7,7,47,65
linear_interpolation,45,7,primary_controlled_consecutive_gap,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.79806876700016305,0.76677676698462771,0.83174194888081365,7,7,235,0,235,0,0.29296365572549687,16.778283866126596,0.0884615384615383,0.89600000000000002,7,7,47,65
linear_interpolation,45,7,primary_controlled_consecutive_gap,rmse,point-wise RMSE,ug_L,lower,5.0901084144149751,3.7131799314079403,6.6309324322884491,7,7,235,0,235,0,0.29296365572549687,16.778283866126596,0.0884615384615383,0.89600000000000002,7,7,47,65
linear_interpolation,45,8,primary_controlled_consecutive_gap,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,274.78431309322917,234.49633081406046,327.70181269363229,7,7,218,0,218,0,0.27055384094511942,17.136734325464445,0.091999999999999901,0.85333333333333317,8,8,46,85
linear_interpolation,45,8,primary_controlled_consecutive_gap,absolute_peak_date_error_days,absolute global-peak date error,days,lower,42.369562388781517,9.9015512332703626,95.182083700198078,7,7,218,0,218,0,0.27055384094511942,17.136734325464445,0.091999999999999901,0.85333333333333317,8,8,46,85
linear_interpolation,45,8,primary_controlled_consecutive_gap,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.17206316616007467,0.14409386197170587,0.20723434906782362,7,7,218,0,218,0,0.27055384094511942,17.136734325464445,0.091999999999999901,0.85333333333333317,8,8,46,85
linear_interpolation,45,8,primary_controlled_consecutive_gap,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,0.90884326404167304,0.34984761789763102,1.5310219678832964,7,7,218,0,218,0,0.27055384094511942,17.136734325464445,0.091999999999999901,0.85333333333333317,8,8,46,85
linear_interpolation,45,8,primary_controlled_consecutive_gap,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.26191226789231004,0.23081042216606712,0.29060817285446605,7,7,218,0,218,0,0.27055384094511942,17.136734325464445,0.091999999999999901,0.85333333333333317,8,8,46,85
linear_interpolation,45,8,primary_controlled_consecutive_gap,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.56591743607482115,0.2857142857142857,0.8227689380837081,7,7,218,0,218,0,0.27055384094511942,17.136734325464445,0.091999999999999901,0.85333333333333317,8,8,46,85
linear_interpolation,45,8,primary_controlled_consecutive_gap,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.60760932469467577,0.33138736263736263,0.86798635686347547,7,7,218,0,218,0,0.27055384094511942,17.136734325464445,0.091999999999999901,0.85333333333333317,8,8,46,85
linear_interpolation,45,8,primary_controlled_consecutive_gap,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.45937990580847726,0.14285714285714285,0.75510204081632648,7,7,218,0,218,0,0.27055384094511942,17.136734325464445,0.091999999999999901,0.85333333333333317,8,8,46,85
linear_interpolation,45,8,primary_controlled_consecutive_gap,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.75756825608441047,0.72655788777170405,0.7970079390039857,7,7,218,0,218,0,0.27055384094511942,17.136734325464445,0.091999999999999901,0.85333333333333317,8,8,46,85
linear_interpolation,45,8,primary_controlled_consecutive_gap,rmse,point-wise RMSE,ug_L,lower,5.4410843551369599,4.0671838168593455,6.9567112912137157,7,7,218,0,218,0,0.27055384094511942,17.136734325464445,0.091999999999999901,0.85333333333333317,8,8,46,85
linear_interpolation,45,9,primary_controlled_consecutive_gap,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,259.39369024297798,171.40867374023188,355.87140748701955,7,7,148,0,148,0,0.29348201382455041,16.873130616029648,0.1022222222222222,0.79574468085106365,9,9,46,73
linear_interpolation,45,9,primary_controlled_consecutive_gap,absolute_peak_date_error_days,absolute global-peak date error,days,lower,39.527243155326644,5.1260504201680677,95.067226890756302,7,7,148,0,148,0,0.29348201382455041,16.873130616029648,0.1022222222222222,0.79574468085106365,9,9,46,73
linear_interpolation,45,9,primary_controlled_consecutive_gap,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.16019337107086076,0.109089817514022,0.21416022186559233,7,7,148,0,148,0,0.29348201382455041,16.873130616029648,0.1022222222222222,0.79574468085106365,9,9,46,73
linear_interpolation,45,9,primary_controlled_consecutive_gap,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,0.91488390788505924,0.35964624528944433,1.5531647835732456,7,7,148,0,148,0,0.29348201382455041,16.873130616029648,0.1022222222222222,0.79574468085106365,9,9,46,73
linear_interpolation,45,9,primary_controlled_consecutive_gap,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.24871379335797861,0.19957525322195735,0.29158844936769268,7,7,148,0,148,0,0.29348201382455041,16.873130616029648,0.1022222222222222,0.79574468085106365,9,9,46,73
linear_interpolation,45,9,primary_controlled_consecutive_gap,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.55868799132556257,0.23502304147465436,0.8571428571428571,7,7,148,0,148,0,0.29348201382455041,16.873130616029648,0.1022222222222222,0.79574468085106365,9,9,46,73
linear_interpolation,45,9,primary_controlled_consecutive_gap,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.60477094063431824,0.2857142857142857,0.89048522634860394,7,7,148,0,148,0,0.29348201382455041,16.873130616029648,0.1022222222222222,0.79574468085106365,9,9,46,73
linear_interpolation,45,9,primary_controlled_consecutive_gap,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.41583084846841967,0.13011656275413391,0.73949579831932777,7,7,148,0,148,0,0.29348201382455041,16.873130616029648,0.1022222222222222,0.79574468085106365,9,9,46,73
linear_interpolation,45,9,primary_controlled_consecutive_gap,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.77006076132302836,0.70111076623273483,0.84168111260829803,7,7,148,0,148,0,0.29348201382455041,16.873130616029648,0.1022222222222222,0.79574468085106365,9,9,46,73
linear_interpolation,45,9,primary_controlled_consecutive_gap,rmse,point-wise RMSE,ug_L,lower,5.204133346923399,3.521769862077921,7.0441048671990032,7,7,148,0,148,0,0.29348201382455041,16.873130616029648,0.1022222222222222,0.79574468085106365,9,9,46,73
linear_interpolation,45,10,primary_controlled_consecutive_gap,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,308.48017547642621,173.86488918012424,468.16057733657055,7,7,106,0,106,0,0.32422425158713802,16.723195115334796,0.1155555555555554,0.75555555555555554,10,10,47,65
linear_interpolation,45,10,primary_controlled_consecutive_gap,absolute_peak_date_error_days,absolute global-peak date error,days,lower,45.861904761904768,3.2761904761904761,102.3,7,7,106,0,106,0,0.32422425158713802,16.723195115334796,0.1155555555555554,0.75555555555555554,10,10,47,65
linear_interpolation,45,10,primary_controlled_consecutive_gap,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.18440145762837504,0.10926824460847412,0.26768101069568517,7,7,106,0,106,0,0.32422425158713802,16.723195115334796,0.1155555555555554,0.75555555555555554,10,10,47,65
linear_interpolation,45,10,primary_controlled_consecutive_gap,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,0.90596600419923579,0.31816526062975342,1.526672144447222,7,7,106,0,106,0,0.32422425158713802,16.723195115334796,0.1155555555555554,0.75555555555555554,10,10,47,65
linear_interpolation,45,10,primary_controlled_consecutive_gap,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.25683933978611545,0.20611069148996566,0.29679623172001829,7,7,106,0,106,0,0.32422425158713802,16.723195115334796,0.1155555555555554,0.75555555555555554,10,10,47,65
linear_interpolation,45,10,primary_controlled_consecutive_gap,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.66666666666666663,0.3619047619047619,0.95238095238095244,7,7,106,0,106,0,0.32422425158713802,16.723195115334796,0.1155555555555554,0.75555555555555554,10,10,47,65
linear_interpolation,45,10,primary_controlled_consecutive_gap,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.68571428571428572,0.37142857142857144,0.97142857142857142,7,7,106,0,106,0,0.32422425158713802,16.723195115334796,0.1155555555555554,0.75555555555555554,10,10,47,65
linear_interpolation,45,10,primary_controlled_consecutive_gap,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.40952380952380951,0.12380952380952381,0.79999999999999993,7,7,106,0,106,0,0.32422425158713802,16.723195115334796,0.1155555555555554,0.75555555555555554,10,10,47,65
linear_interpolation,45,10,primary_controlled_consecutive_gap,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.78140207612494827,0.72695266691810245,0.84516735627181516,7,7,106,0,106,0,0.32422425158713802,16.723195115334796,0.1155555555555554,0.75555555555555554,10,10,47,65
linear_interpolation,45,10,primary_controlled_consecutive_gap,rmse,point-wise RMSE,ug_L,lower,5.3757856446710202,3.6691154505767329,7.2981799836984793,7,7,106,0,106,0,0.32422425158713802,16.723195115334796,0.1155555555555554,0.75555555555555554,10,10,47,65
linear_interpolation,45,11,primary_controlled_consecutive_gap,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,354.09498235833331,148.31070034166657,612.57101187083333,6,6,76,0,76,0,0.36111473435784203,16.809483155464836,0.1244444444444444,0.65333333333333332,11,11,47,68
linear_interpolation,45,11,primary_controlled_consecutive_gap,absolute_peak_date_error_days,absolute global-peak date error,days,lower,52.300000000000004,4.7999999999999998,118.3,6,6,76,0,76,0,0.36111473435784203,16.809483155464836,0.1244444444444444,0.65333333333333332,11,11,47,68
linear_interpolation,45,11,primary_controlled_consecutive_gap,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.19977763179990574,0.096101518268065664,0.33133883312695472,6,6,76,0,76,0,0.36111473435784203,16.809483155464836,0.1244444444444444,0.65333333333333332,11,11,47,68
linear_interpolation,45,11,primary_controlled_consecutive_gap,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,0.67986019281983767,0.14707847164194252,1.2466551753891639,6,6,76,0,76,0,0.36111473435784203,16.809483155464836,0.1244444444444444,0.65333333333333332,11,11,47,68
linear_interpolation,45,11,primary_controlled_consecutive_gap,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.24611529023898271,0.18099512773839357,0.31625805141930113,6,6,76,0,76,0,0.36111473435784203,16.809483155464836,0.1244444444444444,0.65333333333333332,11,11,47,68
linear_interpolation,45,11,primary_controlled_consecutive_gap,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.5,0.16666666666666666,0.83333333333333337,6,6,76,0,76,0,0.36111473435784203,16.809483155464836,0.1244444444444444,0.65333333333333332,11,11,47,68
linear_interpolation,45,11,primary_controlled_consecutive_gap,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.56666666666666665,0.20000000000000004,0.90000000000000002,6,6,76,0,76,0,0.36111473435784203,16.809483155464836,0.1244444444444444,0.65333333333333332,11,11,47,68
linear_interpolation,45,11,primary_controlled_consecutive_gap,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.5,0.16666666666666666,0.83333333333333337,6,6,76,0,76,0,0.36111473435784203,16.809483155464836,0.1244444444444444,0.65333333333333332,11,11,47,68
linear_interpolation,45,11,primary_controlled_consecutive_gap,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.76243519980932195,0.6480663241160578,0.86291058407213705,6,6,76,0,76,0,0.36111473435784203,16.809483155464836,0.1244444444444444,0.65333333333333332,11,11,47,68
linear_interpolation,45,11,primary_controlled_consecutive_gap,rmse,point-wise RMSE,ug_L,lower,5.5422683639903667,3.0668238680923374,8.261381553615486,6,6,76,0,76,0,0.36111473435784203,16.809483155464836,0.1244444444444444,0.65333333333333332,11,11,47,68
linear_interpolation,45,12,primary_controlled_consecutive_gap,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,227.99787910369037,117.05632854571414,338.93942966166662,5,5,45,0,45,0,0.5983193952422583,11.754611402468592,0.13777777777777761,0.64000000000000001,12,12,46,67
linear_interpolation,45,12,primary_controlled_consecutive_gap,absolute_peak_date_error_days,absolute global-peak date error,days,lower,58.200000000000003,0.80000000000000004,137.40000000000001,5,5,45,0,45,0,0.5983193952422583,11.754611402468592,0.13777777777777761,0.64000000000000001,12,12,46,67
linear_interpolation,45,12,primary_controlled_consecutive_gap,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.1335751453337474,0.083718503878596903,0.18305743515077072,5,5,45,0,45,0,0.5983193952422583,11.754611402468592,0.13777777777777761,0.64000000000000001,12,12,46,67
linear_interpolation,45,12,primary_controlled_consecutive_gap,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,0.4631426835443479,0.0726896886339327,0.96112189867810149,5,5,45,0,45,0,0.5983193952422583,11.754611402468592,0.13777777777777761,0.64000000000000001,12,12,46,67
linear_interpolation,45,12,primary_controlled_consecutive_gap,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.2060468655153985,0.14435020115258482,0.25553572640194516,5,5,45,0,45,0,0.5983193952422583,11.754611402468592,0.13777777777777761,0.64000000000000001,12,12,46,67
linear_interpolation,45,12,primary_controlled_consecutive_gap,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.59999999999999998,0.20000000000000001,1,5,5,45,0,45,0,0.5983193952422583,11.754611402468592,0.13777777777777761,0.64000000000000001,12,12,46,67
linear_interpolation,45,12,primary_controlled_consecutive_gap,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.59999999999999998,0.20000000000000001,1,5,5,45,0,45,0,0.5983193952422583,11.754611402468592,0.13777777777777761,0.64000000000000001,12,12,46,67
linear_interpolation,45,12,primary_controlled_consecutive_gap,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.59999999999999998,0.20000000000000001,1,5,5,45,0,45,0,0.5983193952422583,11.754611402468592,0.13777777777777761,0.64000000000000001,12,12,46,67
linear_interpolation,45,12,primary_controlled_consecutive_gap,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.83097301793919398,0.76519492104878073,0.90134443556867383,5,5,45,0,45,0,0.5983193952422583,11.754611402468592,0.13777777777777761,0.64000000000000001,12,12,46,67
linear_interpolation,45,12,primary_controlled_consecutive_gap,rmse,point-wise RMSE,ug_L,lower,4.2368057380101867,2.3765044804857913,6.4431524529851334,5,5,45,0,45,0,0.5983193952422583,11.754611402468592,0.13777777777777761,0.64000000000000001,12,12,46,67
linear_interpolation,45,13,primary_controlled_consecutive_gap,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,140.55764660519219,68.172575285384625,212.94271792499976,5,5,41,0,41,0,0.65794993224252363,5.6660416237550777,0.1036036036036036,0.504,13,13,47,60
linear_interpolation,45,13,primary_controlled_consecutive_gap,absolute_peak_date_error_days,absolute global-peak date error,days,lower,47.100000000000001,1,126.3,5,5,41,0,41,0,0.65794993224252363,5.6660416237550777,0.1036036036036036,0.504,13,13,47,60
linear_interpolation,45,13,primary_controlled_consecutive_gap,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.094079089160782531,0.040566265032734958,0.15957555911388849,5,5,41,0,41,0,0.65794993224252363,5.6660416237550777,0.1036036036036036,0.504,13,13,47,60
linear_interpolation,45,13,primary_controlled_consecutive_gap,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,0.43819682996201975,0.05959182079414236,0.96112189867810149,5,5,41,0,41,0,0.65794993224252363,5.6660416237550777,0.1036036036036036,0.504,13,13,47,60
linear_interpolation,45,13,primary_controlled_consecutive_gap,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.18724388404330386,0.13721791904625077,0.23438220056832129,5,5,41,0,41,0,0.65794993224252363,5.6660416237550777,0.1036036036036036,0.504,13,13,47,60
linear_interpolation,45,13,primary_controlled_consecutive_gap,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.59999999999999998,0.20000000000000001,1,5,5,41,0,41,0,0.65794993224252363,5.6660416237550777,0.1036036036036036,0.504,13,13,47,60
linear_interpolation,45,13,primary_controlled_consecutive_gap,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.59999999999999998,0.20000000000000001,1,5,5,41,0,41,0,0.65794993224252363,5.6660416237550777,0.1036036036036036,0.504,13,13,47,60
linear_interpolation,45,13,primary_controlled_consecutive_gap,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.59999999999999998,0.20000000000000001,1,5,5,41,0,41,0,0.65794993224252363,5.6660416237550777,0.1036036036036036,0.504,13,13,47,60
linear_interpolation,45,13,primary_controlled_consecutive_gap,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.85964093855537871,0.79908456602512989,0.92055150442313249,5,5,41,0,41,0,0.65794993224252363,5.6660416237550777,0.1036036036036036,0.504,13,13,47,60
linear_interpolation,45,13,primary_controlled_consecutive_gap,rmse,point-wise RMSE,ug_L,lower,3.7613962975016562,2.4149979731153772,5.807578984117451,5,5,41,0,41,0,0.65794993224252363,5.6660416237550777,0.1036036036036036,0.504,13,13,47,60
linear_interpolation,45,14,primary_controlled_consecutive_gap,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,112.78948938392855,35.954531999999979,225.12498527678559,4,4,22,0,22,0,0.73564668363731645,2.2995259145625035,0.126126126126126,0.37307692307692292,14,14,50,65
linear_interpolation,45,14,primary_controlled_consecutive_gap,absolute_peak_date_error_days,absolute global-peak date error,days,lower,8.75,0,23.25,4,4,22,0,22,0,0.73564668363731645,2.2995259145625035,0.126126126126126,0.37307692307692292,14,14,50,65
linear_interpolation,45,14,primary_controlled_consecutive_gap,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.092180342820255612,0.025246780793568728,0.20449461529348462,4,4,22,0,22,0,0.73564668363731645,2.2995259145625035,0.126126126126126,0.37307692307692292,14,14,50,65
linear_interpolation,45,14,primary_controlled_consecutive_gap,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,0.17626799041954871,0,0.39419453634964524,4,4,22,0,22,0,0.73564668363731645,2.2995259145625035,0.126126126126126,0.37307692307692292,14,14,50,65
linear_interpolation,45,14,primary_controlled_consecutive_gap,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.17417834887583883,0.12082537308897651,0.2223811682513761,4,4,22,0,22,0,0.73564668363731645,2.2995259145625035,0.126126126126126,0.37307692307692292,14,14,50,65
linear_interpolation,45,14,primary_controlled_consecutive_gap,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.75,0.25,1,4,4,22,0,22,0,0.73564668363731645,2.2995259145625035,0.126126126126126,0.37307692307692292,14,14,50,65
linear_interpolation,45,14,primary_controlled_consecutive_gap,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.75,0.25,1,4,4,22,0,22,0,0.73564668363731645,2.2995259145625035,0.126126126126126,0.37307692307692292,14,14,50,65
linear_interpolation,45,14,primary_controlled_consecutive_gap,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.75,0.25,1,4,4,22,0,22,0,0.73564668363731645,2.2995259145625035,0.126126126126126,0.37307692307692292,14,14,50,65
linear_interpolation,45,14,primary_controlled_consecutive_gap,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.88106949619831276,0.82623376745759947,0.93590522493902584,4,4,22,0,22,0,0.73564668363731645,2.2995259145625035,0.126126126126126,0.37307692307692292,14,14,50,65
linear_interpolation,45,14,primary_controlled_consecutive_gap,rmse,point-wise RMSE,ug_L,lower,2.8280645420559103,2.2984033959112282,3.3577256882005924,4,4,22,0,22,0,0.73564668363731645,2.2995259145625035,0.126126126126126,0.37307692307692292,14,14,50,65
timesat_double_logistic,10,1,primary_controlled_consecutive_gap,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,134.94097909400071,47.512786197944514,275.99512943098404,7,7,565,0,565,0,0.0069078347491259001,5.546037846890906,0.0211538461538461,0.97629310344827602,1,1,15,52
timesat_double_logistic,10,1,primary_controlled_consecutive_gap,absolute_peak_date_error_days,absolute global-peak date error,days,lower,59.667893880000847,8.5960774611256117,119.34932657994705,7,7,565,0,565,0,0.0069078347491259001,5.546037846890906,0.0211538461538461,0.97629310344827602,1,1,15,52
timesat_double_logistic,10,1,primary_controlled_consecutive_gap,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.081024057181551812,0.030081326218681037,0.15482658499263774,7,7,565,0,565,0,0.0069078347491259001,5.546037846890906,0.0211538461538461,0.97629310344827602,1,1,15,52
timesat_double_logistic,10,1,primary_controlled_consecutive_gap,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.2996520101594016,0.76594570785352578,1.8336081969405247,7,7,565,0,565,0,0.0069078347491259001,5.546037846890906,0.0211538461538461,0.97629310344827602,1,1,15,52
timesat_double_logistic,10,1,primary_controlled_consecutive_gap,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.25214363016831853,0.21883263159163305,0.28585591045432968,7,7,565,0,565,0,0.0069078347491259001,5.546037846890906,0.0211538461538461,0.97629310344827602,1,1,15,52
timesat_double_logistic,10,1,primary_controlled_consecutive_gap,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.5714285714285714,0.14285714285714285,0.8571428571428571,7,7,565,0,565,0,0.0069078347491259001,5.546037846890906,0.0211538461538461,0.97629310344827602,1,1,15,52
timesat_double_logistic,10,1,primary_controlled_consecutive_gap,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.66478076379066486,0.32956152758132962,0.95049504950495056,7,7,565,0,565,0,0.0069078347491259001,5.546037846890906,0.0211538461538461,0.97629310344827602,1,1,15,52
timesat_double_logistic,10,1,primary_controlled_consecutive_gap,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.55462184873949583,0.14285714285714285,0.8571428571428571,7,7,565,0,565,0,0.0069078347491259001,5.546037846890906,0.0211538461538461,0.97629310344827602,1,1,15,52
timesat_double_logistic,10,1,primary_controlled_consecutive_gap,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.73889786548266423,0.68971790958903867,0.79447334822371196,7,7,565,0,565,0,0.0069078347491259001,5.546037846890906,0.0211538461538461,0.97629310344827602,1,1,15,52
timesat_double_logistic,10,1,primary_controlled_consecutive_gap,rmse,point-wise RMSE,ug_L,lower,5.3598179641893653,3.8285490452309219,6.9060924325704098,7,7,565,0,565,0,0.0069078347491259001,5.546037846890906,0.0211538461538461,0.97629310344827602,1,1,15,52
timesat_double_logistic,10,2,primary_controlled_consecutive_gap,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,146.09849429539975,71.422780681016235,269.39406188487902,7,7,458,0,458,0,0.015960269380356999,5.8205096687628375,0.021999999999999902,0.97799999999999998,2,2,15,57
timesat_double_logistic,10,2,primary_controlled_consecutive_gap,absolute_peak_date_error_days,absolute global-peak date error,days,lower,57.072731794286106,7.141160806291138,118.68932357119165,7,7,458,0,458,0,0.015960269380356999,5.8205096687628375,0.021999999999999902,0.97799999999999998,2,2,15,57
timesat_double_logistic,10,2,primary_controlled_consecutive_gap,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.087651597026134453,0.044001281189389653,0.15329009903984744,7,7,458,0,458,0,0.015960269380356999,5.8205096687628375,0.021999999999999902,0.97799999999999998,2,2,15,57
timesat_double_logistic,10,2,primary_controlled_consecutive_gap,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.3058660461988205,0.77212617639958425,1.8495530544796399,7,7,458,0,458,0,0.015960269380356999,5.8205096687628375,0.021999999999999902,0.97799999999999998,2,2,15,57
timesat_double_logistic,10,2,primary_controlled_consecutive_gap,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.25444659630602195,0.22289696070691586,0.2878967500641893,7,7,458,0,458,0,0.015960269380356999,5.8205096687628375,0.021999999999999902,0.97799999999999998,2,2,15,57
timesat_double_logistic,10,2,primary_controlled_consecutive_gap,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.57685352622061481,0.2857142857142857,0.86256781193490062,7,7,458,0,458,0,0.015960269380356999,5.8205096687628375,0.021999999999999902,0.97799999999999998,2,2,15,57
timesat_double_logistic,10,2,primary_controlled_consecutive_gap,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.68173598553345394,0.36347197106690782,0.96745027124773963,7,7,458,0,458,0,0.015960269380356999,5.8205096687628375,0.021999999999999902,0.97799999999999998,2,2,15,57
timesat_double_logistic,10,2,primary_controlled_consecutive_gap,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.52264808362369342,0.14285714285714285,0.8571428571428571,7,7,458,0,458,0,0.015960269380356999,5.8205096687628375,0.021999999999999902,0.97799999999999998,2,2,15,57
timesat_double_logistic,10,2,primary_controlled_consecutive_gap,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.73444539413129561,0.68643709584261625,0.78843775280422523,7,7,458,0,458,0,0.015960269380356999,5.8205096687628375,0.021999999999999902,0.97799999999999998,2,2,15,57
timesat_double_logistic,10,2,primary_controlled_consecutive_gap,rmse,point-wise RMSE,ug_L,lower,5.4019120997664762,3.8917351533126117,6.911030054479995,7,7,458,0,458,0,0.015960269380356999,5.8205096687628375,0.021999999999999902,0.97799999999999998,2,2,15,57
timesat_double_logistic,10,3,primary_controlled_consecutive_gap,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,143.3121427957492,61.131385050629937,277.91013660513784,7,7,268,0,268,0,0.026548343436092501,6.455637488556297,0.02,0.9407894736842104,3,3,15,43
timesat_double_logistic,10,3,primary_controlled_consecutive_gap,absolute_peak_date_error_days,absolute global-peak date error,days,lower,57.203370945751139,6.5058104588258869,120.2639751552795,7,7,268,0,268,0,0.026548343436092501,6.455637488556297,0.02,0.9407894736842104,3,3,15,43
timesat_double_logistic,10,3,primary_controlled_consecutive_gap,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.084812342949630429,0.038423149350651047,0.15384065481307621,7,7,268,0,268,0,0.026548343436092501,6.455637488556297,0.02,0.9407894736842104,3,3,15,43
timesat_double_logistic,10,3,primary_controlled_consecutive_gap,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.3029512214814607,0.76053593719097012,1.8469230284034812,7,7,268,0,268,0,0.026548343436092501,6.455637488556297,0.02,0.9407894736842104,3,3,15,43
timesat_double_logistic,10,3,primary_controlled_consecutive_gap,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.25194846994979619,0.21720591045748663,0.28762614219112359,7,7,268,0,268,0,0.026548343436092501,6.455637488556297,0.02,0.9407894736842104,3,3,15,43
