duration_days,stratification_variable,lower_tertile_cut,upper_tertile_cut,observed_minimum,observed_maximum,n_unique_scenarios,analysis_role
10,a_gap,0.16238941427511294,0.64146110106811538,0.0069078347491259001,6.455637488556297,1379,protocol_visualization_stratum_continuous_a_gap_primary
20,a_gap,0.4095269539930948,1.5305573773522372,0.025285744316099298,11.128388419283166,1525,protocol_visualization_stratum_continuous_a_gap_primary
30,a_gap,0.74722608722623662,2.5547484216193483,0.048636719550354902,15.484027686454541,1475,protocol_visualization_stratum_continuous_a_gap_primary
45,a_gap,1.2600834450924598,4.1900871580150305,0.27055384094511942,17.288983776369555,1367,protocol_visualization_stratum_continuous_a_gap_primary
