scenario_family,level_name,level_value,method,analysis_role,metric,metric_label,unit,favorable_direction,equal_year_estimate,cluster_bootstrap_ci_lower,cluster_bootstrap_ci_upper,n_years_metric_available,n_scenarios_total,n_reconstruction_failures_total
random_deletion,deletion_fraction,0.20000000000000001,timesat_double_logistic_default_seapar1,secondary_double_logistic_parameter_sensitivity,mean_absolute_global_peak_timing_error_days,absolute global-peak date error,days,lower,58.427857142857142,14.001178571428573,113.94500000000001,7,700,0
random_deletion,deletion_fraction,0.20000000000000001,timesat_double_logistic_default_seapar1,secondary_double_logistic_parameter_sensitivity,mean_absolute_integral_error,absolute common-support integral error,ug_day_L,lower,165.59093652758671,96.177413415451412,281.30519318193922,7,700,0
random_deletion,deletion_fraction,0.20000000000000001,timesat_double_logistic_default_seapar1,secondary_double_logistic_parameter_sensitivity,mean_event_recovery_fraction_10d,major-event recovery <=10 d,fraction,higher,0.35892857142857137,0.21963392857142855,0.48385714285714215,7,700,0
random_deletion,deletion_fraction,0.20000000000000001,timesat_double_logistic_default_seapar1,secondary_double_logistic_parameter_sensitivity,mean_nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.25808262281384114,0.22628416877121324,0.29147563126160986,7,700,0
random_deletion,deletion_fraction,0.20000000000000001,timesat_double_logistic_default_seapar1,secondary_double_logistic_parameter_sensitivity,mean_pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.72638578238153839,0.67749094503742147,0.78227010231773952,7,700,0
random_deletion,deletion_fraction,0.29999999999999982,cv_minus_default_paired_advantage,secondary_double_logistic_parameter_sensitivity,global_peak_success_fraction_10d,global-peak timing success <=10 d,fraction,higher,0.12000000000000001,-0.0085714285714285788,0.33571428571428574,7,700,0
random_deletion,deletion_fraction,0.29999999999999982,cv_minus_default_paired_advantage,secondary_double_logistic_parameter_sensitivity,mean_absolute_global_peak_timing_error_days,absolute global-peak date error,days,lower,9.7078571428571401,0.43999999999999989,24.765714285714285,7,700,0
random_deletion,deletion_fraction,0.29999999999999982,cv_minus_default_paired_advantage,secondary_double_logistic_parameter_sensitivity,mean_absolute_integral_error,absolute common-support integral error,ug_day_L,lower,-14.319238524166021,-31.35939411930736,5.1889470104003692,7,700,0
random_deletion,deletion_fraction,0.29999999999999982,cv_minus_default_paired_advantage,secondary_double_logistic_parameter_sensitivity,mean_event_recovery_fraction_10d,major-event recovery <=10 d,fraction,higher,0.11333333333333337,-0.010476190476190469,0.24523809523809531,7,700,0
random_deletion,deletion_fraction,0.29999999999999982,cv_minus_default_paired_advantage,secondary_double_logistic_parameter_sensitivity,mean_nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.013616398501485336,0.0053963407119681107,0.021753693445337754,7,700,0
random_deletion,deletion_fraction,0.29999999999999982,cv_minus_default_paired_advantage,secondary_double_logistic_parameter_sensitivity,mean_pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.044190642718180774,0.020434906160395942,0.068987544423085967,7,700,0
random_deletion,deletion_fraction,0.29999999999999982,timesat_double_logistic_cv_seapar,secondary_double_logistic_parameter_sensitivity,global_peak_success_fraction_10d,global-peak timing success <=10 d,fraction,higher,0.7142857142857143,0.41714285714285715,0.96000000000000008,7,700,0
random_deletion,deletion_fraction,0.29999999999999982,timesat_double_logistic_cv_seapar,secondary_double_logistic_parameter_sensitivity,mean_absolute_global_peak_timing_error_days,absolute global-peak date error,days,lower,43.904285714285713,6.3671428571428574,94.935714285714283,7,700,0
random_deletion,deletion_fraction,0.29999999999999982,timesat_double_logistic_cv_seapar,secondary_double_logistic_parameter_sensitivity,mean_absolute_integral_error,absolute common-support integral error,ug_day_L,lower,194.00025872756285,124.33093953411539,297.17761525382468,7,700,0
random_deletion,deletion_fraction,0.29999999999999982,timesat_double_logistic_cv_seapar,secondary_double_logistic_parameter_sensitivity,mean_event_recovery_fraction_10d,major-event recovery <=10 d,fraction,higher,0.48273809523809524,0.28988095238095235,0.68928571428571428,7,700,0
random_deletion,deletion_fraction,0.29999999999999982,timesat_double_logistic_cv_seapar,secondary_double_logistic_parameter_sensitivity,mean_nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.25174659842951569,0.22531921704955432,0.27870986645450152,7,700,0
random_deletion,deletion_fraction,0.29999999999999982,timesat_double_logistic_cv_seapar,secondary_double_logistic_parameter_sensitivity,mean_pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.75314512732405348,0.70218505966990719,0.79943790451072938,7,700,0
random_deletion,deletion_fraction,0.29999999999999982,timesat_double_logistic_default_seapar1,secondary_double_logistic_parameter_sensitivity,global_peak_success_fraction_10d,global-peak timing success <=10 d,fraction,higher,0.59428571428571431,0.22999999999999998,0.86857142857142855,7,700,0
random_deletion,deletion_fraction,0.29999999999999982,timesat_double_logistic_default_seapar1,secondary_double_logistic_parameter_sensitivity,mean_absolute_global_peak_timing_error_days,absolute global-peak date error,days,lower,53.612142857142864,13.292857142857143,107.14142857142858,7,700,0
random_deletion,deletion_fraction,0.29999999999999982,timesat_double_logistic_default_seapar1,secondary_double_logistic_parameter_sensitivity,mean_absolute_integral_error,absolute common-support integral error,ug_day_L,lower,179.68102020339686,118.56832802762177,275.2723479844293,7,700,0
random_deletion,deletion_fraction,0.29999999999999982,timesat_double_logistic_default_seapar1,secondary_double_logistic_parameter_sensitivity,mean_event_recovery_fraction_10d,major-event recovery <=10 d,fraction,higher,0.36940476190476179,0.2374910714285714,0.49404761904761901,7,700,0
random_deletion,deletion_fraction,0.29999999999999982,timesat_double_logistic_default_seapar1,secondary_double_logistic_parameter_sensitivity,mean_nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.26536299693100107,0.23989157874426484,0.29501208393101369,7,700,0
random_deletion,deletion_fraction,0.29999999999999982,timesat_double_logistic_default_seapar1,secondary_double_logistic_parameter_sensitivity,mean_pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.70895448460587251,0.66354999527342184,0.75807815306733128,7,700,0
random_deletion,deletion_fraction,0.5,cv_minus_default_paired_advantage,secondary_double_logistic_parameter_sensitivity,global_peak_success_fraction_10d,global-peak timing success <=10 d,fraction,higher,0.062857142857142903,-0.027142857142857069,0.21285714285714291,7,700,0
random_deletion,deletion_fraction,0.5,cv_minus_default_paired_advantage,secondary_double_logistic_parameter_sensitivity,mean_absolute_global_peak_timing_error_days,absolute global-peak date error,days,lower,7.0485714285714254,-1.2985714285714292,17.925714285714285,7,700,0
random_deletion,deletion_fraction,0.5,cv_minus_default_paired_advantage,secondary_double_logistic_parameter_sensitivity,mean_absolute_integral_error,absolute common-support integral error,ug_day_L,lower,-21.856067061576802,-62.126113433785171,16.822421519664367,7,700,0
random_deletion,deletion_fraction,0.5,cv_minus_default_paired_advantage,secondary_double_logistic_parameter_sensitivity,mean_event_recovery_fraction_10d,major-event recovery <=10 d,fraction,higher,0.072857142857142856,0.00071428571428572881,0.15857142857142856,7,700,0
random_deletion,deletion_fraction,0.5,cv_minus_default_paired_advantage,secondary_double_logistic_parameter_sensitivity,mean_nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.00791062515802189,-0.0071758275567005148,0.021168826214291961,7,700,0
random_deletion,deletion_fraction,0.5,cv_minus_default_paired_advantage,secondary_double_logistic_parameter_sensitivity,mean_pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.046004477479672366,0.015448480770584392,0.07300776341589417,7,700,0
random_deletion,deletion_fraction,0.5,timesat_double_logistic_cv_seapar,secondary_double_logistic_parameter_sensitivity,global_peak_success_fraction_10d,global-peak timing success <=10 d,fraction,higher,0.62857142857142867,0.33857142857142858,0.88428571428571423,7,700,0
random_deletion,deletion_fraction,0.5,timesat_double_logistic_cv_seapar,secondary_double_logistic_parameter_sensitivity,mean_absolute_global_peak_timing_error_days,absolute global-peak date error,days,lower,47.478571428571435,12.628357142857144,92.827142857142846,7,700,0
random_deletion,deletion_fraction,0.5,timesat_double_logistic_cv_seapar,secondary_double_logistic_parameter_sensitivity,mean_absolute_integral_error,absolute common-support integral error,ug_day_L,lower,272.55152638162843,194.20955815273993,362.0489123000857,7,700,0
random_deletion,deletion_fraction,0.5,timesat_double_logistic_cv_seapar,secondary_double_logistic_parameter_sensitivity,mean_event_recovery_fraction_10d,major-event recovery <=10 d,fraction,higher,0.43535714285714278,0.26666666666666666,0.60404761904761894,7,700,0
random_deletion,deletion_fraction,0.5,timesat_double_logistic_cv_seapar,secondary_double_logistic_parameter_sensitivity,mean_nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.27972383141851287,0.25634289210681277,0.30468756866309721,7,700,0
random_deletion,deletion_fraction,0.5,timesat_double_logistic_cv_seapar,secondary_double_logistic_parameter_sensitivity,mean_pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.71322384473801093,0.65352167826047791,0.76611136028792759,7,700,0
random_deletion,deletion_fraction,0.5,timesat_double_logistic_default_seapar1,secondary_double_logistic_parameter_sensitivity,global_peak_success_fraction_10d,global-peak timing success <=10 d,fraction,higher,0.56571428571428573,0.24428571428571424,0.83432142857142821,7,700,0
random_deletion,deletion_fraction,0.5,timesat_double_logistic_default_seapar1,secondary_double_logistic_parameter_sensitivity,mean_absolute_global_peak_timing_error_days,absolute global-peak date error,days,lower,54.527142857142856,17.009999999999998,105.39857142857143,7,700,0
random_deletion,deletion_fraction,0.5,timesat_double_logistic_default_seapar1,secondary_double_logistic_parameter_sensitivity,mean_absolute_integral_error,absolute common-support integral error,ug_day_L,lower,250.69545932005161,196.3029820113324,307.97600984913345,7,700,0
random_deletion,deletion_fraction,0.5,timesat_double_logistic_default_seapar1,secondary_double_logistic_parameter_sensitivity,mean_event_recovery_fraction_10d,major-event recovery <=10 d,fraction,higher,0.36249999999999993,0.23773809523809517,0.47714880952380934,7,700,0
random_deletion,deletion_fraction,0.5,timesat_double_logistic_default_seapar1,secondary_double_logistic_parameter_sensitivity,mean_nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.2876344565765348,0.26660594642683022,0.31180309565775033,7,700,0
random_deletion,deletion_fraction,0.5,timesat_double_logistic_default_seapar1,secondary_double_logistic_parameter_sensitivity,mean_pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.66721936725833852,0.61918731977030306,0.71592289835949396,7,700,0
