year,method,duration_days,activity_class,n_scenarios,n_reconstruction_failures,n_scenarios_with_negative_values,a_gap_minimum,a_gap_maximum,window_midpoint_relative_position_minimum,window_midpoint_relative_position_maximum,observations_removed_minimum,observations_removed_maximum,resulting_maximum_internal_gap_days_minimum,resulting_maximum_internal_gap_days_maximum,rmse,n_rmse_available,n_rmse_unavailable,nrmse,n_nrmse_available,n_nrmse_unavailable,absolute_peak_date_error_days,n_absolute_peak_date_error_days_available,n_absolute_peak_date_error_days_unavailable,peak_timing_success_5d,n_peak_timing_success_5d_available,n_peak_timing_success_5d_unavailable,n_peak_timing_success_5d_reference_ineligible,peak_timing_success_10d,n_peak_timing_success_10d_available,n_peak_timing_success_10d_unavailable,n_peak_timing_success_10d_reference_ineligible,peak_timing_success_15d,n_peak_timing_success_15d_available,n_peak_timing_success_15d_unavailable,n_peak_timing_success_15d_reference_ineligible,normalized_absolute_peak_magnitude_error,n_normalized_absolute_peak_magnitude_error_available,n_normalized_absolute_peak_magnitude_error_unavailable,absolute_integral_error,n_absolute_integral_error_available,n_absolute_integral_error_unavailable,absolute_relative_integral_error,n_absolute_relative_integral_error_available,n_absolute_relative_integral_error_unavailable,pearson_correlation,n_pearson_correlation_available,n_pearson_correlation_unavailable
2020,timesat_smoothing_spline,45,high,74,0,0,4.9611368979223718,12.345151944100412,0.44444444444444442,0.76888888888888884,5,12,47,70,6.2177131991652832,74,0,0.29535782765295654,74,0,132.09459459459458,74,0,0,74,0,0,0.067567567567567571,74,0,0,0.13513513513513514,74,0,0,0.91249182264591211,74,0,407.29942970218997,74,0,0.21244894955679394,74,0,0.68064405445278209,74,0
2020,timesat_smoothing_spline,45,low,63,0,0,0.59362593348043013,1.259300839908531,0.1822222222222222,0.89777777777777756,2,14,47,65,4.1775498598840013,63,0,0.19844467121656512,63,0,149.31746031746033,63,0,0,63,0,0,0,63,0,0,0,63,0,0,0.96826096617846258,63,0,168.97168866062739,63,0,0.088136282898887877,63,0,0.82389414549759898,63,0
2020,timesat_smoothing_spline,45,medium,76,0,0,1.2890370211394848,4.1868945995619598,0.0977777777777777,0.81777777777777783,2,13,47,60,5.5996726291475216,76,0,0.26599926537859053,76,0,124.67105263157895,76,0,0.013157894736842105,76,0,0,0.013157894736842105,76,0,0,0.052631578947368418,76,0,0,0.82779157623915833,76,0,330.51569887686117,76,0,0.17239826014428922,76,0,0.73093288211813467,76,0
2021,linear_interpolation,10,high,50,0,0,0.64545540299806226,2.165432781902763,0.0403846153846152,0.6596153846153846,1,3,15,25,2.7044286536116262,50,0,0.12206132941864528,50,0,12.800000000000001,50,0,0.90000000000000002,50,0,0,0.90000000000000002,50,0,0,0.90000000000000002,50,0,0,0.096711501147979995,50,0,95.14789829999998,50,0,0.064728762425992639,50,0,0.93394465779952651,50,0
2021,linear_interpolation,10,low,116,0,0,0.033978582173656,0.1611182547996485,0.1288461538461538,0.97115384615384603,1,4,15,25,2.0525829047425002,116,0,0.092641008576901926,116,0,0,116,0,1,116,0,0,1,116,0,0,1,116,0,0,0,116,0,90.984376293103452,116,0,0.061896333842125575,116,0,0.96682127178024679,116,0
2021,linear_interpolation,10,medium,69,0,0,0.163635551226716,0.61718806064728293,0.0211538461538461,0.83653846153846145,1,4,15,25,2.2187005196901413,69,0,0.10013853930054865,69,0,0,69,0,1,69,0,0,1,69,0,0,1,69,0,0,0,69,0,111.15049072463769,69,0,0.075615266718377691,69,0,0.96188614347057533,69,0
2021,linear_interpolation,20,high,43,0,0,1.5591359752594187,3.5898938045188946,0.0403846153846152,0.5788461538461539,2,5,22,37,4.2188473325973774,43,0,0.19041290416126946,43,0,43.488372093023258,43,0,0.65116279069767447,43,0,0,0.65116279069767447,43,0,0,0.65116279069767447,43,0,0,0.24559699949197114,43,0,200.46872430232563,43,0,0.13637812984889716,43,0,0.80823280239368711,43,0
2021,linear_interpolation,20,low,130,0,0,0.1341184520346573,0.3685956731964844,0.14423076923076911,0.95961538461538465,1,7,22,35,2.0671727815062186,130,0,0.093299506168049537,130,0,0,130,0,1,130,0,0,1,130,0,0,1,130,0,0,0,130,0,97.439463115384598,130,0,0.066287705473280042,130,0,0.96610061403000891,130,0
2021,linear_interpolation,20,medium,67,0,0,0.41556197760367142,1.4953916062737882,0.1211538461538461,0.69807692307692304,2,7,22,35,2.6293383361583031,67,0,0.1186722128440296,67,0,0,67,0,1,67,0,0,1,67,0,0,1,67,0,0,0,67,0,133.51128380597012,67,0,0.090827231342701362,67,0,0.94605901836179884,67,0
2021,linear_interpolation,30,high,41,0,0,2.5621522717456116,4.0333918418725858,0.059615384615384501,0.59807692307692295,4,6,32,47,4.4959742578905129,41,0,0.20292071459058447,41,0,45.243902439024389,41,0,0.63414634146341464,41,0,0,0.63414634146341464,41,0,0,0.63414634146341464,41,0,0,0.2287037736571241,41,0,195.61841414634151,41,0,0.13307848183366533,41,0,0.76367160146177593,41,0
2021,linear_interpolation,30,low,129,0,0,0.23456748890045301,0.72880502213590626,0.1557692307692306,0.94038461538461515,2,9,32,48,2.1387188356117335,129,0,0.096528656423914089,129,0,0,129,0,1,129,0,0,1,129,0,0,1,129,0,0,0,129,0,111.67451466666667,129,0,0.075971758263174385,129,0,0.96327658959326412,129,0
2021,linear_interpolation,30,medium,60,0,0,0.75393962261766512,2.5417156557206506,0.125,0.70192307692307665,4,8,32,48,3.0232143280415387,60,0,0.13644936038724573,60,0,0.25,60,0,1,60,0,0,1,60,0,0,1,60,0,0,0.019730270970211197,60,0,167.81964150000005,60,0,0.1141670798740991,60,0,0.92764835819030966,60,0
2021,linear_interpolation,45,high,14,0,0,4.1901381592873541,4.3476156453849937,0.0884615384615383,0.60769230769230764,6,8,47,60,5.0712023249303408,14,0,0.22888298299357326,14,0,52.714285714285715,14,0,0.5714285714285714,14,0,0,0.5714285714285714,14,0,0,0.5714285714285714,14,0,0,0.24536125374667542,14,0,290.44804714285721,14,0,0.1975907295537554,14,0,0.71040711478837359,14,0
2021,linear_interpolation,45,low,116,0,0,0.36111473435784203,1.1825624393231546,0.18076923076923071,0.91153846153846163,5,14,47,65,2.367947606135647,116,0,0.10687463779553738,116,0,0,116,0,1,116,0,0,1,116,0,0,1,116,0,0,0,116,0,153.32201350862061,116,0,0.10430439730558243,116,0,0.9539098580705121,116,0
2021,linear_interpolation,45,medium,85,0,0,1.2879554402335047,4.1899851554703824,0.1115384615384615,0.72692307692307667,5,11,47,60,3.892931525443093,85,0,0.17570306271410227,85,0,13.31764705882353,85,0,0.89411764705882357,85,0,0,0.89411764705882357,85,0,0,0.89411764705882357,85,0,0,0.083830746184721208,85,0,235.4264708235294,85,0,0.16015975519163034,85,0,0.85389128272646209,85,0
2021,timesat_double_logistic,10,high,50,0,0,0.64545540299806226,2.165432781902763,0.0403846153846152,0.6596153846153846,1,3,15,25,4.9663953073230154,50,0,0.2241526367577911,50,0,64.340000000000003,50,0,0,50,0,0,0.040000000000000001,50,0,0,0.56000000000000005,50,0,0,0.97237761230857733,50,0,115.53892101882208,50,0,0.078600699576176158,50,0,0.67807601808556384,50,0
2021,timesat_double_logistic,10,low,116,0,0,0.033978582173656,0.1611182547996485,0.1288461538461538,0.97115384615384603,1,4,15,25,4.6661022073181746,116,0,0.21059924722655429,116,0,33.413793103448278,116,0,0.017241379310344827,116,0,0,0.043103448275862072,116,0,0,0.82758620689655171,116,0,0,0.97942432901540688,116,0,145.8643026696804,116,0,0.099230944273404259,116,0,0.70636300882122738,116,0
2021,timesat_double_logistic,10,medium,69,0,0,0.163635551226716,0.61718806064728293,0.0211538461538461,0.83653846153846145,1,4,15,25,4.760840484644123,69,0,0.21487515225432946,69,0,56.739130434782609,69,0,0.043478260869565216,69,0,0,0.043478260869565216,69,0,0,0.57971014492753625,69,0,0,0.95294309432109847,69,0,167.71371030613244,69,0,0.11409501527568074,69,0,0.70326822478579976,69,0
2021,timesat_double_logistic,20,high,43,0,0,1.5591359752594187,3.5898938045188946,0.0403846153846152,0.5788461538461539,2,5,22,37,5.4558678769104016,43,0,0.24624442774588384,43,0,77.232558139534888,43,0,0,43,0,0,0.023255813953488372,43,0,0,0.44186046511627908,43,0,0,0.98709814450246725,43,0,140.48424713363755,43,0,0.095570912440297931,43,0,0.61701549918809617,43,0
2021,timesat_double_logistic,20,low,130,0,0,0.1341184520346573,0.3685956731964844,0.14423076923076911,0.95961538461538465,1,7,22,35,4.6617929728403986,130,0,0.21040475480079474,130,0,45.215384615384615,130,0,0.023076923076923078,130,0,0,0.046153846153846156,130,0,0,0.72307692307692306,130,0,0,0.97774631050650096,130,0,148.91651091938218,130,0,0.10130735022875893,130,0,0.70562255750616742,130,0
2021,timesat_double_logistic,20,medium,67,0,0,0.41556197760367142,1.4953916062737882,0.1211538461538461,0.69807692307692304,2,7,22,35,4.8704696379481165,67,0,0.21982314013245507,67,0,79.253731343283576,67,0,0.029850746268656716,67,0,0,0.089552238805970144,67,0,0,0.41791044776119401,67,0,0,0.93286364120948828,67,0,188.73830925115254,67,0,0.12839797198338532,67,0,0.69758177885079431,67,0
2021,timesat_double_logistic,30,high,41,0,0,2.5621522717456116,4.0333918418725858,0.059615384615384501,0.59807692307692295,4,6,32,47,5.4963425877549632,41,0,0.24807120805562677,41,0,61.341463414634148,41,0,0,41,0,0,0,41,0,0,0.58536585365853655,41,0,0,0.99147936756523958,41,0,120.86863897546939,41,0,0.08222648694066044,41,0,0.60152864398075934,41,0
2021,timesat_double_logistic,30,low,129,0,0,0.23456748890045301,0.72880502213590626,0.1557692307692306,0.94038461538461515,2,9,32,48,4.6960851683770279,129,0,0.21195249427260343,129,0,52.186046511627907,129,0,0.03875968992248062,129,0,0,0.062015503875968991,129,0,0,0.65891472868217049,129,0,0,0.97209471122489088,129,0,153.7952378945337,129,0,0.10462633010070702,129,0,0.70252914272299993,129,0
2021,timesat_double_logistic,30,medium,60,0,0,0.75393962261766512,2.5417156557206506,0.125,0.70192307692307665,4,8,32,48,5.1400930081989094,60,0,0.23199228608910547,60,0,80.11666666666666,60,0,0.083333333333333329,60,0,0,0.083333333333333329,60,0,0,0.40000000000000002,60,0,0,0.90630044570182089,60,0,249.47817952748184,60,0,0.16971908052228135,60,0,0.68161599364229342,60,0
2021,timesat_double_logistic,45,high,14,0,0,4.1901381592873541,4.3476156453849937,0.0884615384615383,0.60769230769230764,6,8,47,60,5.8897711611603558,14,0,0.26582816187173569,14,0,62.5,14,0,0,14,0,0,0,14,0,0,0.5714285714285714,14,0,0,0.99611598540999968,14,0,243.63472438799428,14,0,0.16574379965713545,14,0,0.55172734431521986,14,0
2021,timesat_double_logistic,45,low,116,0,0,0.36111473435784203,1.1825624393231546,0.18076923076923071,0.91153846153846163,5,14,47,65,4.878752505507693,116,0,0.2201969779944265,116,0,50.724137931034484,116,0,0,116,0,0,0.034482758620689655,116,0,0,0.66379310344827591,116,0,0,0.95661010260756485,116,0,215.72787972222164,116,0,0.14675887670345747,116,0,0.68888221622005807,116,0
2021,timesat_double_logistic,45,medium,85,0,0,1.2879554402335047,4.1899851554703824,0.1115384615384615,0.72692307692307667,5,11,47,60,5.6409941139684205,85,0,0.25459989113568193,85,0,61.576470588235296,85,0,0,85,0,0,0.047058823529411764,85,0,0,0.58823529411764708,85,0,0,0.90993897738050011,85,0,291.21082077586112,85,0,0.19810964162809111,85,0,0.62936318257165291,85,0
2021,timesat_smoothing_spline,10,high,50,0,0,0.64545540299806226,2.165432781902763,0.0403846153846152,0.6596153846153846,1,3,15,25,3.4960358754898277,50,0,0.15778962631818322,50,0,14.9,50,0,0.90000000000000002,50,0,0,0.90000000000000002,50,0,0,0.90000000000000002,50,0,0,0.46127138651703603,50,0,120.04014019635778,50,0,0.081662862293122196,50,0,0.87916560856582038,50,0
2021,timesat_smoothing_spline,10,low,116,0,0,0.033978582173656,0.1611182547996485,0.1288461538461538,0.97115384615384603,1,4,15,25,3.0427887007034444,116,0,0.13733282756485365,116,0,2.9827586206896552,116,0,1,116,0,0,1,116,0,0,1,116,0,0,0.39099450215556908,116,0,138.64653369533511,116,0,0.094320722802058332,116,0,0.90783130779330667,116,0
2021,timesat_smoothing_spline,10,medium,69,0,0,0.163635551226716,0.61718806064728293,0.0211538461538461,0.83653846153846145,1,4,15,25,3.2413159635146394,69,0,0.14629313109965683,69,0,2.9565217391304346,69,0,1,69,0,0,1,69,0,0,1,69,0,0,0.38969308535267438,69,0,165.15012465698243,69,0,0.11235101746377614,69,0,0.90030317219621603,69,0
2021,timesat_smoothing_spline,20,high,43,0,0,1.5591359752594187,3.5898938045188946,0.0403846153846152,0.5788461538461539,2,5,22,37,4.780383808945845,43,0,0.2157572180993064,43,0,44.279069767441861,43,0,0.65116279069767447,43,0,0,0.65116279069767447,43,0,0,0.65116279069767447,43,0,0,0.55384560047479892,43,0,206.24940035351756,43,0,0.14031070233304666,43,0,0.75884873685537846,43,0
2021,timesat_smoothing_spline,20,low,130,0,0,0.1341184520346573,0.3685956731964844,0.14423076923076911,0.95961538461538465,1,7,22,35,3.0580428223982152,130,0,0.13802130509991123,130,0,2.976923076923077,130,0,1,130,0,0,1,130,0,0,1,130,0,0,0.39062295775344202,130,0,140.86726146028113,130,0,0.095831475666580568,130,0,0.90675273149893487,130,0
2021,timesat_smoothing_spline,20,medium,67,0,0,0.41556197760367142,1.4953916062737882,0.1211538461538461,0.69807692307692304,2,7,22,35,3.7612079537091434,67,0,0.16975786824201067,67,0,2.9701492537313432,67,0,1,67,0,0,1,67,0,0,1,67,0,0,0.37398450487889612,67,0,189.63821095860698,67,0,0.12901017177832874,67,0,0.87739992444244008,67,0
2021,timesat_smoothing_spline,30,high,41,0,0,2.5621522717456116,4.0333918418725858,0.059615384615384501,0.59807692307692295,4,6,32,47,4.8840786807914709,41,0,0.22043736889362317,41,0,46.439024390243901,41,0,0.63414634146341464,41,0,0,0.63414634146341464,41,0,0,0.63414634146341464,41,0,0,0.56764686715211621,41,0,180.42973899283965,41,0,0.12274568244300764,41,0,0.72118741715342172,41,0
2021,timesat_smoothing_spline,30,low,129,0,0,0.23456748890045301,0.72880502213590626,0.1557692307692306,0.94038461538461515,2,9,32,48,3.1249717198173812,129,0,0.14104206520929616,129,0,2.9612403100775193,129,0,1,129,0,0,1,129,0,0,1,129,0,0,0.39019199825352241,129,0,144.30851619572533,129,0,0.098172548503686924,129,0,0.90324729846800322,129,0
2021,timesat_smoothing_spline,30,medium,60,0,0,0.75393962261766512,2.5417156557206506,0.125,0.70192307692307665,4,8,32,48,4.4096386825942169,60,0,0.19902405601809212,60,0,2.9833333333333334,60,0,1,60,0,0,1,60,0,0,1,60,0,0,0.36344514032213054,60,0,256.03540101322454,60,0,0.17417993398629592,60,0,0.84701353756086317,60,0
2021,timesat_smoothing_spline,45,high,14,0,0,4.1901381592873541,4.3476156453849937,0.0884615384615383,0.60769230769230764,6,8,47,60,5.3126909268715936,14,0,0.23978229799418729,14,0,54,14,0,0.5714285714285714,14,0,0,0.5714285714285714,14,0,0,0.5714285714285714,14,0,0,0.59700885588113761,14,0,257.65320626309887,14,0,0.17528052089931895,14,0,0.66904042990809465,14,0
2021,timesat_smoothing_spline,45,low,116,0,0,0.36111473435784203,1.1825624393231546,0.18076923076923071,0.91153846153846163,5,14,47,65,3.5163720656923561,116,0,0.15870747726911008,116,0,3,116,0,0.99137931034482762,116,0,0,1,116,0,0,1,116,0,0,0.38743107384286374,116,0,182.13611656280028,116,0,0.12390652477697887,116,0,0.88457294287777111,116,0
2021,timesat_smoothing_spline,45,medium,85,0,0,1.2879554402335047,4.1899851554703824,0.1115384615384615,0.72692307692307667,5,11,47,60,5.158291737409658,85,0,0.23281366515496738,85,0,16.070588235294117,85,0,0.78823529411764703,85,0,0,0.89411764705882357,85,0,0,0.89411764705882357,85,0,0,0.41569451545327807,85,0,331.12498255580823,85,0,0.22526309789404869,85,0,0.77731470129659253,85,0
2022,linear_interpolation,10,high,46,0,0,0.67675068127795523,5.546037846890906,0.3425531914893617,0.69999999999999984,1,4,20,38,4.7296275719848708,46,0,0.28144478662721772,46,0,8.6086956521739122,46,0,0,46,0,0,0.78260869565217395,46,0,0,0.78260869565217395,46,0,0,2.3566537587460856,46,0,174.00973293478293,46,0,0.12400174765327185,46,0,0.82983197046676338,46,0
2022,linear_interpolation,10,low,70,0,0,0.026548343436092501,0.1574542772413739,0.087234042553191296,0.92127659574468079,1,3,20,27,4.6145039991048273,70,0,0.2745941564429496,70,0,6,70,0,0,70,0,0,1,70,0,0,1,70,0,0,2.3411147340806795,70,0,158.12084628571444,70,0,0.11267910678991484,70,0,0.83677185576947744,70,0
2022,linear_interpolation,10,medium,72,0,0,0.164745639865717,0.63325362403573004,0.023404255319148901,0.94680851063829785,1,3,20,40,4.6630127742086636,72,0,0.27748075621235113,72,0,6,72,0,0,72,0,0,1,72,0,0,1,72,0,0,2.3411147340806786,72,0,141.00474145833354,72,0,0.10048193324211503,72,0,0.82890272928807895,72,0
2022,linear_interpolation,20,high,41,0,0,1.5861918146674028,7.3062726367413138,0.3595744680851064,0.52978723404255323,2,5,25,40,5.0219517455049738,41,0,0.29884004944445808,41,0,10.682926829268293,41,0,0,41,0,0,0.51219512195121952,41,0,0,0.70731707317073167,41,0,0,2.4313409071353331,41,0,204.15683768292706,41,0,0.14548499236842355,41,0,0.8027038101094518,41,0
2022,linear_interpolation,20,low,75,0,0,0.15818383005108941,0.38338773738360082,0.087234042553191296,0.93829787234042561,2,5,22,40,4.5991084426871147,75,0,0.27367801684738052,75,0,6,75,0,0,75,0,0,1,75,0,0,1,75,0,0,2.341114734080679,75,0,150.6703596666668,75,0,0.10736978675334259,75,0,0.83657121016666691,75,0
2022,linear_interpolation,20,medium,99,0,0,0.41186231446165872,1.4852766900438952,0.044680851063829602,0.9553191489361702,1,5,22,42,4.6701894386631988,99,0,0.27790781622191002,99,0,6,99,0,0,99,0,0,1,99,0,0,1,99,0,0,2.3411147340806795,99,0,135.97303762626279,99,0,0.096896271346499779,99,0,0.82643154747505065,99,0
2022,linear_interpolation,30,high,40,0,0,2.6137223170859061,8.5961529478307259,0.37234042553191482,0.53829787234042537,2,6,32,50,5.4557010052815142,40,0,0.32465106014445932,40,0,12.300000000000001,40,0,0,40,0,0,0.25,40,0,0,0.69999999999999996,40,0,0,2.5223940281401487,40,0,269.62981400000018,40,0,0.1921419428185526,40,0,0.7671451446533023,40,0
2022,linear_interpolation,30,low,73,0,0,0.31778868139875383,0.73185512604571945,0.087234042553191296,0.93404255319148921,4,6,32,50,4.595141666473606,73,0,0.27344196686923383,73,0,6,73,0,0,73,0,0,1,73,0,0,1,73,0,0,2.341114734080679,73,0,134.78454554794536,73,0,0.096049335417699361,73,0,0.83521829627362087,73,0
2022,linear_interpolation,30,medium,92,0,0,0.77518794464562657,2.5517704300820925,0.065957446808510498,0.82765957446808514,1,7,32,58,4.7328038142087383,92,0,0.2816337944933483,92,0,6,92,0,0,92,0,0,1,92,0,0,1,92,0,0,2.3411147340806795,92,0,116.05530951086971,92,0,0.082702622210119967,92,0,0.81447373128835521,92,0
2022,linear_interpolation,45,high,51,0,0,4.2718940970192154,9.8392252458595948,0.35744680851063831,0.57021276595744685,3,8,50,70,6.2073429432067986,51,0,0.36937883238862168,51,0,40.823529411764703,51,0,0,51,0,0,0.13725490196078433,51,0,0,0.47058823529411764,51,0,0,2.6702231986930594,51,0,331.04670058823547,51,0,0.23590846750610148,51,0,0.60887083980208956,51,0
2022,linear_interpolation,45,low,71,0,0,0.48682237799106981,1.2570581705302917,0.097872340425531903,0.90212765957446805,5,10,47,65,4.6120892083484071,71,0,0.27445046008232793,71,0,6,71,0,0,71,0,0,1,71,0,0,1,71,0,0,2.3411147340806799,71,0,115.89678000000021,71,0,0.082589651883283099,71,0,0.83031255049354136,71,0
2022,linear_interpolation,45,medium,68,0,0,1.2745971913406962,3.631783509666723,0.29361702127659572,0.79574468085106365,3,9,47,65,4.9065032544651936,68,0,0.29197008443503802,68,0,6.0882352941176467,68,0,0,68,0,0,0.98529411764705888,68,0,0,1,68,0,0,2.3463381144735291,68,0,105.53678279411767,68,0,0.075206974273554675,68,0,0.78558075958695295,68,0
2022,timesat_double_logistic,10,high,46,0,0,0.67675068127795523,5.546037846890906,0.3425531914893617,0.69999999999999984,1,4,20,38,5.6953890399667406,46,0,0.33891411717217579,46,0,1.3478260869565217,46,0,1,46,0,0,1,46,0,0,1,46,0,0,2.6417736704819395,46,0,65.329805638259955,46,0,0.046554925039905548,46,0,0.68273776151444521,46,0
2022,timesat_double_logistic,10,low,70,0,0,0.026548343436092501,0.1574542772413739,0.087234042553191296,0.92127659574468079,1,3,20,27,5.6041801856073654,70,0,0.33348657427096712,70,0,1,70,0,1,70,0,0,1,70,0,0,1,70,0,0,2.6141421445285928,70,0,53.284471581444215,70,0,0.037971253029602338,70,0,0.68968108863857303,70,0
2022,timesat_double_logistic,10,medium,72,0,0,0.164745639865717,0.63325362403573004,0.023404255319148901,0.94680851063829785,1,3,20,40,5.6262283698269284,72,0,0.3347985901556742,72,0,1.1666666666666667,72,0,0.95833333333333337,72,0,0,1,72,0,0,1,72,0,0,2.6046921163396561,72,0,51.429630865513317,72,0,0.036649467825322558,72,0,0.68537610887278078,72,0
2022,timesat_double_logistic,20,high,41,0,0,1.5861918146674028,7.3062726367413138,0.3595744680851064,0.52978723404255323,2,5,25,40,5.8293535565211201,41,0,0.34688591076552266,41,0,2.1463414634146343,41,0,1,41,0,0,1,41,0,0,1,41,0,0,2.6947427369111057,41,0,108.20614044891512,41,0,0.077109195538560507,41,0,0.67474365374859624,41,0
2022,timesat_double_logistic,20,low,75,0,0,0.15818383005108941,0.38338773738360082,0.087234042553191296,0.93829787234042561,2,5,22,40,5.6065711286112858,75,0,0.33362885152923638,75,0,1.4533333333333334,75,0,1,75,0,0,1,75,0,0,1,75,0,0,2.6191976681479505,75,0,67.100690724233147,75,0,0.047816882298561264,75,0,0.68549204285010168,75,0
2022,timesat_double_logistic,20,medium,99,0,0,0.41186231446165872,1.4852766900438952,0.044680851063829602,0.9553191489361702,1,5,22,42,5.6304330506828224,99,0,0.33504879706696078,99,0,1.0606060606060606,99,0,0.96969696969696972,99,0,0,1,99,0,0,1,99,0,0,2.6003178835781404,99,0,42.544748445579891,99,0,0.030317977458754974,99,0,0.68164251640890516,99,0
2022,timesat_double_logistic,30,high,40,0,0,2.6137223170859061,8.5961529478307259,0.37234042553191482,0.53829787234042537,2,6,32,50,6.098329752805105,40,0,0.36289181123416731,40,0,1.925,40,0,0.97499999999999998,40,0,0,1,40,0,0,1,40,0,0,2.7922212219799873,40,0,195.598752620608,40,0,0.13938638232865838,40,0,0.65994906506508366,40,0
2022,timesat_double_logistic,30,low,73,0,0,0.31778868139875383,0.73185512604571945,0.087234042553191296,0.93404255319148921,4,6,32,50,5.6565314580241415,73,0,0.33660182858449439,73,0,2.4109589041095889,73,0,0.87671232876712324,73,0,0,1,73,0,0,1,73,0,0,2.6311642785971241,73,0,79.621701802572062,73,0,0.056739528347802173,73,0,0.67323460249409095,73,0
2022,timesat_double_logistic,30,medium,92,0,0,0.77518794464562657,2.5517704300820925,0.065957446808510498,0.82765957446808514,1,7,32,58,5.6860044048634384,92,0,0.33835566799535932,92,0,2.5326086956521738,92,0,0.86956521739130432,92,0,0,0.91304347826086951,92,0,0,1,92,0,0,2.581108579988852,92,0,63.440653740749951,92,0,0.045208689212042186,92,0,0.66818419377586358,92,0
2022,timesat_double_logistic,45,high,51,0,0,4.2718940970192154,9.8392252458595948,0.35744680851063831,0.57021276595744685,3,8,50,70,6.6072167349942275,51,0,0.39317402393267797,51,0,35.019607843137258,51,0,0.56862745098039214,51,0,0,0.70588235294117652,51,0,0,0.70588235294117652,51,0,0,2.8083684931616455,51,0,310.98158427824995,51,0,0.22160978749929483,51,0,0.5311095503289337,51,0
2022,timesat_double_logistic,45,low,71,0,0,0.48682237799106981,1.2570581705302917,0.097872340425531903,0.90212765957446805,5,10,47,65,5.8702529044459588,71,0,0.34931969822018022,71,0,3.380281690140845,71,0,0.81690140845070425,71,0,0,0.9859154929577465,71,0,0,0.9859154929577465,71,0,0,2.6516356826133749,71,0,90.473638863207853,71,0,0.064472769116848655,71,0,0.62554040694399737,71,0
2022,timesat_double_logistic,45,medium,68,0,0,1.2745971913406962,3.631783509666723,0.29361702127659572,0.79574468085106365,3,9,47,65,5.9345881878104842,68,0,0.35314808213065635,68,0,6.0735294117647056,68,0,0.58823529411764708,68,0,0,0.79411764705882348,68,0,0,0.94117647058823528,68,0,0,2.5605635890532361,68,0,107.80262851371563,68,0,0.076821647340423474,68,0,0.62559635267960279,68,0
2022,timesat_smoothing_spline,10,high,46,0,0,0.67675068127795523,5.546037846890906,0.3425531914893617,0.69999999999999984,1,4,20,38,4.6350843133956632,46,0,0.27581882415222431,46,0,8.2608695652173907,46,0,0.43478260869565216,46,0,0,0.60869565217391308,46,0,0,1,46,0,0,2.3482348867325311,46,0,176.23695175910882,46,0,0.12558889465915915,46,0,0.82856356744314996,46,0
2022,timesat_smoothing_spline,10,low,70,0,0,0.026548343436092501,0.1574542772413739,0.087234042553191296,0.92127659574468079,1,3,20,27,4.6838550657828213,70,0,0.27872101333949922,70,0,13,70,0,0,70,0,0,0,70,0,0,1,70,0,0,2.3965050547646065,70,0,178.07314618889151,70,0,0.12689739226147193,70,0,0.82400680385181435,70,0
2022,timesat_smoothing_spline,10,medium,72,0,0,0.164745639865717,0.63325362403573004,0.023404255319148901,0.94680851063829785,1,3,20,40,4.7254573157504867,72,0,0.28119662821343078,72,0,13.125,72,0,0,72,0,0,0,72,0,0,0.95833333333333337,72,0,0,2.3974814556392721,72,0,160.39798268985021,72,0,0.11430182575508646,72,0,0.81730581694862137,72,0
2022,timesat_smoothing_spline,20,high,41,0,0,1.5861918146674028,7.3062726367413138,0.3595744680851064,0.52978723404255323,2,5,25,40,4.7832037423936447,41,0,0.28463293064479689,41,0,6.4634146341463419,41,0,0.46341463414634149,41,0,0,0.95121951219512191,41,0,0,1,41,0,0,2.3706679122454983,41,0,181.46446542238203,41,0,0.12931409335462626,41,0,0.8128523406357252,41,0
2022,timesat_smoothing_spline,20,low,75,0,0,0.15818383005108941,0.38338773738360082,0.087234042553191296,0.93829787234042561,2,5,22,40,4.6700882353326891,75,0,0.27790179394017056,75,0,13,75,0,0,75,0,0,0,75,0,0,1,75,0,0,2.3964932816666948,75,0,178.66980355280577,75,0,0.12732257856931656,75,0,0.82301869681528694,75,0
2022,timesat_smoothing_spline,20,medium,99,0,0,0.41186231446165872,1.4852766900438952,0.044680851063829602,0.9553191489361702,1,5,22,42,4.738878820899675,99,0,0.28199529842486648,99,0,12.363636363636363,99,0,0.070707070707070704,99,0,0,0.070707070707070704,99,0,0,1,99,0,0,2.3965601796961606,99,0,160.88063153504783,99,0,0.11464576801221156,99,0,0.81366806585506868,99,0
2022,timesat_smoothing_spline,30,high,40,0,0,2.6137223170859061,8.5961529478307259,0.37234042553191482,0.53829787234042537,2,6,32,50,5.1209877226233331,40,0,0.30473335901783705,40,0,5.9249999999999998,40,0,0.57499999999999996,40,0,0,0.94999999999999996,40,0,0,1,40,0,0,2.3582692950127608,40,0,227.31393112231262,40,0,0.16198705813580311,40,0,0.79061072274931432,40,0
2022,timesat_smoothing_spline,30,low,73,0,0,0.31778868139875383,0.73185512604571945,0.087234042553191296,0.93404255319148921,4,6,32,50,4.6774086092487837,73,0,0.27833740563337239,73,0,13,73,0,0,73,0,0,0,73,0,0,1,73,0,0,2.3964879384124163,73,0,167.64586453005595,73,0,0.11946676681793358,73,0,0.81898803343345672,73,0
