year,method,duration_days,scenario_family,covariate,outcome,association,spearman_correlation,n_scenarios_available,covariate_minimum,covariate_maximum
2025,linear_interpolation,30,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,,220,0.062,0.93799999999999994
2019,linear_interpolation,45,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.7330889291067868,187,0.30263450706523343,17.288983776369555
2020,linear_interpolation,45,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.53177971609073937,213,0.59362593348043013,12.345151944100412
2021,linear_interpolation,45,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.39370840498073195,215,0.36111473435784203,4.3476156453849937
2022,linear_interpolation,45,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.72959239591081548,190,0.48682237799106981,9.8392252458595948
2023,linear_interpolation,45,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.016738257643294712,177,0.98826428992524318,6.4535005271310233
2024,linear_interpolation,45,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.72852421178465532,180,0.63064225201491364,13.09828059179204
2025,linear_interpolation,45,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,-0.027567162977746529,205,0.27055384094511942,10.981356620532017
2019,linear_interpolation,45,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.43866334101234011,187,0.30263450706523343,17.288983776369555
2020,linear_interpolation,45,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.70141176522720328,213,0.59362593348043013,12.345151944100412
2021,linear_interpolation,45,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.82265911240623824,215,0.36111473435784203,4.3476156453849937
2022,linear_interpolation,45,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.82126137677166522,190,0.48682237799106981,9.8392252458595948
2023,linear_interpolation,45,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,-0.13399291760247942,177,0.98826428992524318,6.4535005271310233
2024,linear_interpolation,45,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.68942204791354,180,0.63064225201491364,13.09828059179204
2025,linear_interpolation,45,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.38422644438729409,205,0.27055384094511942,10.981356620532017
2019,linear_interpolation,45,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,-0.64917164689350615,187,0.30263450706523343,17.288983776369555
2020,linear_interpolation,45,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,,213,0.59362593348043013,12.345151944100412
2021,linear_interpolation,45,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,-0.3791832553741124,215,0.36111473435784203,4.3476156453849937
2022,linear_interpolation,45,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,-0.72690236658956253,190,0.48682237799106981,9.8392252458595948
2023,linear_interpolation,45,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,,177,0.98826428992524318,6.4535005271310233
2024,linear_interpolation,45,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,-0.71272704834178802,180,0.63064225201491364,13.09828059179204
2025,linear_interpolation,45,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,,205,0.27055384094511942,10.981356620532017
2019,linear_interpolation,45,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.55606698892508954,187,4,11
2020,linear_interpolation,45,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.24113766872842846,213,2,14
2021,linear_interpolation,45,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.046288124769444272,215,5,14
2022,linear_interpolation,45,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.11448698442297769,190,3,10
2023,linear_interpolation,45,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.16763524052113787,177,1,14
2024,linear_interpolation,45,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.069862746521942951,180,4,14
2025,linear_interpolation,45,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.02831217550250208,205,5,13
2019,linear_interpolation,45,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,0.57211372017288153,187,4,11
2020,linear_interpolation,45,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.05300684490723722,213,2,14
2021,linear_interpolation,45,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.09272363720865856,215,5,14
2022,linear_interpolation,45,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.30921048394447448,190,3,10
2023,linear_interpolation,45,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,0.38893055614784217,177,1,14
2024,linear_interpolation,45,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.27123936391848968,180,4,14
2025,linear_interpolation,45,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,0.094764111230405193,205,5,13
2019,linear_interpolation,45,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,-0.4096180864166119,187,4,11
2020,linear_interpolation,45,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,,213,2,14
2021,linear_interpolation,45,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,0.082457382206925584,215,5,14
2022,linear_interpolation,45,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,0.10444852728739321,190,3,10
2023,linear_interpolation,45,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,,177,1,14
2024,linear_interpolation,45,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,-0.074841889099649075,180,4,14
2025,linear_interpolation,45,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,,205,5,13
2019,linear_interpolation,45,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,0.14997806166862601,187,0.099137931034482707,0.90086206896551724
2020,linear_interpolation,45,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,0.084171956468812051,213,0.0977777777777777,0.89777777777777756
2021,linear_interpolation,45,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.50355542387449725,215,0.0884615384615383,0.91153846153846163
2022,linear_interpolation,45,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.11561914149247586,190,0.097872340425531903,0.90212765957446805
2023,linear_interpolation,45,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.18307469297353593,177,0.1036036036036036,0.89639639639639634
2024,linear_interpolation,45,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,0.2894722845834663,180,0.1022222222222222,0.89777777777777756
2025,linear_interpolation,45,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.13033078095887712,205,0.091999999999999901,0.90800000000000003
2019,linear_interpolation,45,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.02247886596545744,187,0.099137931034482707,0.90086206896551724
2020,linear_interpolation,45,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.26679321125851158,213,0.0977777777777777,0.89777777777777756
2021,linear_interpolation,45,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.25309313056403071,215,0.0884615384615383,0.91153846153846163
2022,linear_interpolation,45,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.12908607001878097,190,0.097872340425531903,0.90212765957446805
2023,linear_interpolation,45,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.53068311862825479,177,0.1036036036036036,0.89639639639639634
2024,linear_interpolation,45,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.28139024306214788,180,0.1022222222222222,0.89777777777777756
2025,linear_interpolation,45,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.22120146451060568,205,0.091999999999999901,0.90800000000000003
2019,linear_interpolation,45,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,-0.14729988746368047,187,0.099137931034482707,0.90086206896551724
2020,linear_interpolation,45,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,,213,0.0977777777777777,0.89777777777777756
2021,linear_interpolation,45,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,0.44125281851137987,215,0.0884615384615383,0.91153846153846163
2022,linear_interpolation,45,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,0.12696245340991427,190,0.097872340425531903,0.90212765957446805
2023,linear_interpolation,45,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,,177,0.1036036036036036,0.89639639639639634
2024,linear_interpolation,45,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,-0.30556027102822197,180,0.1022222222222222,0.89777777777777756
2025,linear_interpolation,45,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,,205,0.091999999999999901,0.90800000000000003
2019,timesat_double_logistic,10,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.12528654038263753,174,0.0095670584801635008,6.455637488556297
2020,timesat_double_logistic,10,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,-0.10260378500745845,242,0.0069078347491259001,4.9937408138789818
2021,timesat_double_logistic,10,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.20645994088519551,235,0.033978582173656,2.165432781902763
2022,timesat_double_logistic,10,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.13626253545265071,188,0.026548343436092501,5.546037846890906
2023,timesat_double_logistic,10,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,,129,0.063275231198915996,1.5592239985296024
2024,timesat_double_logistic,10,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.23154517665282787,187,0.072454613215504005,4.8075490025593872
2025,timesat_double_logistic,10,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,-0.12828687368865299,224,0.026521321813152501,5.8205096687628375
2019,timesat_double_logistic,10,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.12465846914365396,174,0.0095670584801635008,6.455637488556297
2020,timesat_double_logistic,10,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.42473899953471722,242,0.0069078347491259001,4.9937408138789818
2021,timesat_double_logistic,10,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.29269076652663428,235,0.033978582173656,2.165432781902763
2022,timesat_double_logistic,10,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.23873350326478013,188,0.026548343436092501,5.546037846890906
2023,timesat_double_logistic,10,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.34348050888479581,129,0.063275231198915996,1.5592239985296024
2024,timesat_double_logistic,10,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.65317201158748794,187,0.072454613215504005,4.8075490025593872
2025,timesat_double_logistic,10,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.44234699419144308,224,0.026521321813152501,5.8205096687628375
2019,timesat_double_logistic,10,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,,174,0.0095670584801635008,6.455637488556297
2020,timesat_double_logistic,10,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,,242,0.0069078347491259001,4.9937408138789818
2021,timesat_double_logistic,10,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,0.057491966279490894,235,0.033978582173656,2.165432781902763
2022,timesat_double_logistic,10,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,,188,0.026548343436092501,5.546037846890906
2023,timesat_double_logistic,10,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,,129,0.063275231198915996,1.5592239985296024
2024,timesat_double_logistic,10,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,,187,0.072454613215504005,4.8075490025593872
2025,timesat_double_logistic,10,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,,224,0.026521321813152501,5.8205096687628375
2019,timesat_double_logistic,10,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.1239330277876655,174,1,4
2020,timesat_double_logistic,10,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.27972174634278335,242,1,4
2021,timesat_double_logistic,10,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.015493445832996092,235,1,4
2022,timesat_double_logistic,10,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.036656468581802486,188,1,4
2023,timesat_double_logistic,10,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,,129,1,4
2024,timesat_double_logistic,10,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.094096469395206384,187,1,4
2025,timesat_double_logistic,10,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.025075011656938949,224,1,5
2019,timesat_double_logistic,10,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.16841258471920653,174,1,4
2020,timesat_double_logistic,10,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.080732128392593958,242,1,4
2021,timesat_double_logistic,10,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.38672034612505979,235,1,4
2022,timesat_double_logistic,10,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.27889285632560429,188,1,4
2023,timesat_double_logistic,10,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.56637570011628402,129,1,4
2024,timesat_double_logistic,10,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.45718602283078758,187,1,4
2025,timesat_double_logistic,10,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.13167815425141546,224,1,5
2019,timesat_double_logistic,10,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,,174,1,4
2020,timesat_double_logistic,10,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,,242,1,4
2021,timesat_double_logistic,10,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,0.22174962095597983,235,1,4
2022,timesat_double_logistic,10,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,,188,1,4
2023,timesat_double_logistic,10,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,,129,1,4
2024,timesat_double_logistic,10,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,,187,1,4
2025,timesat_double_logistic,10,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,,224,1,5
2019,timesat_double_logistic,10,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.37859990430189228,174,0.023706896551724001,0.97629310344827602
2020,timesat_double_logistic,10,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,0.25116611041933795,242,0.02,0.9622222222222222
2021,timesat_double_logistic,10,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.16819387934827168,235,0.0211538461538461,0.97115384615384603
2022,timesat_double_logistic,10,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.13155520285243547,188,0.023404255319148901,0.94680851063829785
2023,timesat_double_logistic,10,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,,129,0.024774774774774602,0.83108108108108103
2024,timesat_double_logistic,10,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.32272369941497975,187,0.068888888888888805,0.97555555555555562
2025,timesat_double_logistic,10,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,0.065194968595872829,224,0.021999999999999902,0.97799999999999998
2019,timesat_double_logistic,10,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.16272819193191371,174,0.023706896551724001,0.97629310344827602
2020,timesat_double_logistic,10,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.29499414577148614,242,0.02,0.9622222222222222
2021,timesat_double_logistic,10,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.21538156457698018,235,0.0211538461538461,0.97115384615384603
2022,timesat_double_logistic,10,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.21050873693785149,188,0.023404255319148901,0.94680851063829785
2023,timesat_double_logistic,10,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.40907502583094385,129,0.024774774774774602,0.83108108108108103
2024,timesat_double_logistic,10,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.2442489450714351,187,0.068888888888888805,0.97555555555555562
2025,timesat_double_logistic,10,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.24083988989638649,224,0.021999999999999902,0.97799999999999998
2019,timesat_double_logistic,10,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,,174,0.023706896551724001,0.97629310344827602
2020,timesat_double_logistic,10,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,,242,0.02,0.9622222222222222
2021,timesat_double_logistic,10,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,-0.28435215754450904,235,0.0211538461538461,0.97115384615384603
2022,timesat_double_logistic,10,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,,188,0.023404255319148901,0.94680851063829785
2023,timesat_double_logistic,10,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,,129,0.024774774774774602,0.83108108108108103
2024,timesat_double_logistic,10,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,,187,0.068888888888888805,0.97555555555555562
2025,timesat_double_logistic,10,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,,224,0.021999999999999902,0.97799999999999998
2019,timesat_double_logistic,20,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.075864143404207759,207,0.025285744316099298,11.128388419283166
2020,timesat_double_logistic,20,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,-0.21302042438951441,261,0.15771353424957371,7.6760513368693362
2021,timesat_double_logistic,20,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.11227763019034716,240,0.1341184520346573,3.5898938045188946
2022,timesat_double_logistic,20,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,-0.056640302530256148,215,0.15818383005108941,7.3062726367413138
2023,timesat_double_logistic,20,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,,167,0.29375782833441477,3.1924583990326374
2024,timesat_double_logistic,20,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.16412893559410699,205,0.171406115102678,7.6615928867289567
2025,timesat_double_logistic,20,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,-0.05219347229688201,230,0.083231499093957301,8.4836828108751803
2019,timesat_double_logistic,20,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.20265100185467644,207,0.025285744316099298,11.128388419283166
2020,timesat_double_logistic,20,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.57888954503307299,261,0.15771353424957371,7.6760513368693362
2021,timesat_double_logistic,20,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.52575512646599043,240,0.1341184520346573,3.5898938045188946
2022,timesat_double_logistic,20,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.31630345602362919,215,0.15818383005108941,7.3062726367413138
2023,timesat_double_logistic,20,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.30437327675955411,167,0.29375782833441477,3.1924583990326374
2024,timesat_double_logistic,20,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.46310970956463882,205,0.171406115102678,7.6615928867289567
2025,timesat_double_logistic,20,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.40602179618261497,230,0.083231499093957301,8.4836828108751803
2019,timesat_double_logistic,20,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,-0.25855095758444308,207,0.025285744316099298,11.128388419283166
2020,timesat_double_logistic,20,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,0.2127077501555826,261,0.15771353424957371,7.6760513368693362
2021,timesat_double_logistic,20,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,0.091269419417605385,240,0.1341184520346573,3.5898938045188946
2022,timesat_double_logistic,20,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,,215,0.15818383005108941,7.3062726367413138
2023,timesat_double_logistic,20,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,,167,0.29375782833441477,3.1924583990326374
2024,timesat_double_logistic,20,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,-0.26416987983319057,205,0.171406115102678,7.6615928867289567
2025,timesat_double_logistic,20,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,,230,0.083231499093957301,8.4836828108751803
2019,timesat_double_logistic,20,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.28726978092026828,207,1,6
2020,timesat_double_logistic,20,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.15038963086147872,261,1,8
2021,timesat_double_logistic,20,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.24283678396294189,240,1,7
2022,timesat_double_logistic,20,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.14223804877198401,215,1,5
2023,timesat_double_logistic,20,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,,167,1,7
2024,timesat_double_logistic,20,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.34691994209657584,205,1,7
2025,timesat_double_logistic,20,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.037062115562240587,230,1,7
2019,timesat_double_logistic,20,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,0.016746049403903788,207,1,6
2020,timesat_double_logistic,20,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.0039674235051928696,261,1,8
2021,timesat_double_logistic,20,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.40814256844704128,240,1,7
2022,timesat_double_logistic,20,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,0.023020659390340901,215,1,5
2023,timesat_double_logistic,20,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.19473653158478976,167,1,7
2024,timesat_double_logistic,20,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.15327648577744865,205,1,7
2025,timesat_double_logistic,20,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,0.01820556596886699,230,1,7
2019,timesat_double_logistic,20,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,-0.26387236892580596,207,1,6
2020,timesat_double_logistic,20,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,0.19292043708268292,261,1,8
2021,timesat_double_logistic,20,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,-0.0047802652060149236,240,1,7
2022,timesat_double_logistic,20,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,,215,1,5
2023,timesat_double_logistic,20,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,,167,1,7
2024,timesat_double_logistic,20,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,-0.16344848209773702,205,1,7
2025,timesat_double_logistic,20,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,,230,1,7
2019,timesat_double_logistic,20,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.42616131903460885,207,0.045258620689655103,0.95474137931034475
2020,timesat_double_logistic,20,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,0.24394914098921178,261,0.042222222222222203,0.95333333333333325
2021,timesat_double_logistic,20,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.25274601872922614,240,0.0403846153846152,0.95961538461538465
2022,timesat_double_logistic,20,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.37129060118940393,215,0.044680851063829602,0.9553191489361702
2023,timesat_double_logistic,20,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,,167,0.0472972972972973,0.85360360360360354
2024,timesat_double_logistic,20,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.14910085768819017,205,0.046666666666666502,0.95333333333333325
2025,timesat_double_logistic,20,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,0.16081232004985269,230,0.042000000000000003,0.95799999999999996
2019,timesat_double_logistic,20,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.17465969813149648,207,0.045258620689655103,0.95474137931034475
2020,timesat_double_logistic,20,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.39985688750950382,261,0.042222222222222203,0.95333333333333325
2021,timesat_double_logistic,20,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.21191583292461655,240,0.0403846153846152,0.95961538461538465
2022,timesat_double_logistic,20,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.27078656417606112,215,0.044680851063829602,0.9553191489361702
2023,timesat_double_logistic,20,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.038004074384259019,167,0.0472972972972973,0.85360360360360354
2024,timesat_double_logistic,20,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.41124966039441746,205,0.046666666666666502,0.95333333333333325
2025,timesat_double_logistic,20,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.33847768648803822,230,0.042000000000000003,0.95799999999999996
2019,timesat_double_logistic,20,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,-0.055290937976306576,207,0.045258620689655103,0.95474137931034475
2020,timesat_double_logistic,20,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,0.074344456365058015,261,0.042222222222222203,0.95333333333333325
2021,timesat_double_logistic,20,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,-0.32296354964221058,240,0.0403846153846152,0.95961538461538465
2022,timesat_double_logistic,20,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,,215,0.044680851063829602,0.9553191489361702
2023,timesat_double_logistic,20,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,,167,0.0472972972972973,0.85360360360360354
2024,timesat_double_logistic,20,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,-0.10802823264656246,205,0.046666666666666502,0.95333333333333325
2025,timesat_double_logistic,20,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,,230,0.042000000000000003,0.95799999999999996
