year,method,duration_days,scenario_family,covariate,outcome,association,spearman_correlation,n_scenarios_available,covariate_minimum,covariate_maximum
2019,timesat_double_logistic,30,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.068804478824495904,202,0.048636719550354902,15.484027686454541
2020,timesat_double_logistic,30,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,-0.26307262130573644,243,0.3362223017416513,8.8796529494701559
2021,timesat_double_logistic,30,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.066210639113737646,230,0.23456748890045301,4.0333918418725858
2022,timesat_double_logistic,30,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,-0.18035181461312627,205,0.31778868139875383,8.5961529478307259
2023,timesat_double_logistic,30,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,,180,0.56491045956875896,4.5948397330260757
2024,timesat_double_logistic,30,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.18117280463094065,195,0.32363232165688283,10.492798556141418
2025,timesat_double_logistic,30,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,-0.012819707182982851,220,0.17234933132972691,9.7623968558279035
2019,timesat_double_logistic,30,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.3997209506882009,202,0.048636719550354902,15.484027686454541
2020,timesat_double_logistic,30,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.55853867275389002,243,0.3362223017416513,8.8796529494701559
2021,timesat_double_logistic,30,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.62429296730856676,230,0.23456748890045301,4.0333918418725858
2022,timesat_double_logistic,30,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.4505582059629234,205,0.31778868139875383,8.5961529478307259
2023,timesat_double_logistic,30,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.33121557996636991,180,0.56491045956875896,4.5948397330260757
2024,timesat_double_logistic,30,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.33538393225906216,195,0.32363232165688283,10.492798556141418
2025,timesat_double_logistic,30,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.55115203784513767,220,0.17234933132972691,9.7623968558279035
2019,timesat_double_logistic,30,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,-0.4249315102339935,202,0.048636719550354902,15.484027686454541
2020,timesat_double_logistic,30,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,0.27817420281190519,243,0.3362223017416513,8.8796529494701559
2021,timesat_double_logistic,30,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,0.0083654125740160179,230,0.23456748890045301,4.0333918418725858
2022,timesat_double_logistic,30,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,-0.12982659351134593,205,0.31778868139875383,8.5961529478307259
2023,timesat_double_logistic,30,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,,180,0.56491045956875896,4.5948397330260757
2024,timesat_double_logistic,30,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,-0.29926385728434873,195,0.32363232165688283,10.492798556141418
2025,timesat_double_logistic,30,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,,220,0.17234933132972691,9.7623968558279035
2019,timesat_double_logistic,30,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.34628510054435835,202,2,8
2020,timesat_double_logistic,30,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.18543256290471763,243,1,11
2021,timesat_double_logistic,30,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.28470826076595046,230,2,9
2022,timesat_double_logistic,30,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.04522544078278104,205,1,7
2023,timesat_double_logistic,30,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,,180,1,10
2024,timesat_double_logistic,30,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.37420842597095266,195,2,11
2025,timesat_double_logistic,30,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.05333991658776694,220,2,9
2019,timesat_double_logistic,30,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,0.18068239341125389,202,2,8
2020,timesat_double_logistic,30,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.19138491005130948,243,1,11
2021,timesat_double_logistic,30,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.35701358537895311,230,2,9
2022,timesat_double_logistic,30,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,0.0013498969271522872,205,1,7
2023,timesat_double_logistic,30,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.093893030081324158,180,1,10
2024,timesat_double_logistic,30,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.1847584638732736,195,2,11
2025,timesat_double_logistic,30,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,0.0025739971607020677,220,2,9
2019,timesat_double_logistic,30,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,-0.41342630504177957,202,2,8
2020,timesat_double_logistic,30,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,0.31175703683678385,243,1,11
2021,timesat_double_logistic,30,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,-0.045242694079426611,230,2,9
2022,timesat_double_logistic,30,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,-0.17604197305847591,205,1,7
2023,timesat_double_logistic,30,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,,180,1,10
2024,timesat_double_logistic,30,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,-0.13519554740579726,195,2,11
2025,timesat_double_logistic,30,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,,220,2,9
2019,timesat_double_logistic,30,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.44110156838621578,202,0.066810344827586202,0.93318965517241381
2020,timesat_double_logistic,30,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,0.1660156600398717,243,0.064444444444444401,0.93111111111111122
2021,timesat_double_logistic,30,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.24676805749777647,230,0.059615384615384501,0.94038461538461515
2022,timesat_double_logistic,30,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.36807399254206657,205,0.065957446808510498,0.93404255319148921
2023,timesat_double_logistic,30,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,,180,0.069819819819819801,0.87612612612612595
2024,timesat_double_logistic,30,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,0.1355811451647424,195,0.068888888888888805,0.93111111111111122
2025,timesat_double_logistic,30,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,0.16439389211119182,220,0.062,0.93799999999999994
2019,timesat_double_logistic,30,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.22321304152506408,202,0.066810344827586202,0.93318965517241381
2020,timesat_double_logistic,30,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.50968693891290806,243,0.064444444444444401,0.93111111111111122
2021,timesat_double_logistic,30,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.16716834987974413,230,0.059615384615384501,0.94038461538461515
2022,timesat_double_logistic,30,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.39758210006907746,205,0.065957446808510498,0.93404255319148921
2023,timesat_double_logistic,30,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.15647192817757363,180,0.069819819819819801,0.87612612612612595
2024,timesat_double_logistic,30,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.54035876733644383,195,0.068888888888888805,0.93111111111111122
2025,timesat_double_logistic,30,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.3825383893816498,220,0.062,0.93799999999999994
2019,timesat_double_logistic,30,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,-0.067047398178575426,202,0.066810344827586202,0.93318965517241381
2020,timesat_double_logistic,30,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,0.072215795856511472,243,0.064444444444444401,0.93111111111111122
2021,timesat_double_logistic,30,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,-0.32625109038662464,230,0.059615384615384501,0.94038461538461515
2022,timesat_double_logistic,30,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,0.13110357639834277,205,0.065957446808510498,0.93404255319148921
2023,timesat_double_logistic,30,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,,180,0.069819819819819801,0.87612612612612595
2024,timesat_double_logistic,30,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,-0.18033470645318658,195,0.068888888888888805,0.93111111111111122
2025,timesat_double_logistic,30,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,,220,0.062,0.93799999999999994
2019,timesat_double_logistic,45,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.32755244458208504,187,0.30263450706523343,17.288983776369555
2020,timesat_double_logistic,45,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,-0.13339764615063848,213,0.59362593348043013,12.345151944100412
2021,timesat_double_logistic,45,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.10408897145406162,215,0.36111473435784203,4.3476156453849937
2022,timesat_double_logistic,45,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.2912889067756842,190,0.48682237799106981,9.8392252458595948
2023,timesat_double_logistic,45,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.20821325920983338,177,0.98826428992524318,6.4535005271310233
2024,timesat_double_logistic,45,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.28065734544667015,180,0.63064225201491364,13.09828059179204
2025,timesat_double_logistic,45,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.10565812127916828,205,0.27055384094511942,10.981356620532017
2019,timesat_double_logistic,45,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.62218306119869959,187,0.30263450706523343,17.288983776369555
2020,timesat_double_logistic,45,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.42830096704393134,213,0.59362593348043013,12.345151944100412
2021,timesat_double_logistic,45,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.65081703247625555,215,0.36111473435784203,4.3476156453849937
2022,timesat_double_logistic,45,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.30709661400013016,190,0.48682237799106981,9.8392252458595948
2023,timesat_double_logistic,45,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.047688091850280473,177,0.98826428992524318,6.4535005271310233
2024,timesat_double_logistic,45,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.34777079935863447,180,0.63064225201491364,13.09828059179204
2025,timesat_double_logistic,45,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.50549328345669076,205,0.27055384094511942,10.981356620532017
2019,timesat_double_logistic,45,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,-0.58530419086734786,187,0.30263450706523343,17.288983776369555
2020,timesat_double_logistic,45,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,0.37328598018047421,213,0.59362593348043013,12.345151944100412
2021,timesat_double_logistic,45,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,-0.052263756978110303,215,0.36111473435784203,4.3476156453849937
2022,timesat_double_logistic,45,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,-0.39342650178983918,190,0.48682237799106981,9.8392252458595948
2023,timesat_double_logistic,45,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,-0.18767517882893478,177,0.98826428992524318,6.4535005271310233
2024,timesat_double_logistic,45,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,-0.47557689270302683,180,0.63064225201491364,13.09828059179204
2025,timesat_double_logistic,45,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,,205,0.27055384094511942,10.981356620532017
2019,timesat_double_logistic,45,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.42210226015097252,187,4,11
2020,timesat_double_logistic,45,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.23540284538157885,213,2,14
2021,timesat_double_logistic,45,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.1183793253338697,215,5,14
2022,timesat_double_logistic,45,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.03114231425382713,190,3,10
2023,timesat_double_logistic,45,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.073461004236571203,177,1,14
2024,timesat_double_logistic,45,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.17149467967272944,180,4,14
2025,timesat_double_logistic,45,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.064383517470794099,205,5,13
2019,timesat_double_logistic,45,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,0.60703442943092023,187,4,11
2020,timesat_double_logistic,45,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.38020113725393651,213,2,14
2021,timesat_double_logistic,45,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.34775572699762725,215,5,14
2022,timesat_double_logistic,45,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,0.031932104323252095,190,3,10
2023,timesat_double_logistic,45,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,0.34254016563917888,177,1,14
2024,timesat_double_logistic,45,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.060982712907998851,180,4,14
2025,timesat_double_logistic,45,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,0.33641467936606412,205,5,13
2019,timesat_double_logistic,45,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,-0.56008829207701216,187,4,11
2020,timesat_double_logistic,45,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,0.28308845426512397,213,2,14
2021,timesat_double_logistic,45,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,-0.089274074037352658,215,5,14
2022,timesat_double_logistic,45,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,-0.18165461590654422,190,3,10
2023,timesat_double_logistic,45,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,-0.08396258590443624,177,1,14
2024,timesat_double_logistic,45,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,-0.047442814790481645,180,4,14
2025,timesat_double_logistic,45,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,,205,5,13
2019,timesat_double_logistic,45,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.43628382219921175,187,0.099137931034482707,0.90086206896551724
2020,timesat_double_logistic,45,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,0.20086362433106028,213,0.0977777777777777,0.89777777777777756
2021,timesat_double_logistic,45,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.18137536239205737,215,0.0884615384615383,0.91153846153846163
2022,timesat_double_logistic,45,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.39730709584073659,190,0.097872340425531903,0.90212765957446805
2023,timesat_double_logistic,45,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.059498940353653773,177,0.1036036036036036,0.89639639639639634
2024,timesat_double_logistic,45,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,0.27644776200513682,180,0.1022222222222222,0.89777777777777756
2025,timesat_double_logistic,45,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,0.34086423189371828,205,0.091999999999999901,0.90800000000000003
2019,timesat_double_logistic,45,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.10146015406054845,187,0.099137931034482707,0.90086206896551724
2020,timesat_double_logistic,45,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.50910732587403229,213,0.0977777777777777,0.89777777777777756
2021,timesat_double_logistic,45,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.12568751189739533,215,0.0884615384615383,0.91153846153846163
2022,timesat_double_logistic,45,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.52335112184830812,190,0.097872340425531903,0.90212765957446805
2023,timesat_double_logistic,45,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.67333841284131435,177,0.1036036036036036,0.89639639639639634
2024,timesat_double_logistic,45,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.70694911656263248,180,0.1022222222222222,0.89777777777777756
2025,timesat_double_logistic,45,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.34599174467105709,205,0.091999999999999901,0.90800000000000003
2019,timesat_double_logistic,45,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,0.012310413192238672,187,0.099137931034482707,0.90086206896551724
2020,timesat_double_logistic,45,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,0.11177637695446177,213,0.0977777777777777,0.89777777777777756
2021,timesat_double_logistic,45,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,-0.25854722202050018,215,0.0884615384615383,0.91153846153846163
2022,timesat_double_logistic,45,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,0.20526600093382916,190,0.097872340425531903,0.90212765957446805
2023,timesat_double_logistic,45,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,0.069509325492198071,177,0.1036036036036036,0.89639639639639634
2024,timesat_double_logistic,45,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,-0.30757626429707952,180,0.1022222222222222,0.89777777777777756
2025,timesat_double_logistic,45,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,,205,0.091999999999999901,0.90800000000000003
2019,timesat_smoothing_spline,10,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,-0.21918916722488138,174,0.0095670584801635008,6.455637488556297
2020,timesat_smoothing_spline,10,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,-0.35420760542791685,242,0.0069078347491259001,4.9937408138789818
2021,timesat_smoothing_spline,10,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.11645445736236436,235,0.033978582173656,2.165432781902763
2022,timesat_smoothing_spline,10,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,-0.54750312117855926,188,0.026548343436092501,5.546037846890906
2023,timesat_smoothing_spline,10,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.037830239392876726,129,0.063275231198915996,1.5592239985296024
2024,timesat_smoothing_spline,10,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.14918795928090656,187,0.072454613215504005,4.8075490025593872
2025,timesat_smoothing_spline,10,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,-0.20519347354046685,224,0.026521321813152501,5.8205096687628375
2019,timesat_smoothing_spline,10,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.064919780205898961,174,0.0095670584801635008,6.455637488556297
2020,timesat_smoothing_spline,10,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.67091530034286218,242,0.0069078347491259001,4.9937408138789818
2021,timesat_smoothing_spline,10,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.48100523111013876,235,0.033978582173656,2.165432781902763
2022,timesat_smoothing_spline,10,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.073395593471023715,188,0.026548343436092501,5.546037846890906
2023,timesat_smoothing_spline,10,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,-0.2898059069309098,129,0.063275231198915996,1.5592239985296024
2024,timesat_smoothing_spline,10,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.34077258750713885,187,0.072454613215504005,4.8075490025593872
2025,timesat_smoothing_spline,10,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.039034826133972557,224,0.026521321813152501,5.8205096687628375
2019,timesat_smoothing_spline,10,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,-0.1492061070742329,174,0.0095670584801635008,6.455637488556297
2020,timesat_smoothing_spline,10,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,0.33368246914492222,242,0.0069078347491259001,4.9937408138789818
2021,timesat_smoothing_spline,10,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,-0.23081939254153699,235,0.033978582173656,2.165432781902763
2022,timesat_smoothing_spline,10,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,0.59161111687210099,188,0.026548343436092501,5.546037846890906
2023,timesat_smoothing_spline,10,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,,129,0.063275231198915996,1.5592239985296024
2024,timesat_smoothing_spline,10,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,-0.21179400821172803,187,0.072454613215504005,4.8075490025593872
2025,timesat_smoothing_spline,10,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,,224,0.026521321813152501,5.8205096687628375
2019,timesat_smoothing_spline,10,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.12936972204845626,174,1,4
2020,timesat_smoothing_spline,10,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.050135882024030222,242,1,4
2021,timesat_smoothing_spline,10,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.099579246806321353,235,1,4
2022,timesat_smoothing_spline,10,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.0031173583687887983,188,1,4
2023,timesat_smoothing_spline,10,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.065417848867813724,129,1,4
2024,timesat_smoothing_spline,10,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.085057875810085379,187,1,4
2025,timesat_smoothing_spline,10,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.1108052530880537,224,1,5
2019,timesat_smoothing_spline,10,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.2517062286176876,174,1,4
2020,timesat_smoothing_spline,10,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.12967259414558815,242,1,4
2021,timesat_smoothing_spline,10,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.17802350496281091,235,1,4
2022,timesat_smoothing_spline,10,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.30308007625487737,188,1,4
2023,timesat_smoothing_spline,10,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,0.11353629658435273,129,1,4
2024,timesat_smoothing_spline,10,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.035621252955670202,187,1,4
2025,timesat_smoothing_spline,10,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,0.085328796233779897,224,1,5
2019,timesat_smoothing_spline,10,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,-0.042920723065759635,174,1,4
2020,timesat_smoothing_spline,10,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,-0.068914848490710404,242,1,4
2021,timesat_smoothing_spline,10,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,-0.053438196838641781,235,1,4
2022,timesat_smoothing_spline,10,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,0.093165676709644041,188,1,4
2023,timesat_smoothing_spline,10,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,,129,1,4
2024,timesat_smoothing_spline,10,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,0.11257586852697679,187,1,4
2025,timesat_smoothing_spline,10,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,,224,1,5
2019,timesat_smoothing_spline,10,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.022523336167345611,174,0.023706896551724001,0.97629310344827602
2020,timesat_smoothing_spline,10,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.082006862512460102,242,0.02,0.9622222222222222
2021,timesat_smoothing_spline,10,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.021496638695981608,235,0.0211538461538461,0.97115384615384603
2022,timesat_smoothing_spline,10,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,0.0016718755094025431,188,0.023404255319148901,0.94680851063829785
2023,timesat_smoothing_spline,10,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.011821949810273975,129,0.024774774774774602,0.83108108108108103
2024,timesat_smoothing_spline,10,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,0.11566442312749044,187,0.068888888888888805,0.97555555555555562
2025,timesat_smoothing_spline,10,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,0.30613095393315337,224,0.021999999999999902,0.97799999999999998
2019,timesat_smoothing_spline,10,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.17407729290583196,174,0.023706896551724001,0.97629310344827602
2020,timesat_smoothing_spline,10,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.27014438541978009,242,0.02,0.9622222222222222
2021,timesat_smoothing_spline,10,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.12464332952162366,235,0.0211538461538461,0.97115384615384603
2022,timesat_smoothing_spline,10,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.090195318368553601,188,0.023404255319148901,0.94680851063829785
2023,timesat_smoothing_spline,10,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.073979599199450879,129,0.024774774774774602,0.83108108108108103
2024,timesat_smoothing_spline,10,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.26645331118345583,187,0.068888888888888805,0.97555555555555562
2025,timesat_smoothing_spline,10,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.1662741982463605,224,0.021999999999999902,0.97799999999999998
2019,timesat_smoothing_spline,10,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,-0.034349411765070739,174,0.023706896551724001,0.97629310344827602
2020,timesat_smoothing_spline,10,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,0.16139384043373478,242,0.02,0.9622222222222222
