year,method,deletion_fraction,n_scenarios,n_reconstruction_failures,n_scenarios_with_negative_values,observations_remaining_minimum,observations_remaining_maximum,resulting_observation_density_minimum,resulting_observation_density_maximum,resulting_maximum_internal_gap_days_minimum,resulting_maximum_internal_gap_days_maximum,n_delete_minimum,n_delete_maximum,rmse,n_rmse_available,n_rmse_unavailable,nrmse,n_nrmse_available,n_nrmse_unavailable,absolute_peak_date_error_days,n_absolute_peak_date_error_days_available,n_absolute_peak_date_error_days_unavailable,peak_timing_success_5d,n_peak_timing_success_5d_available,n_peak_timing_success_5d_unavailable,n_peak_timing_success_5d_reference_ineligible,peak_timing_success_10d,n_peak_timing_success_10d_available,n_peak_timing_success_10d_unavailable,n_peak_timing_success_10d_reference_ineligible,peak_timing_success_15d,n_peak_timing_success_15d_available,n_peak_timing_success_15d_unavailable,n_peak_timing_success_15d_reference_ineligible,normalized_absolute_peak_magnitude_error,n_normalized_absolute_peak_magnitude_error_available,n_normalized_absolute_peak_magnitude_error_unavailable,absolute_integral_error,n_absolute_integral_error_available,n_absolute_integral_error_unavailable,absolute_relative_integral_error,n_absolute_relative_integral_error_available,n_absolute_relative_integral_error_unavailable,pearson_correlation,n_pearson_correlation_available,n_pearson_correlation_unavailable
2019,timesat_smoothing_spline,0.29999999999999982,100,0,0,25,25,0.1072961373390558,0.1072961373390558,25,53,10,10,7.3044871405348912,100,0,0.25574549182470407,100,0,7.21,100,0,0.26000000000000001,100,0,0,0.97999999999999998,100,0,0,1,100,0,0,1.1371253066220235,100,0,377.62510241767114,100,0,0.20190941025362696,100,0,0.8068153882479886,100,0
2019,timesat_smoothing_spline,0.5,100,0,0,18,18,0.077253218884119998,0.077253218884119998,27,72,17,17,7.3461709861087972,100,0,0.25720493112308895,100,0,6.04,100,0,0.41999999999999998,100,0,0,0.90000000000000002,100,0,0,1,100,0,0,1.1892487962349321,100,0,418.02700278727059,100,0,0.22351158612732991,100,0,0.80739306112923392,100,0
2020,linear_interpolation,0.10000000000000001,100,0,0,51,51,0.1683168316831683,0.1683168316831683,22,47,5,5,3.4334360483937969,100,0,0.16309729641037216,100,0,41.259999999999998,100,0,0.02,100,0,0,0.02,100,0,0,0.02,100,0,0,0.22286887573920655,100,0,107.27873176749979,100,0,0.055956999228933178,100,0,0.9024831978138359,100,0
2020,linear_interpolation,0.20000000000000001,100,0,0,45,45,0.14851485148514851,0.14851485148514851,22,52,11,11,3.8794807268981031,100,0,0.18428559877479755,100,0,44.590000000000003,100,0,0.029999999999999999,100,0,0,0.029999999999999999,100,0,0,0.029999999999999999,100,0,0,0.23865039473036057,100,0,109.78363075518533,100,0,0.057263564178137223,100,0,0.87038224409052944,100,0
2020,linear_interpolation,0.29999999999999982,100,0,0,40,40,0.132013201320132,0.132013201320132,22,60,16,16,4.4653273758943506,100,0,0.21211486462265394,100,0,55.869999999999997,100,0,0.10000000000000001,100,0,0,0.10000000000000001,100,0,0,0.10000000000000001,100,0,0,0.31342635206424424,100,0,149.04345821514701,100,0,0.077741641227615066,100,0,0.82338584625228695,100,0
2020,linear_interpolation,0.5,100,0,0,29,29,0.095709570957095702,0.095709570957095702,27,78,27,27,5.4096763043119029,100,0,0.25697393726068596,100,0,58.770000000000003,100,0,0.17000000000000001,100,0,0,0.17000000000000001,100,0,0,0.17000000000000001,100,0,0,0.40433506295216892,100,0,268.84735614863939,100,0,0.14023181531744874,100,0,0.74267655098437768,100,0
2020,timesat_double_logistic,0.10000000000000001,100,0,0,51,51,0.1683168316831683,0.1683168316831683,22,47,5,5,5.4516283831761143,100,0,0.25896677200264906,100,0,139.49000000000001,100,0,0.02,100,0,0,0.029999999999999999,100,0,0,0.089999999999999997,100,0,0,1.2801694787751507,100,0,63.748230865645859,100,0,0.033251322481381809,100,0,0.65804973272173317,100,0
2020,timesat_double_logistic,0.20000000000000001,100,0,0,45,45,0.14851485148514851,0.14851485148514851,22,52,11,11,5.576484791353213,100,0,0.26489778173347561,100,0,117.61,100,0,0.02,100,0,0,0.080000000000000002,100,0,0,0.14999999999999999,100,0,0,1.2694472044348546,100,0,122.29505090809641,100,0,0.06378956906572858,100,0,0.64630010213814981,100,0
2020,timesat_double_logistic,0.29999999999999982,100,0,0,40,40,0.132013201320132,0.132013201320132,22,60,16,16,5.7416221546670521,100,0,0.27274224340778713,100,0,93.870000000000005,100,0,0.059999999999999998,100,0,0,0.14999999999999999,100,0,0,0.27000000000000002,100,0,0,1.26070843836478,100,0,131.89770092133557,100,0,0.068798348257405453,100,0,0.63281401205102927,100,0
2020,timesat_double_logistic,0.5,100,0,0,29,29,0.095709570957095702,0.095709570957095702,27,78,27,27,6.3380640077511767,100,0,0.30107480948238197,100,0,87.209999999999994,100,0,0.080000000000000002,100,0,0,0.16,100,0,0,0.25,100,0,0,1.2081976302145159,100,0,293.91364534326624,100,0,0.15330648820019518,100,0,0.58155502492635947,100,0
2020,timesat_smoothing_spline,0.10000000000000001,100,0,0,51,51,0.1683168316831683,0.1683168316831683,22,47,5,5,4.2496246161742688,100,0,0.20186841283420154,100,0,115.92,100,0,0.17999999999999999,100,0,0,0.17999999999999999,100,0,0,0.17999999999999999,100,0,0,0.98165689702261372,100,0,129.03500801740435,100,0,0.067305156624928683,100,0,0.82043160794472014,100,0
2020,timesat_smoothing_spline,0.20000000000000001,100,0,0,45,45,0.14851485148514851,0.14851485148514851,22,52,11,11,4.6578905831789115,100,0,0.22126212644828613,100,0,88.760000000000005,100,0,0.23000000000000001,100,0,0,0.27000000000000002,100,0,0,0.27000000000000002,100,0,0,0.94776373733337937,100,0,142.63787965612812,100,0,0.074400466806717608,100,0,0.78537921886612339,100,0
2020,timesat_smoothing_spline,0.29999999999999982,100,0,0,40,40,0.132013201320132,0.132013201320132,22,60,16,16,5.0488972556068816,100,0,0.23983597790570621,100,0,69.400000000000006,100,0,0.27000000000000002,100,0,0,0.32000000000000001,100,0,0,0.32000000000000001,100,0,0,0.91903434033712228,100,0,182.40756778476941,100,0,0.095144489142592034,100,0,0.754264597564275,100,0
2020,timesat_smoothing_spline,0.5,100,0,0,29,29,0.095709570957095702,0.095709570957095702,27,78,27,27,6.205591328363977,100,0,0.29478200671810811,100,0,63.5,100,0,0.16,100,0,0,0.23000000000000001,100,0,0,0.27000000000000002,100,0,0,0.86875975680642303,100,0,328.95022696646811,100,0,0.17158170397290728,100,0,0.66200924760073865,100,0
2021,linear_interpolation,0.10000000000000001,100,0,0,42,42,0.160919540229885,0.160919540229885,15,30,4,4,2.2434309098894722,100,0,0.10125471749986666,100,0,0.5,100,0,1,100,0,0,1,100,0,0,1,100,0,0,0.039460541940422401,100,0,99.31794708000001,100,0,0.067565631149402186,100,0,0.95903938845584424,100,0
2021,linear_interpolation,0.20000000000000001,100,0,0,37,37,0.1417624521072797,0.1417624521072797,15,35,9,9,2.6887525328930684,100,0,0.12135380543479793,100,0,4.9400000000000004,100,0,0.96999999999999997,100,0,0,0.96999999999999997,100,0,0,0.96999999999999997,100,0,0,0.11582664261332327,100,0,126.05571549999999,100,0,0.085755235867758781,100,0,0.93717128312454068,100,0
2021,linear_interpolation,0.29999999999999982,100,0,0,33,33,0.1264367816091953,0.1264367816091953,17,43,13,13,3.0034104258221248,100,0,0.13555553365258582,100,0,9.4499999999999993,100,0,0.93000000000000005,100,0,0,0.93000000000000005,100,0,0,0.93000000000000005,100,0,0,0.1158560698961154,100,0,159.78621666999999,100,0,0.108701970748424,100,0,0.91885966457084967,100,0
2021,linear_interpolation,0.5,100,0,0,24,24,0.091954022988505704,0.091954022988505704,23,65,22,22,4.1380446078956963,100,0,0.1867659645444433,100,0,30.57,100,0,0.77000000000000002,100,0,0,0.77000000000000002,100,0,0,0.77000000000000002,100,0,0,0.30899909777395251,100,0,231.97937848999999,100,0,0.15781471105819109,100,0,0.81665156322483401,100,0
2021,timesat_double_logistic,0.10000000000000001,100,0,0,42,42,0.160919540229885,0.160919540229885,15,30,4,4,4.7816113705236027,100,0,0.21581262270313073,100,0,58.469999999999999,100,0,0,100,0,0,0.02,100,0,0,0.53000000000000003,100,0,0,0.95660235272810301,100,0,139.95425895532918,100,0,0.095210363447674418,100,0,0.69962507314945199,100,0
2021,timesat_double_logistic,0.20000000000000001,100,0,0,37,37,0.1417624521072797,0.1417624521072797,15,35,9,9,4.9988124663624971,100,0,0.2256157485773802,100,0,82.469999999999999,100,0,0,100,0,0,0.02,100,0,0,0.23000000000000001,100,0,0,0.92728163203721248,100,0,162.60513007710009,100,0,0.11061966708736279,100,0,0.68401019343376646,100,0
2021,timesat_double_logistic,0.29999999999999982,100,0,0,33,33,0.1264367816091953,0.1264367816091953,17,43,13,13,5.0849041156399615,100,0,0.22950139782481649,100,0,78.189999999999998,100,0,0.02,100,0,0,0.080000000000000002,100,0,0,0.26000000000000001,100,0,0,0.93510473475692435,100,0,177.54041359958509,100,0,0.12078008509096021,100,0,0.672713144409402,100,0
2021,timesat_double_logistic,0.5,100,0,0,24,24,0.091954022988505704,0.091954022988505704,23,65,22,22,5.5635619409621322,100,0,0.25110507755858857,100,0,83.019999999999996,100,0,0.070000000000000007,100,0,0,0.14999999999999999,100,0,0,0.27000000000000002,100,0,0,0.95742007762815673,100,0,252.07074325333932,100,0,0.17148279201232558,100,0,0.6217357702695725,100,0
2021,timesat_smoothing_spline,0.10000000000000001,100,0,0,42,42,0.160919540229885,0.160919540229885,15,30,4,4,3.1963152427950701,100,0,0.14426207445170555,100,0,2.96,100,0,1,100,0,0,1,100,0,0,1,100,0,0,0.4128309409728485,100,0,141.91140570345198,100,0,0.096541803123752323,100,0,0.90017773960118996,100,0
2021,timesat_smoothing_spline,0.20000000000000001,100,0,0,37,37,0.1417624521072797,0.1417624521072797,15,35,9,9,3.5475741587256731,100,0,0.16011574845837018,100,0,9.1600000000000001,100,0,0.94999999999999996,100,0,0,0.94999999999999996,100,0,0,0.94999999999999996,100,0,0,0.45626696920954513,100,0,157.20276408802079,100,0,0.10694445753577801,100,0,0.87960564808002417,100,0
2021,timesat_smoothing_spline,0.29999999999999982,100,0,0,33,33,0.1264367816091953,0.1264367816091953,17,43,13,13,3.8387314320403458,100,0,0.17325680278170619,100,0,11.41,100,0,0.93000000000000005,100,0,0,0.93000000000000005,100,0,0,0.93000000000000005,100,0,0,0.44866083124808953,100,0,189.19273465612875,100,0,0.1287071159014811,100,0,0.8607171370883101,100,0
2021,timesat_smoothing_spline,0.5,100,0,0,24,24,0.091954022988505704,0.091954022988505704,23,65,22,22,4.7402035754012708,100,0,0.21394372868953673,100,0,32.789999999999999,100,0,0.75,100,0,0,0.76000000000000001,100,0,0,0.76000000000000001,100,0,0,0.56357269249541453,100,0,252.30027896282883,100,0,0.17163894430442334,100,0,0.77272747095646621,100,0
2022,linear_interpolation,0.10000000000000001,100,0,0,33,33,0.1398305084745762,0.1398305084745762,20,40,3,3,4.6784824696115095,100,0,0.27840130757830467,100,0,7.0800000000000001,100,0,0,100,0,0,0.91000000000000003,100,0,0,0.91000000000000003,100,0,0,2.3475478902921583,100,0,152.87050805000018,100,0,0.10893764298775281,100,0,0.8287024228585933,100,0
2022,linear_interpolation,0.20000000000000001,100,0,0,29,29,0.1228813559322034,0.1228813559322034,20,50,7,7,4.7428529081450854,100,0,0.28223178345879346,100,0,8.0099999999999998,100,0,0,100,0,0,0.83999999999999997,100,0,0,0.83999999999999997,100,0,0,2.3631701985413116,100,0,152.95549620000017,100,0,0.10899820672147087,100,0,0.81922084919471561,100,0
2022,linear_interpolation,0.29999999999999982,100,0,0,26,26,0.1101694915254237,0.1101694915254237,20,50,10,10,4.7721717736570808,100,0,0.28397645398994753,100,0,8.5399999999999991,100,0,0,100,0,0,0.79000000000000004,100,0,0,0.81000000000000005,100,0,0,2.374081119012617,100,0,149.80306680000021,100,0,0.10675174183493455,100,0,0.81184641225448173,100,0
2022,linear_interpolation,0.5,100,0,0,19,19,0.080508474576271,0.080508474576271,25,90,17,17,5.0636160106102714,100,0,0.30131935463795761,100,0,11.470000000000001,100,0,0,100,0,0,0.68999999999999995,100,0,0,0.75,100,0,0,2.4339730249931351,100,0,140.67398620000014,100,0,0.1002462324603994,100,0,0.76379613342734454,100,0
2022,timesat_double_logistic,0.10000000000000001,100,0,0,33,33,0.1398305084745762,0.1398305084745762,20,40,3,3,5.6403716939496338,100,0,0.33564021347153372,100,0,1.2,100,0,1,100,0,0,1,100,0,0,1,100,0,0,2.6196952867537395,100,0,59.99897933942426,100,0,0.042756104328311215,100,0,0.6832894101844289,100,0
2022,timesat_double_logistic,0.20000000000000001,100,0,0,29,29,0.1228813559322034,0.1228813559322034,20,50,7,7,5.6801220724340462,100,0,0.33800562948381441,100,0,1.47,100,0,1,100,0,0,1,100,0,0,1,100,0,0,2.6320845639087893,100,0,85.154973017415571,100,0,0.0606826141126501,100,0,0.67119463228432918,100,0
2022,timesat_double_logistic,0.29999999999999982,100,0,0,26,26,0.1101694915254237,0.1101694915254237,20,50,10,10,5.6790078437983107,100,0,0.33793932535397203,100,0,1.6799999999999999,100,0,0.98999999999999999,100,0,0,1,100,0,0,1,100,0,0,2.6379084886560151,100,0,99.793074337708561,100,0,0.071113928013478281,100,0,0.66721633187961571,100,0
2022,timesat_double_logistic,0.5,100,0,0,19,19,0.080508474576271,0.080508474576271,25,90,17,17,5.8855904531593772,100,0,0.35023238596553286,100,0,7.46,100,0,0.65000000000000002,100,0,0,0.90000000000000002,100,0,0,0.95999999999999996,100,0,0,2.6394961471567671,100,0,144.29738554346645,100,0,0.10282831705680494,100,0,0.62585598825597732,100,0
2022,timesat_smoothing_spline,0.10000000000000001,100,0,0,33,33,0.1398305084745762,0.1398305084745762,20,40,3,3,4.7092352516984164,100,0,0.28023130583100231,100,0,11.130000000000001,100,0,0.17999999999999999,100,0,0,0.17999999999999999,100,0,0,1,100,0,0,2.3827377715165361,100,0,172.90893391468069,100,0,0.12321730301327666,100,0,0.8201725739632667,100,0
2022,timesat_smoothing_spline,0.20000000000000001,100,0,0,29,29,0.1228813559322034,0.1228813559322034,20,50,7,7,4.6915922850319189,100,0,0.27918143014558139,100,0,9.6099999999999994,100,0,0.32000000000000001,100,0,0,0.35999999999999999,100,0,0,1,100,0,0,2.3665163214813423,100,0,174.9984169378219,100,0,0.12470629757807186,100,0,0.81898963544205061,100,0
2022,timesat_smoothing_spline,0.29999999999999982,100,0,0,26,26,0.1101694915254237,0.1101694915254237,20,50,10,10,4.661822910671706,100,0,0.27740995129501295,100,0,8.6600000000000001,100,0,0.35999999999999999,100,0,0,0.46999999999999997,100,0,0,1,100,0,0,2.3418446973431721,100,0,169.67511180297413,100,0,0.12091283655218685,100,0,0.81714407460582061,100,0
2022,timesat_smoothing_spline,0.5,100,0,0,19,19,0.080508474576271,0.080508474576271,25,90,17,17,4.9886064918376976,100,0,0.29685578162197535,100,0,7.6399999999999997,100,0,0.41999999999999998,100,0,0,0.63,100,0,0,0.97999999999999998,100,0,0,2.3656636741952726,100,0,175.63521178298194,100,0,0.12516008641140128,100,0,0.77302295038373414,100,0
2023,linear_interpolation,0.10000000000000001,100,0,0,24,24,0.1076233183856502,0.1076233183856502,42,60,3,3,1.8528135366312404,100,0,0.17377485347783747,100,0,0.28000000000000003,100,0,1,100,0,0,1,100,0,0,1,100,0,0,0.033174360079105632,100,0,95.945653944999833,100,0,0.090419072889499186,100,0,0.88030049195721427,100,0
2023,linear_interpolation,0.20000000000000001,100,0,0,22,22,0.098654708520179199,0.098654708520179199,42,72,5,5,1.869544212115378,100,0,0.1753440187626116,100,0,0.59999999999999998,100,0,1,100,0,0,1,100,0,0,1,100,0,0,0.071087914455226345,100,0,94.844111854999852,100,0,0.0893809809027203,100,0,0.87618230977131717,100,0
2023,linear_interpolation,0.29999999999999982,100,0,0,19,19,0.085201793721972896,0.085201793721972896,42,85,8,8,1.9779199841940678,100,0,0.18550855153462695,100,0,0.5,100,0,1,100,0,0,1,100,0,0,1,100,0,0,0.059239928712688635,100,0,94.554410349999884,100,0,0.089107966540737826,100,0,0.85558585609018523,100,0
2023,linear_interpolation,0.5,100,0,0,14,14,0.062780269058295798,0.062780269058295798,42,117,13,13,2.1076271270959346,100,0,0.19767374749589045,100,0,1.1000000000000001,100,0,1,100,0,0,1,100,0,0,1,100,0,0,0.13032784316791499,100,0,116.04310439999996,100,0,0.1093588868661223,100,0,0.83307373790702843,100,0
2023,timesat_double_logistic,0.10000000000000001,100,0,0,24,24,0.1076233183856502,0.1076233183856502,42,60,3,3,1.9605655769509474,100,0,0.1838808866259653,100,0,2,100,0,1,100,0,0,1,100,0,0,1,100,0,0,0.035247860791948728,100,0,78.829077514237355,100,0,0.074288431132666838,100,0,0.85646322674268904,100,0
2023,timesat_double_logistic,0.20000000000000001,100,0,0,22,22,0.098654708520179199,0.098654708520179199,42,72,5,5,2.0376469830339086,100,0,0.19111032973133382,100,0,3.1499999999999999,100,0,0.98999999999999999,100,0,0,0.98999999999999999,100,0,0,0.98999999999999999,100,0,0,0.061549428346784348,100,0,95.352646863744269,100,0,0.089860223704576456,100,0,0.85051378596704241,100,0
2023,timesat_double_logistic,0.29999999999999982,100,0,0,19,19,0.085201793721972896,0.085201793721972896,42,85,8,8,2.3612534947308834,100,0,0.22146129222314567,100,0,2,100,0,1,100,0,0,1,100,0,0,1,100,0,0,0.083248777772418819,100,0,138.03199804675754,100,0,0.13008119471078355,100,0,0.78758188812520613,100,0
2023,timesat_double_logistic,0.5,100,0,0,14,14,0.062780269058295798,0.062780269058295798,42,117,13,13,2.9873128510771085,100,0,0.28017922080396818,100,0,9.0199999999999996,100,0,0.93999999999999995,100,0,0,0.93999999999999995,100,0,0,0.93999999999999995,100,0,0,0.16036903810431663,100,0,277.00377089291811,100,0,0.26104803210149147,100,0,0.70822969430725347,100,0
2023,timesat_smoothing_spline,0.10000000000000001,100,0,0,24,24,0.1076233183856502,0.1076233183856502,42,60,3,3,2.0776831389923758,100,0,0.19486530938684088,100,0,1.1299999999999999,100,0,1,100,0,0,1,100,0,0,1,100,0,0,0.14647177406070555,100,0,122.21234474610961,100,0,0.11517277180610609,100,0,0.85798873883833326,100,0
2023,timesat_smoothing_spline,0.20000000000000001,100,0,0,22,22,0.098654708520179199,0.098654708520179199,42,72,5,5,2.1039293224963509,100,0,0.19732693145651151,100,0,1.27,100,0,1,100,0,0,1,100,0,0,1,100,0,0,0.16128496426759173,100,0,114.63405919235858,100,0,0.10803100429827445,100,0,0.85372924731878674,100,0
2023,timesat_smoothing_spline,0.29999999999999982,100,0,0,19,19,0.085201793721972896,0.085201793721972896,42,85,8,8,2.1662388424553018,100,0,0.20317092357286232,100,0,1.24,100,0,1,100,0,0,1,100,0,0,1,100,0,0,0.15072405699741226,100,0,108.45703188223499,100,0,0.10220978093244426,100,0,0.83865629416084087,100,0
2023,timesat_smoothing_spline,0.5,100,0,0,14,14,0.062780269058295798,0.062780269058295798,42,117,13,13,2.4661182478276769,100,0,0.23129652752562369,100,0,8.9100000000000001,100,0,0.93999999999999995,100,0,0,0.93999999999999995,100,0,0,0.93999999999999995,100,0,0,0.17251313353037317,100,0,156.86165951851973,100,0,0.14782624582144502,100,0,0.81301346640934924,100,0
2024,linear_interpolation,0.10000000000000001,100,0,0,36,36,0.15929203539823,0.15929203539823,20,35,4,4,3.6351270934797975,100,0,0.22277629268041818,100,0,4.7000000000000002,100,0,0.93000000000000005,100,0,0,0.93000000000000005,100,0,0,1,100,0,0,0.52714394384517715,100,0,51.28310419999999,100,0,0.037488258233972477,100,0,0.83038128259128097,100,0
2024,linear_interpolation,0.20000000000000001,100,0,0,32,32,0.1415929203539823,0.1415929203539823,20,35,8,8,3.8349904531141656,100,0,0.23502478280387509,100,0,5.9000000000000004,100,0,0.80000000000000004,100,0,0,0.80000000000000004,100,0,0,1,100,0,0,0.55321564190346006,100,0,79.715027690000028,100,0,0.058272165653556342,100,0,0.81193394707275768,100,0
2024,linear_interpolation,0.29999999999999982,100,0,0,29,29,0.12831858407079641,0.12831858407079641,20,50,11,11,3.9369657229537851,100,0,0.24127426789084866,100,0,7.25,100,0,0.63,100,0,0,0.66000000000000003,100,0,0,1,100,0,0,0.59791164486349258,100,0,89.502535710000032,100,0,0.06542689300176624,100,0,0.79670185858560871,100,0
2024,linear_interpolation,0.5,100,0,0,21,21,0.092920353982300696,0.092920353982300696,20,68,19,19,4.3109140332534439,100,0,0.26419143586885113,100,0,8.0800000000000001,100,0,0.5,100,0,0,0.56999999999999995,100,0,0,0.98999999999999999,100,0,0,0.69101447765458757,100,0,159.99401850000001,100,0,0.11695659174662408,100,0,0.76354437468667324,100,0
2024,timesat_double_logistic,0.10000000000000001,100,0,0,36,36,0.15929203539823,0.15929203539823,20,35,4,4,3.7183567165435729,100,0,0.22787696354845849,100,0,2.1899999999999999,100,0,0.94999999999999996,100,0,0,0.98999999999999999,100,0,0,1,100,0,0,1.1645082443294661,100,0,59.641975746302307,100,0,0.043598643710060454,100,0,0.79151626480977444,100,0
2024,timesat_double_logistic,0.20000000000000001,100,0,0,32,32,0.1415929203539823,0.1415929203539823,20,35,8,8,3.7905093629298294,100,0,0.23229878943120214,100,0,3.0800000000000001,100,0,0.82999999999999996,100,0,0,0.95999999999999996,100,0,0,0.97999999999999998,100,0,0,1.1589180454352597,100,0,78.258832362051905,100,0,0.057207678092890631,100,0,0.78877184667301337,100,0
2024,timesat_double_logistic,0.29999999999999982,100,0,0,29,29,0.12831858407079641,0.12831858407079641,20,50,11,11,3.842423546399492,100,0,0.23548031487267745,100,0,3.9100000000000001,100,0,0.73999999999999999,100,0,0,0.93000000000000005,100,0,0,0.96999999999999997,100,0,0,1.1969727966963508,100,0,96.667046707171082,100,0,0.070664193718482288,100,0,0.78323089342167163,100,0
2024,timesat_double_logistic,0.5,100,0,0,21,21,0.092920353982300696,0.092920353982300696,20,68,19,19,4.1481500568307608,100,0,0.2542165562245034,100,0,6.0599999999999996,100,0,0.59999999999999998,100,0,0,0.82999999999999996,100,0,0,0.92000000000000004,100,0,0,1.1834668646378625,100,0,165.62859904811606,100,0,0.12107550408477172,100,0,0.76580673592395399,100,0
2024,timesat_smoothing_spline,0.10000000000000001,100,0,0,36,36,0.15929203539823,0.15929203539823,20,35,4,4,4.0475443837400675,100,0,0.24805100594320426,100,0,5.9000000000000004,100,0,0.70999999999999996,100,0,0,0.76000000000000001,100,0,0,0.93999999999999995,100,0,0,0.67013041674391016,100,0,94.824355062676787,100,0,0.069317175021154961,100,0,0.79189401561390638,100,0
2024,timesat_smoothing_spline,0.20000000000000001,100,0,0,32,32,0.1415929203539823,0.1415929203539823,20,35,8,8,4.4086482410231005,100,0,0.27018101035003911,100,0,7.4800000000000004,100,0,0.56000000000000005,100,0,0,0.62,100,0,0,0.87,100,0,0,0.62182720518758816,100,0,102.98068645070769,100,0,0.075279502420914038,100,0,0.76226851976160237,100,0
