year,method,deletion_fraction,n_scenarios,n_reconstruction_failures,n_scenarios_with_negative_values,observations_remaining_minimum,observations_remaining_maximum,resulting_observation_density_minimum,resulting_observation_density_maximum,resulting_maximum_internal_gap_days_minimum,resulting_maximum_internal_gap_days_maximum,n_delete_minimum,n_delete_maximum,rmse,n_rmse_available,n_rmse_unavailable,nrmse,n_nrmse_available,n_nrmse_unavailable,absolute_peak_date_error_days,n_absolute_peak_date_error_days_available,n_absolute_peak_date_error_days_unavailable,peak_timing_success_5d,n_peak_timing_success_5d_available,n_peak_timing_success_5d_unavailable,n_peak_timing_success_5d_reference_ineligible,peak_timing_success_10d,n_peak_timing_success_10d_available,n_peak_timing_success_10d_unavailable,n_peak_timing_success_10d_reference_ineligible,peak_timing_success_15d,n_peak_timing_success_15d_available,n_peak_timing_success_15d_unavailable,n_peak_timing_success_15d_reference_ineligible,normalized_absolute_peak_magnitude_error,n_normalized_absolute_peak_magnitude_error_available,n_normalized_absolute_peak_magnitude_error_unavailable,absolute_integral_error,n_absolute_integral_error_available,n_absolute_integral_error_unavailable,absolute_relative_integral_error,n_absolute_relative_integral_error_available,n_absolute_relative_integral_error_unavailable,pearson_correlation,n_pearson_correlation_available,n_pearson_correlation_unavailable
2024,timesat_smoothing_spline,0.29999999999999982,100,0,0,29,29,0.12831858407079641,0.12831858407079641,20,50,11,11,4.6531290738475688,100,0,0.28516385198596084,100,0,8.1799999999999997,100,0,0.46000000000000002,100,0,0,0.59999999999999998,100,0,0,0.87,100,0,0,0.67293670904699843,100,0,126.13654409093772,100,0,0.09220657390747293,100,0,0.72363085980807085,100,0
2024,timesat_smoothing_spline,0.5,100,0,0,21,21,0.092920353982300696,0.092920353982300696,20,68,19,19,5.6840714605692551,100,0,0.34834445529771574,100,0,9.2699999999999996,100,0,0.38,100,0,0,0.60999999999999999,100,0,0,0.76000000000000001,100,0,0,0.59997372412890493,100,0,229.21717482248087,100,0,0.16755913620000398,100,0,0.6589805083753224,100,0
2025,linear_interpolation,0.10000000000000001,100,0,0,43,43,0.1713147410358565,0.1713147410358565,15,32,5,5,7.8683783052688172,100,0,0.2624605933688795,100,0,198.87,100,0,0,100,0,0,0,100,0,0,0,100,0,0,1.4341872176695396,100,0,192.72705784000013,100,0,0.076591360731970606,100,0,0.76097486664608571,100,0
2025,linear_interpolation,0.20000000000000001,100,0,0,39,39,0.15537848605577681,0.15537848605577681,15,42,9,9,7.8297873678060164,100,0,0.26117333950891131,100,0,191.55000000000001,100,0,0,100,0,0,0,100,0,0,0,100,0,0,1.4429294904563239,100,0,181.5445017700001,100,0,0.0721473184918099,100,0,0.75645411388328043,100,0
2025,linear_interpolation,0.29999999999999982,100,0,0,34,34,0.1354581673306772,0.1354581673306772,15,38,14,14,7.8284140714150965,100,0,0.26112753131672117,100,0,184.84999999999999,100,0,0,100,0,0,0,100,0,0,0,100,0,0,1.4617738754522915,100,0,173.24748015,100,0,0.068850012015902642,100,0,0.74858609396784614,100,0
2025,linear_interpolation,0.5,100,0,0,25,25,0.099601593625498003,0.099601593625498003,20,67,23,23,7.9396605660389268,100,0,0.26483831133471125,100,0,170.27000000000001,100,0,0,100,0,0,0,100,0,0,0,100,0,0,1.5030529924422786,100,0,199.73859219000005,100,0,0.079377803708396255,100,0,0.72439415622503955,100,0
2025,timesat_double_logistic,0.10000000000000001,100,0,0,43,43,0.1713147410358565,0.1713147410358565,15,32,5,5,8.319958993698604,100,0,0.27752368907182057,100,0,204.06,100,0,0,100,0,0,0,100,0,0,0,100,0,0,1.6749133808293317,100,0,98.857528523405691,100,0,0.039286816874946111,100,0,0.66884715066031641,100,0
2025,timesat_double_logistic,0.20000000000000001,100,0,0,39,39,0.15537848605577681,0.15537848605577681,15,42,9,9,8.3680064465415214,100,0,0.27912637802420237,100,0,196.62,100,0,0,100,0,0,0,100,0,0,0,100,0,0,1.6743718671309571,100,0,122.07928392240515,100,0,0.048515338622374636,100,0,0.66353723024252576,100,0
2025,timesat_double_logistic,0.29999999999999982,100,0,0,34,34,0.1354581673306772,0.1354581673306772,15,38,14,14,8.4926245479460665,100,0,0.28328318639947314,100,0,190.78,100,0,0,100,0,0,0,100,0,0,0,100,0,0,1.6986080113088935,100,0,164.36151958846688,100,0,0.065318656229921265,100,0,0.6508958768391494,100,0
2025,timesat_double_logistic,0.5,100,0,0,25,25,0.099601593625498003,0.099601593625498003,20,67,23,23,8.7577987525734144,100,0,0.29212843714777664,100,0,184.56999999999999,100,0,0,100,0,0,0,100,0,0,0,100,0,0,1.739128884028126,100,0,229.91090584694442,100,0,0.091368536018208768,100,0,0.62643615556141152,100,0
2025,timesat_smoothing_spline,0.10000000000000001,100,0,0,43,43,0.1713147410358565,0.1713147410358565,15,32,5,5,7.9557791580247104,100,0,0.26537596916618933,100,0,186.75,100,0,0,100,0,0,0,100,0,0,0,100,0,0,1.4920714093128091,100,0,216.89447924050353,100,0,0.086195698136343826,100,0,0.7558897403743905,100,0
2025,timesat_smoothing_spline,0.20000000000000001,100,0,0,39,39,0.15537848605577681,0.15537848605577681,15,42,9,9,7.9231145035838697,100,0,0.26428639463709069,100,0,173.13999999999999,100,0,0,100,0,0,0,100,0,0,0,100,0,0,1.5032535817077619,100,0,198.05284493242479,100,0,0.078707873508895881,100,0,0.75135936974102024,100,0
2025,timesat_smoothing_spline,0.29999999999999982,100,0,0,34,34,0.1354581673306772,0.1354581673306772,15,38,14,14,8.056438844319576,100,0,0.2687336116140091,100,0,164.75,100,0,0,100,0,0,0,100,0,0,0,100,0,0,1.5108973593188366,100,0,186.84701968125788,100,0,0.074254583899586959,100,0,0.73871116865383879,100,0
2025,timesat_smoothing_spline,0.5,100,0,0,25,25,0.099601593625498003,0.099601593625498003,20,67,23,23,8.3937434269942255,100,0,0.27998487044780851,100,0,138.90000000000001,100,0,0,100,0,0,0,100,0,0,0,100,0,0,1.5353407325848616,100,0,231.50461454225007,100,0,0.092001889315622615,100,0,0.70319023945525072,100,0
