method,deletion_fraction,analysis_role,metric,metric_label,unit,favorable_direction,equal_year_estimate,cluster_bootstrap_ci_lower,cluster_bootstrap_ci_upper,n_years_in_stratum,n_years_metric_available,n_scenarios_total,n_reconstruction_failures_total,n_metric_available_total,n_metric_unavailable_total,observations_remaining_observed_minimum,observations_remaining_observed_maximum,resulting_observation_density_observed_minimum,resulting_observation_density_observed_maximum,resulting_maximum_internal_gap_days_observed_minimum,resulting_maximum_internal_gap_days_observed_maximum,n_delete_observed_minimum,n_delete_observed_maximum
timesat_smoothing_spline,0.20000000000000001,primary_controlled_random_deletion,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.0274643012607949,0.56885883700531603,1.5654254575697573,7,7,700,0,700,0,22,45,0.098654708520179199,0.15537848605577681,15,72,5,11
timesat_smoothing_spline,0.20000000000000001,primary_controlled_random_deletion,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.23582735818067249,0.20393645419982506,0.2640742938608524,7,7,700,0,700,0,22,45,0.098654708520179199,0.15537848605577681,15,72,5,11
timesat_smoothing_spline,0.20000000000000001,primary_controlled_random_deletion,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.59571428571428575,0.31714285714285717,0.86428571428571421,7,7,700,0,700,0,22,45,0.098654708520179199,0.15537848605577681,15,72,5,11
timesat_smoothing_spline,0.20000000000000001,primary_controlled_random_deletion,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.72714285714285709,0.42142857142857143,0.97428571428571431,7,7,700,0,700,0,22,45,0.098654708520179199,0.15537848605577681,15,72,5,11
timesat_smoothing_spline,0.20000000000000001,primary_controlled_random_deletion,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.46857142857142853,0.21857142857142858,0.74142857142857144,7,7,700,0,700,0,22,45,0.098654708520179199,0.15537848605577681,15,72,5,11
timesat_smoothing_spline,0.20000000000000001,primary_controlled_random_deletion,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.80807166576335077,0.77726093654009065,0.84043057535496979,7,7,700,0,700,0,22,45,0.098654708520179199,0.15537848605577681,15,72,5,11
timesat_smoothing_spline,0.20000000000000001,primary_controlled_random_deletion,rmse,point-wise RMSE,ug_L,lower,4.9591620860305383,3.5995671477339211,6.37513086916438,7,7,700,0,700,0,22,45,0.098654708520179199,0.15537848605577681,15,72,5,11
timesat_smoothing_spline,0.29999999999999982,primary_controlled_random_deletion,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,191.47730175942488,142.19777074765022,257.81810249775884,7,7,700,0,700,0,19,40,0.085201793721972896,0.1354581673306772,15,85,8,16
timesat_smoothing_spline,0.29999999999999982,primary_controlled_random_deletion,absolute_peak_date_error_days,absolute global-peak date error,days,lower,38.692857142857143,6.5199642857142859,84.09571428571428,7,7,700,0,700,0,19,40,0.085201793721972896,0.1354581673306772,15,85,8,16
timesat_smoothing_spline,0.29999999999999982,primary_controlled_random_deletion,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.11647782722705587,0.092330140010679032,0.14851526105655347,7,7,700,0,700,0,19,40,0.085201793721972896,0.1354581673306772,15,85,8,16
timesat_smoothing_spline,0.29999999999999982,primary_controlled_random_deletion,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.025889042987665,0.56112373321387832,1.5742043108663388,7,7,700,0,700,0,19,40,0.085201793721972896,0.1354581673306772,15,85,8,16
timesat_smoothing_spline,0.29999999999999982,primary_controlled_random_deletion,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.2433309444257088,0.21377532561425441,0.26943150961767431,7,7,700,0,700,0,19,40,0.085201793721972896,0.1354581673306772,15,85,8,16
timesat_smoothing_spline,0.29999999999999982,primary_controlled_random_deletion,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.61428571428571421,0.34142857142857147,0.86714285714285722,7,7,700,0,700,0,19,40,0.085201793721972896,0.1354581673306772,15,85,8,16
timesat_smoothing_spline,0.29999999999999982,primary_controlled_random_deletion,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.73142857142857143,0.43714285714285717,0.97142857142857153,7,7,700,0,700,0,19,40,0.085201793721972896,0.1354581673306772,15,85,8,16
timesat_smoothing_spline,0.29999999999999982,primary_controlled_random_deletion,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.46857142857142853,0.22999999999999998,0.72142857142857142,7,7,700,0,700,0,19,40,0.085201793721972896,0.1354581673306772,15,85,8,16
timesat_smoothing_spline,0.29999999999999982,primary_controlled_random_deletion,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.79141993144702083,0.75534613930337802,0.8269618940985628,7,7,700,0,700,0,19,40,0.085201793721972896,0.1354581673306772,15,85,8,16
timesat_smoothing_spline,0.29999999999999982,primary_controlled_random_deletion,rmse,point-wise RMSE,ug_L,lower,5.1042493570680394,3.7664422788990453,6.4961418429558382,7,7,700,0,700,0,19,40,0.085201793721972896,0.1354581673306772,15,85,8,16
timesat_smoothing_spline,0.5,primary_controlled_random_deletion,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,256.07088134040004,198.91590628218466,320.64192182463677,7,7,700,0,700,0,14,29,0.062780269058295798,0.099601593625498003,20,117,13,27
timesat_smoothing_spline,0.5,primary_controlled_random_deletion,absolute_peak_date_error_days,absolute global-peak date error,days,lower,38.149999999999999,10.961428571428572,75.648571428571444,7,7,700,0,700,0,14,29,0.062780269058295798,0.099601593625498003,20,117,13,27
timesat_smoothing_spline,0.5,primary_controlled_random_deletion,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.15703994173616193,0.12896578506657255,0.1858523378111156,7,7,700,0,700,0,14,29,0.062780269058295798,0.099601593625498003,20,117,13,27
timesat_smoothing_spline,0.5,primary_controlled_random_deletion,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.042153215710883,0.57767913687927197,1.5641037051994915,7,7,700,0,700,0,14,29,0.062780269058295798,0.099601593625498003,20,117,13,27
timesat_smoothing_spline,0.5,primary_controlled_random_deletion,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.27463032877483673,0.244032569450855,0.30645031735044392,7,7,700,0,700,0,14,29,0.062780269058295798,0.099601593625498003,20,117,13,27
timesat_smoothing_spline,0.5,primary_controlled_random_deletion,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.58142857142857152,0.32857142857142857,0.80285714285714271,7,7,700,0,700,0,14,29,0.062780269058295798,0.099601593625498003,20,117,13,27
timesat_smoothing_spline,0.5,primary_controlled_random_deletion,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.67285714285714282,0.39000000000000001,0.91428571428571404,7,7,700,0,700,0,14,29,0.062780269058295798,0.099601593625498003,20,117,13,27
timesat_smoothing_spline,0.5,primary_controlled_random_deletion,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.43857142857142856,0.22142857142857139,0.66714285714285715,7,7,700,0,700,0,14,29,0.062780269058295798,0.099601593625498003,20,117,13,27
timesat_smoothing_spline,0.5,primary_controlled_random_deletion,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.7414767063300135,0.69411168445961047,0.78428028610501244,7,7,700,0,700,0,14,29,0.062780269058295798,0.099601593625498003,20,117,13,27
timesat_smoothing_spline,0.5,primary_controlled_random_deletion,rmse,point-wise RMSE,ug_L,lower,5.6892150738718428,4.3472177441083355,6.9828025678245282,7,7,700,0,700,0,14,29,0.062780269058295798,0.099601593625498003,20,117,13,27
