year,method,duration_days,n_scenarios,n_reconstruction_failures,n_scenarios_with_negative_values,a_gap_minimum,a_gap_maximum,window_midpoint_relative_position_minimum,window_midpoint_relative_position_maximum,observations_removed_minimum,observations_removed_maximum,resulting_maximum_internal_gap_days_minimum,resulting_maximum_internal_gap_days_maximum,rmse,n_rmse_available,n_rmse_unavailable,nrmse,n_nrmse_available,n_nrmse_unavailable,absolute_peak_date_error_days,n_absolute_peak_date_error_days_available,n_absolute_peak_date_error_days_unavailable,peak_timing_success_5d,n_peak_timing_success_5d_available,n_peak_timing_success_5d_unavailable,n_peak_timing_success_5d_reference_ineligible,peak_timing_success_10d,n_peak_timing_success_10d_available,n_peak_timing_success_10d_unavailable,n_peak_timing_success_10d_reference_ineligible,peak_timing_success_15d,n_peak_timing_success_15d_available,n_peak_timing_success_15d_unavailable,n_peak_timing_success_15d_reference_ineligible,normalized_absolute_peak_magnitude_error,n_normalized_absolute_peak_magnitude_error_available,n_normalized_absolute_peak_magnitude_error_unavailable,absolute_integral_error,n_absolute_integral_error_available,n_absolute_integral_error_unavailable,absolute_relative_integral_error,n_absolute_relative_integral_error_available,n_absolute_relative_integral_error_unavailable,pearson_correlation,n_pearson_correlation_available,n_pearson_correlation_unavailable
2024,linear_interpolation,45,180,0,0,0.63064225201491364,13.09828059179204,0.1022222222222222,0.89777777777777756,4,14,47,65,4.0255590924227329,180,0,0.246703652310931,180,0,8.3000000000000007,180,0,0.75,180,0,0,0.75,180,0,0,0.90000000000000002,180,0,0,0.67750238136398266,180,0,137.6890453,180,0,0.10065152191383028,180,0,0.78374855440072211,180,0
2024,timesat_double_logistic,10,187,0,0,0.072454613215504005,4.8075490025593872,0.068888888888888805,0.97555555555555562,1,4,20,35,3.6957171742073891,187,0,0.2264895145872701,187,0,1.4759358288770053,187,0,1,187,0,0,1,187,0,0,1,187,0,0,1.1639414713151954,187,0,56.130373225857916,187,0,0.041031641104522232,187,0,0.79199623916519335,187,0
2024,timesat_double_logistic,20,205,0,0,0.171406115102678,7.6615928867289567,0.046666666666666502,0.95333333333333325,1,7,22,45,3.7582075133875108,205,0,0.23031919254154559,205,0,2.3658536585365852,205,0,0.94146341463414629,205,0,0,0.96585365853658534,205,0,0,1,205,0,0,1.1658320911951852,205,0,56.823855117375679,205,0,0.041538580546573438,205,0,0.78718690031230576,205,0
2024,timesat_double_logistic,30,195,0,0,0.32363232165688283,10.492798556141418,0.068888888888888805,0.93111111111111122,2,11,32,53,3.8591596207881471,195,0,0.23650597381401564,195,0,3.4717948717948719,195,0,0.88717948717948714,195,0,0,0.92820512820512824,195,0,0,0.98461538461538467,195,0,0,1.1733062557990301,195,0,74.124076185041915,195,0,0.054185146408892756,195,0,0.77798252020608494,195,0
2024,timesat_double_logistic,45,180,0,0,0.63064225201491364,13.09828059179204,0.1022222222222222,0.89777777777777756,4,14,47,65,4.2595871763908431,180,0,0.26104590433921132,180,0,7.1555555555555559,180,0,0.7055555555555556,180,0,0,0.77222222222222225,180,0,0,0.88888888888888884,180,0,0,1.2053105364880941,180,0,162.47199402215713,180,0,0.11876800678713736,180,0,0.75042384308480437,180,0
2024,timesat_smoothing_spline,10,187,0,0,0.072454613215504005,4.8075490025593872,0.068888888888888805,0.97555555555555562,1,4,20,35,3.8817882794946406,187,0,0.23789275577935742,187,0,3.7647058823529411,187,0,0.90374331550802134,187,0,0,0.946524064171123,187,0,0,0.9732620320855615,187,0,0,0.7163950183286717,187,0,98.081735159657612,187,0,0.071698339503039443,187,0,0.80075434908998355,187,0
2024,timesat_smoothing_spline,20,205,0,0,0.171406115102678,7.6615928867289567,0.046666666666666502,0.95333333333333325,1,7,22,45,4.1706363712220034,205,0,0.25559461471525408,205,0,4.2780487804878051,205,0,0.8878048780487805,205,0,0,0.93658536585365859,205,0,0,0.97560975609756095,205,0,0,0.71793308277727363,205,0,129.35221666328306,205,0,0.094557249937493495,205,0,0.78147944658653534,205,0
2024,timesat_smoothing_spline,30,195,0,0,0.32363232165688283,10.492798556141418,0.068888888888888805,0.93111111111111122,2,11,32,53,4.5618941277775118,195,0,0.27957258033968441,195,0,4.8307692307692305,195,0,0.84615384615384615,195,0,0,0.90769230769230769,195,0,0,0.96410256410256412,195,0,0,0.73538252968203499,195,0,182.33935225071178,195,0,0.13329116538522576,195,0,0.74576818100430098,195,0
2024,timesat_smoothing_spline,45,180,0,0,0.63064225201491364,13.09828059179204,0.1022222222222222,0.89777777777777756,4,14,47,65,5.8772598448313271,180,0,0.36018387409328395,180,0,8.4333333333333336,180,0,0.71111111111111114,180,0,0,0.78888888888888886,180,0,0,0.87222222222222223,180,0,0,0.86060370515898721,180,0,367.95248982502108,180,0,0.26897548757186102,180,0,0.63866299636271606,180,0
2025,linear_interpolation,10,224,0,0,0.026521321813152501,5.8205096687628375,0.021999999999999902,0.97799999999999998,1,5,15,28,7.9783627863183932,224,0,0.26612927718626922,224,0,198.74553571428572,224,0,0,224,0,0,0,224,0,0,0,224,0,0,1.429383924394436,224,0,230.10624670089302,224,0,0.091446166123592798,224,0,0.7624072808785386,224,0
2025,linear_interpolation,20,230,0,0,0.083231499093957301,8.4836828108751803,0.042000000000000003,0.95799999999999996,1,7,21,38,8.0387928959113442,230,0,0.26814500670584396,230,0,198.77826086956523,230,0,0,230,0,0,0,230,0,0,0,230,0,0,1.4293131853081256,230,0,240.3846659391306,230,0,0.095530896749656938,230,0,0.7571727445445624,230,0
2025,linear_interpolation,30,220,0,0,0.17234933132972691,9.7623968558279035,0.062,0.93799999999999994,2,9,31,50,8.1368884617430162,220,0,0.27141711938474211,220,0,198.72272727272727,220,0,0,220,0,0,0,220,0,0,0,220,0,0,1.4294332273939854,220,0,265.45515290909105,220,0,0.10549412003943769,220,0,0.74858944053844534,220,0
2025,linear_interpolation,45,205,0,0,0.27055384094511942,10.981356620532017,0.091999999999999901,0.90800000000000003,5,13,46,61,8.4899768029684424,205,0,0.28319486721971893,205,0,198.62926829268292,205,0,0,205,0,0,0,205,0,0,0,205,0,0,1.4296352494409192,205,0,372.56017211219523,205,0,0.14805855937623236,205,0,0.72322053201007808,205,0
2025,timesat_double_logistic,10,224,0,0,0.026521321813152501,5.8205096687628375,0.021999999999999902,0.97799999999999998,1,5,15,28,8.3503050555162979,224,0,0.27853592375120134,224,0,203.69642857142858,224,0,0,224,0,0,0,224,0,0,0,224,0,0,1.6777127901379909,224,0,81.122466288092028,224,0,0.032238753336319627,224,0,0.67169145828914389,224,0
2025,timesat_double_logistic,20,230,0,0,0.083231499093957301,8.4836828108751803,0.042000000000000003,0.95799999999999996,1,7,21,38,8.4565737998554429,230,0,0.28208066405393201,230,0,205.72173913043477,230,0,0,230,0,0,0,230,0,0,0,230,0,0,1.6622099605909877,230,0,138.21213451707581,230,0,0.054926669721286667,230,0,0.66201429113245625,230,0
2025,timesat_double_logistic,30,220,0,0,0.17234933132972691,9.7623968558279035,0.062,0.93799999999999994,2,9,31,50,8.6935430530273887,220,0,0.2899850998073632,220,0,205.66363636363636,220,0,0,220,0,0,0,220,0,0,0,220,0,0,1.6670881307843444,220,0,201.80561023173513,220,0,0.080199254138078338,220,0,0.6413656711790916,220,0
2025,timesat_double_logistic,45,205,0,0,0.27055384094511942,10.981356620532017,0.091999999999999901,0.90800000000000003,5,13,46,61,9.2933714582522562,205,0,0.30999320224562649,205,0,205.39512195121952,205,0,0,205,0,0,0,205,0,0,0,205,0,0,1.6750581428554474,205,0,363.15595477978707,205,0,0.14432124397184165,205,0,0.60012911618510711,205,0
2025,timesat_smoothing_spline,10,224,0,0,0.026521321813152501,5.8205096687628375,0.021999999999999902,0.97799999999999998,1,5,15,28,8.0977216648321697,224,0,0.27011065693990827,224,0,192.57142857142858,224,0,0,224,0,0,0,224,0,0,0,224,0,0,1.4757143806623356,224,0,254.82641923049843,224,0,0.10127017149570508,224,0,0.75597151273397944,224,0
2025,timesat_smoothing_spline,20,230,0,0,0.083231499093957301,8.4836828108751803,0.042000000000000003,0.95799999999999996,1,7,21,38,8.3214728662393025,230,0,0.2775741863750642,230,0,194.13043478260869,230,0,0,230,0,0,0,230,0,0,0,230,0,0,1.4600600315002095,230,0,281.87333480200328,230,0,0.11201884420643608,230,0,0.74616083334642158,230,0
2025,timesat_smoothing_spline,30,220,0,0,0.17234933132972691,9.7623968558279035,0.062,0.93799999999999994,2,9,31,50,8.5340812313941701,220,0,0.28466603116300065,220,0,188.44999999999999,220,0,0,220,0,0,0,220,0,0,0,220,0,0,1.4542263323990039,220,0,316.05415157517876,220,0,0.12560258951406733,220,0,0.73504998143793254,220,0
2025,timesat_smoothing_spline,45,205,0,0,0.27055384094511942,10.981356620532017,0.091999999999999901,0.90800000000000003,5,13,46,61,9.3491385361930561,205,0,0.31185338992330719,205,0,182.70731707317074,205,0,0,205,0,0,0,205,0,0,0,205,0,0,1.4263052055571739,205,0,464.6683937309748,205,0,0.18466314467655368,205,0,0.69868435609652202,205,0
