year,method,duration_days,n_scenarios,n_reconstruction_failures,n_scenarios_with_negative_values,a_gap_minimum,a_gap_maximum,window_midpoint_relative_position_minimum,window_midpoint_relative_position_maximum,observations_removed_minimum,observations_removed_maximum,resulting_maximum_internal_gap_days_minimum,resulting_maximum_internal_gap_days_maximum,rmse,n_rmse_available,n_rmse_unavailable,nrmse,n_nrmse_available,n_nrmse_unavailable,absolute_peak_date_error_days,n_absolute_peak_date_error_days_available,n_absolute_peak_date_error_days_unavailable,peak_timing_success_5d,n_peak_timing_success_5d_available,n_peak_timing_success_5d_unavailable,n_peak_timing_success_5d_reference_ineligible,peak_timing_success_10d,n_peak_timing_success_10d_available,n_peak_timing_success_10d_unavailable,n_peak_timing_success_10d_reference_ineligible,peak_timing_success_15d,n_peak_timing_success_15d_available,n_peak_timing_success_15d_unavailable,n_peak_timing_success_15d_reference_ineligible,normalized_absolute_peak_magnitude_error,n_normalized_absolute_peak_magnitude_error_available,n_normalized_absolute_peak_magnitude_error_unavailable,absolute_integral_error,n_absolute_integral_error_available,n_absolute_integral_error_unavailable,absolute_relative_integral_error,n_absolute_relative_integral_error_available,n_absolute_relative_integral_error_unavailable,pearson_correlation,n_pearson_correlation_available,n_pearson_correlation_unavailable
2021,timesat_double_logistic,20,240,0,0,0.1341184520346573,3.5898938045188946,0.0403846153846152,0.95961538461538465,1,7,22,37,4.862320295495512,240,0,0.21945532877521171,240,0,60.454166666666666,240,0,0.020833333333333332,240,0,0,0.054166666666666669,240,0,0,0.58750000000000002,240,0,0,0.96689210225202893,240,0,158.52264902538883,240,0,0.10784237036482619,240,0,0.6875024088495546,240,0
2021,timesat_double_logistic,30,230,0,0,0.23456748890045301,4.0333918418725858,0.059615384615384501,0.94038461538461515,2,9,32,48,4.9545678839588021,230,0,0.22361881937736033,230,0,61.104347826086958,230,0,0.043478260869565216,230,0,0,0.056521739130434782,230,0,0,0.57826086956521738,230,0,0,0.95838651547954345,230,0,172.88648112190435,230,0,0.11761403208215292,230,0,0.67906910188267711,230,0
2021,timesat_double_logistic,45,215,0,0,0.36111473435784203,4.3476156453849937,0.0884615384615383,0.91153846153846163,5,14,47,65,5.2459376120114092,215,0,0.2367694626050732,215,0,55.781395348837208,215,0,0,215,0,0,0.037209302325581395,215,0,0,0.62790697674418605,215,0,0,0.94073120360725582,215,0,247.38716258212943,215,0,0.16829656944738935,215,0,0.65642042056060623,215,0
2021,timesat_smoothing_spline,10,235,0,0,0.033978582173656,2.165432781902763,0.0211538461538461,0.97115384615384603,1,4,15,25,3.1975152533557485,235,0,0.14431623557152554,235,0,5.5106382978723403,235,0,0.97872340425531912,235,0,0,0.97872340425531912,235,0,0,0.97872340425531912,235,0,0,0.40556491261800992,235,0,142.46963199918534,235,0,0.096921562402959266,235,0,0.89952183410150421,235,0
2021,timesat_smoothing_spline,20,240,0,0,0.1341184520346573,3.5898938045188946,0.0403846153846152,0.95961538461538465,1,7,22,37,3.5629291816456328,240,0,0.16080878005613897,240,0,10.375,240,0,0.9375,240,0,0,0.9375,240,0,0,0.9375,240,0,0,0.41522211314687435,240,0,166.19678474693532,240,0,0.11306305644218546,240,0,0.87205894048869292,240,0
2021,timesat_smoothing_spline,30,230,0,0,0.23456748890045301,4.0333918418725858,0.059615384615384501,0.94038461538461515,2,9,32,48,3.7736821683675883,230,0,0.17032087781618818,230,0,10.717391304347826,230,0,0.93478260869565222,230,0,0,0.93478260869565222,230,0,0,0.93478260869565222,230,0,0,0.41484781629247386,230,0,179.89366064673243,230,0,0.12238099033181164,230,0,0.8561234689535413,230,0
2021,timesat_smoothing_spline,45,215,0,0,0.36111473435784203,4.3476156453849937,0.0884615384615383,0.91153846153846163,5,14,47,65,4.2824726989597046,215,0,0.19328456313166339,215,0,11.488372093023257,215,0,0.88372093023255816,215,0,0,0.93023255813953487,215,0,0,0.93023255813953487,215,0,0,0.41225191796110117,215,0,245.95608337772984,215,0,0.16732301157076354,215,0,0.82813384652439592,215,0
2022,linear_interpolation,10,188,0,0,0.026548343436092501,5.546037846890906,0.023404255319148901,0.94680851063829785,1,4,20,40,4.6612503616577952,188,0,0.27737588076142422,188,0,6.6382978723404253,188,0,0,188,0,0,0.94680851063829785,188,0,0,0.94680851063829785,188,0,0,2.3449168358605132,188,0,155.45344861702151,188,0,0.1107782822381746,188,0,0.83206009071317111,188,0
2022,linear_interpolation,20,215,0,0,0.15818383005108941,7.3062726367413138,0.044680851063829602,0.9553191489361702,1,5,22,42,4.7124739962553219,215,0,0.28042403300811819,215,0,6.8930232558139535,215,0,0,215,0,0,0.90697674418604646,215,0,0,0.94418604651162785,215,0,0,2.3583206554538925,215,0,154.10250253488388,215,0,0.10981557933446298,215,0,0.8254438147768256,215,0
2022,linear_interpolation,30,205,0,0,0.31778868139875383,8.5961529478307259,0.065957446808510498,0.93404255319148921,1,7,32,58,4.8248357696148183,205,0,0.28711031746644133,205,0,7.229268292682927,205,0,0,205,0,0,0.85365853658536583,205,0,0,0.94146341463414629,205,0,0,2.3764863036532589,205,0,152.69050175609769,205,0,0.10880936800763508,205,0,0.81262597411041526,205,0
2022,linear_interpolation,45,190,0,0,0.48682237799106981,9.8392252458595948,0.097872340425531903,0.90212765957446805,3,10,47,70,5.1456581326311399,190,0,0.30620141504867138,190,0,15.378947368421052,190,0,0,190,0,0,0.76315789473684215,190,0,0,0.85789473684210527,190,0,0,2.431323794933022,190,0,169.93975968421063,190,0,0.12110142830066312,190,0,0.75486366087821499,190,0
2022,timesat_double_logistic,10,188,0,0,0.026548343436092501,5.546037846890906,0.023404255319148901,0.94680851063829785,1,4,20,40,5.6349412311623626,188,0,0.33531706425583152,188,0,1.1489361702127661,188,0,0.98404255319148937,188,0,0,1,188,0,0,1,188,0,0,2.617283890083117,188,0,55.521369640308578,188,0,0.039565297592186396,188,0,0.68633347379364262,188,0
2022,timesat_double_logistic,20,215,0,0,0.15818383005108941,7.3062726367413138,0.044680851063829602,0.9553191489361702,1,5,22,42,5.6600428022363323,215,0,0.33681077728236414,215,0,1.4046511627906977,215,0,0.98604651162790702,215,0,0,1,215,0,0,1,215,0,0,2.6249104548776168,215,0,63.632249575978683,215,0,0.045345223059952637,215,0,0.68166977740433332,215,0
2022,timesat_double_logistic,30,205,0,0,0.31778868139875383,8.5961529478307259,0.065957446808510498,0.93404255319148921,1,7,32,58,5.7559628868068433,205,0,0.34251867020296511,205,0,2.3707317073170731,205,0,0.89268292682926831,205,0,0,0.96097560975609753,205,0,0,1,205,0,0,2.6401260028086053,205,0,94.989631612493056,205,0,0.067690928146555002,205,0,0.66837577761976308,205,0
2022,timesat_double_logistic,45,190,0,0,0.48682237799106981,9.8392252458595948,0.097872340425531903,0.90212765957446805,3,10,47,70,6.0910947709025356,190,0,0.36246128094254737,190,0,12.836842105263157,190,0,0.66842105263157892,190,0,0,0.84210526315789469,190,0,0,0.89473684210526316,190,0,0,2.6611118456442822,190,0,155.86456787584831,190,0,0.11107125152057414,190,0,0.60021319969480214,190,0
2022,timesat_smoothing_spline,10,188,0,0,0.026548343436092501,5.546037846890906,0.023404255319148901,0.94680851063829785,1,4,20,40,4.6878545731650689,188,0,0.27895901104326742,188,0,11.888297872340425,188,0,0.10638297872340426,188,0,0,0.14893617021276595,188,0,0,0.98404255319148937,188,0,0,2.3850682097300346,188,0,170.8546530202693,188,0,0.12175339397335413,188,0,0.82255542123570569,188,0
2022,timesat_smoothing_spline,20,215,0,0,0.15818383005108941,7.3062726367413138,0.044680851063829602,0.9553191489361702,1,5,22,42,4.7233347644519021,215,0,0.28107032207447091,215,0,11.460465116279069,215,0,0.12093023255813953,215,0,0,0.21395348837209302,215,0,0,1,215,0,0,2.391599247985988,215,0,171.01144591045502,215,0,0.12186512676022029,215,0,0.81677435696215372,215,0
2022,timesat_smoothing_spline,30,205,0,0,0.31778868139875383,8.5961529478307259,0.065957446808510498,0.93404255319148921,1,7,32,58,4.8155602615242046,205,0,0.28655836208397439,205,0,10.741463414634147,205,0,0.20000000000000001,205,0,0,0.27317073170731709,205,0,0,1,205,0,0,2.3881556004091573,205,0,173.62171091640974,205,0,0.12372523778457242,205,0,0.8068702829428126,205,0
2022,timesat_smoothing_spline,45,190,0,0,0.48682237799106981,9.8392252458595948,0.097872340425531903,0.90212765957446805,3,10,47,70,5.2155122977016681,190,0,0.31035820969773648,190,0,15.636842105263158,190,0,0.20000000000000001,190,0,0,0.26842105263157895,190,0,0,0.93157894736842106,190,0,0,2.4226058817497247,190,0,218.11072663480283,190,0,0.15542872705159083,190,0,0.76524221737855724,190,0
2023,linear_interpolation,10,129,0,0,0.063275231198915996,1.5592239985296024,0.024774774774774602,0.83108108108108103,1,4,42,57,1.8561586461379045,129,0,0.17408859034498322,129,0,0.031007751937984496,129,0,1,129,0,0,1,129,0,0,1,129,0,0,0.0036737940286938682,129,0,98.187277379844815,129,0,0.092531576212080593,129,0,0.88074038634625795,129,0
2023,linear_interpolation,20,167,0,0,0.29375782833441477,3.1924583990326374,0.0472972972972973,0.85360360360360354,1,7,42,85,1.9102078577698527,167,0,0.17915785049784863,167,0,0.023952095808383235,167,0,1,167,0,0,1,167,0,0,1,167,0,0,0.0028378408964162215,167,0,107.6946406796406,167,0,0.10149130434821865,167,0,0.8736623510408017,167,0
2023,linear_interpolation,30,180,0,0,0.56491045956875896,4.5948397330260757,0.069819819819819801,0.87612612612612595,1,10,42,85,1.9991991614936495,180,0,0.18750431950817437,180,0,0.022222222222222223,180,0,1,180,0,0,1,180,0,0,1,180,0,0,0.002632885720563939,180,0,120.01718802777768,180,0,0.11310405866322092,180,0,0.86085686730563771,180,0
2023,linear_interpolation,45,177,0,0,0.98826428992524318,6.4535005271310233,0.1036036036036036,0.89639639639639634,1,14,47,92,2.1888303261099353,177,0,0.2052897723853925,177,0,0.022598870056497175,177,0,1,177,0,0,1,177,0,0,1,177,0,0,0.0026775109022684125,177,0,143.43503118926543,177,0,0.13517300687162254,177,0,0.83266105140892299,177,0
2023,timesat_double_logistic,10,129,0,0,0.063275231198915996,1.5592239985296024,0.024774774774774602,0.83108108108108103,1,4,42,57,1.9506939863088835,129,0,0.18295503295342744,129,0,2,129,0,1,129,0,0,1,129,0,0,1,129,0,0,0.020580527671494552,129,0,76.529835442126739,129,0,0.07212162807321873,129,0,0.85717207170962384,129,0
2023,timesat_double_logistic,20,167,0,0,0.29375782833441477,3.1924583990326374,0.0472972972972973,0.85360360360360354,1,7,42,85,2.0274370731316944,167,0,0.19015274519182052,167,0,2,167,0,1,167,0,0,1,167,0,0,1,167,0,0,0.021963122905044107,167,0,91.251343289859022,167,0,0.08599515997796231,167,0,0.84918029900250092,167,0
2023,timesat_double_logistic,30,180,0,0,0.56491045956875896,4.5948397330260757,0.069819819819819801,0.87612612612612595,1,10,42,85,2.1492521787636205,180,0,0.20157774922706911,180,0,2,180,0,1,180,0,0,1,180,0,0,1,180,0,0,0.028736566638463357,180,0,112.41034470203746,180,0,0.1059353783442209,180,0,0.83389929455747702,180,0
2023,timesat_double_logistic,45,177,0,0,0.98826428992524318,6.4535005271310233,0.1036036036036036,0.89639639639639634,1,14,47,92,2.9396756610438279,177,0,0.27571134232917016,177,0,12.141242937853107,177,0,0.89830508474576276,177,0,0,0.89830508474576276,177,0,0,0.89830508474576276,177,0,0,0.16163395336154182,177,0,209.18616731413869,177,0,0.19713680122181085,177,0,0.7414590636401589,177,0
2023,timesat_smoothing_spline,10,129,0,0,0.063275231198915996,1.5592239985296024,0.024774774774774602,0.83108108108108103,1,4,42,57,2.1062172960840262,129,0,0.19754151984713944,129,0,1,129,0,1,129,0,0,1,129,0,0,1,129,0,0,0.13662512483452627,129,0,132.05226683947157,129,0,0.12444590296321623,129,0,0.85419638236758322,129,0
2023,timesat_smoothing_spline,20,167,0,0,0.29375782833441477,3.1924583990326374,0.0472972972972973,0.85360360360360354,1,7,42,85,2.1640905980225269,167,0,0.20296944033984429,167,0,1.0718562874251496,167,0,1,167,0,0,1,167,0,0,1,167,0,0,0.13386600949557395,167,0,143.43039930481521,167,0,0.13516864178909402,167,0,0.84785261572477766,167,0
2023,timesat_smoothing_spline,30,180,0,0,0.56491045956875896,4.5948397330260757,0.069819819819819801,0.87612612612612595,1,10,42,85,2.2789891705512129,180,0,0.21374574470681681,180,0,1.1444444444444444,180,0,0.98888888888888893,180,0,0,1,180,0,0,1,180,0,0,0.13594690702345305,180,0,152.09243911516026,180,0,0.14333173805015348,180,0,0.83269930456687369,180,0
2023,timesat_smoothing_spline,45,177,0,0,0.98826428992524318,6.4535005271310233,0.1036036036036036,0.89639639639639634,1,14,47,92,2.6630302020344452,177,0,0.24976484358322928,177,0,10.225988700564972,177,0,0.89830508474576276,177,0,0,0.92655367231638419,177,0,0,0.92655367231638419,177,0,0,0.13914236631263732,177,0,188.09306034991707,177,0,0.17725868170680648,177,0,0.79109570312680788,177,0
2024,linear_interpolation,10,187,0,0,0.072454613215504005,4.8075490025593872,0.068888888888888805,0.97555555555555562,1,4,20,35,3.5227228117119718,187,0,0.21588767268730796,187,0,4.5347593582887704,187,0,0.946524064171123,187,0,0,0.946524064171123,187,0,0,1,187,0,0,0.52677776380537122,187,0,40.317712780748643,187,0,0.0294724910222544,187,0,0.83939454945991321,187,0
2024,linear_interpolation,20,205,0,0,0.171406115102678,7.6615928867289567,0.046666666666666502,0.95333333333333325,1,7,22,45,3.5922196746984345,205,0,0.22014674068985818,205,0,4.8292682926829267,205,0,0.90243902439024393,205,0,0,0.90243902439024393,205,0,0,1,205,0,0,0.55322536667875444,205,0,54.590566741463427,205,0,0.039906033284601586,205,0,0.8333620720502144,205,0
2024,linear_interpolation,30,195,0,0,0.32363232165688283,10.492798556141418,0.068888888888888805,0.93111111111111122,2,11,32,53,3.6869330733040835,195,0,0.22595118693504596,195,0,5.3589743589743586,195,0,0.84615384615384615,195,0,0,0.84615384615384615,195,0,0,0.98461538461538467,195,0,0,0.59045877383157142,195,0,75.386092446153839,195,0,0.0551076879014578,195,0,0.82386003128169416,195,0
