method,duration_days,activity_class,analysis_role,metric,metric_label,unit,favorable_direction,equal_year_estimate,cluster_bootstrap_ci_lower,cluster_bootstrap_ci_upper,n_years_in_stratum,n_years_metric_available,n_scenarios_total,n_reconstruction_failures_total,n_metric_available_total,n_metric_unavailable_total,a_gap_observed_minimum,a_gap_observed_maximum,window_midpoint_relative_position_observed_minimum,window_midpoint_relative_position_observed_maximum,observations_removed_observed_minimum,observations_removed_observed_maximum,resulting_maximum_internal_gap_days_observed_minimum,resulting_maximum_internal_gap_days_observed_maximum
linear_interpolation,30,medium,protocol_visualization_stratum_continuous_a_gap_primary,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,0.80071573092516779,0.2555016516863845,1.4432007947097851,7,7,491,0,491,0,0.74916973358253014,2.5541162200317595,0.065957446808510498,0.93799999999999994,1,11,31,85
linear_interpolation,30,medium,protocol_visualization_stratum_continuous_a_gap_primary,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.22140989994607657,0.18118085947733656,0.26119200173596485,7,7,491,0,491,0,0.74916973358253014,2.5541162200317595,0.065957446808510498,0.93799999999999994,1,11,31,85
linear_interpolation,30,medium,protocol_visualization_stratum_continuous_a_gap_primary,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.7142857142857143,0.42857142857142855,1,7,7,491,0,491,0,0.74916973358253014,2.5541162200317595,0.065957446808510498,0.93799999999999994,1,11,31,85
linear_interpolation,30,medium,protocol_visualization_stratum_continuous_a_gap_primary,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.7142857142857143,0.42857142857142855,1,7,7,491,0,491,0,0.74916973358253014,2.5541162200317595,0.065957446808510498,0.93799999999999994,1,11,31,85
linear_interpolation,30,medium,protocol_visualization_stratum_continuous_a_gap_primary,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.5714285714285714,0.14285714285714285,0.8571428571428571,7,7,491,0,491,0,0.74916973358253014,2.5541162200317595,0.065957446808510498,0.93799999999999994,1,11,31,85
linear_interpolation,30,medium,protocol_visualization_stratum_continuous_a_gap_primary,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.83790766119272941,0.79188457869458695,0.88275511925417771,7,7,491,0,491,0,0.74916973358253014,2.5541162200317595,0.065957446808510498,0.93799999999999994,1,11,31,85
linear_interpolation,30,medium,protocol_visualization_stratum_continuous_a_gap_primary,rmse,point-wise RMSE,ug_L,lower,4.7260731111626102,3.175648968948904,6.4811370063234088,7,7,491,0,491,0,0.74916973358253014,2.5541162200317595,0.065957446808510498,0.93799999999999994,1,11,31,85
linear_interpolation,45,high,protocol_visualization_stratum_continuous_a_gap_primary,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,300.1866487202555,215.60366510742034,386.02727112249949,7,7,456,0,456,0,4.1901381592873541,17.288983776369555,0.0884615384615383,0.90800000000000003,2,13,46,73
linear_interpolation,45,high,protocol_visualization_stratum_continuous_a_gap_primary,absolute_peak_date_error_days,absolute global-peak date error,days,lower,60.098401930356658,18.957907491354753,113.591165126801,7,7,456,0,456,0,4.1901381592873541,17.288983776369555,0.0884615384615383,0.90800000000000003,2,13,46,73
linear_interpolation,45,high,protocol_visualization_stratum_continuous_a_gap_primary,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.17953915829417194,0.14101536305254769,0.21936168379261814,7,7,456,0,456,0,4.1901381592873541,17.288983776369555,0.0884615384615383,0.90800000000000003,2,13,46,73
linear_interpolation,45,high,protocol_visualization_stratum_continuous_a_gap_primary,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.0017383014914392,0.42307950068978756,1.6665710298404615,7,7,456,0,456,0,4.1901381592873541,17.288983776369555,0.0884615384615383,0.90800000000000003,2,13,46,73
linear_interpolation,45,high,protocol_visualization_stratum_continuous_a_gap_primary,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.27345285448297602,0.23587051979558371,0.31370257104393934,7,7,456,0,456,0,4.1901381592873541,17.288983776369555,0.0884615384615383,0.90800000000000003,2,13,46,73
linear_interpolation,45,high,protocol_visualization_stratum_continuous_a_gap_primary,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.38122450472726399,0.14460784313725489,0.64160067011879374,7,7,456,0,456,0,4.1901381592873541,17.288983776369555,0.0884615384615383,0.90800000000000003,2,13,46,73
linear_interpolation,45,high,protocol_visualization_stratum_continuous_a_gap_primary,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.48132223038469119,0.22448979591836735,0.73163764759635197,7,7,456,0,456,0,4.1901381592873541,17.288983776369555,0.0884615384615383,0.90800000000000003,2,13,46,73
linear_interpolation,45,high,protocol_visualization_stratum_continuous_a_gap_primary,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.34455909229363385,0.11513859275053305,0.6266181845872677,7,7,456,0,456,0,4.1901381592873541,17.288983776369555,0.0884615384615383,0.90800000000000003,2,13,46,73
linear_interpolation,45,high,protocol_visualization_stratum_continuous_a_gap_primary,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.72638822059112496,0.67698014243338867,0.77411725494871475,7,7,456,0,456,0,4.1901381592873541,17.288983776369555,0.0884615384615383,0.90800000000000003,2,13,46,73
linear_interpolation,45,high,protocol_visualization_stratum_continuous_a_gap_primary,rmse,point-wise RMSE,ug_L,lower,5.7942087590146309,4.1840409816561497,7.4132663263107075,7,7,456,0,456,0,4.1901381592873541,17.288983776369555,0.0884615384615383,0.90800000000000003,2,13,46,73
linear_interpolation,45,low,protocol_visualization_stratum_continuous_a_gap_primary,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,181.0812416531316,107.85861374613289,260.19710873314551,7,7,456,0,456,0,0.27055384094511942,1.259300839908531,0.097872340425531903,0.91153846153846163,1,14,47,73
linear_interpolation,45,low,protocol_visualization_stratum_continuous_a_gap_primary,absolute_peak_date_error_days,absolute global-peak date error,days,lower,34.571428571428569,1.5714285714285714,91.142857142857139,7,7,456,0,456,0,0.27055384094511942,1.259300839908531,0.097872340425531903,0.91153846153846163,1,14,47,73
linear_interpolation,45,low,protocol_visualization_stratum_continuous_a_gap_primary,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.11218152239800025,0.069609684489377516,0.16004229378482687,7,7,456,0,456,0,0.27055384094511942,1.259300839908531,0.097872340425531903,0.91153846153846163,1,14,47,73
linear_interpolation,45,low,protocol_visualization_stratum_continuous_a_gap_primary,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,0.79732510969717996,0.23526493604831039,1.4405751413566124,7,7,456,0,456,0,0.27055384094511942,1.259300839908531,0.097872340425531903,0.91153846153846163,1,14,47,73
linear_interpolation,45,low,protocol_visualization_stratum_continuous_a_gap_primary,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.21607838681088859,0.1698510324047002,0.25575534644262193,7,7,456,0,456,0,0.27055384094511942,1.259300839908531,0.097872340425531903,0.91153846153846163,1,14,47,73
linear_interpolation,45,low,protocol_visualization_stratum_continuous_a_gap_primary,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.7142857142857143,0.42857142857142855,1,7,7,456,0,456,0,0.27055384094511942,1.259300839908531,0.097872340425531903,0.91153846153846163,1,14,47,73
linear_interpolation,45,low,protocol_visualization_stratum_continuous_a_gap_primary,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.7142857142857143,0.42857142857142855,1,7,7,456,0,456,0,0.27055384094511942,1.259300839908531,0.097872340425531903,0.91153846153846163,1,14,47,73
linear_interpolation,45,low,protocol_visualization_stratum_continuous_a_gap_primary,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.5714285714285714,0.14285714285714285,0.8571428571428571,7,7,456,0,456,0,0.27055384094511942,1.259300839908531,0.097872340425531903,0.91153846153846163,1,14,47,73
linear_interpolation,45,low,protocol_visualization_stratum_continuous_a_gap_primary,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.84150900626549785,0.79769930896977037,0.89216974742040578,7,7,456,0,456,0,0.27055384094511942,1.259300839908531,0.097872340425531903,0.91153846153846163,1,14,47,73
linear_interpolation,45,low,protocol_visualization_stratum_continuous_a_gap_primary,rmse,point-wise RMSE,ug_L,lower,4.5168314348479708,3.0356973482617944,6.2036292118861018,7,7,456,0,456,0,0.27055384094511942,1.259300839908531,0.097872340425531903,0.91153846153846163,1,14,47,73
linear_interpolation,45,medium,protocol_visualization_stratum_continuous_a_gap_primary,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,227.62906503089098,143.63746152826377,335.61974714708867,7,7,455,0,455,0,1.2616486554603179,4.1899851554703824,0.091999999999999901,0.89777777777777756,2,14,46,92
linear_interpolation,45,medium,protocol_visualization_stratum_continuous_a_gap_primary,absolute_peak_date_error_days,absolute global-peak date error,days,lower,35.989133401528498,3.6438783108179984,89.914873317748146,7,7,455,0,455,0,1.2616486554603179,4.1899851554703824,0.091999999999999901,0.89777777777777756,2,14,46,92
linear_interpolation,45,medium,protocol_visualization_stratum_continuous_a_gap_primary,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.12949214858441999,0.10017134710182121,0.16073818914776264,7,7,455,0,455,0,1.2616486554603179,4.1899851554703824,0.091999999999999901,0.89777777777777756,2,14,46,92
linear_interpolation,45,medium,protocol_visualization_stratum_continuous_a_gap_primary,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,0.81445218437128164,0.26451966189741488,1.4568555842943898,7,7,455,0,455,0,1.2616486554603179,4.1899851554703824,0.091999999999999901,0.89777777777777756,2,14,46,92
linear_interpolation,45,medium,protocol_visualization_stratum_continuous_a_gap_primary,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.23730723462905948,0.2034154433303548,0.27017345168033646,7,7,455,0,455,0,1.2616486554603179,4.1899851554703824,0.091999999999999901,0.89777777777777756,2,14,46,92
linear_interpolation,45,medium,protocol_visualization_stratum_continuous_a_gap_primary,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.69705882352941173,0.39831932773109241,0.98487394957983199,7,7,455,0,455,0,1.2616486554603179,4.1899851554703824,0.091999999999999901,0.89777777777777756,2,14,46,92
linear_interpolation,45,medium,protocol_visualization_stratum_continuous_a_gap_primary,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.69915966386554629,0.39794117647058858,0.98487394957983199,7,7,455,0,455,0,1.2616486554603179,4.1899851554703824,0.091999999999999901,0.89777777777777756,2,14,46,92
linear_interpolation,45,medium,protocol_visualization_stratum_continuous_a_gap_primary,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.55630252100840338,0.14285714285714285,0.8571428571428571,7,7,455,0,455,0,1.2616486554603179,4.1899851554703824,0.091999999999999901,0.89777777777777756,2,14,46,92
linear_interpolation,45,medium,protocol_visualization_stratum_continuous_a_gap_primary,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.80917660284949922,0.77139006137028321,0.84118381396883002,7,7,455,0,455,0,1.2616486554603179,4.1899851554703824,0.091999999999999901,0.89777777777777756,2,14,46,92
linear_interpolation,45,medium,protocol_visualization_stratum_continuous_a_gap_primary,rmse,point-wise RMSE,ug_L,lower,5.0533164009216609,3.5635021666041466,6.7479265560948889,7,7,455,0,455,0,1.2616486554603179,4.1899851554703824,0.091999999999999901,0.89777777777777756,2,14,46,92
timesat_double_logistic,10,high,protocol_visualization_stratum_continuous_a_gap_primary,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,154.0942836316417,78.597018383570997,286.80364998896317,7,7,460,0,460,0,0.64196135307512092,6.455637488556297,0.02,0.96599999999999997,1,4,15,57
timesat_double_logistic,10,high,protocol_visualization_stratum_continuous_a_gap_primary,absolute_peak_date_error_days,absolute global-peak date error,days,lower,59.564956765282147,10.713167701863354,116.61703108289923,7,7,460,0,460,0,0.64196135307512092,6.455637488556297,0.02,0.96599999999999997,1,4,15,57
timesat_double_logistic,10,high,protocol_visualization_stratum_continuous_a_gap_primary,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.090491627456775178,0.051013201627962988,0.15904046871070057,7,7,460,0,460,0,0.64196135307512092,6.455637488556297,0.02,0.96599999999999997,1,4,15,57
timesat_double_logistic,10,high,protocol_visualization_stratum_continuous_a_gap_primary,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.3090183525384325,0.77625540845868157,1.8563138038931162,7,7,460,0,460,0,0.64196135307512092,6.455637488556297,0.02,0.96599999999999997,1,4,15,57
timesat_double_logistic,10,high,protocol_visualization_stratum_continuous_a_gap_primary,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.25613332279604994,0.22338211067278652,0.29112181539490412,7,7,460,0,460,0,0.64196135307512092,6.455637488556297,0.02,0.96599999999999997,1,4,15,57
timesat_double_logistic,10,high,protocol_visualization_stratum_continuous_a_gap_primary,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.57714285714285718,0.16571428571428573,0.86285714285714288,7,7,460,0,460,0,0.64196135307512092,6.455637488556297,0.02,0.96599999999999997,1,4,15,57
timesat_double_logistic,10,high,protocol_visualization_stratum_continuous_a_gap_primary,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.65491289198606262,0.29616724738675959,0.93714285714285717,7,7,460,0,460,0,0.64196135307512092,6.455637488556297,0.02,0.96599999999999997,1,4,15,57
timesat_double_logistic,10,high,protocol_visualization_stratum_continuous_a_gap_primary,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.53174603174603174,0.14285714285714285,0.8571428571428571,7,7,460,0,460,0,0.64196135307512092,6.455637488556297,0.02,0.96599999999999997,1,4,15,57
timesat_double_logistic,10,high,protocol_visualization_stratum_continuous_a_gap_primary,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.73309759505545635,0.68413620981543399,0.78859958947258957,7,7,460,0,460,0,0.64196135307512092,6.455637488556297,0.02,0.96599999999999997,1,4,15,57
timesat_double_logistic,10,high,protocol_visualization_stratum_continuous_a_gap_primary,rmse,point-wise RMSE,ug_L,lower,5.4475801323070971,3.9336121598501661,6.9615481047640282,7,7,460,0,460,0,0.64196135307512092,6.455637488556297,0.02,0.96599999999999997,1,4,15,57
timesat_double_logistic,10,low,protocol_visualization_stratum_continuous_a_gap_primary,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,129.58497855981975,39.552103727753199,272.78684219912441,7,7,460,0,460,0,0.0069078347491259001,0.16236879353587791,0.032327586206896401,0.97629310344827602,1,4,15,52
timesat_double_logistic,10,low,protocol_visualization_stratum_continuous_a_gap_primary,absolute_peak_date_error_days,absolute global-peak date error,days,lower,57.208952340586265,6.139715541388969,120.03139186709166,7,7,460,0,460,0,0.0069078347491259001,0.16236879353587791,0.032327586206896401,0.97629310344827602,1,4,15,52
timesat_double_logistic,10,low,protocol_visualization_stratum_continuous_a_gap_primary,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.078192846136986266,0.026223830213018388,0.15375144935935744,7,7,460,0,460,0,0.0069078347491259001,0.16236879353587791,0.032327586206896401,0.97629310344827602,1,4,15,52
timesat_double_logistic,10,low,protocol_visualization_stratum_continuous_a_gap_primary,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.3048568061184669,0.76547991173556063,1.8458396910654304,7,7,460,0,460,0,0.0069078347491259001,0.16236879353587791,0.032327586206896401,0.97629310344827602,1,4,15,52
timesat_double_logistic,10,low,protocol_visualization_stratum_continuous_a_gap_primary,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.24995689933607507,0.2165102446237816,0.28515731825054819,7,7,460,0,460,0,0.0069078347491259001,0.16236879353587791,0.032327586206896401,0.97629310344827602,1,4,15,52
timesat_double_logistic,10,low,protocol_visualization_stratum_continuous_a_gap_primary,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.57758620689655171,0.16133004926108377,0.86330049261083741,7,7,460,0,460,0,0.0069078347491259001,0.16236879353587791,0.032327586206896401,0.97629310344827602,1,4,15,52
timesat_double_logistic,10,low,protocol_visualization_stratum_continuous_a_gap_primary,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.68965517241379304,0.37931034482758619,0.97536945812807885,7,7,460,0,460,0,0.0069078347491259001,0.16236879353587791,0.032327586206896401,0.97629310344827602,1,4,15,52
timesat_double_logistic,10,low,protocol_visualization_stratum_continuous_a_gap_primary,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.55043746783324754,0.15270935960591128,0.85960591133004927,7,7,460,0,460,0,0.0069078347491259001,0.16236879353587791,0.032327586206896401,0.97629310344827602,1,4,15,52
timesat_double_logistic,10,low,protocol_visualization_stratum_continuous_a_gap_primary,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.74055681320057754,0.69176830123859112,0.79438018942173172,7,7,460,0,460,0,0.0069078347491259001,0.16236879353587791,0.032327586206896401,0.97629310344827602,1,4,15,52
timesat_double_logistic,10,low,protocol_visualization_stratum_continuous_a_gap_primary,rmse,point-wise RMSE,ug_L,lower,5.3197593873755569,3.809582046755728,6.8401784883954804,7,7,460,0,460,0,0.0069078347491259001,0.16236879353587791,0.032327586206896401,0.97629310344827602,1,4,15,52
timesat_double_logistic,10,medium,protocol_visualization_stratum_continuous_a_gap_primary,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,135.12724139061666,52.275530809816892,262.8178312301294,7,7,459,0,459,0,0.16243065575358301,0.64046059705410452,0.0211538461538461,0.97799999999999998,1,5,15,52
timesat_double_logistic,10,medium,protocol_visualization_stratum_continuous_a_gap_primary,absolute_peak_date_error_days,absolute global-peak date error,days,lower,59.176013033020546,9.4453199839312756,119.27053361896714,7,7,459,0,459,0,0.16243065575358301,0.64046059705410452,0.0211538461538461,0.97799999999999998,1,5,15,52
timesat_double_logistic,10,medium,protocol_visualization_stratum_continuous_a_gap_primary,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.08154474479228456,0.0328635614056293,0.14907113655955934,7,7,459,0,459,0,0.16243065575358301,0.64046059705410452,0.0211538461538461,0.97799999999999998,1,5,15,52
timesat_double_logistic,10,medium,protocol_visualization_stratum_continuous_a_gap_primary,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.2920437113708976,0.74769736253967201,1.8371277388128018,7,7,459,0,459,0,0.16243065575358301,0.64046059705410452,0.0211538461538461,0.97799999999999998,1,5,15,52
timesat_double_logistic,10,medium,protocol_visualization_stratum_continuous_a_gap_primary,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.25233871460851448,0.21968737102038352,0.28665669340531558,7,7,459,0,459,0,0.16243065575358301,0.64046059705410452,0.0211538461538461,0.97799999999999998,1,5,15,52
timesat_double_logistic,10,medium,protocol_visualization_stratum_continuous_a_gap_primary,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.57763975155279501,0.16149068322981366,0.86335403726708082,7,7,459,0,459,0,0.16243065575358301,0.64046059705410452,0.0211538461538461,0.97799999999999998,1,5,15,52
timesat_double_logistic,10,medium,protocol_visualization_stratum_continuous_a_gap_primary,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.66073781291172595,0.32147562582345185,0.93995859213250521,7,7,459,0,459,0,0.16243065575358301,0.64046059705410452,0.0211538461538461,0.97799999999999998,1,5,15,52
timesat_double_logistic,10,medium,protocol_visualization_stratum_continuous_a_gap_primary,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.5231698503847807,0.15553830227743273,0.8484950584007187,7,7,459,0,459,0,0.16243065575358301,0.64046059705410452,0.0211538461538461,0.97799999999999998,1,5,15,52
timesat_double_logistic,10,medium,protocol_visualization_stratum_continuous_a_gap_primary,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.73663320692643097,0.68961888956746387,0.78807533013961906,7,7,459,0,459,0,0.16243065575358301,0.64046059705410452,0.0211538461538461,0.97799999999999998,1,5,15,52
timesat_double_logistic,10,medium,protocol_visualization_stratum_continuous_a_gap_primary,rmse,point-wise RMSE,ug_L,lower,5.3656537921992919,3.8281349148714718,6.8645553324663258,7,7,459,0,459,0,0.16243065575358301,0.64046059705410452,0.0211538461538461,0.97799999999999998,1,5,15,52
timesat_double_logistic,20,high,protocol_visualization_stratum_continuous_a_gap_primary,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,179.70928220676851,103.24178852893805,301.20335667837338,7,7,508,0,508,0,1.5330921111334412,11.128388419283166,0.0403846153846152,0.94199999999999995,1,8,21,63
timesat_double_logistic,20,high,protocol_visualization_stratum_continuous_a_gap_primary,absolute_peak_date_error_days,absolute global-peak date error,days,lower,60.10951654575139,13.341773391697997,117.81274786725928,7,7,508,0,508,0,1.5330921111334412,11.128388419283166,0.0403846153846152,0.94199999999999995,1,8,21,63
timesat_double_logistic,20,high,protocol_visualization_stratum_continuous_a_gap_primary,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.10589963852972011,0.067345732109396428,0.16721487780150721,7,7,508,0,508,0,1.5330921111334412,11.128388419283166,0.0403846153846152,0.94199999999999995,1,8,21,63
timesat_double_logistic,20,high,protocol_visualization_stratum_continuous_a_gap_primary,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.3160391439479364,0.76197383238202698,1.8691850645323544,7,7,508,0,508,0,1.5330921111334412,11.128388419283166,0.0403846153846152,0.94199999999999995,1,8,21,63
timesat_double_logistic,20,high,protocol_visualization_stratum_continuous_a_gap_primary,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.26553330432138783,0.23338385284578372,0.29930124168293182,7,7,508,0,508,0,1.5330921111334412,11.128388419283166,0.0403846153846152,0.94199999999999995,1,8,21,63
timesat_double_logistic,20,high,protocol_visualization_stratum_continuous_a_gap_primary,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.56460167635360015,0.18558826898842937,0.8571428571428571,7,7,508,0,508,0,1.5330921111334412,11.128388419283166,0.0403846153846152,0.94199999999999995,1,8,21,63
timesat_double_logistic,20,high,protocol_visualization_stratum_continuous_a_gap_primary,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.65754000076373764,0.33806850727460186,0.92026578073089704,7,7,508,0,508,0,1.5330921111334412,11.128388419283166,0.0403846153846152,0.94199999999999995,1,8,21,63
timesat_double_logistic,20,high,protocol_visualization_stratum_continuous_a_gap_primary,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.52167518842909799,0.18226600985221678,0.8281377066955814,7,7,508,0,508,0,1.5330921111334412,11.128388419283166,0.0403846153846152,0.94199999999999995,1,8,21,63
timesat_double_logistic,20,high,protocol_visualization_stratum_continuous_a_gap_primary,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.7162229365697188,0.65942785500888623,0.77732731742392747,7,7,508,0,508,0,1.5330921111334412,11.128388419283166,0.0403846153846152,0.94199999999999995,1,8,21,63
timesat_double_logistic,20,high,protocol_visualization_stratum_continuous_a_gap_primary,rmse,point-wise RMSE,ug_L,lower,5.6399101527683246,4.0508319069107586,7.1817981340189823,7,7,508,0,508,0,1.5330921111334412,11.128388419283166,0.0403846153846152,0.94199999999999995,1,8,21,63
timesat_double_logistic,20,low,protocol_visualization_stratum_continuous_a_gap_primary,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,136.86530153848767,48.996104632084197,278.19571523015605,7,7,509,0,509,0,0.025285744316099298,0.4095269539930948,0.045258620689655103,0.95961538461538465,1,7,22,60
timesat_double_logistic,20,low,protocol_visualization_stratum_continuous_a_gap_primary,absolute_peak_date_error_days,absolute global-peak date error,days,lower,59.060475141114708,8.0149296317717376,119.46267332889181,7,7,509,0,509,0,0.025285744316099298,0.4095269539930948,0.045258620689655103,0.95961538461538465,1,7,22,60
timesat_double_logistic,20,low,protocol_visualization_stratum_continuous_a_gap_primary,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.083247771111170307,0.032117646313392624,0.15666624968488482,7,7,509,0,509,0,0.025285744316099298,0.4095269539930948,0.045258620689655103,0.95961538461538465,1,7,22,60
timesat_double_logistic,20,low,protocol_visualization_stratum_continuous_a_gap_primary,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.304773382181261,0.76658311719341321,1.8552425360867102,7,7,509,0,509,0,0.025285744316099298,0.4095269539930948,0.045258620689655103,0.95961538461538465,1,7,22,60
timesat_double_logistic,20,low,protocol_visualization_stratum_continuous_a_gap_primary,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.25105000810472922,0.21805634520680556,0.28485477645215906,7,7,509,0,509,0,0.025285744316099298,0.4095269539930948,0.045258620689655103,0.95961538461538465,1,7,22,60
timesat_double_logistic,20,low,protocol_visualization_stratum_continuous_a_gap_primary,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.57802197802197797,0.16263736263736267,0.86373626373626367,7,7,509,0,509,0,0.025285744316099298,0.4095269539930948,0.045258620689655103,0.95961538461538465,1,7,22,60
timesat_double_logistic,20,low,protocol_visualization_stratum_continuous_a_gap_primary,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.67472527472527477,0.34945054945054949,0.96043956043956047,7,7,509,0,509,0,0.025285744316099298,0.4095269539930948,0.045258620689655103,0.95961538461538465,1,7,22,60
timesat_double_logistic,20,low,protocol_visualization_stratum_continuous_a_gap_primary,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.533133954652942,0.15596153846153848,0.8571428571428571,7,7,509,0,509,0,0.025285744316099298,0.4095269539930948,0.045258620689655103,0.95961538461538465,1,7,22,60
timesat_double_logistic,20,low,protocol_visualization_stratum_continuous_a_gap_primary,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.73697919671784773,0.68864582445061551,0.78963679617304727,7,7,509,0,509,0,0.025285744316099298,0.4095269539930948,0.045258620689655103,0.95961538461538465,1,7,22,60
timesat_double_logistic,20,low,protocol_visualization_stratum_continuous_a_gap_primary,rmse,point-wise RMSE,ug_L,lower,5.330720363021662,3.822405890849311,6.7803431139764969,7,7,509,0,509,0,0.025285744316099298,0.4095269539930948,0.045258620689655103,0.95961538461538465,1,7,22,60
timesat_double_logistic,20,medium,protocol_visualization_stratum_continuous_a_gap_primary,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,153.39017839810884,69.717505294354041,271.54900828680888,7,7,508,0,508,0,0.41040908375994273,1.5305573773522372,0.044680851063829602,0.95799999999999996,1,7,22,85
timesat_double_logistic,20,medium,protocol_visualization_stratum_continuous_a_gap_primary,absolute_peak_date_error_days,absolute global-peak date error,days,lower,63.683033635481983,12.727032739825916,124.5777401219225,7,7,508,0,508,0,0.41040908375994273,1.5305573773522372,0.044680851063829602,0.95799999999999996,1,7,22,85
timesat_double_logistic,20,medium,protocol_visualization_stratum_continuous_a_gap_primary,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.089964565706656702,0.044139912981751725,0.15195294702461351,7,7,508,0,508,0,0.41040908375994273,1.5305573773522372,0.044680851063829602,0.95799999999999996,1,7,22,85
timesat_double_logistic,20,medium,protocol_visualization_stratum_continuous_a_gap_primary,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.2874453003748632,0.74368185030071443,1.8263554518056246,7,7,508,0,508,0,0.41040908375994273,1.5305573773522372,0.044680851063829602,0.95799999999999996,1,7,22,85
