year,method,stratification_variable,covariate_class,n_scenarios,n_reconstruction_failures,n_scenarios_with_negative_values,observations_remaining_minimum,observations_remaining_maximum,resulting_observation_density_minimum,resulting_observation_density_maximum,resulting_maximum_internal_gap_days_minimum,resulting_maximum_internal_gap_days_maximum,n_delete_minimum,n_delete_maximum,rmse,n_rmse_available,n_rmse_unavailable,nrmse,n_nrmse_available,n_nrmse_unavailable,absolute_peak_date_error_days,n_absolute_peak_date_error_days_available,n_absolute_peak_date_error_days_unavailable,peak_timing_success_5d,n_peak_timing_success_5d_available,n_peak_timing_success_5d_unavailable,n_peak_timing_success_5d_reference_ineligible,peak_timing_success_10d,n_peak_timing_success_10d_available,n_peak_timing_success_10d_unavailable,n_peak_timing_success_10d_reference_ineligible,peak_timing_success_15d,n_peak_timing_success_15d_available,n_peak_timing_success_15d_unavailable,n_peak_timing_success_15d_reference_ineligible,normalized_absolute_peak_magnitude_error,n_normalized_absolute_peak_magnitude_error_available,n_normalized_absolute_peak_magnitude_error_unavailable,absolute_integral_error,n_absolute_integral_error_available,n_absolute_integral_error_unavailable,absolute_relative_integral_error,n_absolute_relative_integral_error_available,n_absolute_relative_integral_error_unavailable,pearson_correlation,n_pearson_correlation_available,n_pearson_correlation_unavailable
2020,timesat_double_logistic,resulting_observation_density,low,100,0,0,29,29,0.095709570957095702,0.095709570957095702,27,78,27,27,6.3380640077511767,100,0,0.30107480948238197,100,0,87.209999999999994,100,0,0.080000000000000002,100,0,0,0.16,100,0,0,0.25,100,0,0,1.2081976302145159,100,0,293.91364534326624,100,0,0.15330648820019518,100,0,0.58155502492635947,100,0
2020,timesat_double_logistic,resulting_observation_density,medium,100,0,0,40,40,0.132013201320132,0.132013201320132,22,60,16,16,5.7416221546670521,100,0,0.27274224340778713,100,0,93.870000000000005,100,0,0.059999999999999998,100,0,0,0.14999999999999999,100,0,0,0.27000000000000002,100,0,0,1.26070843836478,100,0,131.89770092133557,100,0,0.068798348257405453,100,0,0.63281401205102927,100,0
2020,timesat_smoothing_spline,resulting_observation_density,high,200,0,0,45,51,0.14851485148514851,0.1683168316831683,22,52,5,11,4.4537575996765897,200,0,0.21156526964124381,200,0,102.34,200,0,0.20499999999999999,200,0,0,0.22500000000000001,200,0,0,0.22500000000000001,200,0,0,0.9647103171779966,200,0,135.83644383676622,200,0,0.070852811715823152,200,0,0.80290541340542176,200,0
2020,timesat_smoothing_spline,resulting_observation_density,low,100,0,0,29,29,0.095709570957095702,0.095709570957095702,27,78,27,27,6.205591328363977,100,0,0.29478200671810811,100,0,63.5,100,0,0.16,100,0,0,0.23000000000000001,100,0,0,0.27000000000000002,100,0,0,0.86875975680642303,100,0,328.95022696646811,100,0,0.17158170397290728,100,0,0.66200924760073865,100,0
2020,timesat_smoothing_spline,resulting_observation_density,medium,100,0,0,40,40,0.132013201320132,0.132013201320132,22,60,16,16,5.0488972556068816,100,0,0.23983597790570621,100,0,69.400000000000006,100,0,0.27000000000000002,100,0,0,0.32000000000000001,100,0,0,0.32000000000000001,100,0,0,0.91903434033712228,100,0,182.40756778476941,100,0,0.095144489142592034,100,0,0.754264597564275,100,0
2021,linear_interpolation,resulting_observation_density,high,200,0,0,37,42,0.1417624521072797,0.160919540229885,15,35,4,9,2.4660917213912708,200,0,0.11130426146733229,200,0,2.7200000000000002,200,0,0.98499999999999999,200,0,0,0.98499999999999999,200,0,0,0.98499999999999999,200,0,0,0.077643592276872841,200,0,112.68683128999999,200,0,0.076660433508580483,200,0,0.94810533579019252,200,0
2021,linear_interpolation,resulting_observation_density,low,100,0,0,24,24,0.091954022988505704,0.091954022988505704,23,65,22,22,4.1380446078956963,100,0,0.1867659645444433,100,0,30.57,100,0,0.77000000000000002,100,0,0,0.77000000000000002,100,0,0,0.77000000000000002,100,0,0,0.30899909777395251,100,0,231.97937848999999,100,0,0.15781471105819109,100,0,0.81665156322483401,100,0
2021,linear_interpolation,resulting_observation_density,medium,100,0,0,33,33,0.1264367816091953,0.1264367816091953,17,43,13,13,3.0034104258221248,100,0,0.13555553365258582,100,0,9.4499999999999993,100,0,0.93000000000000005,100,0,0,0.93000000000000005,100,0,0,0.93000000000000005,100,0,0,0.1158560698961154,100,0,159.78621666999999,100,0,0.108701970748424,100,0,0.91885966457084967,100,0
2021,timesat_double_logistic,resulting_observation_density,high,200,0,0,37,42,0.1417624521072797,0.160919540229885,15,35,4,9,4.8902119184430486,200,0,0.22071418564025547,200,0,70.469999999999999,200,0,0,200,0,0,0.02,200,0,0,0.38,200,0,0,0.94194199238265786,200,0,151.27969451621465,200,0,0.10291501526751862,200,0,0.69181763329160928,200,0
2021,timesat_double_logistic,resulting_observation_density,low,100,0,0,24,24,0.091954022988505704,0.091954022988505704,23,65,22,22,5.5635619409621322,100,0,0.25110507755858857,100,0,83.019999999999996,100,0,0.070000000000000007,100,0,0,0.14999999999999999,100,0,0,0.27000000000000002,100,0,0,0.95742007762815673,100,0,252.07074325333932,100,0,0.17148279201232558,100,0,0.6217357702695725,100,0
2021,timesat_double_logistic,resulting_observation_density,medium,100,0,0,33,33,0.1264367816091953,0.1264367816091953,17,43,13,13,5.0849041156399615,100,0,0.22950139782481649,100,0,78.189999999999998,100,0,0.02,100,0,0,0.080000000000000002,100,0,0,0.26000000000000001,100,0,0,0.93510473475692435,100,0,177.54041359958509,100,0,0.12078008509096021,100,0,0.672713144409402,100,0
2021,timesat_smoothing_spline,resulting_observation_density,high,200,0,0,37,42,0.1417624521072797,0.160919540229885,15,35,4,9,3.3719447007603716,200,0,0.15218891145503785,200,0,6.0599999999999996,200,0,0.97499999999999998,200,0,0,0.97499999999999998,200,0,0,0.97499999999999998,200,0,0,0.4345489550911969,200,0,149.55708489573638,200,0,0.10174313032976516,200,0,0.88989169384060707,200,0
2021,timesat_smoothing_spline,resulting_observation_density,low,100,0,0,24,24,0.091954022988505704,0.091954022988505704,23,65,22,22,4.7402035754012708,100,0,0.21394372868953673,100,0,32.789999999999999,100,0,0.75,100,0,0,0.76000000000000001,100,0,0,0.76000000000000001,100,0,0,0.56357269249541453,100,0,252.30027896282883,100,0,0.17163894430442334,100,0,0.77272747095646621,100,0
2021,timesat_smoothing_spline,resulting_observation_density,medium,100,0,0,33,33,0.1264367816091953,0.1264367816091953,17,43,13,13,3.8387314320403458,100,0,0.17325680278170619,100,0,11.41,100,0,0.93000000000000005,100,0,0,0.93000000000000005,100,0,0,0.93000000000000005,100,0,0,0.44866083124808953,100,0,189.19273465612875,100,0,0.1287071159014811,100,0,0.8607171370883101,100,0
2022,linear_interpolation,resulting_observation_density,high,100,0,0,33,33,0.1398305084745762,0.1398305084745762,20,40,3,3,4.6784824696115095,100,0,0.27840130757830467,100,0,7.0800000000000001,100,0,0,100,0,0,0.91000000000000003,100,0,0,0.91000000000000003,100,0,0,2.3475478902921583,100,0,152.87050805000018,100,0,0.10893764298775281,100,0,0.8287024228585933,100,0
2022,linear_interpolation,resulting_observation_density,low,100,0,0,19,19,0.080508474576271,0.080508474576271,25,90,17,17,5.0636160106102714,100,0,0.30131935463795761,100,0,11.470000000000001,100,0,0,100,0,0,0.68999999999999995,100,0,0,0.75,100,0,0,2.4339730249931351,100,0,140.67398620000014,100,0,0.1002462324603994,100,0,0.76379613342734454,100,0
2022,linear_interpolation,resulting_observation_density,medium,200,0,0,26,29,0.1101694915254237,0.1228813559322034,20,50,7,10,4.7575123409010835,200,0,0.28310411872437052,200,0,8.2750000000000004,200,0,0,200,0,0,0.81499999999999995,200,0,0,0.82499999999999996,200,0,0,2.3686256587769638,200,0,151.37928150000019,200,0,0.10787497427820272,200,0,0.81553363072459861,200,0
2022,timesat_double_logistic,resulting_observation_density,high,100,0,0,33,33,0.1398305084745762,0.1398305084745762,20,40,3,3,5.6403716939496338,100,0,0.33564021347153372,100,0,1.2,100,0,1,100,0,0,1,100,0,0,1,100,0,0,2.6196952867537395,100,0,59.99897933942426,100,0,0.042756104328311215,100,0,0.6832894101844289,100,0
2022,timesat_double_logistic,resulting_observation_density,low,100,0,0,19,19,0.080508474576271,0.080508474576271,25,90,17,17,5.8855904531593772,100,0,0.35023238596553286,100,0,7.46,100,0,0.65000000000000002,100,0,0,0.90000000000000002,100,0,0,0.95999999999999996,100,0,0,2.6394961471567671,100,0,144.29738554346645,100,0,0.10282831705680494,100,0,0.62585598825597732,100,0
2022,timesat_double_logistic,resulting_observation_density,medium,200,0,0,26,29,0.1101694915254237,0.1228813559322034,20,50,7,10,5.6795649581161793,200,0,0.33797247741889325,200,0,1.575,200,0,0.995,200,0,0,1,200,0,0,1,200,0,0,2.6349965262824027,200,0,92.474023677562059,200,0,0.065898271063064187,200,0,0.66920548208197261,200,0
2022,timesat_smoothing_spline,resulting_observation_density,high,100,0,0,33,33,0.1398305084745762,0.1398305084745762,20,40,3,3,4.7092352516984164,100,0,0.28023130583100231,100,0,11.130000000000001,100,0,0.17999999999999999,100,0,0,0.17999999999999999,100,0,0,1,100,0,0,2.3827377715165361,100,0,172.90893391468069,100,0,0.12321730301327666,100,0,0.8201725739632667,100,0
2022,timesat_smoothing_spline,resulting_observation_density,low,100,0,0,19,19,0.080508474576271,0.080508474576271,25,90,17,17,4.9886064918376976,100,0,0.29685578162197535,100,0,7.6399999999999997,100,0,0.41999999999999998,100,0,0,0.63,100,0,0,0.97999999999999998,100,0,0,2.3656636741952726,100,0,175.63521178298194,100,0,0.12516008641140128,100,0,0.77302295038373414,100,0
2022,timesat_smoothing_spline,resulting_observation_density,medium,200,0,0,26,29,0.1101694915254237,0.1228813559322034,20,50,7,10,4.6767075978518129,200,0,0.2782956907202972,200,0,9.1349999999999998,200,0,0.34000000000000002,200,0,0,0.41499999999999998,200,0,0,1,200,0,0,2.3541805094122572,200,0,172.33676437039799,200,0,0.12280956706512937,200,0,0.81806685502393561,200,0
2023,linear_interpolation,resulting_observation_density,low,300,0,0,14,22,0.062780269058295798,0.098654708520179199,42,117,5,13,1.9850304411351272,300,0,0.18617543926437632,300,0,0.73333333333333328,300,0,1,300,0,0,1,300,0,0,1,300,0,0,0.086885228778609991,300,0,101.81387553499988,300,0,0.09594927810319348,300,0,0.85494730125617702,300,0
2023,linear_interpolation,resulting_observation_density,medium,100,0,0,24,24,0.1076233183856502,0.1076233183856502,42,60,3,3,1.8528135366312404,100,0,0.17377485347783747,100,0,0.28000000000000003,100,0,1,100,0,0,1,100,0,0,1,100,0,0,0.033174360079105632,100,0,95.945653944999833,100,0,0.090419072889499186,100,0,0.88030049195721427,100,0
2023,timesat_double_logistic,resulting_observation_density,low,300,0,0,14,22,0.062780269058295798,0.098654708520179199,42,117,5,13,2.4620711096139667,300,0,0.2309169475861492,300,0,4.7233333333333336,300,0,0.97666666666666668,300,0,0,0.97666666666666668,300,0,0,0.97666666666666668,300,0,0,0.10172241474117327,300,0,170.12947193447332,300,0,0.16032981683895048,300,0,0.78210845613316737,300,0
2023,timesat_double_logistic,resulting_observation_density,medium,100,0,0,24,24,0.1076233183856502,0.1076233183856502,42,60,3,3,1.9605655769509474,100,0,0.1838808866259653,100,0,2,100,0,1,100,0,0,1,100,0,0,1,100,0,0,0.035247860791948728,100,0,78.829077514237355,100,0,0.074288431132666838,100,0,0.85646322674268904,100,0
2023,timesat_smoothing_spline,resulting_observation_density,low,300,0,0,14,22,0.062780269058295798,0.098654708520179199,42,117,5,13,2.2454288042597765,300,0,0.21059812751833251,300,0,3.8066666666666666,300,0,0.97999999999999998,300,0,0,0.97999999999999998,300,0,0,0.97999999999999998,300,0,0,0.16150738493179237,300,0,126.6509168643711,300,0,0.1193556770173879,300,0,0.83513300262965895,300,0
2023,timesat_smoothing_spline,resulting_observation_density,medium,100,0,0,24,24,0.1076233183856502,0.1076233183856502,42,60,3,3,2.0776831389923758,100,0,0.19486530938684088,100,0,1.1299999999999999,100,0,1,100,0,0,1,100,0,0,1,100,0,0,0.14647177406070555,100,0,122.21234474610961,100,0,0.11517277180610609,100,0,0.85798873883833326,100,0
2024,linear_interpolation,resulting_observation_density,high,200,0,0,32,36,0.1415929203539823,0.15929203539823,20,35,4,8,3.735058773296982,200,0,0.22890053774214658,200,0,5.2999999999999998,200,0,0.86499999999999999,200,0,0,0.86499999999999999,200,0,0,1,200,0,0,0.54017979287431861,200,0,65.499065944999998,200,0,0.047880211943764406,200,0,0.82115761483201932,200,0
2024,linear_interpolation,resulting_observation_density,low,100,0,0,21,21,0.092920353982300696,0.092920353982300696,20,68,19,19,4.3109140332534439,100,0,0.26419143586885113,100,0,8.0800000000000001,100,0,0.5,100,0,0,0.56999999999999995,100,0,0,0.98999999999999999,100,0,0,0.69101447765458757,100,0,159.99401850000001,100,0,0.11695659174662408,100,0,0.76354437468667324,100,0
2024,linear_interpolation,resulting_observation_density,medium,100,0,0,29,29,0.12831858407079641,0.12831858407079641,20,50,11,11,3.9369657229537851,100,0,0.24127426789084866,100,0,7.25,100,0,0.63,100,0,0,0.66000000000000003,100,0,0,1,100,0,0,0.59791164486349258,100,0,89.502535710000032,100,0,0.06542689300176624,100,0,0.79670185858560871,100,0
2024,timesat_double_logistic,resulting_observation_density,high,200,0,0,32,36,0.1415929203539823,0.15929203539823,20,35,4,8,3.7544330397367016,200,0,0.23008787648983031,200,0,2.6349999999999998,200,0,0.89000000000000001,200,0,0,0.97499999999999998,200,0,0,0.98999999999999999,200,0,0,1.161713144882363,200,0,68.950404054177113,200,0,0.050403160901475542,200,0,0.7901440557413939,200,0
2024,timesat_double_logistic,resulting_observation_density,low,100,0,0,21,21,0.092920353982300696,0.092920353982300696,20,68,19,19,4.1481500568307608,100,0,0.2542165562245034,100,0,6.0599999999999996,100,0,0.59999999999999998,100,0,0,0.82999999999999996,100,0,0,0.92000000000000004,100,0,0,1.1834668646378625,100,0,165.62859904811606,100,0,0.12107550408477172,100,0,0.76580673592395399,100,0
2024,timesat_double_logistic,resulting_observation_density,medium,100,0,0,29,29,0.12831858407079641,0.12831858407079641,20,50,11,11,3.842423546399492,100,0,0.23548031487267745,100,0,3.9100000000000001,100,0,0.73999999999999999,100,0,0,0.93000000000000005,100,0,0,0.96999999999999997,100,0,0,1.1969727966963508,100,0,96.667046707171082,100,0,0.070664193718482288,100,0,0.78323089342167163,100,0
2024,timesat_smoothing_spline,resulting_observation_density,high,200,0,0,32,36,0.1415929203539823,0.15929203539823,20,35,4,8,4.2280963123815845,200,0,0.25911600814662167,200,0,6.6900000000000004,200,0,0.63500000000000001,200,0,0,0.68999999999999995,200,0,0,0.90500000000000003,200,0,0,0.64597881096574927,200,0,98.90252075669224,200,0,0.0722983387210345,200,0,0.77708126768775432,200,0
2024,timesat_smoothing_spline,resulting_observation_density,low,100,0,0,21,21,0.092920353982300696,0.092920353982300696,20,68,19,19,5.6840714605692551,100,0,0.34834445529771574,100,0,9.2699999999999996,100,0,0.38,100,0,0,0.60999999999999999,100,0,0,0.76000000000000001,100,0,0,0.59997372412890493,100,0,229.21717482248087,100,0,0.16755913620000398,100,0,0.6589805083753224,100,0
2024,timesat_smoothing_spline,resulting_observation_density,medium,100,0,0,29,29,0.12831858407079641,0.12831858407079641,20,50,11,11,4.6531290738475688,100,0,0.28516385198596084,100,0,8.1799999999999997,100,0,0.46000000000000002,100,0,0,0.59999999999999998,100,0,0,0.87,100,0,0,0.67293670904699843,100,0,126.13654409093772,100,0,0.09220657390747293,100,0,0.72363085980807085,100,0
2025,linear_interpolation,resulting_observation_density,high,200,0,0,39,43,0.15537848605577681,0.1713147410358565,15,42,5,9,7.8490828365374172,200,0,0.2618169664388954,200,0,195.21000000000001,200,0,0,200,0,0,0,200,0,0,0,200,0,0,1.4385583540629319,200,0,187.13577980500008,200,0,0.074369339611890253,200,0,0.75871449026468307,200,0
2025,linear_interpolation,resulting_observation_density,low,100,0,0,25,25,0.099601593625498003,0.099601593625498003,20,67,23,23,7.9396605660389268,100,0,0.26483831133471125,100,0,170.27000000000001,100,0,0,100,0,0,0,100,0,0,0,100,0,0,1.5030529924422786,100,0,199.73859219000005,100,0,0.079377803708396255,100,0,0.72439415622503955,100,0
2025,linear_interpolation,resulting_observation_density,medium,100,0,0,34,34,0.1354581673306772,0.1354581673306772,15,38,14,14,7.8284140714150965,100,0,0.26112753131672117,100,0,184.84999999999999,100,0,0,100,0,0,0,100,0,0,0,100,0,0,1.4617738754522915,100,0,173.24748015,100,0,0.068850012015902642,100,0,0.74858609396784614,100,0
2025,timesat_double_logistic,resulting_observation_density,high,200,0,0,39,43,0.15537848605577681,0.1713147410358565,15,42,5,9,8.3439827201200636,200,0,0.27832503354801147,200,0,200.34,200,0,0,200,0,0,0,200,0,0,0,200,0,0,1.6746426239801446,200,0,110.46840622290541,200,0,0.043901077748660373,200,0,0.6661921904514212,200,0
2025,timesat_double_logistic,resulting_observation_density,low,100,0,0,25,25,0.099601593625498003,0.099601593625498003,20,67,23,23,8.7577987525734144,100,0,0.29212843714777664,100,0,184.56999999999999,100,0,0,100,0,0,0,100,0,0,0,100,0,0,1.739128884028126,100,0,229.91090584694442,100,0,0.091368536018208768,100,0,0.62643615556141152,100,0
2025,timesat_double_logistic,resulting_observation_density,medium,100,0,0,34,34,0.1354581673306772,0.1354581673306772,15,38,14,14,8.4926245479460665,100,0,0.28328318639947314,100,0,190.78,100,0,0,100,0,0,0,100,0,0,0,100,0,0,1.6986080113088935,100,0,164.36151958846688,100,0,0.065318656229921265,100,0,0.6508958768391494,100,0
2025,timesat_smoothing_spline,resulting_observation_density,high,200,0,0,39,43,0.15537848605577681,0.1713147410358565,15,42,5,9,7.9394468308042905,200,0,0.26483118190164001,200,0,179.94499999999999,200,0,0,200,0,0,0,200,0,0,0,200,0,0,1.4976624955102857,200,0,207.47366208646417,200,0,0.082451785822619861,200,0,0.75362455505770531,200,0
2025,timesat_smoothing_spline,resulting_observation_density,low,100,0,0,25,25,0.099601593625498003,0.099601593625498003,20,67,23,23,8.3937434269942255,100,0,0.27998487044780851,100,0,138.90000000000001,100,0,0,100,0,0,0,100,0,0,0,100,0,0,1.5353407325848616,100,0,231.50461454225007,100,0,0.092001889315622615,100,0,0.70319023945525072,100,0
2025,timesat_smoothing_spline,resulting_observation_density,medium,100,0,0,34,34,0.1354581673306772,0.1354581673306772,15,38,14,14,8.056438844319576,100,0,0.2687336116140091,100,0,164.75,100,0,0,100,0,0,0,100,0,0,0,100,0,0,1.5108973593188366,100,0,186.84701968125788,100,0,0.074254583899586959,100,0,0.73871116865383879,100,0
2019,linear_interpolation,resulting_maximum_internal_gap_days,high,92,0,0,18,32,0.077253218884119998,0.1373390557939913,37,72,3,17,7.2983396750885756,92,0,0.25553025610126523,92,0,3.5869565217391304,92,0,0.88043478260869568,92,0,0,0.90217391304347827,92,0,0,0.90217391304347827,92,0,0,1.1905208907170375,92,0,344.98263400000002,92,0,0.18445606431545136,92,0,0.82032654074340494,92,0
2019,linear_interpolation,resulting_maximum_internal_gap_days,low,115,0,0,25,32,0.1072961373390558,0.1373390557939913,25,25,3,10,7.4057410497075216,115,0,0.25929060461665188,115,0,1.8608695652173912,115,0,0.9826086956521739,115,0,0,0.9826086956521739,115,0,0,0.9826086956521739,115,0,0,1.1349991010412972,115,0,375.83668716521737,115,0,0.20095317650062783,115,0,0.81683743000487685,115,0
2019,linear_interpolation,resulting_maximum_internal_gap_days,medium,193,0,0,18,32,0.077253218884119998,0.1373390557939913,27,35,3,17,7.365940205842171,193,0,0.25789709317723869,193,0,2.5595854922279795,193,0,0.93264248704663211,193,0,0,0.94300518134715028,193,0,0,0.94300518134715028,193,0,0,1.1626760196262897,193,0,386.95269032124349,193,0,0.20689670522062337,193,0,0.81957264267132457,193,0
2019,timesat_double_logistic,resulting_maximum_internal_gap_days,high,92,0,0,18,32,0.077253218884119998,0.1373390557939913,37,72,3,17,8.0569147135658117,92,0,0.28208956718892886,92,0,4.3097826086956523,92,0,0.68478260869565222,92,0,0,0.98913043478260865,92,0,0,1,92,0,0,1.4639680831922586,92,0,398.41598743257231,92,0,0.21302592582723048,92,0,0.74885652117677037,92,0
2019,timesat_double_logistic,resulting_maximum_internal_gap_days,low,115,0,0,25,32,0.1072961373390558,0.1373390557939913,25,25,3,10,7.8361889503342832,115,0,0.27436149295319306,115,0,4.7521739130434781,115,0,0.68695652173913047,115,0,0,1,115,0,0,1,115,0,0,1.4050265440374263,115,0,506.66676290394321,115,0,0.27090568566043044,115,0,0.78643661008723986,115,0
2019,timesat_double_logistic,resulting_maximum_internal_gap_days,medium,193,0,0,18,32,0.077253218884119998,0.1373390557939913,27,35,3,17,7.9155708346899409,193,0,0.27714082005253871,193,0,4.6165803108808294,193,0,0.64766839378238339,193,0,0,0.99481865284974091,193,0,0,1,193,0,0,1.4336129783444158,193,0,473.47006789131564,193,0,0.25315600464225579,193,0,0.77206370851466344,193,0
2019,timesat_smoothing_spline,resulting_maximum_internal_gap_days,high,92,0,0,18,32,0.077253218884119998,0.1373390557939913,37,72,3,17,7.3205775564958628,92,0,0.25630885120427882,92,0,6.3913043478260869,92,0,0.38043478260869568,92,0,0,0.93478260869565222,92,0,0,1,92,0,0,1.1646952290320385,92,0,390.44789058895833,92,0,0.20876552649403557,92,0,0.80658528752679648,92,0
2019,timesat_smoothing_spline,resulting_maximum_internal_gap_days,low,115,0,0,25,32,0.1072961373390558,0.1373390557939913,25,25,3,10,7.4119381251359,115,0,0.25950757729013513,115,0,8.0869565217391308,115,0,0.13043478260869565,115,0,0,0.9826086956521739,115,0,0,1,115,0,0,1.1316410118525004,115,0,367.95472264052893,115,0,0.19673883058286198,115,0,0.8036763392171985,115,0
2019,timesat_smoothing_spline,resulting_maximum_internal_gap_days,medium,193,0,0,18,32,0.077253218884119998,0.1373390557939913,27,35,3,17,7.3602563914874626,193,0,0.25769809085584111,193,0,7.2901554404145079,193,0,0.26424870466321243,193,0,0,0.96373056994818651,193,0,0,1,193,0,0,1.1519791634451249,193,0,392.50457062231982,193,0,0.20986519664296849,193,0,0.80656161544555893,193,0
2020,linear_interpolation,resulting_maximum_internal_gap_days,high,151,0,0,29,51,0.095709570957095702,0.1683168316831683,37,78,5,27,4.7851275753669338,151,0,0.22730622021812993,151,0,55.549668874172184,151,0,0.092715231788079472,151,0,0,0.092715231788079472,151,0,0,0.092715231788079472,151,0,0,0.33140277453120009,151,0,216.66615552539415,151,0,0.1130139003129359,151,0,0.7966765756112969,151,0
2020,linear_interpolation,resulting_maximum_internal_gap_days,low,132,0,0,40,51,0.132013201320132,0.1683168316831683,22,25,5,16,3.6322091050761225,132,0,0.17253954251228487,132,0,42.886363636363633,132,0,0.030303030303030304,132,0,0,0.030303030303030304,132,0,0,0.030303030303030304,132,0,0,0.23609876564130242,132,0,109.63822996044995,132,0,0.057187722564195249,132,0,0.88773373109578257,132,0
