year,method,stratification_variable,covariate_class,n_scenarios,n_reconstruction_failures,n_scenarios_with_negative_values,observations_remaining_minimum,observations_remaining_maximum,resulting_observation_density_minimum,resulting_observation_density_maximum,resulting_maximum_internal_gap_days_minimum,resulting_maximum_internal_gap_days_maximum,n_delete_minimum,n_delete_maximum,rmse,n_rmse_available,n_rmse_unavailable,nrmse,n_nrmse_available,n_nrmse_unavailable,absolute_peak_date_error_days,n_absolute_peak_date_error_days_available,n_absolute_peak_date_error_days_unavailable,peak_timing_success_5d,n_peak_timing_success_5d_available,n_peak_timing_success_5d_unavailable,n_peak_timing_success_5d_reference_ineligible,peak_timing_success_10d,n_peak_timing_success_10d_available,n_peak_timing_success_10d_unavailable,n_peak_timing_success_10d_reference_ineligible,peak_timing_success_15d,n_peak_timing_success_15d_available,n_peak_timing_success_15d_unavailable,n_peak_timing_success_15d_reference_ineligible,normalized_absolute_peak_magnitude_error,n_normalized_absolute_peak_magnitude_error_available,n_normalized_absolute_peak_magnitude_error_unavailable,absolute_integral_error,n_absolute_integral_error_available,n_absolute_integral_error_unavailable,absolute_relative_integral_error,n_absolute_relative_integral_error_available,n_absolute_relative_integral_error_unavailable,pearson_correlation,n_pearson_correlation_available,n_pearson_correlation_unavailable
2020,linear_interpolation,resulting_maximum_internal_gap_days,medium,117,0,0,29,51,0.095709570957095702,0.1683168316831683,27,35,5,27,4.4169758957210279,117,0,0.20981804138710891,117,0,51.282051282051285,117,0,0.11965811965811966,117,0,0,0.11965811965811966,117,0,0,0.11965811965811966,117,0,0,0.31385651734816139,117,0,139.37163973960037,117,0,0.072696783499883191,117,0,0.82404930335174231,117,0
2020,timesat_double_logistic,resulting_maximum_internal_gap_days,high,151,0,0,29,51,0.095709570957095702,0.1683168316831683,37,78,5,27,6.052468223999858,151,0,0.28750825413097764,151,0,100.71523178807946,151,0,0.033112582781456956,151,0,0,0.092715231788079472,151,0,0,0.20529801324503311,151,0,0,1.2411864061950588,151,0,221.89229784506566,151,0,0.11573987625368377,151,0,0.60441306986715548,151,0
2020,timesat_double_logistic,resulting_maximum_internal_gap_days,low,132,0,0,40,51,0.132013201320132,0.1683168316831683,22,25,5,16,5.4769160056232158,132,0,0.26016800097433695,132,0,124.10606060606061,132,0,0.022727272727272728,132,0,0,0.045454545454545456,132,0,0,0.12878787878787878,132,0,0,1.2746031138109846,132,0,79.38350035391484,132,0,0.041406739200842743,132,0,0.65689945063544508,132,0
2020,timesat_double_logistic,resulting_maximum_internal_gap_days,medium,117,0,0,29,51,0.095709570957095702,0.1683168316831683,27,35,5,27,5.7598659754573713,117,0,0.27360887316443822,117,0,104.51282051282051,117,0,0.085470085470085472,117,0,0,0.18803418803418803,117,0,0,0.23931623931623933,117,0,0,1.2494488617130453,117,0,147.01798104711739,117,0,0.076685144544047928,117,0,0.63157936880263188,117,0
2020,timesat_smoothing_spline,resulting_maximum_internal_gap_days,high,151,0,0,29,51,0.095709570957095702,0.1683168316831683,37,78,5,27,5.5868309834264585,151,0,0.26538925323068863,151,0,70.119205298013242,151,0,0.19867549668874171,151,0,0,0.23841059602649006,151,0,0,0.26490066225165565,151,0,0,0.90196932717907208,151,0,284.39625644854397,151,0,0.14834218153596618,151,0,0.71499332601864451,151,0
2020,timesat_smoothing_spline,resulting_maximum_internal_gap_days,low,132,0,0,40,51,0.132013201320132,0.1683168316831683,22,25,5,16,4.3337420946373921,132,0,0.20586421561742543,132,0,100.5530303030303,132,0,0.24242424242424243,132,0,0,0.24242424242424243,132,0,0,0.24242424242424243,132,0,0,0.9700863676673841,132,0,122.65364805432721,132,0,0.063976614716851871,132,0,0.81299995385796642,132,0
2020,timesat_smoothing_spline,resulting_maximum_internal_gap_days,medium,117,0,0,29,51,0.095709570957095702,0.1683168316831683,27,35,5,27,5.1327772935288278,117,0,0.24382050163500912,117,0,84.589743589743591,117,0,0.18803418803418803,117,0,0,0.27350427350427353,117,0,0,0.27350427350427353,117,0,0,0.91857012148563477,117,0,163.83719637244155,117,0,0.085458111967172803,117,0,0.74297847059417832,117,0
2021,linear_interpolation,resulting_maximum_internal_gap_days,high,53,0,0,24,33,0.091954022988505704,0.1264367816091953,37,65,13,22,4.020784692034626,53,0,0.18147357082630752,53,0,27.924528301886792,53,0,0.79245283018867929,53,0,0,0.79245283018867929,53,0,0,0.79245283018867929,53,0,0,0.30299207833318548,53,0,223.9119289245283,53,0,0.15232645503113079,53,0,0.81729672634076123,53,0
2021,linear_interpolation,resulting_maximum_internal_gap_days,low,244,0,0,24,42,0.091954022988505704,0.160919540229885,15,25,4,22,2.6105391403996925,244,0,0.11782373239946957,244,0,3.5655737704918034,244,0,0.97950819672131151,244,0,0,0.97950819672131151,244,0,0,0.97950819672131151,244,0,0,0.087698234150681342,244,0,125.582848397541,244,0,0.085433546131243168,244,0,0.94173520578945658,244,0
2021,linear_interpolation,resulting_maximum_internal_gap_days,medium,103,0,0,24,42,0.091954022988505704,0.160919540229885,27,35,4,22,3.4688418321813193,103,0,0.15656225392140288,103,0,21.320388349514563,103,0,0.83495145631067957,103,0,0,0.83495145631067957,103,0,0,0.83495145631067957,103,0,0,0.19958530036850758,103,0,186.45027700970877,103,0,0.1268414321330518,103,0,0.87448614785358358,103,0
2021,timesat_double_logistic,resulting_maximum_internal_gap_days,high,53,0,0,24,33,0.091954022988505704,0.1264367816091953,37,65,13,22,5.4608262952828204,53,0,0.24646822035270402,53,0,69.037735849056602,53,0,0.037735849056603772,53,0,0,0.15094339622641509,53,0,0,0.33962264150943394,53,0,0,0.98358685024099402,53,0,239.4020032536142,53,0,0.16286429516341647,53,0,0.62440339289791058,53,0
2021,timesat_double_logistic,resulting_maximum_internal_gap_days,low,244,0,0,24,42,0.091954022988505704,0.160919540229885,15,25,4,22,4.9391358464990267,244,0,0.22292231181541625,244,0,72.922131147540981,244,0,0.0081967213114754103,244,0,0,0.045081967213114756,244,0,0,0.35245901639344263,244,0,0,0.93903391975917838,244,0,158.45912676216497,244,0,0.10779915640468159,244,0,0.68855425692292771,244,0
2021,timesat_double_logistic,resulting_maximum_internal_gap_days,medium,103,0,0,24,42,0.091954022988505704,0.160919540229885,27,35,4,22,5.3234567878938552,103,0,0.24026820295860882,103,0,85.077669902912618,103,0,0.048543689320388349,103,0,0,0.077669902912621352,103,0,0,0.24271844660194175,103,0,0,0.93579126437890736,103,0,212.27884937985988,103,0,0.14441251414979536,103,0,0.64764853993626903,103,0
2021,timesat_smoothing_spline,resulting_maximum_internal_gap_days,high,53,0,0,24,33,0.091954022988505704,0.1264367816091953,37,65,13,22,4.6482120280178911,53,0,0.2097917942120277,53,0,27.113207547169811,53,0,0.79245283018867929,53,0,0,0.81132075471698117,53,0,0,0.81132075471698117,53,0,0,0.5525937677998205,53,0,247.05678311871307,53,0,0.16807181352340173,53,0,0.77257301995229621,53,0
2021,timesat_smoothing_spline,resulting_maximum_internal_gap_days,low,244,0,0,24,42,0.091954022988505704,0.160919540229885,15,25,4,22,3.4901644578573983,244,0,0.15752462652207863,244,0,6.4549180327868854,244,0,0.97131147540983609,244,0,0,0.97131147540983609,244,0,0,0.97131147540983609,244,0,0,0.43755196360060716,244,0,160.70190960092268,244,0,0.10932491325414255,244,0,0.88415349827240508,244,0
2021,timesat_smoothing_spline,resulting_maximum_internal_gap_days,medium,103,0,0,24,42,0.091954022988505704,0.160919540229885,27,35,4,22,4.2167677251852673,103,0,0.19031904343210881,103,0,25.436893203883496,103,0,0.81553398058252424,103,0,0,0.81553398058252424,103,0,0,0.81553398058252424,103,0,0,0.50566014155971983,103,0,211.21789216627289,103,0,0.14369074889118832,103,0,0.8217764654044708,103,0
2022,linear_interpolation,resulting_maximum_internal_gap_days,high,145,0,0,19,33,0.080508474576271,0.1398305084745762,37,90,3,17,5.0219630673884739,145,0,0.29884072317299964,145,0,10.4,145,0,0,145,0,0,0.73103448275862071,145,0,0,0.77241379310344827,145,0,0,2.404195357514888,145,0,106.03625337931049,145,0,0.075562903935768047,145,0,0.76775755417296454,145,0
2022,linear_interpolation,resulting_maximum_internal_gap_days,low,204,0,0,19,33,0.080508474576271,0.1398305084745762,20,25,3,17,4.676905750526835,204,0,0.27830748214287587,204,0,7.7941176470588234,204,0,0,204,0,0,0.85784313725490191,204,0,0,0.85784313725490191,204,0,0,2.3590164660615223,204,0,173.36549340686292,204,0,0.12354265363581636,204,0,0.83027040399344498,204,0
2022,linear_interpolation,resulting_maximum_internal_gap_days,medium,51,0,0,19,33,0.080508474576271,0.1398305084745762,27,35,3,17,4.7733117318351317,51,0,0.28404428920134672,51,0,8.0784313725490193,51,0,0,51,0,0,0.82352941176470584,51,0,0,0.86274509803921573,51,0,0,2.392736026817897,51,0,174.28408490196097,51,0,0.12419725466789927,51,0,0.81679556870138936,51,0
2022,timesat_double_logistic,resulting_maximum_internal_gap_days,high,145,0,0,19,33,0.080508474576271,0.1398305084745762,37,90,3,17,5.8057191859460628,145,0,0.34547950607882688,145,0,5.2068965517241379,145,0,0.82758620689655171,145,0,0,0.94482758620689655,145,0,0,0.97241379310344822,145,0,0,2.6087913756796737,145,0,108.05426195668731,145,0,0.077000964819798026,145,0,0.64141500105018168,145,0
2022,timesat_double_logistic,resulting_maximum_internal_gap_days,low,204,0,0,19,33,0.080508474576271,0.1398305084745762,20,25,3,17,5.6588786174929311,204,0,0.33674150042668899,204,0,1.5441176470588236,204,0,0.98529411764705888,204,0,0,0.99509803921568629,204,0,0,1,204,0,0,2.6400746932891197,204,0,85.755765308736599,204,0,0.061110747027079346,204,0,0.67709553459723204,204,0
2022,timesat_double_logistic,resulting_maximum_internal_gap_days,medium,51,0,0,19,33,0.080508474576271,0.1398305084745762,27,35,3,17,5.7307585569294073,51,0,0.34101884233354579,51,0,2.1764705882352939,51,0,0.84313725490196079,51,0,0,0.98039215686274506,51,0,0,1,51,0,0,2.6680090537842736,51,0,112.98817876665801,51,0,0.080516942328030416,51,0,0.65927396177104802,51,0
2022,timesat_smoothing_spline,resulting_maximum_internal_gap_days,high,145,0,0,19,33,0.080508474576271,0.1398305084745762,37,90,3,17,4.9287869448681478,145,0,0.29329611452837451,145,0,8.6827586206896559,145,0,0.33103448275862069,145,0,0,0.49655172413793103,145,0,0,0.99310344827586206,145,0,0,2.3498174939833119,145,0,138.76334806689931,145,0,0.098884685243231504,145,0,0.77794535562272515,145,0
2022,timesat_smoothing_spline,resulting_maximum_internal_gap_days,low,204,0,0,19,33,0.080508474576271,0.1398305084745762,20,25,3,17,4.6638313280411507,204,0,0.27752946569427567,204,0,10.078431372549019,204,0,0.26960784313725489,204,0,0,0.31372549019607843,204,0,0,1,204,0,0,2.3694781542027386,204,0,192.20029722669105,204,0,0.13696459590866925,204,0,0.82533963011016254,204,0
2022,timesat_smoothing_spline,resulting_maximum_internal_gap_days,medium,51,0,0,19,33,0.080508474576271,0.1398305084745762,27,35,3,17,4.6868626666215283,51,0,0.27889998590413084,51,0,7.6274509803921573,51,0,0.49019607843137253,51,0,0,0.5490196078431373,51,0,0,0.98039215686274506,51,0,0,2.3839052229155571,51,0,195.92590862549966,51,0,0.13961951823248184,51,0,0.81885416336703765,51,0
2023,linear_interpolation,resulting_maximum_internal_gap_days,high,400,0,0,14,24,0.062780269058295798,0.1076233183856502,42,117,3,13,1.9519762150091551,400,0,0.18307529281774165,400,0,0.62,400,0,1,400,0,0,1,400,0,0,1,400,0,0,0.073457511603733885,400,0,100.34682013749988,400,0,0.094566726799769907,400,0,0.8612855989314363,400,0
2023,timesat_double_logistic,resulting_maximum_internal_gap_days,high,400,0,0,14,24,0.062780269058295798,0.1076233183856502,42,117,3,13,2.3366947264482123,400,0,0.21915793234610323,400,0,4.0425000000000004,400,0,0.98250000000000004,400,0,0,0.98250000000000004,400,0,0,0.98250000000000004,400,0,0,0.085103776253867128,400,0,147.30437332941429,400,0,0.13881947041237958,400,0,0.80069714878554776,400,0
2023,timesat_smoothing_spline,resulting_maximum_internal_gap_days,high,400,0,0,14,24,0.062780269058295798,0.1076233183856502,42,117,3,13,2.2034923879429265,400,0,0.2066649229854596,400,0,3.1375000000000002,400,0,0.98499999999999999,400,0,0,0.98499999999999999,400,0,0,0.98499999999999999,400,0,0,0.15774848221402066,400,0,125.54127383480572,400,0,0.11830995071456744,400,0,0.84084693668182753,400,0
2024,linear_interpolation,resulting_maximum_internal_gap_days,high,52,0,0,21,29,0.092920353982300696,0.12831858407079641,37,68,11,19,4.1492332862924046,52,0,0.25428294120565575,52,0,7.3076923076923075,52,0,0.61538461538461542,52,0,0,0.65384615384615385,52,0,0,0.98076923076923073,52,0,0,0.63997989874298178,52,0,138.72524684615388,52,0,0.10140899148886159,52,0,0.78175194914685386,52,0
2024,linear_interpolation,resulting_maximum_internal_gap_days,low,239,0,0,21,36,0.092920353982300696,0.15929203539823,20,25,4,19,3.8032375046401734,239,0,0.23307882494303539,239,0,5.7489539748953975,239,0,0.80753138075313813,239,0,0,0.82008368200836823,239,0,0,1,239,0,0,0.55450145207138724,239,0,71.437864322175756,239,0,0.052221509348359917,239,0,0.81377941478075022,239,0
2024,linear_interpolation,resulting_maximum_internal_gap_days,medium,109,0,0,21,36,0.092920353982300696,0.15929203539823,27,35,4,19,4.1015214292102096,109,0,0.25135895247999768,109,0,7.6972477064220186,109,0,0.55963302752293576,109,0,0,0.60550458715596334,109,0,0,1,109,0,0,0.6525116426327997,109,0,126.25785505504588,109,0,0.092295252953331089,109,0,0.78084187894859058,109,0
2024,timesat_double_logistic,resulting_maximum_internal_gap_days,high,52,0,0,21,29,0.092920353982300696,0.12831858407079641,37,68,11,19,4.0982198695727083,52,0,0.25115661864209005,52,0,6.1730769230769234,52,0,0.61538461538461542,52,0,0,0.86538461538461542,52,0,0,0.88461538461538458,52,0,0,1.1546027463898048,52,0,140.32640529980065,52,0,0.10257944796805066,52,0,0.7704770869093005,52,0
2024,timesat_double_logistic,resulting_maximum_internal_gap_days,low,239,0,0,21,36,0.092920353982300696,0.15929203539823,20,25,4,19,3.7810927362123077,239,0,0.23172169786445942,239,0,2.7531380753138075,239,0,0.86192468619246865,239,0,0,0.96652719665271969,239,0,0,0.99163179916317989,239,0,0,1.1702273842930166,239,0,75.488419806260808,239,0,0.055182489818384105,239,0,0.78800690670824791,239,0
2024,timesat_double_logistic,resulting_maximum_internal_gap_days,medium,109,0,0,21,36,0.092920353982300696,0.15929203539823,27,35,4,19,3.973902487136173,109,0,0.24353791237329958,109,0,5,109,0,0.67889908256880738,109,0,0,0.87155963302752293,109,0,0,0.95412844036697253,109,0,0,1.1987422701981021,109,0,134.68752272548775,109,0,0.098457390822826396,109,0,0.77554233816776552,109,0
2024,timesat_smoothing_spline,resulting_maximum_internal_gap_days,high,52,0,0,21,29,0.092920353982300696,0.12831858407079641,37,68,11,19,5.8596275709185415,52,0,0.35910329217336678,52,0,8.4038461538461533,52,0,0.46153846153846156,52,0,0,0.69230769230769229,52,0,0,0.82692307692307687,52,0,0,0.61695569893821023,52,0,249.29818871419636,52,0,0.18223847837548443,52,0,0.66147880504363898,52,0
2024,timesat_smoothing_spline,resulting_maximum_internal_gap_days,low,239,0,0,21,36,0.092920353982300696,0.15929203539823,20,25,4,19,4.3426968933539367,239,0,0.26613922684338626,239,0,6.9372384937238492,239,0,0.59414225941422594,239,0,0,0.68200836820083677,239,0,0,0.88702928870292885,239,0,0,0.64206485635866906,239,0,105.76382649685051,239,0,0.077313994567571417,239,0,0.76496734713647341,239,0
2024,timesat_smoothing_spline,resulting_maximum_internal_gap_days,medium,109,0,0,21,36,0.092920353982300696,0.15929203539823,27,35,4,19,4.9241662818224219,109,0,0.30177418301933567,109,0,9.0642201834862384,109,0,0.41284403669724773,109,0,0,0.55045871559633031,109,0,0,0.8165137614678899,109,0,0,0.65093218803881925,109,0,156.64968529169562,109,0,0.11451186401632875,109,0,0.70140639016517292,109,0
2025,linear_interpolation,resulting_maximum_internal_gap_days,high,38,0,0,25,39,0.099601593625498003,0.15537848605577681,37,67,9,23,8.0724934771700116,38,0,0.26926913600045388,38,0,164.23684210526315,38,0,0,38,0,0,0,38,0,0,0,38,0,0,1.5018073231204592,38,0,243.12051510526319,38,0,0.096618146317724737,38,0,0.72129793075477888,38,0
2025,linear_interpolation,resulting_maximum_internal_gap_days,low,222,0,0,25,43,0.099601593625498003,0.1713147410358565,15,25,5,23,7.9078671369024098,222,0,0.26377779772534216,222,0,190.09459459459458,222,0,0,222,0,0,0,222,0,0,0,222,0,0,1.4506824350374605,222,0,195.78922850000009,222,0,0.077808293218106658,222,0,0.75142165333615163,222,0
2025,linear_interpolation,resulting_maximum_internal_gap_days,medium,140,0,0,25,43,0.099601593625498003,0.1713147410358565,26,36,5,23,7.7451626752006488,140,0,0.25835056635627934,140,0,186.51428571428571,140,0,0,140,0,0,0,140,0,0,0,140,0,0,1.4648155624653556,140,0,157.29982067142862,140,0,0.062512277430819455,140,0,0.74868567616369919,140,0
2025,timesat_double_logistic,resulting_maximum_internal_gap_days,high,38,0,0,25,39,0.099601593625498003,0.15537848605577681,37,67,9,23,8.8567148730658669,38,0,0.29542792055731387,38,0,179.36842105263159,38,0,0,38,0,0,0,38,0,0,0,38,0,0,1.7148841358630609,38,0,274.49475390063623,38,0,0.10908653383009129,38,0,0.62861658081461491,38,0
2025,timesat_double_logistic,resulting_maximum_internal_gap_days,low,222,0,0,25,43,0.099601593625498003,0.1713147410358565,15,25,5,23,8.424242232639255,222,0,0.28100220010788296,222,0,195.04504504504504,222,0,0,222,0,0,0,222,0,0,0,222,0,0,1.6969691443939612,222,0,131.56239909119563,222,0,0.052284008693385849,222,0,0.65905087556171127,222,0
2025,timesat_double_logistic,resulting_maximum_internal_gap_days,medium,140,0,0,25,43,0.099601593625498003,0.1713147410358565,26,36,5,23,8.4792995232395931,140,0,0.28283871185142373,140,0,196.33571428571429,140,0,0,140,0,0,0,140,0,0,0,140,0,0,1.6914961936533934,140,0,156.30907529751866,140,0,0.06211854685049966,140,0,0.64839226346203604,140,0
2025,timesat_smoothing_spline,resulting_maximum_internal_gap_days,high,38,0,0,25,39,0.099601593625498003,0.15537848605577681,37,67,9,23,8.578773421595244,38,0,0.28615680070966504,38,0,144.39473684210526,38,0,0,38,0,0,0,38,0,0,0,38,0,0,1.5326979837036738,38,0,295.94870053160986,38,0,0.11761251344060095,38,0,0.69931709790664309,38,0
2025,timesat_smoothing_spline,resulting_maximum_internal_gap_days,low,222,0,0,25,43,0.099601593625498003,0.1713147410358565,15,25,5,23,8.0403134326677126,222,0,0.26819572630317806,222,0,170.13963963963963,222,0,0,222,0,0,0,222,0,0,0,222,0,0,1.5084423007001835,222,0,213.99784276362655,222,0,0.085044550332831717,222,0,0.74452739393715284,222,0
2025,timesat_smoothing_spline,resulting_maximum_internal_gap_days,medium,140,0,0,25,43,0.099601593625498003,0.1713147410358565,26,36,5,23,8.0140330087099088,140,0,0.26731910657312113,140,0,164.97142857142856,140,0,0,140,0,0,0,140,0,0,0,140,0,0,1.5074256725446191,140,0,175.54517232798108,140,0,0.069763134295810408,140,0,0.73611371891392607,140,0
