deletion_fraction,method_a,method_b,metric,analysis_role,metric_label,unit,favorable_direction,mean_raw_difference_a_minus_b,raw_difference_ci_lower,raw_difference_ci_upper,mean_advantage_for_method_a,advantage_ci_lower,advantage_ci_upper,n_paired_years,n_years_method_a_favored,n_years_method_b_favored,n_year_ties
0.20000000000000001,timesat_smoothing_spline,timesat_double_logistic,absolute_peak_date_error_days,primary_controlled_random_deletion,absolute global-peak date error,days,lower,-15.982142857142858,-38,1.115714285714283,15.982142857142858,-0.93785714285713973,37.869999999999997,7,4,3,0
0.20000000000000001,timesat_smoothing_spline,timesat_double_logistic,absolute_relative_integral_error,primary_controlled_random_deletion,absolute relative common-support integral error,fraction,lower,0.010768999304951777,-0.01728718081840146,0.035324442542887739,-0.010768999304951777,-0.035324442542887732,0.017287180818401457,7,2,5,0
0.20000000000000001,timesat_smoothing_spline,timesat_double_logistic,normalized_absolute_peak_magnitude_error,primary_controlled_random_deletion,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,-0.27865749484680857,-0.41651148994859299,-0.12747958353384262,0.27865749484680857,0.13009304916149461,0.41247503107151584,7,6,1,0
0.20000000000000001,timesat_smoothing_spline,timesat_double_logistic,nrmse,primary_controlled_random_deletion,point-wise nRMSE,fraction_Q95_minus_Q05,lower,-0.022255264633168681,-0.046315696361919782,0.0035261853697793172,0.022255264633168681,-0.0036153416177853092,0.046434766260602611,7,5,2,0
0.20000000000000001,timesat_smoothing_spline,timesat_double_logistic,peak_timing_success_10d,primary_controlled_random_deletion,global-peak timing success <=10 d,fraction,higher,0.017142857142857126,-0.2886071428571429,0.37428571428571428,0.017142857142857126,-0.28857142857142859,0.37714285714285717,7,3,3,1
0.20000000000000001,timesat_smoothing_spline,timesat_double_logistic,peak_timing_success_15d,primary_controlled_random_deletion,global-peak timing success <=15 d,fraction,higher,0.10571428571428572,-0.029999999999999995,0.32571428571428573,0.10571428571428572,-0.029999999999999995,0.32714285714285712,7,3,1,3
0.20000000000000001,timesat_smoothing_spline,timesat_double_logistic,peak_timing_success_5d,primary_controlled_random_deletion,global-peak timing success <=5 d,fraction,higher,-0.029999999999999978,-0.35428571428571426,0.36714285714285705,-0.029999999999999978,-0.35857142857142854,0.34571428571428564,7,3,3,1
0.20000000000000001,timesat_smoothing_spline,timesat_double_logistic,pearson_correlation,primary_controlled_random_deletion,daily trajectory Pearson correlation,correlation,higher,0.081685883381812457,0.023389087820922052,0.13830780148794997,0.081685883381812457,0.02505772457798372,0.13830780148794997,7,6,1,0
0.20000000000000001,timesat_smoothing_spline,timesat_double_logistic,rmse,primary_controlled_random_deletion,point-wise RMSE,ug_L,lower,-0.51526156866959194,-0.96157432761168693,-0.0016233079684851198,0.51526156866959194,0.0058074242388844724,0.96540712334219059,7,5,2,0
0.29999999999999982,linear_interpolation,timesat_double_logistic,absolute_integral_error,primary_controlled_random_deletion,absolute common-support integral error,ug_day_L,lower,-11.108956008375822,-42.64025232015652,16.896964592426166,11.108956008375822,-17.917085221184401,42.90485916952202,7,4,3,0
0.29999999999999982,linear_interpolation,timesat_double_logistic,absolute_peak_date_error_days,primary_controlled_random_deletion,absolute global-peak date error,days,lower,-15.177857142857144,-35.773571428571429,1.0273214285713936,15.177857142857144,-1.077142857142857,35.792857142857144,7,5,2,0
0.29999999999999982,linear_interpolation,timesat_double_logistic,absolute_relative_integral_error,primary_controlled_random_deletion,absolute relative common-support integral error,fraction,lower,-0.0079774818203553373,-0.027597820022488347,0.011227590413684114,0.0079774818203553373,-0.011578752549794531,0.027030107071437832,7,4,3,0
0.29999999999999982,linear_interpolation,timesat_double_logistic,normalized_absolute_peak_magnitude_error,primary_controlled_random_deletion,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,-0.45212141344015333,-0.69481884850960574,-0.22878576670011522,0.45212141344015333,0.22799819429198928,0.69681971729654557,7,7,0,0
