method,duration_days,analysis_role,metric,metric_label,unit,favorable_direction,equal_year_estimate,cluster_bootstrap_ci_lower,cluster_bootstrap_ci_upper,n_years_in_stratum,n_years_metric_available,n_scenarios_total,n_reconstruction_failures_total,n_metric_available_total,n_metric_unavailable_total,a_gap_observed_minimum,a_gap_observed_maximum,window_midpoint_relative_position_observed_minimum,window_midpoint_relative_position_observed_maximum,observations_removed_observed_minimum,observations_removed_observed_maximum,resulting_maximum_internal_gap_days_observed_minimum,resulting_maximum_internal_gap_days_observed_maximum
timesat_smoothing_spline,20,primary_controlled_consecutive_gap,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.59166838585272097,0.2498771655146956,0.87864840774653596,7,7,1525,0,1525,0,0.025285744316099298,11.128388419283166,0.0403846153846152,0.95961538461538465,1,8,21,85
timesat_smoothing_spline,20,primary_controlled_consecutive_gap,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.70953565754869374,0.41711138478379856,0.98758710801393723,7,7,1525,0,1525,0,0.025285744316099298,11.128388419283166,0.0403846153846152,0.95961538461538465,1,8,21,85
timesat_smoothing_spline,20,primary_controlled_consecutive_gap,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.43961946095936177,0.1576354679802956,0.7841027874564459,7,7,1525,0,1525,0,0.025285744316099298,11.128388419283166,0.0403846153846152,0.95961538461538465,1,8,21,85
timesat_smoothing_spline,20,primary_controlled_consecutive_gap,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.81097832333172915,0.78290012692444411,0.83926299229838641,7,7,1525,0,1525,0,0.025285744316099298,11.128388419283166,0.0403846153846152,0.95961538461538465,1,8,21,85
timesat_smoothing_spline,20,primary_controlled_consecutive_gap,rmse,point-wise RMSE,ug_L,lower,4.9677934076558445,3.5474926711681753,6.4928248041510459,7,7,1525,0,1525,0,0.025285744316099298,11.128388419283166,0.0403846153846152,0.95961538461538465,1,8,21,85
timesat_smoothing_spline,30,primary_controlled_consecutive_gap,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,223.52533426949296,176.07421829673859,276.54281516651207,7,7,1475,0,1475,0,0.048636719550354902,15.484027686454541,0.059615384615384501,0.94038461538461515,1,11,31,85
timesat_smoothing_spline,30,primary_controlled_consecutive_gap,absolute_peak_date_error_days,absolute global-peak date error,days,lower,51.896125113350585,6.3038104819653071,108.81970040919434,7,7,1475,0,1475,0,0.048636719550354902,15.484027686454541,0.059615384615384501,0.94038461538461515,1,11,31,85
timesat_smoothing_spline,30,primary_controlled_consecutive_gap,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.1350369243416539,0.12217871795173604,0.15219428180551578,7,7,1475,0,1475,0,0.048636719550354902,15.484027686454541,0.059615384615384501,0.94038461538461515,1,11,31,85
timesat_smoothing_spline,30,primary_controlled_consecutive_gap,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.0297095372880494,0.55671105842135293,1.5736817152309546,7,7,1475,0,1475,0,0.048636719550354902,15.484027686454541,0.059615384615384501,0.94038461538461515,1,11,31,85
timesat_smoothing_spline,30,primary_controlled_consecutive_gap,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.24625412763592447,0.21492698321492382,0.27462033273336073,7,7,1475,0,1475,0,0.048636719550354902,15.484027686454541,0.059615384615384501,0.94038461538461515,1,11,31,85
timesat_smoothing_spline,30,primary_controlled_consecutive_gap,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.5932403835903306,0.27051232417086074,0.87753370701408884,7,7,1475,0,1475,0,0.048636719550354902,15.484027686454541,0.059615384615384501,0.94038461538461515,1,11,31,85
timesat_smoothing_spline,30,primary_controlled_consecutive_gap,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.70513174426217895,0.41522889348976305,0.98555502468545952,7,7,1475,0,1475,0,0.048636719550354902,15.484027686454541,0.059615384615384501,0.94038461538461515,1,11,31,85
timesat_smoothing_spline,30,primary_controlled_consecutive_gap,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.43687128370248862,0.14673751417186628,0.76264166478759654,7,7,1475,0,1475,0,0.048636719550354902,15.484027686454541,0.059615384615384501,0.94038461538461515,1,11,31,85
timesat_smoothing_spline,30,primary_controlled_consecutive_gap,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.79420148575197591,0.76379858069029039,0.82428807244699753,7,7,1475,0,1475,0,0.048636719550354902,15.484027686454541,0.059615384615384501,0.94038461538461515,1,11,31,85
timesat_smoothing_spline,30,primary_controlled_consecutive_gap,rmse,point-wise RMSE,ug_L,lower,5.1733062837499917,3.7547409434922301,6.7458642497157886,7,7,1475,0,1475,0,0.048636719550354902,15.484027686454541,0.059615384615384501,0.94038461538461515,1,11,31,85
timesat_smoothing_spline,45,primary_controlled_consecutive_gap,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,311.66945407974617,243.98070652677174,381.65118654684767,7,7,1367,0,1367,0,0.27055384094511942,17.288983776369555,0.0884615384615383,0.91153846153846163,1,14,46,92
timesat_smoothing_spline,45,primary_controlled_consecutive_gap,absolute_peak_date_error_days,absolute global-peak date error,days,lower,53.234483582441577,10.422864668854606,106.08304318284351,7,7,1367,0,1367,0,0.27055384094511942,17.288983776369555,0.0884615384615383,0.91153846153846163,1,14,46,92
timesat_smoothing_spline,45,primary_controlled_consecutive_gap,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.1888893400002418,0.16640575050874187,0.21906027577747061,7,7,1367,0,1367,0,0.27055384094511942,17.288983776369555,0.0884615384615383,0.91153846153846163,1,14,46,92
timesat_smoothing_spline,45,primary_controlled_consecutive_gap,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.0495775973101584,0.57850376830542116,1.5989298390284188,7,7,1367,0,1367,0,0.27055384094511942,17.288983776369555,0.0884615384615383,0.91153846153846163,1,14,46,92
timesat_smoothing_spline,45,primary_controlled_consecutive_gap,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.27964019293106174,0.24291417602447543,0.31541747109336399,7,7,1367,0,1367,0,0.27055384094511942,17.288983776369555,0.0884615384615383,0.91153846153846163,1,14,46,92
timesat_smoothing_spline,45,primary_controlled_consecutive_gap,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.54713796011717886,0.24905838268691322,0.82248494043744758,7,7,1367,0,1367,0,0.27055384094511942,17.288983776369555,0.0884615384615383,0.91153846153846163,1,14,46,92
timesat_smoothing_spline,45,primary_controlled_consecutive_gap,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.66525662614279124,0.3925888665325285,0.92224430516244182,7,7,1367,0,1367,0,0.27055384094511942,17.288983776369555,0.0884615384615383,0.91153846153846163,1,14,46,92
timesat_smoothing_spline,45,primary_controlled_consecutive_gap,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.39304398537129437,0.11820752201862393,0.6855828969348875,7,7,1367,0,1367,0,0.27055384094511942,17.288983776369555,0.0884615384615383,0.91153846153846163,1,14,46,92
timesat_smoothing_spline,45,primary_controlled_consecutive_gap,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.74552817623455925,0.70077599932866363,0.78548127659664491,7,7,1367,0,1367,0,0.27055384094511942,17.288983776369555,0.0884615384615383,0.91153846153846163,1,14,46,92
timesat_smoothing_spline,45,primary_controlled_consecutive_gap,rmse,point-wise RMSE,ug_L,lower,5.8084255205678703,4.3361265259119692,7.3717376860917758,7,7,1367,0,1367,0,0.27055384094511942,17.288983776369555,0.0884615384615383,0.91153846153846163,1,14,46,92
