method,stratification_variable,covariate_class,analysis_role,metric,metric_label,unit,favorable_direction,equal_year_estimate,cluster_bootstrap_ci_lower,cluster_bootstrap_ci_upper,n_years_in_stratum,n_years_metric_available,n_scenarios_total,n_reconstruction_failures_total,n_metric_available_total,n_metric_unavailable_total,observations_remaining_observed_minimum,observations_remaining_observed_maximum,resulting_observation_density_observed_minimum,resulting_observation_density_observed_maximum,resulting_maximum_internal_gap_days_observed_minimum,resulting_maximum_internal_gap_days_observed_maximum,n_delete_observed_minimum,n_delete_observed_maximum
timesat_smoothing_spline,resulting_observation_density,medium,exploratory_post_hoc_visual_stratification,rmse,point-wise RMSE,ug_L,lower,5.1083193992947651,3.7445090099102436,6.4942004914932587,7,7,900,0,900,0,24,40,0.1076233183856502,0.1373390557939913,15,60,3,16
linear_interpolation,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,196.25565055973567,138.00373561400502,260.66896499064228,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
linear_interpolation,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,absolute_peak_date_error_days,absolute global-peak date error,days,lower,38.517955444393365,7.2791179943928084,83.399974119414551,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
linear_interpolation,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.11685045545737749,0.093120533961938146,0.14524795515671526,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
linear_interpolation,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,0.92062226208049813,0.41234172109529194,1.5439036647773396,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
linear_interpolation,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.23853973433465051,0.20779728938803518,0.26761987655313685,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
linear_interpolation,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.5960318016607159,0.31768571117068645,0.84406818154265173,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
linear_interpolation,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.6486464284132738,0.33594716541736414,0.91550570868411951,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
linear_interpolation,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.48299820856715281,0.16551149685327629,0.77692720819754701,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
linear_interpolation,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.79519898224307095,0.76399953546652544,0.82574571342504388,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
linear_interpolation,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,rmse,point-wise RMSE,ug_L,lower,5.042845426907169,3.6696412828517202,6.4776707773412356,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
linear_interpolation,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,175.27505862537453,107.55398330408639,262.41083113178905,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
linear_interpolation,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,absolute_peak_date_error_days,absolute global-peak date error,days,lower,41.991745531436941,4.1227362933769376,103.46332849337671,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
linear_interpolation,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.099524483566391528,0.06450441939838257,0.14356636648666696,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
linear_interpolation,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,0.9704994090006086,0.38951575878277539,1.6250715280690009,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
linear_interpolation,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.22080299738994327,0.17192892907977828,0.26200879936457216,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
linear_interpolation,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.61172445698996436,0.28851274248763792,0.93265993435808603,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
linear_interpolation,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.6417105099885696,0.31127572737987391,0.96761153736857064,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
linear_interpolation,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.46665855057160899,0.13963906850936139,0.81729033024471365,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
linear_interpolation,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.84029630650007725,0.79492625344428969,0.89110236807898424,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
linear_interpolation,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,rmse,point-wise RMSE,ug_L,lower,5.0060832812087925,3.4981110711488199,6.6567639005354335,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
linear_interpolation,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,195.10272794983135,143.80714919378036,274.79964675120874,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
linear_interpolation,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,absolute_peak_date_error_days,absolute global-peak date error,days,lower,46.241998319508433,8.3187476865605969,104.43501951592209,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
linear_interpolation,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.11423995098426802,0.079895050146454066,0.15570684664894011,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
linear_interpolation,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.0310301782098352,0.47367854961540462,1.6734092029698475,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
linear_interpolation,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.23633853275389569,0.19929207711413924,0.26567429279541477,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
linear_interpolation,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.55444145937276967,0.25811535309646483,0.8308245457060548,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
linear_interpolation,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.62672664255919419,0.31038419641360826,0.92575095668664709,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
linear_interpolation,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.4078141817563945,0.11321519119684258,0.71869501077193843,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
linear_interpolation,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.81073853628172177,0.77842014224379252,0.84132037808873472,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
linear_interpolation,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,rmse,point-wise RMSE,ug_L,lower,5.3119589616650851,4.1012263185423334,6.631952643166712,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
timesat_double_logistic,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,218.55572614539867,156.47202408898681,290.90500865285867,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
timesat_double_logistic,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,absolute_peak_date_error_days,absolute global-peak date error,days,lower,52.693377824752055,13.736584881413744,102.74831489569026,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
timesat_double_logistic,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.1313023591820929,0.10290111672604216,0.16370291985622698,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
timesat_double_logistic,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.3217319105449599,0.80046959000489881,1.8467596812873146,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
timesat_double_logistic,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.27532685989956351,0.24803411204565493,0.30329737083864189,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
timesat_double_logistic,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.57507160919837363,0.23248444100543039,0.85076425010592349,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
timesat_double_logistic,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.62634997606761422,0.3177379911104764,0.89280508179198781,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
timesat_double_logistic,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.45444312325926856,0.18592886870720185,0.73495020346969375,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
timesat_double_logistic,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.68841125735735453,0.63664724364870628,0.74489350310487801,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
timesat_double_logistic,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,rmse,point-wise RMSE,ug_L,lower,5.8096511268401922,4.2771807803105597,7.3066104112131569,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
timesat_double_logistic,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,172.88599570436932,87.84366745338059,311.48014203382621,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
timesat_double_logistic,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,absolute_peak_date_error_days,absolute global-peak date error,days,lower,66.853777739010454,14.378136084221623,130.69107893288222,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
timesat_double_logistic,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.098114804467467356,0.050612455438986771,0.17050561660231581,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
timesat_double_logistic,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.5209891332639478,1.1496920443254668,2.0103372870608869,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
timesat_double_logistic,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.26781953402366293,0.24063625221454688,0.2995516487009337,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
timesat_double_logistic,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.5086936247560111,0.17617728488672998,0.83526974638697837,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
timesat_double_logistic,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.57881311572408356,0.23106060606060611,0.89068180259277041,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
timesat_double_logistic,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.42751655326956772,0.12101287284822566,0.76318159443313272,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
timesat_double_logistic,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.70934060575213398,0.66699694402495924,0.75242280418518925,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
timesat_double_logistic,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,rmse,point-wise RMSE,ug_L,lower,6.0194090648001692,4.7627086314231359,7.3064366001554895,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
timesat_double_logistic,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,206.12527918465958,133.61963723335933,316.99771785299725,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
timesat_double_logistic,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,absolute_peak_date_error_days,absolute global-peak date error,days,lower,66.286542600093924,17.277295283524143,128.64206823381582,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
timesat_double_logistic,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.11922442388957592,0.076096952656658667,0.17740941095831478,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
timesat_double_logistic,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.5295167703453563,1.1578435197835437,2.020116996625783,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
timesat_double_logistic,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.27640222712230911,0.25301661440123063,0.30388404364386812,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
timesat_double_logistic,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.51874575561446967,0.18928866044799797,0.83715169586455573,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
timesat_double_logistic,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.57269385438085896,0.24643874643874644,0.86614114782815232,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
timesat_double_logistic,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.38395308434060421,0.13548547622654686,0.65170310629012251,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
timesat_double_logistic,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.6890833634424024,0.64435367378514774,0.73446712626679167,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
timesat_double_logistic,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,rmse,point-wise RMSE,ug_L,lower,6.197142360891057,5.0142238470744722,7.4691644197112552,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
timesat_smoothing_spline,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,247.35034875767522,185.806912011506,307.3290007038724,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
timesat_smoothing_spline,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,absolute_peak_date_error_days,absolute global-peak date error,days,lower,38.320365544235742,8.8594512107931109,77.462411713169786,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
timesat_smoothing_spline,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.14888930704675538,0.12169325388175489,0.17653773574663492,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
timesat_smoothing_spline,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.0394968546928782,0.58243667469380211,1.5822776406092214,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
timesat_smoothing_spline,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.26810157557769443,0.23439547707708672,0.30456340560012229,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
timesat_smoothing_spline,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.5940533394121067,0.32473456382428012,0.82707542817850876,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
timesat_smoothing_spline,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.69732113459536804,0.4102158096963639,0.94395093821273068,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
timesat_smoothing_spline,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.44987657911188561,0.22618441161487521,0.68427951118780239,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
timesat_smoothing_spline,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.75339140410751038,0.70868866712969281,0.79514255246598187,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
timesat_smoothing_spline,resulting_maximum_internal_gap_days,high,exploratory_post_hoc_visual_stratification,rmse,point-wise RMSE,ug_L,lower,5.5894715561807242,4.163945606692919,6.9276463378694535,7,7,931,0,931,0,14,51,0.062780269058295798,0.1683168316831683,37,117,3,27
timesat_smoothing_spline,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,193.87870779715783,134.95619265499485,269.31119802621475,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
timesat_smoothing_spline,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,absolute_peak_date_error_days,absolute global-peak date error,days,lower,50.3750357272448,7.5720035680410973,104.66460318137035,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
timesat_smoothing_spline,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.1115605832271548,0.079092714229282102,0.14898514476495048,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
timesat_smoothing_spline,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.1765441090636803,0.71826587645887574,1.7057282630289021,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
timesat_smoothing_spline,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.23912680637841319,0.20102356646282907,0.26951619802140481,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
timesat_smoothing_spline,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.53201304531386118,0.23767082590612001,0.81914523679387885,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
timesat_smoothing_spline,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.68346083442283456,0.35012750108950125,0.97639012735212738,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
timesat_smoothing_spline,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.36798676716570916,0.13334754191531686,0.65135321856494743,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
timesat_smoothing_spline,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.80594402708855994,0.77126091637921546,0.84262790432030288,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
timesat_smoothing_spline,resulting_maximum_internal_gap_days,low,exploratory_post_hoc_visual_stratification,rmse,point-wise RMSE,ug_L,lower,5.3804477219489142,4.1090568877307776,6.7550753076362637,6,6,1156,0,1156,0,19,51,0.080508474576271,0.1713147410358565,15,25,3,23
timesat_smoothing_spline,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,215.9467375677018,168.74080738029252,290.21786632507127,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
timesat_smoothing_spline,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,absolute_peak_date_error_days,absolute global-peak date error,days,lower,49.829981994891426,10.722721038163842,102.03851299138786,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
timesat_smoothing_spline,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.12715142900765844,0.092526866371664393,0.16445670366784873,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
timesat_smoothing_spline,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.1864120849982458,0.74143939337818887,1.7290406861870924,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
timesat_smoothing_spline,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.25663848523659111,0.2272155723830683,0.28256035719504463,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
timesat_smoothing_spline,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.52537452457907541,0.27324949494718803,0.77633457075014822,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
timesat_smoothing_spline,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.64765736206957214,0.3184218092474973,0.92903399892066918,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
timesat_smoothing_spline,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.36180949806809082,0.16895371023811392,0.57507066044743016,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
timesat_smoothing_spline,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.77128180398172408,0.73369425389511012,0.80562060760336462,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
timesat_smoothing_spline,resulting_maximum_internal_gap_days,medium,exploratory_post_hoc_visual_stratification,rmse,point-wise RMSE,ug_L,lower,5.7224772278925693,4.678802561778542,6.8751146635436724,6,6,713,0,713,0,18,51,0.077253218884119998,0.1713147410358565,26,36,3,27
