control_version,date,year,observation_method,product_level,reflectance_quantity,source_product_id,method_product_available,exact_three_method_source_alignment,processing_baseline,sensing_datetime,generation_time,generation_lag_days,generation_context,official_product_context,l1c_l2a_baseline_pair_status,radiometric_conversion_status,empirical_cross_baseline_correction_applied,source_failure_reason,ndci_observation_eligible,mci_observation_eligible,common_b456_observation_eligible,B4_reflectance_valid_pixel_count,B4_reflectance_valid_pixel_fraction,B4_reflectance_median,B4_reflectance_mean,B4_reflectance_SD,B4_reflectance_IQR,B4_reflectance_min,B4_reflectance_max,B5_reflectance_valid_pixel_count,B5_reflectance_valid_pixel_fraction,B5_reflectance_median,B5_reflectance_mean,B5_reflectance_SD,B5_reflectance_IQR,B5_reflectance_min,B5_reflectance_max,B6_reflectance_valid_pixel_count,B6_reflectance_valid_pixel_fraction,B6_reflectance_median,B6_reflectance_mean,B6_reflectance_SD,B6_reflectance_IQR,B6_reflectance_min,B6_reflectance_max,b4_b5_b6_reflectance_summary_complete
erken_s2_processing_baseline_control_v1.0,2019-07-28,2019,L1C,L1C,TOA,S2B_MSIL1C_20190728T101029_N0500_R022_T34VCM_20230710T194856,True,True,N0500,2019-07-28T10:10:29Z,2023-07-10T19:48:56Z,1443.4017013888888,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,metadata_derived_offset_and_quantification_applied,False,,True,True,True,9.0,1.0,0.033375,0.033294444444444446,0.00019794955867032926,0.00027499999999999747,0.032975,0.0335,9.0,1.0,0.0287,0.028733333333333333,0.0004358898943540674,0.0005999999999999998,0.028,0.0293,9.0,1.0,0.0283,0.028288888888888888,3.333333333333313e-05,0.0,0.0282,0.0283,True
erken_s2_processing_baseline_control_v1.0,2019-07-28,2019,L2A,L2A,BOA,S2B_MSIL2A_20190728T101029_N0500_R022_T34VCM_20230711T050005,True,True,N0500,2019-07-28T10:10:29Z,2023-07-11T05:00:05Z,1443.7844444444445,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,metadata_derived_offset_and_quantification_applied,False,,True,True,True,9.0,1.0,0.0101,0.010011111111111111,0.000266666666666667,0.0002999999999999999,0.0096,0.0103,9.0,1.0,0.0099,0.010033333333333333,0.0006082762530298221,0.0008999999999999998,0.009,0.0108,9.0,1.0,0.0087,0.00871111111111111,0.00019002923751652295,0.00020000000000000052,0.0084,0.009,True
erken_s2_processing_baseline_control_v1.0,2019-07-28,2019,ACOLITE,L2R,rhos,S2B_MSIL1C_20190728T101029_N0500_R022_T34VCM_20230710T194856,True,True,N0500,2019-07-28T10:10:29Z,2023-07-10T19:48:56Z,1443.4017013888888,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,acolite_geotiff_scale_offset_applied_source_l1c_baseline_recorded,False,,True,True,True,9.0,1.0,0.004458432085812092,0.004525517475687795,0.0004327329271722138,0.0008103144355118275,0.00399031164124608,0.005154121667146683,9.0,1.0,0.004483798984438181,0.004528748828710781,0.000519456920308676,0.0007238737307488918,0.0036559246946126223,0.005202496889978647,9.0,1.0,0.007322083692997694,0.0073088715887731975,4.068914488225353e-05,7.743481546640396e-06,0.007201057393103838,0.007329137995839119,True
erken_s2_processing_baseline_control_v1.0,2019-07-31,2019,L1C,L1C,TOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_l2a_representative_for_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2019-07-31,2019,L2A,L2A,BOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_representative_frozen_scl_gate_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2019-07-31,2019,ACOLITE,L2R,rhos,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,not_eligible_no_frozen_l2a_representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2019-08-02,2019,L1C,L1C,TOA,S2A_MSIL1C_20190802T101031_N0500_R022_T34VCM_20230507T065150,True,True,N0500,2019-08-02T10:10:31Z,2023-05-07T06:51:50Z,1373.862025462963,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,metadata_derived_offset_and_quantification_applied,False,,True,True,True,9.0,1.0,0.049725,0.049319444444444444,0.0029712102378959618,0.002674999999999997,0.0446,0.055375,9.0,1.0,0.0488,0.0492,0.002908607914449798,0.003700000000000002,0.0457,0.0538,9.0,1.0,0.0588,0.05931111111111112,0.003699136535883895,0.0046,0.0536,0.0643,True
erken_s2_processing_baseline_control_v1.0,2019-08-02,2019,L2A,L2A,BOA,S2A_MSIL2A_20190802T101031_N0500_R022_T34VCM_20230508T041636,True,True,N0500,2019-08-02T10:10:31Z,2023-05-08T04:16:36Z,1374.754224537037,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,metadata_derived_offset_and_quantification_applied,False,,True,True,True,9.0,1.0,0.0262,0.0257,0.004151505750929415,0.003599999999999999,0.0191,0.0342,9.0,1.0,0.0306,0.03121111111111111,0.004237465175209244,0.005400000000000002,0.0261,0.0379,9.0,1.0,0.0382,0.03888888888888889,0.0050203198215961415,0.0063,0.0311,0.0456,True
erken_s2_processing_baseline_control_v1.0,2019-08-02,2019,ACOLITE,L2R,rhos,S2A_MSIL1C_20190802T101031_N0500_R022_T34VCM_20230507T065150,True,True,N0500,2019-08-02T10:10:31Z,2023-05-07T06:51:50Z,1373.862025462963,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,acolite_geotiff_scale_offset_applied_source_l1c_baseline_recorded,False,no_valid_pixels_after_acolite_qa_in_3x3_window,False,False,False,0.0,0.0,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2019-08-05,2019,L1C,L1C,TOA,S2A_MSIL1C_20190805T102031_N0500_R065_T34VCM_20230506T110027,True,True,N0500,2019-08-05T10:20:31Z,2023-05-06T11:00:27Z,1370.0277314814814,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,metadata_derived_offset_and_quantification_applied,False,,True,True,True,9.0,1.0,0.0473,0.04744444444444444,0.0009055193414708361,0.0009250000000000022,0.046425,0.0494,9.0,1.0,0.0418,0.04214444444444445,0.000853098926137981,0.0012999999999999956,0.0413,0.0436,9.0,1.0,0.0418,0.041777777777777775,0.00046308146631499335,0.00030000000000000165,0.0411,0.0428,True
erken_s2_processing_baseline_control_v1.0,2019-08-05,2019,L2A,L2A,BOA,S2A_MSIL2A_20190805T102031_N0500_R065_T34VCM_20230506T211615,True,True,N0500,2019-08-05T10:20:31Z,2023-05-06T21:16:15Z,1370.4553703703705,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,metadata_derived_offset_and_quantification_applied,False,,True,True,True,9.0,1.0,0.022,0.022222222222222223,0.001252774698197742,0.001400000000000002,0.0208,0.0249,9.0,1.0,0.0219,0.022311111111111115,0.0012343464307523686,0.001899999999999999,0.0211,0.0244,9.0,1.0,0.0199,0.019866666666666668,0.0006284902544988266,0.0005000000000000004,0.0189,0.0212,True
erken_s2_processing_baseline_control_v1.0,2019-08-05,2019,ACOLITE,L2R,rhos,S2A_MSIL1C_20190805T102031_N0500_R065_T34VCM_20230506T110027,True,True,N0500,2019-08-05T10:20:31Z,2023-05-06T11:00:27Z,1370.0277314814814,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,acolite_geotiff_scale_offset_applied_source_l1c_baseline_recorded,False,,True,True,True,9.0,1.0,0.008391641080379486,0.008439102210104465,0.0013915248065269829,0.0020094425417482853,0.006750104483217001,0.010767478495836258,9.0,1.0,0.006743482314050198,0.007169358277072509,0.0010769180516502464,0.001636079978197813,0.006098670419305563,0.009008515626192093,9.0,1.0,0.009649673476815224,0.009622264446483718,0.0005750802619517553,0.00037614908069372177,0.008779972791671753,0.010888905264437199,True
erken_s2_processing_baseline_control_v1.0,2019-08-07,2019,L1C,L1C,TOA,S2B_MSIL1C_20190807T101029_N0500_R022_T34VCM_20230722T223108,True,True,N0500,2019-08-07T10:10:29Z,2023-07-22T22:31:08Z,1445.5143402777778,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,metadata_derived_offset_and_quantification_applied,False,no_valid_pixels_after_qa_in_frozen_3x3_window,False,False,False,0.0,0.0,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2019-08-07,2019,L2A,L2A,BOA,S2B_MSIL2A_20190807T101029_N0500_R022_T34VCM_20230723T201405,True,True,N0500,2019-08-07T10:10:29Z,2023-07-23T20:14:05Z,1446.4191666666666,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,metadata_derived_offset_and_quantification_applied,False,no_valid_pixels_after_qa_in_frozen_3x3_window,False,False,False,0.0,0.0,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2019-08-07,2019,ACOLITE,L2R,rhos,S2B_MSIL1C_20190807T101029_N0500_R022_T34VCM_20230722T223108,True,True,N0500,2019-08-07T10:10:29Z,2023-07-22T22:31:08Z,1445.5143402777778,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,acolite_geotiff_scale_offset_applied_source_l1c_baseline_recorded,False,,True,True,True,8.0,0.8888888888888888,0.024002917110919952,0.023633375531062484,0.0018082359862183197,0.0024570198729634285,0.02108832821249962,0.02636866457760334,8.0,0.8888888888888888,0.03079540841281414,0.030958683229982853,0.0018471224694544706,0.0024752728641033173,0.028247598558664322,0.03348943963646889,8.0,0.8888888888888888,0.03909842669963837,0.038572787307202816,0.0023896098628525806,0.0033447379246354103,0.03519085422158241,0.04243913292884827,True
erken_s2_processing_baseline_control_v1.0,2019-08-10,2019,L1C,L1C,TOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_l2a_representative_for_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2019-08-10,2019,L2A,L2A,BOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_representative_frozen_scl_gate_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2019-08-10,2019,ACOLITE,L2R,rhos,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,not_eligible_no_frozen_l2a_representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2019-08-12,2019,L1C,L1C,TOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_l2a_representative_for_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2019-08-12,2019,L2A,L2A,BOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_representative_frozen_scl_gate_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2019-08-12,2019,ACOLITE,L2R,rhos,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,not_eligible_no_frozen_l2a_representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2019-08-15,2019,L1C,L1C,TOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_l2a_representative_for_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2019-08-15,2019,L2A,L2A,BOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_representative_frozen_scl_gate_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2019-08-15,2019,ACOLITE,L2R,rhos,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,not_eligible_no_frozen_l2a_representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2019-08-17,2019,L1C,L1C,TOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_l2a_representative_for_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2019-08-17,2019,L2A,L2A,BOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_representative_frozen_scl_gate_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2019-08-17,2019,ACOLITE,L2R,rhos,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,not_eligible_no_frozen_l2a_representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2019-08-20,2019,L1C,L1C,TOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_l2a_representative_for_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2019-08-20,2019,L2A,L2A,BOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_representative_frozen_scl_gate_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2019-08-20,2019,ACOLITE,L2R,rhos,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,not_eligible_no_frozen_l2a_representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2019-08-22,2019,L1C,L1C,TOA,S2A_MSIL1C_20190822T101031_N0500_R022_T34VCM_20230705T195754,True,True,N0500,2019-08-22T10:10:31Z,2023-07-05T19:57:54Z,1413.4079050925925,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,metadata_derived_offset_and_quantification_applied,False,,True,True,True,9.0,1.0,0.048975,0.04889444444444444,0.0009627254425732065,0.0008500000000000035,0.047875,0.051125,9.0,1.0,0.0497,0.05026666666666666,0.0014124446891825536,0.0007999999999999952,0.049,0.0536,9.0,1.0,0.0432,0.043588888888888885,0.001622070008079525,0.0010999999999999968,0.0417,0.0473,True
erken_s2_processing_baseline_control_v1.0,2019-08-22,2019,L2A,L2A,BOA,S2A_MSIL2A_20190822T101031_N0500_R022_T34VCM_20230706T042034,True,True,N0500,2019-08-22T10:10:31Z,2023-07-06T04:20:34Z,1413.7569791666667,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,metadata_derived_offset_and_quantification_applied,False,,True,True,True,9.0,1.0,0.0264,0.026244444444444445,0.0012768233150196539,0.0011999999999999997,0.0249,0.0292,9.0,1.0,0.0329,0.033633333333333335,0.0019467922333931782,0.0011999999999999997,0.0319,0.0382,9.0,1.0,0.0224,0.02292222222222222,0.0020135651080718606,0.0011000000000000003,0.0207,0.0276,True
erken_s2_processing_baseline_control_v1.0,2019-08-22,2019,ACOLITE,L2R,rhos,S2A_MSIL1C_20190822T101031_N0500_R022_T34VCM_20230705T195754,True,True,N0500,2019-08-22T10:10:31Z,2023-07-05T19:57:54Z,1413.4079050925925,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,acolite_geotiff_scale_offset_applied_source_l1c_baseline_recorded,False,,True,True,True,6.0,0.6666666666666666,0.021383341401815414,0.02152859636892875,0.000900874713853063,0.000784960575401783,0.020314550027251244,0.02295207604765892,6.0,0.6666666666666666,0.02904231008142233,0.02981205191463232,0.002140611138567596,0.0010889959521591663,0.028296176344156265,0.03402925282716751,6.0,0.6666666666666666,0.024312052875757217,0.025165277533233166,0.002183265207276726,0.001094722654670477,0.023765306919813156,0.029491044580936432,True
erken_s2_processing_baseline_control_v1.0,2019-08-25,2019,L1C,L1C,TOA,S2A_MSIL1C_20190825T102031_N0500_R065_T34VCM_20230430T034035,True,True,N0500,2019-08-25T10:20:31Z,2023-04-30T03:40:35Z,1343.7222685185186,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,metadata_derived_offset_and_quantification_applied,False,,True,True,True,9.0,1.0,0.04125,0.041266666666666674,0.0004371427112511424,0.00022499999999999604,0.0405,0.042,9.0,1.0,0.0416,0.041633333333333335,0.0005431390245600108,0.0008000000000000021,0.0409,0.0424,9.0,1.0,0.0346,0.034688888888888894,0.0002027587510099413,0.00010000000000000286,0.0345,0.0352,True
erken_s2_processing_baseline_control_v1.0,2019-08-25,2019,L2A,L2A,BOA,S2A_MSIL2A_20190825T102031_N0500_R065_T34VCM_20230430T190322,True,True,N0500,2019-08-25T10:20:31Z,2023-04-30T19:03:22Z,1344.3630902777777,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,metadata_derived_offset_and_quantification_applied,False,,True,True,True,9.0,1.0,0.0185,0.018433333333333336,0.0005937171043518961,0.0002999999999999982,0.0174,0.0194,9.0,1.0,0.0252,0.025255555555555555,0.0007367345368433452,0.0011000000000000003,0.0242,0.0263,9.0,1.0,0.0142,0.014244444444444445,0.00021858128414339978,0.00020000000000000052,0.014,0.0147,True
erken_s2_processing_baseline_control_v1.0,2019-08-25,2019,ACOLITE,L2R,rhos,S2A_MSIL1C_20190825T102031_N0500_R065_T34VCM_20230430T034035,True,True,N0500,2019-08-25T10:20:31Z,2023-04-30T03:40:35Z,1343.7222685185186,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,acolite_geotiff_scale_offset_applied_source_l1c_baseline_recorded,False,,True,True,True,9.0,1.0,0.015427903272211552,0.01536929276254442,0.0005537274441681176,0.0009408742189407349,0.01460549607872963,0.016260934993624687,9.0,1.0,0.021327825263142586,0.021367461731036503,0.0006473841744807112,0.0009543504565954208,0.020489118993282318,0.022282389923930168,9.0,1.0,0.015743384137749672,0.015841027204361226,0.00023557818766964338,0.00011789612472057343,0.015619304962456226,0.016434278339147568,True
erken_s2_processing_baseline_control_v1.0,2019-08-27,2019,L1C,L1C,TOA,S2B_MSIL1C_20190827T101029_N0500_R022_T34VCM_20230523T230349,True,True,N0500,2019-08-27T10:10:29Z,2023-05-23T23:03:49Z,1365.537037037037,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,metadata_derived_offset_and_quantification_applied,False,,True,True,True,9.0,1.0,0.045075,0.04504444444444445,0.00035504792321287864,0.00045000000000000595,0.044525,0.0455,9.0,1.0,0.0463,0.04675555555555556,0.0011314936048329126,0.0015000000000000013,0.0456,0.0485,9.0,1.0,0.0399,0.03995555555555556,0.00037785946829181985,0.0005999999999999964,0.0396,0.0407,True
erken_s2_processing_baseline_control_v1.0,2019-08-27,2019,L2A,L2A,BOA,S2B_MSIL2A_20190827T101029_N0500_R022_T34VCM_20230524T153400,True,True,N0500,2019-08-27T10:10:29Z,2023-05-24T15:34:00Z,1366.2246643518517,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,metadata_derived_offset_and_quantification_applied,False,,True,True,True,9.0,1.0,0.0198,0.019755555555555557,0.000497772817435603,0.0006999999999999992,0.019,0.0204,9.0,1.0,0.0272,0.02787777777777778,0.0016254059322041506,0.0020999999999999977,0.0262,0.0304,9.0,1.0,0.0177,0.017766666666666663,0.00041533119314590407,0.0007000000000000027,0.0173,0.0185,True
erken_s2_processing_baseline_control_v1.0,2019-08-27,2019,ACOLITE,L2R,rhos,S2B_MSIL1C_20190827T101029_N0500_R022_T34VCM_20230523T230349,True,True,N0500,2019-08-27T10:10:29Z,2023-05-23T23:03:49Z,1365.537037037037,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,acolite_geotiff_scale_offset_applied_source_l1c_baseline_recorded,False,,True,True,True,9.0,1.0,0.012683487497270107,0.012695617456403043,0.0005262092578438457,0.0007397010922431946,0.011835272423923016,0.013293986208736897,9.0,1.0,0.019767479971051216,0.02031997756825553,0.00137245258190494,0.0018052812665700912,0.01891155168414116,0.022441143169999123,9.0,1.0,0.015575907193124294,0.015642784535884857,0.0004521047113860122,0.0007106773555278778,0.015209432691335678,0.016531312838196754,True
erken_s2_processing_baseline_control_v1.0,2019-08-30,2019,L1C,L1C,TOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_l2a_representative_for_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2019-08-30,2019,L2A,L2A,BOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_representative_frozen_scl_gate_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2019-08-30,2019,ACOLITE,L2R,rhos,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,not_eligible_no_frozen_l2a_representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2019-09-01,2019,L1C,L1C,TOA,S2A_MSIL1C_20190901T101031_N0500_R022_T34VCM_20230701T230615,True,True,N0500,2019-09-01T10:10:31Z,2023-07-01T23:06:15Z,1399.5387037037037,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,metadata_derived_offset_and_quantification_applied,False,,True,True,True,9.0,1.0,0.05145,0.051383333333333336,0.0005200661015678676,0.0007500000000000007,0.0506,0.0521,9.0,1.0,0.0474,0.04726666666666667,0.0008093207028119329,0.0010000000000000009,0.046,0.0485,9.0,1.0,0.048,0.04786666666666667,0.0007549834435270758,0.000899999999999998,0.0465,0.0488,True
erken_s2_processing_baseline_control_v1.0,2019-09-01,2019,L2A,L2A,BOA,S2A_MSIL2A_20190901T101031_N0500_R022_T34VCM_20230702T225854,True,True,N0500,2019-09-01T10:10:31Z,2023-07-02T22:58:54Z,1400.533599537037,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,metadata_derived_offset_and_quantification_applied,False,,True,True,True,9.0,1.0,0.0203,0.020099999999999996,0.0007729812416870155,0.0011000000000000003,0.0189,0.0212,9.0,1.0,0.0228,0.02254444444444444,0.0013630032200173908,0.0017000000000000001,0.0204,0.0247,9.0,1.0,0.0203,0.0199,0.001181101181101772,0.0011000000000000003,0.0174,0.0212,True
erken_s2_processing_baseline_control_v1.0,2019-09-01,2019,ACOLITE,L2R,rhos,S2A_MSIL1C_20190901T101031_N0500_R022_T34VCM_20230701T230615,True,True,N0500,2019-09-01T10:10:31Z,2023-07-01T23:06:15Z,1399.5387037037037,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,acolite_geotiff_scale_offset_applied_source_l1c_baseline_recorded,False,,True,True,True,9.0,1.0,0.01720821112394333,0.01743381077216731,0.0009947186433465803,0.0013472549617290497,0.016000663861632347,0.01882447488605976,9.0,1.0,0.020604517310857773,0.020421516357196703,0.0011006817151450205,0.0013606511056423187,0.01869831420481205,0.022100212052464485,9.0,1.0,0.02549130469560623,0.02531390864815977,0.0009983074476821896,0.0011883489787578583,0.02350427769124508,0.026547303423285484,True
erken_s2_processing_baseline_control_v1.0,2019-09-04,2019,L1C,L1C,TOA,S2A_MSIL1C_20190904T102021_N0500_R065_T34VCM_20230702T101739,True,True,N0500,2019-09-04T10:20:21Z,2023-07-02T10:17:39Z,1396.998125,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,metadata_derived_offset_and_quantification_applied,False,,True,True,True,9.0,1.0,0.055675,0.05534722222222222,0.008709463642753466,0.007625,0.040975,0.07065,9.0,1.0,0.053,0.05498888888888889,0.009663907652244567,0.0116,0.041,0.0723,9.0,1.0,0.0592,0.05863333333333334,0.010363397126425292,0.010599999999999998,0.0419,0.0771,True
erken_s2_processing_baseline_control_v1.0,2019-09-04,2019,L2A,L2A,BOA,S2A_MSIL2A_20190904T102021_N0500_R065_T34VCM_20230703T073148,True,True,N0500,2019-09-04T10:20:21Z,2023-07-03T07:31:48Z,1397.8829513888888,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,metadata_derived_offset_and_quantification_applied,False,,True,True,True,9.0,1.0,0.0386,0.03814444444444445,0.010984774816889866,0.009600000000000004,0.02,0.0575,9.0,1.0,0.0404,0.04285555555555556,0.012468872353897034,0.015,0.0248,0.0652,9.0,1.0,0.047,0.04627777777777778,0.012573461911679075,0.012900000000000002,0.0259,0.0686,True
erken_s2_processing_baseline_control_v1.0,2019-09-04,2019,ACOLITE,L2R,rhos,S2A_MSIL1C_20190904T102021_N0500_R065_T34VCM_20230702T101739,True,True,N0500,2019-09-04T10:20:21Z,2023-07-02T10:17:39Z,1396.998125,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,acolite_geotiff_scale_offset_applied_source_l1c_baseline_recorded,False,no_valid_pixels_after_acolite_qa_in_3x3_window,False,False,False,0.0,0.0,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2019-09-06,2019,L1C,L1C,TOA,S2B_MSIL1C_20190906T101029_N0500_R022_T34VCM_20230501T234630,True,True,N0500,2019-09-06T10:10:29Z,2023-05-01T23:46:30Z,1333.5666782407407,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,metadata_derived_offset_and_quantification_applied,False,,True,True,True,9.0,1.0,0.03565,0.03566388888888889,0.00030287969742310374,0.0003999999999999976,0.035225,0.036225,9.0,1.0,0.0335,0.03355555555555556,0.0005246692079565723,0.0008000000000000021,0.0328,0.0343,9.0,1.0,0.0288,0.0288,0.00012247448713915922,9.99999999999994e-05,0.0287,0.0291,True
erken_s2_processing_baseline_control_v1.0,2019-09-06,2019,L2A,L2A,BOA,S2B_MSIL2A_20190906T101029_N0500_R022_T34VCM_20230502T203254,True,True,N0500,2019-09-06T10:10:29Z,2023-05-02T20:32:54Z,1334.4322337962963,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,metadata_derived_offset_and_quantification_applied,False,,True,True,True,9.0,1.0,0.0134,0.013333333333333332,0.0003937003937005906,0.0004999999999999987,0.0127,0.014,9.0,1.0,0.0153,0.015366666666666667,0.0006837397165588669,0.0011000000000000003,0.0144,0.0163,9.0,1.0,0.0105,0.010555555555555556,0.0001740051084818424,9.99999999999994e-05,0.0103,0.0109,True
