year,method,reconstruction_status,reconstruction_failure_reason,repository_code_commit,repository_worktree_dirty,temporal_master_sha256,preperformance_manifest_payload_sha256,timesat_core_version,timesat_core_source_git_commit,timesat_cli_version,timesat_cli_source_git_commit,timesat_defaults_snapshot_payload_sha256,contract_version,outer_test_year,inner_selection_years,spline_candidate_grid,selected_smoothing,first_sparse_input_date,last_sparse_input_date,mask_scenario_id,diagnostic_n_sparse_inputs,diagnostic_minimum_reconstructed_value,diagnostic_n_negative_reconstructed_days,diagnostic_fraction_negative_reconstructed_days,diagnostic_negative_values_clipped,diagnostic_boundary_extrapolation,diagnostic_sparse_input_checksum,diagnostic_identical_sparse_input_enforced,n_pointwise_evaluation_dates,n_predictions_available,n_predictions_missing_or_nonfinite,q05_reference,q95_reference,q95_minus_q05,scale_available,scale_unavailable_reason,pointwise_metric_status,pointwise_metric_reason,bias,mae,rmse,nrmse,nrmse_status,nrmse_reason,n_common_support_dates,n_common_support_predictions,n_missing_common_support_predictions,minimum_reconstructed_value,n_negative_reconstructed_days,fraction_negative_reconstructed_days,negative_values_clipped,reference_peak_status,reference_peak_reason,reference_peak_time,reference_peak_value,reference_peak_plateau_start,reference_peak_plateau_end,reference_peak_plateau_days,reference_peak_at_boundary,reference_peak_distance_to_nearest_boundary_days,reconstruction_peak_status,reconstruction_peak_reason,reconstruction_peak_time,reconstruction_peak_value,reconstruction_peak_plateau_start,reconstruction_peak_plateau_end,reconstruction_peak_plateau_days,reconstruction_peak_at_boundary,reconstruction_peak_distance_to_nearest_boundary_days,seasonal_metric_status,seasonal_metric_reason,peak_timing_metric_status,peak_timing_metric_reason,signed_peak_date_error_days,absolute_peak_date_error_days,peak_timing_success_5d,peak_timing_success_10d,peak_timing_success_15d,signed_peak_magnitude_error,absolute_peak_magnitude_error,normalized_absolute_peak_magnitude_error,reference_integral,reconstruction_integral,signed_integral_error,absolute_integral_error,relative_integral_error,relative_integral_status,relative_integral_reason,pearson_correlation,correlation_status,correlation_reason,diagnostic_n_finite_output_dates,diagnostic_n_output_dates,diagnostic_n_missing_required_support_dates
2022,timesat_double_logistic,ok,,a168e38c80ef247ff1ff033c80833403cc13a2da,False,93aec2a9dc2bfc56b439787498d21fa22a3d3aeb2b68784c15f317677644e0b8,170097cb3f6aa6e06129cc78e88b20883f682b0cc092a2a614a8055f29fdf2e3,4.4.1,b20844140bf38543349552341212609fa18b24b1,1.9.2,258b50565b322d9f5bafd9df9b822c80ca09a847,175a8fec6ae4a05495f342d4f78b54f7d44561b9a3f7c47a379eef2dbfef447b,Reconstruction_Analysis_Contract_v1.0.1,2022,2019;2020;2021;2023;2024;2025,0;1;3;10;30;100;300;1000,10,2022-04-18,2022-12-09,actual_sentinel2_primary_sparse_input,36,1.7642470598220825,0,0,False,,22bde5d6d9dc59521e44141a8ff2e30ff8931df0264677dec4dd2ecdf8ecaca3,True,200,200,0,1.513585,18.3184,16.804815000000001,True,,ok,,-0.29658442773838034,2.6259611057443619,5.6287582150949822,0.33494913303686957,ok,,236,236,0,1.7642470598220825,0,0,False,ok,,2022-08-07,57.523899999999998,2022-08-07,2022-08-07,1,False,111,ok,,2022-08-06T00:00:00,13.600553512573242,2022-08-06,2022-08-06,1,False,110,ok,,ok,,-1,1,True,True,True,-43.923346487426755,43.923346487426755,2.6137357946175994,1403.2845200000002,1348.4887933731079,-54.795726626892247,54.795726626892247,-0.03904819432262549,ok,,0.68971023098309792,ok,,365,365,0
2022,timesat_smoothing_spline,ok,,a168e38c80ef247ff1ff033c80833403cc13a2da,False,93aec2a9dc2bfc56b439787498d21fa22a3d3aeb2b68784c15f317677644e0b8,170097cb3f6aa6e06129cc78e88b20883f682b0cc092a2a614a8055f29fdf2e3,4.4.1,b20844140bf38543349552341212609fa18b24b1,1.9.2,258b50565b322d9f5bafd9df9b822c80ca09a847,175a8fec6ae4a05495f342d4f78b54f7d44561b9a3f7c47a379eef2dbfef447b,Reconstruction_Analysis_Contract_v1.0.1,2022,2019;2020;2021;2023;2024;2025,0;1;3;10;30;100;300;1000,10,2022-04-18,2022-12-09,actual_sentinel2_primary_sparse_input,36,1.3133481740951538,0,0,False,,22bde5d6d9dc59521e44141a8ff2e30ff8931df0264677dec4dd2ecdf8ecaca3,True,200,200,0,1.513585,18.3184,16.804815000000001,True,,ok,,-0.88640933313388814,1.6052803355981826,4.7041679610539289,0.27992976781082851,ok,,236,236,0,1.3133481740951538,0,0,False,ok,,2022-08-07,57.523899999999998,2022-08-07,2022-08-07,1,False,111,ok,,2022-07-25T00:00:00,17.250907897949219,2022-07-25,2022-07-25,1,False,98,ok,,ok,,-13,13,False,False,True,-40.272992102050779,40.272992102050779,2.3965150525043435,1403.2845200000002,1225.877755522728,-177.40676447727219,177.40676447727219,-0.12642251941699761,ok,,0.82420883673090861,ok,,365,365,0
2023,linear_interpolation,ok,,a168e38c80ef247ff1ff033c80833403cc13a2da,False,93aec2a9dc2bfc56b439787498d21fa22a3d3aeb2b68784c15f317677644e0b8,170097cb3f6aa6e06129cc78e88b20883f682b0cc092a2a614a8055f29fdf2e3,4.4.1,b20844140bf38543349552341212609fa18b24b1,1.9.2,258b50565b322d9f5bafd9df9b822c80ca09a847,175a8fec6ae4a05495f342d4f78b54f7d44561b9a3f7c47a379eef2dbfef447b,Reconstruction_Analysis_Contract_v1.0.1,2023,2019;2020;2021;2022;2024;2025,0;1;3;10;30;100;300;1000,10,2023-04-21,2023-11-29,actual_sentinel2_primary_sparse_input,27,0.90460499999999999,0,0,False,False,6f7e7a43e66eedbadfad5e8aaf52e51b3c1ce7f3116a7746b71493a6aa271a5c,True,196,196,0,0.94453010000000004,11.606679999999999,10.662149899999999,True,,ok,,0.52253299999999991,1.1504836782057781,1.8347420987909147,0.1720799384738452,ok,,223,223,0,0.90460499999999999,0,0,False,ok,,2023-04-23,15.9877,2023-04-23,2023-04-23,1,False,2,ok,,2023-04-23T00:00:00,15.9877,2023-04-23,2023-04-23,1,False,2,ok,,ok,,0,0,True,True,True,0,0,0,1061.1218505000002,1163.5383185000001,102.4164679999999,102.4164679999999,0.096517160542628821,ok,,0.88501244765435394,ok,,,,
2023,timesat_double_logistic,ok,,a168e38c80ef247ff1ff033c80833403cc13a2da,False,93aec2a9dc2bfc56b439787498d21fa22a3d3aeb2b68784c15f317677644e0b8,170097cb3f6aa6e06129cc78e88b20883f682b0cc092a2a614a8055f29fdf2e3,4.4.1,b20844140bf38543349552341212609fa18b24b1,1.9.2,258b50565b322d9f5bafd9df9b822c80ca09a847,175a8fec6ae4a05495f342d4f78b54f7d44561b9a3f7c47a379eef2dbfef447b,Reconstruction_Analysis_Contract_v1.0.1,2023,2019;2020;2021;2022;2024;2025,0;1;3;10;30;100;300;1000,10,2023-04-21,2023-11-29,actual_sentinel2_primary_sparse_input,27,1.1073585748672485,0,0,False,,6f7e7a43e66eedbadfad5e8aaf52e51b3c1ce7f3116a7746b71493a6aa271a5c,True,196,196,0,0.94453010000000004,11.606679999999999,10.662149899999999,True,,ok,,0.39425734124650758,1.3450203008213824,1.9006932417065727,0.17826547736930362,ok,,223,223,0,1.1073585748672485,0,0,False,ok,,2023-04-23,15.9877,2023-04-23,2023-04-23,1,False,2,ok,,2023-04-21T00:00:00,16.022487640380859,2023-04-21,2023-04-21,1,True,0,ok,,ok,,-2,2,True,True,True,0.034787640380859131,0.034787640380859131,0.0032627228755111701,1061.1218505000002,1132.5735296607018,71.451679160701588,71.451679160701588,0.067335979489097864,ok,,0.86203013794015915,ok,,365,365,0
2023,timesat_smoothing_spline,ok,,a168e38c80ef247ff1ff033c80833403cc13a2da,False,93aec2a9dc2bfc56b439787498d21fa22a3d3aeb2b68784c15f317677644e0b8,170097cb3f6aa6e06129cc78e88b20883f682b0cc092a2a614a8055f29fdf2e3,4.4.1,b20844140bf38543349552341212609fa18b24b1,1.9.2,258b50565b322d9f5bafd9df9b822c80ca09a847,175a8fec6ae4a05495f342d4f78b54f7d44561b9a3f7c47a379eef2dbfef447b,Reconstruction_Analysis_Contract_v1.0.1,2023,2019;2020;2021;2022;2024;2025,0;1;3;10;30;100;300;1000,10,2023-04-21,2023-11-29,actual_sentinel2_primary_sparse_input,27,0.51566940546035767,0,0,False,,6f7e7a43e66eedbadfad5e8aaf52e51b3c1ce7f3116a7746b71493a6aa271a5c,True,196,196,0,0.94453010000000004,11.606679999999999,10.662149899999999,True,,ok,,0.75371308151585714,1.3890923326526368,2.1035961649433146,0.1972956847045749,ok,,223,223,0,0.80434566736221313,0,0,False,ok,,2023-04-23,15.9877,2023-04-23,2023-04-23,1,False,2,ok,,2023-04-22T00:00:00,14.537269592285156,2023-04-22,2023-04-22,1,False,1,ok,,ok,,-1,1,True,True,True,-1.450430407714844,1.450430407714844,0.13603545451136867,1061.1218505000002,1208.3350663483143,147.21321584831412,147.21321584831412,0.13873356370802026,ok,,0.85485623348592388,ok,,365,365,0
2024,linear_interpolation,ok,,a168e38c80ef247ff1ff033c80833403cc13a2da,False,93aec2a9dc2bfc56b439787498d21fa22a3d3aeb2b68784c15f317677644e0b8,170097cb3f6aa6e06129cc78e88b20883f682b0cc092a2a614a8055f29fdf2e3,4.4.1,b20844140bf38543349552341212609fa18b24b1,1.9.2,258b50565b322d9f5bafd9df9b822c80ca09a847,175a8fec6ae4a05495f342d4f78b54f7d44561b9a3f7c47a379eef2dbfef447b,Reconstruction_Analysis_Contract_v1.0.1,2024,2019;2020;2021;2022;2023;2025,0;1;3;10;30;100;300;1000,3,2024-04-17,2024-11-28,actual_sentinel2_primary_sparse_input,40,1.0061599999999999,0,0,False,False,c3e5df0d08bbb849a4efbf97ab0fd61b463a182e2973d6174c272ad5597f8f4d,True,186,186,0,1.3134375,17.630824999999998,16.317387499999999,True,,ok,,-0.16261415591397849,1.9195744852429533,3.4494627554158876,0.21139797994108359,ok,,226,226,0,1.0061599999999999,0,0,False,ok,,2024-08-31,35.773899999999998,2024-08-31,2024-08-31,1,False,89,ok,,2024-09-04T00:00:00,27.197600000000001,2024-09-04,2024-09-04,1,False,85,ok,,ok,,4,4,True,True,True,-8.5762999999999963,8.5762999999999963,0.52559271513286043,1367.9777779999999,1337.7315450000001,-30.246232999999847,30.246232999999847,-0.022110178605547384,ok,,0.84725500956820921,ok,,,,
2024,timesat_double_logistic,ok,,a168e38c80ef247ff1ff033c80833403cc13a2da,False,93aec2a9dc2bfc56b439787498d21fa22a3d3aeb2b68784c15f317677644e0b8,170097cb3f6aa6e06129cc78e88b20883f682b0cc092a2a614a8055f29fdf2e3,4.4.1,b20844140bf38543349552341212609fa18b24b1,1.9.2,258b50565b322d9f5bafd9df9b822c80ca09a847,175a8fec6ae4a05495f342d4f78b54f7d44561b9a3f7c47a379eef2dbfef447b,Reconstruction_Analysis_Contract_v1.0.1,2024,2019;2020;2021;2022;2023;2025,0;1;3;10;30;100;300;1000,3,2024-04-17,2024-11-28,actual_sentinel2_primary_sparse_input,40,1.0061600208282471,0,0,False,,c3e5df0d08bbb849a4efbf97ab0fd61b463a182e2973d6174c272ad5597f8f4d,True,186,186,0,1.3134375,17.630824999999998,16.317387499999999,True,,ok,,-0.22812532504096086,2.6850856691507725,3.6821108707119303,0.22565566152743083,ok,,226,226,0,1.0061600208282471,0,0,False,ok,,2024-08-31,35.773899999999998,2024-08-31,2024-08-31,1,False,89,ok,,2024-08-30T00:00:00,16.807426452636719,2024-08-30,2024-08-30,1,False,90,ok,,ok,,-1,1,True,True,True,-18.966473547363279,18.966473547363279,1.1623474375026812,1367.9777779999999,1312.1260824799538,-55.851695520046178,55.851695520046178,-0.040827926022089359,ok,,0.79252834296939945,ok,,365,365,0
2024,timesat_smoothing_spline,ok,,a168e38c80ef247ff1ff033c80833403cc13a2da,False,93aec2a9dc2bfc56b439787498d21fa22a3d3aeb2b68784c15f317677644e0b8,170097cb3f6aa6e06129cc78e88b20883f682b0cc092a2a614a8055f29fdf2e3,4.4.1,b20844140bf38543349552341212609fa18b24b1,1.9.2,258b50565b322d9f5bafd9df9b822c80ca09a847,175a8fec6ae4a05495f342d4f78b54f7d44561b9a3f7c47a379eef2dbfef447b,Reconstruction_Analysis_Contract_v1.0.1,2024,2019;2020;2021;2022;2023;2025,0;1;3;10;30;100;300;1000,3,2024-04-17,2024-11-28,actual_sentinel2_primary_sparse_input,40,0,0,0,False,,c3e5df0d08bbb849a4efbf97ab0fd61b463a182e2973d6174c272ad5597f8f4d,True,186,186,0,1.3134375,17.630824999999998,16.317387499999999,True,,ok,,-0.5131129983245456,2.1029770194989865,3.6996815332100947,0.22673246763368798,ok,,226,226,0,0,0,0,False,ok,,2024-08-31,35.773899999999998,2024-08-31,2024-08-31,1,False,89,ok,,2024-09-03T00:00:00,23.684806823730469,2024-09-03,2024-09-03,1,False,86,ok,,ok,,3,3,True,True,True,-12.089093176269529,12.089093176269529,0.74087185686247448,1367.9777779999999,1272.4679809883237,-95.509797011676255,95.509797011676255,-0.069818237216771703,ok,,0.8181046954775465,ok,,365,365,0
2025,linear_interpolation,ok,,a168e38c80ef247ff1ff033c80833403cc13a2da,False,93aec2a9dc2bfc56b439787498d21fa22a3d3aeb2b68784c15f317677644e0b8,170097cb3f6aa6e06129cc78e88b20883f682b0cc092a2a614a8055f29fdf2e3,4.4.1,b20844140bf38543349552341212609fa18b24b1,1.9.2,258b50565b322d9f5bafd9df9b822c80ca09a847,175a8fec6ae4a05495f342d4f78b54f7d44561b9a3f7c47a379eef2dbfef447b,Reconstruction_Analysis_Contract_v1.0.1,2025,2019;2020;2021;2022;2023;2024,0;1;3;10;30;100;300;1000,10,2025-03-21,2025-11-26,actual_sentinel2_primary_sparse_input,48,1.1888799999999999,0,0,False,False,947d0da57e9f0885fc6b50667452005f349bb9a795477360164cf86590c1093d,True,203,203,0,1.3806750000000001,31.359949999999998,29.979274999999998,True,,ok,,1.1492236650246304,3.8853107354517409,7.9678487741828974,0.26577856783337483,ok,,251,251,0,1.1888799999999999,0,0,False,ok,,2025-10-14,83.4709,2025-10-14,2025-10-14,1,False,43,ok,,2025-03-28T00:00:00,40.700299999999999,2025-03-28,2025-03-28,1,False,7,ok,,ok,,-200,200,False,False,False,-42.770600000000002,42.770600000000002,1.4266722594192156,2516.302831,2749.5952350000002,233.29240400000026,233.29240400000026,0.092712371947412983,ok,,0.76585398338162136,ok,,,,
2025,timesat_double_logistic,ok,,a168e38c80ef247ff1ff033c80833403cc13a2da,False,93aec2a9dc2bfc56b439787498d21fa22a3d3aeb2b68784c15f317677644e0b8,170097cb3f6aa6e06129cc78e88b20883f682b0cc092a2a614a8055f29fdf2e3,4.4.1,b20844140bf38543349552341212609fa18b24b1,1.9.2,258b50565b322d9f5bafd9df9b822c80ca09a847,175a8fec6ae4a05495f342d4f78b54f7d44561b9a3f7c47a379eef2dbfef447b,Reconstruction_Analysis_Contract_v1.0.1,2025,2019;2020;2021;2022;2023;2024,0;1;3;10;30;100;300;1000,10,2025-03-21,2025-11-26,actual_sentinel2_primary_sparse_input,48,1.1888799667358398,0,0,False,,947d0da57e9f0885fc6b50667452005f349bb9a795477360164cf86590c1093d,True,203,203,0,1.3806750000000001,31.359949999999998,29.979274999999998,True,,ok,,-0.083652881769903598,4.6919608880097714,8.3136740105172517,0.27731404480319327,ok,,251,251,0,1.1888799667358398,0,0,False,ok,,2025-10-14,83.4709,2025-10-14,2025-10-14,1,False,43,ok,,2025-03-21T00:00:00,32.176765441894531,2025-03-21,2025-03-21,1,True,0,ok,,ok,,-207,207,False,False,False,-51.294134558105469,51.294134558105469,1.7109864917715814,2516.302831,2498.6687022447586,-17.634128755241363,17.634128755241363,-0.0070079517210706356,ok,,0.67556240869231543,ok,,365,365,0
2025,timesat_smoothing_spline,ok,,a168e38c80ef247ff1ff033c80833403cc13a2da,False,93aec2a9dc2bfc56b439787498d21fa22a3d3aeb2b68784c15f317677644e0b8,170097cb3f6aa6e06129cc78e88b20883f682b0cc092a2a614a8055f29fdf2e3,4.4.1,b20844140bf38543349552341212609fa18b24b1,1.9.2,258b50565b322d9f5bafd9df9b822c80ca09a847,175a8fec6ae4a05495f342d4f78b54f7d44561b9a3f7c47a379eef2dbfef447b,Reconstruction_Analysis_Contract_v1.0.1,2025,2019;2020;2021;2022;2023;2024,0;1;3;10;30;100;300;1000,10,2025-03-21,2025-11-26,actual_sentinel2_primary_sparse_input,48,0,0,0,False,,947d0da57e9f0885fc6b50667452005f349bb9a795477360164cf86590c1093d,True,203,203,0,1.3806750000000001,31.359949999999998,29.979274999999998,True,,ok,,1.2779358887629393,3.9811332024046422,8.0253819526450929,0.26769766622592084,ok,,251,251,0,1.2417192459106445,0,0,False,ok,,2025-10-14,83.4709,2025-10-14,2025-10-14,1,False,43,ok,,2025-03-26T00:00:00,39.082691192626953,2025-03-26,2025-03-26,1,False,5,ok,,ok,,-202,202,False,False,False,-44.388208807373047,44.388208807373047,1.480629828685752,2516.302831,2774.1738932132721,257.87106221327213,257.87106221327213,0.10248013833485693,ok,,0.76095943091070184,ok,,365,365,0
