contract_version,outer_test_year,date,year,CHLF,prediction,prediction_available,residual,absolute_error,squared_error,residual_status,method
Reconstruction_Analysis_Contract_v1.0.1,2019,2019-04-18,2019,6.3200000000000003,4.7052079999999998,True,-1.6147920000000004,1.6147920000000004,2.6075532032640014,ok,linear_interpolation
Reconstruction_Analysis_Contract_v1.0.1,2019,2019-04-19,2019,4.9500000000000002,4.5139060000000004,True,-0.43609399999999976,0.43609399999999976,0.1901779768359998,ok,linear_interpolation
Reconstruction_Analysis_Contract_v1.0.1,2019,2019-04-20,2019,4.0700000000000003,4.3226040000000001,True,0.25260399999999983,0.25260399999999983,0.063808780815999916,ok,linear_interpolation
Reconstruction_Analysis_Contract_v1.0.1,2019,2019-04-21,2019,4.0899999999999999,4.1313019999999998,True,0.04130199999999995,0.04130199999999995,0.0017058552039999958,ok,linear_interpolation
Reconstruction_Analysis_Contract_v1.0.1,2019,2019-04-23,2019,4.4000000000000004,2.9448499999999997,True,-1.4551500000000006,1.4551500000000006,2.117461522500002,ok,linear_interpolation
Reconstruction_Analysis_Contract_v1.0.1,2019,2019-04-25,2019,2.1053500000000001,2.0657533333333333,True,-0.039596666666666724,0.039596666666666724,0.0015678960111111158,ok,linear_interpolation
Reconstruction_Analysis_Contract_v1.0.1,2019,2019-04-26,2019,2.5600100000000001,2.1818066666666667,True,-0.37820333333333345,0.37820333333333345,0.14303776134444454,ok,linear_interpolation
Reconstruction_Analysis_Contract_v1.0.1,2019,2019-04-28,2019,2.7156500000000001,2.5989149999999999,True,-0.11673500000000026,0.11673500000000026,0.01362706022500006,ok,linear_interpolation
Reconstruction_Analysis_Contract_v1.0.1,2019,2019-04-30,2019,1.86066,2.8633744444444447,True,1.0027144444444447,1.0027144444444447,1.0054362570975313,ok,linear_interpolation
Reconstruction_Analysis_Contract_v1.0.1,2019,2019-05-01,2019,1.9510099999999999,2.8267788888888892,True,0.87576888888888926,0.87576888888888926,0.76697114674567968,ok,linear_interpolation
Reconstruction_Analysis_Contract_v1.0.1,2019,2019-05-02,2019,1.7898499999999999,2.7901833333333332,True,1.0003333333333333,1.0003333333333333,1.0006667777777778,ok,linear_interpolation
Reconstruction_Analysis_Contract_v1.0.1,2019,2019-05-03,2019,1.63357,2.7535877777777777,True,1.1200177777777778,1.1200177777777778,1.2544398225382716,ok,linear_interpolation
Reconstruction_Analysis_Contract_v1.0.1,2019,2019-05-04,2019,1.5651999999999999,2.7169922222222223,True,1.1517922222222223,1.1517922222222223,1.3266253231716052,ok,linear_interpolation
Reconstruction_Analysis_Contract_v1.0.1,2019,2019-05-05,2019,1.5090399999999999,2.6803966666666668,True,1.1713566666666668,1.1713566666666668,1.3720764405444448,ok,linear_interpolation
