analysis_version,support,observation_method,metric,stratum_type,stratum_value,n_pairs_raw_CHLF,n_pairs_positive_CHLF,n_years,first_date,last_date,spearman_rho,spearman_status,spearman_reason,spearman_cluster_bootstrap_CI_low,spearman_cluster_bootstrap_CI_high,spearman_bootstrap_valid_replicates,pearson_r_log10_CHLF,pearson_status,pearson_reason,pearson_cluster_bootstrap_CI_low,pearson_cluster_bootstrap_CI_high,pearson_bootstrap_valid_replicates,p_values_reported
erken_s2_chlf_matchup_analysis_v1.0,secondary_method_specific,L2A,NDCI,calendar_year,2022,31,31,1,2022-04-18,2022-12-09,0.25362903225806455,ok,,,,0,0.2271353907311525,ok,,,,0,False
erken_s2_chlf_matchup_analysis_v1.0,secondary_method_specific,L2A,NDCI,calendar_year,2023,25,25,1,2023-04-21,2023-11-29,-0.4350836779848079,ok,,,,0,-0.2645191115690954,ok,,,,0,False
erken_s2_chlf_matchup_analysis_v1.0,secondary_method_specific,L2A,NDCI,calendar_year,2024,36,36,1,2024-04-17,2024-11-26,0.2658944658944659,ok,,,,0,0.11827442742315677,ok,,,,0,False
erken_s2_chlf_matchup_analysis_v1.0,secondary_method_specific,L2A,NDCI,calendar_year,2025,43,43,1,2025-03-21,2025-11-26,0.0749018423437028,ok,,,,0,-0.1179381093986897,ok,,,,0,False
erken_s2_chlf_matchup_analysis_v1.0,secondary_method_specific,L2A,MCI,calendar_year,2019,33,33,1,2019-04-17,2019-12-05,0.4598930481283423,ok,,,,0,0.6039325367595798,ok,,,,0,False
erken_s2_chlf_matchup_analysis_v1.0,secondary_method_specific,L2A,MCI,calendar_year,2020,53,53,1,2020-01-19,2020-11-22,0.5454692077307357,ok,,,,0,0.4679918315572449,ok,,,,0,False
erken_s2_chlf_matchup_analysis_v1.0,secondary_method_specific,L2A,MCI,calendar_year,2021,45,45,1,2021-03-19,2021-12-04,0.26616595972775225,ok,,,,0,0.052651038013209084,ok,,,,0,False
erken_s2_chlf_matchup_analysis_v1.0,secondary_method_specific,L2A,MCI,calendar_year,2022,34,34,1,2022-04-18,2022-12-09,0.11107715813598167,ok,,,,0,0.3263670383789731,ok,,,,0,False
erken_s2_chlf_matchup_analysis_v1.0,secondary_method_specific,L2A,MCI,calendar_year,2023,25,25,1,2023-04-21,2023-11-29,0.5815384615384616,ok,,,,0,0.5994921217485348,ok,,,,0,False
erken_s2_chlf_matchup_analysis_v1.0,secondary_method_specific,L2A,MCI,calendar_year,2024,36,36,1,2024-04-17,2024-11-26,0.3013063909965356,ok,,,,0,0.38224150448409777,ok,,,,0,False
erken_s2_chlf_matchup_analysis_v1.0,secondary_method_specific,L2A,MCI,calendar_year,2025,44,44,1,2025-03-21,2025-11-26,0.4005637773079633,ok,,,,0,0.4189915910298524,ok,,,,0,False
erken_s2_chlf_matchup_analysis_v1.0,secondary_method_specific,ACOLITE,NDCI,calendar_year,2019,27,27,1,2019-04-17,2019-11-05,0.38217338217338215,ok,,,,0,0.38217820410354153,ok,,,,0,False
erken_s2_chlf_matchup_analysis_v1.0,secondary_method_specific,ACOLITE,NDCI,calendar_year,2020,47,47,1,2020-01-24,2020-11-04,0.15714616096207215,ok,,,,0,0.08939756946656228,ok,,,,0,False
erken_s2_chlf_matchup_analysis_v1.0,secondary_method_specific,ACOLITE,NDCI,calendar_year,2021,36,36,1,2021-03-19,2021-11-12,0.49163449163449163,ok,,,,0,0.5418236363910394,ok,,,,0,False
erken_s2_chlf_matchup_analysis_v1.0,secondary_method_specific,ACOLITE,NDCI,calendar_year,2022,28,28,1,2022-04-18,2022-11-12,0.4696223316912972,ok,,,,0,0.3989912432926359,ok,,,,0,False
erken_s2_chlf_matchup_analysis_v1.0,secondary_method_specific,ACOLITE,NDCI,calendar_year,2023,20,20,1,2023-04-21,2023-10-18,-0.431578947368421,ok,,,,0,-0.4092856090898502,ok,,,,0,False
erken_s2_chlf_matchup_analysis_v1.0,secondary_method_specific,ACOLITE,NDCI,calendar_year,2024,33,33,1,2024-05-07,2024-11-13,0.26771390374331555,ok,,,,0,0.3649108916362128,ok,,,,0,False
erken_s2_chlf_matchup_analysis_v1.0,secondary_method_specific,ACOLITE,NDCI,calendar_year,2025,32,32,1,2025-03-23,2025-11-16,0.3071847507331378,ok,,,,0,0.36500992346007405,ok,,,,0,False
erken_s2_chlf_matchup_analysis_v1.0,secondary_method_specific,ACOLITE,MCI,calendar_year,2019,27,27,1,2019-04-17,2019-11-05,0.3919413919413919,ok,,,,0,0.5285160632081023,ok,,,,0,False
erken_s2_chlf_matchup_analysis_v1.0,secondary_method_specific,ACOLITE,MCI,calendar_year,2020,47,47,1,2020-01-24,2020-11-04,0.470513413506013,ok,,,,0,0.4464458716721049,ok,,,,0,False
erken_s2_chlf_matchup_analysis_v1.0,secondary_method_specific,ACOLITE,MCI,calendar_year,2021,36,36,1,2021-03-19,2021-11-12,0.12483912483912483,ok,,,,0,0.42651662605350055,ok,,,,0,False
erken_s2_chlf_matchup_analysis_v1.0,secondary_method_specific,ACOLITE,MCI,calendar_year,2022,29,29,1,2022-04-18,2022-11-22,0.3354679802955664,ok,,,,0,0.1712029930949932,ok,,,,0,False
erken_s2_chlf_matchup_analysis_v1.0,secondary_method_specific,ACOLITE,MCI,calendar_year,2023,20,20,1,2023-04-21,2023-10-18,0.6616541353383457,ok,,,,0,0.587430981027158,ok,,,,0,False
erken_s2_chlf_matchup_analysis_v1.0,secondary_method_specific,ACOLITE,MCI,calendar_year,2024,33,33,1,2024-05-07,2024-11-13,0.3713235294117647,ok,,,,0,0.2652671267438604,ok,,,,0,False
erken_s2_chlf_matchup_analysis_v1.0,secondary_method_specific,ACOLITE,MCI,calendar_year,2025,32,32,1,2025-03-23,2025-11-16,0.783357771260997,ok,,,,0,0.6711472057126254,ok,,,,0,False
