analysis_version,date,year,measurement_regime,observation_method,metric,index_value,CHLF,log10_CHLF,method_specific_support,primary_common_support,source_product_id,valid_pixel_count
erken_s2_chlf_matchup_analysis_v1.0,2020-06-27,2020,pre_2023,ACOLITE,NDCI,0.0049922017180052515,1.5504,0.1904437597066901,True,True,S2A_MSIL1C_20200627T101031_N0500_R022_T34VCM_20230329T045046,9
erken_s2_chlf_matchup_analysis_v1.0,2020-06-27,2020,pre_2023,ACOLITE,MCI,-0.0016555836113790676,1.5504,0.1904437597066901,True,True,S2A_MSIL1C_20200627T101031_N0500_R022_T34VCM_20230329T045046,9
erken_s2_chlf_matchup_analysis_v1.0,2020-07-02,2020,pre_2023,L1C,NDCI,-0.04377104377104376,4.00389,0.6024821374763031,True,False,S2B_MSIL1C_20200702T100559_N0500_R022_T34VCM_20230530T180855,9
erken_s2_chlf_matchup_analysis_v1.0,2020-07-02,2020,pre_2023,L1C,MCI,-0.003963333333333326,4.00389,0.6024821374763031,True,False,S2B_MSIL1C_20200702T100559_N0500_R022_T34VCM_20230530T180855,9
erken_s2_chlf_matchup_analysis_v1.0,2020-07-02,2020,pre_2023,L2A,NDCI,0.006858710562414272,4.00389,0.6024821374763031,True,False,S2B_MSIL2A_20200702T100559_N0500_R022_T34VCM_20230531T012547,9
erken_s2_chlf_matchup_analysis_v1.0,2020-07-02,2020,pre_2023,L2A,MCI,-0.0011866666666666657,4.00389,0.6024821374763031,True,False,S2B_MSIL2A_20200702T100559_N0500_R022_T34VCM_20230531T012547,9
erken_s2_chlf_matchup_analysis_v1.0,2020-07-12,2020,pre_2023,L1C,NDCI,-0.05850706119704102,6.43307,0.8084182771035134,True,True,S2B_MSIL1C_20200712T100559_N0500_R022_T34VCM_20230614T001712,9
erken_s2_chlf_matchup_analysis_v1.0,2020-07-12,2020,pre_2023,L1C,MCI,0.0002783333333333318,6.43307,0.8084182771035134,True,True,S2B_MSIL1C_20200712T100559_N0500_R022_T34VCM_20230614T001712,9
erken_s2_chlf_matchup_analysis_v1.0,2020-07-12,2020,pre_2023,L2A,NDCI,-0.016304347826086953,6.43307,0.8084182771035134,True,True,S2B_MSIL2A_20200712T100559_N0500_R022_T34VCM_20230614T061252,9
erken_s2_chlf_matchup_analysis_v1.0,2020-07-12,2020,pre_2023,L2A,MCI,0.0030466666666666663,6.43307,0.8084182771035134,True,True,S2B_MSIL2A_20200712T100559_N0500_R022_T34VCM_20230614T061252,9
erken_s2_chlf_matchup_analysis_v1.0,2020-07-12,2020,pre_2023,ACOLITE,NDCI,-0.004386653751508015,6.43307,0.8084182771035134,True,True,S2B_MSIL1C_20200712T100559_N0500_R022_T34VCM_20230614T001712,9
erken_s2_chlf_matchup_analysis_v1.0,2020-07-12,2020,pre_2023,ACOLITE,MCI,0.0009021872033675507,6.43307,0.8084182771035134,True,True,S2B_MSIL1C_20200712T100559_N0500_R022_T34VCM_20230614T001712,9
erken_s2_chlf_matchup_analysis_v1.0,2020-07-25,2020,pre_2023,L1C,NDCI,-0.010123734533183278,5.11865,0.7091554346361342,True,True,S2B_MSIL1C_20200725T101559_N0500_R065_T34VCM_20230429T203729,9
erken_s2_chlf_matchup_analysis_v1.0,2020-07-25,2020,pre_2023,L1C,MCI,0.0020599999999999993,5.11865,0.7091554346361342,True,True,S2B_MSIL1C_20200725T101559_N0500_R065_T34VCM_20230429T203729,9
erken_s2_chlf_matchup_analysis_v1.0,2020-07-25,2020,pre_2023,L2A,NDCI,0.10526315789473686,5.11865,0.7091554346361342,True,True,S2B_MSIL2A_20200725T101559_N0500_R065_T34VCM_20230430T175257,9
erken_s2_chlf_matchup_analysis_v1.0,2020-07-25,2020,pre_2023,L2A,MCI,0.004666666666666668,5.11865,0.7091554346361342,True,True,S2B_MSIL2A_20200725T101559_N0500_R065_T34VCM_20230430T175257,9
erken_s2_chlf_matchup_analysis_v1.0,2020-07-25,2020,pre_2023,ACOLITE,NDCI,0.09502140243851434,5.11865,0.7091554346361342,True,True,S2B_MSIL1C_20200725T101559_N0500_R065_T34VCM_20230429T203729,9
erken_s2_chlf_matchup_analysis_v1.0,2020-07-25,2020,pre_2023,ACOLITE,MCI,0.002851542147497336,5.11865,0.7091554346361342,True,True,S2B_MSIL1C_20200725T101559_N0500_R065_T34VCM_20230429T203729,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-01,2020,pre_2023,L1C,NDCI,0.10820124052377673,10.0392,1.0016991062922362,True,True,S2B_MSIL1C_20200801T100559_N0500_R022_T34VCM_20230420T124330,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-01,2020,pre_2023,L1C,MCI,-0.00015833333333332977,10.0392,1.0016991062922362,True,True,S2B_MSIL1C_20200801T100559_N0500_R022_T34VCM_20230420T124330,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-01,2020,pre_2023,L2A,NDCI,0.3548387096774194,10.0392,1.0016991062922362,True,True,S2B_MSIL2A_20200801T100559_N0500_R022_T34VCM_20230421T101210,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-01,2020,pre_2023,L2A,MCI,0.002939999999999998,10.0392,1.0016991062922362,True,True,S2B_MSIL2A_20200801T100559_N0500_R022_T34VCM_20230421T101210,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-01,2020,pre_2023,ACOLITE,NDCI,0.31897666734806,10.0392,1.0016991062922362,True,True,S2B_MSIL1C_20200801T100559_N0500_R022_T34VCM_20230420T124330,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-01,2020,pre_2023,ACOLITE,MCI,0.0004188578575849561,10.0392,1.0016991062922362,True,True,S2B_MSIL1C_20200801T100559_N0500_R022_T34VCM_20230420T124330,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-09,2020,pre_2023,L1C,NDCI,-0.041136430896714996,38.9536,1.5905476003368753,True,True,S2A_MSIL1C_20200809T102031_N0500_R065_T34VCM_20230420T085814,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-09,2020,pre_2023,L1C,MCI,-0.0020483333333333326,38.9536,1.5905476003368753,True,True,S2A_MSIL1C_20200809T102031_N0500_R065_T34VCM_20230420T085814,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-09,2020,pre_2023,L2A,NDCI,0.033898305084745776,38.9536,1.5905476003368753,True,True,S2A_MSIL2A_20200809T102031_N0500_R065_T34VCM_20230420T170300,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-09,2020,pre_2023,L2A,MCI,0.001386666666666668,38.9536,1.5905476003368753,True,True,S2A_MSIL2A_20200809T102031_N0500_R065_T34VCM_20230420T170300,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-09,2020,pre_2023,ACOLITE,NDCI,0.051672756544342495,38.9536,1.5905476003368753,True,True,S2A_MSIL1C_20200809T102031_N0500_R065_T34VCM_20230420T085814,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-09,2020,pre_2023,ACOLITE,MCI,-0.0010759351154168428,38.9536,1.5905476003368753,True,True,S2A_MSIL1C_20200809T102031_N0500_R065_T34VCM_20230420T085814,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-11,2020,pre_2023,ACOLITE,NDCI,-0.016280794623081685,7.81668,0.8930223331316298,True,False,S2B_MSIL1C_20200811T100559_N0500_R022_T34VCM_20230520T144508,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-11,2020,pre_2023,ACOLITE,MCI,-0.0007215352108081181,7.81668,0.8930223331316298,True,False,S2B_MSIL1C_20200811T100559_N0500_R022_T34VCM_20230520T144508,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-14,2020,pre_2023,L1C,NDCI,-0.060921248142644865,11.1112,1.045760964902633,True,True,S2B_MSIL1C_20200814T101559_N0500_R065_T34VCM_20230418T203343,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-14,2020,pre_2023,L1C,MCI,-0.0016466666666666643,11.1112,1.045760964902633,True,True,S2B_MSIL1C_20200814T101559_N0500_R065_T34VCM_20230418T203343,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-14,2020,pre_2023,L2A,NDCI,0.015624999999999974,11.1112,1.045760964902633,True,True,S2B_MSIL2A_20200814T101559_N0500_R065_T34VCM_20230419T055343,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-14,2020,pre_2023,L2A,MCI,0.0011466666666666656,11.1112,1.045760964902633,True,True,S2B_MSIL2A_20200814T101559_N0500_R065_T34VCM_20230419T055343,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-14,2020,pre_2023,ACOLITE,NDCI,0.07613460783209591,11.1112,1.045760964902633,True,True,S2B_MSIL1C_20200814T101559_N0500_R065_T34VCM_20230418T203343,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-14,2020,pre_2023,ACOLITE,MCI,-0.0011779056861996647,11.1112,1.045760964902633,True,True,S2B_MSIL1C_20200814T101559_N0500_R065_T34VCM_20230418T203343,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-16,2020,pre_2023,L1C,NDCI,-0.07136404697380305,8.45382,0.9270529965283713,True,True,S2A_MSIL1C_20200816T101031_N0500_R022_T34VCM_20230422T024451,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-16,2020,pre_2023,L1C,MCI,-0.0005450000000000003,8.45382,0.9270529965283713,True,True,S2A_MSIL1C_20200816T101031_N0500_R022_T34VCM_20230422T024451,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-16,2020,pre_2023,L2A,NDCI,0.01075268817204304,8.45382,0.9270529965283713,True,True,S2A_MSIL2A_20200816T101031_N0500_R022_T34VCM_20230422T120802,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-16,2020,pre_2023,L2A,MCI,0.001360000000000001,8.45382,0.9270529965283713,True,True,S2A_MSIL2A_20200816T101031_N0500_R022_T34VCM_20230422T120802,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-16,2020,pre_2023,ACOLITE,NDCI,0.03955835745871677,8.45382,0.9270529965283713,True,True,S2A_MSIL1C_20200816T101031_N0500_R022_T34VCM_20230422T024451,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-16,2020,pre_2023,ACOLITE,MCI,0.0003972250968217843,8.45382,0.9270529965283713,True,True,S2A_MSIL1C_20200816T101031_N0500_R022_T34VCM_20230422T024451,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-19,2020,pre_2023,L1C,NDCI,-0.07440860215053763,5.4731,0.7382333832880257,True,True,S2A_MSIL1C_20200819T102031_N0500_R065_T34VCM_20230407T004653,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-19,2020,pre_2023,L1C,MCI,-0.0015383333333333325,5.4731,0.7382333832880257,True,True,S2A_MSIL1C_20200819T102031_N0500_R065_T34VCM_20230407T004653,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-19,2020,pre_2023,L2A,NDCI,0.0,5.4731,0.7382333832880257,True,True,S2A_MSIL2A_20200819T102031_N0500_R065_T34VCM_20230407T111047,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-19,2020,pre_2023,L2A,MCI,0.000693333333333334,5.4731,0.7382333832880257,True,True,S2A_MSIL2A_20200819T102031_N0500_R065_T34VCM_20230407T111047,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-19,2020,pre_2023,ACOLITE,NDCI,0.01803820182910216,5.4731,0.7382333832880257,True,True,S2A_MSIL1C_20200819T102031_N0500_R065_T34VCM_20230407T004653,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-19,2020,pre_2023,ACOLITE,MCI,-0.0007355697453022003,5.4731,0.7382333832880257,True,True,S2A_MSIL1C_20200819T102031_N0500_R065_T34VCM_20230407T004653,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-21,2020,pre_2023,L1C,NDCI,-0.0837894736842106,6.50231,0.8130676708014553,True,True,S2B_MSIL1C_20200821T100559_N0500_R022_T34VCM_20230512T135158,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-21,2020,pre_2023,L1C,MCI,-0.0006933333333333305,6.50231,0.8130676708014553,True,True,S2B_MSIL1C_20200821T100559_N0500_R022_T34VCM_20230512T135158,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-21,2020,pre_2023,L2A,NDCI,-0.017751479289940825,6.50231,0.8130676708014553,True,True,S2B_MSIL2A_20200821T100559_N0500_R022_T34VCM_20230512T235511,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-21,2020,pre_2023,L2A,MCI,0.0018133333333333335,6.50231,0.8130676708014553,True,True,S2B_MSIL2A_20200821T100559_N0500_R022_T34VCM_20230512T235511,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-21,2020,pre_2023,ACOLITE,NDCI,-0.04188300036166276,6.50231,0.8130676708014553,True,True,S2B_MSIL1C_20200821T100559_N0500_R022_T34VCM_20230512T135158,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-21,2020,pre_2023,ACOLITE,MCI,-0.00022243075072765368,6.50231,0.8130676708014553,True,True,S2B_MSIL1C_20200821T100559_N0500_R022_T34VCM_20230512T135158,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-24,2020,pre_2023,L1C,NDCI,-0.08510638297872347,9.76309,0.9895872928266473,True,True,S2B_MSIL1C_20200824T101559_N0500_R065_T34VCM_20230418T053500,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-24,2020,pre_2023,L1C,MCI,-0.00019500000000000073,9.76309,0.9895872928266473,True,True,S2B_MSIL1C_20200824T101559_N0500_R065_T34VCM_20230418T053500,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-24,2020,pre_2023,L2A,NDCI,-0.06870229007633585,9.76309,0.9895872928266473,True,True,S2B_MSIL2A_20200824T101559_N0500_R065_T34VCM_20230419T043339,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-24,2020,pre_2023,L2A,MCI,0.001986666666666668,9.76309,0.9895872928266473,True,True,S2B_MSIL2A_20200824T101559_N0500_R065_T34VCM_20230419T043339,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-24,2020,pre_2023,ACOLITE,NDCI,-0.08487101775573512,9.76309,0.9895872928266473,True,True,S2B_MSIL1C_20200824T101559_N0500_R065_T34VCM_20230418T053500,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-24,2020,pre_2023,ACOLITE,MCI,0.00045129712671041454,9.76309,0.9895872928266473,True,True,S2B_MSIL1C_20200824T101559_N0500_R065_T34VCM_20230418T053500,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-26,2020,pre_2023,L1C,NDCI,-0.03757499210609408,9.09871,0.9589798231348609,True,True,S2A_MSIL1C_20200826T101031_N0500_R022_T34VCM_20230412T174525,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-26,2020,pre_2023,L1C,MCI,-0.0016400000000000026,9.09871,0.9589798231348609,True,True,S2A_MSIL1C_20200826T101031_N0500_R022_T34VCM_20230412T174525,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-26,2020,pre_2023,L2A,NDCI,0.01169590643274857,9.09871,0.9589798231348609,True,True,S2A_MSIL2A_20200826T101031_N0500_R022_T34VCM_20230413T171700,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-26,2020,pre_2023,L2A,MCI,0.0008933333333333328,9.09871,0.9589798231348609,True,True,S2A_MSIL2A_20200826T101031_N0500_R022_T34VCM_20230413T171700,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-26,2020,pre_2023,ACOLITE,NDCI,0.025335610502002493,9.09871,0.9589798231348609,True,True,S2A_MSIL1C_20200826T101031_N0500_R022_T34VCM_20230412T174525,9
erken_s2_chlf_matchup_analysis_v1.0,2020-08-26,2020,pre_2023,ACOLITE,MCI,-0.0014547710617383303,9.09871,0.9589798231348609,True,True,S2A_MSIL1C_20200826T101031_N0500_R022_T34VCM_20230412T174525,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-05,2020,pre_2023,L1C,NDCI,-0.07643312101910821,7.35977,0.8668642424228771,True,True,S2A_MSIL1C_20200905T101031_N0500_R022_T34VCM_20230313T151754,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-05,2020,pre_2023,L1C,MCI,-4.666666666666708e-05,7.35977,0.8668642424228771,True,True,S2A_MSIL1C_20200905T101031_N0500_R022_T34VCM_20230313T151754,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-05,2020,pre_2023,L2A,NDCI,0.005524861878453102,7.35977,0.8668642424228771,True,True,S2A_MSIL2A_20200905T101031_N0500_R022_T34VCM_20230314T024637,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-05,2020,pre_2023,L2A,MCI,0.0014466666666666664,7.35977,0.8668642424228771,True,True,S2A_MSIL2A_20200905T101031_N0500_R022_T34VCM_20230314T024637,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-05,2020,pre_2023,ACOLITE,NDCI,-0.03535695635159663,7.35977,0.8668642424228771,True,True,S2A_MSIL1C_20200905T101031_N0500_R022_T34VCM_20230313T151754,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-05,2020,pre_2023,ACOLITE,MCI,0.0007370665048559502,7.35977,0.8668642424228771,True,True,S2A_MSIL1C_20200905T101031_N0500_R022_T34VCM_20230313T151754,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-10,2020,pre_2023,L1C,NDCI,-0.07119741100323622,22.7814,1.3575804095407988,True,True,S2B_MSIL1C_20200910T100559_N0500_R022_T34VCM_20230309T230357,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-10,2020,pre_2023,L1C,MCI,0.0003766666666666675,22.7814,1.3575804095407988,True,True,S2B_MSIL1C_20200910T100559_N0500_R022_T34VCM_20230309T230357,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-10,2020,pre_2023,L2A,NDCI,-0.05376344086021501,22.7814,1.3575804095407988,True,True,S2B_MSIL2A_20200910T100559_N0500_R022_T34VCM_20230311T022411,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-10,2020,pre_2023,L2A,MCI,0.001613333333333333,22.7814,1.3575804095407988,True,True,S2B_MSIL2A_20200910T100559_N0500_R022_T34VCM_20230311T022411,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-10,2020,pre_2023,ACOLITE,NDCI,-0.014565736375817002,22.7814,1.3575804095407988,True,True,S2B_MSIL1C_20200910T100559_N0500_R022_T34VCM_20230309T230357,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-10,2020,pre_2023,ACOLITE,MCI,0.0008642484744389844,22.7814,1.3575804095407988,True,True,S2B_MSIL1C_20200910T100559_N0500_R022_T34VCM_20230309T230357,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-13,2020,pre_2023,L1C,NDCI,-0.06770619614279846,30.6279,1.486117220454058,True,True,S2B_MSIL1C_20200913T101629_N0500_R065_T34VCM_20230418T014843,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-13,2020,pre_2023,L1C,MCI,0.0005816666666666678,30.6279,1.486117220454058,True,True,S2B_MSIL1C_20200913T101629_N0500_R065_T34VCM_20230418T014843,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-13,2020,pre_2023,L2A,NDCI,-0.061452513966480465,30.6279,1.486117220454058,True,True,S2B_MSIL2A_20200913T101629_N0500_R065_T34VCM_20230418T112835,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-13,2020,pre_2023,L2A,MCI,0.0017799999999999995,30.6279,1.486117220454058,True,True,S2B_MSIL2A_20200913T101629_N0500_R065_T34VCM_20230418T112835,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-13,2020,pre_2023,ACOLITE,NDCI,-0.009656846073378684,30.6279,1.486117220454058,True,True,S2B_MSIL1C_20200913T101629_N0500_R065_T34VCM_20230418T014843,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-13,2020,pre_2023,ACOLITE,MCI,0.0013466740027070039,30.6279,1.486117220454058,True,True,S2B_MSIL1C_20200913T101629_N0500_R065_T34VCM_20230418T014843,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-18,2020,pre_2023,L1C,NDCI,-0.05528295714753026,10.0665,1.0028784978719734,True,True,S2A_MSIL1C_20200918T102031_N0500_R065_T34VCM_20230310T160415,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-18,2020,pre_2023,L1C,MCI,-0.0019766666666666682,10.0665,1.0028784978719734,True,True,S2A_MSIL1C_20200918T102031_N0500_R065_T34VCM_20230310T160415,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-18,2020,pre_2023,L2A,NDCI,0.026845637583892572,10.0665,1.0028784978719734,True,True,S2A_MSIL2A_20200918T102031_N0500_R065_T34VCM_20230311T043216,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-18,2020,pre_2023,L2A,MCI,0.0002666666666666668,10.0665,1.0028784978719734,True,True,S2A_MSIL2A_20200918T102031_N0500_R065_T34VCM_20230311T043216,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-18,2020,pre_2023,ACOLITE,NDCI,0.03505634498655939,10.0665,1.0028784978719734,True,True,S2A_MSIL1C_20200918T102031_N0500_R065_T34VCM_20230310T160415,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-18,2020,pre_2023,ACOLITE,MCI,-0.0012684167052308716,10.0665,1.0028784978719734,True,True,S2A_MSIL1C_20200918T102031_N0500_R065_T34VCM_20230310T160415,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-23,2020,pre_2023,L1C,NDCI,-0.05132360886007561,4.88579,0.6889347962843314,True,True,S2B_MSIL1C_20200923T101649_N0500_R065_T34VCM_20230425T040337,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-23,2020,pre_2023,L1C,MCI,-0.00329666666666667,4.88579,0.6889347962843314,True,True,S2B_MSIL1C_20200923T101649_N0500_R065_T34VCM_20230425T040337,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-23,2020,pre_2023,L2A,NDCI,0.07758620689655178,4.88579,0.6889347962843314,True,True,S2B_MSIL2A_20200923T101649_N0500_R065_T34VCM_20230426T105356,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-23,2020,pre_2023,L2A,MCI,-0.00011333333333333334,4.88579,0.6889347962843314,True,True,S2B_MSIL2A_20200923T101649_N0500_R065_T34VCM_20230426T105356,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-23,2020,pre_2023,ACOLITE,NDCI,0.05083571653912461,4.88579,0.6889347962843314,True,True,S2B_MSIL1C_20200923T101649_N0500_R065_T34VCM_20230425T040337,9
erken_s2_chlf_matchup_analysis_v1.0,2020-09-23,2020,pre_2023,ACOLITE,MCI,-0.003442362820108732,4.88579,0.6889347962843314,True,True,S2B_MSIL1C_20200923T101649_N0500_R065_T34VCM_20230425T040337,9
erken_s2_chlf_matchup_analysis_v1.0,2020-10-15,2020,pre_2023,L1C,NDCI,-0.046189376443417966,2.75556,0.4402098718612973,True,True,S2A_MSIL1C_20201015T101031_N0500_R022_T34VCM_20230307T035130,9
erken_s2_chlf_matchup_analysis_v1.0,2020-10-15,2020,pre_2023,L1C,MCI,-0.0009016666666666687,2.75556,0.4402098718612973,True,True,S2A_MSIL1C_20201015T101031_N0500_R022_T34VCM_20230307T035130,9
erken_s2_chlf_matchup_analysis_v1.0,2020-10-15,2020,pre_2023,L2A,NDCI,0.09937888198757763,2.75556,0.4402098718612973,True,True,S2A_MSIL2A_20201015T101031_N0500_R022_T34VCM_20230308T002351,9
erken_s2_chlf_matchup_analysis_v1.0,2020-10-15,2020,pre_2023,L2A,MCI,0.0011999999999999997,2.75556,0.4402098718612973,True,True,S2A_MSIL2A_20201015T101031_N0500_R022_T34VCM_20230308T002351,9
erken_s2_chlf_matchup_analysis_v1.0,2020-10-15,2020,pre_2023,ACOLITE,NDCI,0.09847107263406248,2.75556,0.4402098718612973,True,True,S2A_MSIL1C_20201015T101031_N0500_R022_T34VCM_20230307T035130,7
erken_s2_chlf_matchup_analysis_v1.0,2020-10-15,2020,pre_2023,ACOLITE,MCI,0.001226231828331946,2.75556,0.4402098718612973,True,True,S2A_MSIL1C_20201015T101031_N0500_R022_T34VCM_20230307T035130,7
erken_s2_chlf_matchup_analysis_v1.0,2020-11-04,2020,pre_2023,L1C,NDCI,-0.07946239094553166,1.0762,0.0318929877104751,True,True,S2A_MSIL1C_20201104T101211_N0500_R022_T34VCM_20230319T003319,9
erken_s2_chlf_matchup_analysis_v1.0,2020-11-04,2020,pre_2023,L1C,MCI,-0.0015133333333333318,1.0762,0.0318929877104751,True,True,S2A_MSIL1C_20201104T101211_N0500_R022_T34VCM_20230319T003319,9
erken_s2_chlf_matchup_analysis_v1.0,2020-11-04,2020,pre_2023,L2A,NDCI,-0.12540192926045024,1.0762,0.0318929877104751,True,True,S2A_MSIL2A_20201104T101211_N0500_R022_T34VCM_20230319T070226,9
erken_s2_chlf_matchup_analysis_v1.0,2020-11-04,2020,pre_2023,L2A,MCI,-0.00011333333333333334,1.0762,0.0318929877104751,True,True,S2A_MSIL2A_20201104T101211_N0500_R022_T34VCM_20230319T070226,9
erken_s2_chlf_matchup_analysis_v1.0,2020-11-04,2020,pre_2023,ACOLITE,NDCI,-0.07756287696248615,1.0762,0.0318929877104751,True,True,S2A_MSIL1C_20201104T101211_N0500_R022_T34VCM_20230319T003319,9
erken_s2_chlf_matchup_analysis_v1.0,2020-11-04,2020,pre_2023,ACOLITE,MCI,-0.00026025064289569855,1.0762,0.0318929877104751,True,True,S2A_MSIL1C_20201104T101211_N0500_R022_T34VCM_20230319T003319,9
erken_s2_chlf_matchup_analysis_v1.0,2020-11-09,2020,pre_2023,L1C,NDCI,-0.07739263134946583,0.920274,-0.03608284768553159,True,False,S2B_MSIL1C_20201109T101239_N0500_R022_T34VCM_20230302T103054,9
erken_s2_chlf_matchup_analysis_v1.0,2020-11-09,2020,pre_2023,L1C,MCI,-0.0014749999999999971,0.920274,-0.03608284768553159,True,False,S2B_MSIL1C_20201109T101239_N0500_R022_T34VCM_20230302T103054,9
erken_s2_chlf_matchup_analysis_v1.0,2020-11-09,2020,pre_2023,L2A,NDCI,-0.20727272727272728,0.920274,-0.03608284768553159,True,False,S2B_MSIL2A_20201109T101239_N0500_R022_T34VCM_20230302T145813,9
erken_s2_chlf_matchup_analysis_v1.0,2020-11-09,2020,pre_2023,L2A,MCI,-0.0007933333333333334,0.920274,-0.03608284768553159,True,False,S2B_MSIL2A_20201109T101239_N0500_R022_T34VCM_20230302T145813,9
erken_s2_chlf_matchup_analysis_v1.0,2020-11-22,2020,pre_2023,L1C,NDCI,-0.0718873006007872,2.13,0.3283796034387377,True,False,S2B_MSIL1C_20201122T102339_N0500_R065_T34VCM_20230402T123818,9
erken_s2_chlf_matchup_analysis_v1.0,2020-11-22,2020,pre_2023,L1C,MCI,-0.0005816666666666678,2.13,0.3283796034387377,True,False,S2B_MSIL1C_20201122T102339_N0500_R065_T34VCM_20230402T123818,9
erken_s2_chlf_matchup_analysis_v1.0,2020-11-22,2020,pre_2023,L2A,NDCI,-0.08,2.13,0.3283796034387377,True,False,S2B_MSIL2A_20201122T102339_N0500_R065_T34VCM_20230402T194726,9
erken_s2_chlf_matchup_analysis_v1.0,2020-11-22,2020,pre_2023,L2A,MCI,0.001386666666666668,2.13,0.3283796034387377,True,False,S2B_MSIL2A_20201122T102339_N0500_R065_T34VCM_20230402T194726,9
erken_s2_chlf_matchup_analysis_v1.0,2021-03-19,2021,pre_2023,L1C,NDCI,-0.06405228758169937,3.43423,0.535829377716535,True,True,S2B_MSIL1C_20210319T100649_N0500_R022_T34VCM_20230518T221153,9
