product_id,platform,acquisition_datetime,acquisition_date,tile_id,processing_baseline,scl_raster_relative_path,scl_crs,raster_transform_a,raster_transform_b,raster_transform_c,raster_transform_d,raster_transform_e,raster_transform_f,raster_bounds_left,raster_bounds_bottom,raster_bounds_right,raster_bounds_top,pixel_size_x,pixel_size_y,raster_width,raster_height,station_lat,station_lon,station_crs,station_x,station_y,central_row,central_col,central_scl,station_inside_raster,window_size,requested_pixel_count,actual_pixel_count,window_complete,scl_0_count,scl_1_count,scl_2_count,scl_3_count,scl_4_count,scl_5_count,scl_6_count,scl_7_count,scl_8_count,scl_9_count,scl_10_count,scl_11_count,scl_0_fraction,scl_1_fraction,scl_2_fraction,scl_3_fraction,scl_4_fraction,scl_5_fraction,scl_6_fraction,scl_7_fraction,scl_8_fraction,scl_9_fraction,scl_10_fraction,scl_11_fraction,unexpected_scl_count,unexpected_scl_values,water_fraction,bad_scl_fraction,processing_status,processing_note
S2A_MSIL2A_20170127T102301_N0500_R065_T34VCM_20230922T030115,S2A,2017-01-27T10:23:01Z,2017-01-27,T34VCM,N0500,S2A_MSIL2A_20170127T102301_N0500_R065_T34VCM_20230922T030115.SAFE/GRANULE/L2A_T34VCM_A008356_20170127T102258/IMG_DATA/R20m/T34VCM_20170127T102301_SCL_20m.jp2,EPSG:32634,20.0,0.0,300000.0,0.0,-20.0,6700020.0,300000.0,6590220.0,409800.0,6700020.0,20.0,20.0,5490,5490,59.84029,18.625827,EPSG:4326,366955.22316181613,6636008.72814571,3200,3347,6,True,1,1,1,True,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,ok,
S2A_MSIL2A_20170127T102301_N0500_R065_T34VCM_20230922T030115,S2A,2017-01-27T10:23:01Z,2017-01-27,T34VCM,N0500,S2A_MSIL2A_20170127T102301_N0500_R065_T34VCM_20230922T030115.SAFE/GRANULE/L2A_T34VCM_A008356_20170127T102258/IMG_DATA/R20m/T34VCM_20170127T102301_SCL_20m.jp2,EPSG:32634,20.0,0.0,300000.0,0.0,-20.0,6700020.0,300000.0,6590220.0,409800.0,6700020.0,20.0,20.0,5490,5490,59.84029,18.625827,EPSG:4326,366955.22316181613,6636008.72814571,3200,3347,6,True,3,9,9,True,0,0,0,0,0,0,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,ok,
S2A_MSIL2A_20170127T102301_N0500_R065_T34VCM_20230922T030115,S2A,2017-01-27T10:23:01Z,2017-01-27,T34VCM,N0500,S2A_MSIL2A_20170127T102301_N0500_R065_T34VCM_20230922T030115.SAFE/GRANULE/L2A_T34VCM_A008356_20170127T102258/IMG_DATA/R20m/T34VCM_20170127T102301_SCL_20m.jp2,EPSG:32634,20.0,0.0,300000.0,0.0,-20.0,6700020.0,300000.0,6590220.0,409800.0,6700020.0,20.0,20.0,5490,5490,59.84029,18.625827,EPSG:4326,366955.22316181613,6636008.72814571,3200,3347,6,True,5,25,25,True,0,0,0,0,0,0,25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,ok,
S2A_MSIL2A_20170127T102301_N0500_R065_T34VCM_20230922T030115,S2A,2017-01-27T10:23:01Z,2017-01-27,T34VCM,N0500,S2A_MSIL2A_20170127T102301_N0500_R065_T34VCM_20230922T030115.SAFE/GRANULE/L2A_T34VCM_A008356_20170127T102258/IMG_DATA/R20m/T34VCM_20170127T102301_SCL_20m.jp2,EPSG:32634,20.0,0.0,300000.0,0.0,-20.0,6700020.0,300000.0,6590220.0,409800.0,6700020.0,20.0,20.0,5490,5490,59.84029,18.625827,EPSG:4326,366955.22316181613,6636008.72814571,3200,3347,6,True,7,49,49,True,0,0,0,0,0,0,49,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,ok,
S2A_MSIL2A_20170127T102301_N0500_R065_T34VCM_20230922T030115,S2A,2017-01-27T10:23:01Z,2017-01-27,T34VCM,N0500,S2A_MSIL2A_20170127T102301_N0500_R065_T34VCM_20230922T030115.SAFE/GRANULE/L2A_T34VCM_A008356_20170127T102258/IMG_DATA/R20m/T34VCM_20170127T102301_SCL_20m.jp2,EPSG:32634,20.0,0.0,300000.0,0.0,-20.0,6700020.0,300000.0,6590220.0,409800.0,6700020.0,20.0,20.0,5490,5490,59.84029,18.625827,EPSG:4326,366955.22316181613,6636008.72814571,3200,3347,6,True,11,121,121,True,0,0,0,0,0,0,121,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,ok,
S2A_MSIL2A_20170203T101221_N0500_R022_T34VCM_20231025T143656,S2A,2017-02-03T10:12:21Z,2017-02-03,T34VCM,N0500,S2A_MSIL2A_20170203T101221_N0500_R022_T34VCM_20231025T143656.SAFE/GRANULE/L2A_T34VCM_A008456_20170203T101219/IMG_DATA/R20m/T34VCM_20170203T101221_SCL_20m.jp2,EPSG:32634,20.0,0.0,300000.0,0.0,-20.0,6700020.0,300000.0,6590220.0,409800.0,6700020.0,20.0,20.0,5490,5490,59.84029,18.625827,EPSG:4326,366955.22316181613,6636008.72814571,3200,3347,9,True,1,1,1,True,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,,0.0,1.0,ok,
S2A_MSIL2A_20170203T101221_N0500_R022_T34VCM_20231025T143656,S2A,2017-02-03T10:12:21Z,2017-02-03,T34VCM,N0500,S2A_MSIL2A_20170203T101221_N0500_R022_T34VCM_20231025T143656.SAFE/GRANULE/L2A_T34VCM_A008456_20170203T101219/IMG_DATA/R20m/T34VCM_20170203T101221_SCL_20m.jp2,EPSG:32634,20.0,0.0,300000.0,0.0,-20.0,6700020.0,300000.0,6590220.0,409800.0,6700020.0,20.0,20.0,5490,5490,59.84029,18.625827,EPSG:4326,366955.22316181613,6636008.72814571,3200,3347,9,True,3,9,9,True,0,0,0,0,0,0,0,0,0,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,,0.0,1.0,ok,
S2A_MSIL2A_20170203T101221_N0500_R022_T34VCM_20231025T143656,S2A,2017-02-03T10:12:21Z,2017-02-03,T34VCM,N0500,S2A_MSIL2A_20170203T101221_N0500_R022_T34VCM_20231025T143656.SAFE/GRANULE/L2A_T34VCM_A008456_20170203T101219/IMG_DATA/R20m/T34VCM_20170203T101221_SCL_20m.jp2,EPSG:32634,20.0,0.0,300000.0,0.0,-20.0,6700020.0,300000.0,6590220.0,409800.0,6700020.0,20.0,20.0,5490,5490,59.84029,18.625827,EPSG:4326,366955.22316181613,6636008.72814571,3200,3347,9,True,5,25,25,True,0,0,0,0,0,0,0,0,0,25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,,0.0,1.0,ok,
S2A_MSIL2A_20170203T101221_N0500_R022_T34VCM_20231025T143656,S2A,2017-02-03T10:12:21Z,2017-02-03,T34VCM,N0500,S2A_MSIL2A_20170203T101221_N0500_R022_T34VCM_20231025T143656.SAFE/GRANULE/L2A_T34VCM_A008456_20170203T101219/IMG_DATA/R20m/T34VCM_20170203T101221_SCL_20m.jp2,EPSG:32634,20.0,0.0,300000.0,0.0,-20.0,6700020.0,300000.0,6590220.0,409800.0,6700020.0,20.0,20.0,5490,5490,59.84029,18.625827,EPSG:4326,366955.22316181613,6636008.72814571,3200,3347,9,True,7,49,49,True,0,0,0,0,0,0,0,0,0,49,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,,0.0,1.0,ok,
S2A_MSIL2A_20170203T101221_N0500_R022_T34VCM_20231025T143656,S2A,2017-02-03T10:12:21Z,2017-02-03,T34VCM,N0500,S2A_MSIL2A_20170203T101221_N0500_R022_T34VCM_20231025T143656.SAFE/GRANULE/L2A_T34VCM_A008456_20170203T101219/IMG_DATA/R20m/T34VCM_20170203T101221_SCL_20m.jp2,EPSG:32634,20.0,0.0,300000.0,0.0,-20.0,6700020.0,300000.0,6590220.0,409800.0,6700020.0,20.0,20.0,5490,5490,59.84029,18.625827,EPSG:4326,366955.22316181613,6636008.72814571,3200,3347,9,True,11,121,121,True,0,0,0,0,0,0,0,0,0,121,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,,0.0,1.0,ok,
S2A_MSIL2A_20170206T102211_N0500_R065_T34VCM_20230919T100436,S2A,2017-02-06T10:22:11Z,2017-02-06,T34VCM,N0500,S2A_MSIL2A_20170206T102211_N0500_R065_T34VCM_20230919T100436.SAFE/GRANULE/L2A_T34VCM_A008499_20170206T102205/IMG_DATA/R20m/T34VCM_20170206T102211_SCL_20m.jp2,EPSG:32634,20.0,0.0,300000.0,0.0,-20.0,6700020.0,300000.0,6590220.0,409800.0,6700020.0,20.0,20.0,5490,5490,59.84029,18.625827,EPSG:4326,366955.22316181613,6636008.72814571,3200,3347,9,True,1,1,1,True,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,,0.0,1.0,ok,
S2A_MSIL2A_20170206T102211_N0500_R065_T34VCM_20230919T100436,S2A,2017-02-06T10:22:11Z,2017-02-06,T34VCM,N0500,S2A_MSIL2A_20170206T102211_N0500_R065_T34VCM_20230919T100436.SAFE/GRANULE/L2A_T34VCM_A008499_20170206T102205/IMG_DATA/R20m/T34VCM_20170206T102211_SCL_20m.jp2,EPSG:32634,20.0,0.0,300000.0,0.0,-20.0,6700020.0,300000.0,6590220.0,409800.0,6700020.0,20.0,20.0,5490,5490,59.84029,18.625827,EPSG:4326,366955.22316181613,6636008.72814571,3200,3347,9,True,3,9,9,True,0,0,0,0,0,0,0,0,0,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,,0.0,1.0,ok,
S2A_MSIL2A_20170206T102211_N0500_R065_T34VCM_20230919T100436,S2A,2017-02-06T10:22:11Z,2017-02-06,T34VCM,N0500,S2A_MSIL2A_20170206T102211_N0500_R065_T34VCM_20230919T100436.SAFE/GRANULE/L2A_T34VCM_A008499_20170206T102205/IMG_DATA/R20m/T34VCM_20170206T102211_SCL_20m.jp2,EPSG:32634,20.0,0.0,300000.0,0.0,-20.0,6700020.0,300000.0,6590220.0,409800.0,6700020.0,20.0,20.0,5490,5490,59.84029,18.625827,EPSG:4326,366955.22316181613,6636008.72814571,3200,3347,9,True,5,25,25,True,0,0,0,0,0,0,0,0,0,25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,,0.0,1.0,ok,
S2A_MSIL2A_20170206T102211_N0500_R065_T34VCM_20230919T100436,S2A,2017-02-06T10:22:11Z,2017-02-06,T34VCM,N0500,S2A_MSIL2A_20170206T102211_N0500_R065_T34VCM_20230919T100436.SAFE/GRANULE/L2A_T34VCM_A008499_20170206T102205/IMG_DATA/R20m/T34VCM_20170206T102211_SCL_20m.jp2,EPSG:32634,20.0,0.0,300000.0,0.0,-20.0,6700020.0,300000.0,6590220.0,409800.0,6700020.0,20.0,20.0,5490,5490,59.84029,18.625827,EPSG:4326,366955.22316181613,6636008.72814571,3200,3347,9,True,7,49,49,True,0,0,0,0,0,0,0,0,0,49,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,,0.0,1.0,ok,
S2A_MSIL2A_20170206T102211_N0500_R065_T34VCM_20230919T100436,S2A,2017-02-06T10:22:11Z,2017-02-06,T34VCM,N0500,S2A_MSIL2A_20170206T102211_N0500_R065_T34VCM_20230919T100436.SAFE/GRANULE/L2A_T34VCM_A008499_20170206T102205/IMG_DATA/R20m/T34VCM_20170206T102211_SCL_20m.jp2,EPSG:32634,20.0,0.0,300000.0,0.0,-20.0,6700020.0,300000.0,6590220.0,409800.0,6700020.0,20.0,20.0,5490,5490,59.84029,18.625827,EPSG:4326,366955.22316181613,6636008.72814571,3200,3347,9,True,11,121,121,True,0,0,0,0,0,0,0,0,0,121,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,,0.0,1.0,ok,
S2A_MSIL2A_20170213T101121_N0500_R022_T34VCM_20230917T120646,S2A,2017-02-13T10:11:21Z,2017-02-13,T34VCM,N0500,S2A_MSIL2A_20170213T101121_N0500_R022_T34VCM_20230917T120646.SAFE/GRANULE/L2A_T34VCM_A008599_20170213T101119/IMG_DATA/R20m/T34VCM_20170213T101121_SCL_20m.jp2,EPSG:32634,20.0,0.0,300000.0,0.0,-20.0,6700020.0,300000.0,6590220.0,409800.0,6700020.0,20.0,20.0,5490,5490,59.84029,18.625827,EPSG:4326,366955.22316181613,6636008.72814571,3200,3347,11,True,1,1,1,True,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,0.0,1.0,ok,
S2A_MSIL2A_20170213T101121_N0500_R022_T34VCM_20230917T120646,S2A,2017-02-13T10:11:21Z,2017-02-13,T34VCM,N0500,S2A_MSIL2A_20170213T101121_N0500_R022_T34VCM_20230917T120646.SAFE/GRANULE/L2A_T34VCM_A008599_20170213T101119/IMG_DATA/R20m/T34VCM_20170213T101121_SCL_20m.jp2,EPSG:32634,20.0,0.0,300000.0,0.0,-20.0,6700020.0,300000.0,6590220.0,409800.0,6700020.0,20.0,20.0,5490,5490,59.84029,18.625827,EPSG:4326,366955.22316181613,6636008.72814571,3200,3347,11,True,3,9,9,True,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,0.0,1.0,ok,
S2A_MSIL2A_20170213T101121_N0500_R022_T34VCM_20230917T120646,S2A,2017-02-13T10:11:21Z,2017-02-13,T34VCM,N0500,S2A_MSIL2A_20170213T101121_N0500_R022_T34VCM_20230917T120646.SAFE/GRANULE/L2A_T34VCM_A008599_20170213T101119/IMG_DATA/R20m/T34VCM_20170213T101121_SCL_20m.jp2,EPSG:32634,20.0,0.0,300000.0,0.0,-20.0,6700020.0,300000.0,6590220.0,409800.0,6700020.0,20.0,20.0,5490,5490,59.84029,18.625827,EPSG:4326,366955.22316181613,6636008.72814571,3200,3347,11,True,5,25,25,True,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,0.0,1.0,ok,
S2A_MSIL2A_20170213T101121_N0500_R022_T34VCM_20230917T120646,S2A,2017-02-13T10:11:21Z,2017-02-13,T34VCM,N0500,S2A_MSIL2A_20170213T101121_N0500_R022_T34VCM_20230917T120646.SAFE/GRANULE/L2A_T34VCM_A008599_20170213T101119/IMG_DATA/R20m/T34VCM_20170213T101121_SCL_20m.jp2,EPSG:32634,20.0,0.0,300000.0,0.0,-20.0,6700020.0,300000.0,6590220.0,409800.0,6700020.0,20.0,20.0,5490,5490,59.84029,18.625827,EPSG:4326,366955.22316181613,6636008.72814571,3200,3347,11,True,7,49,49,True,0,0,0,0,0,0,0,0,0,0,0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,0.0,1.0,ok,
S2A_MSIL2A_20170213T101121_N0500_R022_T34VCM_20230917T120646,S2A,2017-02-13T10:11:21Z,2017-02-13,T34VCM,N0500,S2A_MSIL2A_20170213T101121_N0500_R022_T34VCM_20230917T120646.SAFE/GRANULE/L2A_T34VCM_A008599_20170213T101119/IMG_DATA/R20m/T34VCM_20170213T101121_SCL_20m.jp2,EPSG:32634,20.0,0.0,300000.0,0.0,-20.0,6700020.0,300000.0,6590220.0,409800.0,6700020.0,20.0,20.0,5490,5490,59.84029,18.625827,EPSG:4326,366955.22316181613,6636008.72814571,3200,3347,11,True,11,121,121,True,0,0,0,0,0,0,0,0,0,0,0,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,0.0,1.0,ok,
S2A_MSIL2A_20170216T102101_N0500_R065_T34VCM_20231025T172455,S2A,2017-02-16T10:21:01Z,2017-02-16,T34VCM,N0500,S2A_MSIL2A_20170216T102101_N0500_R065_T34VCM_20231025T172455.SAFE/GRANULE/L2A_T34VCM_A008642_20170216T102204/IMG_DATA/R20m/T34VCM_20170216T102101_SCL_20m.jp2,EPSG:32634,20.0,0.0,300000.0,0.0,-20.0,6700020.0,300000.0,6590220.0,409800.0,6700020.0,20.0,20.0,5490,5490,59.84029,18.625827,EPSG:4326,366955.22316181613,6636008.72814571,3200,3347,8,True,1,1,1,True,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,0.0,1.0,ok,
S2A_MSIL2A_20170216T102101_N0500_R065_T34VCM_20231025T172455,S2A,2017-02-16T10:21:01Z,2017-02-16,T34VCM,N0500,S2A_MSIL2A_20170216T102101_N0500_R065_T34VCM_20231025T172455.SAFE/GRANULE/L2A_T34VCM_A008642_20170216T102204/IMG_DATA/R20m/T34VCM_20170216T102101_SCL_20m.jp2,EPSG:32634,20.0,0.0,300000.0,0.0,-20.0,6700020.0,300000.0,6590220.0,409800.0,6700020.0,20.0,20.0,5490,5490,59.84029,18.625827,EPSG:4326,366955.22316181613,6636008.72814571,3200,3347,8,True,3,9,9,True,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.0,0,,0.0,1.0,ok,
S2A_MSIL2A_20170216T102101_N0500_R065_T34VCM_20231025T172455,S2A,2017-02-16T10:21:01Z,2017-02-16,T34VCM,N0500,S2A_MSIL2A_20170216T102101_N0500_R065_T34VCM_20231025T172455.SAFE/GRANULE/L2A_T34VCM_A008642_20170216T102204/IMG_DATA/R20m/T34VCM_20170216T102101_SCL_20m.jp2,EPSG:32634,20.0,0.0,300000.0,0.0,-20.0,6700020.0,300000.0,6590220.0,409800.0,6700020.0,20.0,20.0,5490,5490,59.84029,18.625827,EPSG:4326,366955.22316181613,6636008.72814571,3200,3347,8,True,5,25,25,True,0,0,0,0,0,0,0,0,20,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0,,0.0,1.0,ok,
