date,year,n_products_on_date,n_products_passing,s2_date_usable,all_product_ids,product_pass_status,date_rescued_by_alternate_product,selected_product_id,selected_platform,selected_acquisition_datetime,selected_processing_baseline,selected_central_scl,selected_water_pixel_count_3x3,selected_bad_pixel_count_3x3,selected_persistent_nonwater_pixel_count_3x3,selected_class2_pixel_count_3x3,selected_water_fraction_3x3,selected_bad_scl_fraction_3x3,selected_persistent_nonwater_fraction_3x3,qc_rule_id,mask_version,reason_if_unusable
2020-05-28,2020,1,0,False,S2A_MSIL2A_20200528T101031_N0500_R022_T34VCM_20230404T235222,S2A_MSIL2A_20200528T101031_N0500_R022_T34VCM_20230404T235222=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-05-31,2020,1,1,True,S2A_MSIL2A_20200531T102031_N0500_R065_T34VCM_20230404T042304,S2A_MSIL2A_20200531T102031_N0500_R065_T34VCM_20230404T042304=pass,False,S2A_MSIL2A_20200531T102031_N0500_R065_T34VCM_20230404T042304,S2A,2020-05-31T10:20:31Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-06-02,2020,1,1,True,S2B_MSIL2A_20200602T100559_N0500_R022_T34VCM_20230618T155201,S2B_MSIL2A_20200602T100559_N0500_R022_T34VCM_20230618T155201=pass,False,S2B_MSIL2A_20200602T100559_N0500_R022_T34VCM_20230618T155201,S2B,2020-06-02T10:05:59Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-06-05,2020,1,1,True,S2B_MSIL2A_20200605T101559_N0500_R065_T34VCM_20230616T115605,S2B_MSIL2A_20200605T101559_N0500_R065_T34VCM_20230616T115605=pass,False,S2B_MSIL2A_20200605T101559_N0500_R065_T34VCM_20230616T115605,S2B,2020-06-05T10:15:59Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-06-07,2020,1,1,True,S2A_MSIL2A_20200607T101031_N0500_R022_T34VCM_20230325T194752,S2A_MSIL2A_20200607T101031_N0500_R022_T34VCM_20230325T194752=pass,False,S2A_MSIL2A_20200607T101031_N0500_R022_T34VCM_20230325T194752,S2A,2020-06-07T10:10:31Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-06-10,2020,1,1,True,S2A_MSIL2A_20200610T102031_N0500_R065_T34VCM_20230327T090844,S2A_MSIL2A_20200610T102031_N0500_R065_T34VCM_20230327T090844=pass,False,S2A_MSIL2A_20200610T102031_N0500_R065_T34VCM_20230327T090844,S2A,2020-06-10T10:20:31Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-06-12,2020,1,1,True,S2B_MSIL2A_20200612T100559_N0500_R022_T34VCM_20230501T085107,S2B_MSIL2A_20200612T100559_N0500_R022_T34VCM_20230501T085107=pass,False,S2B_MSIL2A_20200612T100559_N0500_R022_T34VCM_20230501T085107,S2B,2020-06-12T10:05:59Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-06-15,2020,1,1,True,S2B_MSIL2A_20200615T101559_N0500_R065_T34VCM_20230428T083529,S2B_MSIL2A_20200615T101559_N0500_R065_T34VCM_20230428T083529=pass,False,S2B_MSIL2A_20200615T101559_N0500_R065_T34VCM_20230428T083529,S2B,2020-06-15T10:15:59Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-06-17,2020,1,0,False,S2A_MSIL2A_20200617T101031_N0500_R022_T34VCM_20230430T033251,S2A_MSIL2A_20200617T101031_N0500_R022_T34VCM_20230430T033251=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-06-20,2020,1,1,True,S2A_MSIL2A_20200620T102031_N0500_R065_T34VCM_20230413T205714,S2A_MSIL2A_20200620T102031_N0500_R065_T34VCM_20230413T205714=pass,False,S2A_MSIL2A_20200620T102031_N0500_R065_T34VCM_20230413T205714,S2A,2020-06-20T10:20:31Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-06-22,2020,1,1,True,S2B_MSIL2A_20200622T100559_N0500_R022_T34VCM_20230501T093544,S2B_MSIL2A_20200622T100559_N0500_R022_T34VCM_20230501T093544=pass,False,S2B_MSIL2A_20200622T100559_N0500_R022_T34VCM_20230501T093544,S2B,2020-06-22T10:05:59Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-06-25,2020,1,1,True,S2B_MSIL2A_20200625T101559_N0500_R065_T34VCM_20230507T110141,S2B_MSIL2A_20200625T101559_N0500_R065_T34VCM_20230507T110141=pass,False,S2B_MSIL2A_20200625T101559_N0500_R065_T34VCM_20230507T110141,S2B,2020-06-25T10:15:59Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-06-27,2020,1,1,True,S2A_MSIL2A_20200627T101031_N0500_R022_T34VCM_20230330T005932,S2A_MSIL2A_20200627T101031_N0500_R022_T34VCM_20230330T005932=pass,False,S2A_MSIL2A_20200627T101031_N0500_R022_T34VCM_20230330T005932,S2A,2020-06-27T10:10:31Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-06-30,2020,1,0,False,S2A_MSIL2A_20200630T102031_N0500_R065_T34VCM_20230405T093728,S2A_MSIL2A_20200630T102031_N0500_R065_T34VCM_20230405T093728=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-07-02,2020,1,1,True,S2B_MSIL2A_20200702T100559_N0500_R022_T34VCM_20230531T012547,S2B_MSIL2A_20200702T100559_N0500_R022_T34VCM_20230531T012547=pass,False,S2B_MSIL2A_20200702T100559_N0500_R022_T34VCM_20230531T012547,S2B,2020-07-02T10:05:59Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-07-05,2020,1,0,False,S2B_MSIL2A_20200705T101559_N0500_R065_T34VCM_20230530T175912,S2B_MSIL2A_20200705T101559_N0500_R065_T34VCM_20230530T175912=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-07-07,2020,1,0,False,S2A_MSIL2A_20200707T101031_N0500_R022_T34VCM_20230320T214519,S2A_MSIL2A_20200707T101031_N0500_R022_T34VCM_20230320T214519=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-07-10,2020,1,0,False,S2A_MSIL2A_20200710T102031_N0500_R065_T34VCM_20230322T183713,S2A_MSIL2A_20200710T102031_N0500_R065_T34VCM_20230322T183713=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-07-12,2020,1,1,True,S2B_MSIL2A_20200712T100559_N0500_R022_T34VCM_20230614T061252,S2B_MSIL2A_20200712T100559_N0500_R022_T34VCM_20230614T061252=pass,False,S2B_MSIL2A_20200712T100559_N0500_R022_T34VCM_20230614T061252,S2B,2020-07-12T10:05:59Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-07-15,2020,1,0,False,S2B_MSIL2A_20200715T101559_N0500_R065_T34VCM_20230423T052638,S2B_MSIL2A_20200715T101559_N0500_R065_T34VCM_20230423T052638=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-07-17,2020,1,0,False,S2A_MSIL2A_20200717T101031_N0500_R022_T34VCM_20230424T071132,S2A_MSIL2A_20200717T101031_N0500_R022_T34VCM_20230424T071132=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-07-20,2020,1,0,False,S2A_MSIL2A_20200720T102031_N0500_R065_T34VCM_20230501T182808,S2A_MSIL2A_20200720T102031_N0500_R065_T34VCM_20230501T182808=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-07-22,2020,1,0,False,S2B_MSIL2A_20200722T100559_N0500_R022_T34VCM_20230425T181450,S2B_MSIL2A_20200722T100559_N0500_R022_T34VCM_20230425T181450=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-07-25,2020,1,1,True,S2B_MSIL2A_20200725T101559_N0500_R065_T34VCM_20230430T175257,S2B_MSIL2A_20200725T101559_N0500_R065_T34VCM_20230430T175257=pass,False,S2B_MSIL2A_20200725T101559_N0500_R065_T34VCM_20230430T175257,S2B,2020-07-25T10:15:59Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-07-27,2020,1,0,False,S2A_MSIL2A_20200727T101031_N0500_R022_T34VCM_20230326T101553,S2A_MSIL2A_20200727T101031_N0500_R022_T34VCM_20230326T101553=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-07-30,2020,1,0,False,S2A_MSIL2A_20200730T102031_N0500_R065_T34VCM_20230326T143816,S2A_MSIL2A_20200730T102031_N0500_R065_T34VCM_20230326T143816=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-08-01,2020,1,1,True,S2B_MSIL2A_20200801T100559_N0500_R022_T34VCM_20230421T101210,S2B_MSIL2A_20200801T100559_N0500_R022_T34VCM_20230421T101210=pass,False,S2B_MSIL2A_20200801T100559_N0500_R022_T34VCM_20230421T101210,S2B,2020-08-01T10:05:59Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-08-04,2020,1,0,False,S2B_MSIL2A_20200804T101559_N0500_R065_T34VCM_20230520T184851,S2B_MSIL2A_20200804T101559_N0500_R065_T34VCM_20230520T184851=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-08-06,2020,1,0,False,S2A_MSIL2A_20200806T101031_N0500_R022_T34VCM_20230405T060101,S2A_MSIL2A_20200806T101031_N0500_R022_T34VCM_20230405T060101=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-08-09,2020,1,1,True,S2A_MSIL2A_20200809T102031_N0500_R065_T34VCM_20230420T170300,S2A_MSIL2A_20200809T102031_N0500_R065_T34VCM_20230420T170300=pass,False,S2A_MSIL2A_20200809T102031_N0500_R065_T34VCM_20230420T170300,S2A,2020-08-09T10:20:31Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-08-11,2020,1,1,True,S2B_MSIL2A_20200811T100559_N0500_R022_T34VCM_20230520T221430,S2B_MSIL2A_20200811T100559_N0500_R022_T34VCM_20230520T221430=pass,False,S2B_MSIL2A_20200811T100559_N0500_R022_T34VCM_20230520T221430,S2B,2020-08-11T10:05:59Z,N0500,6,8,1,0,0,0.8888888889,0.1111111111,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-08-14,2020,1,1,True,S2B_MSIL2A_20200814T101559_N0500_R065_T34VCM_20230419T055343,S2B_MSIL2A_20200814T101559_N0500_R065_T34VCM_20230419T055343=pass,False,S2B_MSIL2A_20200814T101559_N0500_R065_T34VCM_20230419T055343,S2B,2020-08-14T10:15:59Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-08-16,2020,1,1,True,S2A_MSIL2A_20200816T101031_N0500_R022_T34VCM_20230422T120802,S2A_MSIL2A_20200816T101031_N0500_R022_T34VCM_20230422T120802=pass,False,S2A_MSIL2A_20200816T101031_N0500_R022_T34VCM_20230422T120802,S2A,2020-08-16T10:10:31Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-08-19,2020,1,1,True,S2A_MSIL2A_20200819T102031_N0500_R065_T34VCM_20230407T111047,S2A_MSIL2A_20200819T102031_N0500_R065_T34VCM_20230407T111047=pass,False,S2A_MSIL2A_20200819T102031_N0500_R065_T34VCM_20230407T111047,S2A,2020-08-19T10:20:31Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-08-21,2020,1,1,True,S2B_MSIL2A_20200821T100559_N0500_R022_T34VCM_20230512T235511,S2B_MSIL2A_20200821T100559_N0500_R022_T34VCM_20230512T235511=pass,False,S2B_MSIL2A_20200821T100559_N0500_R022_T34VCM_20230512T235511,S2B,2020-08-21T10:05:59Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-08-24,2020,1,1,True,S2B_MSIL2A_20200824T101559_N0500_R065_T34VCM_20230419T043339,S2B_MSIL2A_20200824T101559_N0500_R065_T34VCM_20230419T043339=pass,False,S2B_MSIL2A_20200824T101559_N0500_R065_T34VCM_20230419T043339,S2B,2020-08-24T10:15:59Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-08-26,2020,1,1,True,S2A_MSIL2A_20200826T101031_N0500_R022_T34VCM_20230413T171700,S2A_MSIL2A_20200826T101031_N0500_R022_T34VCM_20230413T171700=pass,False,S2A_MSIL2A_20200826T101031_N0500_R022_T34VCM_20230413T171700,S2A,2020-08-26T10:10:31Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-08-29,2020,1,0,False,S2A_MSIL2A_20200829T102031_N0500_R065_T34VCM_20230417T021212,S2A_MSIL2A_20200829T102031_N0500_R065_T34VCM_20230417T021212=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-08-31,2020,1,0,False,S2B_MSIL2A_20200831T100559_N0500_R022_T34VCM_20230426T203046,S2B_MSIL2A_20200831T100559_N0500_R022_T34VCM_20230426T203046=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-09-03,2020,1,0,False,S2B_MSIL2A_20200903T101559_N0500_R065_T34VCM_20230414T161415,S2B_MSIL2A_20200903T101559_N0500_R065_T34VCM_20230414T161415=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-09-05,2020,1,1,True,S2A_MSIL2A_20200905T101031_N0500_R022_T34VCM_20230314T024637,S2A_MSIL2A_20200905T101031_N0500_R022_T34VCM_20230314T024637=pass,False,S2A_MSIL2A_20200905T101031_N0500_R022_T34VCM_20230314T024637,S2A,2020-09-05T10:10:31Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-09-08,2020,1,0,False,S2A_MSIL2A_20200908T102031_N0500_R065_T34VCM_20230415T212156,S2A_MSIL2A_20200908T102031_N0500_R065_T34VCM_20230415T212156=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-09-10,2020,1,1,True,S2B_MSIL2A_20200910T100559_N0500_R022_T34VCM_20230311T022411,S2B_MSIL2A_20200910T100559_N0500_R022_T34VCM_20230311T022411=pass,False,S2B_MSIL2A_20200910T100559_N0500_R022_T34VCM_20230311T022411,S2B,2020-09-10T10:05:59Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-09-13,2020,1,1,True,S2B_MSIL2A_20200913T101629_N0500_R065_T34VCM_20230418T112835,S2B_MSIL2A_20200913T101629_N0500_R065_T34VCM_20230418T112835=pass,False,S2B_MSIL2A_20200913T101629_N0500_R065_T34VCM_20230418T112835,S2B,2020-09-13T10:16:29Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-09-15,2020,1,0,False,S2A_MSIL2A_20200915T101031_N0500_R022_T34VCM_20230313T143303,S2A_MSIL2A_20200915T101031_N0500_R022_T34VCM_20230313T143303=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-09-18,2020,1,1,True,S2A_MSIL2A_20200918T102031_N0500_R065_T34VCM_20230311T043216,S2A_MSIL2A_20200918T102031_N0500_R065_T34VCM_20230311T043216=pass,False,S2A_MSIL2A_20200918T102031_N0500_R065_T34VCM_20230311T043216,S2A,2020-09-18T10:20:31Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-09-20,2020,1,0,False,S2B_MSIL2A_20200920T100649_N0500_R022_T34VCM_20230420T174028,S2B_MSIL2A_20200920T100649_N0500_R022_T34VCM_20230420T174028=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-09-23,2020,1,1,True,S2B_MSIL2A_20200923T101649_N0500_R065_T34VCM_20230426T105356,S2B_MSIL2A_20200923T101649_N0500_R065_T34VCM_20230426T105356=pass,False,S2B_MSIL2A_20200923T101649_N0500_R065_T34VCM_20230426T105356,S2B,2020-09-23T10:16:49Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-09-25,2020,1,0,False,S2A_MSIL2A_20200925T101031_N0500_R022_T34VCM_20230311T100208,S2A_MSIL2A_20200925T101031_N0500_R022_T34VCM_20230311T100208=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-09-28,2020,1,0,False,S2A_MSIL2A_20200928T102031_N0500_R065_T34VCM_20230404T221341,S2A_MSIL2A_20200928T102031_N0500_R065_T34VCM_20230404T221341=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-09-30,2020,1,0,False,S2B_MSIL2A_20200930T100729_N0500_R022_T34VCM_20230420T090422,S2B_MSIL2A_20200930T100729_N0500_R022_T34VCM_20230420T090422=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-10-03,2020,1,0,False,S2B_MSIL2A_20201003T101759_N0500_R065_T34VCM_20230412T082558,S2B_MSIL2A_20201003T101759_N0500_R065_T34VCM_20230412T082558=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-10-08,2020,1,0,False,S2A_MSIL2A_20201008T102031_N0500_R065_T34VCM_20230415T153911,S2A_MSIL2A_20201008T102031_N0500_R065_T34VCM_20230415T153911=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-10-10,2020,1,0,False,S2B_MSIL2A_20201010T101029_N0500_R022_T34VCM_20230403T231653,S2B_MSIL2A_20201010T101029_N0500_R022_T34VCM_20230403T231653=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-10-13,2020,1,0,False,S2B_MSIL2A_20201013T101909_N0500_R065_T34VCM_20230408T010251,S2B_MSIL2A_20201013T101909_N0500_R065_T34VCM_20230408T010251=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-10-15,2020,1,1,True,S2A_MSIL2A_20201015T101031_N0500_R022_T34VCM_20230308T002351,S2A_MSIL2A_20201015T101031_N0500_R022_T34VCM_20230308T002351=pass,False,S2A_MSIL2A_20201015T101031_N0500_R022_T34VCM_20230308T002351,S2A,2020-10-15T10:10:31Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-10-18,2020,1,0,False,S2A_MSIL2A_20201018T102041_N0500_R065_T34VCM_20230306T050844,S2A_MSIL2A_20201018T102041_N0500_R065_T34VCM_20230306T050844=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-10-20,2020,1,0,False,S2B_MSIL2A_20201020T100949_N0500_R022_T34VCM_20230311T130014,S2B_MSIL2A_20201020T100949_N0500_R022_T34VCM_20230311T130014=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-10-23,2020,1,0,False,S2B_MSIL2A_20201023T102029_N0500_R065_T34VCM_20230307T202439,S2B_MSIL2A_20201023T102029_N0500_R065_T34VCM_20230307T202439=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-10-25,2020,1,0,False,S2A_MSIL2A_20201025T101121_N0500_R022_T34VCM_20230327T182358,S2A_MSIL2A_20201025T101121_N0500_R022_T34VCM_20230327T182358=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-10-28,2020,1,0,False,S2A_MSIL2A_20201028T102141_N0500_R065_T34VCM_20230326T101250,S2A_MSIL2A_20201028T102141_N0500_R065_T34VCM_20230326T101250=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-10-30,2020,1,0,False,S2B_MSIL2A_20201030T101139_N0500_R022_T34VCM_20230311T171954,S2B_MSIL2A_20201030T101139_N0500_R022_T34VCM_20230311T171954=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-11-02,2020,1,0,False,S2B_MSIL2A_20201102T102159_N0500_R065_T34VCM_20230317T180540,S2B_MSIL2A_20201102T102159_N0500_R065_T34VCM_20230317T180540=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-11-04,2020,1,1,True,S2A_MSIL2A_20201104T101211_N0500_R022_T34VCM_20230319T070226,S2A_MSIL2A_20201104T101211_N0500_R022_T34VCM_20230319T070226=pass,False,S2A_MSIL2A_20201104T101211_N0500_R022_T34VCM_20230319T070226,S2A,2020-11-04T10:12:11Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-11-07,2020,1,0,False,S2A_MSIL2A_20201107T102231_N0500_R065_T34VCM_20230412T040718,S2A_MSIL2A_20201107T102231_N0500_R065_T34VCM_20230412T040718=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-11-09,2020,1,1,True,S2B_MSIL2A_20201109T101239_N0500_R022_T34VCM_20230302T145813,S2B_MSIL2A_20201109T101239_N0500_R022_T34VCM_20230302T145813=pass,False,S2B_MSIL2A_20201109T101239_N0500_R022_T34VCM_20230302T145813,S2B,2020-11-09T10:12:39Z,N0500,6,9,0,0,0,1,0,0,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,
2020-11-12,2020,1,0,False,S2B_MSIL2A_20201112T102259_N0500_R065_T34VCM_20230409T183248,S2B_MSIL2A_20201112T102259_N0500_R065_T34VCM_20230409T183248=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-11-14,2020,1,0,False,S2A_MSIL2A_20201114T101301_N0500_R022_T34VCM_20230320T174606,S2A_MSIL2A_20201114T101301_N0500_R022_T34VCM_20230320T174606=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-11-17,2020,1,0,False,S2A_MSIL2A_20201117T102321_N0500_R065_T34VCM_20230318T025220,S2A_MSIL2A_20201117T102321_N0500_R065_T34VCM_20230318T025220=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
2020-11-19,2020,1,0,False,S2B_MSIL2A_20201119T101319_N0500_R022_T34VCM_20231117T015212,S2B_MSIL2A_20201119T101319_N0500_R022_T34VCM_20231117T015212=fail,False,,,,,,,,,,,,,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,no_product_on_date_passed_scene_quality_rule
