analysis_classification,outer_test_year,method,date,year,CHLF,s2_openwater_reference_candidate,common_support_segment_id,prediction,selected_p_seapar,reconstruction_status,reconstruction_failure_reason
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-03,2019,1.63357,False,2019_segment_1,2.8302457332611084,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-04,2019,1.5651999999999999,False,2019_segment_1,2.7853517532348633,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-05,2019,1.5090399999999999,False,2019_segment_1,2.7409186363220215,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-06,2019,1.4016,False,2019_segment_1,2.696976900100708,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-07,2019,1.9534499999999999,False,2019_segment_1,2.6535565853118896,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-08,2019,1.78077,False,2019_segment_1,2.6106867790222168,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-09,2019,1.83473,False,2019_segment_1,2.5683953762054443,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-10,2019,1.8851,False,2019_segment_1,2.526710033416748,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-11,2019,1.9822299999999999,False,2019_segment_1,2.4856572151184082,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-12,2019,1.8275399999999999,False,2019_segment_1,2.4452626705169678,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-13,2019,1.88869,False,2019_segment_1,2.4055509567260742,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-14,2019,2.04339,False,2019_segment_1,2.366546630859375,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-15,2019,2.25204,False,2019_segment_1,2.3282732963562012,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-16,2019,2.39235,False,2019_segment_1,2.2907540798187256,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-17,2019,2.24125,True,2019_segment_1,2.2540111541748047,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-18,2019,2.0182099999999998,False,2019_segment_1,2.218066930770874,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-19,2019,1.8203400000000001,False,2019_segment_1,2.1829431056976318,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-20,2019,1.6404700000000001,False,2019_segment_1,2.1486613750457764,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-21,2019,1.46394,False,2019_segment_1,2.1152431964874268,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-22,2019,1.2332099999999999,False,2019_segment_1,2.0827102661132812,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-23,2019,0.78368499999999996,False,2019_segment_1,2.0510845184326172,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-24,2019,0.62456100000000003,False,2019_segment_1,2.0203876495361328,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-25,2019,0.77175099999999996,False,2019_segment_1,1.990642786026001,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-26,2019,0.81550999999999996,False,2019_segment_1,1.9618731737136841,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-27,2019,0.80755399999999999,False,2019_segment_1,1.93410325050354,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-28,2019,1.3580099999999999,False,2019_segment_1,1.9073585271835327,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-29,2019,1.14049,True,2019_segment_1,1.881665825843811,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-30,2019,1.24631,False,2019_segment_1,1.8570537567138672,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-05-31,2019,1.1992799999999999,False,2019_segment_1,1.8335527181625366,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-01,2019,1.3580099999999999,False,2019_segment_1,1.8111956119537354,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-02,2019,1.3697699999999999,False,2019_segment_1,1.7900176048278809,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-03,2019,1.62256,False,2019_segment_1,1.7700569629669189,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-04,2019,1.75545,False,2019_segment_1,1.7513551712036133,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-05,2019,1.4982800000000001,False,2019_segment_1,1.7339575290679932,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-06,2019,1.5709599999999999,True,2019_segment_1,1.7179136276245117,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-07,2019,2.22506,False,2019_segment_1,1.7032774686813354,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-08,2019,1.4647399999999999,True,2019_segment_1,1.6901085376739502,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-09,2019,1.0398499999999999,False,2019_segment_1,1.6784718036651611,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-10,2019,1.0566199999999999,False,2019_segment_1,1.6684387922286987,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-11,2019,1.1684399999999999,False,2019_segment_1,1.6600884199142456,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-12,2019,1.6633800000000001,False,2019_segment_1,1.6535067558288574,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-13,2019,1.5412999999999999,False,2019_segment_1,1.6487891674041748,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-14,2019,1.3581700000000001,False,2019_segment_1,1.6460399627685547,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-15,2019,1.6633800000000001,False,2019_segment_1,1.645374059677124,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-16,2019,1.32002,False,2019_segment_1,1.6469178199768066,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-17,2019,1.7244200000000001,False,2019_segment_1,1.6508097648620605,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-18,2019,3.2976000000000001,True,2019_segment_1,1.6572026014328003,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-19,2019,3.1624500000000002,False,2019_segment_1,1.6662633419036865,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-20,2019,3.06785,False,2019_segment_1,1.678175687789917,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-21,2019,2.59483,False,2019_segment_1,1.6931408643722534,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-22,2019,2.5678000000000001,False,2019_segment_1,1.7113794088363647,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-23,2019,3.0813600000000001,False,2019_segment_1,1.73313307762146,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-24,2019,2.5542899999999999,False,2019_segment_1,1.7586660385131836,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-25,2019,2.7935099999999999,False,2019_segment_1,1.7882677316665649,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-26,2019,2.4182600000000001,False,2019_segment_1,1.8222540616989136,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-27,2019,2.4391099999999999,False,2019_segment_1,1.8609700202941895,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-28,2019,1.8970899999999999,True,2019_segment_1,1.9047921895980835,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-29,2019,3.4085000000000001,False,2019_segment_1,1.954131007194519,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-06-30,2019,3.4918900000000002,False,2019_segment_1,2.0094332695007324,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-01,2019,8.6063299999999998,False,2019_segment_1,2.0711851119995117,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-02,2019,2.47038,False,2019_segment_1,2.1399147510528564,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-03,2019,10.0777,False,2019_segment_1,2.2161955833435059,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-04,2019,9.5450999999999997,False,2019_segment_1,2.3006491661071777,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-05,2019,8.0293600000000005,False,2019_segment_1,2.3939478397369385,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-06,2019,8.3570799999999998,False,2019_segment_1,2.4968185424804688,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-07,2019,7.6196900000000003,False,2019_segment_1,2.6100459098815918,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-08,2019,9.1354399999999991,False,2019_segment_1,2.7344739437103271,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-09,2019,4.6271699999999996,False,2019_segment_1,2.8710110187530518,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-10,2019,4.3254000000000001,False,2019_segment_1,3.0206298828125,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-11,2019,5.7940199999999997,True,2019_segment_1,3.1843719482421875,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-12,2019,6.6188599999999997,False,2019_segment_1,3.363347053527832,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-13,2019,6.8602800000000004,False,2019_segment_1,3.5587358474731445,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-14,2019,8.1076099999999993,False,2019_segment_1,3.7717885971069336,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-15,2019,9.3750499999999999,False,2019_segment_1,4.0038247108459473,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-16,2019,5.4650699999999999,False,2019_segment_1,4.2562289237976074,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-17,2019,6.5002399999999998,False,2019_segment_1,4.5304484367370605,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-18,2019,6.3632299999999997,True,2019_segment_1,4.8279852867126465,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-19,2019,6.1348799999999999,False,2019_segment_1,5.1503872871398926,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-20,2019,6.5002399999999998,False,2019_segment_1,5.4992351531982422,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-21,2019,6.7894699999999997,False,2019_segment_1,5.8761277198791504,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-22,2019,7.9532100000000003,False,2019_segment_1,6.2826619148254395,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-23,2019,8.6321399999999997,True,2019_segment_1,6.7204065322875977,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-24,2019,5.8679199999999998,False,2019_segment_1,7.1908736228942871,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-25,2019,6.5225999999999997,False,2019_segment_1,7.6954803466796875,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-26,2019,9.5777999999999999,True,2019_segment_1,8.235508918762207,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-27,2019,5.4072100000000001,False,2019_segment_1,8.8120527267456055,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-28,2019,7.0803000000000003,True,2019_segment_1,9.4259634017944336,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-29,2019,6.6195899999999996,False,2019_segment_1,10.077778816223145,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-30,2019,8.2439999999999998,False,2019_segment_1,10.767659187316895,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-07-31,2019,8.1256699999999995,False,2019_segment_1,11.495297431945801,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-01,2019,9.2301199999999994,False,2019_segment_1,12.259839057922363,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-02,2019,9.5456800000000008,True,2019_segment_1,13.059788703918457,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-03,2019,12.346299999999999,False,2019_segment_1,13.892916679382324,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-04,2019,11.517899999999999,False,2019_segment_1,14.756163597106934,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-05,2019,16.251300000000001,True,2019_segment_1,15.645557403564453,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-06,2019,25.572099999999999,False,2019_segment_1,16.556129455566406,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-07,2019,22.127300000000002,True,2019_segment_1,17.481847763061523,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-08,2019,18.651499999999999,False,2019_segment_1,18.415580749511719,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-09,2019,18.7135,False,2019_segment_1,19.349084854125977,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-10,2019,22.4376,False,2019_segment_1,20.273019790649414,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-11,2019,12.413600000000001,False,2019_segment_1,21.177019119262695,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-12,2019,13.4998,False,2019_segment_1,22.0498046875,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-13,2019,30.182500000000001,False,2019_segment_1,22.879367828369141,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-14,2019,25.755700000000001,False,2019_segment_1,23.653177261352539,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-15,2019,46.883499999999998,False,2019_segment_1,24.358486175537109,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-16,2019,24.910599999999999,False,2019_segment_1,24.982646942138672,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-17,2019,39.961599999999997,False,2019_segment_1,25.513504028320312,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-18,2019,27.647200000000002,False,2019_segment_1,25.939792633056641,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-19,2019,35.575099999999999,False,2019_segment_1,26.251556396484375,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-20,2019,19.279399999999999,False,2019_segment_1,26.440553665161133,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-21,2019,37.045400000000001,False,2019_segment_1,26.500631332397461,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-22,2019,25.7562,True,2019_segment_1,26.428028106689453,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-23,2019,41.676099999999998,False,2019_segment_1,26.221609115600586,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-24,2019,33.353000000000002,False,2019_segment_1,25.882991790771484,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-25,2019,29.236799999999999,True,2019_segment_1,25.416561126708984,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-26,2019,60.8949,False,2019_segment_1,24.829362869262695,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-27,2019,20.134,True,2019_segment_1,24.130880355834961,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-28,2019,58.387900000000002,False,2019_segment_1,23.332712173461914,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-29,2019,58.5319,False,2019_segment_1,22.448158264160156,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-30,2019,58.675800000000002,False,2019_segment_1,21.49174690246582,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-08-31,2019,25.717099999999999,False,2019_segment_1,20.478738784790039,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-09-01,2019,18.253699999999998,True,2019_segment_1,19.424619674682617,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-09-02,2019,10.6745,False,2019_segment_1,18.344621658325195,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-09-03,2019,20.482399999999998,False,2019_segment_1,17.253301620483398,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-09-04,2019,16.172999999999998,True,2019_segment_1,16.164178848266602,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-09-05,2019,44.1081,False,2019_segment_1,15.089459419250488,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-09-06,2019,12.902900000000001,True,2019_segment_1,14.039835929870605,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-09-07,2019,24.8171,False,2019_segment_1,13.024378776550293,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-09-08,2019,11.026999999999999,False,2019_segment_1,12.050500869750977,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-09-09,2019,10.165100000000001,False,2019_segment_1,11.123984336853027,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-09-10,2019,7.6478400000000004,False,2019_segment_1,10.249064445495605,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-09-11,2019,5.1599899999999996,False,2019_segment_1,9.4285507202148438,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-09-12,2019,6.6711299999999998,False,2019_segment_1,8.6639814376831055,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-09-13,2019,5.2336999999999998,False,2019_segment_1,7.9557857513427734,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-09-14,2019,7.0581300000000002,False,2019_segment_1,7.3034572601318359,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-09-15,2019,6.4131299999999998,False,2019_segment_1,6.705721378326416,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-09-16,2019,6.0998400000000004,False,2019_segment_1,6.1606960296630859,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-09-17,2019,16.944500000000001,False,2019_segment_1,5.6660361289978027,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-09-18,2019,17.962199999999999,False,2019_segment_1,5.2190656661987305,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-09-19,2019,20.7608,False,2019_segment_1,4.8168907165527344,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-09-20,2019,19.844899999999999,False,2019_segment_1,4.4564962387084961,0,ok,
secondary_sensitivity_double_logistic_seasonal_parameter,2019,timesat_double_logistic_cv_seapar,2019-09-21,2019,19.081600000000002,False,2019_segment_1,4.1348223686218262,0,ok,
