date,year,CHLF,prediction,prediction_available,residual,absolute_error,squared_error,residual_status,method,selected_p_seapar
2019-05-04,2019,1.5651999999999999,2.7853517532348633,True,1.2201517532348634,1.2201517532348634,1.4887703009221109,ok,timesat_double_logistic_cv_seapar,0
2019-05-05,2019,1.5090399999999999,2.7409186363220215,True,1.2318786363220215,1.2318786363220215,1.5175249746266035,ok,timesat_double_logistic_cv_seapar,0
2019-05-06,2019,1.4016,2.696976900100708,True,1.2953769001007081,1.2953769001007081,1.6780013133145197,ok,timesat_double_logistic_cv_seapar,0
2019-05-07,2019,1.9534499999999999,2.6535565853118896,True,0.70010658531188974,0.70010658531188974,0.49014923079707434,ok,timesat_double_logistic_cv_seapar,0
2019-05-08,2019,1.78077,2.6106867790222168,True,0.82991677902221683,0.82991677902221683,0.68876186010261109,ok,timesat_double_logistic_cv_seapar,0
2019-05-09,2019,1.83473,2.5683953762054443,True,0.73366537620544436,0.73366537620544436,0.53826488424267616,ok,timesat_double_logistic_cv_seapar,0
2019-05-10,2019,1.8851,2.526710033416748,True,0.64161003341674805,0.64161003341674805,0.41166343498104052,ok,timesat_double_logistic_cv_seapar,0
2019-05-11,2019,1.9822299999999999,2.4856572151184082,True,0.50342721511840827,0.50342721511840827,0.25343896092187612,ok,timesat_double_logistic_cv_seapar,0
2019-05-12,2019,1.8275399999999999,2.4452626705169678,True,0.61772267051696783,0.61772267051696783,0.38158129767061438,ok,timesat_double_logistic_cv_seapar,0
2019-05-13,2019,1.88869,2.4055509567260742,True,0.51686095672607424,0.51686095672607424,0.26714524858779276,ok,timesat_double_logistic_cv_seapar,0
2019-05-14,2019,2.04339,2.366546630859375,True,0.32315663085937496,0.32315663085937496,0.10443020806838234,ok,timesat_double_logistic_cv_seapar,0
2019-05-15,2019,2.25204,2.3282732963562012,True,0.07623329635620113,0.07623329635620113,0.0058115154733323886,ok,timesat_double_logistic_cv_seapar,0
2019-05-16,2019,2.39235,2.2907540798187256,True,-0.10159592018127439,0.10159592018127439,0.010321730997479878,ok,timesat_double_logistic_cv_seapar,0
2019-05-18,2019,2.0182099999999998,2.218066930770874,True,0.19985693077087419,0.19985693077087419,0.039942792777153999,ok,timesat_double_logistic_cv_seapar,0
2019-05-19,2019,1.8203400000000001,2.1829431056976318,True,0.36260310569763177,0.36260310569763177,0.13148101226156791,ok,timesat_double_logistic_cv_seapar,0
2019-05-20,2019,1.6404700000000001,2.1486613750457764,True,0.50819137504577627,0.50819137504577627,0.25825847367091687,ok,timesat_double_logistic_cv_seapar,0
2019-05-21,2019,1.46394,2.1152431964874268,True,0.65130319648742674,0.65130319648742674,0.42419585375473962,ok,timesat_double_logistic_cv_seapar,0
2019-05-22,2019,1.2332099999999999,2.0827102661132812,True,0.84950026611328133,0.84950026611328133,0.72165070212653581,ok,timesat_double_logistic_cv_seapar,0
2019-05-23,2019,0.78368499999999996,2.0510845184326172,True,1.2673995184326172,1.2673995184326172,1.6063015393232301,ok,timesat_double_logistic_cv_seapar,0
2019-05-24,2019,0.62456100000000003,2.0203876495361328,True,1.3958266495361329,1.3958266495361329,1.9483320355552665,ok,timesat_double_logistic_cv_seapar,0
2019-05-25,2019,0.77175099999999996,1.990642786026001,True,1.2188917860260009,1.2188917860260009,1.4856971860416543,ok,timesat_double_logistic_cv_seapar,0
2019-05-26,2019,0.81550999999999996,1.9618731737136841,True,1.1463631737136841,1.1463631737136841,1.3141485260469103,ok,timesat_double_logistic_cv_seapar,0
2019-05-27,2019,0.80755399999999999,1.93410325050354,True,1.1265492505035399,1.1265492505035399,1.2691132138100876,ok,timesat_double_logistic_cv_seapar,0
2019-05-28,2019,1.3580099999999999,1.9073585271835327,True,0.54934852718353278,0.54934852718353278,0.30178380431871665,ok,timesat_double_logistic_cv_seapar,0
2019-05-30,2019,1.24631,1.8570537567138672,True,0.61074375671386716,0.61074375671386716,0.37300793636496737,ok,timesat_double_logistic_cv_seapar,0
2019-05-31,2019,1.1992799999999999,1.8335527181625366,True,0.63427271816253672,0.63427271816253672,0.40230188100529274,ok,timesat_double_logistic_cv_seapar,0
2019-06-01,2019,1.3580099999999999,1.8111956119537354,True,0.45318561195373541,0.45318561195373541,0.20537719888188166,ok,timesat_double_logistic_cv_seapar,0
2019-06-02,2019,1.3697699999999999,1.7900176048278809,True,0.42024760482788093,0.42024760482788093,0.17660804936357077,ok,timesat_double_logistic_cv_seapar,0
2019-06-03,2019,1.62256,1.7700569629669189,True,0.14749696296691894,0.14749696296691894,0.021755354084464659,ok,timesat_double_logistic_cv_seapar,0
2019-06-04,2019,1.75545,1.7513551712036133,True,-0.0040948287963866736,0.0040948287963866736,1.6767622871717536e-05,ok,timesat_double_logistic_cv_seapar,0
2019-06-05,2019,1.4982800000000001,1.7339575290679932,True,0.23567752906799311,0.23567752906799311,0.055543897707594735,ok,timesat_double_logistic_cv_seapar,0
2019-06-07,2019,2.22506,1.7032774686813354,True,-0.52178253131866459,0.52178253131866459,0.27225700998931318,ok,timesat_double_logistic_cv_seapar,0
2019-06-09,2019,1.0398499999999999,1.6784718036651611,True,0.63862180366516119,0.63862180366516119,0.40783780811654369,ok,timesat_double_logistic_cv_seapar,0
2019-06-10,2019,1.0566199999999999,1.6684387922286987,True,0.61181879222869884,0.61181879222869884,0.37432223452418378,ok,timesat_double_logistic_cv_seapar,0
2019-06-11,2019,1.1684399999999999,1.6600884199142456,True,0.49164841991424568,0.49164841991424568,0.24171816880417446,ok,timesat_double_logistic_cv_seapar,0
2019-06-12,2019,1.6633800000000001,1.6535067558288574,True,-0.0098732441711426588,0.0098732441711426588,9.7480950463002487e-05,ok,timesat_double_logistic_cv_seapar,0
2019-06-13,2019,1.5412999999999999,1.6487891674041748,True,0.10748916740417491,0.10748916740417491,0.011553921109242738,ok,timesat_double_logistic_cv_seapar,0
2019-06-14,2019,1.3581700000000001,1.6460399627685547,True,0.28786996276855459,0.28786996276855459,0.082869115464369009,ok,timesat_double_logistic_cv_seapar,0
2019-06-15,2019,1.6633800000000001,1.645374059677124,True,-0.018005940322876057,0.018005940322876057,0.00032421388691097392,ok,timesat_double_logistic_cv_seapar,0
2019-06-16,2019,1.32002,1.6469178199768066,True,0.32689781997680667,0.32689781997680667,0.1068621847055887,ok,timesat_double_logistic_cv_seapar,0
2019-06-17,2019,1.7244200000000001,1.6508097648620605,True,-0.073610235137939517,0.073610235137939517,0.0054184667170627454,ok,timesat_double_logistic_cv_seapar,0
2019-06-19,2019,3.1624500000000002,1.6662633419036865,True,-1.4961866580963137,1.4961866580963137,2.2385745158654156,ok,timesat_double_logistic_cv_seapar,0
2019-06-20,2019,3.06785,1.678175687789917,True,-1.389674312210083,1.389674312210083,1.9311946940165672,ok,timesat_double_logistic_cv_seapar,0
2019-06-21,2019,2.59483,1.6931408643722534,True,-0.90168913562774655,0.90168913562774655,0.81304329730911273,ok,timesat_double_logistic_cv_seapar,0
2019-06-22,2019,2.5678000000000001,1.7113794088363647,True,-0.85642059116363534,0.85642059116363534,0.73345622896907059,ok,timesat_double_logistic_cv_seapar,0
2019-06-23,2019,3.0813600000000001,1.73313307762146,True,-1.3482269223785401,1.3482269223785401,1.81771583422631,ok,timesat_double_logistic_cv_seapar,0
2019-06-24,2019,2.5542899999999999,1.7586660385131836,True,-0.79562396148681636,0.79562396148681636,0.633017488091975,ok,timesat_double_logistic_cv_seapar,0
2019-06-25,2019,2.7935099999999999,1.7882677316665649,True,-1.005242268333435,1.005242268333435,1.0105120180441498,ok,timesat_double_logistic_cv_seapar,0
2019-06-26,2019,2.4182600000000001,1.8222540616989136,True,-0.5960059383010865,0.5960059383010865,0.35522307849015855,ok,timesat_double_logistic_cv_seapar,0
2019-06-27,2019,2.4391099999999999,1.8609700202941895,True,-0.57813997970581044,0.57813997970581044,0.33424583613423492,ok,timesat_double_logistic_cv_seapar,0
2019-06-29,2019,3.4085000000000001,1.954131007194519,True,-1.454368992805481,1.454368992805481,2.1151891672340293,ok,timesat_double_logistic_cv_seapar,0
2019-06-30,2019,3.4918900000000002,2.0094332695007324,True,-1.4824567304992677,1.4824567304992677,2.1976779578025787,ok,timesat_double_logistic_cv_seapar,0
2019-07-01,2019,8.6063299999999998,2.0711851119995117,True,-6.5351448880004881,6.5351448880004881,42.70811870715891,ok,timesat_double_logistic_cv_seapar,0
2019-07-02,2019,2.47038,2.1399147510528564,True,-0.33046524894714358,0.33046524894714358,0.10920728076169758,ok,timesat_double_logistic_cv_seapar,0
2019-07-03,2019,10.0777,2.2161955833435059,True,-7.8615044166564942,7.8615044166564942,61.803251693109566,ok,timesat_double_logistic_cv_seapar,0
2019-07-04,2019,9.5450999999999997,2.3006491661071777,True,-7.244450833892822,7.244450833892822,52.482067884690402,ok,timesat_double_logistic_cv_seapar,0
2019-07-05,2019,8.0293600000000005,2.3939478397369385,True,-5.635412160263062,5.635412160263062,31.757870216040793,ok,timesat_double_logistic_cv_seapar,0
2019-07-06,2019,8.3570799999999998,2.4968185424804688,True,-5.8602614575195311,5.8602614575195311,34.342664350488938,ok,timesat_double_logistic_cv_seapar,0
2019-07-07,2019,7.6196900000000003,2.6100459098815918,True,-5.0096440901184085,5.0096440901184085,25.096533909658298,ok,timesat_double_logistic_cv_seapar,0
2019-07-08,2019,9.1354399999999991,2.7344739437103271,True,-6.400966056289672,6.400966056289672,40.972366453772558,ok,timesat_double_logistic_cv_seapar,0
2019-07-09,2019,4.6271699999999996,2.8710110187530518,True,-1.7561589812469478,1.7561589812469478,3.0840943674143175,ok,timesat_double_logistic_cv_seapar,0
2019-07-10,2019,4.3254000000000001,3.0206298828125,True,-1.3047701171875001,1.3047701171875001,1.7024250587054828,ok,timesat_double_logistic_cv_seapar,0
2019-07-12,2019,6.6188599999999997,3.363347053527832,True,-3.2555129464721677,3.2555129464721677,10.598364544647895,ok,timesat_double_logistic_cv_seapar,0
2019-07-13,2019,6.8602800000000004,3.5587358474731445,True,-3.3015441525268558,3.3015441525268558,10.900193791084275,ok,timesat_double_logistic_cv_seapar,0
2019-07-14,2019,8.1076099999999993,3.7717885971069336,True,-4.3358214028930657,4.3358214028930657,18.799347237785593,ok,timesat_double_logistic_cv_seapar,0
2019-07-15,2019,9.3750499999999999,4.0038247108459473,True,-5.3712252891540526,5.3712252891540526,28.850061106848035,ok,timesat_double_logistic_cv_seapar,0
2019-07-16,2019,5.4650699999999999,4.2562289237976074,True,-1.2088410762023925,1.2088410762023925,1.4612967475141585,ok,timesat_double_logistic_cv_seapar,0
2019-07-17,2019,6.5002399999999998,4.5304484367370605,True,-1.9697915632629392,1.9697915632629392,3.880078802701854,ok,timesat_double_logistic_cv_seapar,0
2019-07-19,2019,6.1348799999999999,5.1503872871398926,True,-0.98449271286010731,0.98449271286010731,0.96922590167465372,ok,timesat_double_logistic_cv_seapar,0
2019-07-20,2019,6.5002399999999998,5.4992351531982422,True,-1.0010048468017576,1.0010048468017576,1.0020107033206103,ok,timesat_double_logistic_cv_seapar,0
2019-07-21,2019,6.7894699999999997,5.8761277198791504,True,-0.91334228012084928,0.91334228012084928,0.8341941206563519,ok,timesat_double_logistic_cv_seapar,0
2019-07-22,2019,7.9532100000000003,6.2826619148254395,True,-1.6705480851745609,1.6705480851745609,2.7907309048803919,ok,timesat_double_logistic_cv_seapar,0
2019-07-24,2019,5.8679199999999998,7.1908736228942871,True,1.3229536228942873,1.3229536228942873,1.7502062883291201,ok,timesat_double_logistic_cv_seapar,0
2019-07-25,2019,6.5225999999999997,7.6954803466796875,True,1.1728803466796878,1.1728803466796878,1.3756483076274646,ok,timesat_double_logistic_cv_seapar,0
2019-07-27,2019,5.4072100000000001,8.8120527267456055,True,3.4048427267456054,3.4048427267456054,11.592953993872449,ok,timesat_double_logistic_cv_seapar,0
2019-07-29,2019,6.6195899999999996,10.077778816223145,True,3.4581888162231449,3.4581888162231449,11.959069888650836,ok,timesat_double_logistic_cv_seapar,0
2019-07-30,2019,8.2439999999999998,10.767659187316895,True,2.5236591873168948,2.5236591873168948,6.3688556937289693,ok,timesat_double_logistic_cv_seapar,0
2019-07-31,2019,8.1256699999999995,11.495297431945801,True,3.3696274319458013,3.3696274319458013,11.354389030121656,ok,timesat_double_logistic_cv_seapar,0
2019-08-01,2019,9.2301199999999994,12.259839057922363,True,3.0297190579223638,3.0297190579223638,9.1791975699379762,ok,timesat_double_logistic_cv_seapar,0
2019-08-03,2019,12.346299999999999,13.892916679382324,True,1.5466166793823248,1.5466166793823248,2.3920231529436089,ok,timesat_double_logistic_cv_seapar,0
2019-08-04,2019,11.517899999999999,14.756163597106934,True,3.2382635971069345,3.2382635971069345,10.486351124347943,ok,timesat_double_logistic_cv_seapar,0
2019-08-06,2019,25.572099999999999,16.556129455566406,True,-9.0159705444335927,9.0159705444335927,81.28772485809418,ok,timesat_double_logistic_cv_seapar,0
2019-08-08,2019,18.651499999999999,18.415580749511719,True,-0.23591925048827989,0.23591925048827989,0.055657892750951746,ok,timesat_double_logistic_cv_seapar,0
2019-08-09,2019,18.7135,19.349084854125977,True,0.63558485412597676,0.63558485412597676,0.40396810679433914,ok,timesat_double_logistic_cv_seapar,0
2019-08-10,2019,22.4376,20.273019790649414,True,-2.1645802093505857,2.1645802093505857,4.6854074827122254,ok,timesat_double_logistic_cv_seapar,0
2019-08-11,2019,12.413600000000001,21.177019119262695,True,8.7634191192626947,8.7634191192626947,76.797514659858948,ok,timesat_double_logistic_cv_seapar,0
2019-08-12,2019,13.4998,22.0498046875,True,8.5500046874999995,8.5500046874999995,73.102580156271969,ok,timesat_double_logistic_cv_seapar,0
2019-08-13,2019,30.182500000000001,22.879367828369141,True,-7.3031321716308604,7.3031321716308604,53.335739516309687,ok,timesat_double_logistic_cv_seapar,0
2019-08-14,2019,25.755700000000001,23.653177261352539,True,-2.1025227386474619,2.1025227386474619,4.4206018665296236,ok,timesat_double_logistic_cv_seapar,0
2019-08-15,2019,46.883499999999998,24.358486175537109,True,-22.525013824462889,22.525013824462889,507.37624779224427,ok,timesat_double_logistic_cv_seapar,0
2019-08-16,2019,24.910599999999999,24.982646942138672,True,0.072046942138673131,0.072046942138673131,0.0051907618715333137,ok,timesat_double_logistic_cv_seapar,0
2019-08-17,2019,39.961599999999997,25.513504028320312,True,-14.448095971679685,14.448095971679685,208.74747720686673,ok,timesat_double_logistic_cv_seapar,0
2019-08-18,2019,27.647200000000002,25.939792633056641,True,-1.7074073669433609,1.7074073669433609,2.9152399166924607,ok,timesat_double_logistic_cv_seapar,0
2019-08-19,2019,35.575099999999999,26.251556396484375,True,-9.3235436035156241,9.3235436035156241,86.928465326657104,ok,timesat_double_logistic_cv_seapar,0
2019-08-20,2019,19.279399999999999,26.440553665161133,True,7.1611536651611338,7.1611536651611338,51.28212181605074,ok,timesat_double_logistic_cv_seapar,0
2019-08-21,2019,37.045400000000001,26.500631332397461,True,-10.54476866760254,10.54476866760254,111.19214625325225,ok,timesat_double_logistic_cv_seapar,0
2019-08-23,2019,41.676099999999998,26.221609115600586,True,-15.454490884399412,15.454490884399412,238.84128849598451,ok,timesat_double_logistic_cv_seapar,0
2019-08-24,2019,33.353000000000002,25.882991790771484,True,-7.4700082092285172,7.4700082092285172,55.801022645941437,ok,timesat_double_logistic_cv_seapar,0
2019-08-26,2019,60.8949,24.829362869262695,True,-36.065537130737304,36.065537130737304,1300.7229685285913,ok,timesat_double_logistic_cv_seapar,0
2019-08-28,2019,58.387900000000002,23.332712173461914,True,-35.055187826538088,35.055187826538088,1228.8661935538642,ok,timesat_double_logistic_cv_seapar,0
2019-08-29,2019,58.5319,22.448158264160156,True,-36.083741735839844,36.083741735839844,1302.0364176587902,ok,timesat_double_logistic_cv_seapar,0
2019-08-30,2019,58.675800000000002,21.49174690246582,True,-37.184053097534182,37.184053097534182,1382.6538047602414,ok,timesat_double_logistic_cv_seapar,0
2019-08-31,2019,25.717099999999999,20.478738784790039,True,-5.2383612152099595,5.2383612152099595,27.440428221015964,ok,timesat_double_logistic_cv_seapar,0
2019-09-02,2019,10.6745,18.344621658325195,True,7.6701216583251952,7.6701216583251952,58.830766253509246,ok,timesat_double_logistic_cv_seapar,0
2019-09-03,2019,20.482399999999998,17.253301620483398,True,-3.2290983795165999,3.2290983795165999,10.427076344596731,ok,timesat_double_logistic_cv_seapar,0
2019-09-05,2019,44.1081,15.089459419250488,True,-29.018640580749512,29.018640580749512,842.08150115472233,ok,timesat_double_logistic_cv_seapar,0
2019-09-07,2019,24.8171,13.024378776550293,True,-11.792721223449707,11.792721223449707,139.06827385400115,ok,timesat_double_logistic_cv_seapar,0
2019-09-08,2019,11.026999999999999,12.050500869750977,True,1.0235008697509773,1.0235008697509773,1.0475540303810071,ok,timesat_double_logistic_cv_seapar,0
2019-09-09,2019,10.165100000000001,11.123984336853027,True,0.95888433685302665,0.95888433685302665,0.91945917146206868,ok,timesat_double_logistic_cv_seapar,0
2019-09-10,2019,7.6478400000000004,10.249064445495605,True,2.6012244454956051,2.6012244454956051,6.766368615843918,ok,timesat_double_logistic_cv_seapar,0
2019-09-11,2019,5.1599899999999996,9.4285507202148438,True,4.2685607202148441,4.2685607202148441,18.220610622161068,ok,timesat_double_logistic_cv_seapar,0
2019-09-12,2019,6.6711299999999998,8.6639814376831055,True,1.9928514376831057,1.9928514376831057,3.9714568526756211,ok,timesat_double_logistic_cv_seapar,0
2019-09-13,2019,5.2336999999999998,7.9557857513427734,True,2.7220857513427736,2.7220857513427736,7.4097508376633527,ok,timesat_double_logistic_cv_seapar,0
2019-09-14,2019,7.0581300000000002,7.3034572601318359,True,0.2453272601318357,0.2453272601318357,0.060185464563793381,ok,timesat_double_logistic_cv_seapar,0
2019-09-15,2019,6.4131299999999998,6.705721378326416,True,0.29259137832641624,0.29259137832641624,0.085609714670952033,ok,timesat_double_logistic_cv_seapar,0
2019-09-16,2019,6.0998400000000004,6.1606960296630859,True,0.060856029663085565,0.060856029663085565,0.0037034563463543501,ok,timesat_double_logistic_cv_seapar,0
2019-09-17,2019,16.944500000000001,5.6660361289978027,True,-11.278463871002199,11.278463871002199,127.20374728950191,ok,timesat_double_logistic_cv_seapar,0
2019-09-18,2019,17.962199999999999,5.2190656661987305,True,-12.743134333801269,12.743134333801269,162.3874726493047,ok,timesat_double_logistic_cv_seapar,0
2019-09-19,2019,20.7608,4.8168907165527344,True,-15.943909283447265,15.943909283447265,254.20824323879589,ok,timesat_double_logistic_cv_seapar,0
2019-09-20,2019,19.844899999999999,4.4564962387084961,True,-15.388403761291503,15.388403761291503,236.80297032053048,ok,timesat_double_logistic_cv_seapar,0
2019-09-21,2019,19.081600000000002,4.1348223686218262,True,-14.946777631378175,14.946777631378175,223.40616156186698,ok,timesat_double_logistic_cv_seapar,0
2019-09-22,2019,27.782800000000002,3.8488326072692871,True,-23.933967392730715,23.933967392730715,572.8347951562971,ok,timesat_double_logistic_cv_seapar,0
2019-09-23,2019,21.524100000000001,3.5955610275268555,True,-17.928538972473145,17.928538972473145,321.43250968748845,ok,timesat_double_logistic_cv_seapar,0
2019-09-24,2019,11.264699999999999,3.3721516132354736,True,-7.8925483867645259,7.8925483867645259,62.292320037419323,ok,timesat_double_logistic_cv_seapar,0
2019-09-25,2019,1.7599199999999999,3.1758840084075928,True,1.4159640084075928,1.4159640084075928,2.0049540731056976,ok,timesat_double_logistic_cv_seapar,0
2019-09-27,2019,1.05772,2.8546814918518066,True,1.7969614918518066,1.7969614918518066,3.2290706031982706,ok,timesat_double_logistic_cv_seapar,0
2019-09-28,2019,1.0018899999999999,2.725121021270752,True,1.723231021270752,1.723231021270752,2.969525152669839,ok,timesat_double_logistic_cv_seapar,0
2019-09-29,2019,1.2633799999999999,2.6134567260742188,True,1.3500767260742188,1.3500767260742188,1.8227071662872811,ok,timesat_double_logistic_cv_seapar,0
2019-09-30,2019,2.5561500000000001,2.5178036689758301,True,-0.038346331024170066,0.038346331024170066,0.0014704411030152277,ok,timesat_double_logistic_cv_seapar,0
2019-10-02,2019,1.1282300000000001,2.3678004741668701,True,1.2395704741668701,1.2395704741668701,1.536534960426279,ok,timesat_double_logistic_cv_seapar,0
2019-10-03,2019,1.0488999999999999,2.3104681968688965,True,1.2615681968688965,1.2615681968688965,1.591554315351039,ok,timesat_double_logistic_cv_seapar,0
2019-10-05,2019,1.04009,2.2247383594512939,True,1.184648359451294,1.184648359451294,1.4033917355506422,ok,timesat_double_logistic_cv_seapar,0
2019-10-06,2019,1.2839499999999999,2.1941592693328857,True,0.91020926933288582,0.91020926933288582,0.82848091397950585,ok,timesat_double_logistic_cv_seapar,0
2019-10-07,2019,0.86967700000000003,2.1705043315887451,True,1.3008273315887451,1.3008273315887451,1.6921517466082949,ok,timesat_double_logistic_cv_seapar,0
2019-10-08,2019,0.91668700000000003,2.1529507637023926,True,1.2362637637023925,1.2362637637023925,1.5283480934436051,ok,timesat_double_logistic_cv_seapar,0
2019-10-09,2019,7.9379099999999996,2.140765905380249,True,-5.7971440946197506,5.7971440946197506,33.606879653784645,ok,timesat_double_logistic_cv_seapar,0
2019-10-10,2019,6.0206999999999997,2.1332991123199463,True,-3.8874008876800534,3.8874008876800534,15.111885661535668,ok,timesat_double_logistic_cv_seapar,0
2019-10-11,2019,6.8111300000000004,2.1299738883972168,True,-4.6811561116027836,4.6811561116027836,21.913222541196092,ok,timesat_double_logistic_cv_seapar,0
2019-10-12,2019,11.507400000000001,2.1302802562713623,True,-9.3771197437286382,9.3771197437286382,87.930374688225442,ok,timesat_double_logistic_cv_seapar,0
2019-10-13,2019,10.8933,2.1337676048278809,True,-8.7595323951721191,8.7595323951721191,76.729407782069799,ok,timesat_double_logistic_cv_seapar,0
2019-10-14,2019,7.0129400000000004,2.1400389671325684,True,-4.872901032867432,4.872901032867432,23.745164476120486,ok,timesat_double_logistic_cv_seapar,0
2019-10-15,2019,10.1915,2.1487452983856201,True,-8.0427547016143794,8.0427547016143794,64.685903190340213,ok,timesat_double_logistic_cv_seapar,0
2019-10-16,2019,5.7852600000000001,2.1595797538757324,True,-3.6256802461242676,3.6256802461242676,13.145557247135731,ok,timesat_double_logistic_cv_seapar,0
2019-10-17,2019,7.5342900000000004,2.1722733974456787,True,-5.3620166025543217,5.3620166025543217,28.75122204606819,ok,timesat_double_logistic_cv_seapar,0
2019-10-18,2019,5.2302799999999996,2.1865906715393066,True,-3.043689328460693,3.043689328460693,9.2640447281855032,ok,timesat_double_logistic_cv_seapar,0
2019-10-20,2019,6.5588699999999998,2.2192995548248291,True,-4.3395704451751707,4.3395704451751707,18.831871648637829,ok,timesat_double_logistic_cv_seapar,0
2019-10-21,2019,5.8188899999999997,2.2373549938201904,True,-3.5815350061798092,3.5815350061798092,12.827393000491407,ok,timesat_double_logistic_cv_seapar,0
2019-10-22,2019,3.19095,2.256356954574585,True,-0.93459304542541499,0.93459304542541499,0.87346416055755183,ok,timesat_double_logistic_cv_seapar,0
2019-10-23,2019,3.0886800000000001,2.2761869430541992,True,-0.81249305694580087,0.81249305694580087,0.66014496758513241,ok,timesat_double_logistic_cv_seapar,0
2019-10-24,2019,3.2364999999999999,2.2967429161071777,True,-0.9397570838928222,0.9397570838928222,0.88314337672674081,ok,timesat_double_logistic_cv_seapar,0
2019-10-25,2019,3.7227800000000002,2.317936897277832,True,-1.4048431027221682,1.4048431027221682,1.9735841432660484,ok,timesat_double_logistic_cv_seapar,0
2019-10-26,2019,4.1216400000000002,2.3396921157836914,True,-1.7819478842163088,1.7819478842163088,3.1753382620629793,ok,timesat_double_logistic_cv_seapar,0
2019-10-27,2019,3.3955000000000002,2.3619434833526611,True,-1.0335565166473391,1.0335565166473391,1.0682390731041813,ok,timesat_double_logistic_cv_seapar,0
2019-10-28,2019,3.8148200000000001,2.3846344947814941,True,-1.430185505218506,1.430185505218506,2.045430579337113,ok,timesat_double_logistic_cv_seapar,0
2019-10-30,2019,3.7432300000000001,2.4311490058898926,True,-1.3120809941101075,1.3120809941101075,1.721556535104968,ok,timesat_double_logistic_cv_seapar,0
2019-11-01,2019,3.1284700000000001,2.4789280891418457,True,-0.64954191085815438,0.64954191085815438,0.42190469396126257,ok,timesat_double_logistic_cv_seapar,0
2019-11-02,2019,3.11496,2.5032193660736084,True,-0.61174063392639155,0.61174063392639155,0.3742266031966634,ok,timesat_double_logistic_cv_seapar,0
2019-11-04,2019,3.0879500000000002,2.5524976253509521,True,-0.53545237464904805,0.53545237464904805,0.28670924551730453,ok,timesat_double_logistic_cv_seapar,0
2019-11-06,2019,2.9394,2.6025960445404053,True,-0.33680395545959474,0.33680395545959474,0.11343690441322868,ok,timesat_double_logistic_cv_seapar,0
2019-11-07,2019,2.8727,2.6279218196868896,True,-0.24477818031311038,0.24477818031311038,0.059916357557397576,ok,timesat_double_logistic_cv_seapar,0
2019-11-08,2019,2.8060100000000001,2.6534194946289062,True,-0.15259050537109387,0.15259050537109387,0.023283862329405824,ok,timesat_double_logistic_cv_seapar,0
2019-11-09,2019,2.7393100000000001,2.6790814399719238,True,-0.060228560028076306,0.060228560028076306,0.0036274794430555908,ok,timesat_double_logistic_cv_seapar,0
2019-11-10,2019,2.6726200000000002,2.7049012184143066,True,0.032281218414306423,0.032281218414306423,0.0010420770623121561,ok,timesat_double_logistic_cv_seapar,0
2019-11-11,2019,2.6059199999999998,2.7308735847473145,True,0.12495358474731466,0.12495358474731466,0.015613398341204347,ok,timesat_double_logistic_cv_seapar,0
2019-11-12,2019,2.5392299999999999,2.7569940090179443,True,0.21776400901794446,0.21776400901794446,0.047421163623567394,ok,timesat_double_logistic_cv_seapar,0
2019-11-13,2019,2.4725299999999999,2.7832586765289307,True,0.31072867652893077,0.31072867652893077,0.096552310417420892,ok,timesat_double_logistic_cv_seapar,0
