date,year,l2a_representative_status,scl_gate_pass,l2a_product_id,l2a_platform,l2a_sensing_datetime,l2a_tile,l2a_relative_orbit,l2a_processing_baseline,l2a_generation_time,l1c_pairing_status,l1c_product_id,l1c_platform,l1c_sensing_datetime,l1c_tile,l1c_relative_orbit,l1c_processing_baseline,l1c_generation_time,l1c_candidate_count,l1c_candidate_product_ids,pairing_detail
2020-11-02,2020,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2020-11-04,2020,frozen_representative,True,S2A_MSIL2A_20201104T101211_N0500_R022_T34VCM_20230319T070226,S2A,2020-11-04T10:12:11Z,T34VCM,22,N0500,2023-03-19T07:02:26Z,exact_unique,S2A_MSIL1C_20201104T101211_N0500_R022_T34VCM_20230319T003319,S2A,2020-11-04T10:12:11Z,T34VCM,22,N0500,2023-03-19T00:33:19Z,1,S2A_MSIL1C_20201104T101211_N0500_R022_T34VCM_20230319T003319,
2020-11-07,2020,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2020-11-09,2020,frozen_representative,True,S2B_MSIL2A_20201109T101239_N0500_R022_T34VCM_20230302T145813,S2B,2020-11-09T10:12:39Z,T34VCM,22,N0500,2023-03-02T14:58:13Z,exact_unique,S2B_MSIL1C_20201109T101239_N0500_R022_T34VCM_20230302T103054,S2B,2020-11-09T10:12:39Z,T34VCM,22,N0500,2023-03-02T10:30:54Z,1,S2B_MSIL1C_20201109T101239_N0500_R022_T34VCM_20230302T103054,
2020-11-12,2020,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2020-11-14,2020,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2020-11-17,2020,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2020-11-19,2020,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2020-11-22,2020,frozen_representative,True,S2B_MSIL2A_20201122T102339_N0500_R065_T34VCM_20230402T194726,S2B,2020-11-22T10:23:39Z,T34VCM,65,N0500,2023-04-02T19:47:26Z,exact_unique,S2B_MSIL1C_20201122T102339_N0500_R065_T34VCM_20230402T123818,S2B,2020-11-22T10:23:39Z,T34VCM,65,N0500,2023-04-02T12:38:18Z,1,S2B_MSIL1C_20201122T102339_N0500_R065_T34VCM_20230402T123818,
2020-11-24,2020,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2020-11-27,2020,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2020-11-29,2020,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2020-12-12,2020,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2020-12-19,2020,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2020-12-22,2020,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2020-12-29,2020,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-01-01,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-01-08,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-01-11,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-01-13,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-01-16,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-01-18,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-01-21,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-01-23,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-01-26,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-01-28,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-01-31,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-02-02,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-02-05,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-02-07,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-02-10,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-02-12,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-02-15,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-02-17,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-02-20,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-02-22,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-02-25,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-02-27,2021,frozen_representative,True,S2B_MSIL2A_20210227T101029_N0500_R022_T34VCM_20230602T214212,S2B,2021-02-27T10:10:29Z,T34VCM,22,N0500,2023-06-02T21:42:12Z,exact_unique,S2B_MSIL1C_20210227T101029_N0500_R022_T34VCM_20230602T112715,S2B,2021-02-27T10:10:29Z,T34VCM,22,N0500,2023-06-02T11:27:15Z,1,S2B_MSIL1C_20210227T101029_N0500_R022_T34VCM_20230602T112715,
2021-03-02,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-03-04,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-03-07,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-03-09,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-03-12,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-03-14,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-03-17,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-03-19,2021,frozen_representative,True,S2B_MSIL2A_20210319T100649_N0500_R022_T34VCM_20230520T034739,S2B,2021-03-19T10:06:49Z,T34VCM,22,N0500,2023-05-20T03:47:39Z,exact_unique,S2B_MSIL1C_20210319T100649_N0500_R022_T34VCM_20230518T221153,S2B,2021-03-19T10:06:49Z,T34VCM,22,N0500,2023-05-18T22:11:53Z,1,S2B_MSIL1C_20210319T100649_N0500_R022_T34VCM_20230518T221153,
2021-03-22,2021,frozen_representative,True,S2B_MSIL2A_20210322T101649_N0500_R065_T34VCM_20230605T043412,S2B,2021-03-22T10:16:49Z,T34VCM,65,N0500,2023-06-05T04:34:12Z,exact_unique,S2B_MSIL1C_20210322T101649_N0500_R065_T34VCM_20230604T102539,S2B,2021-03-22T10:16:49Z,T34VCM,65,N0500,2023-06-04T10:25:39Z,1,S2B_MSIL1C_20210322T101649_N0500_R065_T34VCM_20230604T102539,
2021-03-24,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-03-27,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-03-29,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-04-01,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-04-03,2021,frozen_representative,True,S2A_MSIL2A_20210403T101021_N0500_R022_T34VCM_20230512T004623,S2A,2021-04-03T10:10:21Z,T34VCM,22,N0500,2023-05-12T00:46:23Z,exact_unique,S2A_MSIL1C_20210403T101021_N0500_R022_T34VCM_20230511T155445,S2A,2021-04-03T10:10:21Z,T34VCM,22,N0500,2023-05-11T15:54:45Z,1,S2A_MSIL1C_20210403T101021_N0500_R022_T34VCM_20230511T155445,
2021-04-06,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-04-08,2021,frozen_representative,True,S2B_MSIL2A_20210408T100549_N0500_R022_T34VCM_20230513T124455,S2B,2021-04-08T10:05:49Z,T34VCM,22,N0500,2023-05-13T12:44:55Z,exact_unique,S2B_MSIL1C_20210408T100549_N0500_R022_T34VCM_20230512T121936,S2B,2021-04-08T10:05:49Z,T34VCM,22,N0500,2023-05-12T12:19:36Z,1,S2B_MSIL1C_20210408T100549_N0500_R022_T34VCM_20230512T121936,
2021-04-11,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-04-13,2021,frozen_representative,True,S2A_MSIL2A_20210413T101021_N0500_R022_T34VCM_20230513T131428,S2A,2021-04-13T10:10:21Z,T34VCM,22,N0500,2023-05-13T13:14:28Z,exact_unique,S2A_MSIL1C_20210413T101021_N0500_R022_T34VCM_20230513T062335,S2A,2021-04-13T10:10:21Z,T34VCM,22,N0500,2023-05-13T06:23:35Z,1,S2A_MSIL1C_20210413T101021_N0500_R022_T34VCM_20230513T062335,
2021-04-16,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-04-18,2021,frozen_representative,True,S2B_MSIL2A_20210418T100549_N0500_R022_T34VCM_20230525T063818,S2B,2021-04-18T10:05:49Z,T34VCM,22,N0500,2023-05-25T06:38:18Z,exact_unique,S2B_MSIL1C_20210418T100549_N0500_R022_T34VCM_20230524T070538,S2B,2021-04-18T10:05:49Z,T34VCM,22,N0500,2023-05-24T07:05:38Z,1,S2B_MSIL1C_20210418T100549_N0500_R022_T34VCM_20230524T070538,
2021-04-21,2021,frozen_representative,True,S2B_MSIL2A_20210421T101549_N0500_R065_T34VCM_20230518T200516,S2B,2021-04-21T10:15:49Z,T34VCM,65,N0500,2023-05-18T20:05:16Z,exact_unique,S2B_MSIL1C_20210421T101549_N0500_R065_T34VCM_20230517T212537,S2B,2021-04-21T10:15:49Z,T34VCM,65,N0500,2023-05-17T21:25:37Z,1,S2B_MSIL1C_20210421T101549_N0500_R065_T34VCM_20230517T212537,
2021-04-23,2021,frozen_representative,True,S2A_MSIL2A_20210423T101021_N0500_R022_T34VCM_20230512T140300,S2A,2021-04-23T10:10:21Z,T34VCM,22,N0500,2023-05-12T14:03:00Z,exact_unique,S2A_MSIL1C_20210423T101021_N0500_R022_T34VCM_20230512T034455,S2A,2021-04-23T10:10:21Z,T34VCM,22,N0500,2023-05-12T03:44:55Z,1,S2A_MSIL1C_20210423T101021_N0500_R022_T34VCM_20230512T034455,
2021-04-26,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-04-28,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-05-01,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-05-03,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-05-06,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-05-08,2021,frozen_representative,True,S2B_MSIL2A_20210508T100549_N0500_R022_T34VCM_20230207T093304,S2B,2021-05-08T10:05:49Z,T34VCM,22,N0500,2023-02-07T09:33:04Z,exact_unique,S2B_MSIL1C_20210508T100549_N0500_R022_T34VCM_20230207T033128,S2B,2021-05-08T10:05:49Z,T34VCM,22,N0500,2023-02-07T03:31:28Z,1,S2B_MSIL1C_20210508T100549_N0500_R022_T34VCM_20230207T033128,
2021-05-11,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-05-13,2021,frozen_representative,True,S2A_MSIL2A_20210513T101021_N0500_R022_T34VCM_20230208T230237,S2A,2021-05-13T10:10:21Z,T34VCM,22,N0500,2023-02-08T23:02:37Z,exact_unique,S2A_MSIL1C_20210513T101021_N0500_R022_T34VCM_20230208T105956,S2A,2021-05-13T10:10:21Z,T34VCM,22,N0500,2023-02-08T10:59:56Z,1,S2A_MSIL1C_20210513T101021_N0500_R022_T34VCM_20230208T105956,
2021-05-16,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-05-18,2021,frozen_representative,True,S2B_MSIL2A_20210518T100559_N0500_R022_T34VCM_20230222T190943,S2B,2021-05-18T10:05:59Z,T34VCM,22,N0500,2023-02-22T19:09:43Z,exact_unique,S2B_MSIL1C_20210518T100559_N0500_R022_T34VCM_20230222T092744,S2B,2021-05-18T10:05:59Z,T34VCM,22,N0500,2023-02-22T09:27:44Z,1,S2B_MSIL1C_20210518T100559_N0500_R022_T34VCM_20230222T092744,
2021-05-21,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-05-23,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-05-26,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-05-28,2021,frozen_representative,True,S2B_MSIL2A_20210528T100559_N0500_R022_T34VCM_20230227T082312,S2B,2021-05-28T10:05:59Z,T34VCM,22,N0500,2023-02-27T08:23:12Z,exact_unique,S2B_MSIL1C_20210528T100559_N0500_R022_T34VCM_20230227T022353,S2B,2021-05-28T10:05:59Z,T34VCM,22,N0500,2023-02-27T02:23:53Z,1,S2B_MSIL1C_20210528T100559_N0500_R022_T34VCM_20230227T022353,
2021-05-31,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-06-02,2021,frozen_representative,True,S2A_MSIL2A_20210602T101031_N0500_R022_T34VCM_20230313T040411,S2A,2021-06-02T10:10:31Z,T34VCM,22,N0500,2023-03-13T04:04:11Z,exact_unique,S2A_MSIL1C_20210602T101031_N0500_R022_T34VCM_20230312T040328,S2A,2021-06-02T10:10:31Z,T34VCM,22,N0500,2023-03-12T04:03:28Z,1,S2A_MSIL1C_20210602T101031_N0500_R022_T34VCM_20230312T040328,
2021-06-05,2021,frozen_representative,True,S2A_MSIL2A_20210605T102021_N0500_R065_T34VCM_20230130T074617,S2A,2021-06-05T10:20:21Z,T34VCM,65,N0500,2023-01-30T07:46:17Z,exact_unique,S2A_MSIL1C_20210605T102021_N0500_R065_T34VCM_20230129T173124,S2A,2021-06-05T10:20:21Z,T34VCM,65,N0500,2023-01-29T17:31:24Z,1,S2A_MSIL1C_20210605T102021_N0500_R065_T34VCM_20230129T173124,
2021-06-07,2021,frozen_representative,True,S2B_MSIL2A_20210607T100559_N0500_R022_T34VCM_20230314T071412,S2B,2021-06-07T10:05:59Z,T34VCM,22,N0500,2023-03-14T07:14:12Z,exact_unique,S2B_MSIL1C_20210607T100559_N0500_R022_T34VCM_20230313T212809,S2B,2021-06-07T10:05:59Z,T34VCM,22,N0500,2023-03-13T21:28:09Z,1,S2B_MSIL1C_20210607T100559_N0500_R022_T34VCM_20230313T212809,
2021-06-10,2021,frozen_representative,True,S2B_MSIL2A_20210610T101559_N0500_R065_T34VCM_20230321T102457,S2B,2021-06-10T10:15:59Z,T34VCM,65,N0500,2023-03-21T10:24:57Z,exact_unique,S2B_MSIL1C_20210610T101559_N0500_R065_T34VCM_20230321T010521,S2B,2021-06-10T10:15:59Z,T34VCM,65,N0500,2023-03-21T01:05:21Z,1,S2B_MSIL1C_20210610T101559_N0500_R065_T34VCM_20230321T010521,
2021-06-12,2021,frozen_representative,True,S2A_MSIL2A_20210612T101031_N0500_R022_T34VCM_20230316T113702,S2A,2021-06-12T10:10:31Z,T34VCM,22,N0500,2023-03-16T11:37:02Z,exact_unique,S2A_MSIL1C_20210612T101031_N0500_R022_T34VCM_20230316T020649,S2A,2021-06-12T10:10:31Z,T34VCM,22,N0500,2023-03-16T02:06:49Z,1,S2A_MSIL1C_20210612T101031_N0500_R022_T34VCM_20230316T020649,
2021-06-15,2021,frozen_representative,True,S2A_MSIL2A_20210615T102021_N0500_R065_T34VCM_20230216T024207,S2A,2021-06-15T10:20:21Z,T34VCM,65,N0500,2023-02-16T02:42:07Z,exact_unique,S2A_MSIL1C_20210615T102021_N0500_R065_T34VCM_20230215T145621,S2A,2021-06-15T10:20:21Z,T34VCM,65,N0500,2023-02-15T14:56:21Z,1,S2A_MSIL1C_20210615T102021_N0500_R065_T34VCM_20230215T145621,
2021-06-17,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-06-20,2021,frozen_representative,True,S2B_MSIL2A_20210620T101559_N0500_R065_T34VCM_20230308T092944,S2B,2021-06-20T10:15:59Z,T34VCM,65,N0500,2023-03-08T09:29:44Z,exact_unique,S2B_MSIL1C_20210620T101559_N0500_R065_T34VCM_20230308T041343,S2B,2021-06-20T10:15:59Z,T34VCM,65,N0500,2023-03-08T04:13:43Z,1,S2B_MSIL1C_20210620T101559_N0500_R065_T34VCM_20230308T041343,
2021-06-22,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-06-25,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-06-27,2021,frozen_representative,True,S2B_MSIL2A_20210627T100559_N0500_R022_T34VCM_20230318T220525,S2B,2021-06-27T10:05:59Z,T34VCM,22,N0500,2023-03-18T22:05:25Z,exact_unique,S2B_MSIL1C_20210627T100559_N0500_R022_T34VCM_20230318T171149,S2B,2021-06-27T10:05:59Z,T34VCM,22,N0500,2023-03-18T17:11:49Z,1,S2B_MSIL1C_20210627T100559_N0500_R022_T34VCM_20230318T171149,
2021-06-30,2021,frozen_representative,True,S2B_MSIL2A_20210630T101559_N0500_R065_T34VCM_20230319T172945,S2B,2021-06-30T10:15:59Z,T34VCM,65,N0500,2023-03-19T17:29:45Z,exact_unique,S2B_MSIL1C_20210630T101559_N0500_R065_T34VCM_20230319T094526,S2B,2021-06-30T10:15:59Z,T34VCM,65,N0500,2023-03-19T09:45:26Z,1,S2B_MSIL1C_20210630T101559_N0500_R065_T34VCM_20230319T094526,
2021-07-02,2021,frozen_representative,True,S2A_MSIL2A_20210702T101031_N0500_R022_T34VCM_20230125T130514,S2A,2021-07-02T10:10:31Z,T34VCM,22,N0500,2023-01-25T13:05:14Z,exact_unique,S2A_MSIL1C_20210702T101031_N0500_R022_T34VCM_20230125T004211,S2A,2021-07-02T10:10:31Z,T34VCM,22,N0500,2023-01-25T00:42:11Z,1,S2A_MSIL1C_20210702T101031_N0500_R022_T34VCM_20230125T004211,
2021-07-05,2021,frozen_representative,True,S2A_MSIL2A_20210705T102031_N0500_R065_T34VCM_20230123T033750,S2A,2021-07-05T10:20:31Z,T34VCM,65,N0500,2023-01-23T03:37:50Z,exact_unique,S2A_MSIL1C_20210705T102031_N0500_R065_T34VCM_20230122T155553,S2A,2021-07-05T10:20:31Z,T34VCM,65,N0500,2023-01-22T15:55:53Z,1,S2A_MSIL1C_20210705T102031_N0500_R065_T34VCM_20230122T155553,
2021-07-07,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-07-10,2021,frozen_representative,True,S2B_MSIL2A_20210710T101559_N0500_R065_T34VCM_20230204T215947,S2B,2021-07-10T10:15:59Z,T34VCM,65,N0500,2023-02-04T21:59:47Z,exact_unique,S2B_MSIL1C_20210710T101559_N0500_R065_T34VCM_20230204T123859,S2B,2021-07-10T10:15:59Z,T34VCM,65,N0500,2023-02-04T12:38:59Z,1,S2B_MSIL1C_20210710T101559_N0500_R065_T34VCM_20230204T123859,
2021-07-12,2021,frozen_representative,True,S2A_MSIL2A_20210712T101031_N0500_R022_T34VCM_20230206T131341,S2A,2021-07-12T10:10:31Z,T34VCM,22,N0500,2023-02-06T13:13:41Z,exact_unique,S2A_MSIL1C_20210712T101031_N0500_R022_T34VCM_20230205T153012,S2A,2021-07-12T10:10:31Z,T34VCM,22,N0500,2023-02-05T15:30:12Z,1,S2A_MSIL1C_20210712T101031_N0500_R022_T34VCM_20230205T153012,
2021-07-15,2021,frozen_representative,True,S2A_MSIL2A_20210715T102031_N0500_R065_T34VCM_20230129T103739,S2A,2021-07-15T10:20:31Z,T34VCM,65,N0500,2023-01-29T10:37:39Z,exact_unique,S2A_MSIL1C_20210715T102031_N0500_R065_T34VCM_20230129T073741,S2A,2021-07-15T10:20:31Z,T34VCM,65,N0500,2023-01-29T07:37:41Z,1,S2A_MSIL1C_20210715T102031_N0500_R065_T34VCM_20230129T073741,
2021-07-17,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-07-20,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-07-22,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-07-25,2021,frozen_representative,True,S2A_MSIL2A_20210725T102031_N0500_R065_T34VCM_20230128T072917,S2A,2021-07-25T10:20:31Z,T34VCM,65,N0500,2023-01-28T07:29:17Z,exact_unique,S2A_MSIL1C_20210725T102031_N0500_R065_T34VCM_20230127T211038,S2A,2021-07-25T10:20:31Z,T34VCM,65,N0500,2023-01-27T21:10:38Z,1,S2A_MSIL1C_20210725T102031_N0500_R065_T34VCM_20230127T211038,
2021-07-27,2021,frozen_representative,True,S2B_MSIL2A_20210727T100559_N0500_R022_T34VCM_20230222T034550,S2B,2021-07-27T10:05:59Z,T34VCM,22,N0500,2023-02-22T03:45:50Z,exact_unique,S2B_MSIL1C_20210727T100559_N0500_R022_T34VCM_20230221T195644,S2B,2021-07-27T10:05:59Z,T34VCM,22,N0500,2023-02-21T19:56:44Z,1,S2B_MSIL1C_20210727T100559_N0500_R022_T34VCM_20230221T195644,
2021-07-30,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-08-01,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-08-04,2021,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2021-08-06,2021,frozen_representative,True,S2B_MSIL2A_20210806T100559_N0500_R022_T34VCM_20230211T085202,S2B,2021-08-06T10:05:59Z,T34VCM,22,N0500,2023-02-11T08:52:02Z,exact_unique,S2B_MSIL1C_20210806T100559_N0500_R022_T34VCM_20230210T231649,S2B,2021-08-06T10:05:59Z,T34VCM,22,N0500,2023-02-10T23:16:49Z,1,S2B_MSIL1C_20210806T100559_N0500_R022_T34VCM_20230210T231649,
