year,interval_number,interval_start_date,interval_end_date,gap_length_days,left_endpoint_value,right_endpoint_value,common_support_segment_id,same_open_water_segment,selected_spline_smoothing,interval_status,interval_reason,n_interior_points,spline0_exceeds_endpoint_range,n_outside_endpoint_range,fraction_outside_endpoint_range,max_positive_overshoot,max_negative_overshoot,max_negative_overshoot_magnitude,max_absolute_overshoot,normalized_max_absolute_overshoot,n_internal_extrema,n_derivative_sign_changes,spline0_changes_derivative_sign_inside_interval,linear_withheld_rmse,spline0_withheld_rmse,selected_spline_withheld_rmse,spline0_minus_linear_withheld_rmse,n_withheld_evaluation_dates
2021,18,2021-06-15,2021-06-20,5,1.6633800000000001,1.7517,2021_segment_1,True,100,ok,,4,True,3,0.75,0.077311797904968227,0,0,0.077311797904968227,0.003489380583001783,1,1,True,0.12487081068047887,0.15236025726712171,0.15416886622407305,0.027489446586642846,4
2021,19,2021-06-20,2021-06-27,7,1.7517,1.90951,2021_segment_1,True,100,ok,,6,True,6,1,0,-0.43909449977874759,0.43909449977874759,0.43909449977874759,0.019818033769104498,1,1,True,0.21817787939464184,0.30145327887123846,0.66958420828221699,0.083275399476596623,6
2021,20,2021-06-27,2021-06-30,3,1.90951,3.94116,2021_segment_1,True,100,ok,,2,False,0,0,0,0,0,0,0,0,0,False,1.2280233174880855,1.2632998047993675,1.3197926944008584,0.035276487311282079,2
2021,21,2021-06-30,2021-07-02,2,3.94116,5.0421399999999998,2021_segment_1,True,100,ok,,1,False,0,0,0,0,0,0,0,0,0,False,0.56644000000000005,0.69902944473266615,0.137769938430786,0.1325894447326661,1
2021,22,2021-07-02,2021-07-05,3,5.0421399999999998,4.1964600000000001,2021_segment_1,True,100,ok,,2,False,0,0,0,0,0,0,0,0,0,False,0.4226440810474511,0.66559973522083693,0.33048556336533635,0.24295565417338583,2
2021,23,2021-07-05,2021-07-10,5,4.1964600000000001,3.8796400000000002,2021_segment_1,True,100,ok,,4,True,4,1,0,-0.83939136756896993,0.83939136756896993,0.83939136756896993,0.037884980286382076,1,1,True,0.8209561196952001,1.0222814990286742,1.1814151838898275,0.20132537933347405,4
2021,24,2021-07-10,2021-07-12,2,3.8796400000000002,6.1676299999999999,2021_segment_1,True,100,ok,,1,False,0,0,0,0,0,0,0,0,0,False,0.72618500000000008,0.741648739624023,0.76033694152831988,0.015463739624022921,1
2021,25,2021-07-12,2021-07-15,3,6.1676299999999999,6.6405599999999998,2021_segment_1,True,100,ok,,2,True,2,1,0.20493665451049825,0,0,0.20493665451049825,0.0092495841821358463,1,1,True,0.32143297504214535,0.23350990197855209,1.4340629490580379,-0.08792307306359326,2
2021,26,2021-07-15,2021-07-25,10,6.6405599999999998,4.8734299999999999,2021_segment_1,True,100,ok,,9,True,5,0.55555555555555558,0,-0.64105723922729485,0.64105723922729485,0.64105723922729485,0.028933393657486057,1,1,True,0.33092059532377927,0.95132255666500376,0.86324303452706153,0.62040196134122449,9
2021,27,2021-07-25,2021-07-27,2,4.8734299999999999,6.2898300000000003,2021_segment_1,True,100,ok,,1,False,0,0,0,0,0,0,0,0,0,False,0.59776000000000096,0.56458190048217816,2.8615708645629887,-0.033178099517822801,1
2021,28,2021-07-27,2021-08-06,10,6.2898300000000003,19.919799999999999,2021_segment_1,True,100,ok,,9,False,0,0,0,0,0,0,0,0,0,False,4.4646552761285809,4.6643938454404044,5.0615489556699931,0.19973856931182343,9
2021,29,2021-08-06,2021-08-09,3,19.919799999999999,25.183499999999999,2021_segment_1,True,100,ok,,2,True,1,0.5,0.5299952545166029,0,0,0.5299952545166029,0.023920736553902835,1,1,True,2.1418184492258985,3.4569229413076736,3.9571922597267473,1.3151044920817752,2
2021,30,2021-08-09,2021-08-11,2,25.183499999999999,14.9703,2021_segment_1,True,100,ok,,1,False,0,0,0,0,0,0,0,0,0,False,5.9557999999999982,6.6990408386230467,4.1266893829345701,0.74324083862304846,1
2021,31,2021-08-11,2021-08-21,10,14.9703,6.4513800000000003,2021_segment_1,True,100,ok,,9,True,7,0.77777777777777779,0,-2.767480358963013,2.767480358963013,2.767480358963013,0.12490709684794143,1,1,True,3.0494191509196562,5.4511775846625561,5.7319553189009813,2.4017584337428999,9
2021,32,2021-08-21,2021-08-31,10,6.4513800000000003,7.8305400000000001,2021_segment_1,True,100,ok,,9,True,9,1,0,-3.415713534240723,3.415713534240723,3.415713534240723,0.15416436826532592,1,1,True,1.7747314314609843,4.5690119178310198,1.7854721363673856,2.7942804863700355,9
2021,33,2021-08-31,2021-09-03,3,7.8305400000000001,16.676100000000002,2021_segment_1,True,100,ok,,2,False,0,0,0,0,0,0,0,0,0,False,2.215557303479196,2.8879780699985762,0.4732491343334102,0.67242076651938021,2
2021,34,2021-09-03,2021-09-08,5,16.676100000000002,5.3160499999999997,2021_segment_1,True,100,ok,,4,False,0,0,0,0,0,0,0,0,0,False,1.3250439254039859,2.9880717380600195,1.948282396236438,1.6630278126560336,4
2021,35,2021-09-08,2021-09-15,7,5.3160499999999997,3.3050099999999998,2021_segment_1,True,100,ok,,6,True,6,1,0,-1.6517188937759397,1.6517188937759397,1.6517188937759397,0.074548464693621808,1,1,True,0.36685991769273957,2.2312205228584143,1.5599592386157317,1.8643606051656747,6
2021,36,2021-09-15,2021-09-25,10,3.3050099999999998,1.9850699999999999,2021_segment_1,True,100,ok,,9,True,6,0.66666666666666663,0.64244635986328147,0,0,0.64244635986328147,0.028996090046730774,1,1,True,0.39081363982224432,1.0730485856201954,0.50991291697732721,0.68223494579795108,9
2021,37,2021-09-25,2021-10-08,13,1.9850699999999999,1.21004,2021_segment_1,True,100,ok,,12,True,10,0.83333333333333337,0,-0.52897086433410645,0.52897086433410645,0.52897086433410645,0.023874501861280442,1,1,True,0.20544569309249677,0.53921003493593711,0.18128430802749243,0.33376434184344034,12
2021,38,2021-10-08,2021-10-13,5,1.21004,2.3103699999999998,2021_segment_1,True,100,ok,,4,False,0,0,0,0,0,0,0,0,0,False,0.40657191820144206,0.38872001067228773,0.49986934850558318,-0.017851907529154332,4
2021,39,2021-10-13,2021-10-18,5,2.3103699999999998,2.5680399999999999,2021_segment_1,True,100,ok,,4,False,0,0,0,0,0,0,0,0,0,False,0.11214755712898972,0.11362984218824028,0.22155653251548574,0.0014822850592505626,4
2021,40,2021-10-18,2021-10-23,5,2.5680399999999999,2.70546,2021_segment_1,True,100,ok,,4,False,0,0,0,0,0,0,0,0,0,False,0.63886717274406901,0.64846536022157697,0.67385244746745698,0.0095981874775079579,4
2021,41,2021-10-23,2021-10-25,2,2.70546,2.7398099999999999,2021_segment_1,True,100,ok,,1,True,1,1,0.0011219877624513153,0,0,0.0011219877624513153,5.0639649041348282e-05,1,1,True,0.53250500000000001,0.51420801223754875,0.6708921724700927,-0.018296987762451256,1
2021,42,2021-10-25,2021-10-30,5,2.7398099999999999,2.05321,2021_segment_1,True,100,ok,,4,False,0,0,0,0,0,0,0,0,0,False,0.29664737071142228,0.35896324257351353,0.29899918706467765,0.062315871862091254,4
2021,43,2021-10-30,2021-11-12,13,2.05321,1.25746,2021_segment_1,True,100,ok,,12,False,0,0,0,0,0,0,0,0,0,False,0.50099626768083638,0.61372409825652319,0.46083556982145435,0.1127278305756868,12
2021,44,2021-11-12,2021-11-22,10,1.25746,0.69021399999999999,2021_segment_1,True,100,ok,,9,True,2,0.22222222222222221,0,-0.023162148250579828,0.023162148250579828,0.023162148250579828,0.0010453973721517632,1,1,True,0.26033892167190231,0.24144762893013633,0.37923797182463148,-0.018891292741765986,9
2021,45,2021-11-22,2021-12-04,12,0.69021399999999999,2.7400000000000002,2021_segment_1,True,100,ok,,11,False,0,0,0,0,0,0,0,0,0,False,1.0017681362197224,1.187130513272427,0.84484709161323401,0.18536237705270464,11
2022,1,2022-04-18,2022-04-21,3,6.5410700000000004,7.1035500000000003,2022_segment_1,True,10,ok,,2,False,0,0,0,0,0,0,0,0,0,False,0.5177700967718305,0.46450495954870769,0.49214888252395977,-0.053265137223122816,2
2022,2,2022-04-21,2022-05-03,12,7.1035500000000003,3.1813500000000001,2022_segment_1,True,10,ok,,11,False,0,0,0,0,0,0,0,0,0,False,0.74245664704779524,0.56329835977174869,0.71654060509511597,-0.17915828727604655,11
2022,3,2022-05-03,2022-05-06,3,3.1813500000000001,2.9284400000000002,2022_segment_1,True,10,ok,,2,False,0,0,0,0,0,0,0,0,0,False,0.57975172130931252,0.63981374493073784,0.51506083393126711,0.06006202362142532,2
2022,4,2022-05-06,2022-05-11,5,2.9284400000000002,3.1656499999999999,2022_segment_1,True,10,ok,,4,False,0,0,0,0,0,0,0,0,0,False,0.21916592392523065,0.23141427663532196,0.24721580255085526,0.012248352710091309,4
2022,5,2022-05-11,2022-05-16,5,3.1656499999999999,2.8814700000000002,2022_segment_1,True,10,ok,,4,True,2,0.5,0.017295251464843897,0,0,0.017295251464843897,0.0010291842822931342,1,1,True,0.15516627264002966,0.17738361141567893,0.1770924635856608,0.02221733877564927,4
2022,6,2022-05-16,2022-05-18,2,2.8814700000000002,2.5281899999999999,2022_segment_1,True,10,ok,,1,False,0,0,0,0,0,0,0,0,0,False,0.27281999999999984,0.27540214195251478,0.26171953811645521,0.0025821419525149381,1
2022,7,2022-05-18,2022-05-23,5,2.5281899999999999,2.36619,2022_segment_1,True,10,ok,,4,True,3,0.75,0,-0.059099002304077164,0.059099002304077164,0.059099002304077164,0.0035167898191129838,1,1,True,0.13310007963934506,0.1813300224145396,0.14562468007971019,0.048229942775194545,4
2022,8,2022-05-23,2022-06-05,13,2.36619,2.32077,2022_segment_1,True,10,ok,,12,True,12,1,0.59020657974243163,0,0,0.59020657974243163,0.035121278023139892,1,1,True,0.23810671836680766,0.4832882623610586,0.25526967695182984,0.24518154399425093,12
2022,9,2022-06-05,2022-06-07,2,2.32077,1.7117100000000001,2022_segment_1,True,10,ok,,1,False,0,0,0,0,0,0,0,0,0,False,0.17229000000000028,0.18168643310546884,0.19029334381103524,0.0093964331054685601,1
2022,10,2022-06-07,2022-06-12,5,1.7117100000000001,1.37456,2022_segment_1,True,10,ok,,4,True,2,0.5,0,-0.013942600784301762,0.013942600784301762,0.013942600784301762,0.0008296789214461308,1,1,True,0.30780152769276509,0.19107466185104424,0.37301792661924132,-0.11672686584172084,4
2022,11,2022-06-12,2022-06-15,3,1.37456,1.37253,2022_segment_1,True,10,ok,,2,True,2,1,0.0084660038375854452,0,0,0.0084660038375854452,0.00050378441164543883,1,1,True,0.04741538598153329,0.039328113982614515,0.056695622987111477,-0.0080872719989187741,2
2022,12,2022-06-15,2022-06-25,10,1.37253,1.73685,2022_segment_1,True,10,ok,,9,True,6,0.66666666666666663,0,-0.063688890724182157,0.063688890724182157,0.063688890724182157,0.0037899191823404276,1,1,True,0.20639644309489019,0.22768230959335914,0.18020084244213067,0.021285866498468947,9
2022,13,2022-06-25,2022-06-30,5,1.73685,2.8654600000000001,2022_segment_1,True,10,ok,,4,False,0,0,0,0,0,0,0,0,0,False,0.44237227827362768,0.42839300372946332,0.4903223574787603,-0.013979274544164366,4
2022,14,2022-06-30,2022-07-12,12,2.8654600000000001,5.57172,2022_segment_1,True,10,ok,,11,False,0,0,0,0,0,0,0,0,0,False,1.0575970845429929,1.1111119140222778,1.2173567163373711,0.053514829479284876,11
2022,15,2022-07-12,2022-07-15,3,5.57172,6.45479,2022_segment_1,True,10,ok,,2,False,0,0,0,0,0,0,0,0,0,False,0.30066968802066546,0.2163790289121445,0.41226980762676646,-0.08429065910852096,2
2022,16,2022-07-15,2022-07-17,2,6.45479,6.83324,2022_segment_1,True,10,ok,,1,True,1,1,0,-0.28703868774414065,0.28703868774414065,0.28703868774414065,0.017080740712952843,1,1,True,0.021024999999999849,0.45523868774414034,1.3552075746154788,0.43421368774414049,1
2022,17,2022-07-17,2022-07-20,3,6.83324,16.980699999999999,2022_segment_1,True,10,ok,,2,False,0,0,0,0,0,0,0,0,0,False,0.5400738262137047,0.4116235736456586,1.355860382511876,-0.1284502525680461,2
2022,18,2022-07-20,2022-07-30,10,16.980699999999999,15.233499999999999,2022_segment_1,True,10,ok,,9,True,8,0.88888888888888884,3.5837111633300793,-0.43342160797119078,0.43342160797119078,3.5837111633300793,0.21325502026235213,2,2,True,2.7863956302004222,1.8450600668956261,2.8140969674795624,-0.94133556330479617,9
2022,19,2022-07-30,2022-08-01,2,15.233499999999999,18.181899999999999,2022_segment_1,True,10,ok,,1,False,0,0,0,0,0,0,0,0,0,False,6.2789999999999999,6.4048880950927725,6.1041240112304678,0.12588809509277255,1
2022,20,2022-08-01,2022-08-14,13,18.181899999999999,12.1309,2022_segment_1,True,10,ok,,12,True,6,0.5,1.9594803100585949,0,0,1.9594803100585949,0.11660231368560706,1,1,True,18.207507602367965,16.173716551331832,18.386786233927673,-2.0337910510361326,12
2022,21,2022-08-14,2022-08-19,5,12.1309,12.212999999999999,2022_segment_1,True,10,ok,,4,True,4,1,0,-0.30019721832275437,0.30019721832275437,0.30019721832275437,0.017863762161187395,1,1,True,2.6884486491887847,2.5543089015463116,2.7267229139615505,-0.13413974764247305,4
2022,22,2022-08-19,2022-09-08,20,12.212999999999999,2.59266,2022_segment_1,True,10,ok,,19,True,1,0.052631578947368418,0.020379364013672685,0,0,0.020379364013672685,0.0012127098104723368,1,1,True,1.9281483996721884,2.9012996402773048,2.051124887013132,0.97315124060511637,19
2022,23,2022-09-08,2022-09-28,20,2.59266,4.06515,2022_segment_1,True,10,ok,,19,True,15,0.78947368421052633,0,-1.3344828387832641,1.3344828387832641,1.3344828387832641,0.079410742622472427,1,1,True,1.9127833729430095,2.7915608749708456,2.3028504509873211,0.87877750202783611,19
2022,24,2022-09-28,2022-09-30,2,4.06515,4.6492199999999997,2022_segment_1,True,10,ok,,1,False,0,0,0,0,0,0,0,0,0,False,0.23363499999999959,0.2691230155944826,0.18207591552734392,0.035488015594483002,1
2022,25,2022-09-30,2022-10-03,3,4.6492199999999997,4.6959400000000002,2022_segment_1,True,10,ok,,2,True,2,1,0.087131517944335712,0,0,0.087131517944335712,0.0051849138442961558,1,1,True,0.5233166864284422,0.6294008357898776,0.4659150788648786,0.1060841493614354,2
2022,26,2022-10-03,2022-10-08,5,4.6959400000000002,4.6608999999999998,2022_segment_1,True,10,ok,,4,True,4,1,0,-0.33504617538452131,0.33504617538452131,0.33504617538452131,0.019937510492351228,1,1,True,0.30914247065875633,0.42077760368761613,0.36594601400784804,0.1116351330288598,4
2022,27,2022-10-08,2022-10-10,2,4.6608999999999998,5.6771900000000004,2022_segment_1,True,10,ok,,1,False,0,0,0,0,0,0,0,0,0,False,1.6178749999999997,1.6304578074645999,1.607220102233887,0.012582807464600165,1
2022,28,2022-10-10,2022-10-20,10,5.6771900000000004,4.5976499999999998,2022_segment_1,True,10,ok,,9,True,5,0.55555555555555558,0.49059945922851522,0,0,0.49059945922851522,0.02919398155995857,1,1,True,0.6246188855116197,1.0784867453620661,0.62581239447240355,0.45386785985044642,9
2022,29,2022-10-20,2022-10-23,3,4.5976499999999998,4.5793299999999997,2022_segment_1,True,10,ok,,2,True,2,1,0,-0.019785436706542647,0.019785436706542647,0.019785436706542647,0.0011773671240381191,1,1,True,0.7191112232664556,0.73401744692434312,0.67322137492125289,0.014906223657887518,2
2022,30,2022-10-23,2022-10-30,7,4.5793299999999997,3.41282,2022_segment_1,True,10,ok,,6,False,0,0,0,0,0,0,0,0,0,False,0.43535632008516351,0.42090804059859799,0.43641737391237517,-0.014448279486565518,6
2022,31,2022-10-30,2022-11-09,10,3.41282,2.6415299999999999,2022_segment_1,True,10,ok,,9,False,0,0,0,0,0,0,0,0,0,False,0.47824532785137247,0.60685186977621686,0.51580342209113983,0.12860654192484439,9
2022,32,2022-11-09,2022-11-12,3,2.6415299999999999,2.5076800000000001,2022_segment_1,True,10,ok,,2,False,0,0,0,0,0,0,0,0,0,False,3.3333333331331261e-06,0.0043887377863613443,0.010403002111449185,0.0043854044530282112,2
2022,33,2022-11-12,2022-11-17,5,2.5076800000000001,2.2400000000000002,2022_segment_1,True,10,ok,,4,False,0,0,0,0,0,0,0,0,0,False,0.024436642056550894,0.026036211744527266,0.032719929353311798,0.0015995696879763724,4
2022,34,2022-11-17,2022-11-22,5,2.2400000000000002,2.0615399999999999,2022_segment_1,True,10,ok,,4,False,0,0,0,0,0,0,0,0,0,False,0.23286775534624782,0.24091948680396424,0.23503937510759265,0.0080517314577164267,4
2022,35,2022-11-22,2022-12-09,17,2.0615399999999999,2.1427299999999998,2022_segment_1,True,10,ok,,16,True,10,0.625,0,-0.044611327209472584,0.044611327209472584,0.044611327209472584,0.0026546752945196114,1,1,True,0.59407340666133679,0.61143623861175556,0.6239671744829326,0.017362831950418767,16
2023,1,2023-04-21,2023-04-23,2,13.4612,15.9877,2023_segment_1,True,10,ok,,1,False,0,0,0,0,0,0,0,0,0,False,3.7696500000000004,4.0328546859741206,3.5824695922851557,0.26320468597412017,1
2023,2,2023-04-23,2023-04-28,5,15.9877,11.492900000000001,2023_segment_1,True,10,ok,,4,True,1,0.25,0.054986462402343506,0,0,0.054986462402343506,0.0051571646354684536,1,1,True,1.6995884092920859,2.3155532554291702,1.7512202461004227,0.61596484613708435,4
2023,3,2023-04-28,2023-05-03,5,11.492900000000001,9.7523999999999997,2023_segment_1,True,10,ok,,4,False,0,0,0,0,0,0,0,0,0,False,0.82889175531247739,0.96488793768311099,0.81818443279273467,0.1359961823706336,4
2023,4,2023-05-03,2023-05-06,3,9.7523999999999997,7.7674399999999997,2023_segment_1,True,10,ok,,2,False,0,0,0,0,0,0,0,0,0,False,1.860305272697945,2.5027465139098726,1.2484537013402326,0.64244124121192758,2
2023,5,2023-05-06,2023-05-08,2,7.7674399999999997,3.7742200000000001,2023_segment_1,True,10,ok,,1,False,0,0,0,0,0,0,0,0,0,False,0.86899999999999977,0.60320492355346644,1.3632027682495114,-0.26579507644653333,1
2023,6,2023-05-08,2023-05-11,3,3.7742200000000001,5.7119999999999997,2023_segment_1,True,10,ok,,2,False,0,0,0,0,0,0,0,0,0,False,0.33719086794837377,0.14739784012045262,0.9257799201153537,-0.18979302782792115,2
2023,7,2023-05-11,2023-05-13,2,5.7119999999999997,4.3341399999999997,2023_segment_1,True,10,ok,,1,False,0,0,0,0,0,0,0,0,0,False,0.11966999999999928,0.37405771408081012,0.26446395721435589,0.25438771408081085,1
2023,8,2023-05-13,2023-05-18,5,4.3341399999999997,3.8246099999999998,2023_segment_1,True,10,ok,,4,True,3,0.75,0,-0.19387746368408187,0.19387746368408187,0.19387746368408187,0.018183712056428873,2,2,True,0.2361223832994237,0.58714718099679775,0.22701231388392343,0.35102479769737405,4
2023,9,2023-05-18,2023-05-21,3,3.8246099999999998,2.8604599999999998,2023_segment_1,True,10,ok,,2,False,0,0,0,0,0,0,0,0,0,False,0.041947766064211037,0.018521333884702503,0.11369998546439312,-0.023426432179508534,2
2023,10,2023-05-21,2023-05-23,2,2.8604599999999998,2.8848600000000002,2023_segment_1,True,10,ok,,1,True,1,1,0,-0.04535670753478982,0.04535670753478982,0.04535670753478982,0.0042539926712894761,1,1,True,0.18428000000000022,0.24183670753479003,0.078549544754028311,0.057556707534789808,1
2023,11,2023-05-23,2023-05-26,3,2.8848600000000002,2.7536800000000001,2023_segment_1,True,10,ok,,2,True,1,0.5,0.020159283294677532,0,0,0.020159283294677532,0.001890733434040121,1,1,True,3.3333333333551707e-06,0.061204356260102573,0.052963343318914141,0.061201022926769218,2
2023,12,2023-05-26,2023-06-02,7,2.7536800000000001,2.0546799999999998,2023_segment_1,True,10,ok,,6,True,1,0.16666666666666666,0,-0.030872712783813316,0.030872712783813316,0.030872712783813316,0.0028955429320885197,1,1,True,0.43848618924876614,0.56338289846627354,0.41234476687875649,0.1248967092175074,6
2023,13,2023-06-02,2023-06-05,3,2.0546799999999998,2.07254,2023_segment_1,True,10,ok,,2,True,2,1,0.13176898666381831,0,0,0.13176898666381831,0.01235857569999258,1,1,True,0.2531291496998675,0.30017942723143687,0.21352903855986474,0.047050277531569373,2
2023,14,2023-06-05,2023-06-07,2,2.07254,1.3427100000000001,2023_segment_1,True,10,ok,,1,False,0,0,0,0,0,0,0,0,0,False,0.61505499999999991,0.62425482624053963,0.62647116535186775,0.0091998262405397213,1
2023,15,2023-06-07,2023-06-10,3,1.3427100000000001,1.3427100000000001,2023_segment_1,True,10,ok,,2,True,2,1,0,-0.08745334716796882,0.08745334716796882,0.08745334716796882,0.0082022245033310619,1,1,True,0.1193082193312766,0.056115062255563571,0.18163613180467816,-0.063193157075713019,2
2023,16,2023-06-10,2023-06-12,2,1.3427100000000001,0.90460499999999999,2023_segment_1,True,10,ok,,1,False,0,0,0,0,0,0,0,0,0,False,0.12981250000000011,0.082843121261596764,0.1620489918899537,-0.046969378738403345,1
2023,17,2023-06-12,2023-06-25,13,0.90460499999999999,1.93638,2023_segment_1,True,10,ok,,12,True,9,0.75,0,-0.55791711686134338,0.55791711686134338,0.55791711686134338,0.05232688736268315,1,1,True,0.41559571808702411,0.52512789700371321,0.31053339832081828,0.10953217891668909,12
2023,18,2023-06-25,2023-06-27,2,1.93638,2.6722800000000002,2023_segment_1,True,10,ok,,1,False,0,0,0,0,0,0,0,0,0,False,0.62565000000000026,0.61366957695007329,0.63279170066833501,-0.011980423049926969,1
2023,19,2023-06-27,2023-07-20,23,2.6722800000000002,10.7149,2023_segment_1,True,10,ok,,22,False,0,0,0,0,0,0,0,0,0,False,3.9312670230567544,4.6685229505218482,4.5160232382326715,0.73725592746509383,22
2023,20,2023-07-20,2023-08-04,15,10.7149,8.2326099999999993,2023_segment_1,True,10,ok,,14,True,2,0.14285714285714285,0.023192422485351472,0,0,0.023192422485351472,0.0021752106941726147,1,1,True,3.0536117912603573,2.803218009912682,2.7898085003921205,-0.25039378134767531,14
2023,21,2023-08-04,2023-08-29,25,8.2326099999999993,6.3964800000000004,2023_segment_1,True,10,ok,,24,True,11,0.45833333333333331,0,-0.18340722320556679,0.18340722320556679,0.18340722320556679,0.017201711186368408,1,1,True,1.6527136300109082,1.5778170143655159,1.5751560517774015,-0.074896615645392295,24
2023,22,2023-08-29,2023-09-05,7,6.3964800000000004,7.1104399999999996,2023_segment_1,True,10,ok,,6,False,0,0,0,0,0,0,0,0,0,False,1.8323005001454684,1.8876446145386709,1.8686139037449034,0.055344114393202526,6
2023,23,2023-09-05,2023-09-30,25,7.1104399999999996,7.0991600000000004,2023_segment_1,True,10,ok,,24,True,24,1,2.2658941903686527,0,0,2.2658941903686527,0.21251757024806534,1,1,True,1.3961742269400572,2.743583827475554,2.4975034715521125,1.3474096005354967,24
2023,24,2023-09-30,2023-10-08,8,7.0991600000000004,2.58243,2023_segment_1,True,10,ok,,7,False,0,0,0,0,0,0,0,0,0,False,0.9194511830915183,0.77207866999019847,0.85671849042674486,-0.14737251310131982,7
2023,25,2023-10-08,2023-10-18,10,2.58243,2.8449,2023_segment_1,True,10,ok,,9,True,8,0.88888888888888884,0,-0.58608710258483887,0.58608710258483887,0.58608710258483887,0.054968942294165164,1,1,True,0.39195679727419513,0.30940454054125133,0.17434655935348015,-0.082552256732943807,9
2023,26,2023-10-18,2023-11-29,42,2.8449,0.96865100000000004,2023_segment_1,True,10,ok,,41,True,33,0.80487804878048785,1.574136865234375,0,0,1.574136865234375,0.14763784790104809,1,1,True,0.4578880400916478,2.0638845990334755,0.93882653994003884,1.6059965589418277,41
2024,1,2024-04-17,2024-05-07,20,4.34274,3.1356700000000002,2024_segment_1,True,3,ok,,19,True,17,0.89473684210526316,0,-3.1356700000000002,3.1356700000000002,3.1356700000000002,0.19216740424899514,1,1,True,1.6250298176015354,1.9949092753140489,0.99453019530053144,0.36987945771251352,19
2024,2,2024-05-07,2024-05-10,3,3.1356700000000002,5.8159999999999998,2024_segment_1,True,3,ok,,2,False,0,0,0,0,0,0,0,0,0,False,0.40615140478780942,0.3057475490402155,0.6005942276855406,-0.10040385574759392,2
2024,3,2024-05-10,2024-05-15,5,5.8159999999999998,2.10792,2024_segment_1,True,3,ok,,4,False,0,0,0,0,0,0,0,0,0,False,0.71665010298262011,0.53425087921089465,0.76781724965678799,-0.18239922377172546,4
2024,4,2024-05-15,2024-05-17,2,2.10792,2.4277799999999998,2024_segment_1,True,3,ok,,1,False,0,0,0,0,0,0,0,0,0,False,0.023600000000000065,0.1333830120086672,0.13955738525390604,0.10978301200866714,1
2024,5,2024-05-17,2024-05-20,3,2.4277799999999998,2.3176600000000001,2024_segment_1,True,3,ok,,2,True,1,0.5,0.075566920013427907,0,0,0.075566920013427907,0.0046310673208825809,1,1,True,0.51186095972875723,0.42385700179322616,0.63681103432170905,-0.088003957935531063,2
2024,6,2024-05-20,2024-05-22,2,2.3176600000000001,2.30382,2024_segment_1,True,3,ok,,1,True,1,1,0,-0.00034009010314939303,0.00034009010314939303,0.00034009010314939303,2.0842190770390975e-05,1,1,True,0.14327000000000023,0.1360099098968508,0.086509206085205292,-0.0072600901031494303,1
2024,7,2024-05-22,2024-05-25,3,2.30382,1.9794,2024_segment_1,True,3,ok,,2,False,0,0,0,0,0,0,0,0,0,False,0.16771964613604445,0.17542682289360281,0.15240325926310522,0.0077071767575583594,2
2024,8,2024-05-25,2024-05-27,2,1.9794,1.8383499999999999,2024_segment_1,True,3,ok,,1,False,0,0,0,0,0,0,0,0,0,False,0.29620500000000005,0.31529351814270035,0.26410349948883072,0.019088518142700295,1
2024,9,2024-05-27,2024-05-30,3,1.8383499999999999,1.7681899999999999,2024_segment_1,True,3,ok,,2,False,0,0,0,0,0,0,0,0,0,False,0.03701772766001607,0.032435359096258817,0.05073364829966874,-0.0045823685637572525,2
2024,10,2024-05-30,2024-06-04,5,1.7681899999999999,1.3288500000000001,2024_segment_1,True,3,ok,,4,False,0,0,0,0,0,0,0,0,0,False,0.26854704096303122,0.29074843452121985,0.24230574046500084,0.02220139355818862,4
2024,11,2024-06-04,2024-06-06,2,1.3288500000000001,1.1987000000000001,2024_segment_1,True,3,ok,,1,False,0,0,0,0,0,0,0,0,0,False,0.18151500000000009,0.16858149837493897,0.18027616809844971,-0.012933501625061128,1
2024,12,2024-06-06,2024-06-09,3,1.1987000000000001,1.3083,2024_segment_1,True,3,ok,,2,True,1,0.5,0,-0.016850162696838478,0.016850162696838478,0.016850162696838478,0.0010326507657453425,1,1,True,0.12321625282855804,0.069230209405362647,0.14264099051479837,-0.053986043423195393,2
2024,13,2024-06-09,2024-06-11,2,1.3083,1.6488,2024_segment_1,True,3,ok,,1,False,0,0,0,0,0,0,0,0,0,False,0.033250000000000002,0.02304862232208249,0.052128178787231416,-0.010201377677917511,1
2024,14,2024-06-11,2024-06-14,3,1.6488,1.9285099999999999,2024_segment_1,True,3,ok,,2,False,0,0,0,0,0,0,0,0,0,False,0.17318824256025903,0.22454936441298146,0.16192101921602234,0.05136112185272243,2
2024,15,2024-06-14,2024-06-21,7,1.9285099999999999,1.0061599999999999,2024_segment_1,True,3,ok,,6,False,0,0,0,0,0,0,0,0,0,False,0.37699305027382385,0.3179595988163596,0.36095330306534384,-0.059033451457464248,6
2024,16,2024-06-21,2024-06-29,8,1.0061599999999999,2.11591,2024_segment_1,True,3,ok,,7,True,2,0.2857142857142857,0,-0.051548638973236027,0.051548638973236027,0.051548638973236027,0.0031591232955174983,1,1,True,0.37843804840380224,0.46123531814933627,0.44835088215167995,0.08279726974553403,7
2024,17,2024-06-29,2024-07-09,10,2.11591,7.49817,2024_segment_1,True,3,ok,,9,False,0,0,0,0,0,0,0,0,0,False,4.1978885223685163,4.5551061843980829,4.461058079732525,0.35721766202956662,9
