year,interval_number,interval_start_date,interval_end_date,gap_length_days,left_endpoint_value,right_endpoint_value,common_support_segment_id,same_open_water_segment,selected_spline_smoothing,interval_status,interval_reason,n_interior_points,spline0_exceeds_endpoint_range,n_outside_endpoint_range,fraction_outside_endpoint_range,max_positive_overshoot,max_negative_overshoot,max_negative_overshoot_magnitude,max_absolute_overshoot,normalized_max_absolute_overshoot,n_internal_extrema,n_derivative_sign_changes,spline0_changes_derivative_sign_inside_interval,linear_withheld_rmse,spline0_withheld_rmse,selected_spline_withheld_rmse,spline0_minus_linear_withheld_rmse,n_withheld_evaluation_dates
2020,8,2020-02-23,2020-02-26,3,3.4131300000000002,2.4901900000000001,2020_segment_1,True,100,ok,,2,False,0,0,0,0,0,0,0,0,0,False,0.32916123155850402,0.37868756940751841,0.29756853510807363,0.04952633784901439,2
2020,9,2020-02-26,2020-02-28,2,2.4901900000000001,2.97993,2020_segment_1,True,100,ok,,1,False,0,0,0,0,0,0,0,0,0,False,0.2531699999999999,0.1496455300903321,0.61148568283081062,-0.10352446990966779,1
2020,10,2020-02-28,2020-03-14,15,2.97993,5.4329099999999997,2020_segment_1,True,100,ok,,14,True,4,0.2857142857142857,0.075715984191894847,0,0,0.075715984191894847,0.003596709576846662,1,1,True,2.7100229352221361,2.4447736554670523,2.8465364438355625,-0.26524927975508383,14
2020,11,2020-03-14,2020-03-19,5,5.4329099999999997,6.4644000000000004,2020_segment_1,True,100,ok,,4,True,2,0.5,0,-0.096775566253661793,0.096775566253661793,0.096775566253661793,0.0045970954437724153,1,1,True,2.6740891630759065,2.8908617504014633,2.903570861402843,0.21677258732555682,4
2020,12,2020-03-19,2020-03-22,3,6.4644000000000004,8.11266,2020_segment_1,True,100,ok,,2,True,1,0.5,0.053402355041503924,0,0,0.053402355041503924,0.002536753155280303,1,1,True,0.6624844487231375,0.34033594859901034,1.6127826067168438,-0.32214850012412716,2
2020,13,2020-03-22,2020-03-29,7,8.11266,2.72316,2020_segment_1,True,100,ok,,6,True,4,0.66666666666666663,0,-2.72316,2.72316,2.72316,0.12935730487848848,1,1,True,3.5840419121237299,6.5745034602976595,3.1104786674896565,2.9904615481739296,6
2020,14,2020-03-29,2020-04-01,3,2.72316,16.3386,2020_segment_1,True,100,ok,,2,False,0,0,0,0,0,0,0,0,0,False,3.9905684289334018,3.7032176613916903,1.0750879077780851,-0.28735076754171152,2
2020,15,2020-04-01,2020-04-03,2,16.3386,15.624000000000001,2020_segment_1,True,100,ok,,1,True,1,1,0.11127869262695356,0,0,0.11127869262695356,0.0052860323185653577,1,1,True,1.1603000000000012,1.6288786926269534,0.22144518280029324,0.46857869262695218,1
2020,16,2020-04-03,2020-04-11,8,15.624000000000001,30.654699999999998,2020_segment_1,False,100,unavailable_cross_segment,consecutive_sparse_endpoints_cross_open_water_segment,0,False,0,,,,,,,,,,,,,,
2020,17,2020-04-11,2020-04-16,5,30.654699999999998,12.445499999999999,2020_segment_2,True,100,ok,,4,True,1,0.25,0,-0.97190151977538974,0.97190151977538974,0.97190151977538974,0.04616789362558623,1,1,True,2.5753199010996668,4.6501025870549322,4.6839411717062021,2.0747826859552654,4
2020,18,2020-04-16,2020-04-18,2,12.445499999999999,22.152100000000001,2020_segment_2,True,100,ok,,1,False,0,0,0,0,0,0,0,0,0,False,4.7835999999999999,4.2109018920898436,5.063538229370117,-0.5726981079101563,1
2020,19,2020-04-18,2020-04-21,3,22.152100000000001,8.3686199999999999,2020_segment_2,True,100,ok,,2,False,0,0,0,0,0,0,0,0,0,False,5.4769279791787566,4.0848121123903027,6.768741157767356,-1.3921158667884539,2
2020,20,2020-04-21,2020-04-23,2,8.3686199999999999,6.1324800000000002,2020_segment_2,True,100,ok,,1,True,1,1,0,-0.0022576794433595282,0.0022576794433595282,0.0022576794433595282,0.00010724574687956443,1,1,True,0.51962000000000064,0.60070767944335923,3.8213656848144533,0.081087679443358596,1
2020,21,2020-04-23,2020-05-08,15,6.1324800000000002,4.8167,2020_segment_2,True,100,ok,,14,True,10,0.7142857142857143,0.72686400558471664,0,0,0.72686400558471664,0.034527963386514766,1,1,True,1.468618524253428,1.0568736182768534,2.1405856862263151,-0.41174490597657454,14
2020,22,2020-05-08,2020-05-21,13,4.8167,2.00678,2020_segment_2,True,100,ok,,12,False,0,0,0,0,0,0,0,0,0,False,0.65358983935861537,0.75549484251292964,1.3819654402458235,0.10190500315431428,12
2020,23,2020-05-21,2020-05-26,5,2.00678,0.97672499999999995,2020_segment_2,True,100,ok,,4,False,0,0,0,0,0,0,0,0,0,False,0.28052397203046658,0.3444919623397027,0.47025563456920128,0.063967990309236111,4
2020,24,2020-05-26,2020-05-31,5,0.97672499999999995,0.712565,2020_segment_2,True,100,ok,,4,True,4,1,0,-0.48935806268692017,0.48935806268692017,0.48935806268692017,0.02324580271072519,1,1,True,0.25315415390775237,0.27762134018688672,1.3231488311365054,0.024467186279134356,4
2020,25,2020-05-31,2020-06-02,2,0.712565,2.4866999999999999,2020_segment_2,True,100,ok,,1,False,0,0,0,0,0,0,0,0,0,False,1.0955114999999997,0.99136227922821041,2.0508852656402587,-0.10414922077178934,1
2020,26,2020-06-02,2020-06-05,3,2.4866999999999999,5.25,2020_segment_2,True,100,ok,,2,False,0,0,0,0,0,0,0,0,0,False,1.0807423490360686,0.99152956938962655,1.8299704893401949,-0.089212779646442031,2
2020,27,2020-06-05,2020-06-07,2,5.25,5.7000000000000002,2020_segment_2,True,100,ok,,1,True,1,1,0.11020116806030256,0,0,0.11020116806030256,0.005234847050757982,1,1,True,0.9449999999999994,1.2802011680603025,1.2024181175231936,0.33520116806030309,1
2020,28,2020-06-07,2020-06-10,3,5.7000000000000002,1.9469799999999999,2020_segment_2,True,100,ok,,2,False,0,0,0,0,0,0,0,0,0,False,1.5950902157227485,1.4595886664669595,2.3972541913482144,-0.13550154925578894,2
2020,29,2020-06-10,2020-06-12,2,1.9469799999999999,1.5869200000000001,2020_segment_2,True,100,ok,,1,True,1,1,0,-0.028375125808715929,0.028375125808715929,0.028375125808715929,0.0013478935502150198,1,1,True,0.20225000000000004,0.0061551258087158001,0.99112046508789065,-0.19609487419128424,1
2020,30,2020-06-12,2020-06-15,3,1.5869200000000001,1.23678,2020_segment_2,True,100,ok,,2,False,0,0,0,0,0,0,0,0,0,False,0.12287348986299342,0.17249537104914386,0.69839129483281059,0.049621881186150449,2
2020,31,2020-06-15,2020-06-20,5,1.23678,1.1277900000000001,2020_segment_2,True,100,ok,,4,False,0,0,0,0,0,0,0,2,2,True,0.11974728103385059,0.13619278595414047,0.22719654635102451,0.016445504920289886,4
2020,32,2020-06-20,2020-06-22,2,1.1277900000000001,1.05671,2020_segment_2,True,100,ok,,1,False,0,0,0,0,0,0,0,0,0,False,0.31512000000000007,0.34128239643096925,0.17869844924926759,0.026162396430969181,1
2020,33,2020-06-22,2020-06-25,3,1.05671,1.4765699999999999,2020_segment_2,True,100,ok,,2,False,0,0,0,0,0,0,0,0,0,False,0.73616978596048832,0.74164189475576059,0.58776137311855325,0.005472108795272268,2
2020,34,2020-06-25,2020-06-27,2,1.4765699999999999,1.5504,2020_segment_2,True,100,ok,,1,False,0,0,0,0,0,0,0,0,0,False,0.50449500000000014,0.52915610931396495,0.19971980712890636,0.024661109313964813,1
2020,35,2020-06-27,2020-07-02,5,1.5504,4.0038900000000002,2020_segment_2,True,100,ok,,4,False,0,0,0,0,0,0,0,0,0,False,0.53659824774685938,0.47549831185233699,0.67170224218691243,-0.061099935894522395,4
2020,36,2020-07-02,2020-07-12,10,4.0038900000000002,6.4330699999999998,2020_segment_2,True,100,ok,,9,False,0,0,0,0,0,0,0,0,0,False,0.95138585739611103,0.8241241562895304,1.1638869181215137,-0.12726170110658064,9
2020,37,2020-07-12,2020-07-25,13,6.4330699999999998,5.1186499999999997,2020_segment_2,True,100,ok,,12,True,12,1,2.7417318264770509,0,0,2.7417318264770509,0.1302395157730897,1,1,True,1.8829707130885913,4.3381051349472157,1.8934807718539848,2.4551344218586246,12
2020,38,2020-07-25,2020-08-01,7,5.1186499999999997,10.039199999999999,2020_segment_2,True,100,ok,,6,True,6,1,0,-5.0433388905763623,5.0433388905763623,5.0433388905763623,0.23957194086055331,1,1,True,0.64838380216467761,6.3595687190005057,2.8461066405528705,5.711184916835828,6
2020,39,2020-08-01,2020-08-09,8,10.039199999999999,38.953600000000002,2020_segment_2,True,100,ok,,7,True,4,0.5714285714285714,14.42476456298828,0,0,14.42476456298828,0.68521448147552533,1,1,True,6.2039757252909995,15.03122450154013,13.521839019608745,8.8272487762491316,7
2020,40,2020-08-09,2020-08-11,2,38.953600000000002,7.8166799999999999,2020_segment_2,True,100,ok,,1,False,0,0,0,0,0,0,0,0,0,False,13.083759999999998,14.363440786743162,18.705399786376951,1.2796807867431639,1
2020,41,2020-08-11,2020-08-14,3,7.8166799999999999,11.1112,2020_segment_2,True,100,ok,,2,True,2,1,0,-3.7878590084838866,3.7878590084838866,3.7878590084838866,0.17993332473933929,1,1,True,2.9145343020131214,1.578407067431963,8.4631740775021882,-1.3361272345811583,2
2020,42,2020-08-14,2020-08-16,2,11.1112,8.4538200000000003,2020_segment_2,True,100,ok,,1,False,0,0,0,0,0,0,0,0,0,False,2.0746099999999998,3.1979952331542965,4.2402630325317379,1.1233852331542966,1
2020,43,2020-08-16,2020-08-19,3,8.4538200000000003,5.4730999999999996,2020_segment_2,True,100,ok,,2,False,0,0,0,0,0,0,0,0,0,False,0.69791302697956392,1.1791700179150206,2.5784948588625101,0.48125699093545671,2
2020,44,2020-08-19,2020-08-21,2,5.4730999999999996,6.5023099999999996,2020_segment_2,True,100,ok,,1,False,0,0,0,0,0,0,0,0,0,False,0.1875650000000002,0.058270073547363133,2.2442020410156251,-0.12929492645263707,1
2020,45,2020-08-21,2020-08-24,3,6.5023099999999996,9.76309,2020_segment_2,True,100,ok,,2,False,0,0,0,0,0,0,0,0,0,False,2.6934042526657191,2.4814542065968221,3.4199236845157173,-0.211950046068897,2
2020,46,2020-08-24,2020-08-26,2,9.76309,9.0987100000000005,2020_segment_2,True,100,ok,,1,False,0,0,0,0,0,0,0,0,0,False,0.47626000000000168,0.76226368652343801,1.0081015516662593,0.28600368652343633,1
2020,47,2020-08-26,2020-09-05,10,9.0987100000000005,7.3597700000000001,2020_segment_2,True,100,ok,,9,True,7,0.77777777777777779,0,-2.7565852999877931,2.7565852999877931,2.7565852999877931,0.13094509506385252,1,1,True,3.9726870375004935,5.7309544695794017,3.7972987877100102,1.7582674320789082,9
2020,48,2020-09-05,2020-09-10,5,7.3597700000000001,22.781400000000001,2020_segment_2,True,100,ok,,4,False,0,0,0,0,0,0,0,0,0,False,12.424372894523692,12.756737997140657,12.840913143014916,0.33236510261696495,4
2020,49,2020-09-10,2020-09-13,3,22.781400000000001,30.6279,2020_segment_2,True,100,ok,,2,False,0,0,0,0,0,0,0,0,0,False,7.3320251022483545,6.4372186398693216,12.88920940823918,-0.89480646237903283,2
2020,50,2020-09-13,2020-09-18,5,30.6279,10.0665,2020_segment_2,True,100,ok,,4,False,0,0,0,0,0,0,0,0,0,False,9.1434010505131518,10.949758998988196,7.129839632761219,1.8063579484750445,4
2020,51,2020-09-18,2020-09-23,5,10.0665,4.8857900000000001,2020_segment_2,True,100,ok,,4,True,2,0.5,0,-0.25962699417114266,0.25962699417114266,0.25962699417114266,0.012332969138677879,1,1,True,4.9044244299112201,6.3573634755662907,4.3213716123101067,1.4529390456550706,4
2020,52,2020-09-23,2020-10-15,22,4.8857900000000001,2.75556,2020_segment_2,True,100,ok,,21,True,12,0.5714285714285714,0.75326620574951164,0,0,0.75326620574951164,0.035782137748719064,1,1,True,0.91452639250203838,1.8965654241331111,1.1949481710571614,0.98203903163107276,21
2020,53,2020-10-15,2020-11-04,20,2.75556,1.0762,2020_segment_2,True,100,ok,,19,False,0,0,0,0,0,0,0,0,0,False,0.74023967324814899,0.94245271036351375,0.92190028762048271,0.20221303711536476,19
2020,54,2020-11-04,2020-11-09,5,1.0762,0.92027400000000004,2020_segment_2,True,100,ok,,4,False,0,0,0,0,0,0,0,0,0,False,2.4186773245637057e-06,0.027450204522648722,0.11605508187341096,0.027447785845324157,4
2020,55,2020-11-09,2020-11-22,13,0.92027400000000004,2.1299999999999999,2020_segment_2,True,100,ok,,12,False,0,0,0,0,0,0,0,0,0,False,0.87694177454773081,0.99636377330735215,0.8917072528928861,0.11942199875962134,12
2021,1,2021-03-19,2021-03-22,3,3.4342299999999999,4.1904500000000002,2021_segment_1,True,100,ok,,2,False,0,0,0,0,0,0,0,0,0,False,0.71118206016071894,0.82790344083898904,1.5999528707681856,0.11672138067827009,2
2021,2,2021-03-22,2021-04-03,12,4.1904500000000002,29.1252,2021_segment_1,True,100,ok,,11,False,0,0,0,0,0,0,0,0,0,False,5.2140293394950588,2.5700586148051512,8.0410046774005774,-2.6439707246899076,11
2021,3,2021-04-03,2021-04-08,5,29.1252,37.868200000000002,2021_segment_1,True,100,ok,,4,True,1,0.25,0.60360938720702961,0,0,0.60360938720702961,0.027243227198347996,1,1,True,4.9083336136106324,6.893410042999311,4.9297460015751202,1.9850764293886787,4
2021,4,2021-04-08,2021-04-13,5,37.868200000000002,16.1616,2021_segment_1,True,100,ok,,4,False,0,0,0,0,0,0,0,0,0,False,3.9617195570231893,4.428222536141214,5.454291065135954,0.46650297911802463,4
2021,5,2021-04-13,2021-04-18,5,16.1616,2.9368300000000001,2021_segment_1,True,100,ok,,4,False,0,0,0,0,0,0,0,0,0,False,3.5587386420451002,1.2786698076866929,7.6860666325874112,-2.2800688343584072,4
2021,6,2021-04-18,2021-04-21,3,2.9368300000000001,4.2085999999999997,2021_segment_1,True,100,ok,,2,False,0,0,0,0,0,0,0,0,0,False,0.52644897191254691,0.36833372958199873,3.6220922282854642,-0.15811524233054819,2
2021,7,2021-04-21,2021-04-23,2,4.2085999999999997,3.5371899999999998,2021_segment_1,True,100,ok,,1,False,0,0,0,0,0,0,0,0,0,False,0.27020499999999981,0.44333861404418951,0.12276981407165533,0.1731336140441897,1
2021,8,2021-04-23,2021-05-08,15,3.5371899999999998,2.1332300000000002,2021_segment_1,True,100,ok,,14,True,10,0.7142857142857143,0,-0.31662216709136981,0.31662216709136981,0.31662216709136981,0.014290383511124815,1,1,True,0.60003651069972275,1.3454454017794382,2.6443789646578284,0.74540889107971542,14
2021,9,2021-05-08,2021-05-13,5,2.1332300000000002,2.0792799999999998,2021_segment_1,True,100,ok,,4,True,1,0.25,0,-0.0073371937561033107,0.0073371937561033107,0.0073371937561033107,0.00033115594411268443,1,1,True,0.081355163634522873,0.076261100400544929,0.49588920711717521,-0.005094063233977944,4
2021,10,2021-05-13,2021-05-18,5,2.0792799999999998,2.2734000000000001,2021_segment_1,True,100,ok,,4,False,0,0,0,0,0,0,0,0,0,False,0.13655346802626425,0.14197491834724374,0.11371758421468123,0.0054214503209794873,4
2021,11,2021-05-18,2021-05-28,10,2.2734000000000001,1.5831900000000001,2021_segment_1,True,100,ok,,9,True,2,0.22222222222222221,0,-0.054706132354736425,0.054706132354736425,0.054706132354736425,0.0024690994283225152,1,1,True,0.2220316769805106,0.21801394354409925,0.33250601256764745,-0.0040177334364113471,9
2021,12,2021-05-28,2021-06-02,5,1.5831900000000001,2.0250699999999999,2021_segment_1,True,100,ok,,4,True,1,0.25,0.030689906768798902,0,0,0.030689906768798902,0.0013851542413334578,1,1,True,0.25608965779585868,0.33325031487392853,0.36304859708590237,0.07716065707806985,4
2021,13,2021-06-02,2021-06-05,3,2.0250699999999999,1.6093599999999999,2021_segment_1,True,100,ok,,2,False,0,0,0,0,0,0,0,0,0,False,0.21420402703964284,0.22059660342405663,0.2807072329444863,0.0063925763844137895,2
2021,14,2021-06-05,2021-06-07,2,1.6093599999999999,1.8439700000000001,2021_segment_1,True,100,ok,,1,False,0,0,0,0,0,0,0,0,0,False,0.37250500000000009,0.33916957267761227,0.38946623691558835,-0.033335427322387812,1
2021,15,2021-06-07,2021-06-10,3,1.8439700000000001,1.86602,2021_segment_1,True,100,ok,,2,True,2,1,0.080397689323425281,0,0,0.080397689323425281,0.0036286588029967666,1,1,True,0.16235206804965568,0.2306424708777397,0.11597946231177175,0.068290402828084018,2
2021,16,2021-06-10,2021-06-12,2,1.86602,1.57359,2021_segment_1,True,100,ok,,1,False,0,0,0,0,0,0,0,0,0,False,0.14621499999999998,0.13779000488281246,0.091832201156616167,-0.0084249951171875281,1
2021,17,2021-06-12,2021-06-15,3,1.57359,1.6633800000000001,2021_segment_1,True,100,ok,,2,True,1,0.5,0,-0.03669973167419438,0.03669973167419438,0.03669973167419438,0.001656400893208047,1,1,True,0.1694086904500475,0.11847787216907621,0.20372651524799593,-0.050930818280971291,2
