date,method,year,CHLF,s2_openwater_reference_candidate,common_support_segment_id,prediction,selected_spline_smoothing
2019-06-25,linear_interpolation,2019,2.7935099999999999,False,2019_segment_1,2.3172429999999999,
2019-06-26,linear_interpolation,2019,2.4182600000000001,False,2019_segment_1,2.1771919999999998,
2019-06-27,linear_interpolation,2019,2.4391099999999999,False,2019_segment_1,2.0371410000000001,
2019-06-28,linear_interpolation,2019,1.8970899999999999,True,2019_segment_1,1.8970899999999999,
2019-06-29,linear_interpolation,2019,3.4085000000000001,False,2019_segment_1,2.196853846153846,
2019-06-30,linear_interpolation,2019,3.4918900000000002,False,2019_segment_1,2.4966176923076921,
2019-07-01,linear_interpolation,2019,8.6063299999999998,False,2019_segment_1,2.7963815384615383,
2019-07-02,linear_interpolation,2019,2.47038,False,2019_segment_1,3.0961453846153848,
2019-07-03,linear_interpolation,2019,10.0777,False,2019_segment_1,3.3959092307692309,
2019-07-04,linear_interpolation,2019,9.5450999999999997,False,2019_segment_1,3.695673076923077,
2019-07-05,linear_interpolation,2019,8.0293600000000005,False,2019_segment_1,3.9954369230769231,
2019-07-06,linear_interpolation,2019,8.3570799999999998,False,2019_segment_1,4.2952007692307692,
2019-07-07,linear_interpolation,2019,7.6196900000000003,False,2019_segment_1,4.5949646153846153,
2019-07-08,linear_interpolation,2019,9.1354399999999991,False,2019_segment_1,4.8947284615384614,
2019-07-09,linear_interpolation,2019,4.6271699999999996,False,2019_segment_1,5.1944923076923075,
2019-07-10,linear_interpolation,2019,4.3254000000000001,False,2019_segment_1,5.4942561538461536,
2019-07-11,linear_interpolation,2019,5.7940199999999997,True,2019_segment_1,5.7940199999999997,
2019-07-12,linear_interpolation,2019,6.6188599999999997,False,2019_segment_1,5.8753357142857139,
2019-07-13,linear_interpolation,2019,6.8602800000000004,False,2019_segment_1,5.956651428571428,
2019-07-14,linear_interpolation,2019,8.1076099999999993,False,2019_segment_1,6.0379671428571422,
2019-07-15,linear_interpolation,2019,9.3750499999999999,False,2019_segment_1,6.1192828571428572,
2019-07-16,linear_interpolation,2019,5.4650699999999999,False,2019_segment_1,6.2005985714285714,
2019-07-17,linear_interpolation,2019,6.5002399999999998,False,2019_segment_1,6.2819142857142856,
2019-07-18,linear_interpolation,2019,6.3632299999999997,True,2019_segment_1,6.3632299999999997,
2019-07-19,linear_interpolation,2019,6.1348799999999999,False,2019_segment_1,6.8170120000000001,
2019-07-20,linear_interpolation,2019,6.5002399999999998,False,2019_segment_1,7.2707939999999995,
2019-07-21,linear_interpolation,2019,6.7894699999999997,False,2019_segment_1,7.7245759999999999,
2019-07-22,linear_interpolation,2019,7.9532100000000003,False,2019_segment_1,8.1783579999999994,
2019-07-23,linear_interpolation,2019,8.6321399999999997,True,2019_segment_1,8.6321399999999997,
2019-07-24,linear_interpolation,2019,5.8679199999999998,False,2019_segment_1,8.9473599999999998,
2019-07-25,linear_interpolation,2019,6.5225999999999997,False,2019_segment_1,9.2625799999999998,
2019-07-26,linear_interpolation,2019,9.5777999999999999,True,2019_segment_1,9.5777999999999999,
2019-07-27,linear_interpolation,2019,5.4072100000000001,False,2019_segment_1,8.3290500000000005,
2019-07-28,linear_interpolation,2019,7.0803000000000003,True,2019_segment_1,7.0803000000000003,
2019-07-29,linear_interpolation,2019,6.6195899999999996,False,2019_segment_1,7.5733760000000006,
2019-07-30,linear_interpolation,2019,8.2439999999999998,False,2019_segment_1,8.066452,
2019-07-31,linear_interpolation,2019,8.1256699999999995,False,2019_segment_1,8.5595280000000002,
2019-08-01,linear_interpolation,2019,9.2301199999999994,False,2019_segment_1,9.0526040000000005,
2019-08-02,linear_interpolation,2019,9.5456800000000008,True,2019_segment_1,9.5456800000000008,
2019-08-03,linear_interpolation,2019,12.346299999999999,False,2019_segment_1,11.780886666666667,
2019-08-04,linear_interpolation,2019,11.517899999999999,False,2019_segment_1,14.016093333333334,
2019-08-05,linear_interpolation,2019,16.251300000000001,True,2019_segment_1,16.251300000000001,
2019-08-06,linear_interpolation,2019,25.572099999999999,False,2019_segment_1,19.189300000000003,
2019-08-07,linear_interpolation,2019,22.127300000000002,True,2019_segment_1,22.127300000000002,
2019-08-08,linear_interpolation,2019,18.651499999999999,False,2019_segment_1,22.36922666666667,
2019-08-09,linear_interpolation,2019,18.7135,False,2019_segment_1,22.611153333333334,
2019-08-10,linear_interpolation,2019,22.4376,False,2019_segment_1,22.853080000000002,
2019-08-11,linear_interpolation,2019,12.413600000000001,False,2019_segment_1,23.095006666666666,
2019-08-12,linear_interpolation,2019,13.4998,False,2019_segment_1,23.336933333333334,
2019-08-13,linear_interpolation,2019,30.182500000000001,False,2019_segment_1,23.578860000000002,
2019-08-14,linear_interpolation,2019,25.755700000000001,False,2019_segment_1,23.820786666666667,
2019-08-15,linear_interpolation,2019,46.883499999999998,False,2019_segment_1,24.062713333333335,
2019-08-16,linear_interpolation,2019,24.910599999999999,False,2019_segment_1,24.304639999999999,
2019-08-17,linear_interpolation,2019,39.961599999999997,False,2019_segment_1,24.546566666666667,
2019-08-18,linear_interpolation,2019,27.647200000000002,False,2019_segment_1,24.788493333333335,
2019-08-19,linear_interpolation,2019,35.575099999999999,False,2019_segment_1,25.030419999999999,
2019-08-20,linear_interpolation,2019,19.279399999999999,False,2019_segment_1,25.272346666666667,
2019-08-21,linear_interpolation,2019,37.045400000000001,False,2019_segment_1,25.514273333333332,
2019-08-22,linear_interpolation,2019,25.7562,True,2019_segment_1,25.7562,
2019-08-23,linear_interpolation,2019,41.676099999999998,False,2019_segment_1,26.916399999999999,
2019-08-24,linear_interpolation,2019,33.353000000000002,False,2019_segment_1,28.076599999999999,
2019-08-25,linear_interpolation,2019,29.236799999999999,True,2019_segment_1,29.236799999999999,
2019-08-26,linear_interpolation,2019,60.8949,False,2019_segment_1,24.685400000000001,
2019-08-27,linear_interpolation,2019,20.134,True,2019_segment_1,20.134,
2019-08-28,linear_interpolation,2019,58.387900000000002,False,2019_segment_1,19.757940000000001,
2019-08-29,linear_interpolation,2019,58.5319,False,2019_segment_1,19.381879999999999,
2019-08-30,linear_interpolation,2019,58.675800000000002,False,2019_segment_1,19.00582,
2019-08-31,linear_interpolation,2019,25.717099999999999,False,2019_segment_1,18.629759999999997,
2019-09-01,linear_interpolation,2019,18.253699999999998,True,2019_segment_1,18.253699999999998,
2019-09-02,linear_interpolation,2019,10.6745,False,2019_segment_1,17.560133333333333,
2019-09-03,linear_interpolation,2019,20.482399999999998,False,2019_segment_1,16.866566666666664,
2019-09-04,linear_interpolation,2019,16.172999999999998,True,2019_segment_1,16.172999999999998,
2019-09-05,linear_interpolation,2019,44.1081,False,2019_segment_1,14.537949999999999,
2019-09-06,linear_interpolation,2019,12.902900000000001,True,2019_segment_1,12.902900000000001,
2019-09-07,linear_interpolation,2019,24.8171,False,2019_segment_1,12.305352200000002,
2019-09-08,linear_interpolation,2019,11.026999999999999,False,2019_segment_1,11.707804400000001,
2019-09-09,linear_interpolation,2019,10.165100000000001,False,2019_segment_1,11.1102566,
2019-09-10,linear_interpolation,2019,7.6478400000000004,False,2019_segment_1,10.5127088,
2019-09-11,linear_interpolation,2019,5.1599899999999996,False,2019_segment_1,9.9151610000000012,
2019-09-12,linear_interpolation,2019,6.6711299999999998,False,2019_segment_1,9.3176132000000003,
2019-09-13,linear_interpolation,2019,5.2336999999999998,False,2019_segment_1,8.7200653999999993,
2019-09-14,linear_interpolation,2019,7.0581300000000002,False,2019_segment_1,8.1225176000000001,
2019-09-15,linear_interpolation,2019,6.4131299999999998,False,2019_segment_1,7.5249698,
2019-09-16,linear_interpolation,2019,6.0998400000000004,False,2019_segment_1,6.927422,
2019-09-17,linear_interpolation,2019,16.944500000000001,False,2019_segment_1,6.3298741999999999,
2019-09-18,linear_interpolation,2019,17.962199999999999,False,2019_segment_1,5.7323263999999998,
2019-09-19,linear_interpolation,2019,20.7608,False,2019_segment_1,5.1347785999999997,
2019-09-20,linear_interpolation,2019,19.844899999999999,False,2019_segment_1,4.5372307999999997,
2019-09-21,linear_interpolation,2019,19.081600000000002,False,2019_segment_1,3.9396829999999996,
2019-09-22,linear_interpolation,2019,27.782800000000002,False,2019_segment_1,3.3421351999999995,
2019-09-23,linear_interpolation,2019,21.524100000000001,False,2019_segment_1,2.7445873999999995,
2019-09-24,linear_interpolation,2019,11.264699999999999,False,2019_segment_1,2.1470395999999994,
2019-09-25,linear_interpolation,2019,1.7599199999999999,False,2019_segment_1,1.5494917999999993,
2019-09-26,linear_interpolation,2019,0.95194400000000001,True,2019_segment_1,0.95194400000000001,
2019-09-27,linear_interpolation,2019,1.05772,False,2019_segment_1,0.9872012,
2019-09-28,linear_interpolation,2019,1.0018899999999999,False,2019_segment_1,1.0224584000000001,
2019-09-29,linear_interpolation,2019,1.2633799999999999,False,2019_segment_1,1.0577156000000001,
2019-09-30,linear_interpolation,2019,2.5561500000000001,False,2019_segment_1,1.0929728000000001,
2019-10-01,linear_interpolation,2019,1.1282300000000001,True,2019_segment_1,1.1282300000000001,
2019-10-02,linear_interpolation,2019,1.1282300000000001,False,2019_segment_1,1.6381700000000001,
2019-10-03,linear_interpolation,2019,1.0488999999999999,False,2019_segment_1,2.14811,
2019-10-04,linear_interpolation,2019,2.6580499999999998,True,2019_segment_1,2.6580499999999998,
2019-10-05,linear_interpolation,2019,1.04009,False,2019_segment_1,2.9225893333333333,
2019-10-06,linear_interpolation,2019,1.2839499999999999,False,2019_segment_1,3.1871286666666663,
2019-10-07,linear_interpolation,2019,0.86967700000000003,False,2019_segment_1,3.4516679999999997,
2019-10-08,linear_interpolation,2019,0.91668700000000003,False,2019_segment_1,3.7162073333333332,
2019-10-09,linear_interpolation,2019,7.9379099999999996,False,2019_segment_1,3.9807466666666667,
2019-10-10,linear_interpolation,2019,6.0206999999999997,False,2019_segment_1,4.2452860000000001,
2019-10-11,linear_interpolation,2019,6.8111300000000004,False,2019_segment_1,4.5098253333333336,
2019-10-12,linear_interpolation,2019,11.507400000000001,False,2019_segment_1,4.774364666666667,
2019-10-13,linear_interpolation,2019,10.8933,False,2019_segment_1,5.0389039999999996,
2019-10-14,linear_interpolation,2019,7.0129400000000004,False,2019_segment_1,5.3034433333333331,
2019-10-15,linear_interpolation,2019,10.1915,False,2019_segment_1,5.5679826666666665,
2019-10-16,linear_interpolation,2019,5.7852600000000001,False,2019_segment_1,5.832522,
2019-10-17,linear_interpolation,2019,7.5342900000000004,False,2019_segment_1,6.0970613333333334,
2019-10-18,linear_interpolation,2019,5.2302799999999996,False,2019_segment_1,6.3616006666666669,
2019-10-19,linear_interpolation,2019,6.6261400000000004,True,2019_segment_1,6.6261400000000004,
2019-10-20,linear_interpolation,2019,6.5588699999999998,False,2019_segment_1,6.2815980000000007,
2019-10-21,linear_interpolation,2019,5.8188899999999997,False,2019_segment_1,5.9370560000000001,
2019-10-22,linear_interpolation,2019,3.19095,False,2019_segment_1,5.5925140000000004,
2019-10-23,linear_interpolation,2019,3.0886800000000001,False,2019_segment_1,5.2479720000000007,
2019-10-24,linear_interpolation,2019,3.2364999999999999,False,2019_segment_1,4.9034300000000002,
2019-10-25,linear_interpolation,2019,3.7227800000000002,False,2019_segment_1,4.5588880000000005,
2019-10-26,linear_interpolation,2019,4.1216400000000002,False,2019_segment_1,4.2143459999999999,
2019-10-27,linear_interpolation,2019,3.3955000000000002,False,2019_segment_1,3.8698040000000002,
2019-10-28,linear_interpolation,2019,3.8148200000000001,False,2019_segment_1,3.5252620000000001,
2019-10-29,linear_interpolation,2019,3.18072,True,2019_segment_1,3.18072,
2019-10-30,linear_interpolation,2019,3.7432300000000001,False,2019_segment_1,3.8352750000000002,
2019-10-31,linear_interpolation,2019,4.4898300000000004,True,2019_segment_1,4.4898300000000004,
2019-11-01,linear_interpolation,2019,3.1284700000000001,False,2019_segment_1,4.0270400000000004,
2019-11-02,linear_interpolation,2019,3.11496,False,2019_segment_1,3.5642499999999999,
2019-11-03,linear_interpolation,2019,3.1014599999999999,True,2019_segment_1,3.1014599999999999,
2019-11-04,linear_interpolation,2019,3.0879500000000002,False,2019_segment_1,3.0537749999999999,
2019-11-05,linear_interpolation,2019,3.0060899999999999,True,2019_segment_1,3.0060899999999999,
2019-11-06,linear_interpolation,2019,2.9394,False,2019_segment_1,2.9553819999999997,
2019-11-07,linear_interpolation,2019,2.8727,False,2019_segment_1,2.904674,
2019-11-08,linear_interpolation,2019,2.8060100000000001,False,2019_segment_1,2.8539659999999998,
2019-11-09,linear_interpolation,2019,2.7393100000000001,False,2019_segment_1,2.803258,
2019-11-10,linear_interpolation,2019,2.6726200000000002,False,2019_segment_1,2.7525499999999998,
2019-11-11,linear_interpolation,2019,2.6059199999999998,False,2019_segment_1,2.7018420000000001,
2019-11-12,linear_interpolation,2019,2.5392299999999999,False,2019_segment_1,2.6511339999999999,
2019-11-13,linear_interpolation,2019,2.4725299999999999,False,2019_segment_1,2.6004260000000001,
2019-11-14,linear_interpolation,2019,2.40584,False,2019_segment_1,2.5497179999999999,
2019-11-15,linear_interpolation,2019,2.3391500000000001,False,2019_segment_1,2.4990100000000002,
2019-11-16,linear_interpolation,2019,2.2724500000000001,False,2019_segment_1,2.448302,
2019-11-17,linear_interpolation,2019,2.2057600000000002,False,2019_segment_1,2.3975939999999998,
2019-11-18,linear_interpolation,2019,2.1390600000000002,False,2019_segment_1,2.346886,
2019-11-19,linear_interpolation,2019,2.0723699999999998,False,2019_segment_1,2.2961779999999998,
2019-11-20,linear_interpolation,2019,2.0420099999999999,False,2019_segment_1,2.2454700000000001,
2019-11-21,linear_interpolation,2019,2.0116499999999999,False,2019_segment_1,2.1947619999999999,
2019-11-22,linear_interpolation,2019,1.9812799999999999,False,2019_segment_1,2.1440540000000001,
2019-11-23,linear_interpolation,2019,1.95092,False,2019_segment_1,2.0933459999999999,
2019-11-24,linear_interpolation,2019,1.92056,False,2019_segment_1,2.0426380000000002,
2019-11-25,linear_interpolation,2019,1.8902000000000001,False,2019_segment_1,1.99193,
2019-11-26,linear_interpolation,2019,1.8598399999999999,False,2019_segment_1,1.941222,
2019-11-27,linear_interpolation,2019,1.82948,False,2019_segment_1,1.890514,
2019-11-28,linear_interpolation,2019,1.7991200000000001,False,2019_segment_1,1.8398060000000001,
2019-11-29,linear_interpolation,2019,1.76875,False,2019_segment_1,1.7890980000000001,
2019-11-30,linear_interpolation,2019,1.7383900000000001,True,2019_segment_1,1.7383900000000001,
2019-12-01,linear_interpolation,2019,1.7080299999999999,False,2019_segment_1,1.7080300000000002,
2019-12-02,linear_interpolation,2019,1.67767,False,2019_segment_1,1.67767,
2019-12-03,linear_interpolation,2019,1.6473100000000001,False,2019_segment_1,1.6473100000000001,
2019-12-04,linear_interpolation,2019,1.6169500000000001,False,2019_segment_1,1.6169499999999999,
2019-12-05,linear_interpolation,2019,1.5865899999999999,True,2019_segment_1,1.5865899999999999,
2019-04-17,timesat_smoothing_spline_0,2019,4.8965100000000001,True,2019_segment_1,4.896510124206543,
2019-04-18,timesat_smoothing_spline_0,2019,6.3200000000000003,False,2019_segment_1,5.0678019523620605,
2019-04-19,timesat_smoothing_spline_0,2019,4.9500000000000002,False,2019_segment_1,5.1505002975463867,
2019-04-20,timesat_smoothing_spline_0,2019,4.0700000000000003,False,2019_segment_1,5.0519022941589355,
2019-04-21,timesat_smoothing_spline_0,2019,4.0899999999999999,False,2019_segment_1,4.6793036460876465,
2019-04-22,timesat_smoothing_spline_0,2019,3.9399999999999999,True,2019_segment_1,3.940000057220459,
2019-04-23,timesat_smoothing_spline_0,2019,4.4000000000000004,False,2019_segment_1,2.8611927032470703,
2019-04-24,timesat_smoothing_spline_0,2019,1.9497,True,2019_segment_1,1.9496999979019165,
2019-04-25,timesat_smoothing_spline_0,2019,2.1053500000000001,False,2019_segment_1,1.6771163940429688,
2019-04-26,timesat_smoothing_spline_0,2019,2.5600100000000001,False,2019_segment_1,1.8945200443267822,
2019-04-27,timesat_smoothing_spline_0,2019,2.29786,True,2019_segment_1,2.2978599071502686,
2019-04-28,timesat_smoothing_spline_0,2019,2.7156500000000001,False,2019_segment_1,2.6398134231567383,
2019-04-29,timesat_smoothing_spline_0,2019,2.8999700000000002,True,2019_segment_1,2.8999700546264648,
2019-04-30,timesat_smoothing_spline_0,2019,1.86066,False,2019_segment_1,3.1090314388275146,
2019-05-01,timesat_smoothing_spline_0,2019,1.9510099999999999,False,2019_segment_1,3.2752315998077393,
2019-05-02,timesat_smoothing_spline_0,2019,1.7898499999999999,False,2019_segment_1,3.4011881351470947,
2019-05-03,timesat_smoothing_spline_0,2019,1.63357,False,2019_segment_1,3.4895186424255371,
2019-05-04,timesat_smoothing_spline_0,2019,1.5651999999999999,False,2019_segment_1,3.5428407192230225,
2019-05-05,timesat_smoothing_spline_0,2019,1.5090399999999999,False,2019_segment_1,3.5637719631195068,
2019-05-06,timesat_smoothing_spline_0,2019,1.4016,False,2019_segment_1,3.5549299716949463,
2019-05-07,timesat_smoothing_spline_0,2019,1.9534499999999999,False,2019_segment_1,3.5189321041107178,
2019-05-08,timesat_smoothing_spline_0,2019,1.78077,False,2019_segment_1,3.4583959579467773,
2019-05-09,timesat_smoothing_spline_0,2019,1.83473,False,2019_segment_1,3.3759391307830811,
2019-05-10,timesat_smoothing_spline_0,2019,1.8851,False,2019_segment_1,3.2741794586181641,
2019-05-11,timesat_smoothing_spline_0,2019,1.9822299999999999,False,2019_segment_1,3.1557340621948242,
2019-05-12,timesat_smoothing_spline_0,2019,1.8275399999999999,False,2019_segment_1,3.0232207775115967,
2019-05-13,timesat_smoothing_spline_0,2019,1.88869,False,2019_segment_1,2.8792572021484375,
2019-05-14,timesat_smoothing_spline_0,2019,2.04339,False,2019_segment_1,2.7264606952667236,
2019-05-15,timesat_smoothing_spline_0,2019,2.25204,False,2019_segment_1,2.5674490928649902,
2019-05-16,timesat_smoothing_spline_0,2019,2.39235,False,2019_segment_1,2.4048395156860352,
2019-05-17,timesat_smoothing_spline_0,2019,2.24125,True,2019_segment_1,2.2412500381469727,
2019-05-18,timesat_smoothing_spline_0,2019,2.0182099999999998,False,2019_segment_1,2.0792896747589111,
2019-05-19,timesat_smoothing_spline_0,2019,1.8203400000000001,False,2019_segment_1,1.921535849571228,
2019-05-20,timesat_smoothing_spline_0,2019,1.6404700000000001,False,2019_segment_1,1.7705569267272949,
2019-05-21,timesat_smoothing_spline_0,2019,1.46394,False,2019_segment_1,1.6289221048355103,
2019-05-22,timesat_smoothing_spline_0,2019,1.2332099999999999,False,2019_segment_1,1.4992002248764038,
2019-05-23,timesat_smoothing_spline_0,2019,0.78368499999999996,False,2019_segment_1,1.3839598894119263,
2019-05-24,timesat_smoothing_spline_0,2019,0.62456100000000003,False,2019_segment_1,1.2857701778411865,
2019-05-25,timesat_smoothing_spline_0,2019,0.77175099999999996,False,2019_segment_1,1.2071999311447144,
2019-05-26,timesat_smoothing_spline_0,2019,0.81550999999999996,False,2019_segment_1,1.15081787109375,
2019-05-27,timesat_smoothing_spline_0,2019,0.80755399999999999,False,2019_segment_1,1.1191929578781128,
2019-05-28,timesat_smoothing_spline_0,2019,1.3580099999999999,False,2019_segment_1,1.1148941516876221,
2019-05-29,timesat_smoothing_spline_0,2019,1.14049,True,2019_segment_1,1.1404900550842285,
2019-05-30,timesat_smoothing_spline_0,2019,1.24631,False,2019_segment_1,1.1962864398956299,
2019-05-31,timesat_smoothing_spline_0,2019,1.1992799999999999,False,2019_segment_1,1.2735360860824585,
2019-06-01,timesat_smoothing_spline_0,2019,1.3580099999999999,False,2019_segment_1,1.3612282276153564,
2019-06-02,timesat_smoothing_spline_0,2019,1.3697699999999999,False,2019_segment_1,1.448352575302124,
2019-06-03,timesat_smoothing_spline_0,2019,1.62256,False,2019_segment_1,1.5238984823226929,
2019-06-04,timesat_smoothing_spline_0,2019,1.75545,False,2019_segment_1,1.5768553018569946,
2019-06-05,timesat_smoothing_spline_0,2019,1.4982800000000001,False,2019_segment_1,1.5962127447128296,
2019-06-06,timesat_smoothing_spline_0,2019,1.5709599999999999,True,2019_segment_1,1.5709600448608398,
2019-06-07,timesat_smoothing_spline_0,2019,2.22506,False,2019_segment_1,1.5053564310073853,
2019-06-08,timesat_smoothing_spline_0,2019,1.4647399999999999,True,2019_segment_1,1.4647400379180908,
2019-06-09,timesat_smoothing_spline_0,2019,1.0398499999999999,False,2019_segment_1,1.5128494501113892,
2019-06-10,timesat_smoothing_spline_0,2019,1.0566199999999999,False,2019_segment_1,1.6459475755691528,
2019-06-11,timesat_smoothing_spline_0,2019,1.1684399999999999,False,2019_segment_1,1.843428373336792,
2019-06-12,timesat_smoothing_spline_0,2019,1.6633800000000001,False,2019_segment_1,2.0846858024597168,
2019-06-13,timesat_smoothing_spline_0,2019,1.5412999999999999,False,2019_segment_1,2.3491137027740479,
2019-06-14,timesat_smoothing_spline_0,2019,1.3581700000000001,False,2019_segment_1,2.6161062717437744,
2019-06-15,timesat_smoothing_spline_0,2019,1.6633800000000001,False,2019_segment_1,2.8650572299957275,
2019-06-16,timesat_smoothing_spline_0,2019,1.32002,False,2019_segment_1,3.0753605365753174,
2019-06-17,timesat_smoothing_spline_0,2019,1.7244200000000001,False,2019_segment_1,3.2264101505279541,
2019-06-18,timesat_smoothing_spline_0,2019,3.2976000000000001,True,2019_segment_1,3.2976000308990479,
2019-06-19,timesat_smoothing_spline_0,2019,3.1624500000000002,False,2019_segment_1,3.2751374244689941,
2019-06-20,timesat_smoothing_spline_0,2019,3.06785,False,2019_segment_1,3.1724822521209717,
