analysis_classification,protocol_version,repository_code_commit,preperformance_manifest_payload_sha256,outer_test_year,candidate_p_seapar,candidate_status,candidate_failure_reason,n_required_training_years,n_valid_training_years,failure_count,training_year_nrmse_json,mean_equal_year_nrmse,equal_year_weighting,selected_for_outer_fold
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2020,0.80000000000000004,eligible,,6,6,0,"{""2019"":0.26617247719731163,""2021"":0.21011254472399285,""2022"":0.3327871098529124,""2023"":0.17826029054994655,""2024"":0.22506298220634793,""2025"":0.2772175761161581}",0.2482688301077782,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2020,0.90000000000000002,eligible,,6,6,0,"{""2019"":0.2706780733022492,""2021"":0.2102704041147929,""2022"":0.33383368771700267,""2023"":0.17826445640481972,""2024"":0.225188845977361,""2025"":0.27725643800718125}",0.2492486509205678,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2020,1,eligible,,6,6,0,"{""2019"":0.2721996874976255,""2021"":0.21032940574689096,""2022"":0.3349491330368696,""2023"":0.17826547736930362,""2024"":0.22565566152743083,""2025"":0.27731404480319327}",0.24978556833021889,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2021,0,eligible,,6,6,0,"{""2019"":0.2586856359716183,""2020"":0.23284985126467267,""2022"":0.3153344294350261,""2023"":0.17797730506965587,""2024"":0.22163814739531318,""2025"":0.2773445037139479}",0.24730497880837229,True,True
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2021,0.10000000000000001,eligible,,6,6,0,"{""2019"":0.2583892957640894,""2020"":0.25288872459567635,""2022"":0.3207087156043658,""2023"":0.17793571544588266,""2024"":0.22067613180893592,""2025"":0.27726922650111707}",0.2513113016200112,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2021,0.20000000000000001,eligible,,6,6,0,"{""2019"":0.2589798846734948,""2020"":0.25315375083690744,""2022"":0.3200299272831505,""2023"":0.17803468625563132,""2024"":0.22085867682632085,""2025"":0.27728971320543966}",0.25139110651349073,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2021,0.29999999999999988,eligible,,6,6,0,"{""2019"":0.2601592236159123,""2020"":0.25333179400660244,""2022"":0.32249884217131125,""2023"":0.17804577021806392,""2024"":0.22070698079781056,""2025"":0.2773020528986095}",0.25200744395138502,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2021,0.40000000000000002,eligible,,6,6,0,"{""2019"":0.26182586232098315,""2020"":0.25357285716341177,""2022"":0.32474776587105403,""2023"":0.17805147963275997,""2024"":0.22103480480460602,""2025"":0.27730268608164005}",0.2527559093124091,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2021,0.5,eligible,,6,6,0,"{""2019"":0.263583736252527,""2020"":0.2538925433810713,""2022"":0.32685896411481963,""2023"":0.17811071269795206,""2024"":0.22106781431513664,""2025"":0.2773134546442642}",0.25347120423429498,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2021,0.59999999999999987,eligible,,6,6,0,"{""2019"":0.26484017599681126,""2020"":0.2540801889578964,""2022"":0.3291319845202041,""2023"":0.17812277233456697,""2024"":0.2221888998635536,""2025"":0.27724177063475713}",0.25426763205129821,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2021,0.69999999999999984,eligible,,6,6,0,"{""2019"":0.26556245342806273,""2020"":0.2542177536711449,""2022"":0.33156119402389966,""2023"":0.17811262153521984,""2024"":0.22297868279391306,""2025"":0.2772248090708092}",0.25494291908717481,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2021,0.80000000000000004,eligible,,6,6,0,"{""2019"":0.26617247719731163,""2020"":0.25436813923214074,""2022"":0.3327871098529124,""2023"":0.17826029054994655,""2024"":0.22506298220634793,""2025"":0.2772175761161581}",0.25564476252580282,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2021,0.90000000000000002,eligible,,6,6,0,"{""2019"":0.2706780733022492,""2020"":0.25447922474246526,""2022"":0.33383368771700267,""2023"":0.17826445640481972,""2024"":0.225188845977361,""2025"":0.27725643800718125}",0.25661678769184648,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2021,1,eligible,,6,6,0,"{""2019"":0.2721996874976255,""2020"":0.2544808156460599,""2022"":0.3349491330368696,""2023"":0.17826547736930362,""2024"":0.22565566152743083,""2025"":0.27731404480319327}",0.25714413664674712,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2022,0,eligible,,6,6,0,"{""2019"":0.2586856359716183,""2020"":0.23284985126467267,""2021"":0.18841911565619926,""2023"":0.17797730506965587,""2024"":0.22163814739531318,""2025"":0.2773445037139479}",0.22615242651190121,True,True
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2022,0.10000000000000001,eligible,,6,6,0,"{""2019"":0.2583892957640894,""2020"":0.25288872459567635,""2021"":0.19715597004879742,""2023"":0.17793571544588266,""2024"":0.22067613180893592,""2025"":0.27726922650111707}",0.23071917736074979,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2022,0.20000000000000001,eligible,,6,6,0,"{""2019"":0.2589798846734948,""2020"":0.25315375083690744,""2021"":0.2081974176413642,""2023"":0.17803468625563132,""2024"":0.22085867682632085,""2025"":0.27728971320543966}",0.23275235490652629,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2022,0.29999999999999988,eligible,,6,6,0,"{""2019"":0.2601592236159123,""2020"":0.25333179400660244,""2021"":0.20887804072427635,""2023"":0.17804577021806392,""2024"":0.22070698079781056,""2025"":0.2773020528986095}",0.23307064371021241,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2022,0.40000000000000002,eligible,,6,6,0,"{""2019"":0.26182586232098315,""2020"":0.25357285716341177,""2021"":0.2096373843305284,""2023"":0.17805147963275997,""2024"":0.22103480480460602,""2025"":0.27730268608164005}",0.23357084572232151,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2022,0.5,eligible,,6,6,0,"{""2019"":0.263583736252527,""2020"":0.2538925433810713,""2021"":0.2098133185999861,""2023"":0.17811071269795206,""2024"":0.22106781431513664,""2025"":0.2773134546442642}",0.23396359664848951,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2022,0.59999999999999987,eligible,,6,6,0,"{""2019"":0.26484017599681126,""2020"":0.2540801889578964,""2021"":0.21012614099572968,""2023"":0.17812277233456697,""2024"":0.2221888998635536,""2025"":0.27724177063475713}",0.23443332479721921,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2022,0.69999999999999984,eligible,,6,6,0,"{""2019"":0.26556245342806273,""2020"":0.2542177536711449,""2021"":0.21004442631733186,""2023"":0.17811262153521984,""2024"":0.22297868279391306,""2025"":0.2772248090708092}",0.23469012446941359,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2022,0.80000000000000004,eligible,,6,6,0,"{""2019"":0.26617247719731163,""2020"":0.25436813923214074,""2021"":0.21011254472399285,""2023"":0.17826029054994655,""2024"":0.22506298220634793,""2025"":0.2772175761161581}",0.2351990016709829,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2022,0.90000000000000002,eligible,,6,6,0,"{""2019"":0.2706780733022492,""2020"":0.25447922474246526,""2021"":0.2102704041147929,""2023"":0.17826445640481972,""2024"":0.225188845977361,""2025"":0.27725643800718125}",0.23602290709147811,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2022,1,eligible,,6,6,0,"{""2019"":0.2721996874976255,""2020"":0.2544808156460599,""2021"":0.21032940574689096,""2023"":0.17826547736930362,""2024"":0.22565566152743083,""2025"":0.27731404480319327}",0.23637418209841729,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2023,0,eligible,,6,6,0,"{""2019"":0.2586856359716183,""2020"":0.23284985126467267,""2021"":0.18841911565619926,""2022"":0.3153344294350261,""2024"":0.22163814739531318,""2025"":0.2773445037139479}",0.24904528057279621,True,True
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2023,0.10000000000000001,eligible,,6,6,0,"{""2019"":0.2583892957640894,""2020"":0.25288872459567635,""2021"":0.19715597004879742,""2022"":0.3207087156043658,""2024"":0.22067613180893592,""2025"":0.27726922650111707}",0.2545146773871636,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2023,0.20000000000000001,eligible,,6,6,0,"{""2019"":0.2589798846734948,""2020"":0.25315375083690744,""2021"":0.2081974176413642,""2022"":0.3200299272831505,""2024"":0.22085867682632085,""2025"":0.27728971320543966}",0.25641822841111278,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2023,0.29999999999999988,eligible,,6,6,0,"{""2019"":0.2601592236159123,""2020"":0.25333179400660244,""2021"":0.20887804072427635,""2022"":0.32249884217131125,""2024"":0.22070698079781056,""2025"":0.2773020528986095}",0.25714615570242028,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2023,0.40000000000000002,eligible,,6,6,0,"{""2019"":0.26182586232098315,""2020"":0.25357285716341177,""2021"":0.2096373843305284,""2022"":0.32474776587105403,""2024"":0.22103480480460602,""2025"":0.27730268608164005}",0.25802022676203717,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2023,0.5,eligible,,6,6,0,"{""2019"":0.263583736252527,""2020"":0.2538925433810713,""2021"":0.2098133185999861,""2022"":0.32685896411481963,""2024"":0.22106781431513664,""2025"":0.2773134546442642}",0.25875497188463398,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2023,0.59999999999999987,eligible,,6,6,0,"{""2019"":0.26484017599681126,""2020"":0.2540801889578964,""2021"":0.21012614099572968,""2022"":0.3291319845202041,""2024"":0.2221888998635536,""2025"":0.27724177063475713}",0.25960152682815862,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2023,0.69999999999999984,eligible,,6,6,0,"{""2019"":0.26556245342806273,""2020"":0.2542177536711449,""2021"":0.21004442631733186,""2022"":0.33156119402389966,""2024"":0.22297868279391306,""2025"":0.2772248090708092}",0.26026488655086022,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2023,0.80000000000000004,eligible,,6,6,0,"{""2019"":0.26617247719731163,""2020"":0.25436813923214074,""2021"":0.21011254472399285,""2022"":0.3327871098529124,""2024"":0.22506298220634793,""2025"":0.2772175761161581}",0.26095347155481058,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2023,0.90000000000000002,eligible,,6,6,0,"{""2019"":0.2706780733022492,""2020"":0.25447922474246526,""2021"":0.2102704041147929,""2022"":0.33383368771700267,""2024"":0.225188845977361,""2025"":0.27725643800718125}",0.26195111231017532,True,False
secondary_sensitivity_double_logistic_seasonal_parameter,Double_Logistic_Seasonal_Parameter_Sensitivity_Protocol_v1.0,f8f29b8398d1a92c93661361f9101112f89dc232,6a69c19f814f46837dfb085af1333a7d7572f4868269a59527ea65bd9ab772ea,2023,1,eligible,,6,6,0,"{""2019"":0.2721996874976255,""2020"":0.2544808156460599,""2021"":0.21032940574689096,""2022"":0.3349491330368696,""2024"":0.22565566152743083,""2025"":0.27731404480319327}",0.26248812470967831,True,False
