year,method,reconstruction_status,reconstruction_failure_reason,repository_code_commit,repository_worktree_dirty,temporal_master_sha256,preperformance_manifest_payload_sha256,timesat_core_version,timesat_core_source_git_commit,timesat_cli_version,timesat_cli_source_git_commit,timesat_defaults_snapshot_payload_sha256,contract_version,outer_test_year,inner_selection_years,spline_candidate_grid,selected_smoothing,first_sparse_input_date,last_sparse_input_date,mask_scenario_id,diagnostic_n_sparse_inputs,diagnostic_minimum_reconstructed_value,diagnostic_n_negative_reconstructed_days,diagnostic_fraction_negative_reconstructed_days,diagnostic_negative_values_clipped,diagnostic_boundary_extrapolation,diagnostic_sparse_input_checksum,diagnostic_identical_sparse_input_enforced,n_pointwise_evaluation_dates,n_predictions_available,n_predictions_missing_or_nonfinite,q05_reference,q95_reference,q95_minus_q05,scale_available,scale_unavailable_reason,pointwise_metric_status,pointwise_metric_reason,bias,mae,rmse,nrmse,nrmse_status,nrmse_reason,n_common_support_dates,n_common_support_predictions,n_missing_common_support_predictions,minimum_reconstructed_value,n_negative_reconstructed_days,fraction_negative_reconstructed_days,negative_values_clipped,reference_peak_status,reference_peak_reason,reference_peak_time,reference_peak_value,reference_peak_plateau_start,reference_peak_plateau_end,reference_peak_plateau_days,reference_peak_at_boundary,reference_peak_distance_to_nearest_boundary_days,reconstruction_peak_status,reconstruction_peak_reason,reconstruction_peak_time,reconstruction_peak_value,reconstruction_peak_plateau_start,reconstruction_peak_plateau_end,reconstruction_peak_plateau_days,reconstruction_peak_at_boundary,reconstruction_peak_distance_to_nearest_boundary_days,seasonal_metric_status,seasonal_metric_reason,peak_timing_metric_status,peak_timing_metric_reason,signed_peak_date_error_days,absolute_peak_date_error_days,peak_timing_success_5d,peak_timing_success_10d,peak_timing_success_15d,signed_peak_magnitude_error,absolute_peak_magnitude_error,normalized_absolute_peak_magnitude_error,reference_integral,reconstruction_integral,signed_integral_error,absolute_integral_error,relative_integral_error,relative_integral_status,relative_integral_reason,pearson_correlation,correlation_status,correlation_reason,diagnostic_n_finite_output_dates,diagnostic_n_output_dates,diagnostic_n_missing_required_support_dates,analysis_role,source_result_path,original_method,selected_p_seapar,analysis_classification,p_seapar_selection_source,diagnostic_effective_p_seapar,diagnostic_effective_p_seapar_float64_hex,diagnostic_p_seapar_array_dtype,diagnostic_p_seapar_array_unique_count,diagnostic_p_seapar_exactly_materialized,diagnostic_requested_p_seapar,diagnostic_requested_p_seapar_float64_hex,diagnostic_identical_actual_mask_sparse_input_enforced,method_display_order,n_reference_events,n_available_reference_events,n_matched_events,n_missed_events,n_unavailable_events,recovery_fraction_5d,recovery_fraction_10d,recovery_fraction_15d,mean_absolute_timing_error_matched_days,mean_normalized_absolute_magnitude_error_matched
2021,timesat_double_logistic_default_seapar1,ok,,a168e38c80ef247ff1ff033c80833403cc13a2da,False,93aec2a9dc2bfc56b439787498d21fa22a3d3aeb2b68784c15f317677644e0b8,170097cb3f6aa6e06129cc78e88b20883f682b0cc092a2a614a8055f29fdf2e3,4.4.1,b20844140bf38543349552341212609fa18b24b1,1.9.2,258b50565b322d9f5bafd9df9b822c80ca09a847,175a8fec6ae4a05495f342d4f78b54f7d44561b9a3f7c47a379eef2dbfef447b,Reconstruction_Analysis_Contract_v1.0.1,2021,2019;2020;2022;2023;2024;2025,0;1;3;10;30;100;300;1000,100,2021-03-19,2021-12-04,actual_sentinel2_primary_sparse_input,46,0.94833332300186157,0,0,False,,59fa7291409d4058d8ec99a17249bbe4ab8d9ce3ceceeaa89cf624e4a9ae9ca3,True,215,215,0,1.2662899999999999,23.422599999999999,22.156310000000001,True,,ok,,0.65002201974434071,2.7649537672713524,4.6601235158438969,0.21032940574689091,ok,,261,261,0,0.94833332300186157,0,0,False,ok,,2021-04-08,37.868200000000002,2021-04-08,2021-04-08,1,False,20,ok,,2021-03-25T00:00:00,16.082614898681641,2021-03-25,2021-03-25,1,False,6,ok,,ok,,-14,14,False,False,True,-21.785585101318361,21.785585101318361,0.98326775087179963,1469.9477440000001,1601.280720949173,131.33297694917292,131.33297694917292,0.089345337264705296,ok,,0.7074911646466352,ok,,365,365,0,frozen_primary_reused,results/phase3/actual_mask/erken_phase3_actual_mask_year_method_metrics.csv,timesat_double_logistic,1,,,,,,,,,,,2,2,2,2,0,0,0,0.5,1,10.5,0.699313646866495
2021,timesat_double_logistic_cv_seapar,ok,,,,,,,,,,,Reconstruction_Analysis_Contract_v1.0.1,,,,,,,,46,0.69197273254394531,0,0,False,,59fa7291409d4058d8ec99a17249bbe4ab8d9ce3ceceeaa89cf624e4a9ae9ca3,,215,215,0,1.2662899999999999,23.422599999999999,22.156310000000001,True,,ok,,0.76445519104988624,2.6865837047769769,4.1746723364046039,0.1884191156561992,ok,,261,261,0,0.6940077543258667,0,0,False,ok,,2021-04-08T00:00:00,37.868200000000002,2021-04-08T00:00:00,2021-04-08T00:00:00,1,False,20,ok,,2021-04-04T00:00:00,22.145103454589844,2021-04-04T00:00:00,2021-04-04T00:00:00,1,False,16,ok,,ok,,-4,4,True,True,True,-15.723096545410158,15.723096545410158,0.70964418467741963,1469.9477440000001,1631.4713596701622,161.52361567016214,161.52361567016214,0.1098839168463407,ok,,0.7969408791950332,ok,,365,365,0,secondary_sensitivity_new,results/phase5/double_logistic_seapar_actual_mask/erken_phase5_seapar_actual_mask_year_metrics.csv,timesat_double_logistic_cv_seapar,0,secondary_sensitivity_double_logistic_seasonal_parameter,results/phase5/double_logistic_seapar_selection/erken_phase5_seapar_selection.csv,0,0x0.0p+0,float64,1,True,0,0x0.0p+0,True,3,2,2,2,0,0,1,1,1,3.5,0.55517370489642415
2022,linear_interpolation,ok,,a168e38c80ef247ff1ff033c80833403cc13a2da,False,93aec2a9dc2bfc56b439787498d21fa22a3d3aeb2b68784c15f317677644e0b8,170097cb3f6aa6e06129cc78e88b20883f682b0cc092a2a614a8055f29fdf2e3,4.4.1,b20844140bf38543349552341212609fa18b24b1,1.9.2,258b50565b322d9f5bafd9df9b822c80ca09a847,175a8fec6ae4a05495f342d4f78b54f7d44561b9a3f7c47a379eef2dbfef447b,Reconstruction_Analysis_Contract_v1.0.1,2022,2019;2020;2021;2023;2024;2025,0;1;3;10;30;100;300;1000,10,2022-04-18,2022-12-09,actual_sentinel2_primary_sparse_input,36,1.37253,0,0,False,False,22bde5d6d9dc59521e44141a8ff2e30ff8931df0264677dec4dd2ecdf8ecaca3,True,200,200,0,1.513585,18.3184,16.804815000000001,True,,ok,,-0.79971462500000001,1.5119059852833443,4.6350671027018713,0.2758177999996948,ok,,236,236,0,1.37253,0,0,False,ok,,2022-08-07,57.523899999999998,2022-08-07,2022-08-07,1,False,111,ok,,2022-08-01T00:00:00,18.181899999999999,2022-08-01,2022-08-01,1,False,105,ok,,ok,,-6,6,False,True,True,-39.341999999999999,39.341999999999999,2.3411147340806786,1403.2845200000002,1243.3415950000001,-159.94292500000029,159.94292500000029,-0.1139775453377054,ok,,0.83677017904988671,ok,,,,,frozen_primary_reused,results/phase3/actual_mask/erken_phase3_actual_mask_year_method_metrics.csv,linear_interpolation,,,,,,,,,,,,0,2,2,2,0,0,0,1,1,6.5,1.3033496649620957
2022,timesat_smoothing_spline,ok,,a168e38c80ef247ff1ff033c80833403cc13a2da,False,93aec2a9dc2bfc56b439787498d21fa22a3d3aeb2b68784c15f317677644e0b8,170097cb3f6aa6e06129cc78e88b20883f682b0cc092a2a614a8055f29fdf2e3,4.4.1,b20844140bf38543349552341212609fa18b24b1,1.9.2,258b50565b322d9f5bafd9df9b822c80ca09a847,175a8fec6ae4a05495f342d4f78b54f7d44561b9a3f7c47a379eef2dbfef447b,Reconstruction_Analysis_Contract_v1.0.1,2022,2019;2020;2021;2023;2024;2025,0;1;3;10;30;100;300;1000,10,2022-04-18,2022-12-09,actual_sentinel2_primary_sparse_input,36,1.3133481740951538,0,0,False,,22bde5d6d9dc59521e44141a8ff2e30ff8931df0264677dec4dd2ecdf8ecaca3,True,200,200,0,1.513585,18.3184,16.804815000000001,True,,ok,,-0.88640933313388814,1.6052803355981826,4.7041679610539289,0.27992976781082851,ok,,236,236,0,1.3133481740951538,0,0,False,ok,,2022-08-07,57.523899999999998,2022-08-07,2022-08-07,1,False,111,ok,,2022-07-25T00:00:00,17.250907897949219,2022-07-25,2022-07-25,1,False,98,ok,,ok,,-13,13,False,False,True,-40.272992102050779,40.272992102050779,2.3965150525043435,1403.2845200000002,1225.877755522728,-177.40676447727219,177.40676447727219,-0.1264225194169975,ok,,0.82420883673090861,ok,,365,365,0,frozen_primary_reused,results/phase3/actual_mask/erken_phase3_actual_mask_year_method_metrics.csv,timesat_smoothing_spline,,,,,,,,,,,,1,2,2,1,1,0,0,0.5,0.5,6,2.4169895673722732
2022,timesat_double_logistic_default_seapar1,ok,,a168e38c80ef247ff1ff033c80833403cc13a2da,False,93aec2a9dc2bfc56b439787498d21fa22a3d3aeb2b68784c15f317677644e0b8,170097cb3f6aa6e06129cc78e88b20883f682b0cc092a2a614a8055f29fdf2e3,4.4.1,b20844140bf38543349552341212609fa18b24b1,1.9.2,258b50565b322d9f5bafd9df9b822c80ca09a847,175a8fec6ae4a05495f342d4f78b54f7d44561b9a3f7c47a379eef2dbfef447b,Reconstruction_Analysis_Contract_v1.0.1,2022,2019;2020;2021;2023;2024;2025,0;1;3;10;30;100;300;1000,10,2022-04-18,2022-12-09,actual_sentinel2_primary_sparse_input,36,1.7642470598220823,0,0,False,,22bde5d6d9dc59521e44141a8ff2e30ff8931df0264677dec4dd2ecdf8ecaca3,True,200,200,0,1.513585,18.3184,16.804815000000001,True,,ok,,-0.29658442773838017,2.6259611057443619,5.6287582150949822,0.33494913303686952,ok,,236,236,0,1.7642470598220823,0,0,False,ok,,2022-08-07,57.523899999999998,2022-08-07,2022-08-07,1,False,111,ok,,2022-08-06T00:00:00,13.600553512573242,2022-08-06,2022-08-06,1,False,110,ok,,ok,,-1,1,True,True,True,-43.923346487426755,43.923346487426755,2.6137357946175994,1403.2845200000002,1348.4887933731079,-54.795726626892247,54.795726626892247,-0.0390481943226254,ok,,0.68971023098309792,ok,,365,365,0,frozen_primary_reused,results/phase3/actual_mask/erken_phase3_actual_mask_year_method_metrics.csv,timesat_double_logistic,1,,,,,,,,,,,2,2,2,1,1,0,0.5,0.5,0.5,1,2.6137357946175994
2022,timesat_double_logistic_cv_seapar,ok,,,,,,,,,,,Reconstruction_Analysis_Contract_v1.0.1,,,,,,,,36,1.4592856168746948,0,0,False,,22bde5d6d9dc59521e44141a8ff2e30ff8931df0264677dec4dd2ecdf8ecaca3,,200,200,0,1.513585,18.3184,16.804815000000001,True,,ok,,-0.49246357479114522,2.4268103246511457,5.2991367497861681,0.3153344294350261,ok,,236,236,0,1.4592856168746948,0,0,False,ok,,2022-08-07T00:00:00,57.523899999999998,2022-08-07T00:00:00,2022-08-07T00:00:00,1,False,111,ok,,2022-08-04T00:00:00,14.71322536468506,2022-08-04T00:00:00,2022-08-04T00:00:00,1,False,108,ok,,ok,,-3,3,True,True,True,-42.810674635314939,42.810674635314939,2.5475243039161652,1403.2845200000002,1304.2450621128082,-99.039457887191929,99.039457887191929,-0.070576890484897403,ok,,0.7413905497220209,ok,,365,365,0,secondary_sensitivity_new,results/phase5/double_logistic_seapar_actual_mask/erken_phase5_seapar_actual_mask_year_metrics.csv,timesat_double_logistic_cv_seapar,0,secondary_sensitivity_double_logistic_seasonal_parameter,results/phase5/double_logistic_seapar_selection/erken_phase5_seapar_selection.csv,0,0x0.0p+0,float64,1,True,0,0x0.0p+0,True,3,2,2,1,1,0,0.5,0.5,0.5,3,2.5475243039161652
2023,linear_interpolation,ok,,a168e38c80ef247ff1ff033c80833403cc13a2da,False,93aec2a9dc2bfc56b439787498d21fa22a3d3aeb2b68784c15f317677644e0b8,170097cb3f6aa6e06129cc78e88b20883f682b0cc092a2a614a8055f29fdf2e3,4.4.1,b20844140bf38543349552341212609fa18b24b1,1.9.2,258b50565b322d9f5bafd9df9b822c80ca09a847,175a8fec6ae4a05495f342d4f78b54f7d44561b9a3f7c47a379eef2dbfef447b,Reconstruction_Analysis_Contract_v1.0.1,2023,2019;2020;2021;2022;2024;2025,0;1;3;10;30;100;300;1000,10,2023-04-21,2023-11-29,actual_sentinel2_primary_sparse_input,27,0.90460499999999999,0,0,False,False,6f7e7a43e66eedbadfad5e8aaf52e51b3c1ce7f3116a7746b71493a6aa271a5c,True,196,196,0,0.94453010000000004,11.606680000000001,10.662149899999999,True,,ok,,0.52253299999999991,1.1504836782057779,1.8347420987909149,0.1720799384738452,ok,,223,223,0,0.90460499999999999,0,0,False,ok,,2023-04-23,15.9877,2023-04-23,2023-04-23,1,False,2,ok,,2023-04-23T00:00:00,15.9877,2023-04-23,2023-04-23,1,False,2,ok,,ok,,0,0,True,True,True,0,0,0,1061.1218505000002,1163.5383185000001,102.4164679999999,102.4164679999999,0.096517160542628697,ok,,0.88501244765435394,ok,,,,,frozen_primary_reused,results/phase3/actual_mask/erken_phase3_actual_mask_year_method_metrics.csv,linear_interpolation,,,,,,,,,,,,0,3,3,3,0,0,0.66666666666666663,0.66666666666666663,1,5,0.2541657506928629
2023,timesat_smoothing_spline,ok,,a168e38c80ef247ff1ff033c80833403cc13a2da,False,93aec2a9dc2bfc56b439787498d21fa22a3d3aeb2b68784c15f317677644e0b8,170097cb3f6aa6e06129cc78e88b20883f682b0cc092a2a614a8055f29fdf2e3,4.4.1,b20844140bf38543349552341212609fa18b24b1,1.9.2,258b50565b322d9f5bafd9df9b822c80ca09a847,175a8fec6ae4a05495f342d4f78b54f7d44561b9a3f7c47a379eef2dbfef447b,Reconstruction_Analysis_Contract_v1.0.1,2023,2019;2020;2021;2022;2024;2025,0;1;3;10;30;100;300;1000,10,2023-04-21,2023-11-29,actual_sentinel2_primary_sparse_input,27,0.51566940546035755,0,0,False,,6f7e7a43e66eedbadfad5e8aaf52e51b3c1ce7f3116a7746b71493a6aa271a5c,True,196,196,0,0.94453010000000004,11.606680000000001,10.662149899999999,True,,ok,,0.75371308151585714,1.3890923326526368,2.1035961649433146,0.1972956847045749,ok,,223,223,0,0.80434566736221313,0,0,False,ok,,2023-04-23,15.9877,2023-04-23,2023-04-23,1,False,2,ok,,2023-04-22T00:00:00,14.537269592285156,2023-04-22,2023-04-22,1,False,1,ok,,ok,,-1,1,True,True,True,-1.450430407714844,1.450430407714844,0.1360354545113685,1061.1218505000002,1208.3350663483145,147.21321584831412,147.21321584831412,0.1387335637080202,ok,,0.85485623348592366,ok,,365,365,0,frozen_primary_reused,results/phase3/actual_mask/erken_phase3_actual_mask_year_method_metrics.csv,timesat_smoothing_spline,,,,,,,,,,,,1,3,3,2,1,0,0.33333333333333331,0.66666666666666663,0.66666666666666663,5.5,0.30476951197132701
2023,timesat_double_logistic_default_seapar1,ok,,a168e38c80ef247ff1ff033c80833403cc13a2da,False,93aec2a9dc2bfc56b439787498d21fa22a3d3aeb2b68784c15f317677644e0b8,170097cb3f6aa6e06129cc78e88b20883f682b0cc092a2a614a8055f29fdf2e3,4.4.1,b20844140bf38543349552341212609fa18b24b1,1.9.2,258b50565b322d9f5bafd9df9b822c80ca09a847,175a8fec6ae4a05495f342d4f78b54f7d44561b9a3f7c47a379eef2dbfef447b,Reconstruction_Analysis_Contract_v1.0.1,2023,2019;2020;2021;2022;2024;2025,0;1;3;10;30;100;300;1000,10,2023-04-21,2023-11-29,actual_sentinel2_primary_sparse_input,27,1.1073585748672483,0,0,False,,6f7e7a43e66eedbadfad5e8aaf52e51b3c1ce7f3116a7746b71493a6aa271a5c,True,196,196,0,0.94453010000000004,11.606680000000001,10.662149899999999,True,,ok,,0.39425734124650752,1.3450203008213824,1.9006932417065727,0.17826547736930351,ok,,223,223,0,1.1073585748672483,0,0,False,ok,,2023-04-23,15.9877,2023-04-23,2023-04-23,1,False,2,ok,,2023-04-21T00:00:00,16.022487640380859,2023-04-21,2023-04-21,1,True,0,ok,,ok,,-2,2,True,True,True,0.034787640380859103,0.034787640380859103,0.0032627228755110001,1061.1218505000002,1132.5735296607018,71.451679160701588,71.451679160701588,0.067335979489097697,ok,,0.86203013794015915,ok,,365,365,0,frozen_primary_reused,results/phase3/actual_mask/erken_phase3_actual_mask_year_method_metrics.csv,timesat_double_logistic,1,,,,,,,,,,,2,3,3,1,2,0,0,0.33333333333333331,0.33333333333333331,6,0.6426605818548029
2023,timesat_double_logistic_cv_seapar,ok,,,,,,,,,,,Reconstruction_Analysis_Contract_v1.0.1,,,,,,,,27,1.2018876075744629,0,0,False,,6f7e7a43e66eedbadfad5e8aaf52e51b3c1ce7f3116a7746b71493a6aa271a5c,,196,196,0,0.94453010000000004,11.606680000000001,10.662149899999999,True,,ok,,0.4156796440910806,1.3423849489468946,1.8976207054507008,0.17797730506965581,ok,,223,223,0,1.2141717672348022,0,0,False,ok,,2023-04-23T00:00:00,15.9877,2023-04-23T00:00:00,2023-04-23T00:00:00,1,False,2,ok,,2023-04-21T00:00:00,15.887511253356934,2023-04-21T00:00:00,2023-04-21T00:00:00,1,True,0,ok,,ok,,-2,2,True,True,True,-0.1001887466430666,0.1001887466430666,0.0093966739900238992,1061.1218505000002,1138.0695337057114,76.947683205711201,76.947683205711201,0.072515407320519698,ok,,0.86293110545045904,ok,,365,365,0,secondary_sensitivity_new,results/phase5/double_logistic_seapar_actual_mask/erken_phase5_seapar_actual_mask_year_metrics.csv,timesat_double_logistic_cv_seapar,0,secondary_sensitivity_double_logistic_seasonal_parameter,results/phase5/double_logistic_seapar_selection/erken_phase5_seapar_selection.csv,0,0x0.0p+0,float64,1,True,0,0x0.0p+0,True,3,3,3,1,2,0,0,0.33333333333333331,0.33333333333333331,6,0.64499992226037051
2024,linear_interpolation,ok,,a168e38c80ef247ff1ff033c80833403cc13a2da,False,93aec2a9dc2bfc56b439787498d21fa22a3d3aeb2b68784c15f317677644e0b8,170097cb3f6aa6e06129cc78e88b20883f682b0cc092a2a614a8055f29fdf2e3,4.4.1,b20844140bf38543349552341212609fa18b24b1,1.9.2,258b50565b322d9f5bafd9df9b822c80ca09a847,175a8fec6ae4a05495f342d4f78b54f7d44561b9a3f7c47a379eef2dbfef447b,Reconstruction_Analysis_Contract_v1.0.1,2024,2019;2020;2021;2022;2023;2025,0;1;3;10;30;100;300;1000,3,2024-04-17,2024-11-28,actual_sentinel2_primary_sparse_input,40,1.0061599999999999,0,0,False,False,c3e5df0d08bbb849a4efbf97ab0fd61b463a182e2973d6174c272ad5597f8f4d,True,186,186,0,1.3134375,17.630824999999998,16.317387499999999,True,,ok,,-0.1626141559139784,1.9195744852429533,3.4494627554158876,0.2113979799410835,ok,,226,226,0,1.0061599999999999,0,0,False,ok,,2024-08-31,35.773899999999998,2024-08-31,2024-08-31,1,False,89,ok,,2024-09-04T00:00:00,27.197600000000001,2024-09-04,2024-09-04,1,False,85,ok,,ok,,4,4,True,True,True,-8.5762999999999963,8.5762999999999963,0.52559271513286043,1367.9777779999999,1337.7315450000001,-30.246232999999847,30.246232999999847,-0.022110178605547301,ok,,0.84725500956820921,ok,,,,,frozen_primary_reused,results/phase3/actual_mask/erken_phase3_actual_mask_year_method_metrics.csv,linear_interpolation,,,,,,,,,,,,0,2,2,2,0,0,1,1,1,3,0.36206776360492748
2024,timesat_smoothing_spline,ok,,a168e38c80ef247ff1ff033c80833403cc13a2da,False,93aec2a9dc2bfc56b439787498d21fa22a3d3aeb2b68784c15f317677644e0b8,170097cb3f6aa6e06129cc78e88b20883f682b0cc092a2a614a8055f29fdf2e3,4.4.1,b20844140bf38543349552341212609fa18b24b1,1.9.2,258b50565b322d9f5bafd9df9b822c80ca09a847,175a8fec6ae4a05495f342d4f78b54f7d44561b9a3f7c47a379eef2dbfef447b,Reconstruction_Analysis_Contract_v1.0.1,2024,2019;2020;2021;2022;2023;2025,0;1;3;10;30;100;300;1000,3,2024-04-17,2024-11-28,actual_sentinel2_primary_sparse_input,40,0,0,0,False,,c3e5df0d08bbb849a4efbf97ab0fd61b463a182e2973d6174c272ad5597f8f4d,True,186,186,0,1.3134375,17.630824999999998,16.317387499999999,True,,ok,,-0.5131129983245456,2.1029770194989865,3.6996815332100943,0.2267324676336879,ok,,226,226,0,0,0,0,False,ok,,2024-08-31,35.773899999999998,2024-08-31,2024-08-31,1,False,89,ok,,2024-09-03T00:00:00,23.684806823730469,2024-09-03,2024-09-03,1,False,86,ok,,ok,,3,3,True,True,True,-12.089093176269529,12.089093176269529,0.74087185686247425,1367.9777779999999,1272.4679809883237,-95.509797011676241,95.509797011676241,-0.069818237216771703,ok,,0.8181046954775465,ok,,365,365,0,frozen_primary_reused,results/phase3/actual_mask/erken_phase3_actual_mask_year_method_metrics.csv,timesat_smoothing_spline,,,,,,,,,,,,1,2,2,2,0,0,1,1,1,2,0.44371186962463482
2024,timesat_double_logistic_default_seapar1,ok,,a168e38c80ef247ff1ff033c80833403cc13a2da,False,93aec2a9dc2bfc56b439787498d21fa22a3d3aeb2b68784c15f317677644e0b8,170097cb3f6aa6e06129cc78e88b20883f682b0cc092a2a614a8055f29fdf2e3,4.4.1,b20844140bf38543349552341212609fa18b24b1,1.9.2,258b50565b322d9f5bafd9df9b822c80ca09a847,175a8fec6ae4a05495f342d4f78b54f7d44561b9a3f7c47a379eef2dbfef447b,Reconstruction_Analysis_Contract_v1.0.1,2024,2019;2020;2021;2022;2023;2025,0;1;3;10;30;100;300;1000,3,2024-04-17,2024-11-28,actual_sentinel2_primary_sparse_input,40,1.0061600208282473,0,0,False,,c3e5df0d08bbb849a4efbf97ab0fd61b463a182e2973d6174c272ad5597f8f4d,True,186,186,0,1.3134375,17.630824999999998,16.317387499999999,True,,ok,,-0.22812532504096081,2.6850856691507725,3.6821108707119303,0.2256556615274308,ok,,226,226,0,1.0061600208282473,0,0,False,ok,,2024-08-31,35.773899999999998,2024-08-31,2024-08-31,1,False,89,ok,,2024-08-30T00:00:00,16.807426452636719,2024-08-30,2024-08-30,1,False,90,ok,,ok,,-1,1,True,True,True,-18.966473547363279,18.966473547363279,1.1623474375026812,1367.9777779999999,1312.1260824799538,-55.851695520046178,55.851695520046178,-0.040827926022089303,ok,,0.79252834296939945,ok,,365,365,0,frozen_primary_reused,results/phase3/actual_mask/erken_phase3_actual_mask_year_method_metrics.csv,timesat_double_logistic,1,,,,,,,,,,,2,2,2,1,1,0,0.5,0.5,0.5,1,1.1623474375026812
2024,timesat_double_logistic_cv_seapar,ok,,,,,,,,,,,Reconstruction_Analysis_Contract_v1.0.1,,,,,,,,40,1.8455990552902224,0,0,False,,c3e5df0d08bbb849a4efbf97ab0fd61b463a182e2973d6174c272ad5597f8f4d,,186,186,0,1.3134375,17.630824999999998,16.317387499999999,True,,ok,,0.3061271044802511,2.4816682439582167,3.616555535831441,0.2216381473953131,ok,,226,226,0,1.8455990552902224,0,0,False,ok,,2024-08-31T00:00:00,35.773899999999998,2024-08-31T00:00:00,2024-08-31T00:00:00,1,False,89,ok,,2024-08-31T00:00:00,17.282094955444336,2024-08-31T00:00:00,2024-08-31T00:00:00,1,False,89,ok,,ok,,0,0,True,True,True,-18.491805044555665,18.491805044555665,1.1332577009987452,1367.9777779999999,1428.9779959917068,61.000217991706904,61.000217991706904,0.044591526977060897,ok,,0.79371464156444727,ok,,365,365,0,secondary_sensitivity_new,results/phase5/double_logistic_seapar_actual_mask/erken_phase5_seapar_actual_mask_year_metrics.csv,timesat_double_logistic_cv_seapar,0,secondary_sensitivity_double_logistic_seasonal_parameter,results/phase5/double_logistic_seapar_selection/erken_phase5_seapar_selection.csv,0,0x0.0p+0,float64,1,True,0,0x0.0p+0,True,3,2,2,1,1,0,0.5,0.5,0.5,0,1.1332577009987452
2025,linear_interpolation,ok,,a168e38c80ef247ff1ff033c80833403cc13a2da,False,93aec2a9dc2bfc56b439787498d21fa22a3d3aeb2b68784c15f317677644e0b8,170097cb3f6aa6e06129cc78e88b20883f682b0cc092a2a614a8055f29fdf2e3,4.4.1,b20844140bf38543349552341212609fa18b24b1,1.9.2,258b50565b322d9f5bafd9df9b822c80ca09a847,175a8fec6ae4a05495f342d4f78b54f7d44561b9a3f7c47a379eef2dbfef447b,Reconstruction_Analysis_Contract_v1.0.1,2025,2019;2020;2021;2022;2023;2024,0;1;3;10;30;100;300;1000,10,2025-03-21,2025-11-26,actual_sentinel2_primary_sparse_input,48,1.1888799999999999,0,0,False,False,947d0da57e9f0885fc6b50667452005f349bb9a795477360164cf86590c1093d,True,203,203,0,1.3806750000000001,31.359950000000001,29.979275000000001,True,,ok,,1.1492236650246304,3.8853107354517409,7.9678487741828974,0.26577856783337472,ok,,251,251,0,1.1888799999999999,0,0,False,ok,,2025-10-14,83.4709,2025-10-14,2025-10-14,1,False,43,ok,,2025-03-28T00:00:00,40.700299999999999,2025-03-28,2025-03-28,1,False,7,ok,,ok,,-200,200,False,False,False,-42.770600000000002,42.770600000000002,1.4266722594192156,2516.302831,2749.5952349999998,233.29240400000023,233.29240400000023,0.0927123719474129,ok,,0.76585398338162125,ok,,,,,frozen_primary_reused,results/phase3/actual_mask/erken_phase3_actual_mask_year_method_metrics.csv,linear_interpolation,,,,,,,,,,,,0,4,4,4,0,0,1,1,1,2.25,0.76130660264466044
2025,timesat_smoothing_spline,ok,,a168e38c80ef247ff1ff033c80833403cc13a2da,False,93aec2a9dc2bfc56b439787498d21fa22a3d3aeb2b68784c15f317677644e0b8,170097cb3f6aa6e06129cc78e88b20883f682b0cc092a2a614a8055f29fdf2e3,4.4.1,b20844140bf38543349552341212609fa18b24b1,1.9.2,258b50565b322d9f5bafd9df9b822c80ca09a847,175a8fec6ae4a05495f342d4f78b54f7d44561b9a3f7c47a379eef2dbfef447b,Reconstruction_Analysis_Contract_v1.0.1,2025,2019;2020;2021;2022;2023;2024,0;1;3;10;30;100;300;1000,10,2025-03-21,2025-11-26,actual_sentinel2_primary_sparse_input,48,0,0,0,False,,947d0da57e9f0885fc6b50667452005f349bb9a795477360164cf86590c1093d,True,203,203,0,1.3806750000000001,31.359950000000001,29.979275000000001,True,,ok,,1.2779358887629393,3.9811332024046422,8.0253819526450929,0.26769766622592073,ok,,251,251,0,1.2417192459106443,0,0,False,ok,,2025-10-14,83.4709,2025-10-14,2025-10-14,1,False,43,ok,,2025-03-26T00:00:00,39.082691192626953,2025-03-26,2025-03-26,1,False,5,ok,,ok,,-202,202,False,False,False,-44.388208807373047,44.388208807373047,1.480629828685752,2516.302831,2774.1738932132721,257.87106221327213,257.87106221327213,0.1024801383348569,ok,,0.76095943091070184,ok,,365,365,0,frozen_primary_reused,results/phase3/actual_mask/erken_phase3_actual_mask_year_method_metrics.csv,timesat_smoothing_spline,,,,,,,,,,,,1,4,4,4,0,0,1,1,1,3,0.80107139817632145
