year,method,deletion_fraction,n_scenarios,n_reconstruction_failures,fraction_reconstruction_failures,mean_mae,mean_rmse,mean_nrmse,median_nrmse,mean_absolute_global_peak_timing_error_days,median_absolute_global_peak_timing_error_days,mean_normalized_absolute_global_peak_magnitude_error,mean_absolute_integral_error,mean_pearson_correlation,fraction_scenarios_with_negative_values,mean_matched_event_absolute_timing_error_days,mean_matched_event_normalized_absolute_magnitude_error,global_peak_success_fraction_5d,mean_event_recovery_fraction_5d,global_peak_success_fraction_10d,mean_event_recovery_fraction_10d,global_peak_success_fraction_15d,mean_event_recovery_fraction_15d
2019,linear_interpolation,0.10000000000000001,100,0,0,3.2224382482767986,7.44044053643068,0.26050550678943191,0.26100634858800176,1.24,1,1.118165864119131,378.10058487000003,0.81586518501307348,0,3.8050000000000002,0.69670709724837077,1,0.5,1,0.94499999999999995,1,0.94499999999999995
2019,linear_interpolation,0.20000000000000001,100,0,0,3.2383269145163962,7.3750752994615461,0.25821693206059948,0.25804229707620263,2.0800000000000001,1,1.1410068179777944,379.85307331999996,0.81867690172176155,0,3.7450000000000001,0.74311297132774523,0.96999999999999997,0.48499999999999999,0.96999999999999997,0.875,0.96999999999999997,0.875
2019,linear_interpolation,0.29999999999999988,100,0,0,3.2618408475501992,7.2942408242535155,0.25538674669361489,0.25683986040317425,2.5800000000000001,1,1.1583091014534659,364.06728146999995,0.81957808554588207,0,3.5154639175257731,0.82957713333332206,0.94999999999999996,0.47499999999999998,0.95999999999999996,0.79000000000000004,0.95999999999999996,0.79000000000000004
2019,linear_interpolation,0.5,100,0,0,3.4054292114377329,7.3375826453747841,0.25690423521073824,0.25550398900018789,4.4800000000000004,1,1.2270111199855145,374.39396617999989,0.82171849006448039,0,3.2415730337078652,0.92005352909120619,0.81999999999999995,0.40999999999999998,0.84999999999999998,0.65000000000000002,0.84999999999999998,0.65000000000000002
2019,timesat_double_logistic_cv_seapar,0.10000000000000001,100,0,0,3.6425344048148367,7.3683609785620066,0.25798184953287595,0.25736374659755873,5.2699999999999996,5,1.1999085322178555,469.6041604979028,0.82378374033501001,0,5.2699999999999996,1.1999085322178555,0.68000000000000005,0.34000000000000002,1,0.5,1,0.5
2019,timesat_double_logistic_cv_seapar,0.20000000000000001,100,0,0,3.6438739441516139,7.32956346868919,0.25662346693145605,0.2558513242677668,5.3499999999999996,5,1.208550716586356,480.59058992993727,0.82347109983926969,0,5.3499999999999996,1.208550716586356,0.56999999999999995,0.28499999999999998,1,0.5,1,0.5
2019,timesat_double_logistic_cv_seapar,0.29999999999999988,100,0,0,3.645894267902591,7.282154549483483,0.25496358073741271,0.25446597436570156,5.46,5.5,1.2078125726037525,476.77771835458179,0.82149350547999445,0,5.46,1.2078125726037525,0.5,0.25,1,0.5,1,0.5
2019,timesat_double_logistic_cv_seapar,0.5,100,0,0,3.6882187325935174,7.3197910408942617,0.25628131363518059,0.25247853357638628,5.2000000000000002,5,1.2529488284819756,479.39593605053329,0.81701764329727367,0,5.2000000000000002,1.2529488284819756,0.55000000000000004,0.27500000000000002,0.98999999999999999,0.495,1,0.5
2019,timesat_double_logistic_default_seapar1,0.10000000000000001,100,0,0,4.2279989994838454,7.790398461210307,0.2727582714077792,0.2714564876234592,4.54,4.5,1.3912972654192297,528.09752473038327,0.79391492550543885,0,4.54,1.3912972654192297,0.76000000000000001,0.38,1,0.5,1,0.5
2019,timesat_double_logistic_default_seapar1,0.20000000000000001,100,0,0,4.2266810503213055,7.8693834602458956,0.27552370271547955,0.27356019536997372,4.5949999999999998,5,1.4191998314593675,493.39063854229346,0.78037268593194076,0,4.5949999999999998,1.4191998314593675,0.65000000000000002,0.32500000000000001,1,0.5,1,0.5
2019,timesat_double_logistic_default_seapar1,0.29999999999999988,100,0,0,4.2273689474131615,7.915353720729609,0.27713321843513578,0.27513198966233732,4.8550000000000004,5,1.4328967379806059,449.47538822275311,0.76822924551503458,0,4.8550000000000004,1.4328967379806059,0.58999999999999997,0.29499999999999998,1,0.5,1,0.5
2019,timesat_double_logistic_default_seapar1,0.5,100,0,0,4.3419231410519021,8.1258948981307473,0.28450470885299201,0.28302922210232073,4.3499999999999996,4,1.4861103755254386,392.04316531231075,0.74091620156384186,0,4.3499999999999996,1.4861103755254386,0.67000000000000004,0.33500000000000002,0.97999999999999998,0.48999999999999999,1,0.5
2019,timesat_smoothing_spline,0.10000000000000001,100,0,0,3.2460165883444314,7.4319113966356563,0.26020688362674393,0.26012665269844598,8.3000000000000007,9,1.1345151272936298,366.82934341323283,0.80357170192329008,0,7.2300000000000004,0.65932127507713589,0.11,0.155,1,1,1,1
2019,timesat_smoothing_spline,0.20000000000000001,100,0,0,3.250343269696832,7.3813855081739428,0.25843786576882832,0.25812656687809155,7.7000000000000002,8,1.1353373296383564,377.41236306135266,0.80517002113384717,0,6.9500000000000002,0.68270110775719894,0.22,0.25,0.96999999999999997,0.95999999999999996,1,0.97999999999999998
2019,timesat_smoothing_spline,0.29999999999999988,100,0,0,3.2666907476856117,7.3044871405348912,0.25574549182470407,0.25642100779649413,7.21,8,1.1371253066220235,377.62510241767114,0.8068153882479886,0,6.7249999999999996,0.72942115507224514,0.26000000000000001,0.28000000000000003,0.97999999999999998,0.92000000000000004,1,0.93500000000000005
2019,timesat_smoothing_spline,0.5,100,0,0,3.4383340886308971,7.3461709861087972,0.25720493112308895,0.25457062541237585,6.04,6,1.1892487962349321,418.02700278727059,0.80739306112923392,0,6.7000000000000002,0.83906856817697562,0.41999999999999998,0.28000000000000003,0.90000000000000002,0.745,1,0.84999999999999998
2020,linear_interpolation,0.10000000000000001,100,0,0,1.6888904136339224,3.4334360483937969,0.16309729641037218,0.15314283865564984,41.259999999999998,31,0.22286887573920655,107.27873176749979,0.9024831978138359,0,0.66000000000000003,0.1099491251413976,0.02,0.95333333333333325,0.02,0.95333333333333325,0.02,0.95333333333333325
2020,linear_interpolation,0.20000000000000001,100,0,0,1.9188748528778317,3.8794807268981031,0.18428559877479761,0.167491354270867,44.590000000000003,31,0.23865039473036057,109.78363075518533,0.87038224409052944,0,1.03,0.19860134159822374,0.029999999999999999,0.87,0.029999999999999999,0.8866666666666666,0.029999999999999999,0.8866666666666666
2020,linear_interpolation,0.29999999999999988,100,0,0,2.1467646174201196,4.4653273758943506,0.21211486462265394,0.20235636281847169,55.869999999999997,31,0.31342635206424424,149.04345821514701,0.82338584625228695,0,1.7849999999999999,0.35358393924145604,0.10000000000000001,0.81333333333333346,0.10000000000000001,0.85666666666666669,0.10000000000000001,0.85666666666666669
