year,method,deletion_fraction,n_scenarios,n_reconstruction_failures,fraction_reconstruction_failures,mean_mae,mean_rmse,mean_nrmse,median_nrmse,mean_absolute_global_peak_timing_error_days,median_absolute_global_peak_timing_error_days,mean_normalized_absolute_global_peak_magnitude_error,mean_absolute_integral_error,mean_pearson_correlation,fraction_scenarios_with_negative_values,mean_matched_event_absolute_timing_error_days,mean_matched_event_normalized_absolute_magnitude_error,global_peak_success_fraction_5d,mean_event_recovery_fraction_5d,global_peak_success_fraction_10d,mean_event_recovery_fraction_10d,global_peak_success_fraction_15d,mean_event_recovery_fraction_15d
2020,linear_interpolation,0.5,100,0,0,2.768126623078548,5.4096763043119029,0.25697393726068596,0.25543092986474347,58.770000000000003,31,0.40433506295216892,268.84735614863939,0.7426765509843779,0,2.5249999999999999,0.56591508693055448,0.17000000000000001,0.68000000000000005,0.17000000000000001,0.80000000000000016,0.17000000000000001,0.81666666666666676
2020,timesat_double_logistic_cv_seapar,0.10000000000000001,100,0,0,2.8882943082051447,5.1282261323243095,0.24360430943642949,0.23783978301387187,124.53,150,1.1590040880168273,70.193973544470666,0.70805711066263166,0,2.3700000000000001,1.1613312948026413,0.14999999999999999,0.62666666666666659,0.16,0.75666666666666671,0.16,0.75666666666666671
2020,timesat_double_logistic_cv_seapar,0.20000000000000001,100,0,0,3.1146568298346704,5.4167322970141889,0.25730911558263914,0.24605579995016735,102.53,150,1.1274525828521995,144.0560468232824,0.68270045185578609,0,3.27,1.1225182610322819,0.16,0.54666666666666652,0.20000000000000001,0.68000000000000016,0.25,0.70000000000000018
2020,timesat_double_logistic_cv_seapar,0.29999999999999988,100,0,0,3.2029615041969639,5.6901910495114398,0.27029912983757748,0.26676263952942575,84.150000000000006,144,1.0976345516944053,174.91257119533995,0.65980290467263158,0,3.415,1.0647049897421381,0.22,0.50333333333333341,0.28000000000000003,0.64000000000000001,0.29999999999999999,0.66000000000000003
2020,timesat_double_logistic_cv_seapar,0.5,100,0,0,3.9866259923077774,6.9753606255230389,0.33134808497230706,0.29274992115446696,84.900000000000006,43.5,0.9872557892240823,401.30801222355132,0.57810643418598606,0,5.1349999999999998,0.93074390478806901,0.059999999999999998,0.34666666666666662,0.14000000000000001,0.52666666666666662,0.19,0.58666666666666656
2020,timesat_double_logistic_default_seapar1,0.10000000000000001,100,0,0,3.0760109354637568,5.4516283831761143,0.25896677200264906,0.25513810925465236,139.49000000000001,151,1.2801694787751507,63.748230865645859,0.65804973272173328,0,10.484999999999999,1.3334523513072853,0.02,0.043333333333333328,0.029999999999999999,0.13999999999999999,0.089999999999999997,0.34333333333333343
2020,timesat_double_logistic_default_seapar1,0.20000000000000001,100,0,0,3.2173049685910207,5.576484791353213,0.26489778173347567,0.25950640034065697,117.61,151,1.2694472044348546,122.29505090809641,0.64630010213814981,0,10.01,1.2457111336498394,0.02,0.080000000000000002,0.080000000000000002,0.16333333333333333,0.14999999999999999,0.36333333333333345
2020,timesat_double_logistic_default_seapar1,0.29999999999999988,100,0,0,3.2831396572881273,5.7416221546670521,0.27274224340778713,0.26573001135334756,93.870000000000005,151,1.26070843836478,131.89770092133557,0.63281401205102927,0,8.5649999999999995,1.1945975018259789,0.059999999999999998,0.14333333333333334,0.14999999999999999,0.22333333333333333,0.27000000000000002,0.39333333333333342
2020,timesat_double_logistic_default_seapar1,0.5,100,0,0,3.7989003535061436,6.3380640077511767,0.30107480948238208,0.29055884734183446,87.209999999999994,146,1.2081976302145159,293.91364534326624,0.58155502492635947,0,6.1855670103092786,1.1010961119961549,0.080000000000000002,0.22333333333333333,0.16,0.32666666666666672,0.25,0.41333333333333344
2020,timesat_smoothing_spline,0.10000000000000001,100,0,0,2.253418378245267,4.2496246161742688,0.20186841283420162,0.19680789084752487,115.92,151,0.98165689702261372,129.03500801740435,0.82043160794472014,0,2.1749999999999998,1.0383501722124064,0.17999999999999999,0.66000000000000014,0.17999999999999999,0.67000000000000026,0.17999999999999999,0.67000000000000026
2020,timesat_smoothing_spline,0.20000000000000001,100,0,0,2.5648291756066568,4.6578905831789115,0.22126212644828613,0.20812508876546904,88.760000000000005,151,0.94776373733337937,142.63787965612812,0.78537921886612339,0,2.4700000000000002,1.0143696397108608,0.23000000000000001,0.6399999999999999,0.27000000000000002,0.67333333333333356,0.27000000000000002,0.67333333333333356
2020,timesat_smoothing_spline,0.29999999999999988,100,0,0,2.7129967857064603,5.0488972556068816,0.23983597790570624,0.2220771017187359,69.400000000000006,32,0.91903434033712228,182.40756778476941,0.754264597564275,0,3.1099999999999999,1.0307199280288259,0.27000000000000002,0.60333333333333328,0.32000000000000001,0.69666666666666688,0.32000000000000001,0.7133333333333336
2020,timesat_smoothing_spline,0.5,100,0,0,3.4424525249666829,6.205591328363977,0.29478200671810811,0.27216354550647015,63.5,32,0.86875975680642303,328.95022696646811,0.66200924760073865,0,3.8700000000000001,0.9788840164295175,0.16,0.52333333333333343,0.23000000000000001,0.65000000000000002,0.27000000000000002,0.70999999999999996
2021,linear_interpolation,0.10000000000000001,100,0,0,1.2048649044413808,2.2434309098894722,0.1012547174998667,0.098926002793157192,0.5,0,0.039460541940422401,99.31794708000001,0.95903938845584424,0,0.36499999999999999,0.030350067317166093,1,1,1,1,1,1
2021,linear_interpolation,0.20000000000000001,100,0,0,1.4075788535031413,2.6887525328930684,0.12135380543479794,0.1122008403589085,4.9400000000000004,0,0.11582664261332327,126.05571549999999,0.93717128312454068,0,1.0600000000000001,0.097068464920377101,0.96999999999999997,0.995,0.96999999999999997,0.995,0.96999999999999997,0.995
2021,linear_interpolation,0.29999999999999988,100,0,0,1.5930542951201452,3.0034104258221248,0.13555553365258585,0.13079944409093192,9.4499999999999993,0,0.1158560698961154,159.78621666999999,0.91885966457084967,0,1.095,0.11714369405374817,0.93000000000000005,0.97999999999999998,0.93000000000000005,0.97999999999999998,0.93000000000000005,0.98499999999999999
2021,linear_interpolation,0.5,100,0,0,2.1829335220252521,4.1380446078956963,0.18676596454444336,0.17589931835503014,30.57,5,0.30899909777395251,231.97937848999999,0.81665156322483412,0,2.6565656565656566,0.29785846537394978,0.77000000000000002,0.81999999999999995,0.77000000000000002,0.81999999999999995,0.77000000000000002,0.875
2021,timesat_double_logistic_cv_seapar,0.10000000000000001,100,0,0,2.7367439132221114,4.2840807365917808,0.19335714009199997,0.18977453568445096,7.8700000000000001,4,0.72016694424664807,161.96859314277216,0.79158730379339093,0,3.7549999999999999,0.55721562234098032,0.95999999999999996,0.93500000000000005,0.96999999999999997,1,0.96999999999999997,1
2021,timesat_double_logistic_cv_seapar,0.20000000000000001,100,0,0,2.810566768152067,4.5117475054001979,0.20363262228232945,0.19712530395666517,21.359999999999999,4,0.71496348486065275,181.55010037579916,0.77868862618300483,0,4.2450000000000001,0.56339732667845333,0.82999999999999996,0.78000000000000003,0.85999999999999999,0.995,0.85999999999999999,1
2021,timesat_double_logistic_cv_seapar,0.29999999999999988,100,0,0,2.8590757042423305,4.6456765926861765,0.20967736020511427,0.20213910878423225,26.190000000000001,4,0.70878376993331516,202.60290847679929,0.76744862089288102,0,4.3300000000000001,0.55435128551302537,0.78000000000000003,0.78000000000000003,0.81999999999999995,0.97499999999999998,0.81999999999999995,0.995
2021,timesat_double_logistic_cv_seapar,0.5,100,0,0,3.0769604288818497,5.2493903154194825,0.23692529646946997,0.22338459773719024,47.189999999999998,5,0.73258453818089597,269.87951129243908,0.70861171728664929,0,4.75,0.58739768924362712,0.56999999999999995,0.62,0.65000000000000002,0.85499999999999998,0.65000000000000002,0.92500000000000004
2021,timesat_double_logistic_default_seapar1,0.10000000000000001,100,0,0,2.8334557694692024,4.7816113705236027,0.21581262270313073,0.21123978493995366,58.469999999999999,15,0.95660235272810312,139.95425895532918,0.69962507314945199,0,9.2949999999999999,0.68912193177271908,0,0.16,0.02,0.505,0.53000000000000003,0.95499999999999996
2021,timesat_double_logistic_default_seapar1,0.20000000000000001,100,0,0,2.9424523597330046,4.9988124663624971,0.22561574857738023,0.22108183357793432,82.469999999999999,127,0.92728163203721248,162.60513007710009,0.68401019343376657,0,8.5299999999999994,0.65743950605439272,0,0.20499999999999999,0.02,0.56000000000000005,0.23000000000000001,0.86499999999999999
2021,timesat_double_logistic_default_seapar1,0.29999999999999988,100,0,0,2.9921546126267389,5.0849041156399615,0.22950139782481649,0.22442115980107652,78.189999999999998,125,0.93510473475692435,177.54041359958509,0.67271314440940211,0,7.9646464646464645,0.66073079242323041,0.02,0.22500000000000001,0.080000000000000002,0.58999999999999997,0.26000000000000001,0.84999999999999998
2021,timesat_double_logistic_default_seapar1,0.5,100,0,0,3.2121898063810823,5.5635619409621322,0.25110507755858857,0.24812915077714476,83.019999999999996,125,0.95742007762815673,252.07074325333932,0.62173577026957261,0,6.963917525773196,0.72356929729414909,0.070000000000000007,0.35999999999999999,0.14999999999999999,0.57999999999999996,0.27000000000000002,0.81000000000000005
2021,timesat_smoothing_spline,0.10000000000000001,100,0,0,1.8566145498705158,3.1963152427950701,0.14426207445170561,0.13948243054248405,2.96,3,0.41283094097284861,141.91140570345198,0.90017773960118996,0,2.02,0.3579968406509933,1,1,1,1,1,1
2021,timesat_smoothing_spline,0.20000000000000001,100,0,0,2.0319443842712555,3.5475741587256731,0.16011574845837021,0.15202894261947586,9.1600000000000001,3,0.45626696920954513,157.20276408802079,0.87960564808002417,0,2.3149999999999999,0.38707430479521227,0.94999999999999996,0.95999999999999996,0.94999999999999996,0.995,0.94999999999999996,0.995
2021,timesat_smoothing_spline,0.29999999999999988,100,0,0,2.1953658967669574,3.8387314320403458,0.17325680278170627,0.16573795201414981,11.41,3,0.44866083124808953,189.19273465612875,0.8607171370883101,0,2.5649999999999999,0.38534563505749714,0.93000000000000005,0.93999999999999995,0.93000000000000005,0.97999999999999998,0.93000000000000005,0.98999999999999999
2021,timesat_smoothing_spline,0.5,100,0,0,2.6781385251386083,4.7402035754012708,0.21394372868953679,0.20144307655674246,32.789999999999999,4,0.56357269249541453,252.30027896282883,0.77272747095646621,0,3.7400000000000002,0.51457726751319999,0.75,0.79500000000000004,0.76000000000000001,0.87,0.76000000000000001,0.94999999999999996
2022,linear_interpolation,0.10000000000000001,100,0,0,1.5803256472236058,4.6784824696115095,0.27840130757830467,0.27387152092372652,7.0800000000000001,6,2.3475478902921583,152.87050805000018,0.82870242285859352,0,7.4800000000000004,1.2889053792023295,0,0,0.91000000000000003,0.84999999999999998,0.91000000000000003,0.98999999999999999
2022,linear_interpolation,0.20000000000000001,100,0,0,1.6529823786912261,4.7428529081450854,0.28223178345879352,0.28287991015683733,8.0099999999999998,6,2.3631701985413116,152.95549620000017,0.81922084919471561,0,8.5950000000000006,1.2626051908336984,0,0,0.83999999999999997,0.68500000000000005,0.83999999999999997,0.97499999999999998
2022,linear_interpolation,0.29999999999999988,100,0,0,1.7006080139884219,4.7721717736570808,0.28397645398994753,0.28110095215786685,8.5399999999999991,6,2.374081119012617,149.80306680000021,0.81184641225448173,0,8.5800000000000001,1.2213838563530748,0,0.0050000000000000001,0.79000000000000004,0.65500000000000003,0.81000000000000005,0.93500000000000005
2022,linear_interpolation,0.5,100,0,0,2.0102775793177257,5.0636160106102714,0.30131935463795761,0.29458402230951636,11.470000000000001,6,2.4339730249931351,140.67398620000014,0.76379613342734476,0,8.4438775510204085,1.2862316605116337,0,0.050000000000000003,0.68999999999999995,0.55500000000000005,0.75,0.81000000000000005
2022,timesat_double_logistic_cv_seapar,0.10000000000000001,100,0,0,2.4293119996582648,5.2877303339053299,0.31465567064590283,0.31243182930802266,3,3,2.5483089121324922,98.437451355856084,0.73858422545225222,0,3,2.5483089121324922,0.98999999999999999,0.495,1,0.5,1,0.5
2022,timesat_double_logistic_cv_seapar,0.20000000000000001,100,0,0,2.4151567049874827,5.2438905624306473,0.3120469081290479,0.31157856530604694,3.1699999999999999,3,2.5443475619205711,121.99059119147846,0.74182436623583015,0,3.1699999999999999,2.5443475619205711,0.90000000000000002,0.45000000000000001,1,0.5,1,0.5
2022,timesat_double_logistic_cv_seapar,0.29999999999999988,100,0,0,2.3932062943461556,5.1850412631702305,0.30854497732764274,0.30925071474389526,3.3900000000000001,4,2.5306060970327664,137.10064939363033,0.74717855460117666,0,3.3900000000000001,2.5306060970327664,0.85999999999999999,0.42999999999999999,1,0.5,1,0.5
2022,timesat_double_logistic_cv_seapar,0.5,100,0,0,2.5923265185774089,5.3840961122729034,0.32039008535785135,0.31940002126950351,5.2599999999999998,3,2.5167300215621151,155.08754314057089,0.71155450534604481,0,4.1212121212121211,2.5175275093257059,0.70999999999999996,0.35499999999999998,0.93999999999999995,0.47499999999999998,0.97999999999999998,0.495
2022,timesat_double_logistic_default_seapar1,0.10000000000000001,100,0,0,2.6512140623705158,5.6403716939496338,0.33564021347153372,0.33357124607630229,1.2,1,2.6196952867537395,59.99897933942426,0.68328941018442901,0,1.2,2.6196952867537395,1,0.5,1,0.5,1,0.5
2022,timesat_double_logistic_default_seapar1,0.20000000000000001,100,0,0,2.7223560772925919,5.6801220724340462,0.33800562948381441,0.33648817303776291,1.47,1,2.6320845639087893,85.154973017415571,0.67119463228432918,0,1.47,2.6320845639087893,1,0.5,1,0.5,1,0.5
2022,timesat_double_logistic_default_seapar1,0.29999999999999988,100,0,0,2.7352242297013034,5.6790078437983107,0.33793932535397209,0.33668582617464271,1.6799999999999999,1,2.6379084886560151,99.793074337708561,0.66721633187961571,0,1.6799999999999999,2.6379084886560151,0.98999999999999999,0.495,1,0.5,1,0.5
2022,timesat_double_logistic_default_seapar1,0.5,100,0,0,3.0557510973188311,5.8855904531593772,0.35023238596553286,0.34373168230278417,7.46,4,2.6394961471567671,144.29738554346645,0.62585598825597732,0,4.2121212121212119,2.6174329965065017,0.65000000000000002,0.33500000000000002,0.90000000000000002,0.46000000000000002,0.95999999999999996,0.495
2022,timesat_smoothing_spline,0.10000000000000001,100,0,0,1.652039695097764,4.7092352516984164,0.28023130583100236,0.27805073543335168,11.130000000000001,13,2.3827377715165361,172.90893391468069,0.8201725739632667,0,7.0700000000000003,2.2548502295817241,0.17999999999999999,0.105,0.17999999999999999,0.42999999999999999,1,0.56499999999999995
2022,timesat_smoothing_spline,0.20000000000000001,100,0,0,1.6988353891856824,4.6915922850319189,0.27918143014558139,0.27578722940797351,9.6099999999999994,12,2.3665163214813423,174.9984169378219,0.81898963544205061,0,8.0800000000000001,1.9882570473552754,0.32000000000000001,0.17000000000000001,0.35999999999999999,0.41499999999999998,1,0.68000000000000005
2022,timesat_smoothing_spline,0.29999999999999988,100,0,0,1.7291234729198257,4.661822910671706,0.277409951295013,0.273157794737379,8.6600000000000001,11,2.3418446973431721,169.67511180297413,0.81714407460582061,0,8.5999999999999996,1.8920503408502125,0.35999999999999999,0.19500000000000001,0.46999999999999997,0.38,1,0.71499999999999997
2022,timesat_smoothing_spline,0.5,100,0,0,2.0780861151767116,4.9886064918376976,0.29685578162197535,0.28549205523467636,7.6399999999999997,7,2.3656636741952726,175.63521178298194,0.77302295038373414,0,8.3838383838383841,1.9221166179238558,0.41999999999999998,0.22500000000000001,0.63,0.35999999999999999,0.97999999999999998,0.68999999999999995
2023,linear_interpolation,0.10000000000000001,100,0,0,1.1761375794892381,1.8528135366312404,0.1737748534778375,0.17203417138240973,0.28000000000000003,0,0.033174360079105632,95.945653944999833,0.88030049195721449,0,4.8049999999999997,0.2969221526326507,1,0.56666666666666654,1,0.56666666666666654,1,0.87666666666666671
2023,linear_interpolation,0.20000000000000001,100,0,0,1.1905463944302161,1.869544212115378,0.17534401876261169,0.17339911529878616,0.59999999999999998,0,0.071087914455226345,94.844111854999852,0.87618230977131717,0,5.5199999999999996,0.31563467326603623,1,0.47666666666666663,1,0.47666666666666663,1,0.77333333333333343
2023,linear_interpolation,0.29999999999999988,100,0,0,1.2728637603308899,1.9779199841940678,0.18550855153462695,0.17674938097524975,0.5,0,0.059239928712688635,94.554410349999884,0.85558585609018523,0,4.9000000000000004,0.30161496791561715,1,0.47666666666666663,1,0.47666666666666663,1,0.69999999999999996
2023,linear_interpolation,0.5,100,0,0,1.386056490484352,2.1076271270959346,0.19767374749589045,0.18458369543601227,1.1000000000000001,2,0.13032784316791499,116.04310439999996,0.83307373790702843,0,5.9795918367346941,0.3677874380586571,1,0.3133333333333333,1,0.3133333333333333,1,0.50333333333333341
2023,timesat_double_logistic_cv_seapar,0.10000000000000001,100,0,0,1.4050055132875194,1.9594930172367619,0.18378029155609243,0.18141116825035469,2,2,0.039382132917120879,86.190523797806449,0.85711889722772483,0,5.4299999999999997,0.56770192589342683,1,0.17666666666666664,1,0.29333333333333328,1,0.33333333333333343
2023,timesat_double_logistic_cv_seapar,0.20000000000000001,100,0,0,1.4582756242480397,2.0306854575147755,0.19045741023719565,0.18368838379411601,3.1499999999999999,2,0.069589312844147835,101.69569797425032,0.85174510061951836,0,6.21,0.52606225674123186,0.98999999999999999,0.17999999999999997,0.98999999999999999,0.26999999999999996,0.98999999999999999,0.33333333333333343
2023,timesat_double_logistic_cv_seapar,0.29999999999999988,100,0,0,1.5289579960548634,2.147452877143023,0.20140899324094319,0.18969244052400769,2,2,0.068577226618914217,107.60368536579873,0.83355799206032355,0,6.3163265306122449,0.48409915117598556,1,0.16,1,0.27666666666666662,1,0.32666666666666672
2023,timesat_double_logistic_cv_seapar,0.5,100,0,0,1.9283050226215379,2.8078131819260843,0.26334399799857289,0.20925755665758422,15.15,2,0.17995126987982535,209.34923418560757,0.78074589638618419,0,6.4111111111111114,0.51815437390028418,0.89000000000000001,0.14666666666666667,0.89000000000000001,0.22333333333333333,0.89000000000000001,0.29999999999999999
2023,timesat_double_logistic_default_seapar1,0.10000000000000001,100,0,0,1.4077105434491639,1.9605655769509474,0.1838808866259653,0.18140509755573131,2,2,0.035247860791948755,78.829077514237355,0.85646322674268904,0,5.6428571428571432,0.56901877516376098,1,0.16999999999999996,1,0.28666666666666663,1,0.32666666666666672
2023,timesat_double_logistic_default_seapar1,0.20000000000000001,100,0,0,1.4665914262256354,2.0376469830339086,0.19111032973133382,0.18394249905265075,3.1499999999999999,2,0.061549428346784375,95.352646863744269,0.85051378596704241,0,6.2448979591836737,0.53116772197930751,0.98999999999999999,0.16999999999999996,0.98999999999999999,0.26666666666666661,0.98999999999999999,0.32666666666666672
2023,timesat_double_logistic_default_seapar1,0.29999999999999988,100,0,0,1.6827643585342014,2.3612534947308834,0.2214612922231457,0.19043476317297894,2,2,0.083248777772418861,138.03199804675754,0.78758188812520613,0,6.4431818181818183,0.47348377352480758,1,0.14000000000000001,1,0.21999999999999997,1,0.29333333333333328
2023,timesat_double_logistic_default_seapar1,0.5,100,0,0,2.0855755142540797,2.9873128510771085,0.28017922080396818,0.22001546184974297,9.0199999999999996,2,0.16036903810431663,277.00377089291811,0.70822969430725347,0,5.8059701492537314,0.48635085386662896,0.93999999999999995,0.13,0.93999999999999995,0.17333333333333331,0.93999999999999995,0.22333333333333333
2023,timesat_smoothing_spline,0.10000000000000001,100,0,0,1.4009220341365134,2.0776831389923758,0.19486530938684088,0.19508292974564009,1.1299999999999999,1,0.14647177406070558,122.21234474610961,0.85798873883833326,0,5.1849999999999996,0.32427143684436222,1,0.42666666666666664,1,0.67333333333333356,1,0.68000000000000027
2023,timesat_smoothing_spline,0.20000000000000001,100,0,0,1.4291155238351323,2.1039293224963509,0.19732693145651151,0.19525984629614701,1.27,1,0.16128496426759173,114.63405919235858,0.85372924731878685,0,5.6849999999999996,0.34333613635053389,1,0.35666666666666669,1,0.59999999999999998,1,0.62666666666666659
2023,timesat_smoothing_spline,0.29999999999999988,100,0,0,1.4877300218046532,2.1662388424553018,0.20317092357286232,0.19747655697165839,1.24,1,0.15072405699741229,108.45703188223499,0.83865629416084087,0,4.4444444444444446,0.31999739766662016,1,0.40666666666666673,1,0.57333333333333325,1,0.6166666666666667
2023,timesat_smoothing_spline,0.5,100,0,0,1.7077201561438522,2.4661182478276769,0.23129652752562374,0.21113497823418448,8.9100000000000001,2,0.17251313353037317,156.86165951851973,0.81301346640934924,0,5.65625,0.37066056656586471,0.93999999999999995,0.28000000000000003,0.93999999999999995,0.43999999999999995,0.93999999999999995,0.49666666666666665
2024,linear_interpolation,0.10000000000000001,100,0,0,2.038389672025708,3.6351270934797975,0.22277629268041821,0.21739996462872685,4.7000000000000002,4,0.52714394384517715,51.28310419999999,0.83038128259128097,0,3.8100000000000001,0.41764806406662819,0.93000000000000005,0.85499999999999998,0.93000000000000005,0.93000000000000005,1,0.94999999999999996
2024,linear_interpolation,0.20000000000000001,100,0,0,2.1663133255152265,3.8349904531141656,0.23502478280387509,0.22509421250346934,5.9000000000000004,4,0.55321564190346006,79.715027690000028,0.81193394707275768,0,4.415,0.510610972497895,0.80000000000000004,0.69499999999999995,0.80000000000000004,0.82499999999999996,1,0.86499999999999999
2024,linear_interpolation,0.29999999999999988,100,0,0,2.2230948286372301,3.9369657229537851,0.24127426789084866,0.2282490354715366,7.25,4,0.59791164486349269,89.502535710000032,0.79670185858560871,0,4.9850000000000003,0.58156085035058447,0.63,0.60499999999999998,0.66000000000000003,0.78500000000000003,1,0.86499999999999999
