year,method,duration_days,n_scenarios,n_reconstruction_failures,fraction_reconstruction_failures,mean_mae,mean_rmse,mean_nrmse,median_nrmse,mean_absolute_global_peak_timing_error_days,median_absolute_global_peak_timing_error_days,mean_normalized_absolute_global_peak_magnitude_error,mean_absolute_integral_error,mean_pearson_correlation,fraction_scenarios_with_negative_values,mean_matched_event_absolute_timing_error_days,mean_matched_event_normalized_absolute_magnitude_error,global_peak_success_fraction_5d,mean_event_recovery_fraction_5d,global_peak_success_fraction_10d,mean_event_recovery_fraction_10d,global_peak_success_fraction_15d,mean_event_recovery_fraction_15d
2019,timesat_double_logistic_default_seapar1,30,202,0,0,4.3086701985173548,8.0559839085728626,0.28205697774409383,0.27663004094955623,5.435643564356436,5,1.4194569825571812,494.78406320401945,0.77279227572167386,0,5.435643564356436,1.4194569825571812,0.51980198019801982,0.25990099009900991,0.91089108910891092,0.45544554455445546,1,0.5
2019,timesat_double_logistic_default_seapar1,45,187,0,0,4.5669133113922991,8.4953331882482672,0.29743952212423053,0.28661946774659408,7.5748663101604281,6,1.4567793724645246,424.39234971262022,0.73317824635914608,0,5.8113772455089823,1.4287968768349346,0.38502673796791442,0.19251336898395721,0.73262032085561501,0.36631016042780751,0.89304812834224601,0.446524064171123
2019,timesat_smoothing_spline,10,174,0,0,3.2609497561121228,7.4595409017767649,0.26117425084161289,0.26114323533499528,8.6264367816091951,9,1.1471254561149304,367.8454287325053,0.8046314716562728,0,7.3275862068965516,0.66387020851168943,0.068965517241379309,0.077586206896551727,0.9885057471264368,0.98563218390804597,1,1
2019,timesat_smoothing_spline,20,207,0,0,3.2980753049497045,7.4207475234434987,0.25981601289410167,0.26051180946029101,8.4492753623188399,9,1.146049974453005,354.37573773451209,0.80464663388735091,0,7.2826086956521738,0.67404042770024697,0.096618357487922704,0.10144927536231885,1,0.95652173913043481,1,0.98792270531400961
2019,timesat_smoothing_spline,30,202,0,0,3.3849871859477658,7.4409621272200068,0.26052376878242084,0.26019769139271692,8.1336633663366342,9,1.1530937615840846,342.24392075761364,0.8020545585891955,0,7.3341584158415838,0.7013351387586928,0.084158415841584164,0.099009900990099015,1,0.90099009900990101,1,0.96287128712871284
2019,timesat_smoothing_spline,45,187,0,0,3.7296691215918991,7.877801976338767,0.27581845270917288,0.25979125921623858,9.6096256684491976,9,1.1873688671581664,387.49431056361288,0.75592088299407534,0,7.6951871657754012,0.72224374974205097,0.053475935828877004,0.040106951871657755,0.88770053475935828,0.79679144385026734,0.93048128342245995,0.86363636363636365
2020,linear_interpolation,10,242,0,0,1.6323937641636381,3.2815816616149167,0.15588381126528644,0.14385312046885551,35.958677685950413,31,0.19576931708467887,115.14225712293367,0.91403855513241083,0,0.23140495867768596,0.033262844392812768,0,0.97245179063360887,0,0.98622589531680449,0,0.98622589531680449
2020,linear_interpolation,20,261,0,0,1.718482219253838,3.4878614402346737,0.16568264652035153,0.14455290119392311,40.195402298850574,31,0.20968765321599608,129.83116032183889,0.90037197818813697,0,0.36781609195402298,0.052870990759019319,0,0.94891443167305245,0,0.96807151979565775,0,0.97445721583652622
2020,linear_interpolation,30,243,0,0,1.8467541437319006,3.7776827930102819,0.17944992758032968,0.1466431281263372,45.814814814814817,31,0.22814834618140037,154.23351932588028,0.88134389493273257,0,0.47736625514403291,0.068618060537554398,0,0.91769547325102885,0,0.93141289437585739,0,0.9423868312757202
2020,linear_interpolation,45,213,0,0,2.0749567469953636,4.2321152582782116,0.20103667200825417,0.16589850176502971,56.352112676056336,31,0.26276510014789795,197.63644592998361,0.84880780817489032,0,0.744131455399061,0.11261594965690301,0,0.85915492957746475,0,0.8779342723004695,0,0.89045383411580603
2020,timesat_double_logistic_cv_seapar,10,242,0,0,2.8580337294455562,5.0962647062042583,0.24208605713286949,0.23449741951589151,138.33471074380165,150,1.1397453400090078,79.131622252738921,0.711972026953548,0,1.9566115702479339,1.1521439728226761,0.024793388429752067,0.63911845730027539,0.045454545454545456,0.80991735537190079,0.066115702479338845,0.81680440771349849
2020,timesat_double_logistic_cv_seapar,20,261,0,0,2.9770144031853163,5.2680977522737322,0.2502485814533677,0.23753764056220189,132.98467432950193,151,1.1303196203212269,112.90276806704863,0.6959230413947477,0,2.6628352490421454,1.1141463788542878,0.022988505747126436,0.58492975734355035,0.053639846743295021,0.72158365261813529,0.091954022988505746,0.73818646232439322
2020,timesat_double_logistic_cv_seapar,30,243,0,0,3.1637479539201685,5.6477578007811458,0.26828343825390644,0.24115212284022461,136.08230452674897,151,1.0871205675674589,180.70601322918876,0.67245092168913634,0,2.9794238683127574,1.0751182761087463,0.00411522633744856,0.54320987654320985,0.01646090534979424,0.67764060356652933,0.057613168724279837,0.70919067215363507
2020,timesat_double_logistic_cv_seapar,45,213,0,0,3.6088530420317579,6.42793309216687,0.30534382876582905,0.2677645462285328,122.5774647887324,150,1.0433864041918932,340.6852936240345,0.63366699759450262,0,3.784037558685446,1.0280183486818846,0.014084507042253521,0.44131455399061031,0.061032863849765258,0.61032863849765262,0.12206572769953052,0.6619718309859155
2020,timesat_double_logistic_default_seapar1,10,242,0,0,3.0723695489938789,5.4117756087943114,0.2570736597778952,0.25407236790750271,144.92148760330579,151,1.2746605981853762,48.851487545669471,0.660440486044238,0,10.198347107438016,1.3433169061278987,0,0.045454545454545456,0,0.099173553719008253,0.024793388429752067,0.34435261707988973
2020,timesat_double_logistic_default_seapar1,20,261,0,0,3.1116315235574175,5.4711315291659366,0.25989322303817208,0.25541903085439482,142.36398467432952,151,1.264128230582545,76.34145105425182,0.656095295342351,0,9.3563218390804597,1.3245210344132954,0.030651340996168581,0.083014048531289908,0.030651340996168581,0.13537675606641122,0.053639846743295021,0.34865900383141757
2020,timesat_double_logistic_default_seapar1,30,243,0,0,3.1939868939989124,5.572781512123937,0.26472186617202809,0.25801627802224669,136.86831275720164,151,1.25623642185773,110.75810966611439,0.64739444719138606,0,8.7942386831275723,1.3048947374058681,0.053497942386831275,0.10150891632373113,0.053497942386831275,0.16049382716049382,0.090534979423868317,0.35116598079561034
2020,timesat_double_logistic_default_seapar1,45,213,0,0,3.4335197428846054,5.9047796283753282,0.28049265508748478,0.26888385351338701,130.18779342723005,151,1.2288586877690846,204.35382763563567,0.62491521051025278,0,8.455399061032864,1.2456005244248882,0.070422535211267609,0.136150234741784,0.093896713615023469,0.1956181533646322,0.14553990610328638,0.37715179968701096
2020,timesat_smoothing_spline,10,242,0,0,2.2270288642268516,4.2204710468447075,0.20048354115715725,0.19011130567586609,140.06611570247935,151,0.96393713141923809,141.49656891881779,0.82314071584205528,0,2.2417355371900825,1.0236307765292396,0.0371900826446281,0.65289256198347112,0.057851239669421489,0.66804407713498604,0.057851239669421489,0.67079889807162529
2020,timesat_smoothing_spline,20,261,0,0,2.3248489684460742,4.4113425485660427,0.20955044249265775,0.1941667524891183,138.68199233716476,151,0.95325940186401537,159.68110137404997,0.80787543632617265,0,2.3773946360153255,1.0213928522736717,0.034482758620689655,0.62196679438058744,0.053639846743295021,0.65006385696040858,0.053639846743295021,0.65644955300127694
2020,timesat_smoothing_spline,30,243,0,0,2.5073943235013445,4.8079748994152469,0.22839152855938605,0.19711263022291001,139.25514403292181,151,0.92631381362613852,218.43210462464396,0.78084462276917477,0,2.7283950617283952,1.0071766297033005,0.00411522633744856,0.57064471879286693,0.037037037037037035,0.60082304526748964,0.037037037037037035,0.61728395061728392
2020,timesat_smoothing_spline,45,213,0,0,2.820299504764316,5.393763087916124,0.25621801737903893,0.2122857046315294,134.5399061032864,151,0.89876523727331759,309.41111407616449,0.74095723115883971,0,3.215962441314554,0.99634008781505379,0.0046948356807511738,0.50704225352112675,0.028169014084507043,0.5258215962441315,0.065727699530516437,0.56338028169014087
2021,linear_interpolation,10,235,0,0,1.1800307717544094,2.2400484488907706,0.10110205394719472,0.092257948109956203,2.7234042553191489,0,0.020576915137868083,97.7913464893617,0.95837720985512609,0,0.13404255319148936,0.018098249461752206,0.97872340425531912,0.98936170212765961,0.97872340425531912,0.98936170212765961,0.97872340425531912,0.98936170212765961
2021,linear_interpolation,20,240,0,0,1.3322714453016185,2.6096190225837583,0.11778220392221256,0.092754921398753853,7.791666666666667,0,0.044002795742311494,125.96892235416666,0.93222101898779275,0,0.34791666666666665,0.043041002390139284,0.9375,0.94791666666666663,0.9375,0.94791666666666663,0.9375,0.96458333333333335
2021,linear_interpolation,30,230,0,0,1.4301338393581278,2.7896631915213779,0.12590829391362446,0.093924319513360999,8.1304347826086953,0,0.045915960774585908,141.28498200869564,0.91840050960383657,0,0.22391304347826088,0.021458077905885799,0.93478260869565222,0.91304347826086951,0.93478260869565222,0.91304347826086951,0.93478260869565222,0.92391304347826086
2021,linear_interpolation,45,215,0,0,1.6571437676249474,3.1468741140624314,0.14203060500879569,0.1093177181675925,8.6976744186046506,0,0.049119399898394228,194.71105231162787,0.8985116380230973,0,0.39069767441860465,0.028221179849096067,0.93023255813953487,0.87209302325581395,0.93023255813953487,0.87209302325581395,0.93023255813953487,0.89534883720930236
2021,timesat_double_logistic_cv_seapar,10,235,0,0,2.7212505758709375,4.2694762265855548,0.19269798204599747,0.18790892640922641,9.0978723404255319,4,0.71365908407651168,165.29178902249348,0.79103973023377117,0,3.7361702127659573,0.56077881866495027,0.95744680851063835,0.94680851063829785,0.95744680851063835,1,0.95744680851063835,1
2021,timesat_double_logistic_cv_seapar,20,240,0,0,2.80027875627803,4.4760975888603589,0.20202360360819824,0.18742686734635061,12.475,4,0.70469151870059654,186.8007842336724,0.77186187596542766,0,3.7604166666666665,0.5446922433151945,0.9291666666666667,0.91041666666666665,0.9291666666666667,0.97916666666666663,0.9291666666666667,0.97916666666666663
2021,timesat_double_logistic_cv_seapar,30,230,0,0,2.8865650417618514,4.6413077363478727,0.20948017681409373,0.18707149875833609,15.773913043478261,4,0.698728315899934,212.42770990860507,0.75709570994438757,0,4.0282608695652176,0.53696271214091518,0.88260869565217392,0.85217391304347823,0.90434782608695652,0.94999999999999996,0.90434782608695652,0.96739130434782605
2021,timesat_double_logistic_cv_seapar,45,215,0,0,3.1848869676722056,5.155372150013819,0.2326818928789956,0.18832590583111339,20.376744186046512,4,0.68621758063880134,293.93066540875918,0.72870117485907182,0,4.3790697674418606,0.5618831930025614,0.8046511627906977,0.77441860465116275,0.82790697674418601,0.88372093023255816,0.87441860465116283,0.93488372093023253
2021,timesat_double_logistic_default_seapar1,10,235,0,0,2.8151612410080844,4.7578111270446959,0.21473842562433443,0.20987169084814261,46.842553191489358,14,0.97014968633775278,145.82745179466883,0.69943581888408835,0,9.8680851063829795,0.69758788836751828,0.021276595744680851,0.08085106382978724,0.042553191489361701,0.51702127659574471,0.69787234042553192,0.98297872340425529
2021,timesat_double_logistic_default_seapar1,20,240,0,0,2.8757317657247135,4.862320295495512,0.21945532877521173,0.209756393110929,60.454166666666666,15,0.96689210225202893,158.52264902538883,0.6875024088495546,0,9.7291666666666661,0.6982425422397005,0.020833333333333332,0.13750000000000001,0.054166666666666669,0.51666666666666672,0.58750000000000002,0.97916666666666663
2021,timesat_double_logistic_default_seapar1,30,230,0,0,2.9544755660254336,4.9545678839588021,0.22361881937736033,0.20985592224761371,61.104347826086958,15,0.95838651547954345,172.88648112190435,0.67906910188267711,0,9.7717391304347831,0.69146175654920294,0.043478260869565216,0.18478260869565216,0.056521739130434782,0.47826086956521741,0.57826086956521738,0.96739130434782605
2021,timesat_double_logistic_default_seapar1,45,215,0,0,3.191797270155496,5.2459376120114092,0.23676946260507323,0.21485344290514849,55.781395348837208,14,0.94073120360725582,247.38716258212943,0.65642042056060623,0,9.9372093023255808,0.71779202244497919,0,0.1883720930232558,0.037209302325581395,0.42325581395348838,0.62790697674418605,0.93488372093023253
2021,timesat_smoothing_spline,10,235,0,0,1.8346034402501681,3.1975152533557485,0.14431623557152562,0.1367640759914184,5.5106382978723403,3,0.40556491261800992,142.46963199918534,0.89952183410150421,0,2.0553191489361704,0.3554935600738594,0.97872340425531912,0.98936170212765961,0.97872340425531912,0.98936170212765961,0.97872340425531912,0.98936170212765961
2021,timesat_smoothing_spline,20,240,0,0,1.9958468630406863,3.5629291816456328,0.16080878005613897,0.13903619015725438,10.375,3,0.41522211314687435,166.19678474693532,0.87205894048869292,0,2.3020833333333335,0.37149110415738967,0.9375,0.9458333333333333,0.9375,0.95833333333333337,0.9375,0.96875
2021,timesat_smoothing_spline,30,230,0,0,2.1288084553090183,3.7736821683675883,0.17032087781618818,0.1429707591350475,10.717391304347826,3,0.41484781629247386,179.89366064673243,0.8561234689535413,0,2.7369565217391303,0.37990263903999172,0.93478260869565222,0.89130434782608692,0.93478260869565222,0.92391304347826086,0.93478260869565222,0.96304347826086956
2021,timesat_smoothing_spline,45,215,0,0,2.4802691169832487,4.2824726989597046,0.19328456313166342,0.15807855585918121,11.488372093023257,3,0.41225191796110133,245.95608337772984,0.82813384652439603,0,3.1604651162790698,0.37587547206015942,0.88372093023255816,0.80232558139534882,0.93023255813953487,0.89534883720930236,0.93023255813953487,0.94186046511627908
2022,linear_interpolation,10,188,0,0,1.5510181693944558,4.6612503616577952,0.27737588076142428,0.27470630850643285,6.6382978723404253,6,2.3449168358605132,155.45344861702151,0.83206009071317111,0,6.7659574468085104,1.3117313195209417,0,0.0079787234042553185,0.94680851063829785,0.95478723404255317,0.94680851063829785,1
2022,linear_interpolation,20,215,0,0,1.5995605727651223,4.7124739962553219,0.28042403300811825,0.2738365031205417,6.8930232558139535,6,2.3583206554538925,154.10250253488388,0.8254438147768256,0,6.7674418604651159,1.3276372513085586,0,0.0069767441860465115,0.90697674418604646,0.913953488372093,0.94418604651162785,0.96046511627906972
2022,linear_interpolation,30,205,0,0,1.7102024533736346,4.8248357696148183,0.28711031746644144,0.27422236888556462,7.229268292682927,6,2.3764863036532589,152.69050175609769,0.81262597411041526,0,6.873170731707317,1.3480962537428387,0,0.012195121951219513,0.85365853658536583,0.85853658536585364,0.94146341463414629,0.92682926829268297
2022,linear_interpolation,45,190,0,0,2.0021158876780252,5.1456581326311399,0.30620141504867143,0.28934583339019981,15.378947368421052,6,2.431323794933022,169.93975968421063,0.75486366087821499,0,6.8605263157894738,1.3628600430731812,0,0.013157894736842105,0.76315789473684215,0.76842105263157889,0.85789473684210527,0.83684210526315794
2022,timesat_double_logistic_cv_seapar,10,188,0,0,2.4279302961400884,5.284752178589402,0.31447845028876559,0.31395163677643051,3.2021276595744679,3,2.5458470286252677,101.21505904017954,0.74114179716466155,0,3.2021276595744679,2.5458470286252677,0.96276595744680848,0.48138297872340424,1,0.5,1,0.5
2022,timesat_double_logistic_cv_seapar,20,215,0,0,2.4340261494333646,5.2830491074918804,0.3143771060551323,0.31319378274021048,3.4232558139534883,3,2.5448891720009001,106.7489008622756,0.74091359656852329,0,3.4232558139534883,2.5448891720009001,0.92093023255813955,0.46046511627906977,0.98604651162790702,0.49302325581395351,1,0.5
2022,timesat_double_logistic_cv_seapar,30,205,0,0,2.4867243008276296,5.3428653940018949,0.31793657912936829,0.3126344137979698,3.9609756097560975,3,2.549256775110913,129.32431508331442,0.73433321879234437,0,3.782178217821782,2.5509078657472357,0.91707317073170735,0.45853658536585368,0.96097560975609753,0.48048780487804876,0.98536585365853657,0.49268292682926829
2022,timesat_double_logistic_cv_seapar,45,190,0,0,2.6857177508074646,5.6031502568289371,0.33342528655203502,0.33089393448557208,13.542105263157895,4,2.5524038377463665,184.53981665741227,0.68937083258791232,0,4.4858757062146895,2.516244891537907,0.76315789473684215,0.38157894736842107,0.80000000000000004,0.42105263157894735,0.85263157894736841,0.48421052631578948
2022,timesat_double_logistic_default_seapar1,10,188,0,0,2.6407145883098275,5.6349412311623626,0.33531706425583152,0.33380505764687601,1.1489361702127661,1,2.617283890083117,55.521369640308578,0.68633347379364273,0,1.1489361702127661,2.617283890083117,0.98404255319148937,0.49202127659574468,1,0.5,1,0.5
2022,timesat_double_logistic_default_seapar1,20,215,0,0,2.6769987447696666,5.6600428022363323,0.33681077728236414,0.33358434199780829,1.4046511627906977,1,2.6249104548776168,63.632249575978683,0.68166977740433332,0,1.4046511627906977,2.6249104548776168,0.98604651162790702,0.49302325581395351,1,0.5,1,0.5
2022,timesat_double_logistic_default_seapar1,30,205,0,0,2.7881909614580698,5.7559628868068433,0.34251867020296511,0.3383568160280544,2.3707317073170731,1,2.6401260028086053,94.989631612493056,0.66837577761976308,0,2.3707317073170731,2.6401260028086053,0.89268292682926831,0.44634146341463415,0.96097560975609753,0.48048780487804876,1,0.5
2022,timesat_double_logistic_default_seapar1,45,190,0,0,3.091069831529079,6.0910947709025356,0.36246128094254737,0.3533989228079889,12.836842105263157,4,2.6611118456442822,155.86456787584831,0.60021319969480214,0,4.2215909090909092,2.6040555886094912,0.66842105263157892,0.33421052631578946,0.84210526315789469,0.42894736842105263,0.89473684210526316,0.4631578947368421
2022,timesat_smoothing_spline,10,188,0,0,1.6369361423076083,4.6878545731650689,0.27895901104326748,0.2790896175767788,11.888297872340425,13,2.3850682097300346,170.8546530202693,0.82255542123570569,0,6.2367021276595747,2.3323010298152482,0.10638297872340426,0.061170212765957445,0.14893617021276595,0.49468085106382981,0.98404255319148937,0.53191489361702127
2022,timesat_smoothing_spline,20,215,0,0,1.6905148394700507,4.7233347644519021,0.28107032207447097,0.27815172449898468,11.460465116279069,13,2.391599247985988,171.01144591045502,0.81677435696215372,0,6.2488372093023257,2.3367777050270102,0.12093023255813953,0.060465116279069767,0.21395348837209302,0.5,1,0.53255813953488373
2022,timesat_smoothing_spline,30,205,0,0,1.817964809282046,4.8155602615242046,0.28655836208397439,0.27871893713648582,10.741463414634147,13,2.3881556004091573,173.62171091640974,0.8068702829428126,0,6.0292682926829269,2.3284291831089416,0.20000000000000001,0.10000000000000001,0.27317073170731709,0.49512195121951219,1,0.53414634146341466
2022,timesat_smoothing_spline,45,190,0,0,2.1651686139881487,5.2155122977016681,0.31035820969773653,0.2943237560207857,15.636842105263158,13,2.4226058817497247,218.11072663480283,0.76524221737855724,0,5.9972677595628419,2.3599332865454401,0.20000000000000001,0.10789473684210527,0.26842105263157895,0.45000000000000001,0.93157894736842106,0.50526315789473686
2023,linear_interpolation,10,129,0,0,1.1751071337976924,1.8561586461379045,0.17408859034498322,0.17167671231145881,0.031007751937984496,0,0.0036737940286938682,98.187277379844815,0.88074038634625806,0,4.2519379844961236,0.28625257903912465,1,0.64341085271317833,1,0.64341085271317833,1,0.95090439276485783
2023,linear_interpolation,20,167,0,0,1.2223503328995733,1.9102078577698527,0.17915785049784863,0.1725901895607326,0.023952095808383235,0,0.0028378408964162215,107.6946406796406,0.87366235104080192,0,4.2245508982035931,0.27984508448159778,1,0.63872255489021945,1,0.63872255489021945,1,0.93213572854291415
2023,linear_interpolation,30,180,0,0,1.2872995414002202,1.9991991614936495,0.18750431950817437,0.17779450751572151,0.022222222222222223,0,0.002632885720563939,120.01718802777768,0.86085686730563793,0,4.1805555555555554,0.26944178699102922,1,0.62222222222222223,1,0.62222222222222223,1,0.90000000000000002
2023,linear_interpolation,45,177,0,0,1.4272556582752611,2.1888303261099353,0.2052897723853925,0.19094687731405671,0.022598870056497175,0,0.0026775109022684125,143.43503118926543,0.8326610514089231,0,4.0988700564971747,0.25341659872103894,1,0.60263653483992463,1,0.60263653483992463,1,0.8512241054613936
2023,timesat_double_logistic_cv_seapar,10,129,0,0,1.3916691937693741,1.9498128727871469,0.18287239356737484,0.17937170563412261,2,2,0.021226367680434025,83.94040591437458,0.85768702310678546,0,5.9224806201550386,0.59046543288751563,1,0.13953488372093023,1,0.2868217054263566,1,0.33333333333333331
2023,timesat_double_logistic_cv_seapar,20,167,0,0,1.4476952094801121,2.0216153018376199,0.18960672292157704,0.1819939752278574,2,2,0.023337794604563467,95.813004744590856,0.85002237543154657,0,6.0299401197604787,0.53602315484600183,1,0.14970059880239522,1,0.27744510978043907,1,0.33333333333333326
2023,timesat_double_logistic_cv_seapar,30,180,0,0,1.5205972957531548,2.137660112850245,0.20049053266923633,0.18394681934000509,2,2,0.027273804769817209,110.95148080971401,0.83526380909873221,0,6.9888888888888889,0.4811662177135323,1,0.12037037037037034,1,0.24259259259259253,1,0.33333333333333331
2023,timesat_double_logistic_cv_seapar,45,177,0,0,1.9112641944904458,2.8521572815597835,0.26750301846345109,0.19967232427303089,10.887005649717514,2,0.13588964140735818,188.48262575227878,0.79737754257099758,0,7.4942528735632186,0.57643138589457554,0.92655367231638419,0.11111111111111109,0.92655367231638419,0.22598870056497175,0.92655367231638419,0.32768361581920902
2023,timesat_double_logistic_default_seapar1,10,129,0,0,1.3936239660137177,1.9506939863088835,0.18295503295342749,0.17934748891683491,2,2,0.020580527671494597,76.529835442126739,0.85717207170962384,0,5.7364341085271322,0.58547990495783997,1,0.13953488372093023,1,0.30749354005167956,1,0.33333333333333331
2023,timesat_double_logistic_default_seapar1,20,167,0,0,1.453680152154297,2.0274370731316944,0.19015274519182052,0.18185574606499999,2,2,0.021963122905044142,91.251343289859022,0.84918029900250092,0,6.0119760479041915,0.53175853750838975,1,0.15169660678642716,1,0.28343313373253493,1,0.33333333333333326
2023,timesat_double_logistic_default_seapar1,30,180,0,0,1.5314691968349929,2.1492521787636205,0.2015777492270692,0.18483176730746989,2,2,0.028736566638463391,112.41034470203746,0.83389929455747702,0,7.1722222222222225,0.47676803269790374,1,0.12962962962962959,1,0.23518518518518516,1,0.33333333333333331
2023,timesat_double_logistic_default_seapar1,45,177,0,0,2.0407130056801557,2.9396756610438279,0.27571134232917022,0.22144215101481229,12.141242937853107,2,0.16163395336154188,209.18616731413869,0.7414590636401589,0,7.9545454545454541,0.52550730463379369,0.89830508474576276,0.11111111111111109,0.89830508474576276,0.18267419962335213,0.89830508474576276,0.29001883239171372
2023,timesat_smoothing_spline,10,129,0,0,1.4159128664582536,2.1062172960840262,0.19754151984713944,0.19631728208726049,1,1,0.13662512483452635,132.05226683947157,0.85419638236758322,0,5.1782945736434112,0.30928119153495948,1,0.40051679586563305,1,0.66666666666666663,1,0.69509043927648573
2023,timesat_smoothing_spline,20,167,0,0,1.4636918023312857,2.1640905980225269,0.20296944033984429,0.1968330565275426,1.0718562874251496,1,0.13386600949557401,143.43039930481521,0.84785261572477766,0,5.4041916167664672,0.29328561584099883,1,0.40518962075848314,1,0.65269461077844315,1,0.71457085828343314
2023,timesat_smoothing_spline,30,180,0,0,1.5551242762804496,2.2789891705512129,0.21374574470681681,0.21203497478035471,1.1444444444444444,1,0.13594690702345311,152.09243911516026,0.83269930456687369,0,5.5916666666666668,0.27604397139416026,0.98888888888888893,0.38703703703703707,1,0.6166666666666667,1,0.70185185185185195
2023,timesat_smoothing_spline,45,177,0,0,1.8094635487461364,2.6630302020344452,0.24976484358322937,0.2162460740647151,10.225988700564972,1,0.13914236631263738,188.09306034991707,0.79109570312680788,0,4.7711864406779663,0.27634288534509815,0.89830508474576276,0.35216572504708094,0.92655367231638419,0.56308851224105461,0.92655367231638419,0.61393596986817323
2024,linear_interpolation,10,187,0,0,1.9683876471532509,3.5227228117119718,0.21588767268730805,0.21080917583875519,4.5347593582887704,4,0.52677776380537122,40.317712780748643,0.83939454945991321,0,3.3475935828877006,0.38825413576886497,0.946524064171123,0.9331550802139037,0.946524064171123,0.946524064171123,1,0.9732620320855615
2024,linear_interpolation,20,205,0,0,2.0176044511519029,3.5922196746984345,0.22014674068985821,0.21063793222404811,4.8292682926829267,4,0.55322536667875444,54.590566741463427,0.8333620720502144,0,3.4585365853658536,0.40876882211032128,0.90243902439024393,0.8902439024390244,0.90243902439024393,0.89756097560975612,1,0.93902439024390238
2024,linear_interpolation,30,195,0,0,2.0898265965176668,3.6869330733040835,0.22595118693504598,0.21141827984841571,5.3589743589743586,4,0.59045877383157142,75.386092446153839,0.82386003128169416,0,3.6564102564102563,0.4159163629311653,0.84615384615384615,0.84615384615384615,0.84615384615384615,0.85384615384615381,0.98461538461538467,0.91538461538461535
